"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_EVI2b_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
2907.83105295808,4694.43944087898,2560.26791296259,-6038.10982592988,-6415.51913256253,-6583.30397716989,3254.65901255173,-6245.39125690799,"USA.NorthSlope.Ivotuk1","presence"
2825.26037765861,4275.85038655403,2339.50470530163,-6095.24678990849,-6592.35041842136,-6841.58027114783,4155.52603141526,-6546.02334455689,"Canada.ClearwaterLake.AB3","presence"
209.80877128266,732.101475204386,179.177472088239,-1430.95125559636,-1773.70358397022,-926.253159893382,209.80877128266,-1327.44695602516,"nonveg_775","absence"
2584.42514809544,4095.6968420994,1616.02965577496,-5905.34215617168,-6679.48041647867,-6802.10985414133,3414.57790371868,-5787.02556989182,"USA.SewardPeninsula.19","presence"
2586.43876165111,4559.16931704352,1974.65904166594,-6989.51033140973,-6981.56690755562,-6635.5339328951,3096.42224801009,-6994.72205284161,"USA.InteriorAlaska.21","presence"
53.7202825132418,52.3225677320687,219.620673749969,-1298.78378645178,-1328.33912953346,-1311.02201713332,53.7202825132418,-1085.84200272683,"nonveg_596","absence"
642.565248073132,1521.20890020469,1193.15039376285,-1304.09863242573,-1611.66627265712,-738.257101784726,642.565248073132,-1165.20931251714,"nonveg_700","absence"
2780.7134285347,4505.38213492441,2547.25145046229,-5947.57471076833,-6470.1206019147,-6589.86833084857,3618.70481039994,-5923.50804361521,"USA.SewardPeninsula.QuartzCreek2","presence"
2800.85331717075,2938.44532008369,1970.3444592957,-5712.44372896537,-6389.23803978462,-6318.695037646,2772.9472150602,-5600.86906184121,"Norway.Javrresduottar.EC-Sedge","presence"
1629.64657562081,2908.75813826143,1448.89783568608,-5984.09394587953,-5615.54310246778,-5687.11419474525,2058.86631892353,-5061.49428958617,"USA.YukonKuskokwimDelta.15B7","presence"
2532.49853970354,2771.10015588004,1646.40077903385,-5135.1339233409,-5314.08575854002,-5417.08238126804,2524.35847524208,-5194.5890968318,"Russia.Tiksi.ShrubTundra","presence"
497.880971720757,1617.48192585347,-73.090043625015,-2386.53074224822,-2104.61500576113,-1376.22580007999,789.619788231112,-1809.42534989991,"nonveg_725","absence"
2666.85164060392,2621.88547815292,2157.92145043304,-5018.90038828012,-5366.69814809363,-5618.54716348791,2970.06035707606,-4754.16015667128,"Canada.PayneLake.TD2","presence"
80.5668259005552,629.803696888247,744.674432930512,-2268.76926618355,-1388.41057299442,-1620.49377406907,629.803696888247,-1515.91553472975,"nonveg_916","absence"
978.552554797377,926.741724041831,1091.25755339141,-3194.17552092777,-3096.79390274633,-3945.58399204172,1091.25755339141,-3134.87432432775,"nonveg_996","absence"
2235.19514700827,2582.73876058693,1782.54902417193,-5124.87233388911,-5550.26853452975,-5753.99836318698,2288.34505122781,-5288.49333421446,"Canada.PayneLake.TD4","presence"
3329.11144676498,3715.02007536534,2325.30662000813,-6085.10363464156,-6043.53492133552,-6048.32624194365,3506.18698899351,-5703.64171682755,"Finland.Kevo.1","presence"
1745.92359592026,1616.44632661096,938.784232381891,-3514.54722691318,-3601.59785943467,-3972.49248301047,1004.43226640479,-4058.40625988062,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
541.728983215621,404.748924635622,-155.205405052765,-1592.37939175522,-1956.64452696543,-1665.5117106336,404.748924635622,-1518.75975883481,"nonveg_984","absence"
798.380236419498,870.08062262605,1759.54731776349,-1896.4671709246,-2131.12561910502,-2047.42521193197,870.08062262605,-1752.40150623788,"nonveg_915","absence"
629.310466593299,296.864668536107,194.286902024068,-1279.65193570003,-1718.5602634628,-2083.97497555142,296.864668536107,-1663.34498688466,"nonveg_779","absence"
1250.82469305784,3074.26660845542,1544.34653529705,-5308.53035780107,-5340.55756305066,-5346.68795911601,1335.65262606166,-5494.2645119856,"USA.NorthSlope.15","presence"
526.874847615615,376.66447815544,-264.439876739385,-843.618022472557,-1390.4462157077,-1397.45017352049,354.682195030732,-1000.51850402978,"nonveg_751","absence"
3325.90092436858,4657.87949281672,2577.42124371829,-6560.72726351685,-6273.29989855747,-6647.10977060903,3319.9548513085,-5445.86702905927,"Finland.Kilpisjarvi.16","presence"
426.592577248304,478.769875509349,837.532949418915,-3092.97028911442,-2372.70095588957,-3580.51244037934,478.769875509349,-2925.05599287295,"nonveg_832","absence"
2626.83397129783,3355.97244628007,1909.85544512232,-5786.86944897116,-5841.38311349472,-5704.84509539657,3039.62513820807,-5439.57598723174,"Russia.Yamal.Kharasavey-1","presence"
3090.91111470505,3930.41742441022,2228.47746201489,-5954.13750518056,-5760.69126154879,-6197.24392136336,3655.82115074419,-5910.25925265168,"Russia.Kytalyk.T3","presence"
2807.217722334,4073.30018393305,2082.86266383069,-5528.99317128641,-6272.13730172124,-6167.90264706557,2735.11303753657,-5720.45425491114,"USA.YukonKuskokwimDelta.B","presence"
499.671993177272,693.616576926758,39.6157783009677,-1635.93741945514,-1875.15922362115,-2006.05154640847,589.460620578608,-1561.18598572971,"nonveg_869","absence"
2802.00941681865,3721.15036844176,2083.50028202553,-5857.42568212641,-5959.29009761031,-5962.20050140084,3233.64578104108,-5377.07134802251,"USA.YukonKuskokwimDelta.15B1","presence"
2157.74573808909,2390.60345775618,1577.81284380454,-4907.07502604971,-5140.8822636701,-5581.31873487675,2134.97434026632,-4589.23976383286,"Canada.LeRoyLake.TD7","presence"
2825.26037765861,4275.85038655403,2339.50470530163,-6095.24678990849,-6592.35041842136,-6841.58027114783,4155.52603141526,-6546.02334455689,"Canada.ClearwaterLake.AB3","presence"
2719.3930595831,3414.19171636616,2273.07482100949,-6185.71236053109,-6588.78004322168,-6721.46770552979,2999.78216573452,-5747.56934004969,"Finland.Javrresduottar.A-Sphagnum","presence"
574.734622059191,110.021201264934,96.1653687928988,-1155.89810442907,-1362.13204128735,-2374.57908468534,526.886837762003,-1673.13839733878,"nonveg_790","absence"
526.874847615615,376.66447815544,-264.439876739385,-843.618022472557,-1390.4462157077,-1397.45017352049,354.682195030732,-1000.51850402978,"nonveg_751","absence"
1173.21747166794,1279.8891689812,566.987142165874,-2837.61557726648,-2839.09677545909,-2846.31483467442,1092.1324504185,-2222.55413145168,"USA.NorthSlope.HoweIsland-C13","presence"
469.008194442379,243.253907411289,368.763709406997,-582.108348337986,-1203.21244716122,-1565.02820414947,368.763709406997,-1192.52724471281,"nonveg_682","absence"
662.830154892035,-205.881913627111,-940.124652253869,10000,10000,10000,-205.881913627111,10000,"nonveg_1236","absence"
1330.29977483076,632.131130189574,830.647637695533,1094.20143444795,-1967.45489081168,-1591.50865460977,632.131130189574,-1052.30843748821,"nonveg_919","absence"
1294.78233700477,3002.2651738012,1245.41080240679,-5814.27183659536,-5287.19891133343,-4929.84604427935,1866.94737972414,-4686.63617433863,"USA.YukonKuskokwimDelta.4","absence"
-423.279521961007,408.519303126602,15.6714549554191,-1133.34189375831,-1969.58864102881,-1459.04399223503,-104.687642314931,-1109.2317636437,"nonveg_1469","absence"
741.704217247435,998.883672433089,1281.15913929251,-2534.22299511986,-3138.99485163112,-2416.76740285742,998.883672433089,-2360.6879393982,"nonveg_746","absence"
1208.76216560106,1310.61127036895,711.362208359905,-2747.81062988437,-3384.22794811591,-3996.13733184814,1204.20398064235,-2633.62810450363,"Canada.BanksIsland.GreenCabin-C07","absence"
444.262019958376,294.241429618119,-0.590369312814346,-1098.34389502964,-1470.78200736275,-1292.91724575413,294.241429618119,-1334.42836268704,"nonveg_900","absence"
683.290017255112,941.357047744587,153.992265913819,-1902.03117711779,-2800.87229738286,-1536.17515755621,221.639883047987,-2161.96591094169,"nonveg_825","absence"
3403.67515202966,4455.55588283625,2048.37247711615,-5647.08612065181,-6296.88066017635,-6700.82723151155,3666.99380777276,-5976.91249303966,"Sweden.Abisko.KJ-SalixShrub","presence"
1496.02577335804,2586.77466541615,1123.95105205537,-4545.75951801753,-4947.30446640661,-5253.73305233975,1886.76306193003,-4878.7154967447,"USA.NorthSlope.FranklinBluffs-C15","presence"
1977.69968892551,4683.80398458006,1847.90738529255,-5742.64862894874,-6363.70659367678,-5815.82140372992,3076.2769859357,-5539.42429836206,"USA.BrooksRange.8","presence"
2555.40437820743,2782.96156124311,1568.09531378952,-5683.22754320926,-5893.24999553661,-6368.40482808557,2412.93145571744,-5683.39196066953,"Finland.Javrresduottar.A-Salix","presence"
47.6863091904785,382.136753153306,684.938397717011,-1478.35241724086,-1931.07514082505,-1532.96398772301,382.136753153306,-1126.67366819872,"nonveg_542","absence"
-323.305470987699,-131.388811966474,-2483.90158352124,8499.37659974701,7726.8060199689,6900.06751291139,-236.280276363971,8412.04448850698,"nonveg_1797","absence"
696.867372688677,1911.83673615021,-54.3495831389643,-919.413697660243,-2079.96839731147,-1686.99939137338,696.867372688677,-1327.53479840559,"nonveg_532","absence"
291.102432478095,243.704856380911,705.001318535447,-1345.26570664742,-1743.28839320517,-1471.35167171427,291.102432478095,-1241.0083318784,"nonveg_972","absence"
3620.72390494532,4764.56192353266,2217.4294806368,-6745.6819256409,-7091.47508424299,-7296.56932922198,4063.21383740588,-6854.54998912606,"Finland.Kevo.14","presence"
2825.26037765861,4275.85038655403,2339.50470530163,-6095.24678990849,-6592.35041842136,-6841.58027114783,4155.52603141526,-6546.02334455689,"Canada.ClearwaterLake.AB3","presence"
1767.26801515411,1661.22497948025,1480.63242004001,-3849.72081861378,-4240.01120820292,-4158.42991510881,1603.53765258788,-3581.87723811549,"Finland.Kevo.3","presence"
473.025873907003,287.790122978525,221.031474386361,-1682.92528551789,-2041.19584288526,-1921.55152725674,268.43874573627,-1919.90456035235,"nonveg_953","absence"
1746.53178721073,3076.10988723551,1488.14813962506,-5106.78057873937,-5325.4958736317,-5700.92254273867,2405.92931782754,-5201.9451573489,"USA.NorthSlope.Sagwon-C15","presence"
1147.22931567349,1295.97676464622,710.802181620373,-2895.24252501057,-3273.65494124555,-3523.65336858308,958.548473688707,-2680.26614624547,"Canada.Ivujivik.TP12","presence"
2356.56711322194,2661.96379264714,1715.38794026225,-4788.13794917151,-5262.38150276509,-5105.04572907596,2390.02072427945,-4789.59016167023,"Canada.BonifaceRiver.LSA4","presence"
1200.35336605812,637.82171933158,324.330151440932,-317.430853723628,-2012.07029628562,-1293.05934724288,453.856861690584,-1118.17257872613,"nonveg_874","absence"
587.854156241814,696.987832842233,-66.2307481070448,53.6498175953179,-517.085747415179,52.9362026222598,450.039853743784,-380.494046651188,"nonveg_848","absence"
3458.90073534927,4218.49866330308,2482.71704731674,-6661.03129711135,-6992.37966088624,-6949.24544071416,3675.51441612482,-6472.27714001738,"Finland.Kevo.7","presence"
196.806341541162,326.948738700042,146.850558701954,-2025.07098516293,-1354.41908056785,-1828.41716579786,326.948738700042,-1629.65865078576,"nonveg_955","absence"
2836.8833530358,3121.65278406497,2326.05011631421,-5343.27387322475,-5340.31627288988,-5867.00044186715,2613.79001072671,-5180.79862324592,"Finland.Kevo.8","presence"
482.481795682921,996.30500869874,524.774119571856,-2276.49570989703,-2306.48537892854,-1734.95334893282,678.049280108423,-1581.90916344815,"nonveg_861","absence"
2719.3930595831,3414.19171636616,2273.07482100949,-6185.71236053109,-6588.78004322168,-6721.46770552979,2999.78216573452,-5747.56934004969,"Finland.Javrresduottar.A-Sphagnum","presence"
2588.91819907753,4608.94802081087,2228.64728097222,-6157.29970350224,-6928.77047107719,-6999.20226696428,3816.75212094314,-6499.06677608273,"Canada.ClearwaterLake.AB2","presence"
1250.82469305784,3074.26660845542,1544.34653529705,-5308.53035780107,-5340.55756305066,-5346.68795911601,1335.65262606166,-5494.2645119856,"USA.NorthSlope.15","presence"
2570.66869912808,2588.22942579886,1727.95437149312,-4783.84798366746,-4999.10574017714,-5298.2629679355,2534.19712738272,-4624.0579784332,"Finland.Kevo.12","presence"
2749.12848053393,4664.18797901843,1583.83032899248,-5778.52758887639,-7251.75602449473,-8147.63151137161,2570.66189926575,-6496.57557793837,"Finland.Kilpisjarvi.17","presence"
3137.07411689571,4630.23527262877,1972.60867059364,-6104.99105262583,-6377.01149070139,-6359.17786330466,3101.85227108176,-5473.1221062423,"USA.YukonKuskokwimDelta.3","presence"
628.572534788974,796.522683450137,644.130295639057,-1952.46679189608,-2505.61036617135,-1907.36594162981,628.572534788974,-2123.41672290202,"nonveg_867","absence"
3140.58056110703,3468.7843974398,2259.76937645548,-6316.68777846002,-6449.82994460214,-6918.09853543855,3239.76589058309,-6097.80114773752,"Finland.Kevo.5","presence"
3384.19485527986,4572.8456124726,2137.02558005183,-6160.56080531332,-7170.91897378309,-7003.78489123145,3749.71745443088,-6653.84786401437,"Norway.Javrresduottar.A-Hummock","presence"
-157.700414482134,-21.2244729303427,93.0286418497116,-949.873443440347,-1071.04298272613,-867.239341573739,-98.5390519791789,-920.410693273416,"nonveg_1268","absence"
32.8153650117155,665.40234194917,-425.27875311368,278.126640292839,-729.429123715935,-1174.20550891724,158.139813596484,1085.95418010424,"nonveg_1794","absence"
2244.5454502756,3164.12027343184,1720.43502012075,-5280.00185001153,-6335.11200264462,-5823.74052068333,2955.68763348591,-5126.96326484815,"Canada.ChukotkaRiver.TPO3","presence"
2570.66869912808,2588.22942579886,1727.95437149312,-4783.84798366746,-4999.10574017714,-5298.2629679355,2534.19712738272,-4624.0579784332,"Finland.Kevo.12","presence"
-446.658504930902,90.3483642225042,22.9157552289574,3667.3692897206,3056.71656625481,2698.11144079946,-142.141917258397,3186.00956882493,"nonveg_1854","absence"
1781.00186059871,2122.64813971546,995.317877876495,-4164.20267515819,-4779.08646746591,-4929.93617675469,1869.8896410936,-4492.80186929165,"Canada.BanksIsland.GreenCabin-C09","presence"
87.2683422426714,105.427839439022,10000,-523.611171375316,-1203.07255259448,-1002.82063077411,105.427839439022,-524.97361122574,"nonveg_1241","absence"
258.236795563927,435.583214477655,-162.86431899419,-2904.38451993614,-1012.73176029489,-2477.27630900142,435.583214477655,-2085.39558845187,"nonveg_663","absence"
94.0491995635281,271.09750096961,722.763298295809,1115.63479231388,895.443224392957,883.678253778001,136.454342027805,1058.60728609262,"nonveg_1509","absence"
745.646435031681,639.782658133352,229.586338100042,-399.558165307126,-1342.85110519641,-1440.02756000216,376.331118681819,-887.74703441838,"nonveg_1340","absence"
3267.19134787861,4550.55527616928,1986.38899804276,-5752.5872834112,-7018.72911409258,-6827.27153454265,3415.80901750894,-6398.6791767073,"Sweden.Abisko.VJ-SalixShrub","presence"
284.138620155384,433.308071146834,-241.233272642878,4230.18331780441,3208.52724207577,2417.61419757571,60.1918379215408,3311.75246659389,"nonveg_1646","absence"
3647.84427242372,4437.63261931523,2528.89141293128,-6033.92135850957,-7012.11757215107,-6676.65969993758,4126.69434549018,-6539.19706610944,"Sweden.Abisko.NT-MesicHeath","presence"
1173.21747166794,1279.8891689812,566.987142165874,-2837.61557726648,-2839.09677545909,-2846.31483467442,1092.1324504185,-2222.55413145168,"USA.NorthSlope.HoweIsland-C13","presence"
3458.90073534927,4218.49866330308,2482.71704731674,-6661.03129711135,-6992.37966088624,-6949.24544071416,3675.51441612482,-6472.27714001738,"Finland.Kevo.7","presence"
728.801478517972,150.91230232737,685.745956993416,-815.505737331453,-1740.10877367652,-1566.76065845458,317.330752032135,-1113.56589240236,"nonveg_907","absence"
2132.19395605204,2207.32945014883,1412.68305320988,-4613.50387241176,-4653.35512382643,-5057.65526058576,2250.18853646346,-4128.53120415593,"Russia.Yamal.OstrovBelyy-2","presence"
685.975323039218,-429.093329711739,299.954552090463,-2630.81514278145,-2597.02938545502,-4205.00126221958,685.975323039218,-2750.33335144907,"nonveg_612","absence"
2516.78298280506,2976.79720790399,1525.2528675806,-5889.33423384077,-5910.63914269742,-6202.75851121346,2571.32369268922,-5737.25714886089,"Norway.Javrresduottar.EC-Sphagnum","presence"
575.342076038947,1609.35109607591,932.448082535747,-3716.78804564476,-4339.41202009356,-4287.89839707634,1109.88797708173,-3549.0341800624,"nonveg_856","absence"
2095.11323657178,2031.06159306744,1006.1906318745,-1991.79217265951,-2317.37074545766,-2404.18736001007,2031.06159306744,-2195.18223254454,"nonveg_706","absence"
2584.42514809544,4095.6968420994,1616.02965577496,-5905.34215617168,-6679.48041647867,-6802.10985414133,3414.57790371868,-5787.02556989182,"USA.SewardPeninsula.19","presence"
3141.21077823187,3913.184955836,2114.57441588741,-6654.44576209727,-5996.27681510749,-6703.10830033783,3548.48006683567,-5855.37469438134,"Sweden.Abisko.NT-SparseVeg","presence"
2697.84657054395,3322.28024647561,1578.04079428429,-5688.57202442239,-6370.06916372987,-6167.44451957231,2529.59933317012,-5750.9742892934,"Finland.Javrresduottar.EC-Sphagnum","presence"
1558.44422492535,4163.23675722312,1901.85856775804,-4739.41727340801,-5891.40578561222,-5971.60287204968,2111.5611410224,-4019.72275806892,"Canada.KluaneLake.Outpost-MixedTundra","presence"
307.807420562662,1585.44162805513,-740.546061905923,-1753.56001222886,-1809.01124080789,-545.899209259026,114.490976781209,-1530.14011976349,"nonveg_659","absence"
63.8779497465228,194.015845893026,6443.8466590521,-3256.92961502468,-3650.59303246371,-2257.85628554045,63.8779497465228,-1790.28483693323,"nonveg_1353","absence"
2153.0175897861,2526.02428833549,1509.09879197869,-4889.91796063037,-5199.59029224574,-5079.9823814609,1803.99216487024,-4521.50388869958,"Canada.PayneLake.TD0","presence"
539.623305469184,177.227608197135,-175.531862844915,1787.40402282763,-1054.32872917368,-497.902668426921,177.227608197135,106.720612008129,"nonveg_1145","absence"
232.091887259245,761.399450916353,400.32966380032,-2593.06356507347,-1711.797577147,-2284.22195073593,761.399450916353,-2010.19147524351,"nonveg_849","absence"
3188.03806264994,3790.18718731481,2147.0867474425,-6033.50338893374,-5715.08233727254,-6134.62618989354,3550.40722824218,-6329.11065878602,"Sweden.Abisko.NT-DryHeath","presence"
