"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_northness","spectral_NDWI_annualMean","site_code","presence_absence"
-282.404222817344,359.61282947604,-342.300057289207,663.635969543221,-2053.98057329048,-750.290074116292,0.035282127559185,-1318.54917897425,"nonveg_1340","absence"
2875.55084947975,3087.28840101308,2074.85120110107,6269.7858003703,-6776.42618974295,-4895.23914935344,0.0209761527366936,-6000.24363733924,"Finland.Javrresduottar.A-Hummock","presence"
1947.72636337696,2999.4816571846,1654.40430031861,5956.72271934227,-5973.27955857782,-3995.31633629005,0.0324956591758463,-5466.92599444083,"USA.NorthSlope.Oumalik1","presence"
1220.180498334,1272.82569409518,806.746072808956,3068.18927617331,-3533.56610841186,-1762.19987778832,-0.0363605728372932,-2822.68032152867,"Canada.BanksIsland.GreenCabin-C08","presence"
1000.00229377332,647.285124238367,718.628601161327,3279.50523521237,-2048.04235568934,-2222.78445032256,-0.205226898193359,-2626.82777431841,"nonveg_758","absence"
2255.83611689715,2364.04889597788,1626.74957610211,4983.9272486434,-5212.85453501252,-3751.2274637876,-0.0059051209439834,-4658.15183312051,"Canada.LeRoyLake.TD7","presence"
1055.23498355,1485.36722343913,1802.80036505212,3611.21123610821,-3734.63532862939,-2940.6975979146,0.196392178535461,-3574.37915743964,"nonveg_1069","absence"
214.130928536722,264.655512596045,48.4841283602201,-960.335225185541,2095.94100113805,3775.46431981608,-0.00162229069974273,3200.72984826623,"nonveg_1854","absence"
936.904606679961,1155.88736574389,631.729832187613,1984.15040194896,-2839.68891364273,-1551.77160895988,-0.0240569771577915,-2367.71369006873,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
296.03389700068,616.375891678829,291.815164705036,488.667191298336,-2942.29074062607,-1458.95340626332,-0.0423616133630276,-2281.37212426144,"nonveg_861","absence"
2353.12434470372,2273.83292639965,1831.59816105872,5916.99625651965,-5639.99908290096,-4795.07532460629,-0.0502457730472088,-5716.57532743841,"Canada.ChukotkaRiver.TH4","presence"
3316.70644390377,4360.05731791792,2057.13016124102,8195.11001169921,-7389.55319676666,-4626.5828392462,-0.0645741663045353,-6093.04241196069,"Canada.BonifaceRiver.AB8","presence"
3768.7383947588,3822.1780874134,2538.19923072851,6515.65121064208,-6500.41676538405,-4242.17604388993,0.0635314092040062,-5853.54223341774,"Sweden.Abisko.VJ-BirchShrub","presence"
1363.09843253523,1418.5488359792,868.719600754266,3206.66600120222,-3425.76964930744,-3110.27764214618,-0.0208322554826736,-3292.00753530832,"nonveg_898","absence"
2378.34213573213,3515.79450253761,1947.25562729598,6838.26158387941,-6750.45534899061,-4370.96109501857,-0.00252782988051573,-6122.8164689749,"Canada.LeRoyLake.TDA3","presence"
-397.942056537384,-834.286604701406,-1151.87906554161,-2130.30745765821,4053.28577056373,2679.30484556283,0.458054900169373,3477.41854375329,"nonveg_1367","absence"
627.60757570612,607.752100771688,857.970509322702,1864.67860964081,-2348.57125503495,-1680.15498247069,-0.212103679776192,-2234.631828626,"nonveg_986","absence"
1468.98359776438,2467.69976315805,1717.68461277792,5588.51743714786,-5632.51141439543,-3499.94445474037,-0.010365348297637,-2652.91137492186,"Canada.KluaneLake.Ruby-MixedTundra","presence"
1267.38867020975,1637.99443858122,2010.73102907364,1625.11192636226,-1348.34858001716,-669.635987752283,-0.514617621898651,-1384.63296074009,"nonveg_647","absence"
644.514124224977,474.964069540855,-140.247340524152,1283.17788612385,-1725.63479712122,642.432496388147,-0.239881783723831,-831.725306698153,"nonveg_903","absence"
2688.79346740728,2870.76615597578,1743.07776904571,5166.81272361143,-5554.89589011285,-3927.34574057461,-0.0175078431040876,-4246.48374273664,"Russia.Tiksi.ShrubTundra","presence"
2904.86275878865,3970.70909821646,2230.52495148764,6983.89055463589,-6444.26081293797,-4515.74624490223,-0.000437944079749288,-6016.95856445004,"Russia.Yamal.Laborovaya-1","presence"
-403.287572632159,486.813177935326,720.569590269722,301.432809784555,-547.542990465045,179.466956481172,-0.0304965078830719,-559.063404368437,"nonveg_995","absence"
637.862418517633,516.285204712146,-407.857978518067,1694.94897674883,-1614.91981132633,-1256.674343646,0.0192437916994095,-1667.51651213222,"nonveg_869","absence"
2091.45107414537,2477.93310751236,983.123890277543,5115.34064412971,-5556.07452412532,-3671.32077296227,-0.00350198126398027,-4849.72614947234,"USA.NorthSlope.14","presence"
1196.79445877144,2311.17412124407,945.081709543728,5835.66003296188,-4670.04484121746,-3798.39188504381,-0.00331467879004777,-4989.40138293294,"USA.NorthSlope.16","presence"
1215.0355921424,378.367558805383,1109.69723353575,1564.27667166436,-1689.96587676528,-1286.34010068563,0.0118099534884095,-1814.00778723701,"nonveg_543","absence"
497.237680101717,1799.04610418399,965.8637577951,2399.15880111007,-3895.55679339184,-2364.5770902616,0.000154528810526244,-3205.96064512486,"nonveg_632","absence"
3041.26674416433,2899.73368663691,2251.19568096847,4954.89734804756,-6065.90689731736,-4736.6379805594,-0.0108306000009179,-5172.43018908389,"Finland.Kevo.10","presence"
597.864898269481,575.983082464132,-398.521489217523,1782.42233092444,-1221.76327347308,-1450.35469172037,-0.0883591398596764,-1468.93602690961,"nonveg_779","absence"
509.975099501335,614.875693798828,370.278577674287,846.580637916548,-2325.73884279753,-1606.05037089832,0.0548138692975044,-2165.62336884514,"nonveg_855","absence"
1045.58416078916,2616.64581209686,1074.32929964759,6587.13293476001,-6363.9431884436,-3335.88545289458,-0.00376220846859118,-5096.81703000983,"USA.InteriorAlaska.23","presence"
2561.60334373395,3082.7012425732,1807.87041164052,6319.83971804249,-5924.05606276159,-3743.31523583271,-0.0127709864949187,-5092.50276323092,"Canada.PayneLake.TDA2","presence"
638.134260408935,993.370108726264,551.219485844518,2025.19118475783,-1289.05427978086,-1916.22048296673,-0.000433448061812669,-1798.97992846987,"nonveg_926","absence"
2514.38459227386,3195.29901765306,1987.71800271393,6219.55349810183,-5862.77719149032,-4698.18627038048,0.0299690086394548,-5581.79405413518,"USA.NorthSlope.Sagwon-C19","presence"
2806.59164410482,3148.06871211289,1243.97534112609,6311.02783452455,-6102.78003011103,-2681.70407332695,0.135934987238475,-5430.39257128293,"Sweden.Abisko.KJ-Snowbed","presence"
-172.523061162227,-54.3465885765322,56.2562455157447,2706.07347475948,-928.819076054324,-299.095396227009,0.112993478775024,509.504088122429,"nonveg_851","absence"
294.043184485509,-93.5552339437874,188.29791075593,881.703843469755,-481.132746733708,-785.609018467867,0.00521737290546298,-683.450878694581,"nonveg_870","absence"
2549.30641257713,2971.69661061211,1551.39840756591,6670.91187485709,-6832.74851173204,-4615.3423105287,-0.0121196085587144,-5451.05428483301,"Finland.Javrresduottar.EC-Spring","presence"
2291.23854813738,2573.3211561342,1464.59596989297,6456.73230043158,-6381.17084015881,-4246.42278660963,-0.0128625033423305,-6021.54747078162,"Norway.Javrresduottar.EC-Salix","presence"
968.080397357941,933.221514266547,612.765607836976,2214.81293061512,-2745.41977813519,-910.114897321159,-0.0363060053851869,-3316.5820438491,"Canada.Ivujivik.RTP12","presence"
663.267896349136,529.609749832312,1124.03129689705,4037.44513192259,-5184.08806714052,-1044.73669495062,0.107979573309422,-3954.88255210736,"nonveg_856","absence"
1105.98100892815,691.043411468884,989.285057395513,1152.04307939796,-1941.61039122655,-1396.35733528339,0.0108256125822663,-1739.91415682466,"nonveg_902","absence"
2770.45767438021,3944.16878841373,2549.36285661421,6945.75277838886,-6562.79386122254,-4649.86277729964,-0.0294817833211085,-5585.71174735352,"USA.SewardPeninsula.QuartzCreek2","presence"
2806.59164410482,3148.06871211289,1243.97534112609,6311.02783452455,-6102.78003011103,-2681.70407332695,0.135934987238475,-5430.39257128293,"Sweden.Abisko.KJ-Snowbed","presence"
1943.98245234388,2073.01489010659,1025.21174669753,3937.93248325297,-4387.3982168352,-3095.04621780621,-0.0491117234859202,-4259.73220100593,"Canada.Ivujivik.TP13","presence"
388.451523744929,1147.17803798349,-267.37504559401,2450.88110658014,-1567.1454307427,-1700.89388525351,-0.275612264871597,-1908.30293781967,"nonveg_725","absence"
792.676249135105,570.644847316169,593.445543494474,389.021292122691,-2671.08357893371,-1133.52929886111,-0.0550882928073406,-2074.53210863342,"nonveg_825","absence"
2551.23504440233,3539.41340367075,2258.13170797554,6591.52621691516,-6437.33798754337,-5214.53312756404,-0.0327940479518823,-5744.70753908678,"USA.NorthSlope.Ivotuk3","presence"
435.086276501906,1034.56064913076,824.914569866333,728.430213585303,-1881.51345712376,-1194.58252656422,-8.18961270852014e-05,-1486.44092111473,"nonveg_894","absence"
2279.59020847086,3680.45945739306,1459.34304001579,7136.76533056326,-6947.30568988158,-4699.49896902368,-0.00150071325091024,-5908.9889055613,"USA.SewardPeninsula.19","presence"
3627.52475928311,4711.73332562003,2765.11196428626,7272.3305633173,-7090.85376992244,-5440.65639698679,0.0195372165180743,-6804.84087653612,"Norway.Javrresduottar.A-Sphagnum","presence"
2008.82322912575,3244.73464391535,1913.83737459137,6200.56332727127,-6620.63066545995,-4995.23337354808,0.0218896623700857,-6314.92206900506,"USA.InteriorAlaska.24","presence"
2498.80343181914,3116.46896668865,1798.0027130198,6006.66898901746,-5649.3326895323,-4648.22791273726,0.00133108433025579,-5374.94050752893,"Russia.Yamal.Nadym-2-H","presence"
2312.69471939394,2753.73631523588,1374.97998098111,6940.1806832783,-5974.87055171428,-4676.25583865469,-0.0139443023130298,-5896.2983664489,"Norway.Javrresduottar.EC-Sphagnum","presence"
2530.0254776974,3005.24613084809,1974.45385345627,6474.7732280613,-6289.76331743534,-3177.80460744073,0.0339771097318994,-5400.31885331625,"Canada.DeceptionBay.BEGL2","presence"
626.654866403727,-9.57302959930894,264.007079114806,894.835396127576,-799.338939900757,-562.667763330169,0.0226182546466589,-887.74376570273,"nonveg_729","absence"
2743.95185401729,3722.64259877715,2212.8916078681,6810.07218848287,-5963.67143721001,-4428.6826724346,0.0723779355175792,-5981.57632796903,"USA.Kougaork.LowShrub","presence"
3812.71241901877,4958.64823314014,2797.25316673602,7865.74323251999,-7573.49861992681,-4595.67669336973,-0.135406995813052,-6511.49083953949,"Canada.ClearwaterLake.AB1","presence"
1105.98100892815,691.043411468884,989.285057395513,1152.04307939796,-1941.61039122655,-1396.35733528339,0.0108256125822663,-1739.91415682466,"nonveg_902","absence"
482.579776837676,325.408447311056,892.843900032144,1165.19783620072,-2758.76451935967,-130.595828153638,-0.00433551426976919,-1852.43601239532,"nonveg_769","absence"
430.916370324354,249.372382430777,686.904405808353,2332.9213829457,-943.350988522985,-610.0756320491,-0.0189105439931154,-1393.20588490803,"nonveg_684","absence"
2745.73441693281,2821.04952437533,2114.88058853233,6419.07308435221,-5898.01083259611,-5660.23779760105,-0.0179104749113321,-5707.15784561522,"Russia.Tazovsky.Burned28","presence"
2770.45767438021,3944.16878841373,2549.36285661421,6945.75277838886,-6562.79386122254,-4649.86277729964,-0.0294817833211085,-5585.71174735352,"USA.SewardPeninsula.QuartzCreek2","presence"
2688.79346740728,2870.76615597578,1743.07776904571,5166.81272361143,-5554.89589011285,-3927.34574057461,-0.0175078431040876,-4246.48374273664,"Russia.Tiksi.ShrubTundra","presence"
1483.2512734438,1548.77897280198,662.906905177992,3020.66003395884,-3403.35617646588,-1813.7971521825,-0.0394060125108809,-3437.10658703039,"Canada.Ivujivik.TP12","presence"
626.654866403727,-9.57302959930894,264.007079114806,894.835396127576,-799.338939900757,-562.667763330169,0.0226182546466589,-887.74376570273,"nonveg_729","absence"
696.690232753421,774.015702219011,289.080861983263,1825.59554216251,-2718.15416017154,-1354.27237693047,-0.0128948941217879,-2121.84674484081,"Canada.EllefRingnesIsland.Isachsen-C01","presence"
244.906487641688,826.532265622011,654.337083524138,2344.4615260912,-1904.21575167095,-1386.07441181868,0.0305800084024668,-1923.24742138028,"nonveg_913","absence"
2732.81912238079,3554.44442834111,2280.49540156005,5893.19668111955,-6299.38412899697,-5092.6537369121,-0.00143798581686699,-6173.67726781859,"USA.YukonKuskokwimDelta.15B4","presence"
1733.6484727387,2122.52802813495,1690.44331377821,7314.78597544676,-5984.78644028196,-4669.98083276105,-0.0228044297546148,-5434.52458138048,"USA.InteriorAlaska.1","presence"
2840.84287795728,3552.24681208119,2155.23074410861,7506.45441854586,-7046.08015716515,-3256.23443451398,0.231037525667084,-5763.79357203763,"Canada.DeceptionBay.BEGL3","presence"
2665.35202422,3207.07072287207,1448.83398655882,6461.48150071284,-6469.1664640811,-3045.93442443207,0.0707080314556758,-4094.17618605604,"Canada.CoutureLake.TDA7","presence"
482.579776837676,325.408447311056,892.843900032144,1165.19783620072,-2758.76451935967,-130.595828153638,-0.00433551426976919,-1852.43601239532,"nonveg_769","absence"
1531.77994875401,3456.39336340404,1846.35317593167,8568.96562489786,-5965.07303944137,-5812.96273391206,0.0479282525678476,-6518.74702620887,"USA.InteriorAlaska.17","presence"
2498.80343181914,3116.46896668865,1798.0027130198,6006.66898901746,-5649.3326895323,-4648.22791273726,0.00133108433025579,-5374.94050752893,"Russia.Yamal.Nadym-2-H","presence"
1858.75574836797,2223.43716850486,932.266808993574,5075.96084714944,-5075.65112667704,-3035.67285616908,-0.00348488483577967,-4816.55187653296,"USA.NorthSlope.Deadhorse-C16","presence"
369.912136153712,276.225991370075,262.33822506954,1097.43670118484,-1595.69996604281,-1845.5784321803,-0.439140468835831,-1846.88483670855,"nonveg_695","absence"
2488.10679131207,4081.46090421151,2991.49435480168,5901.59239729272,-6347.45069878027,-4723.72031142102,-0.0255444378902515,-5134.5375104086,"USA.BrooksRange.6","presence"
2548.12822538517,3353.53623381085,2372.48093663619,6395.87387602355,-6322.89217413462,-5024.0966974652,-0.0419697368517518,-5731.7494536715,"USA.NorthSlope.HappyValley-C18","presence"
-13.6099886457671,816.822769692596,443.101790077022,2251.33726178195,-1325.25174222768,-1758.33008442299,-0.00608327472582459,-1945.13164079828,"nonveg_663","absence"
-539.502385053258,447.390606175782,10000,637.424446122214,-982.76696369994,-160.69409483456,-0.386066555976868,-799.469095196594,"nonveg_1241","absence"
2904.86275878865,3970.70909821646,2230.52495148764,6983.89055463589,-6444.26081293797,-4515.74624490223,-0.000437944079749288,-6016.95856445004,"Russia.Yamal.Laborovaya-1","presence"
1951.84103289323,3071.77429224938,1182.08742512744,5866.81443352831,-5666.152818922,-4808.03127227005,0.0256055649369955,-5249.12803105086,"USA.NorthSlope.12","presence"
294.043184485509,-93.5552339437874,188.29791075593,881.703843469755,-481.132746733708,-785.609018467867,0.00521737290546298,-683.450878694581,"nonveg_870","absence"
2117.69170605822,2969.64871242074,1639.96641407067,5027.32513478162,-5545.49296999747,-4537.51637948785,-0.0130452622349064,-5079.12732504958,"USA.YukonKuskokwimDelta.5","presence"
-181.189903014561,786.177547933207,113.891278203228,918.976013223666,-609.701551829647,-849.868486434309,-0.53164803981781,-1006.78559295011,"nonveg_572","absence"
2656.74918631231,3083.62833085183,2170.97255358469,5679.02607933742,-5861.30241448968,-4648.95757753687,-0.000146412833904227,-5397.51266041192,"USA.YukonKuskokwimDelta.U","presence"
1531.77994875401,3456.39336340404,1846.35317593167,8568.96562489786,-5965.07303944137,-5812.96273391206,0.0479282525678476,-6518.74702620887,"USA.InteriorAlaska.17","presence"
1309.88158310163,783.138890228006,1745.07245388302,1867.70131684601,-2207.53938323485,-1279.22242205224,0.032960869371891,-2005.93855944841,"nonveg_561","absence"
1548.75921385898,1413.02412892057,1427.55695450051,1644.74285354433,-3466.56190923598,-2431.81027162816,0.163004502654076,-2692.01192022753,"nonveg_701","absence"
2799.35168233789,3161.21740409614,1979.35851440579,6802.701473644,-6264.07006195721,-4166.64511500199,-0.0627463455829356,-5764.42775524881,"Canada.PayneLake.TDA0","presence"
2011.00752218369,3276.31196372412,1904.59476442608,6169.3071293947,-6243.72662391003,-4677.88198360397,0.0833672218024732,-4734.74530234857,"Canada.KluaneLake.Outpost-MixedTundra","presence"
567.086136605007,1216.95736530438,276.376895845262,1265.54325572321,-1088.26520123568,-1347.78586476477,0.211506187915802,-603.122928002874,"nonveg_988","absence"
294.043184485509,-93.5552339437874,188.29791075593,881.703843469755,-481.132746733708,-785.609018467867,0.00521737290546298,-683.450878694581,"nonveg_870","absence"
2385.16895291399,3057.00926552338,1905.45734788628,6394.10196083067,-6336.78333497261,-4811.02000235301,-0.0122602917253971,-5646.52036970303,"Russia.Kolyma.T2","presence"
444.912031732237,184.676547693057,411.243227998742,1199.1533930869,-1220.44746947921,1676.85419281095,-0.459645658731461,-487.926397953028,"nonveg_721","absence"
435.086276501906,1034.56064913076,824.914569866333,728.430213585303,-1881.51345712376,-1194.58252656422,-8.18961270852014e-05,-1486.44092111473,"nonveg_894","absence"
39.7110199738953,407.687430699025,293.751149673559,1460.32897200132,-754.438587510398,-1283.29910755988,-0.11010467261076,-481.097841689256,"nonveg_594","absence"
-13.6099886457671,816.822769692596,443.101790077022,2251.33726178195,-1325.25174222768,-1758.33008442299,-0.00608327472582459,-1945.13164079828,"nonveg_663","absence"
2965.05274919021,3312.37883495375,1669.83436911101,6072.8661512045,-5886.53590922577,-3998.42999367245,-0.0114072189608123,-5330.02271366968,"Russia.Tiksi.GraminoidTundra","presence"
2935.2243894765,3906.15725052447,2628.93265329903,6557.07406663813,-6696.5461901535,-5009.55081336393,-0.0144628195557743,-5684.47739537455,"USA.YukonKuskokwimDelta.72B4","presence"
644.514124224977,474.964069540855,-140.247340524152,1283.17788612385,-1725.63479712122,642.432496388147,-0.239881783723831,-831.725306698153,"nonveg_903","absence"
435.224249704207,454.482510053638,795.124109583164,412.42923923132,-1823.59168181879,-1042.90860103842,0.00872219447046518,-1576.39500784898,"nonveg_876","absence"
4339.96665586474,4659.6411266427,2601.25818268664,8450.0836570879,-7856.23488418045,-5770.57714283111,0.199550268054009,-6995.77115765347,"Finland.Kevo.9","presence"
3270.85706865069,4231.60270446737,1968.91787590112,7116.73030339539,-7480.23325406141,-5329.65790607034,0.00777193754911423,-6492.26498688043,"Norway.Javrresduottar.A-Hummock","presence"
925.25256594218,2415.43308221459,537.3683549308,7987.03615298308,-5356.31677741759,-382.733261904748,0.0020218538120389,-4032.29084947613,"nonveg_1607","absence"
497.237680101717,1799.04610418399,965.8637577951,2399.15880111007,-3895.55679339184,-2364.5770902616,0.000154528810526244,-3205.96064512486,"nonveg_632","absence"
1058.88338856587,978.849003921646,577.738176825371,2107.82666241329,-2723.80499038106,-960.140693614281,-0.000365609225506595,-2177.26199232337,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
-10.4154307139087,-22.4766329802385,400.330249147576,-1398.10204802679,-1064.00921804218,1319.8634274056,0.143098205327988,237.739850055701,"nonveg_592","absence"
2852.12503628514,3063.23453212791,2142.65016832119,5540.67128349511,-5633.2169314885,-3960.31567165738,0.00171185575891286,-5415.41873284547,"Russia.Yamal.OstrovBelyy-1","presence"
1213.23668344292,680.795260996465,-416.392963736949,415.813417950955,-1937.94602683361,847.701739841933,0.000405675935326144,-663.906861457245,"nonveg_1834","absence"
