"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_northness","spectral_NDWI_annualMean","site_code","presence_absence"
418.824129778086,5.00003756223583,342.617486882783,1240.56920246028,-848.850312256737,-1013.25151278275,0.289525598287582,-752.901884587826,"nonveg_931","absence"
1215.0355921424,378.367558805383,1109.69723353575,1564.27667166436,-1689.96587676528,-1286.34010068563,0.0118099534884095,-1814.00778723701,"nonveg_543","absence"
378.781175477621,187.721686038148,922.058512236335,481.903037273051,-1716.8547795572,1270.58816715903,-0.423534631729126,-782.588227645583,"nonveg_1473","absence"
2688.79346740728,2870.76615597578,1743.07776904571,5166.81272361143,-5554.89589011285,-3927.34574057461,-0.0175078431040876,-4246.48374273664,"Russia.Tiksi.ShrubTundra","presence"
1789.0564660549,2351.80759957037,717.088047621429,4985.49892488991,-5412.63998883842,-2772.0524130569,-0.00326329578335087,-4287.00211580246,"USA.NorthSlope.13","presence"
2312.69471939394,2753.73631523588,1374.97998098111,6940.1806832783,-5974.87055171428,-4676.25583865469,-0.0139443023130298,-5896.2983664489,"Norway.Javrresduottar.EC-Sphagnum","presence"
436.078756791464,1479.07192712354,1072.77284077926,2850.01910616276,-2265.18427754047,-1059.34251211786,0.00965000782161951,-2022.86694624221,"nonveg_600","absence"
-333.529801907468,685.195305934647,678.472422102538,815.411251843341,-1168.37552749697,-1480.94509450887,0.291033178567886,-817.817795249894,"nonveg_571","absence"
801.168045119549,878.263169691776,-283.1555627425,903.561108625458,-1967.09006810945,-1906.5572897078,-0.21731148660183,-1540.27302503907,"nonveg_984","absence"
1105.98100892815,691.043411468884,989.285057395513,1152.04307939796,-1941.61039122655,-1396.35733528339,0.0108256125822663,-1739.91415682466,"nonveg_902","absence"
3241.83947910019,3814.74970274521,2499.76032905998,7711.43271126276,-6319.12672056205,-5398.43806460887,0.0520035289227962,-5873.10982335792,"Sweden.Abisko.VJ-MesicHeath","presence"
3458.60001877379,3974.70622870797,2469.49839763167,6913.52667547772,-6856.40511794092,-4957.52922548998,0.089477742711703,-5917.27374216516,"Sweden.Abisko.NT-MesicHeath","presence"
891.521568528661,1076.18733355008,634.25545376054,1690.25308047149,-3435.42612906977,-1156.87762549715,-0.000231861806241795,-2220.32458827409,"nonveg_957","absence"
2051.43744002161,3297.96600780022,2040.9343871027,7812.47525001997,-6286.60377224699,-4783.380777083,-0.00123554712627083,-6176.07471438567,"USA.InteriorAlaska.5","presence"
797.282333361226,1030.46600385802,732.68329735709,1657.81124558201,-962.086857077707,-449.850681072022,0.0118665955960751,-1128.41638864094,"nonveg_677","absence"
2279.59020847086,3680.45945739306,1459.34304001579,7136.76533056326,-6947.30568988158,-4699.49896902368,-0.00150071325091024,-5908.9889055613,"USA.SewardPeninsula.19","presence"
2840.84287795728,3552.24681208119,2155.23074410861,7506.45441854586,-7046.08015716515,-3256.23443451398,0.231037525667084,-5763.79357203763,"Canada.DeceptionBay.BEGL3","presence"
2711.10050545967,3041.83441915502,2340.98919229433,5367.2706522349,-5997.18066388321,-4557.19097224753,0.051220116019249,-5224.62519319302,"Finland.Kevo.8","presence"
68.3900561837106,-351.593896181299,-111.141879552625,232.218368620903,-1154.19939322893,1199.57182784618,0.187278717756271,262.778556146084,"nonveg_593","absence"
1365.18412682775,832.171971890742,358.775608869559,977.724270276881,-1593.94850286243,-1772.79365613553,0.0108149163424969,-1451.79758365189,"nonveg_1261","absence"
2112.8369237457,2407.72670791777,1682.26388505983,4350.40700536744,-5020.36909856687,-3089.59627723456,-0.0309324291431242,-4408.49670040202,"Canada.BonifaceRiver.LSA2","presence"
388.451523744929,1147.17803798349,-267.37504559401,2450.88110658014,-1567.1454307427,-1700.89388525351,-0.275612264871597,-1908.30293781967,"nonveg_725","absence"
416.456389587923,705.816404770155,209.848493623373,1726.43274261753,-1595.7628476232,-241.276454655391,-0.0572934792273575,-848.823707927336,"Canada.Ivujivik.RTP13","presence"
3045.7455868829,4365.59080808553,1767.75204237451,8295.39766975345,-7422.96680688404,-4702.5754480131,0.0943534132093188,-6607.61745867585,"USA.Kougaork.TallShrub","presence"
-96.9924280343869,678.693541583698,552.340646821097,930.810272362735,-1807.52272311365,-1348.14174250581,-0.072094239294529,-1364.65908006953,"nonveg_757","absence"
693.488129711945,719.044549636064,374.593158723898,718.917626573753,976.404027671003,1515.12842846271,-7.42374822948477e-06,1299.68632168852,"nonveg_1509","absence"
1468.98359776438,2467.69976315805,1717.68461277792,5588.51743714786,-5632.51141439543,-3499.94445474037,-0.010365348297637,-2652.91137492186,"Canada.KluaneLake.Ruby-MixedTundra","presence"
-34.6413642373802,-482.481040965161,642.707992077285,1594.24361385115,-1249.13630785658,-1611.56959822082,-0.0329290069639683,-1937.05318605294,"nonveg_602","absence"
561.384793550787,94.1906555541247,-99.4180033772564,3539.30204864673,-3500.25762626561,-1967.29649101666,-0.16461655497551,-3189.15759095806,"nonveg_730","absence"
2875.55084947975,3087.28840101308,2074.85120110107,6269.7858003703,-6776.42618974295,-4895.23914935344,0.0209761527366936,-6000.24363733924,"Finland.Javrresduottar.A-Hummock","presence"
1267.38867020975,1637.99443858122,2010.73102907364,1625.11192636226,-1348.34858001716,-669.635987752283,-0.514617621898651,-1384.63296074009,"nonveg_647","absence"
2782.32648582065,3015.62563429465,1783.00100116541,6253.52930431773,-6529.01601199834,-5166.92035370256,0.0212547772098333,-5991.62842248134,"Finland.Javrresduottar.A-Sphagnum","presence"
2533.47198961121,3116.32789994831,1990.23278962707,6529.81372482093,-6623.12797219925,-5116.06498572266,-0.0129316672682762,-5904.88039598559,"Russia.Kolyma.T1","presence"
693.488129711945,719.044549636064,374.593158723898,718.917626573753,976.404027671003,1515.12842846271,-7.42374822948477e-06,1299.68632168852,"nonveg_1509","absence"
821.894435809353,-327.804776718665,-14.1683136802412,914.274409880406,-603.168128019553,-405.155168799329,0.325527787208557,-706.982848946001,"nonveg_710","absence"
2670.4380049608,2777.97194129317,2140.54228854427,5898.80369766976,-5284.04302513978,-3437.21677927622,-0.0227160561829805,-4616.72801213478,"Finland.Kilpisjarvi.18","presence"
217.931814036006,750.071733590922,63.1394871267676,2721.72878317956,-2285.10705648751,-797.657202735909,-0.0923973172903061,-2214.74395719926,"nonveg_619","absence"
866.350183095266,707.098938736519,179.846993177662,2269.77550867767,-2502.47383509245,-2450.96594748282,-0.0151702342554927,-2217.26609940698,"nonveg_575","absence"
431.825451390832,126.375647530787,401.894218701503,873.698675305583,-2350.87594415107,-1173.99589545865,-0.0348086096346378,-1909.45494175701,"nonveg_693","absence"
2335.8537605932,1934.09530166158,1816.24936357543,3246.85516901549,-3506.41657820892,-1757.75505717594,0.299044400453568,-2977.82546659318,"nonveg_1177","absence"
1984.92431694108,2578.45092213458,1886.34577085141,5352.32441629519,-5392.57158120124,-4615.20228350386,0.0100976809238394,-5506.44326522753,"USA.YukonKuskokwimDelta.15B5","presence"
-1052.71543429132,170.660328941412,-333.682351020166,1587.24091179067,-1409.31375082451,-1034.15239145971,-0.167817160487175,-1802.18590537802,"nonveg_608","absence"
503.597694072326,612.148754779305,-214.816438622429,461.258433126494,-852.181439895458,-1167.77127199434,0.229057461023331,-874.157159481583,"nonveg_703","absence"
2155.4017323455,2556.50669365755,1874.50255313495,7552.87912073526,-6484.14150327157,-4811.43479225695,-0.0510438146690528,-5272.23371503492,"Canada.PayneLake.TDA3","presence"
2006.2899690382,2560.70228138293,832.701718106687,4766.46508037104,-5404.59272161155,-3220.7723629182,-0.00366873464857539,-4338.26064545319,"USA.NorthSlope.Deadhorse-C15","presence"
1401.70463565875,540.57644919409,489.651430910685,153.369425321048,-1857.75879103863,-720.229445778216,-0.00726263970136643,-1344.84501458068,"nonveg_733","absence"
436.078756791464,1479.07192712354,1072.77284077926,2850.01910616276,-2265.18427754047,-1059.34251211786,0.00965000782161951,-2022.86694624221,"nonveg_600","absence"
2777.09161596792,4402.92291574638,2410.62586285703,8275.24666551659,-6513.38324684704,-6505.10717943915,0.000170380066265352,-6693.42103987252,"USA.InteriorAlaska.21","presence"
214.130928536722,264.655512596045,48.4841283602201,-960.335225185541,2095.94100113805,3775.46431981608,-0.00162229069974273,3200.72984826623,"nonveg_1854","absence"
-181.189903014561,786.177547933207,113.891278203228,918.976013223666,-609.701551829647,-849.868486434309,-0.53164803981781,-1006.78559295011,"nonveg_572","absence"
567.086136605007,1216.95736530438,276.376895845262,1265.54325572321,-1088.26520123568,-1347.78586476477,0.211506187915802,-603.122928002874,"nonveg_988","absence"
