"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_peakSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","topo_eastness","trees_presence","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_NDVI_changeLSES","site_code","presence_absence"
3377.02339763108,3205.4825480267,2057.37670657013,4319.34750273011,6155.2643742317,-5508.9128273755,-6642.63690642424,-6199.46667725434,-4789.7808189083,2944.56240946853,-0.00304668757598847,0,3212.52476779068,1980.25529427701,44.0712137171754,"Russia.Kytalyk.T3","presence"
2542.08878201209,3483.01470794144,2136.04872777105,6181.28400049778,7211.21745255953,-5970.34286671634,-6895.81193849496,-7045.04044448736,-4218.90967254996,1956.54604401144,-0.000191801913186083,1,3102.00099547311,2382.39308568518,-26.5234791396788,"Canada.ClearwaterLake.AB2","presence"
204.023290879305,349.001252162692,-461.999677041172,1387.20542329153,520.816349712875,-1724.60327543334,-1885.47492153061,-2193.46799810602,-2094.98010861884,1846.6840368695,-0.00656652124598622,0,260.983734432081,1479.87714217759,-15.8436038505911,"nonveg_922","absence"
415.272482501724,324.83806000342,3.04874529949902,648.677154050734,608.412203162135,-844.505896321839,-1331.53991838178,-1404.72916926659,-1024.45356458423,1985.06904243105,-0.00405859341844916,0,295.862090167357,412.223737202225,13.9897564732749,"nonveg_806","absence"
440.431062219558,688.359190976386,158.969225464729,1062.20262591284,1544.46475370464,-817.861682993188,-796.151883748279,-1402.2750112596,-395.080942261906,1019.268097177,-0.26887845993042,0,415.439823802489,529.389965511657,-18.7563706767891,"nonveg_794","absence"
767.590390535179,434.698125474693,744.519330524391,1670.72560958235,1542.89571998716,-1687.00714815481,-2482.82055822846,-2477.41037454574,-1195.56286243392,1287.2294739546,-0.0475657284259796,0,613.104434628235,332.892265060486,70.08248418615,"nonveg_867","absence"
8.90739111000883,149.046862130061,-66.841350759171,-686.854974466516,-270.544413804744,284.000193107799,343.122429499588,42.1051089042994,781.102958127051,1330.55624639218,-0.492608666419983,0,-88.7346067570438,577.194922620267,-11.707414337152,"nonveg_592","absence"
3322.80998580149,4671.1276392362,2057.47065947352,5911.17259196732,7417.96123698531,-6519.07995546486,-6508.39180121516,-7204.81910870113,-5463.99141476259,2621.20681278141,-0.00891300374642015,0,3792.88120397479,3318.20465870697,-55.4359688498925,"Finland.Kilpisjarvi.16","presence"
134.884511267687,389.522750467263,326.845868544367,568.238088478072,170.770058703805,-1366.98085562904,-1359.03728702553,-2353.91010183252,-504.396357320107,1287.74468433721,0.0660101100802422,0,139.205518462699,650.144562576116,-25.7135675971079,"nonveg_542","absence"
395.528450440155,43.0812741990331,130.035998125307,356.648833950471,1171.64233260648,-1782.75024510008,-2236.75049967609,-1411.63771568641,-2124.64165141426,1507.64752350677,-0.000346823129802942,0,251.361356845777,679.145156679458,60.4226302944904,"nonveg_953","absence"
2839.84716802664,3442.94719880283,2133.21659196761,5576.54628052544,6525.41144241545,-6111.70166158685,-6385.58039782504,-6185.03318151761,-4941.75848924658,2425.18957406769,0.00440103155727099,0,3170.33935698469,1713.45010354813,-50.2668104265253,"Russia.Kytalyk.T2","presence"
2093.10972525405,2475.07609621371,1324.17113789164,3572.02785878419,4201.29708838962,-3891.5305266465,-4333.32034415176,-5031.7302557345,-3318.33107081213,2181.34542117297,0.0475163338705897,0,1896.99121646067,1577.0231111059,-117.958739349842,"Canada.BanksIsland.GreenCabin-C10","presence"
2555.99241969838,2804.13105935538,1761.88013919926,3829.66207354056,4997.68375315797,-4823.60744050693,-5237.82780365977,-5541.24916332996,-4420.55312305216,2359.96363015374,0.00453067741667231,0,2330.87004639566,922.886460237213,-2.88609375558183,"USA.YukonKuskokwimDelta.5","presence"
721.057613648867,467.990576557103,-98.4684300250823,1629.15553895766,1606.94973527621,-1490.3036602965,-2048.21769301634,-1450.02795467379,-1416.3954034102,1634.33348080945,0.0818539261817932,0,601.629938112439,1120.81162376127,30.8208692391278,"nonveg_941","absence"
295.610999871437,1116.17508516179,398.308270054612,1236.41781873771,745.16859723025,-1686.30827373079,-719.160457578752,-1364.91963152932,-824.651511521976,3251.02584828543,0.00290045770816505,0,645.904167563816,820.564085290357,-377.487383262471,"nonveg_733","absence"
301.737482323422,716.483739497184,344.369630392343,1257.76792502505,597.48115006734,-1690.73500006697,-899.588149935183,-1629.44432374475,-1548.73481818444,1785.47598055082,-0.0421525798738003,0,489.520146077509,448.725610530168,-324.33503170619,"nonveg_768","absence"
294.80366942314,1006.34413419579,257.578915778315,989.164133509547,2220.43206404385,-2638.94500686236,-2379.19599705047,-2523.30982695212,761.132153837582,2118.44742529523,0.000872678123414516,0,699.469500129532,1137.85492005115,-35.9791172772145,"nonveg_1672","absence"
1547.6345006477,909.241168573547,685.138056512236,637.015438792055,-535.888101392459,-786.448345764191,-1508.37427657762,-3053.03648929164,-1295.41546346836,3819.80165410246,0.0267367959022522,0,620.514283465434,2067.70778187341,110.039948258735,"nonveg_643","absence"
126.225151364617,-248.844101180779,341.867403663385,1242.73511716163,740.593911938847,1374.19189984957,89.4125277054279,-639.932576236765,1721.68183073825,1591.78068894681,-0.270900636911392,0,159.326513633498,627.029992411953,-10.0734649620636,"nonveg_593","absence"
2598.84528732456,2960.39741393591,2234.08954427562,5236.41252502627,6171.16872433566,-5914.16453958569,-6262.42502634314,-6028.84385447342,-4845.84946894453,2130.89517650992,-0.00168377710118269,0,3085.38535271132,1285.09568162196,-30.7480839708484,"Canada.CoutureLake.TD7","presence"
2271.43654136527,3927.84282131553,2301.45000333858,6925.63136296343,8446.26517849268,-6463.85981046178,-5572.99590508848,-5460.47213038541,-5581.3047421995,1648.56657703264,-0.0100890202447772,1,3409.95686374986,3010.41465333679,-150.971577735669,"USA.InteriorAlaska.20","presence"
-83.1523165379373,648.953256108569,416.201632085649,1173.93135250978,1594.51120667308,1018.23459270351,-303.252312154578,-603.774682297821,-1087.31824313837,894.244334348994,-0.418720901012421,0,455.791164250536,861.590670106084,-42.3474614400576,"nonveg_594","absence"
124.172556730441,-8.82616771475944,545.304294168609,970.59063094349,947.014136185211,-2857.69960307584,-3051.09116160023,-2572.29047098566,-1808.63681459274,1475.21420584623,0.00696096988394857,0,310.951358152433,554.130461883368,47.6284477439475,"nonveg_899","absence"
784.767280611208,621.194608910143,1129.02337656401,1241.97739540641,698.589889416721,-1911.56455675199,-2221.31623048596,-2691.99854652999,-1683.24482270442,2569.60355080426,0.150892600417137,0,727.781759366199,840.139288186289,9.1155317371405,"nonveg_915","absence"
1547.6345006477,909.241168573547,685.138056512236,637.015438792055,-535.888101392459,-786.448345764191,-1508.37427657762,-3053.03648929164,-1295.41546346836,3819.80165410246,0.0267367959022522,0,620.514283465434,2067.70778187341,110.039948258735,"nonveg_643","absence"
3072.3481489719,3561.13684863356,1079.71434191459,5707.58684624067,5921.54006765459,-5533.19346763733,-5552.39922314353,-6706.58574180776,-1887.24506718891,2559.85135794154,0.036295930078874,0,2365.30301086473,3353.17539809776,-23.2644836886589,"Sweden.Abisko.KJ-MesicHeath","presence"
455.433372125899,773.143059736827,475.670936002154,1577.52045951222,1882.89922638381,-2580.67379666882,-2480.05356169792,-2880.11009156356,-2073.13276182426,946.924324734602,-0.00174444180447608,0,561.533889826225,317.709687610928,-33.6769747288316,"nonveg_575","absence"
-625.420689768242,-755.381108288608,5.82737441276778,1810.19974970065,179.777800843444,-2620.33502181432,-2918.26459717847,-2098.11739951618,-284.918482707347,989.65222805286,-0.0876672491431236,0,-49.9445971914209,1899.74784826549,22.9306069327883,"nonveg_673","absence"
3087.41806842747,3554.17509303149,2101.77849993394,6305.45992537267,6937.88974095089,-6245.11587696432,-5333.81705702655,-5533.26013163435,-3942.97422356328,2325.20296974179,-0.0625322788953781,0,3104.70362988315,1940.10880388226,-46.5496986718666,"Sweden.Abisko.NT-SparseVeg","presence"
2839.84716802664,3442.94719880283,2133.21659196761,5576.54628052544,6525.41144241545,-6111.70166158685,-6385.58039782504,-6185.03318151761,-4941.75848924658,2425.18957406769,0.00440103155727099,0,3170.33935698469,1713.45010354813,-50.2668104265253,"Russia.Kytalyk.T2","presence"
295.610999871437,1116.17508516179,398.308270054612,1236.41781873771,745.16859723025,-1686.30827373079,-719.160457578752,-1364.91963152932,-824.651511521976,3251.02584828543,0.00290045770816505,0,645.904167563816,820.564085290357,-377.487383262471,"nonveg_733","absence"
2520.03405697993,3169.43548602636,1887.10356510606,4886.40277662151,5931.04148109807,-5501.64607660051,-5734.02703237833,-5889.20414776264,-4790.33746755632,2345.63145080754,-0.00887938775122166,0,2542.53751696728,1321.60224534088,-30.4084130294036,"USA.SewardPeninsula.18","presence"
1716.72827402224,2052.54130878928,1049.62052877454,3220.17839398171,4240.34833963662,-4292.17826287322,-4699.91525231329,-4772.51549226763,-3582.71495744933,1907.43406298318,0.0478606128266879,0,1539.18607024095,848.623770941373,-5.60473110135786,"Canada.BanksIsland.GreenCabin-C09","presence"
37.5882886888433,269.056598999844,925.676736564572,-370.032474734208,101.207166340955,-82.2828432464602,-314.88555018428,-908.905802927019,654.464281781396,755.666061156274,0.505668878555298,0,113.251343643654,1435.05006266671,-27.0461114701531,"nonveg_1089","absence"
605.190009466792,208.114907599691,219.859689581614,1115.52070842596,1500.230009353,-2448.6593849277,-3239.56793522848,-2815.75432498276,-2738.90803595493,1207.53396593734,0.0425042845308781,0,349.305677044547,397.075101867101,33.8846167494285,"nonveg_986","absence"
661.865415658649,821.47711193571,499.158613531022,2100.48186179684,3088.59611284436,-2914.47171665576,-3000.43330505884,-2263.96441765642,-2600.74613078025,1093.36589700415,0.0356225706636906,0,841.774771119242,902.731648017096,-8.42360636608269,"nonveg_758","absence"
3134.20042763941,3674.96532296625,2674.6465054385,5302.96075410269,6866.21825989645,-5932.13200961333,-6636.09328885358,-6335.58300769125,-5328.57805626831,2697.91916205467,-0.017824366223067,0,3868.54090460525,1345.01293534069,10.3830180695771,"USA.YukonKuskokwimDelta.72B2","presence"
575.90824359151,1001.71604690171,683.656291316685,1798.87655810024,2562.16537164187,-3130.50857853024,-2482.93834284531,-2396.23417599616,-2495.302210068,977.22428709362,-0.00358042330481112,0,767.533227689833,508.359528037147,-79.167246388045,"nonveg_985","absence"
565.643582229184,361.281097594292,170.686837017644,342.703230884131,338.941667031234,-808.533562050669,-1018.20651667983,-1008.32621054107,-146.487237449489,2112.72497209435,-0.00925928540527821,0,320.036408226675,394.95674521154,20.1813441704269,"nonveg_1416","absence"
204.023290879305,349.001252162692,-461.999677041172,1387.20542329153,520.816349712875,-1724.60327543334,-1885.47492153061,-2193.46799810602,-2094.98010861884,1846.6840368695,-0.00656652124598622,0,260.983734432081,1479.87714217759,-15.8436038505911,"nonveg_922","absence"
2187.6789706175,2950.00389676027,2079.1524728721,4479.70856212592,4749.37881883603,-4730.11989174624,-5105.90975736403,-5342.04601539031,-3574.10518917819,2722.13401224669,-0.00380419737969837,0,2398.21026467398,1425.76083041972,-93.3131217366441,"Russia.Tazovsky.Unburned28","presence"
-108.771044675424,559.997245427282,-287.88542107872,-989.534032698219,-237.179007183597,6159.80663982524,5242.02928471506,2626.48524913344,10000,327.894950449647,-0.00227405712939799,0,-51.9844534592944,862.940068920881,-132.344483750992,"nonveg_1720","absence"
477.205529469357,662.875747387215,360.489904894682,228.347461295499,1403.07846852883,-1416.66016767163,-1393.24826008385,-1524.06641521263,-1291.52501295858,1297.41271024172,0.070831798017025,0,406.398083480959,819.508831439354,-18.9511324036322,"nonveg_871","absence"
2921.32344702857,2965.80525484073,2079.13440219514,4750.9824903809,5284.68363461086,-5371.47220886798,-5927.09193009682,-5969.60182891209,-4091.79946895738,2606.40632224371,-0.000826294790022075,0,2821.624255996,1455.45909219034,51.1978365785015,"Russia.Yamal.OstrovBelyy-1","presence"
906.922477618864,418.314513584127,232.032181897573,634.569349448118,1407.56984376102,-1029.23965854647,-1914.59332373294,-1068.10879798622,-1540.52680587786,2506.63634973428,0.0701418668031693,0,564.563254720015,674.890295721291,183.244596694404,"nonveg_809","absence"
1193.56203013153,1546.91797395811,816.534301160174,2589.20892629364,2852.83928554548,-3068.2755579698,-3120.40116974581,-3629.79775449081,-2239.76721160308,1863.00696650234,0.0360879279673099,0,1501.40377356196,605.269560277007,-34.9713375586978,"Canada.BanksIsland.GreenCabin-C08","presence"
463.962695400727,454.185544738917,840.211839181221,1522.82749400559,1420.25982749459,-2081.79642234859,-2351.80175366246,-2230.02981984632,-1049.40154949112,1184.31201410584,-0.0287248771637678,0,585.261470363679,386.026294442304,-4.21834706338562,"nonveg_816","absence"
1313.17915217413,822.318769333367,468.484385539114,1609.23226543782,1383.11913353098,-1165.88758556832,-2092.92531598332,-2845.88769329351,-1624.88953652001,1582.73463784154,0.00196254509501159,0,700.014753405905,1020.96951584055,31.5447802981251,"nonveg_913","absence"
328.2161077174,34.6654438448685,-397.127626856455,-354.478481414275,1386.3261323129,-1484.8966119765,-2225.21048722667,-2725.79090335514,-1373.03900173636,539.549182549076,-0.000550753728020936,0,-179.64239442563,1006.26205485706,-23.0040594605174,"nonveg_1654","absence"
968.12426164349,1354.70285238912,805.587063150341,1648.29480202751,2111.96847522145,-2998.78054938412,-2319.03394120573,-2892.21164022518,-2976.53424762755,1691.33644339947,0.0448121279478073,0,979.112219732207,623.575532261039,-115.793305559156,"nonveg_764","absence"
1207.59647083525,1272.19472881783,684.167689890332,1898.39143558235,2722.06906045076,-2814.41683423486,-2847.14842695879,-2842.28518208207,-1335.45513575075,1713.43917662396,-0.0258827976940666,0,1084.64402835888,1060.4281585277,-90.0058167916704,"USA.NorthSlope.HoweIsland-C12","absence"
3207.09697750731,3786.71988197613,1732.68996368515,5726.68655674499,6932.69534545067,-5642.07570717604,-5869.24212688271,-6027.59003143998,-3984.15592242777,2454.97765986644,0.0399826379226787,0,2990.58740979446,1951.32660197961,-39.9717012874792,"Sweden.Abisko.KJ-Snowbed","presence"
1369.58790663664,1324.58703525425,680.888699006325,2430.65971047252,3058.160980506,-3000.28642525641,-3701.09968299847,-3364.93491294134,-1582.15232175327,1999.35995749837,-0.0726463627070187,0,1332.44585126893,656.056541341635,-26.4733093219489,"Canada.Ivujivik.TP12","presence"
2093.10972525405,2475.07609621371,1324.17113789164,3572.02785878419,4201.29708838962,-3891.5305266465,-4333.32034415176,-5031.7302557345,-3318.33107081213,2181.34542117297,0.0475163338705897,0,1896.99121646067,1577.0231111059,-117.958739349842,"Canada.BanksIsland.GreenCabin-C10","presence"
2154.37114033999,3022.30194754358,1317.85936213418,3526.68391161489,5965.11528850602,-5234.56132686481,-5486.64780547918,-5793.65697387855,-2519.39847806845,2043.00185879391,-0.0297402230401834,0,2166.01902281594,2393.51832779809,-58.7532560588524,"Canada.DeceptionBay.TH7","presence"
575.90824359151,1001.71604690171,683.656291316685,1798.87655810024,2562.16537164187,-3130.50857853024,-2482.93834284531,-2396.23417599616,-2495.302210068,977.22428709362,-0.00358042330481112,0,767.533227689833,508.359528037147,-79.167246388045,"nonveg_985","absence"
2796.12077055178,3291.59007135419,1599.16837184462,5653.45842612709,6765.49341873699,-5901.64914068209,-6282.26103438922,-6493.07930667422,-4733.47866573245,2112.5266188491,0.0258722517639399,0,3060.93174794003,1874.47588690494,-36.6439948183768,"Norway.Javrresduottar.EC-Sphagnum","presence"
137.040018228773,-208.462728789943,-91.6549119359291,34.8012943111093,-27.6285037082081,1349.18369203627,-397.957559102684,-658.540063111651,192.777563005656,956.237859539495,-0.38668555021286,0,-1.54013697647571,345.502747018716,9.30977694991238,"nonveg_1145","absence"
2839.84716802664,3442.94719880283,2133.21659196761,5576.54628052544,6525.41144241545,-6111.70166158685,-6385.58039782504,-6185.03318151761,-4941.75848924658,2425.18957406769,0.00440103155727099,0,3170.33935698469,1713.45010354813,-50.2668104265253,"Russia.Kytalyk.T2","presence"
-129.030866794765,1303.7063358111,193.929485606824,944.580152424086,1720.3415660564,-1323.04976391744,43.2203840259456,-658.174715023542,-1522.81900777668,936.6136023209,-0.319216638803482,0,547.384633081975,1432.73720260587,-89.68164393974,"nonveg_682","absence"
2185.1729427557,3665.35711810079,1752.4663864543,5854.67851980434,7943.07564015448,-5489.84175010735,-5824.82871478172,-6223.16442798451,-5080.10757773533,1658.56770374672,0.00279218563809991,1,3113.07438282539,3405.6282103038,-61.5494368466732,"USA.InteriorAlaska.2","presence"
2907.53148725025,3039.88565149789,2419.8816192128,5059.47168822162,5771.39734956921,-5298.54327636417,-5504.86321246059,-5327.7419205824,-4409.97623021055,2433.79005073269,0.00455149239860476,0,2939.66747942781,316.186422264939,18.1526901350287,"Finland.Kevo.10","presence"
-1115.84160617456,-379.817709441406,-1489.30012852045,-4082.6292594306,-2888.8767152894,7656.92803879191,7574.22887102822,6337.05181802092,10000,0,-0.000355027033947408,0,-945.145061807268,1109.48241907904,-78.4206233448896,"nonveg_1797","absence"
988.202255339996,752.912216807731,507.202227548707,1518.12958885644,1799.73490674011,-2492.51237537059,-2839.36418431958,-2811.20618256343,-1207.41535285626,1826.47691905519,0.0194507975902525,0,756.92541269036,697.481704932457,844.457487114281,"Canada.EllefRingnesIsland.Isachsen-C01","presence"
2316.4771953357,3265.43532176769,1891.36305937316,4617.22246567168,4976.15152692687,-5456.02495149867,-5341.2611589295,-5863.16659529748,-5037.5215652881,2334.70922193499,-0.0136157386004925,0,2452.08262769752,1200.84985516248,-33.7860533619032,"USA.YukonKuskokwimDelta.UB5","presence"
2443.57233019787,2835.13770516393,1965.06493465962,4336.07102877793,5099.06045451346,-5536.69964961317,-5520.69606057836,-5709.2916262482,-3962.66032573727,2322.29513416347,0.025817409157753,0,2464.29655522835,1240.69403383135,61.0185530900523,"Canada.ChukotkaRiver.TPO2","presence"
102.378246447027,142.194653786461,178.549287894577,467.617927853505,667.230805322171,-1417.7008335234,-1319.26896094033,-868.456677593579,212.365787634793,1231.32240287321,-0.37727501988411,0,191.425801852683,221.943945970921,-98.2238078659296,"nonveg_761","absence"
2621.07824818288,3268.13797751591,2093.52856622789,4351.60075162387,5684.42448698356,-5418.15465822182,-5794.43691083565,-5884.16413389963,-4829.83485386085,2458.6400551236,0.00226809926162888,0,3173.51892095071,1506.93022185719,-46.7043251585695,"USA.YukonKuskokwimDelta.UB3","presence"
368.375379834232,196.157946459023,-56.7497276813798,-255.348435193366,395.523750276893,-1409.24636435224,-1588.24198337073,-1793.19349699117,230.136436872621,1255.45444205842,-0.0677944645285606,0,21.3343582124675,722.348014024935,17.3602523139246,"nonveg_1473","absence"
-535.091716659097,1288.00918938448,703.778769812951,247.942694372728,797.758334428859,-2925.11728623282,-797.753564484423,-1878.47092600783,-1069.34899842831,2491.91770031144,-0.0236498117446899,0,400.875566662591,1823.10090604358,-472.614433750509,"nonveg_674","absence"
3148.57995473838,3445.98089430787,1524.8120443674,4586.26609477995,6064.48598135346,-5723.67090472462,-6054.62774186681,-6115.44879208274,-3528.76209097369,2553.9540728903,0.010660092625767,0,2774.14744287545,2460.40809047228,20.1654615868499,"Russia.Tiksi.FloodMeadow","presence"
2921.32344702857,2965.80525484073,2079.13440219514,4750.9824903809,5284.68363461086,-5371.47220886798,-5927.09193009682,-5969.60182891209,-4091.79946895738,2606.40632224371,-0.000826294790022075,0,2821.624255996,1455.45909219034,51.1978365785015,"Russia.Yamal.OstrovBelyy-1","presence"
4278.18945178257,4658.13696124587,2665.45389104416,7438.70006186033,8159.34553199913,-6856.69082068762,-7483.48876961256,-7651.16581962311,-5806.75647586405,2602.23661206207,-0.0553808368742466,1,4046.57808819723,2233.22966097533,-22.6551577351705,"Finland.Kevo.4","presence"
-233.209737686648,803.998210353159,551.770249838079,1920.99032760398,937.515835346884,-811.77266206845,-407.625634763405,-2295.69806562678,-1155.10448679375,590.881202954777,-0.109156809747219,0,409.707358188758,1104.71764454622,-62.5683800426893,"nonveg_919","absence"
557.531330737891,1017.1048217186,505.201406630864,1644.46388214555,2335.41449124555,-2504.39997035879,-2529.71196232328,-3476.13578483991,1228.23546940784,1025.57271663882,0.292076259851456,0,657.522072663498,511.903415087731,-72.8422838587044,"nonveg_804","absence"
578.371428986702,-289.598353706882,-342.022643141551,360.949175836132,530.804240594455,-832.789266696778,-2258.40636683229,-2468.32559203524,403.419908197575,1139.72317622175,0.0552541948854923,0,-52.6875397492596,920.394072128253,42.1953996327245,"nonveg_903","absence"
-535.091716659097,1288.00918938448,703.778769812951,247.942694372728,797.758334428859,-2925.11728623282,-797.753564484423,-1878.47092600783,-1069.34899842831,2491.91770031144,-0.0236498117446899,0,400.875566662591,1823.10090604358,-472.614433750509,"nonveg_674","absence"
3377.02339763108,3205.4825480267,2057.37670657013,4319.34750273011,6155.2643742317,-5508.9128273755,-6642.63690642424,-6199.46667725434,-4789.7808189083,2944.56240946853,-0.00304668757598847,0,3212.52476779068,1980.25529427701,44.0712137171754,"Russia.Kytalyk.T3","presence"
301.737482323422,716.483739497184,344.369630392343,1257.76792502505,597.48115006734,-1690.73500006697,-899.588149935183,-1629.44432374475,-1548.73481818444,1785.47598055082,-0.0421525798738003,0,489.520146077509,448.725610530168,-324.33503170619,"nonveg_768","absence"
949.230525709875,1077.22950924253,941.051081041039,1830.99755881197,3578.03096727546,-3238.76055788138,-3529.18574307513,-2880.53001718547,-2556.70915298463,1290.48380385356,-0.0144088873639703,0,1006.69228464083,1188.4310996652,-14.9723753355528,"nonveg_996","absence"
533.362774437328,596.464992697653,716.606318697041,887.183826566324,1161.65531078514,-1995.44158206551,-1873.06466909586,-1600.6163728705,-1208.87857278707,2556.92470587789,0.00635723024606705,0,634.067824136039,202.469145046115,-26.6678105714741,"nonveg_583","absence"
3237.61701337829,3820.25891907249,2363.21587549859,6016.57251030916,5565.31990661677,-6986.69886356618,-7264.9587889181,-7290.97038795144,-5415.1429294632,2407.10859552296,0.0155520252883434,1,3438.18236838767,1697.1841279789,-19.4901827035968,"Sweden.Abisko.VJ-MesicHeath","presence"
2600.65179365573,3436.67153801335,1854.63701755825,5580.05051435001,6749.72448525356,-6096.06969021505,-5914.110536559,-6244.53015581844,-3885.40017419476,2075.46783644749,0.0117034449552496,0,3511.33732313259,1335.90555509036,-55.238869510673,"Canada.PayneLake.TDA0","presence"
2745.76972357149,2927.77522186837,1798.50576884837,5966.73389196404,6684.29984808428,-5912.71318394229,-6714.60295647514,-6407.09685328958,-4936.27749845814,2071.80480941172,0.045666666701436,0,2970.16603410813,1376.68642591014,-1.18129503995688,"Norway.Javrresduottar.EC-Hummock","presence"
126.225151364617,-248.844101180779,341.867403663385,1242.73511716163,740.593911938847,1374.19189984957,89.4125277054279,-639.932576236765,1721.68183073825,1591.78068894681,-0.270900636911392,0,159.326513633498,627.029992411953,-10.0734649620636,"nonveg_593","absence"
578.371428986702,-289.598353706882,-342.022643141551,360.949175836132,530.804240594455,-832.789266696778,-2258.40636683229,-2468.32559203524,403.419908197575,1139.72317622175,0.0552541948854923,0,-52.6875397492596,920.394072128253,42.1953996327245,"nonveg_903","absence"
