"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","site_code","presence_absence"
132.511065397068,-3.54608777783369,103.274016006344,948.553267564807,-1527.9033349007,-1955.80153154082,136.057153174901,-1576.15323975195,"nonveg_874","absence"
-7.54355245086511,-176.767374910397,-164.185253331378,1089.11764550889,97.5067904139691,-747.143274118065,1308.12840829414,97.5067904139691,"nonveg_1889","absence"
573.488182632893,1434.39669012882,832.805407323003,1394.41108019278,-2825.58099303241,-1868.06290288726,860.90850749593,-2331.28428157053,"nonveg_561","absence"
4444.27593594434,4892.12348536929,2769.35744920292,8395.99321495923,-6824.60758023109,-7310.55082787558,2696.25613209452,-6797.62228269118,"Finland.Kevo.9","presence"
1617.04725381433,1124.77093313991,1212.54588531687,3437.29331397404,-2326.38339345544,-3596.70511196427,1100.36361165762,-2979.75650105638,"nonveg_671","absence"
915.175012964468,1098.80147255546,967.237980413848,3047.49104760255,-3290.54300068904,-3496.38491682265,577.463217786056,-3495.44085466357,"nonveg_996","absence"
2878.48003177917,3651.64090154695,1931.01851345762,6273.38622123928,-6007.01878673066,-6461.81883153984,1227.75357178374,-5686.37656436403,"USA.YukonKuskokwimDelta.3","presence"
3295.89243249194,3578.72969133321,2287.07991090359,6758.81170137238,-6283.18466037125,-7012.92396655554,2493.06216760584,-6579.15657776272,"USA.YukonKuskokwimDelta.72B3","presence"
1676.35157070624,2956.98162658668,1108.52018845776,6676.7003829917,-3697.05427151418,-5989.59362060076,3653.66665666073,-5871.45995635309,"Canada.KluaneLake.Quill-ShrubTundra","presence"
2788.29673080774,2934.10813515109,2032.60893372198,4969.55887582892,-5514.43696472067,-5785.95559401244,1468.43818161685,-5429.2366112111,"Russia.Yamal.OstrovBelyy-1","presence"
887.749085339677,835.725150243007,-196.643171420287,1778.89629356557,-911.374683370144,-1276.87046330682,1084.39225675996,-1276.87046330682,"nonveg_684","absence"
267.265348489685,495.982490881923,560.531384669101,779.702460095541,-1475.61013289872,-1291.4546999472,673.62104437315,-1357.98463366172,"nonveg_560","absence"
3096.42519389376,3178.21738406445,2290.57040903146,7775.57167445776,-6688.03350769912,-7365.92794452611,1288.16337548395,-6986.8887236571,"Finland.Kevo.6","presence"
1693.26631217232,3140.63317593908,1644.00237555423,5773.62122258652,-5284.35781330464,-5121.70688867724,1754.97889403606,-5402.12300570532,"USA.NorthSlope.11","presence"
738.34155705915,1100.1326656043,534.4248954634,819.137199224724,-1607.42611207229,-919.644776931578,1060.14733636292,-1607.42611207229,"nonveg_583","absence"
2755.0444756281,3357.61633850867,1946.98969502186,6020.08162683927,-5776.52704993586,-5592.96394652825,1005.14935797802,-5608.7953179182,"Norway.Javrresduottar.EC-Sedge","presence"
3696.83699805089,4508.12441067021,2326.45940682647,8176.74879059835,-6236.62429090659,-7232.44048114367,3306.15139498215,-6048.34901253153,"USA.Kougaork.TallShrub","presence"
1808.22590547504,2696.03569201197,1814.02643114262,7331.44845697715,-6179.06846047461,-6241.24441725727,1640.14808161214,-5341.8149316487,"Canada.PayneLake.TDA3","presence"
2414.89861894304,2941.0676066054,2168.13161279075,5190.80521173783,-5360.51330112896,-5640.91225516743,659.758782763143,-5285.57536470077,"USA.YukonKuskokwimDelta.UB5","presence"
697.071529672899,-196.253627075448,298.762606480688,1175.33685480867,-1483.7219873881,-2720.14564793054,1018.15650964114,-1483.7219873881,"nonveg_894","absence"
2223.13540363378,2957.28470250146,1648.75626741831,5720.5154946983,-5432.32303529896,-5397.96804893781,1553.22780838248,-4652.12625433085,"USA.YukonKuskokwimDelta.15B7","presence"
3365.03117898198,3411.02224743552,2771.84985967975,6086.44863742661,-6368.36042207676,-6595.51333476077,674.799088905555,-6379.91209829803,"Russia.Tiksi.Bog","presence"
794.397956210737,1112.8379868769,538.922047235499,977.110134511785,-1876.84977423546,-1966.60815038504,584.883148343351,-1876.84977423546,"nonveg_998","absence"
-939.797593886726,-355.362788557105,-25.0845566393471,1021.35582926317,-1369.34922500065,-1622.94188769524,1378.66821313192,-1369.34922500065,"nonveg_931","absence"
1400.66618733481,1692.48821294591,1017.11720033185,3466.24020494036,-3549.28451011067,-3783.21320273967,855.938131397327,-3624.28301238926,"Canada.BanksIsland.GreenCabin-C00","presence"
259.25381968879,652.504492455817,193.277614013178,1741.6942071252,-2139.70822946169,-2108.21602303039,853.546641896514,-2139.70822946169,"nonveg_606","absence"
-308.066738442379,452.706311302955,530.895362180015,1476.52364793095,-1338.04771978736,-1274.82754593879,1075.32782219139,-1274.82754593879,"nonveg_1340","absence"
267.265348489685,495.982490881923,560.531384669101,779.702460095541,-1475.61013289872,-1291.4546999472,673.62104437315,-1357.98463366172,"nonveg_560","absence"
177.747770772172,-146.049899338436,-733.569248410525,675.264403222535,-1083.03141606916,-1361.8979473303,1198.94241582682,-1083.03141606916,"nonveg_710","absence"
-141.591915548322,395.820708758927,-486.77794615471,-1541.51716588693,10000,8920.77856934095,882.598654913637,7090.14816722268,"nonveg_1695","absence"
95.4188567386918,442.485058762844,-497.826155189165,899.689080728818,-2255.5150968563,-1756.72726327848,940.311213952009,-2132.47540939716,"nonveg_779","absence"
2015.83788010774,2100.35398222159,1662.76942852667,4358.15230844445,-4556.52907334464,-4913.59536770182,1230.16971025929,-5053.26828548356,"Canada.BonifaceRiver.LSA4","presence"
3894.02396091311,3873.34299774929,2273.90916660413,6603.24856979152,-6376.936386492,-6320.78793851475,1594.62919621016,-6338.10959440861,"Sweden.Abisko.VJ-BirchShrub","presence"
146.537058364808,798.375313218393,236.344308922275,1255.02102900806,-1435.8355571837,-724.465697179678,651.838254853585,-988.828843172081,"nonveg_900","absence"
2458.29936719221,3360.17117081703,2786.62847137068,8036.77681330265,-6176.31591766948,-6531.65120472024,1797.55847284583,-6019.91881640083,"USA.InteriorAlaska.20","presence"
545.656298871938,99.9992076664986,42.8472336522677,442.093529627642,-1210.12087276039,-2696.07500351026,502.80906521967,-1339.61589491146,"nonveg_792","absence"
1877.52635910484,3018.9497624334,1527.87411682632,6951.41331002715,-5942.28787274863,-6195.6025841677,2066.2922234196,-5560.29350542269,"Canada.DaringLake.MediumBirch","presence"
1910.63584124091,2510.46183948145,1547.73492419632,5101.84113182081,-5223.75965759752,-5212.49303801036,2037.3735794391,-4884.62067760668,"USA.YukonKuskokwimDelta.15B3","presence"
2647.70793244024,3083.01542229567,2272.74952570447,6539.43765269023,-5076.53180789788,-6019.15480648613,1405.9432880979,-6034.59143178592,"Russia.Yamal.Nadym-1","presence"
-380.719840846143,198.701135160747,-2448.63501661128,-2997.74313500651,8438.34638154252,8189.18173750614,2647.33615177203,8438.34638154252,"nonveg_1797","absence"
2825.3142170296,3971.97649517422,2501.86930171636,6980.07848460198,-5892.12246096872,-6381.07086784494,2876.41720099476,-6247.51598245813,"USA.SewardPeninsula.QuartzCreek2","presence"
2806.03192598543,3386.84156173798,1386.2968229624,6167.21912479106,-4781.44128375466,-5787.16917390451,2467.85134385099,-4957.82959643639,"Canada.DeceptionBay.TH8","presence"
-267.433304856711,122.054823315489,602.44854899961,191.862379419684,-1715.7420561078,-1229.10137310978,869.881853856321,-1229.10137310978,"nonveg_596","absence"
519.043588227365,-135.678245391928,-188.177418750568,1611.76234423225,-1010.08050264648,-2018.98292782157,1153.80160438666,-1121.27104785284,"nonveg_972","absence"
1877.52635910484,3018.9497624334,1527.87411682632,6951.41331002715,-5942.28787274863,-6195.6025841677,2066.2922234196,-5560.29350542269,"Canada.DaringLake.MediumBirch","presence"
173.002332358969,648.818850319231,630.945165267542,261.247848287533,-1267.47197848311,-480.518615135423,673.308676586992,-1267.47197848311,"nonveg_572","absence"
588.478533990287,343.641500583362,29.9390176218303,1683.94085352981,189.894771797022,-968.816952727313,841.938844501499,-1535.1777549794,"nonveg_919","absence"
3247.73076567662,3807.00397154934,2435.6039525832,6228.10722212671,-6023.00458349162,-6432.24361797341,1817.67381295276,-6548.56540921046,"USA.YukonKuskokwimDelta.15B6","presence"
2549.13514375258,3306.32866197611,1514.13398567802,6022.21527335543,-5465.2656755208,-5935.92222902628,2682.83274894033,-4938.75528483411,"Canada.DeceptionBay.BEGL2","presence"
449.018468632251,741.321589460053,289.198575762763,2249.41864388212,-2276.30806178152,-2197.0042549582,696.63693961531,-1997.31391952442,"nonveg_913","absence"
278.881274137794,381.460096366717,234.245686852282,490.141051532826,-632.935117754236,-669.480442912012,370.34407150727,-632.935117754236,"nonveg_848","absence"
3196.26879522459,3502.60777247554,2479.88187236976,6057.82919508083,-6136.39455535502,-6063.57374719531,999.048486644884,-6307.76205153505,"Finland.Kevo.1","presence"
2444.09321490702,3558.74403254642,2262.5331431913,6720.65904667287,-5982.28844149816,-6108.88571091394,2095.027974489,-6107.58905038375,"USA.NorthSlope.HappyValley-C19","presence"
939.375232474842,799.545701153908,1689.59502652219,1971.20838782957,-2779.92494063597,-3140.07173326462,904.888814891311,-2779.92494063597,"nonveg_680","absence"
324.012038428986,-11.460494086644,407.140097218504,1483.4901939888,-2275.29343583169,-2870.6966022562,1116.21071671081,-2275.29343583169,"nonveg_1309","absence"
863.593735379915,229.586604764342,154.843794137701,616.31535634881,-947.533024623727,-2154.99836420193,829.073073359926,-1977.37108939136,"nonveg_752","absence"
2603.25593618858,3043.36246561543,2213.19889275007,5032.16233707445,-5406.46776251362,-5549.08308694723,822.71367642913,-5373.99455319216,"USA.YukonKuskokwimDelta.6","presence"
3816.87499873257,5126.74406337509,2440.82143323945,8283.34517903829,-6680.81485814178,-7107.3661929893,3286.1960868564,-6858.72117218237,"Canada.ClearwaterLake.AB1","presence"
738.34155705915,1100.1326656043,534.4248954634,819.137199224724,-1607.42611207229,-919.644776931578,1060.14733636292,-1607.42611207229,"nonveg_583","absence"
3295.89243249194,3578.72969133321,2287.07991090359,6758.81170137238,-6283.18466037125,-7012.92396655554,2493.06216760584,-6579.15657776272,"USA.YukonKuskokwimDelta.72B3","presence"
1574.94333339581,1949.73683770074,299.179304759611,4668.99707757329,-4383.76121883163,-4596.06315749991,2518.78324417997,-4551.1476931835,"USA.Kougaork.LowShrub","presence"
239.210969019069,158.815661897984,-226.219353602297,265.974926381135,-1173.64806062409,-1386.20039000819,574.707823046279,-1295.19648852316,"nonveg_976","absence"
1028.0575256729,293.723195608617,546.238181566536,3055.52238456156,10000,3164.57587817895,734.334330064284,1598.13016684487,"nonveg_991","absence"
3240.67685649651,3605.35614138244,2054.95361830993,6263.15892517778,-5725.12577211,-5776.70338512552,1877.01533152462,-5587.7797024665,"Sweden.Abisko.NT-DryHeath","presence"
1600.70406237039,1442.00262638523,1394.95270755849,3212.99236694282,-2682.88504660335,-3153.23463975816,338.30361332464,-2581.04681476956,"Russia.Tiksi.BareSoil","absence"
1272.85846569827,1161.57461917331,742.612553036649,2337.80712080312,-2305.72844350045,-2660.36861189688,598.870306563692,-2540.76865636321,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
1574.94333339581,1949.73683770074,299.179304759611,4668.99707757329,-4383.76121883163,-4596.06315749991,2518.78324417997,-4551.1476931835,"USA.Kougaork.LowShrub","presence"
2492.61411462781,3291.42104005319,2148.09839759687,6870.39817462338,-6284.05014215952,-6366.1507139678,1929.78426255276,-7168.26770622001,"Canada.LeRoyLake.TDA3","presence"
317.189813619916,51.2186854238129,-503.640240254407,942.65363640532,-1304.71039970859,-1651.63357624638,1030.31462337331,-1651.63357624638,"nonveg_907","absence"
769.072212228525,20.5236701674717,-273.910823479236,855.451103708612,-521.379497098535,-1313.06411884767,1042.98303570776,-905.87299015915,"nonveg_1499","absence"
3146.30244897787,3913.78348073597,2232.29390021665,7141.88408609701,-6366.90163478194,-6389.34513824355,1911.51781630306,-6408.50879336907,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
324.012038428986,-11.460494086644,407.140097218504,1483.4901939888,-2275.29343583169,-2870.6966022562,1116.21071671081,-2275.29343583169,"nonveg_1309","absence"
3365.03117898198,3411.02224743552,2771.84985967975,6086.44863742661,-6368.36042207676,-6595.51333476077,674.799088905555,-6379.91209829803,"Russia.Tiksi.Bog","presence"
635.748711206283,805.159574373086,339.325605009135,1264.82982700279,-1822.8238302854,-1822.91308077836,633.67800853355,-1822.91308077836,"nonveg_767","absence"
249.115932979183,-16.8828649928233,396.351486948433,1122.87673197976,-969.773764866338,-1319.37033254932,1139.06395000998,-831.658641562152,"nonveg_1234","absence"
-138.374890135953,1082.58403119435,-417.48275671036,-290.578337497422,-1710.08741020236,-88.8402394286064,1859.67799291776,-1077.21302241899,"nonveg_1888","absence"
2472.50127026469,3668.79400515815,2274.15952069362,6552.85784270557,-5757.0623508968,-6193.79860644328,1822.72212211139,-5637.78870473289,"USA.NorthSlope.Ivotuk3","presence"
936.607056208914,1126.85629045838,-448.941702628571,2418.47186585197,-1780.54110709008,-2320.13754732919,1575.79799308695,-1989.28830800242,"nonveg_804","absence"
1125.79623925189,1438.6699112681,495.204639028916,1650.92338842304,-1897.54686733949,-1953.15859308124,943.465272239181,-2370.91003221007,"nonveg_807","absence"
2384.7810665678,2660.58786100982,1763.25092595595,5660.63533108313,-5365.37529543184,-5954.31942885997,1362.73877296399,-5496.61280800744,"Canada.ChukotkaRiver.TH1","presence"
1369.58328049812,2072.32764934132,1286.66598670631,5865.32755853648,-3777.01947548935,-4718.6867988152,1817.83873197303,-5003.2777660987,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
2614.04170392579,3064.99148354797,2082.34419406263,5943.19476667645,-5712.50883098126,-5891.58722571296,1324.38443323515,-5993.30647123672,"Canada.CoutureLake.TD7","presence"
2622.57224105934,3166.91718322578,1935.61332527578,5934.79132886226,-5206.11496025457,-5511.47967185259,1411.2618713497,-5521.01289009027,"Russia.Yamal.Nadym-2-H","presence"
457.25303800216,878.366676248433,247.561888715993,838.146876230275,-2339.45144881909,-1806.61416638151,906.374640228238,-1806.61416638151,"nonveg_861","absence"
724.665160364588,975.303730004811,927.844781473686,756.261311335135,-1211.3311217478,-926.243666233468,554.92863358331,-1211.3311217478,"nonveg_876","absence"
2549.13514375258,3306.32866197611,1514.13398567802,6022.21527335543,-5465.2656755208,-5935.92222902628,2682.83274894033,-4938.75528483411,"Canada.DeceptionBay.BEGL2","presence"
1021.44078588066,1939.85984426025,1952.02059030414,3490.70504727157,-3742.24205565822,-3442.78169714913,1102.62523883594,-3442.78169714913,"nonveg_1069","absence"
1574.94333339581,1949.73683770074,299.179304759611,4668.99707757329,-4383.76121883163,-4596.06315749991,2518.78324417997,-4551.1476931835,"USA.Kougaork.LowShrub","presence"
1910.63584124091,2510.46183948145,1547.73492419632,5101.84113182081,-5223.75965759752,-5212.49303801036,2037.3735794391,-4884.62067760668,"USA.YukonKuskokwimDelta.15B3","presence"
2487.43310497,3382.85204876534,2381.75045216429,6452.87565539458,-5923.32186777073,-6175.25269917818,1701.28145874161,-5414.77028547722,"USA.NorthSlope.HappyValley-C18","presence"
-141.591915548322,395.820708758927,-486.77794615471,-1541.51716588693,10000,8920.77856934095,882.598654913637,7090.14816722268,"nonveg_1695","absence"
2050.61311221641,3475.53262702191,2111.93829686507,7518.50751870886,-6046.29635108211,-6564.23184061512,2432.67042168337,-5531.46041706161,"USA.InteriorAlaska.2","presence"
2646.90905472896,3194.29746842341,1382.95386676376,7305.85833729228,-5844.8814386817,-6999.57791587367,2606.70986672938,-5696.5048994778,"USA.SewardPeninsula.19","presence"
1746.5527186702,2386.64799830459,1190.15571960815,5135.16194207943,-5024.06615029829,-5715.89382146719,1594.6998232221,-4973.47690565342,"USA.NorthSlope.16","presence"
1011.94327308565,648.384161842376,822.260100117692,1266.27372576095,-1584.18890448046,-2170.30724252149,598.995890747406,-1594.08594815262,"nonveg_926","absence"
863.593735379915,229.586604764342,154.843794137701,616.31535634881,-947.533024623727,-2154.99836420193,829.073073359926,-1977.37108939136,"nonveg_752","absence"
-7.54355245086511,-176.767374910397,-164.185253331378,1089.11764550889,97.5067904139691,-747.143274118065,1308.12840829414,97.5067904139691,"nonveg_1889","absence"
1125.79623925189,1438.6699112681,495.204639028916,1650.92338842304,-1897.54686733949,-1953.15859308124,943.465272239181,-2370.91003221007,"nonveg_807","absence"
-337.835196436616,264.998634295304,130.192805290576,3910.18238067942,4933.1267536115,2509.69006441717,638.377061141127,2280.10472529487,"nonveg_1880","absence"
1825.57222668111,2061.1316027568,838.62016970318,4662.63838096063,-3834.9392500206,-4533.99978494282,1966.40111357393,-4970.08320832058,"USA.NorthSlope.WestDock-C14","presence"
3231.67141852945,4329.06646192131,2068.29133032499,8187.3914753881,-6271.1363743484,-7033.39033079844,3031.40089494128,-6674.92711435945,"Canada.BonifaceRiver.AB8","presence"
449.018468632251,741.321589460053,289.198575762763,2249.41864388212,-2276.30806178152,-2197.0042549582,696.63693961531,-1997.31391952442,"nonveg_913","absence"
91.6861747781064,392.056070426713,96.4731245820384,-7.40229213740702,-1183.06602200827,-1104.42465017016,1037.95298068013,-1104.42465017016,"nonveg_932","absence"
2288.56326917153,3762.18962667081,2328.90183034848,6537.02849367818,-6260.12439647317,-6388.22565703061,2374.40258194627,-6278.83592905842,"USA.YukonKuskokwimDelta.72B4","presence"
3096.42519389376,3178.21738406445,2290.57040903146,7775.57167445776,-6688.03350769912,-7365.92794452611,1288.16337548395,-6986.8887236571,"Finland.Kevo.6","presence"
-287.901631056487,468.466945259896,-26.6131327736443,846.04718379083,-2242.84839479161,-1333.83323398238,756.368576316383,-1441.2312269543,"nonveg_578","absence"
2168.04076587787,2325.50326969029,1226.026944418,5437.87278653479,-4748.32885066893,-5457.36342963643,1692.6518323909,-4444.12479088858,"Canada.CoutureLake.TDO4","presence"
472.420508868645,-335.134201148934,174.484157819769,-169.035361571398,818.541558401094,-215.254014873417,807.554710017579,275.025835733833,"nonveg_592","absence"
3270.14860368657,3497.95863433319,2126.31212692819,6794.7620558063,-5988.16951264707,-6476.22837459139,1699.23204052581,-5740.15738361202,"Finland.Kevo.5","presence"
862.195482209801,1141.16712479766,1568.61168834656,3549.22562936821,-1989.37674134134,-2842.6338724337,927.472124947683,-2928.13375693462,"nonveg_1132","absence"
2529.14269599106,3351.88246324855,2092.17985445567,6480.42974193764,-5747.98904366835,-6398.04997620714,1786.16257810493,-5569.44221625002,"USA.YukonKuskokwimDelta.B","presence"
1116.55085773772,940.980192472416,1181.87610968017,4246.12795826252,-3886.58823502701,-4292.03323001139,1411.89207184885,-3471.80600493072,"nonveg_662","absence"
2430.55780396228,2922.91103595301,1794.35646674887,5964.23014932523,-5434.80518924614,-5660.35413408532,1134.13263443328,-4968.22060071932,"Russia.Kytalyk.T1","presence"
1238.76301268736,1026.1840066856,1028.46765815015,1875.70196127425,-2116.32396297917,-3076.9301840181,309.724718138389,-2219.08485593923,"nonveg_507","absence"
1574.94333339581,1949.73683770074,299.179304759611,4668.99707757329,-4383.76121883163,-4596.06315749991,2518.78324417997,-4551.1476931835,"USA.Kougaork.LowShrub","presence"
2655.76428506328,2884.85522964708,1648.19090081594,6752.03985057674,-5982.95325568828,-6764.71736460185,1830.35880894243,-6078.59133540913,"Finland.Javrresduottar.EC-Spring","presence"
879.846350637146,1128.47946369446,2.81051637545318,1405.69654399439,-1947.63980138159,-1743.7512055097,1125.66894731901,-1947.63980138159,"nonveg_954","absence"
3696.83699805089,4508.12441067021,2326.45940682647,8176.74879059835,-6236.62429090659,-7232.44048114367,3306.15139498215,-6048.34901253153,"USA.Kougaork.TallShrub","presence"
-265.781330245644,195.858227219663,296.207763630189,679.686931881282,-1067.52178145949,-580.634180283368,678.268054078024,-580.634180283368,"nonveg_1268","absence"
717.068685356434,395.586137906656,726.997600815162,1339.94751044067,-1530.38444679807,-1914.86370619609,976.862979874361,-1530.38444679807,"nonveg_645","absence"
819.770749761577,930.478271483641,884.978927081549,2568.54391121109,-2496.87404762904,-2412.97230351789,466.797977916852,-2412.97230351789,"nonveg_619","absence"
2908.38354088599,3455.0697083022,2140.00881085431,7183.99080885422,-6003.6576527457,-6650.35602699639,1706.83851648241,-6376.57177538979,"Sweden.Abisko.NF-BirchShrub","presence"
2655.76428506328,2884.85522964708,1648.19090081594,6752.03985057674,-5982.95325568828,-6764.71736460185,1830.35880894243,-6078.59133540913,"Finland.Javrresduottar.EC-Spring","presence"
4444.27593594434,4892.12348536929,2769.35744920292,8395.99321495923,-6824.60758023109,-7310.55082787558,2696.25613209452,-6797.62228269118,"Finland.Kevo.9","presence"
3108.98093236257,3853.36681412544,2475.32616140064,7555.21880238797,-6471.43005499885,-6946.55942100048,2577.93756242461,-6037.57768626261,"Canada.BonifaceRiver.AB2","presence"
1262.22923409374,1209.93985708489,688.657492117653,3028.76434582596,-2763.26530248782,-3917.12263346336,1203.78780318708,-3545.08107658475,"Canada.BanksIsland.GreenCabin-C07","absence"
1865.20168206867,175.821069388265,873.104632555693,2152.09022178089,-1374.35311315553,-3427.85031808239,1689.38061268041,-2253.44316131522,"nonveg_612","absence"
