"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_blue_lateSummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeLSES","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2308.78422942084,2763.48209020057,2899.93712202304,3233.85801722415,1942.52733259448,2227.1132364004,3826.58530885162,4619.10720008746,5082.72552359296,3334.94478057665,-5552.2526197921,-5233.55198357045,-5758.94036536861,-5836.42644902424,-4971.8881871878,2598.89730095513,562.456050375971,0.00105847294131913,0,2199.44916146936,2236.13260242445,1743.44394815835,19.0728312948942,19.6666384819516,3660.48536865616,3798.94816021386,2347.09913069522,27.3778840926746,27.223784948439,-5518.17396579178,-5737.4442950778,38.2670819709897,8.45485127074109,8.89650286669145,-9.78140257028832,11.1316766189785,"USA.YukonKuskokwimDelta.6","presence",0,0,1,0,0
558.912258875061,992.436424945906,-154.711364710657,190.851338689826,724.181670363999,-1878.14011720395,2576.30787838417,1492.89313142377,2311.85707405859,2503.52059323896,974.283549180206,10000,2505.15731426228,-165.738130521342,1859.79429852464,383.22542837352,388.576033665144,0.139873892068863,0,558.912258875061,462.334065632827,1147.14778965656,-9.18163397160765,52.1430813480256,2311.85707405859,2150.01703943882,1083.4147469604,-14.6917113514211,-16.9369722120381,1859.79429852464,3034.69940628916,340.674667533533,-12.6185114573071,-24.6347020517555,-3.50567695835875,9.34280208124554,"nonveg_991","absence",0,0,0,1,0
835.717685695461,939.60618964122,411.165052604715,779.170425979172,444.384576092768,-909.925056500098,1336.60073709325,1421.68712480105,1311.76949437755,780.581345503757,-1953.46608676213,-1654.13306114235,-2619.67558181593,-2264.79507438976,-1998.84473138703,2334.52164053994,988.371002847023,0.0358423516154289,0,779.170425979172,682.008786002667,528.441137036504,17.7878686183042,35.2294091357669,1311.76949437755,1139.0215422682,641.105779297294,-1.12869285071366,38.4812076823782,-1998.84473138703,-2098.18290709944,64.3695013782382,11.8444392048627,-5.35896143959121,-10.8181057845275,15.8438417062329,"nonveg_975","absence",1,0,0,0,0
2091.19059051026,2095.44438210184,2281.38108779636,2405.81845022539,1309.39895844714,1573.78557103918,3843.34918736714,3728.86013792577,4367.85057414528,2259.7975796571,-3998.66645921953,-4510.45149041309,-4758.6913271168,-5039.34015730417,-2502.49519328221,2000.3902971092,637.700996230245,-0.0541969276964664,0,2170.36799158836,2090.88958414407,1518.82668072897,22.8113332984482,-48.8359863128706,3687.65245154932,3563.32162754249,3124.59209135457,77.9839688263149,-92.5515348408857,-4584.31186116584,-4229.74590631772,-4.07224301387115,-4.3736292914843,22.0619997319823,7.6104387812412,-7.53935626059864,"Canada.PrincePatrickIsland.MouldBay-C06","presence",1,0,0,0,0
2819.45007471528,2346.27929578767,3485.69403236581,4263.84096239108,1899.58240646104,1626.85096635322,4558.93976747746,4201.45869684406,6850.30035663243,3209.09179794446,-5875.12178054192,-5446.96426440681,-6065.83064384433,-6034.81899946621,-4083.94409660305,2333.64501448408,438.951985938475,-0.0229689665138721,0,2838.0880442681,2947.44553064332,2430.03752954418,34.8426826175395,-64.6852567839843,4589.63555368155,4870.06471608261,3766.33539196548,63.2025803438559,-95.5571924312726,-5562.75283946358,-5543.33236855058,-1.3984985749805,8.43053031487915,15.9268431071609,11.6793641117955,0.0596434819025159,"Russia.Kolyma.WT1","presence",0,0,1,0,0
362.573896428731,434.820077321872,-170.528288078055,277.098774809727,-244.525815065002,8707.60999490527,-39.848435931017,335.307626479156,219.565967128071,-2046.34101250782,406.395500218396,153.892966775196,-540.989723213852,-333.350103967439,1947.01128293905,1334.74612195549,699.24183786882,-0.00313713634386659,0,277.098774809727,131.887729083455,679.345892386874,23.3499889036051,40.3565576933284,-39.848435931017,-374.744591647217,2381.64863898697,9.60794085404029,45.1809819922421,153.892966775196,326.59198455027,46.3255126659365,27.4870737076432,4.10266618113868,-10.3521990572637,6.25462721336561,"nonveg_1642","absence",0,0,1,0,0
706.507616004566,268.560313379715,230.076365767339,417.878139255148,308.643027521692,4698.21770752395,944.929075425287,559.364495341008,984.798913935958,320.773255660118,-547.450689148333,-1797.01596811557,-1721.98608150541,-1414.56090526452,481.997520517275,1692.84718436524,807.346134443906,-0.0850434228777885,0,308.643027521692,386.333092385692,476.431250237227,15.3024841724182,9.62098690309408,683.056762024522,698.584500477379,664.02565827584,1.47666068558042,-30.9230666708785,-1414.56090526452,-999.803224703312,-18.7574716525396,-21.4602277848892,-23.4429390352933,5.97794088113176,31.0399846731108,"nonveg_897","absence",1,0,0,0,0
3351.73982218476,2895.42797329614,3828.66973146485,4317.14558837761,2129.54657318082,2210.75897166183,5802.24765383325,5002.22130505476,6965.48321402199,3749.44791169426,-6063.68847348017,-5919.68341918424,-6310.42526789699,-6377.95335554255,-4858.80941590587,2460.78459987325,427.185957246647,-0.00845024138689042,0,3424.05617638478,3277.86170168929,2076.18186972156,40.3636811042945,-56.9712463337563,6012.14131729034,5594.54646058751,2983.9536462415,26.1256885493129,-78.5671699972247,-6072.35066514438,-5907.67427525776,-5.84147244083412,17.7069743319411,9.77450697515928,10.0487002465019,-13.5163870863898,"Russia.Yamal.Laborovaya-1","presence",0,0,1,0,0
3818.3777903821,3857.16814679074,4505.02564515413,4668.18721839292,2421.52576670885,2505.30707135781,7257.44145045775,7261.3352204665,8337.83628561548,5532.39400957269,-6994.17304666885,-6954.9383062931,-7383.51759285938,-7800.48795112618,-6124.7628507409,2373.49408421251,260.863596878551,0.0336693346500397,1,4088.7037540588,3773.95523778272,2290.88317026122,30.310804552053,-12.5851028385681,7444.86805785497,6998.53069151145,2735.95260444184,50.7725914103245,-10.9056066854088,-7845.86074471036,-7388.8919342109,52.2226175030977,10.593431713217,18.2073890379713,1.05831265301657,8.44486099712058,"Finland.Kevo.14","presence",0,1,0,0,0
2331.74070344558,2623.01395551739,3340.23544084397,3250.46547347399,1884.7661564496,3022.73989556357,4991.11422853104,5552.68937352943,6311.96598054678,4341.92336996185,-6378.68666718513,-6169.29626897167,-6302.29690163284,-6756.65351257005,-5071.1918918873,1980.90731013243,424.95410865895,0.0139780100435019,0,2666.10042917895,2952.47677501509,1713.39776115786,2.09498366862875,-83.6458767085849,5513.35561701813,5814.1672941457,2376.15763240045,47.8783325378793,-108.186163643184,-6324.21667066822,-6091.36189851125,-28.8278961723156,-2.70559352971504,18.1336072919358,13.701791759758,-10.7371805032815,"Finland.Javrresduottar.A-Hummock","presence",0,1,0,0,0
3097.05075108023,1679.59311727304,3220.25774245699,3252.3960563872,1954.53922172603,3569.50717343224,6619.74865583969,4921.53755392447,6844.23929795102,4926.06235922488,-5324.3136207042,-5996.2421280758,-5472.00980810759,-6383.11239914948,-5138.00601771152,1257.08174154042,406.105311813103,0.0273685716092587,1,2645.02657999456,2438.31058328842,1058.93537344259,18.7983540664763,-32.4808530322511,6013.77259228282,5787.75893695957,1121.16143782362,-6.82824054378077,-40.8712387701371,-5707.18278365991,-5934.70124379603,25.3874447916761,7.41812218317327,-4.40245003484611,3.63305306240263,0.900307345383361,"USA.InteriorAlaska.4","presence",0,1,0,0,0
639.921120918931,281.633676008672,410.626843644427,433.610941676507,20.4947303992375,3971.1337150733,1663.67790496192,622.999721296128,498.967566688911,-2131.0531391008,-1950.50518165637,-1252.89929876148,-820.27969640218,-511.764100571539,4386.79829076983,1401.98846613574,824.059572458698,0.00580652989447117,0,410.626843644427,357.257462529555,619.426390519693,14.748247393326,-42.9977225452519,622.999721296128,255.909161622598,3794.73104406272,-27.7311985303096,-0.651344323569447,-820.27969640218,-29.7299973243468,-144.206534119768,16.3147756901845,-2.18159498009454,-1.76240303489908,-15.4855723662597,"nonveg_1888","absence",0,0,1,0,0
1071.72321659075,1104.96976695134,1113.59869575819,1185.61788040207,567.755956358302,-87.285339385209,1864.44874654696,1956.45780968733,2110.728415034,996.934528124506,-2217.27451665775,-2386.60379612286,-2623.9865339337,-2646.21382165459,-1628.76243258351,2165.16718036179,1005.60921289371,0.0102405258143941,0,1027.70588031844,1073.70622200758,597.66627730845,17.3556893728205,12.3106752854892,1871.06079447822,1913.00089480661,831.676242329354,-29.1073004795536,17.7031891087351,-2811.80544292133,-2425.45197005652,28.3638262195645,-3.79496995667894,-18.7529476919553,7.64235787527161,7.22698208007064,"Canada.PrincePatrickIsland.MouldBay-C00","presence",1,0,0,0,0
835.717685695461,939.60618964122,411.165052604715,779.170425979172,444.384576092768,-909.925056500098,1336.60073709325,1421.68712480105,1311.76949437755,780.581345503757,-1953.46608676213,-1654.13306114235,-2619.67558181593,-2264.79507438976,-1998.84473138703,2334.52164053994,988.371002847023,0.0358423516154289,0,779.170425979172,682.008786002667,528.441137036504,17.7878686183042,35.2294091357669,1311.76949437755,1139.0215422682,641.105779297294,-1.12869285071366,38.4812076823782,-1998.84473138703,-2098.18290709944,64.3695013782382,11.8444392048627,-5.35896143959121,-10.8181057845275,15.8438417062329,"nonveg_975","absence",1,0,0,0,0
3360.59724042642,2806.59736952685,3722.39444473368,3562.98218266533,2407.49125067925,3331.17113223807,6461.35696004448,6226.2487168582,6576.90282321784,5504.62238529109,-6182.73142972504,-5561.6918790389,-5882.17599133785,-7309.40722697848,-5390.38810825424,1970.89616620955,419.286468660075,-0.00958357813457648,1,3559.52419079855,3296.33423258994,1821.22780931056,35.8695874641412,-33.4813796458039,6834.73332515009,6642.52867303684,2533.09310852714,12.5148509831791,-41.0448738071546,-5806.89345890246,-5853.56619531872,11.6635149605957,19.3401187635463,3.93366506340057,4.03600222868456,-0.644478449845309,"USA.InteriorAlaska.20","presence",0,1,0,0,0
696.63037526244,466.885152405018,16.7513884846633,230.993156695556,-72.7081425609482,-420.09347069473,491.929447708967,1114.1725657598,722.535886678225,-106.227148882013,-2395.13517820025,-1220.00972461334,-1979.50601393342,-1571.32299483594,-1587.43629976571,1160.26043139168,628.091025371529,0.284952610731125,0,230.993156695556,267.710386057346,769.338517823388,24.0418286819809,450.133763920355,491.929447708967,524.991328824915,1220.39971464182,6.98807390815932,711.626672900214,-1587.43629976571,-1750.68204226973,759.496289320087,-23.2165094133944,2.55273230618629,-123.310994043423,156.738521963641,"nonveg_785","absence",1,0,0,0,0
3038.85826375711,3471.61078377779,3763.32118798483,3738.2673216762,2091.23576483166,2278.9386210166,5530.12281729883,6243.51088281447,6617.38740608875,3571.95776872386,-5951.00340921503,-5919.86516310843,-5901.83728260652,-6468.66343769681,-4187.60072641269,2684.36335487673,532.532024737528,-0.0480567986766498,0,3656.13933087996,3331.09476632515,1698.9039542159,37.8204443626056,-2.04064711692319,6320.4651077769,5896.85772818879,3134.61471723436,16.9991251718819,9.92171141598235,-6299.25329013039,-6111.77964148225,39.2893502988231,5.7547101917103,0.988099756250108,-2.53553247991835,20.2957856233905,"Sweden.Abisko.VJ-DryHeath","presence",0,0,0,1,0
1852.03900951625,1529.66809236651,2100.61152829255,2194.7151992926,1082.01419666597,2458.68948296104,3661.35805868684,3052.84016110364,4165.2116832886,2449.84025520044,-4198.3246803528,-4541.48732592066,-4622.78553787213,-4864.54135617478,-3502.41812833797,1768.57631933389,588.110083924758,0.0412136475954737,0,1763.45486284435,1712.63386741336,2181.41077568808,48.8122937250633,-7.99724414216243,3428.6284194749,3400.69273338986,3492.85562985263,63.9809517488264,-15.0687585867029,-4183.0183131602,-4358.32746873741,62.1012128061888,30.0729117685914,26.6232184215008,-22.4728108323964,8.60443727031238,"Canada.BanksIsland.GreenCabin-C09","presence",1,0,0,0,0
3513.08956472992,3083.3239874123,4521.2476645386,4642.34534594316,1942.37363883509,3258.70220755364,6331.35693933382,5649.4999619488,7432.70316413239,4253.35160523469,-6086.0491650153,-6628.53089303007,-6393.18445246997,-7158.0984534925,-5144.61548133122,2313.79912867363,473.302067209449,0.00195246843880644,0,3589.42915711163,3499.20243117653,2656.85455648825,53.5616659598327,-92.2956993723135,6445.76315531028,6153.60735946366,3180.12080572334,18.9040571682144,-119.561048637582,-6262.08127004622,-6216.74652677887,-11.5703143246591,26.8555802320572,11.7129977696235,16.9350689896323,-7.05834727294393,"Norway.Javrresduottar.A-Salix","presence",0,1,0,0,0
2937.05143896678,2814.3154469274,4113.18386940482,5029.72887901832,1795.1225044941,1519.83627392512,6583.56106432698,6108.85025802864,8901.37452281486,4248.95649864341,-6152.70908065563,-5778.25405400409,-7409.72679746283,-7696.10826562524,-3962.77789827399,2067.10624415749,266.938396227585,-0.00905031291767957,1,2763.10004981852,3332.72199161842,3079.3509672383,19.1093555893984,-57.2945009175721,6430.95622913558,6784.79281016217,4730.80729198011,83.9706375624423,-73.2032998197277,-6198.43753633982,-6135.97813301766,86.7800145665387,-1.12055161796389,37.2857026067773,-8.94496509489074,12.2013021449043,"Finland.Kilpisjarvi.17","presence",0,1,0,0,0
767.472476668647,1439.73325254515,1784.8930879406,1224.52561704652,1509.41235225521,-515.328523381182,1119.82298182781,2025.46124054444,1751.64228931579,2057.58331910674,-2305.46729230167,-1374.77612524907,-1006.45203351957,-1820.21415200785,-988.621901450273,3159.04194344319,1987.47992015412,-0.00686112930998206,0,1439.73325254515,1345.20735729122,1017.42061127195,-23.1856211120801,-24.6542739568179,2025.46124054444,1889.1745362457,1371.53986860594,19.7443533589993,-33.2786864206648,-1374.77612524907,-1499.10630090568,-26.3088636949638,-21.4958003609926,9.3339049079466,17.2984066436477,-11.9206469015445,"nonveg_508","absence",1,0,0,0,0
321.945266129715,324.226925092355,673.360521968423,116.049826096147,-468.154592876096,-2505.43826577304,754.711170769801,714.153402524839,584.242312182217,-577.426467239078,-775.345502349902,-884.258154882694,-742.956894241291,-1538.62781140774,-1271.65772421886,907.406147982865,676.254162456769,0.103764846920967,0,321.945266129715,193.485589282109,1141.51511484452,26.3366619668604,-16.6254093750508,714.153402524839,544.240058234451,1822.94634017355,-5.49899543830914,-25.3031652576018,-884.258154882694,-1042.5692174201,-6.72863145911445,13.0539071323226,-11.1649943834589,6.91354326006415,-1.19532415191771,"nonveg_932","absence",0,0,0,1,0
1946.85741402159,2237.75704297394,2137.95176454872,2362.90357529106,1474.70566033551,580.60823247747,3724.7200237096,4177.45233934187,4504.44412935175,2764.95473165129,-4416.68911020588,-4273.40911965955,-4975.41904797479,-4807.56552416786,-3612.79347323787,2258.57378328697,519.652782778848,-0.0369627088722256,0,1616.06336432026,1627.18295952893,911.566583147405,13.450630216902,14.286386773358,3083.78469570722,3082.38143893936,1930.10858266813,15.2651800751867,28.8467352347309,-4251.58582851543,-4314.89964137179,59.9304639383371,5.19024170127602,2.0676445970113,-11.3937018595818,25.9306598223122,"Canada.BonifaceRiver.LSA4","presence",0,1,0,0,0
717.186044191504,291.021703701271,826.397689157715,224.879616146348,1555.57150289495,-625.349759842446,1165.01180652586,636.783445565779,550.956977426093,2191.23829523319,-2001.78301315388,-2601.86982049852,-1903.55680060526,-2717.67943227759,-691.606664050215,1876.95817721216,1331.26422692276,0.00231041084043682,0,717.186044191504,723.011311218357,1330.6918867486,-25.4056199607105,-133.843996364111,1165.01180652586,1177.18032058367,1640.2813178071,-18.6077220939322,-176.281908150416,-2001.78301315388,-1983.29914611709,-174.578254973315,-21.7926524262033,-16.7977279722565,67.5489811466389,-67.3252336633934,"nonveg_543","absence",1,0,0,0,0
3073.02980865031,3231.86974889066,3761.79643301667,3962.9715745602,1865.90701766799,2896.47854400551,5717.37092099477,5920.72694197852,6828.85846581632,3904.14593607987,-5803.26161203397,-5793.0332620909,-6189.31225569115,-6300.21463467112,-4486.34172138195,2423.74410318279,409.962634045075,0.0403729206882417,0,3543.1269928577,3453.49983489847,1923.39678423126,51.4008037007458,-36.52583459641,6254.51312290167,6104.51461568496,2251.83275492981,17.7799638676928,-56.8681173182278,-6111.86329375491,-6105.43826829858,-6.25532962378008,22.7039957200603,1.21096998800022,25.8886560511103,-12.8856822311716,"Sweden.Abisko.KJ-BirchShrub","presence",0,0,0,1,0
3519.40683812702,3419.78983927806,4397.8914499834,4983.47352555572,2182.94886456806,2189.80639504476,6427.54418888177,6470.86874668646,8190.4005174092,4569.04808145199,-6455.73658229909,-5866.11378203982,-6966.38770695809,-7463.76533329501,-4879.88791333304,2528.55350708746,417.515588561003,0.00590454962932402,1,3438.34980089028,3786.7109858026,2474.31740669665,15.3347287378747,-54.1221354738469,6115.96010475562,6587.66484790655,3083.66548769969,58.5542487127609,-73.2745902616615,-6751.34728467528,-6741.52123070785,-1.70589588310988,5.05596122111971,24.4272980993088,7.13862788964112,-2.13772068408275,"Canada.BonifaceRiver.AB8","presence",0,1,0,0,0
3011.8289789717,2301.92473777478,3123.72513715989,3353.13700159841,1951.64805725144,2267.25418572389,5368.88086294163,4562.73082317927,5987.67013798397,3768.130302548,-5228.50043292056,-5734.92382613426,-5908.07493032788,-6113.99842750322,-4885.63905279836,2064.23537843288,453.579041664303,0.0285133961588145,0,2775.13143399673,2855.6975817497,1958.82586484516,30.3496903377652,-83.1522991422436,5148.10176456617,5212.65618489017,2919.68036474167,34.3531699084426,-100.603866460296,-5482.49119423067,-5380.0301164741,-28.416439446678,10.7985188668024,8.38840259076079,12.7835020980152,-9.83624757153917,"USA.NorthSlope.Sagwon-C18","presence",0,0,1,0,0
3565.87119938356,3375.94448346639,4030.47672323978,4493.79192791125,3035.41645407567,4109.6703372076,5506.47484911447,5287.71084699865,6522.01808278624,4778.22666280782,-5674.82112811824,-6064.13772075694,-6245.40714968016,-6654.41133674545,-5251.36005040141,2913.39976972114,530.545947762692,-0.00621568411588669,1,3883.48522144952,3681.78292348878,765.716772989014,13.9769855395,-23.9286491559067,5806.76011886125,5591.30483221197,818.190159055831,-2.98177725682091,-25.5684424704947,-6186.32653594196,-5997.50615198166,2.44076013696585,4.10700599460487,-5.81927034450598,8.68422867416301,0.387612767465647,"USA.YukonKuskokwimDelta.2","presence",0,0,1,0,0
561.057497123942,182.300777722,260.613517390083,563.905376100825,547.659829928236,-2932.81003810903,1023.68687708262,518.27537547502,1028.57345570885,1003.76312130367,-980.956661947437,-1395.29492859124,-1334.05557283413,-987.234668672433,-985.844034824491,1191.33738892068,826.475412792357,0.0202740374952555,0,547.659829928236,423.107399653017,381.604598378825,1.67470839946324,-3.26303081950348,1003.76312130367,845.422455530241,510.298080233825,0.542953180691635,-5.6057530252513,-987.234668672433,-1136.67717337395,-2.55163982321279,1.31937627374714,0.246844419929276,-4.27610698191692,-1.0589372026436,"nonveg_900","absence",1,0,0,0,0
673.581506064028,451.519584046227,971.741911789627,797.897413939487,1150.25018256693,423.093326983531,1026.8867812038,690.339156896552,1263.05744086425,1762.33460737131,-1633.41422876959,-2150.36700204879,-1162.68260771085,-1483.12922764652,-388.010551731528,2504.26739359782,1599.66633728458,0.00635723024606705,0,797.897413939487,808.998119681259,698.7305985207,-15.88895588343,-130.05558193585,1263.05744086425,1257.29354474036,1071.99545047476,7.61840837614366,-213.377645117331,-1483.12922764652,-1363.52072358146,-246.921098584486,-16.7295213828876,-0.441240991165775,20.5966242656857,-66.5536678036117,"nonveg_583","absence",1,0,0,0,0
