"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_blue_lateSummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeLSES","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3006.83097125311,2663.65824310254,3338.76844706008,3687.76443538269,2087.30434637559,3227.96682577694,5860.68718385357,5471.53485091837,6800.73107536653,4622.06282931354,-5814.02277327665,-6354.49800748913,-6401.52375945515,-6405.35923118046,-5070.76528364219,2025.19893064882,421.9120083067,0.0157412057742477,0,3014.60904412916,2934.79169534728,2023.09950394901,43.8220383874054,-30.4534102046189,5869.03836748756,5775.60349819108,2909.1446546841,31.6532020290002,-35.372623993565,-6044.6497592774,-6138.43989417531,29.1148156284873,20.5931131691954,10.677716275074,-0.993841629374408,3.09216089738343,"Finland.Javrresduottar.A-Sphagnum","presence",0,1,0,0,0
2696.40405162905,2218.00142164287,3116.82546374324,3547.828816224,2038.55184775408,2192.75691680539,4949.96580466054,4404.21320822297,6193.54657657367,3916.87060774999,-5254.71972154812,-5675.33256984949,-5752.89665937242,-5721.52051730533,-4610.20807354752,2054.69198895558,485.241885629145,0.0238890914867321,0,2624.7797874956,2669.0437904023,1276.49887471598,17.5162512835193,-30.5878307276781,5061.82513381082,4974.61487044564,1760.59061635382,21.9807530460298,-44.816650528017,-5865.36824640971,-5427.00444712041,21.2968697460945,5.33304777593626,0.469615129327086,-4.96358095558877,5.15204368253646,"USA.NorthSlope.12","presence",0,0,1,0,0
1931.57382495063,1860.08720926897,2146.77393174976,2453.00216962389,963.604080781571,270.810253430508,3850.40166024105,4117.7807853844,4812.71939865043,2210.95961770701,-4061.70314052959,-4555.10861076201,-5192.39582536632,-5183.61557808454,-2909.27303728356,1804.72656041708,469.428237450157,0.00196238037897274,0,2225.7741101416,2008.27864013616,1598.49444979016,22.7252165358143,-27.4704688419808,4813.0041174704,4117.38294257071,2883.40219834439,45.6934478443134,-28.1704008235685,-4721.42312471637,-4490.905168744,47.978080772296,8.29492297007543,9.14613435823458,9.29709836130762,5.29722724969682,"USA.NorthSlope.Deadhorse-C16","presence",0,0,1,0,0
3341.76052655271,2900.4230871089,4099.09217833044,4052.92850910891,2482.20004508298,2782.13772825264,5339.94035381111,5144.96150909844,6383.9240854573,4353.03641534454,-6560.14161487182,-5970.12471608014,-5691.97758832579,-6768.20342797689,-5259.6321165786,2563.6392285243,512.044719843017,0.0193632543087006,0,3583.86495090662,3233.83990048171,2050.21048870779,24.8358431984673,-78.8542495656843,5660.84573594502,5331.07625263879,3041.3319085896,-3.91650894340199,-116.974304176523,-6193.15136160754,-6310.56943901956,-71.9735820865957,4.95925060746954,-2.79268771397876,13.1406906161593,-7.91729212326101,"USA.BrooksRange.7","presence",0,0,0,1,0
2408.2804925236,2454.16400877588,3006.10444381992,2970.05007632886,1505.66584420748,574.424241557305,5452.59262854558,5381.7948985197,6447.07650515102,3720.22813954099,-5186.67873920819,-5650.98238717558,-5884.19389105133,-6249.0702986755,-4089.33435207351,1899.88482300141,428.052976385194,0.0599079616367817,0,2311.83259207301,2310.85916155587,1916.36550738503,30.4817561506308,-24.8692399981786,5156.25788223734,5254.52731000417,3527.82065494269,48.3975393622243,-51.6573932392807,-5574.21950423708,-5343.5101465095,28.1162555637464,11.5083011360092,11.3348340545079,-3.39011074629186,4.97484537996205,"Finland.Javrresduottar.EC-Sphagnum","presence",0,1,0,0,0
3165.70835230414,2309.0265837027,3291.84764177607,3731.26270701958,1894.29445446668,1799.4232291174,5642.81514137275,4052.49898267414,6409.16988377978,3503.21889800623,-5218.26368366153,-5682.51721278937,-5770.51090174119,-5820.87195900707,-4472.15837873986,2249.09500179066,487.297658598529,0.00873492779889298,0,2587.79470130233,2613.10946076345,1400.33856772932,17.7616381280199,-12.1712029263048,4717.21234547481,4722.20677188015,2320.82033160593,38.6674354351467,-22.3506080099231,-5235.05631161072,-5291.17546216239,40.2265714264446,3.24567449853582,16.4738486918223,-12.7135539040256,3.71829863612717,"Russia.Tazovsky.Burned12","presence",0,0,0,1,0
483.184972328157,758.518531510021,637.791444409682,1455.79946987814,320.017918971795,-2298.08702918032,1417.49027228528,2088.69618964366,2926.74399811442,948.492985167064,-1981.00774639944,-1969.7445500206,-2139.18506504584,-1031.23580731841,-1607.84979163102,1234.83267106356,681.729068937569,-0.0228532273322344,0,637.791444409682,731.062467419558,1135.78155090634,4.18377059888109,12.0727087100338,1892.52850568655,1854.79039017939,1978.25101294736,38.6988134827985,19.6167683957108,-1969.7445500206,-1745.80459208306,16.9440515025234,0.532217039477036,18.3961836131462,-44.1017672371998,5.49356707227385,"nonveg_576","absence",0,0,1,0,0
-122.816249384821,-133.686466487171,-116.045310234985,-591.297286667691,-720.684093609638,4872.88973744005,-2728.73146470106,-2740.69578542219,-2359.9000407469,-5852.57973249852,5675.87333597474,5039.21003737956,4175.25081560448,3451.73548071007,8209.97656467845,429.053780810107,288.642760147479,-0.000134873494971544,0,-133.686466487171,-336.905881276861,604.638783374653,19.9289281408272,-1.10257226576167,-2728.73146470106,-3143.41978575945,3817.38782706993,12.2943807984722,-44.0939924996003,5039.21003737956,5310.40924686946,53.9974513609422,3.98423359248439,-13.2887115296444,17.0049599267788,9.07183263398285,"nonveg_1810","absence",0,0,1,0,0
2317.49033827051,1882.80769007394,2457.80061316356,2704.52401156227,1148.67867612219,945.832045187497,4274.26248612576,4144.22516721602,5188.556264085,2591.35701242838,-4538.15339281969,-5277.96506526322,-5493.9578311508,-5487.75218787481,-3345.55603194553,1799.05666055099,480.708246263359,9.22600229387172e-05,0,2160.69848068328,2237.21643709139,1365.06605303794,13.9361437616985,-13.4320544241059,4488.15492607848,4393.015132167,2244.55761349794,53.9397643009067,-7.260314365902,-4978.7827884758,-4661.39029857076,58.4067718910859,2.09165288684677,13.8409974556952,-16.4248045242047,10.6892774049273,"USA.NorthSlope.14","presence",0,0,1,0,0
2647.19132080035,2548.07281158196,3034.88684523011,3010.31391807135,1798.15579524726,4629.37574432997,4835.61235881841,5428.45359550097,6127.27451275322,3187.32668857611,-5019.60730696509,-5898.49253850156,-6299.84992749798,-6689.21041561614,-2971.25367404511,1976.49047542678,406.553791074695,0.053528325425254,1,2179.74306451794,2126.21753859113,2364.65655467191,41.3663357293146,-48.1458857475521,4655.07025398486,4191.83701059753,5061.13812892931,53.9507510939317,-84.4617137232573,-5025.1651982938,-4071.44857840103,20.7004801043403,-18.1559872810313,-26.5274908560526,12.6354753048462,2.90976093392161,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
