"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR2_peakSummer","spectral_SWIR2_startSnowfree","spectral_blue_earlySummer","spectral_blue_lateSummer","spectral_blue_peakSummer","spectral_green_endSnowfree","spectral_green_lateSummer","spectral_green_peakSummer","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_cti","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NDWI_changePSLS","spectral_NDWI_changeLSES","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeLSES","spectral_green_annualRange","spectral_green_changeLSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.999998152256012,1036.12201352107,541.813712360772,553.435048890482,723.335206221165,668.844109049287,-822.758266470801,-1486.92582997138,-1367.00641286492,-1324.62373046089,-2078.895427251,1749.60857217888,1037.02449425272,1058.65981964046,1319.22825158018,1143.79219271461,-910.587519513766,-1497.48552604954,-1730.40930593369,-1601.56627366004,-1302.39084396102,1674.88429577764,1916.75978282288,1969.82777684003,2593.92532730138,2623.78575503088,1319.08130926402,974.1833824975,1096.12111308087,1151.87693108331,1209.77371771351,1353.25962391811,1518.89785330088,-311.665681126634,-3.92900395393372,-0.0234156139194965,20.7469654083252,5.15733194351196,0,668.844109049287,704.710018008556,494.308301160301,12.2425968157262,-8.49500786653414,-0.553396977605211,-1367.00641286492,2.96981786962204,1143.79219271461,1261.66266607337,712.584077926158,20.1938793154756,-1.03025358989218,-1497.48552604954,-1408.48789382361,819.821786419928,-22.289637230525,-6.44215161368272,11.0916085659122,-7.03501600563532,980.402502786636,-11.0911192756135,825.314794894623,9.85244439013924,-14.7700500492477,-9.73714449885678,373.721014315686,-1.37252797853167,437.102755063197,-2.75698983953335,-8.22240548201295,-8.18207173242188,-3.49030534062139,"nonveg_814","absence",0,0,0,1,0
0.98212057352066,2647.79307137885,2334.85528424903,3142.91243407621,3505.33694506887,2067.94484255947,3059.89828784574,3044.34543064467,3900.62187791084,2525.81443705343,-6.75486528706387,5006.54667980695,4779.31199026949,5765.36517385215,6079.87036080231,3744.72049278065,-5637.94852273079,-5755.02871020185,-5857.36002097117,-6117.49120053343,-4644.85633056294,2458.44905440304,2625.74992006188,2030.64066452275,1168.20210033453,1105.44241499115,515.866211589129,472.215246742904,451.201980646933,586.892910118934,636.566712890834,642.45360153734,666.189576346312,40.3059591724599,0.578993063006136,-0.00140851319600996,0.525649048388004,-0.339374889309208,0,2658.07904869416,2711.07905683427,2071.43972003214,11.21172054511,-55.5244347978714,-30.7855535368011,3017.41993289093,-15.7103283927148,4596.88206191073,4844.00647595863,3119.50754075937,24.1259632554695,-32.645465837211,-6216.02895380415,-6152.75693014265,2436.39449929684,20.7956452831375,-69.7762521966918,10.083882538785,-15.38273335497,1060.07685870086,-8.25321986011598,659.844399469871,-3.78150618935035,-24.9186301440223,-2.57488650055568,394.77297982295,1.80210203150594,446.509364636485,-1.1716983976381,6.61618543586923,-17.3102770702547,1.68584000707213,"Canada.DaringLake.Tower1-Shrub","presence",0,0,1,0,0
0.708450973033905,3243.39613090395,2810.4890405588,3552.42425348307,3936.4202527066,2157.73397974307,3754.6015681459,3919.00990227879,4835.02145025741,2611.19328609621,755.108673906197,5330.91587828613,4900.95324704402,5926.00420997993,6346.58723661971,3421.66853324887,-5756.05136393329,-6016.24696843224,-6340.94668107126,-6505.77531925381,-4446.12989632012,2869.66684331522,3026.47135665195,2613.85660716963,1121.87772543192,1621.77190579167,592.500446215094,460.402075420862,452.892983482136,665.356901319495,676.351663049594,693.697087570341,683.57307077953,-96.4725223453038,-2.86684729434826,0.0751666924743741,4.61705984892669,0.758297805432921,0,3375.09009091032,3416.69554465341,2289.47518261445,6.03724912142251,-14.0105594191116,-95.0120683244337,4005.22186881301,-97.9948287072732,5509.83849179803,5600.44795622951,2955.37163221935,15.1557380104274,-127.879816494655,-6080.99039663563,-5828.23880684848,3213.60529554652,-15.6044591326416,17.1586846815577,-41.898433345124,-50.8599022009481,1467.81736476599,-31.196395072261,1038.3522733994,-15.596238396331,1.48518638738034,-17.2533052150213,727.041036142699,-16.1895119795364,643.350380529721,-15.4927465327633,-5.87021936200556,4.45137576286014,-10.3313666898003,"USA.SewardPeninsula.QuartzCreek3","presence",0,0,1,0,0
0.99519670009613,863.657444811723,442.004202268978,209.639095324766,464.213027909461,279.063701037363,-1227.92374671224,-1695.63457297496,-2015.70189200257,-1867.32793207073,-2456.13026147065,1377.69393110045,764.490541539586,400.113441285208,781.383582754616,425.850988555758,-1720.63703505367,-2231.56169328457,-2991.00451830784,-2796.02350074152,-1991.22916520392,1964.22282031942,2165.05937348543,2181.02481752865,3135.25192528893,3094.42531689359,1240.4128889844,776.591533329765,886.075598516871,1396.3506537686,1258.56474885499,1376.42479021255,1725.40849349742,-22.5836507576137,0.0171347204595804,0.0207344125956297,1.70387876033783,0.820266723632813,0,442.004202268978,451.715494270458,654.018349486957,18.8578627023987,-14.1429962547053,12.9091726080118,-1867.32793207073,29.2829230399846,764.490541539586,749.906497047123,977.580489815241,30.7046110498287,20.2431722363543,-2231.56169328457,-2346.0911825183,1270.36748325417,-33.6058270527452,-10.8322787536845,42.1912680568486,7.32139222297638,768.309925623812,7.01503032170475,588.782403673937,12.5043422752516,-13.4430223075822,0.669900979247308,463.821355654631,9.86709711121875,432.269600314647,7.65477249520064,-9.74636519047716,-6.52507810790419,7.34119232619616,"nonveg_849","absence",0,0,1,0,0
0.999999940395355,1322.10392649086,-779.221681444075,-428.654422088143,1356.15496609287,-1050.21003374209,267.127087090613,-3640.86414788226,-96.2304578977755,-3147.92035467013,-3936.31066067684,1492.10103977415,-422.441408567145,-68.3037833381572,1602.44095732219,-859.931243179991,-696.202136278371,-2381.92531857112,-2281.57446287297,-1007.0582660976,-1797.14341763133,1834.03086997013,3079.29810701572,1951.4655493301,3637.49712832062,3000.7109840453,1804.10254101716,1199.17557519928,1490.23797953503,1701.39052193287,1677.1547511343,1976.46520669934,2262.98030179285,-21.2773282415066,-3.19266676902771,-0.020010843873024,2.55992150306702,2.91160678863525,0,-428.654422088143,84.0345510618839,2406.36499983496,91.2428446243442,-223.101173522627,-38.9519177062146,-3147.92035467013,-26.7926554920348,-68.3037833381572,348.773112402209,2462.37220050218,90.4627801136207,-39.3486250254431,-1797.14341763133,-1632.78072029028,1685.72318229275,-11.5131899933046,-159.314524596922,-11.1500950775717,-21.8927258386179,913.757750114382,-18.7309408252534,671.409201971181,25.8234308450454,-61.8423148056991,-13.0929521568913,768.055814389239,7.47594844363559,602.755986732776,2.69286342206321,-8.42032186170243,-38.381906667343,0.616479905506544,"nonveg_677","absence",1,0,0,0,0
1,-289.249651689631,640.96875841362,217.28060458269,119.395316920988,60.6312309855729,-2255.74546791279,-262.184984031616,-1562.16841391589,1.2486075371027,-866.801253164773,-562.997203525288,1308.36500641705,449.158481343021,243.927081751512,49.2971136151485,-2030.70302392639,-73.7042687173303,-1131.89978585618,-1379.83036611009,-81.8864501843112,1335.58951241373,1273.46773630301,1490.60387516894,1603.34741833612,1575.16267171991,678.518435734493,874.416957489919,831.968753845684,1316.16564338422,1069.58239482913,1033.17845516436,1161.19142229093,-612.908895342678,-5.59687900543213,-0.37727501988411,24.4778156280518,21.766092300415,0,119.395316920988,149.805251842648,930.218410103251,-15.2122122902263,0,423.688153830931,-1314.20500574253,944.694352307458,243.927081751512,297.550095920288,1871.36220994234,-26.6214920495842,859.206525074028,-1131.89978585618,-939.604778958861,1956.99875520906,27.1196940756791,0,1058.19551713885,347.532667868126,1042.72019435523,491.373794410462,649.34573783888,-11.4750222938854,0,298.409089259173,839.303721555062,268.679699360104,610.567488624687,246.583248555082,6.13844920168455,0,237.659462832946,"nonveg_761","absence",1,0,0,0,0
0.984344720840454,1936.10655140629,387.790361217197,2497.20175995867,2181.10928033986,1854.05877796865,-2028.83933988071,-3263.06442007448,-2161.48846092751,-1306.9096703624,-3385.6187864274,1111.87977368999,29.3972161359659,2018.37476289654,1081.9185523051,1586.19121876993,-1576.78678361654,-2591.89293677588,-874.85546270674,-1841.77899223388,-856.842465630806,2644.71069994956,2394.48097624016,2409.49524828709,2086.02534352753,2205.31409740574,916.015898044455,1037.27996904275,850.756997268257,859.474331319445,1225.15630610248,1057.8391345764,1163.76162920212,456.978822175381,-4.14853143692017,-0.0487819500267506,31.1720294952393,2.7911479473114,0,1936.10655140629,1771.25334617813,2109.41139874147,2.64670236895617,10.1965316006066,-68.0455289916604,-2028.83933988071,-56.9173933158269,1111.87977368999,1165.55230475951,1988.97754676058,-15.3003691961271,-64.1605660245347,-1576.78678361654,-1548.43132819277,1735.05047114507,-8.28100651929189,31.1910815976498,-55.3883056151334,-40.3382922687649,672.924440229495,-21.3671086811922,392.887631231193,-0.577332028350391,6.68158300782284,-12.6737945558449,332.979495322009,-10.7412740426454,365.681974783037,-11.7961927349367,-2.59039035403033,5.90146070751065,-10.8990655392269,"nonveg_647","absence",0,0,0,1,0
0.849971115589142,-596.034127776672,-565.445163546529,304.778319171,254.540132628542,-302.349711302938,1961.03633186899,5971.17494495717,1853.1242623675,6761.75090116113,4733.39773446411,-615.674973330067,-1566.00180256933,948.974917199411,1801.26547495563,-524.07277158609,2854.45660334259,4721.2749425883,8061.03985376733,6889.58852967135,5254.42547101497,773.207990498836,1125.65665249139,1250.27031094771,848.6940931938,492.642643785705,1140.55652311435,943.872799000537,864.646401163505,1022.08206682061,701.14598267605,906.773085783588,932.602115468473,1089.5133413242,-3.63827872276306,0.134602278470993,37.4029350280762,2.79825115203857,0,-302.349711302938,-180.902110165319,900.812446947672,-6.11842534320279,1.79422094794491,-30.0077063006044,5119.69582334332,18.377350844489,-524.07277158609,8.89816893391003,3367.26727752496,-1.90837920299952,-86.7233351644395,5254.42547101497,5556.15708007691,5206.58325042475,84.0652484651826,41.8375472891422,-115.164307282036,-10.1569917409569,1007.10087068722,-12.5875038356045,797.505613978864,-1.67874736820566,-20.8170577578444,-7.40096540549034,677.204538328183,16.3160476985388,800.875997510517,11.0667615222263,-4.95601988226835,-12.6668823080926,6.61431389428781,"nonveg_1290","absence",0,0,0,1,0
0.886112630367279,3325.9584177155,2545.49878703255,3213.34496032968,3833.24037732725,2647.86965640894,3113.99036029472,2639.69049939959,3949.80355610007,2346.8192484933,-345.208707864939,5770.31353225089,4980.43622174305,5686.45074472844,6328.66147083913,4950.44391373186,-6105.1344678817,-5993.53910562914,-6101.34561758673,-6288.52912651265,-5619.0014448521,2518.60789770562,2886.56790220849,2268.86369603626,1280.16248661353,1421.81458551925,484.841919522764,456.070050104326,471.609307594129,574.399898109777,614.016092982316,649.828764121258,708.294450414648,17.1879525067216,-2.74085229237874,-0.0425098254655798,3.67844632996453,1.32495006720225,0,3312.3438965937,3225.84975194585,963.336030154885,21.9413798368079,-11.2808339402885,-8.0454334939736,3549.6795179067,7.91400778086884,5695.78988247114,5600.8231644542,926.613598652269,27.4211639589011,5.74089353322249,-6611.85464500185,-6459.5037180873,1552.14936106429,-22.7228961280994,20.950101912727,33.2947071554459,-2.05585907539067,496.235695150059,12.5523190811162,480.879658191937,-3.04543971506187,4.4022567365232,12.3316023989409,357.804749564384,8.43278025077897,311.943740423973,7.40746091858699,-5.28505231148661,4.14364406095637,9.23891500652189,"Canada.Yukon.SCHAR","presence",0,0,0,1,0
0.968618476390838,3373.7876029627,2420.52262866277,3557.87740395669,3746.53512437938,2437.75567836933,3620.10382218112,2903.10241767794,4242.4267139312,2556.54475841328,-214.07116675525,5836.35133487251,4603.789384547,6013.10171578158,6187.09489727605,4419.87998247769,-5516.92225820138,-6108.67827178299,-6015.73703132969,-6509.59924356849,-4905.33740649086,2759.58974116294,2777.39033575497,2308.98888661375,1081.1566857654,1368.66114884165,563.132647504786,493.12903544122,394.224832303449,590.089657152632,687.237263892366,600.413930575353,596.569895985301,-235.242893756805,-2.33643200397491,0.0412961516529322,3.32397075891495,0.411546277999877,0,3349.22309994587,3051.53599837213,2275.82665230594,46.6586173808996,-28.3455443493205,-66.8035194412959,3511.66035248424,-67.1168243913559,5782.87799112574,5306.46533781163,3198.94945312457,70.6133546748481,-83.8873619403659,-6089.69238454604,-5968.74713303143,1067.14181616848,-17.0207529129581,-2.94527442823797,-17.6965916754648,-32.0880507547006,441.192598055388,-14.2881225109745,302.995985169359,3.5313545745677,-2.20021900279019,-5.32082046602681,227.840839659497,-7.03710213830607,212.944567688921,-7.51524202134693,-3.0059518235663,0.342927547184088,-3.4973407999957,"USA.NorthSlope.HappyValley-C18","presence",0,0,1,0,0
