"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeESPS","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_annualMean","spectral_green_changeESPS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
701.627834377802,936.789911479039,-299.938933168038,101.282312030251,716.308945073391,-2365.25355818909,-2205.90518891252,1249.57788536283,1274.10131716281,-61.6057117040926,650.625012696381,1111.51448933232,-768.299519549065,1068.15176220932,-1550.95179832315,-1469.46964662925,-527.863383720261,1347.8865088178,23.4878768920898,0,701.627834377802,431.214013958489,1236.72884464708,-0.815617260866064,-31.5971327551343,49.4691537858831,-28.7512041130727,-22.6104919960646,1111.51448933232,844.84259857005,1335.70702886691,-768.299519549065,-649.686517202482,-36.9036908989572,1112.67907314095,-11.6599734402907,"nonveg_931","absence",0,0,0,1,0
1509.91160630679,623.20827859384,39.8073638003777,768.100788760417,850.746112860588,-4440.81853424091,-3046.1544004799,2529.89956302109,1422.41291633206,746.176943397038,1681.99760206504,1523.51201367258,228.699274904312,-999.119938398933,-1906.65271609042,-950.83541160898,-324.34248380508,1139.13172191905,1.47925400733948,0,768.100788760417,758.354830064403,1470.10424250642,25.3525189787002,-27.4744747239398,44.8769934456509,-54.3291429517125,-41.9445889927997,1523.51201367258,1580.79980769756,1783.72261962405,-950.83541160898,-790.450254999821,-43.6864698708627,1255.51221226662,-11.3124660048175,"nonveg_715","absence",1,0,0,0,0
195.19549628419,910.829921512316,1333.87126969097,411.925637578997,-268.420649569312,-2302.58587580202,-3543.956039051,507.439389243529,1417.72975281781,1920.78782481834,926.759542630436,-237.564077433886,-1417.33948506236,-416.613580675991,-451.229092695646,-1675.58982161126,-727.963244328646,1769.36959116449,21.2400760650635,0,411.925637578997,516.680335099433,1602.29191926029,13.6357689956912,6.19228975128019,-24.8847851869799,-4.8949070469163,-5.84689686391991,926.759542630436,907.030486415246,2158.35190225223,-727.963244328646,-937.747044874782,-7.37858104425437,1444.53347459201,-5.01852021190859,"nonveg_923","absence",0,0,1,0,0
-1291.01692288994,-330.424442326194,-781.478576313829,-7.43941362460623,656.400292395063,604.863294707374,388.028794181718,-659.044407548502,-797.544609661846,-672.574004630471,505.164626047354,-937.699484628152,-652.799278543792,847.886304101136,-524.468462498317,-878.090117592834,2084.19265232564,1242.23945095413,21.7526779174805,0,-330.424442326194,-350.791812551902,1947.41721528501,-60.8567879776564,38.8962881595557,21.4787682851255,-16.8418721547538,-30.3022668481865,-672.574004630471,-512.339576084323,1442.86411067551,-524.468462498317,175.344219558366,-6.82699512269823,794.395783449655,-27.1168944984773,"nonveg_593","absence",0,0,0,1,0
3051.7420026541,2855.91256318301,4006.17274749619,4340.4825724954,1606.006237002,5739.25600246696,5835.03535267333,5516.56609937689,5783.3602467545,7564.06852792653,7821.21269696029,2612.62134878879,-5541.71133519586,-6331.87862762485,-6507.65173658367,-7030.31775169372,-3920.96411991292,2465.73982967276,13.9954628414578,0,3274.51303332245,3423.13099105926,2634.88493492974,32.8833875877379,42.3990391245403,-56.5098918512338,49.680909106894,37.5550099494823,6248.19035014344,6076.93698119618,4579.50647653538,-6458.44096468052,-6116.57019984809,-16.0687782982276,2626.17608534895,2.75897183841987,"Canada.DeceptionBay.BEGL3","presence",0,0,1,0,0
2438.90613789963,2405.77474023346,2918.78194305217,3315.25364456169,1594.26490659403,3859.363374749,4427.51732068762,4785.85583477666,4824.33681935698,5458.53703600931,6035.74236056419,3348.30880764935,-5356.25336448664,-5431.84151000863,-5878.45136227539,-5719.89209983834,-4895.08182578445,2027.36897453265,0.11195200184981,1,2376.06307588637,2407.50502199642,2059.79918875126,29.8312450316875,27.3853991002921,-30.2147328990776,54.896092871899,43.146951674357,4875.16876480688,4800.34294475683,3437.05737906554,-5716.17455260868,-5716.78945746074,-0.156688639715741,1928.59755067242,8.18856149845268,"Russia.Yamal.Nadym-2-H","presence",0,1,0,0,0
-361.668293604675,-901.619379609709,-742.0886682138,73.5024365618,-1770.76669784325,97.345625775301,1852.7003851578,-3218.96739056087,-4301.62026382233,-3583.44811192952,-2005.36876897126,-7300.72728770473,8418.01810922954,7884.64157572938,7189.14277293925,7117.8624244762,10000,0,0.277917146682739,0,-742.0886682138,-740.528120541926,1844.26913440505,67.0999240113607,20.7224157222131,-8.86281729977274,-65.5860075147847,-43.8695678825619,-3583.44811192952,-4082.02636459774,5295.35851873347,7884.64157572938,8121.93297647487,-61.9121754644448,285.576407987003,-25.9083180103177,"nonveg_1797","absence",1,0,0,0,0
845.005333532279,304.195373893893,23.7386398182557,148.813467965355,81.1829046759142,3.06323614566946,-514.246112390275,1887.50672545014,885.561506702487,722.452588428472,1056.71006218238,676.825736325887,-1567.93632983449,-156.656582628152,-1358.78999807071,-2180.69019601595,-1728.76731573514,968.140021014715,18.0881576538086,0,148.813467965355,280.587143977139,821.266693714023,27.2793724591559,-24.0066160540318,11.6856972531515,-31.0486692769936,-32.3987393721035,885.561506702487,1045.81132381787,1210.68098912425,-1567.93632983449,-1398.56808445689,-21.1294436614296,1221.54678024752,-13.7063115760782,"nonveg_919","absence",0,0,0,1,0
2176.90734470897,1623.60129895767,1182.73560412674,1955.02909835383,1347.37623266073,-567.905087136784,298.73750158083,3789.02831030175,2960.54996181671,2871.4893679508,3754.43007967058,2510.90525523966,-3031.89034841699,-3060.59929285652,-4299.84264289522,-3593.08489774557,-3456.23549372168,2005.84947032854,14.1233100891113,0,1623.60129895767,1657.12991576159,994.171740582231,75.4119192771134,-18.4898538629287,23.2034576226803,-28.6631805699083,-30.7703420062822,2960.54996181671,3177.2805949959,1278.12305506209,-3456.23549372168,-3488.3305351272,-46.7662124440488,1965.72488119969,-7.08351785169862,"nonveg_1069","absence",0,0,0,1,0
3064.01408381379,3251.3477428043,3726.73409234558,4097.53382907413,2050.40375702554,4372.54509105414,4455.12555069843,5711.26023498447,6096.14557965099,6702.97774501048,7244.58771240428,3889.80573104444,-5934.66737328419,-5413.73225588009,-6433.91832533706,-6626.35589866663,-4385.54029660251,2489.59960582206,4.03839604059855,0,3480.18743474352,3315.5748460104,1933.37820050171,23.5336599267882,24.1958976446386,-9.42888653773995,32.440385228039,27.5076649697729,6200.46705712697,5952.72481441011,3046.89356626931,-5641.65927972488,-5709.93561777446,-26.3027553155227,2462.31212540039,-2.27404951280115,"Canada.BonifaceRiver.AB1","presence",0,1,0,0,0
1935.84605695661,1997.73033264802,2136.3297912747,2328.62450946009,1380.55832003708,1851.6019489633,1899.72685028202,3829.31142081286,4145.91474275666,4454.27981442177,4573.12220111898,2790.53652225297,-4217.53753489163,-4937.51112056088,-4867.90957710738,-4806.28009584163,-3571.35756735383,1904.60134359018,0.886033672756619,0,1899.13967951584,1927.09147334036,694.172538570592,10.26992665774,10.1469127119833,7.20421109674339,23.3197724176394,15.1789050010443,4020.9184116854,3961.49737749642,1431.93600258578,-4674.13648382922,-4433.55400913472,-14.2092815506068,1928.20985973221,-0.764767288557701,"USA.NorthSlope.Atqasuk","presence",0,0,1,0,0
444.133007178648,874.31117977694,684.615442704314,1246.29278268279,205.152055563958,-801.641261948557,127.75270306359,597.972808630911,1180.34333846192,935.281173058603,1628.54785974271,286.169733872219,-1895.27289671047,-1440.73871360257,-1813.6638271572,-1174.61761306124,-1686.12375574813,3167.46430420206,3.50021100044251,0,684.615442704314,690.90089358133,1041.14072711883,8.53503398623895,28.6485634108622,14.5919797748174,40.7107557235447,30.9300341365036,935.281173058603,925.662982753272,1342.37812587049,-1686.12375574813,-1602.08336125592,25.7376887017582,3180.976645307,2.19689904143013,"nonveg_688","absence",1,0,0,0,0
3275.19136152306,3089.94222326219,3737.66001770763,3833.66503911792,2356.76113520169,4541.82881321379,4438.84104189977,5660.63876517197,5293.39164285583,6214.67597935145,6367.51581305182,4223.06207925343,-5635.53651764733,-5923.64118522541,-6191.55269982877,-6450.75398818808,-4907.15083962265,2648.55564908947,0.904378733464649,0,3440.30054017664,3321.3003434427,1218.36550177638,25.1452999994948,9.42050990372153,-19.9788200608683,6.75507463713892,-2.14165977550611,5772.42596953479,5539.64166039087,1860.11333248497,-5628.56415685247,-5594.61658836782,-32.2976932276621,2760.12585390696,-5.24727532561262,"Russia.Kytalyk.T2","presence",0,0,1,0,0
76.9215853222267,483.214450270804,227.369805887834,-222.658119318425,-381.557083118533,-831.068172494192,-1446.93471639185,286.052339984915,913.540403611193,501.303634796291,-90.5342781070391,-586.6483515519,-860.704247667893,-733.82670944209,-935.010409788283,-1439.95380255471,-825.14823534377,1518.5946768949,24.4069366455078,0,76.9215853222267,36.6581278087813,864.771533389337,13.4846667188459,-8.81116778354857,11.1236801905639,-23.0412555004733,-21.2748312016154,286.052339984915,204.742749746692,1500.18875516309,-860.704247667893,-958.92868095935,-17.0367516143182,1312.21969770474,-6.15649394213794,"nonveg_710","absence",0,0,1,0,0
1798.1021045386,1809.98342962154,2235.67674166105,2088.92083506859,1375.32304423574,1503.74543198113,594.364981877327,4222.7701715402,4217.07571883266,5051.10980255979,4770.46559765833,3246.31462886992,-4465.10827941221,-4381.43406023229,-4744.34964536801,-5419.38144391016,-3588.14274750918,1704.46951759048,1.66872890790303,0,1818.68105587739,1721.96073096953,1424.51893526857,18.7789012692694,9.22094780269454,-1.43645122674562,3.35288160672902,1.23266871016853,4568.68388890495,4146.99587118266,3305.19152347493,-4880.92989117199,-4740.10502433608,-33.3494157398946,1642.75860983282,-4.91944213576562,"Canada.LeRoyLake.TD1","presence",0,0,0,1,0
