"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NBR_annualMedian","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDWI_annualMedian","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_changeESPS","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changePSLS","spectral_green_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
168.195050607467,506.533011166142,87.1207425365568,279.352292170274,2.43993600844243,-573.034942211825,261.532617611392,881.846133027937,483.956347290012,-71.9004060644391,-1467.18733638356,-641.711062851854,-1859.7841058102,-1560.74204734192,-1025.80643181612,1763.64368067996,1.25127553939819,0,168.195050607467,208.728206497777,504.0930751577,7.89310069519167,-456.745949750759,261.532617611392,340.044627775898,-1467.18733638356,1218.07304295835,-4.25248686174349,1.39652453751592,2.24567998414801,5.0584820357525,3.92892384760132,14.6300395315948,-6.15996380036257,-0.86378561886483,25.5237805997376,"nonveg_806","absence",1,0,0,0,0
471.032580672189,382.220825157712,66.2905249623405,381.146432978431,844.167405278104,-2234.54753877003,1015.04071612507,795.964349130415,1033.63975938124,1573.12665901015,-1719.06770209945,-665.623704607619,-1936.84482795344,-1681.142633976,-814.732005845227,1278.55906101278,13.1733207702637,0,382.220825157712,428.971553809755,777.876880315764,-16.9606738457234,-2041.04885809767,1015.04071612507,974.476474633728,-1681.142633976,1271.22112334582,1.72386673288418,-10.9546017329797,-6.26022597846176,-9.41115340853849,-7.77586120660873,-0.00976103801180919,-8.17613932708467,-3.11791912565465,6.7858168748216,"nonveg_757","absence",0,0,0,1,0
-292.056881985096,-164.632908919487,-160.477118279866,277.627179139784,-266.143821032719,2949.403253177,-1610.5070394394,-2082.34018000345,-739.918438788728,-2120.21295414306,7052.49091646749,10000,8291.05214336588,7882.40875524546,7143.20865825969,35.9955866343527,0.0404676385223866,0,-164.632908919487,-121.136710215477,569.68406112488,-1.85093292516981,3883.66937268026,-1610.5070394394,-1607.27557579347,7882.40875524546,2947.50908353251,59.2798456269979,-5.51621998941595,29.8075029372832,19.4459748212597,14.1638766319527,1.64598879505573,-10.2681786585573,10.913318657108,2.04860657214769,"nonveg_1695","absence",1,0,0,0,0
142.390750805558,287.827022872718,44.9685042706259,22.2768649879312,-382.955057821129,1221.96960574534,240.02044842062,141.89294142184,123.253286401244,-763.805667544973,405.133650258064,554.764169198711,159.262417195754,-9.60137581865288,-93.0858300404035,826.096427548471,22.0057144165039,0,44.9685042706259,22.9016170231408,670.782080693846,21.8894086927786,1302.85590778087,123.253286401244,-38.4850110599039,159.262417195754,647.849999239115,-17.2806260865299,7.81461019888616,-6.21983720926067,-3.961201751831,-2.30172364101308,3.60760590926158,1.68496566972441,-5.82306507044972,1.11691559349026,"nonveg_536","absence",0,0,0,1,0
1504.06652542204,1745.9008129263,1543.19122561536,1362.46775664534,1278.80520705197,1281.07278806764,2735.42061697098,3177.03307174637,2610.83123656839,2431.86482594669,-3203.24768160244,-2749.9202498755,-3623.93615996516,-4048.93164994896,-2562.11355596825,2135.88285800405,1.70845949649811,0,1504.06652542204,1486.8863055322,467.095605874325,9.793970363916,1039.15824917128,2735.42061697098,2766.60698987624,-3203.24768160244,1486.81809398072,-35.2368320144385,9.26562559474365,-6.21532421162315,-11.5183356160802,-6.99002738146329,1.65037973724886,6.1564380794722,-5.40632552498041,7.67026263800687,"nonveg_898","absence",1,0,0,0,0
1562.9658245913,919.281495712738,1103.424756737,1193.84727759154,771.372976041017,-512.01205319899,2256.18803935031,1329.20134217685,1755.00085187219,1136.88691222796,-1901.65812865713,-2562.96039260107,-2968.94730866755,-3113.93267143554,-2027.75984911749,3112.79331982535,0.179700762033463,0,1103.424756737,1110.17846613472,791.592848550281,30.4458787903954,-512.01205319899,1606.73525115831,1616.80247935712,-2562.96039260107,1212.27454277841,-46.6259439530157,18.5303728132602,-12.9323799468038,-13.0777294637387,-9.78804939841344,1.27429666050611,0.825441769285845,-11.2906958463895,3.31662190227814,"nonveg_507","absence",1,0,0,0,0
-32.7479321736118,-30.0838923886123,310.26109879016,454.509838017465,709.709594019935,-1637.66514169746,388.157311059067,17.0048789651643,1132.78114655703,1339.53281125213,-1871.31684219371,1103.17011466635,-845.325977006841,-1122.21927506598,-617.561465040133,1025.04924317904,25.6608963012695,0,310.26109879016,282.329741253067,742.457526193547,-49.4971684129031,-1637.66514169746,729.010342344159,721.29729803551,-845.325977006841,2974.48695686006,49.9398378085153,-50.2245163188951,22.412924416454,18.7597221860074,9.94396159566299,-39.3298049116582,0.723260699504283,12.4675048357709,-12.05958799388,"nonveg_594","absence",0,0,0,1,0
2504.01544454552,2497.39611671504,2769.47084015307,3008.90909586251,1732.83584594393,3735.75113520091,4247.08205082366,4640.3334881742,5215.16258246145,3125.10361867038,-5305.88992814798,-5394.79808466625,-5760.52955024541,-5706.59083775512,-4432.34099799568,2453.68847331298,1.99121566613516,0,2665.73637744254,2523.74995161103,1201.88535996147,22.8219760602402,3613.78501322703,4891.77457080365,4482.69572435363,-5300.27880306636,1493.92175482338,-18.6676679016251,9.08724623000055,-1.12577497220665,-2.54846057555105,-2.69280987223393,7.46841364029854,8.56025514023516,-4.01109911534292,13.9764551718717,"Canada.ChukotkaRiver.TPO2","presence",0,0,1,0,0
701.155453997911,571.314515343825,614.636666292821,928.227926624378,797.588868282532,-900.976961133998,1599.95964816253,1345.34366309457,2033.7462224945,1638.07358195267,-2867.86975376763,-2780.82576663751,-3104.72253527277,-2611.09570519091,-2081.85228617301,1462.40804268227,6.64162302017212,0,701.155453997911,722.584686108293,356.913411280552,-5.67255378144826,-402.138948677893,1599.95964816253,1616.72274292106,-2780.82576663751,1022.87024909976,14.2652249209287,-11.7181458380958,6.8292628391914,14.2198463660205,10.9144524537566,-11.3460467913079,-14.3356064695005,3.46857962298568,0.286660256740281,"nonveg_832","absence",1,0,0,0,0
2901.63551719642,2613.32732770439,3309.60453422682,3337.34454718023,1985.37965582461,4879.54946729222,5436.19231630471,4905.50098285296,5977.93651532104,3981.99140033075,-5126.72244694027,-5697.23249866621,-5437.46687900985,-5908.23394109985,-4941.68570846445,2399.98488218768,1.26775754243136,0,3505.39557506445,3162.44802340962,1734.74662951824,46.3823077317895,3972.33516894499,6111.17404881148,5487.63044385788,-5626.96602994301,2252.06888645754,-56.879064672089,22.9889389092226,-4.63722722386885,-35.9623874371131,-22.9024046426445,-55.9310440751404,15.6090832918863,-7.55265446926512,-18.6086787900542,"Russia.Kytalyk.T1","presence",0,0,1,0,0
1883.5443001524,2115.72832597503,3063.19664460475,3296.53680831641,2227.93757913356,3612.45931658647,3892.36531212129,4428.73181366756,5974.61016080774,4085.24145180705,-5937.98400110283,-5503.62769747137,-5463.49789565964,-5696.35659997199,-3891.8681245394,1860.88173339823,0.795874154567718,0,2267.35108948451,2365.91432635094,417.509915157002,6.10696162733926,2703.41806881767,4693.09672331548,4631.99414186012,-5387.95690642544,2469.1580015497,-30.6547676367029,0.280963026567668,-0.667094219398168,-5.45735014812336,-5.32872475417834,7.01036985996135,-0.999144673379822,-3.66478239280771,7.31035743947276,"Canada.DaringLake.LowBirch","presence",0,0,1,0,0
684.105318948807,886.759156409109,471.73668447285,697.997234620514,495.025791363907,-2398.51715419136,1797.32787740739,2129.20499491673,2037.58147460328,1274.97263419423,-2305.529094737,-2270.92041058746,-3241.30523393906,-3009.59487750451,-1367.65479559696,1269.93355102145,0.619643092155457,0,684.105318948807,647.124837163037,415.02247193626,6.51998370982413,-1937.00807679643,1797.32787740739,1792.78320246045,-2305.529094737,1873.6504383421,-23.4688594255838,0.290140974671117,-3.19311664332825,-3.42807465614095,-3.06235006638268,21.0058366135497,-7.26959217137787,-5.13965110782017,17.7127337505285,"nonveg_957","absence",0,0,1,0,0
187.343323948532,846.592519355437,112.492944618442,1093.6457996608,-175.804952690634,-1399.1189194074,348.758958460202,1264.40091421191,1623.40958366009,-278.88460798701,-1328.36293954864,-412.998454756745,-1670.89420909027,-76.4139121148623,-1455.12838548171,2141.33405133538,21.8847503662109,0,187.343323948532,412.853926978516,1269.45075235144,14.5259310655666,-1335.23266057699,348.758958460202,652.744640237844,-1328.36293954864,1594.48029697541,48.1518856705299,17.6669293419449,20.8620550001095,29.2218457081591,19.6584271040112,43.609310635395,-60.4779438207846,8.60583642944853,52.2663061484852,"nonveg_994","absence",1,0,0,0,0
2571.26195044312,2004.7097903133,3028.12140122324,3453.26138924242,1547.285377542,3388.80931668981,4785.20484063922,4045.17724586485,6061.330863445,2957.27384371165,-5192.53799443851,-4832.79849419536,-5598.24440022368,-5921.28367544492,-4129.32328971171,2276.64977367661,2.06957266065809,0,2381.05955822284,2511.95802089209,1927.23121433326,31.0941441724201,2354.88163420685,4577.37923505989,4602.48329739603,-4679.57965427039,2330.39305147252,-18.5225018176906,11.3022467349803,11.3621006082146,0.519468319988876,-3.07728197597884,-6.68435628941429,16.8494248018409,-0.223625376179931,-3.83080696547116,"USA.NorthSlope.Oumalik1","presence",0,0,1,0,0
-253.343791550779,-253.744691541516,185.25599350976,-422.197006210308,-438.405278504889,-388.51374413016,-481.355812244993,-475.835261934165,-641.514398285453,-655.270273894751,-23.0366801153601,-18.9004098709993,384.88020890696,-321.809960487551,352.600977015137,1449.16711716923,31.0020389556885,0,-253.744691541516,-236.486954859547,623.661272014648,3.24669275358086,-894.756886089046,-481.355812244993,-447.596410390487,-18.9004098709993,706.690169394512,-5.24163649775774,-3.61972854549644,-10.2171336265227,-11.4143108555554,-10.5151809317659,7.94460820175073,14.188653086905,-9.16124093259232,6.56421790437253,"nonveg_592","absence",0,0,0,1,0
2660.48840409283,2494.36805880569,3188.16869224625,3623.59788670515,1853.92998568926,5565.95939246879,5481.74995915057,5273.11708420364,6921.69349070833,4269.21343847572,-5842.47642816144,-6355.74358855395,-6272.75814636168,-6030.56940456738,-4888.74464772299,2024.56320004189,1.40212397575378,0,2862.11490796099,3136.72203185645,1945.06982097923,16.3372746705896,5230.74426959275,5797.13176382957,6118.81396064755,-6090.12583642713,1879.79975328926,17.4795808325285,6.3499587666839,24.2659301199883,24.501375871624,15.6814973461313,3.21331417600539,-13.3728155903985,7.81177208390087,3.1492850794485,"Finland.Javrresduottar.A-Betula","presence",0,1,0,0,0
2193.35126263824,2500.5328961136,2718.98722217815,2625.90413807615,1335.15234100157,4381.28503682842,4933.38372553757,5378.56445707387,5698.71779465091,3360.74289388709,-5136.70591171843,-5664.58486594985,-5806.54396889309,-6006.9812801871,-4740.75258378366,1811.26013241166,2.28838601112366,0,3118.22184951686,2886.96721583864,1349.6880825767,30.6171295382243,4418.8920297765,5715.97975059766,5365.32929995732,-5259.77601879802,1206.70789023446,-28.914000138694,14.2658879475183,3.12109705281223,-7.33236089670729,-6.27872275948739,7.72624475231459,-3.43785739175725,-2.76577644480487,9.25568162667334,"Norway.Javrresduottar.EC-Sedge","presence",0,1,0,0,0
1130.12757412203,191.095931682083,399.352513749264,1050.31976285488,276.411212229915,-1573.04620555122,1706.84573438249,557.099373070047,1662.4011499237,531.954049990627,-1538.86157898093,-2794.18884983384,-3051.48451041904,-2323.65190313143,-1690.52517276244,2624.29931670412,2.73595142364502,0,399.352513749264,609.461398927634,939.031642439943,30.4898700675754,-1177.84233587487,819.763992137189,1055.61285990081,-2323.65190313143,1512.62293143811,-27.0617353155345,14.7617574432567,-8.98490036965525,-9.88032293543963,-7.9391358745458,0.304553890325331,-17.8443243544491,-9.67692377291103,2.03003725105715,"nonveg_998","absence",0,0,1,0,0
304.894821353203,379.417755578729,70.8793904877214,616.628277114212,522.111958491381,-3.36053778820906,876.949411470652,954.946999895927,1460.85964590447,1019.81000011874,-2154.88421076837,-1797.100397528,-2776.72595565723,-2324.74465268467,-1261.82124517378,1380.99636605679,1.70424664020538,0,379.417755578729,378.786440605049,545.748886626491,-5.2979789545897,393.24604032136,954.946999895927,1004.66955965835,-2154.88421076837,1514.90471048345,-4.1429376077146,-7.64898936395086,1.79179991530918,1.90914094791629,0.436542695888603,6.57577641861436,-7.47051158179283,-0.980882095362997,4.91833114058987,"nonveg_1968","absence",0,0,0,1,0
2579.93105351359,2758.07034112168,3379.75500084371,3394.1335328637,1318.6983003133,3842.86466069066,5139.11159914736,5290.29004467924,6406.44189115402,2721.40478346716,-5399.05647007096,-5882.43366419476,-5910.02427543249,-6351.650832699,-3652.37015033716,2214.06854661696,3.49595522880554,0,2379.31972986837,2445.23712989356,2339.07793412413,29.6710798746715,2513.29282088728,4738.42123884684,4822.32341731195,-6105.77979981262,3353.36414938152,-8.52826821564783,-3.3199814773622,11.3951144238404,-3.64029787994704,-4.28105594116097,-5.37576563543072,-5.34859071566405,-0.361139061145751,0.0961927513003644,"Finland.Kilpisjarvi.20","presence",0,0,0,1,0
582.835329023137,263.362045552488,504.080501232113,797.430862854618,368.842452064049,-2773.15686421631,1581.62323251445,1239.36267317784,2045.87413023436,1027.72689395084,-2114.29038165125,-2514.8709791354,-2501.85191487218,-2196.69361905359,-1752.92642286237,1187.4688931647,1.75999760627747,0,504.080501232113,503.310238145281,534.06881730213,8.9163698732953,-2561.35070436292,1581.62323251445,1511.47636900577,-2196.69361905359,761.94455627303,-3.29612949609364,0.0891669109054665,1.89292931111229,1.50945158979448,0.431249070579943,-9.12341657561291,-4.6885557551075,-2.25815134917255,-2.08331244719451,"nonveg_913","absence",1,0,0,0,0
2607.55973206957,2118.31906393574,2669.55728894695,3638.52676131539,1543.50631693564,3887.89365274874,5850.96951494422,5556.32809699147,7356.56253242471,4230.06483548834,-6503.05091634248,-5825.88618315941,-7295.32480700724,-6857.78016754777,-5542.94725156593,1790.28977248579,0.217862104376157,1,2629.90918839381,2750.11131413187,1691.2613450974,31.971910232818,4615.21330376045,5896.54614685005,6175.3017564456,-5703.04753261785,2392.4447123745,-29.7231889864358,14.3337814405381,2.1298731727223,-5.47282341481496,-5.29709446811175,8.57905574028727,-4.9690700521247,-2.07653215364493,7.50814420276404,"USA.InteriorAlaska.5","presence",0,1,0,0,0
2663.65056182258,2663.67484507931,2963.22483439688,3082.66820637355,1742.06033793755,3953.67876721303,5642.79621537615,5559.71797143063,6319.22867406024,4134.90656144059,-5283.38899953892,-5536.44227607414,-6200.92534349475,-6488.15959894877,-4366.45185947991,2020.50765314492,3.18976658582688,0,2967.64534169598,2811.43533085538,714.582782192002,-0.0767239262591772,3308.11229816134,5942.21004427492,5746.04569946264,-5802.17996994544,3330.32433438713,-33.9443341771773,-7.40292555202287,4.64389375155298,-16.3883873480204,-11.6481539487182,17.9995287635614,9.61789473049532,-2.63769139309688,10.954269066431,"Finland.Javrresduottar.EC-Salix","presence",0,1,0,0,0
1463.59436011814,158.050055242022,605.376776031973,-45.4195061164769,263.110246308813,116.655241044059,1694.84247968181,252.20743518839,124.901494732031,324.678080081955,-808.438355514938,-2164.62469240239,-1712.23280469565,-2366.07218163822,-1870.51629325431,3709.31947728628,1.52118134498596,0,263.110246308813,488.942386316894,1509.01386623462,38.7252939938493,-278.124604326638,324.678080081955,640.250584745025,-1870.51629325431,1557.63382612328,-48.6760570663525,21.1893114061238,-30.1379939507242,-32.5251794867357,-20.9419999960214,-14.5479818603257,14.4202069526063,-13.3080034229514,-19.4384786122779,"nonveg_1261","absence",1,0,0,0,0
666.29273718208,351.810053480728,384.38192781718,675.610590802951,337.205410649011,-2635.47470328135,995.43527673771,640.270222424833,1066.72087698981,466.787943940931,-512.008432344168,-1002.43772839624,-1043.2200228759,-654.149081710811,-438.491999902658,2003.24462122598,3.63399982452393,0,384.38192781718,483.06014398639,338.40518015394,12.1884195012248,-2248.72151479055,685.820812165736,771.007026451803,-654.149081710811,604.728022973238,-5.0764517630944,-1.7961402787494,-5.14857473839464,-3.59752753656635,-2.98290718863416,-3.34861389841558,-25.9580475362897,-5.5631158840531,1.7694830618442,"nonveg_976","absence",1,0,0,0,0
1115.68145735641,815.627023880687,332.522160076301,535.555225315212,779.558008759351,-1822.81909848687,2481.6123616416,1807.01917541266,1408.35395684429,1702.80064539163,-694.66736296533,-1272.90115125212,-2631.65082719392,-2244.00759128171,-1188.91696981881,1728.37902826157,2.26294803619385,0,779.558008759351,715.788775077593,783.159297280112,14.6140629824809,-898.077948294134,1702.80064539163,1671.91844953871,-1272.90115125212,1936.98346422859,-64.5558428465159,10.5509609671389,-19.6064633400803,-23.1880263349411,-15.4158011828513,13.1929838071209,-7.62739329652513,-16.5224622793272,16.2977032352921,"nonveg_816","absence",0,0,0,1,0
2863.5443115666,2785.98018261604,3400.07298178726,3747.03517950994,1930.83910456324,4030.36720307547,4690.68890742677,4870.29039481568,5927.51859800185,3449.54031474961,-5370.39345108498,-5840.56211265552,-5868.55763771697,-5880.36819680058,-4747.66079590077,2655.21300562488,0.323384824726317,0,3271.4375548615,3205.77110603315,1703.22588524016,22.7635940946971,3793.32363906934,5328.83524494457,5345.8008255816,-5515.73370456577,1689.62812557312,-13.0313689353329,10.2557282639861,4.58952115629642,-4.04339056932612,-3.56366128959596,-3.97619370151337,1.99095109322579,-1.97946963584205,-3.88848979165823,"USA.YukonKuskokwimDelta.15B1","presence",0,0,1,0,0
2767.46564765981,1547.94543228772,3131.5441096124,3805.66766001815,1568.85793801313,3563.52835950107,4630.27599582636,2998.3654170733,5958.54062190236,2736.83028222892,-5232.64491894731,-4755.70937862524,-5517.19465988032,-6309.22158605825,-4234.98147549478,2684.26778902556,7.56516132354737,0,1471.084804185,1856.52625739915,3235.66347116247,30.6167620926424,542.908449270629,2682.46877309752,3295.62585781123,-4380.95520855936,2271.39168528769,-5.1032558267689,3.7946950764145,24.8331813844401,3.22439000054679,-3.32680427555822,0.883839250893789,4.53788841914521,1.44621038969141,-1.49238830979532,"Canada.KluaneLake.Outpost-MixedTundra","absence",0,0,0,1,0
86.6253065574278,985.302964638366,643.969235570423,701.808658527087,-900.952208195479,176.601358621707,250.717792911722,1362.05046908047,1302.77503121589,-1033.86236970309,-1234.9283042298,-1002.11583787321,-1262.96010400135,-1099.66907295524,-859.49849443823,1770.68399254956,10.1982593536377,0,643.969235570423,303.350791419565,1886.25517283384,37.9837505674195,574.52689230228,1146.57878159221,605.651941019438,-1099.66907295524,403.461609563118,5.00960115831725,-5.60240114600041,-0.0388843863453598,22.3325244888796,19.8160488237719,15.9544822910693,0.249021749633613,-10.7917024523049,49.7658617297203,"nonveg_897","absence",1,0,0,0,0
2731.65669375337,2638.43117539458,3041.71878201105,3488.33311342565,1770.15732055511,3285.07120317615,5136.58118072695,4834.47062325459,6184.39263583708,3449.66135023559,-5401.60377279983,-5443.67706502514,-5878.41302186677,-5598.35001513233,-4485.13795479,2293.49512754723,0.79490636587143,0,2809.81863619758,2887.79967110353,1242.24260061038,12.2295675219359,3064.00469355781,4949.19720620386,5093.17695786693,-5508.38294670898,2025.37097972159,-1.98112713299818,3.43717463710464,11.3013248381414,1.46515445530873,-0.196216363849919,3.51925457851549,-6.84233795346501,2.0195166215409,6.58695472526855,"Russia.Yamal.Laborovaya-2","presence",0,0,1,0,0
