"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","texture_NDVI_peakSummer","topo_slope","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeLSES","site_code","presence_absence"
1543.87594707496,2605.26330007815,2419.07163899267,1542.52850663931,5003.75436419945,-4755.70603123948,-4704.89379507254,-4594.43270852748,-5394.5733036207,-3616.88744709949,-175.972731559401,0.746004501978557,2081.87353120477,693.871514927135,-17.398925767686,"USA.NorthSlope.9","presence"
2357.69128761029,3357.06363045303,3914.76241685773,1573.51489783119,6703.78489730337,-5940.92567122932,-5369.11139018376,-6558.44374052037,-7068.62285816929,-5359.07844559687,457.837675347499,0.750378211339315,3427.38854274297,1654.07647260995,-46.0269612890576,"USA.InteriorAlaska.2","presence"
144.668741218291,618.944994580692,342.041948798582,1375.65422029165,740.263885314765,-2543.03172242658,-1872.85850022348,-1624.54445999122,-2085.24955937337,-357.132469974728,-750.160997955723,14.6236114501953,342.041948798582,1631.898495819,-24.9619080717053,"nonveg_700","absence"
626.727589735904,710.243443574123,578.996755513399,325.746820839672,972.663537022137,-1376.78159286928,-945.888594138797,-836.271528933658,-1005.030285239,-1175.47338510368,-504.184327087607,1.80528426170349,578.996755513399,466.903053607717,-27.838617946073,"nonveg_912","absence"
1039.98951399964,1308.71217851026,1158.79570698017,746.793957291635,2560.73472967757,-2864.38640093756,-3296.92140103295,-3631.67535545608,-4402.07256041552,-2257.62797536643,-3.8833435075043,3.18992066383362,1105.41166667251,860.395382809766,-8.56738238474291,"Canada.BanksIsland.GreenCabin-C07","absence"
465.491000889861,888.482753268385,516.942197541786,398.171092583823,1417.4523086357,-1758.79906774937,-1692.63100682764,-1147.7830901347,-1626.37917754321,-1779.25500796875,-254.020849470266,0.287813544273376,465.491000889861,490.311660684562,-60.427393196932,"nonveg_953","absence"
3321.60155327895,3410.8655553046,3865.82333725619,2453.09557359515,5404.38124678195,-5493.11316580814,-5475.83293171758,-6355.95164837048,-6369.9185927419,-4885.21812994394,-223.53860247651,1.03095841407776,3088.3488616204,1206.9421326367,-26.678242924055,"USA.YukonKuskokwimDelta.UB7","presence"
2650.00729034178,2984.62158027004,3262.07551296063,2163.46395886611,5632.38254010765,-5445.19513826589,-5852.02032781066,-6179.71341424891,-6138.34617169602,-4862.83280730821,42.0883183066089,0.576825618743897,3033.19745963448,976.925328387209,21.3525176974116,"Canada.CoutureLake.TD7","presence"
993.547955208609,651.40307803577,698.676549620306,288.188985969689,1443.91964772575,-2305.78593415542,-1774.75305379753,-2469.16035849884,-2484.19379377352,-959.47841012451,197.212200172849,12.5043630599976,651.40307803577,705.35896923892,42.7681096466048,"nonveg_954","absence"
3569.55256480218,3493.78586367244,3615.61541865849,2284.11957468332,5639.55437127874,-5822.37167788389,-6104.92246002069,-6494.20548580461,-6421.68346544019,-5096.70170685176,187.664425277931,1.56117991967635,3246.50021479906,2872.91727978369,100.294898858881,"Russia.Tiksi.Bog","presence"
681.760913273637,94.5536466965366,170.404930010166,-414.286445597919,136.892958360299,-105.307299582459,1185.25171685805,238.622978980968,227.476222050227,-143.23142635873,-442.520942230912,22.0057144165039,94.5536466965366,1096.04735887156,24.4669694407125,"nonveg_536","absence"
2156.04303468788,2442.92790918207,2754.92662140034,802.39635935351,4952.69774291683,-4226.01670314515,-4273.739508083,-4877.60766373685,-4898.34080926418,-3187.30649307919,499.883369059637,0.24485142827034,2406.60558227504,1931.24837038052,-24.3087451356766,"USA.NorthSlope.Deadhorse-C16","presence"
3238.88950991909,3463.8392990274,4326.90567553156,1560.15113305611,6640.11096622155,-5794.78184723117,-5609.52256945528,-6974.86888944558,-6668.57408932559,-3948.91311793805,281.495724380246,13.3905147976345,3127.14581258112,2828.83178812893,-25.1904081945143,"Canada.DeceptionBay.BEGL3","presence"
302.167466368557,541.437316439322,804.710799446432,459.569458875149,1369.12062998762,-1904.49349590057,-2453.95641996845,-2151.1059770157,-1624.8982490147,-1924.95188676689,-804.325123644402,2.26294803619385,541.437316439322,502.543333077875,-12.5931500037245,"nonveg_816","absence"
247.455709412566,1043.39321889913,766.983066100925,600.486454642033,1643.4043737543,-1893.42482150444,-2661.03132080891,-1949.80706555767,-2338.76776850041,-1689.92960032137,-625.488703424226,2.92023682594299,766.983066100925,795.937509486568,-72.3579554078698,"nonveg_628","absence"
2677.83270178826,2607.35992831085,2677.51566021432,1884.26093982173,4772.90308884299,-4438.38823505686,-4656.65412426144,-5177.9671568121,-5245.24547401106,-3680.74583306855,-109.167574943412,4.51342897415161,2157.75456601798,641.950595867068,-6.86520784580969,"Finland.Kevo.12","presence"
247.455709412566,1043.39321889913,766.983066100925,600.486454642033,1643.4043737543,-1893.42482150444,-2661.03132080891,-1949.80706555767,-2338.76776850041,-1689.92960032137,-625.488703424226,2.92023682594299,766.983066100925,795.937509486568,-72.3579554078698,"nonveg_628","absence"
192.800818860234,-106.511192871783,-77.4626701894956,-173.164983676222,-1589.0656599037,8793.96131165215,7556.93123873656,5078.85124880345,9122.79165239399,8417.37452327085,-580.30545832796,0.0602303221821785,-106.511192871783,370.694482866232,7.30029296907359,"nonveg_1994","absence"
1687.28903707608,1894.97375754257,2663.16652459346,941.268172785441,6512.30314137596,-5719.29199386452,-5296.83983676413,-6296.90212816873,-5821.24092684662,-5974.64870903566,1104.66818277366,1.39472556114197,2017.84531492793,1945.88697350745,20.4580485126723,"USA.InteriorAlaska.1","presence"
1416.29564042578,1664.51325536127,1802.72424782873,2196.79354592086,923.05756049964,-1265.15360328926,-1362.93982324036,-1869.82860578837,-2293.90838157218,-447.311305503108,356.613685156528,31.1720294952393,1802.72424782873,780.615304258862,-8.00701983662866,"nonveg_647","absence"
673.269116239748,95.2933231360208,693.921533520591,316.309227817272,106.065701480193,-2414.7042918811,-1493.19024843272,-2993.83572710843,-1814.59685148536,-1621.89028816666,82.8402612134185,2.51329660415649,316.309227817272,598.62821038457,57.7975793103727,"nonveg_866","absence"
479.193214842092,204.284082537553,968.831097311951,1308.05874106296,476.324836057514,-528.658383931626,-1984.4538611089,-2322.33207446766,-1489.96616398727,-865.450787876093,617.541368535621,13.7921733856201,968.831097311951,1618.34696090794,54.9818264609077,"nonveg_602","absence"
386.029270192857,220.071581379428,263.12117833646,-200.345998133441,256.725269162796,-1148.93620676437,-475.084803673574,-641.872611250053,-540.157343046249,-310.092808385493,68.4166753642435,29.133918762207,220.071581379428,1257.41989906408,12.7659760625715,"nonveg_875","absence"
2504.779698398,3242.41932273226,3556.51902988115,2177.26615707886,5278.11967369881,-5294.07128624487,-5416.17513143499,-5724.90522150254,-5943.061864727,-4704.56659594962,-27.8116184727476,0.475167792152475,3312.1529405796,1547.69143598916,-46.3652106531353,"USA.YukonKuskokwimDelta.UB3","presence"
1794.9596398291,2399.75162560921,2799.37037007225,1454.19091562734,4786.58207028857,-4924.11067337721,-5364.63982134581,-5353.38670395337,-5269.51678311034,-4319.86984390021,108.166473842816,0.912414657572905,2005.52071041356,1602.42707739953,-22.1563842730365,"USA.YukonKuskokwimDelta.15B3","presence"
193.645871844393,790.196794182313,814.581494474572,573.532310570396,1247.24271292846,-2244.73667211653,-2638.51015696008,-1506.33922051911,-1451.54702549163,-1479.71113309892,458.635536877428,0.847245991230011,573.532310570396,620.935622630179,-149.13773058448,"nonveg_583","absence"
1634.93096417947,2221.5013613596,2175.67837298465,1040.28214850695,4163.0692234315,-4333.7875912637,-4392.5443447021,-4519.5590121396,-5005.10137560016,-3789.16571245637,34.7716299634913,2.79688203334809,1919.59937997187,1473.18671590715,-39.0609686628735,"Canada.BanksIsland.GreenCabin-C10","presence"
2698.09665699058,3070.23516116707,3069.52627959096,1533.36373918966,6557.49197355233,-5801.95140887867,-5741.11204708276,-6177.32538850282,-6483.84639604621,-4665.48610844908,-13.2428496536558,2.7527538061142,1771.5104026014,1176.21484783053,-26.8226275178464,"Norway.Javrresduottar.EC-Salix","presence"
3249.79412691846,3386.36504422823,3710.30673360007,2145.08976703455,5750.10683546175,-5135.37437558571,-6033.78568274876,-6854.55519431053,-6006.49444583031,-3359.53340174669,140.85352250023,5.53901608784994,3094.80611029666,1729.49684734736,-31.68131681816,"Sweden.Abisko.VJ-DryHeath","presence"
3297.18047716535,4251.05674353044,4519.2385262795,2168.7675240761,7104.4701397821,-6183.70523385808,-6367.82655645362,-6948.57250268765,-7295.52562140705,-4990.5420393522,-17.6735012882434,0.527337408065796,4046.41308164517,3015.7372026901,-54.8540815209049,"Finland.Kilpisjarvi.16","presence"
2209.00135578665,2229.85043476894,3133.64517803008,2015.75215021545,5437.1509113657,-5580.04395660295,-5595.76877259929,-5725.87170242698,-6080.69180783772,-4231.57683222064,91.6946295144455,4.09714961051941,2149.2231938728,1647.78528866009,-4.20279380210968,"Canada.ChukotkaRiver.TH4","presence"
1294.57705674662,425.670044047866,154.945727845409,491.69433381505,1043.68912952843,-625.695716005957,-646.949019484371,-2110.44961544346,-2538.60382039191,-548.566924865918,-200.172741304268,12.7060670852661,491.69433381505,1139.63132890121,86.8907012698755,"nonveg_941","absence"
203.570459601536,85.0402642986585,214.293545421491,10000,77.6784470320541,7.62237527723221,-151.784016994697,-319.566952369236,-213.006428626743,427.680495443771,-35.0787139698048,9.70232677459717,203.570459601536,9914.95973570134,59.2650976514388,"nonveg_1477","absence"
1778.85034701165,1761.99414646374,1957.72986158181,832.304950809741,3869.71740277297,-4080.11258594637,-3698.90496455257,-4634.98063525951,-4956.07416165982,-1894.00043960486,-357.059182707896,0.487166726589203,1130.72119604606,327.641693895181,-12.8403699684164,"USA.NorthSlope.WestDock-C14","presence"
2570.87475904147,2799.3317422135,3586.34870194591,1506.58877940856,5723.34541904721,-5764.68274541827,-5899.95306543323,-6780.71255527793,-6279.52584423429,-4983.03549427919,-343.779780007796,1.56544415156047,3137.34476732039,2244.86255454222,26.676730182196,"Canada.LeRoyLake.TDA3","presence"
2289.50305737284,2473.37153817212,2415.705205242,1146.53197511786,4532.34147338132,-4556.90246014776,-4157.8084562705,-4607.81648493755,-4823.21958677174,-2920.90999706626,-25.3902724373539,3.81205239892006,2188.71434547424,1476.87993686438,-2.09583985826682,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
2030.4092497177,2113.96544687481,2227.82082136365,1221.73855608495,4117.83664337821,-4388.79933168077,-4682.02201461671,-4995.07312726787,-4834.87343546118,-3325.32899854924,32.670956104942,0.338950538635254,2045.97705858938,870.05433546845,21.3464396861149,"Russia.Yamal.OstrovBelyy-2","presence"
2825.68598047739,3807.56211125664,4094.41579925882,3206.99680572202,5873.23800648845,-6143.27543834372,-5378.94135289406,-5652.4341352324,-6214.49230949891,-4387.12546788233,-87.5543798104647,1.46955156326294,3512.87915374877,1835.62732491661,-33.9187709224427,"USA.BrooksRange.6","presence"
421.413226420739,486.177237613094,-248.173397482909,-5.44464029205994,1145.85562665517,-156.813104378542,320.285135026323,-21.435475534524,-1017.29048257363,2121.42801070903,867.897041427616,0.472099512815476,-5.44464029205994,770.152085821634,-3.59800062179751,"nonveg_1547","absence"
2830.02117367464,3942.75995248648,4578.92893128415,2127.0657925925,7100.04044893436,-6502.16414668131,-5955.83973584945,-6990.92694342708,-7185.24142615158,-4596.79089696087,260.918775327596,2.12881795565287,3047.04382221883,1414.6453657727,-52.3942728063961,"Canada.ClearwaterLake.AB2","presence"
977.532984125559,1127.42611757046,715.820327983776,-232.162344792226,2416.45091188674,-2702.84898329824,-595.739192278775,-1963.16306778436,-3066.29205697467,-541.804062668246,424.657312265981,1.45060038566589,715.820327983776,1712.3988320814,-7.49465667224518,"nonveg_532","absence"
-414.150154611707,237.8261013274,562.375075063908,-43.4843221285573,600.662679263667,-1031.39593723909,-1575.21640439072,-1119.52372574963,-882.263875673735,-653.185706849287,103.836652894031,4.51217555999756,120.648474223204,976.525229675614,-59.270568721737,"nonveg_1499","absence"
1474.25597347979,1788.7276275116,1895.0228422755,1151.40791310454,3725.28083723329,-4707.51046667472,-4824.04771078867,-4682.56681656815,-4743.44406625244,-4310.62951251587,-37.3568650373851,1.75927621788449,1213.06146568551,424.773982513247,-8.26044851088131,"Canada.ChukotkaRiver.TPO5","presence"
2929.88991346234,3717.86317944809,4321.8593795541,2411.27544175469,6041.4825008672,-6148.81912830506,-5749.79665571793,-6452.800620008,-6596.40412961813,-5214.62675545325,248.48925201128,1.24164128303528,3245.14661889252,2209.69341873527,-27.7196226372559,"USA.YukonKuskokwimDelta.72B4","presence"
226.309841719323,850.664004042154,314.967547721963,758.839857528229,1211.08909423324,-1077.925407511,-2088.63659143814,-1374.88799314247,-2095.14782176577,-1279.48654376552,-266.983166884679,0.099735900759697,758.839857528229,817.399789927824,-44.5967258802022,"nonveg_894","absence"
-414.150154611707,237.8261013274,562.375075063908,-43.4843221285573,600.662679263667,-1031.39593723909,-1575.21640439072,-1119.52372574963,-882.263875673735,-653.185706849287,103.836652894031,4.51217555999756,120.648474223204,976.525229675614,-59.270568721737,"nonveg_1499","absence"
3580.34411277947,4565.75548646395,5015.1939889857,2518.21707945579,6966.56509173559,-6267.77368818157,-6614.27010815929,-6909.51997612389,-6939.70838713501,-5553.58794934249,-113.897526159738,0.9711424484849,4048.37233606061,2956.58043700292,-41.0233343537392,"Norway.Javrresduottar.A-Betula","presence"
2345.02700603199,3247.71128727011,3705.00003656316,2003.11054150854,6455.51158161355,-5817.51596806366,-5806.7876025321,-6319.20831891302,-6871.07023378857,-3732.08328239854,83.0464977380656,2.05277895927429,2592.9746221078,1640.63221115846,-29.4888422905912,"Canada.LeRoyLake.TDA4","presence"
2629.85410945226,3324.61262614578,3647.30801296987,2226.55590838338,5483.70986345765,-5669.85799552517,-6094.76973441623,-6060.77348579956,-6209.5824667544,-4936.28603849498,31.3381037980335,0.136481593880389,2816.81611171183,1885.41177879925,-23.3586562406478,"USA.YukonKuskokwimDelta.15B4","presence"
2595.09980609814,2873.77920345894,3039.07646969566,2108.14764505323,4359.85723379853,-4519.36044262608,-4439.26792730056,-5109.17367037138,-5391.83435523929,-3786.72733505652,96.8295231109266,1.17592571179072,2597.0297025097,301.419053946959,-9.68121385496124,"Russia.Tazovsky.Unburned28","presence"
245.870956880864,725.098361794826,516.93161048484,233.816515389451,1184.98148278227,-2158.75144377051,-2569.33384983741,-2103.30295753364,-2705.23384755622,-2069.1519031059,-65.8671498273059,1.70387876033783,516.93161048484,491.281846405375,-26.6237447174424,"nonveg_849","absence"
1270.45276630532,1357.37811417946,1576.29385699463,854.386318481395,2543.07385512147,-2991.74689387722,-2977.05395335551,-3541.71912295303,-3293.64406684314,-1661.89920680859,-50.8674081128605,3.8305109500885,1437.97852890408,313.90813132352,-14.2902939183691,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
199.575230269649,412.078930507708,1229.27024432652,-248.623727575621,635.135072738452,-333.464245974068,-1012.19395570862,-952.063446818026,-428.734815888145,-386.919166290427,-677.6595866599,10.1515512466431,311.987888409479,1477.89397190214,-42.5007400476119,"nonveg_1234","absence"
-349.771209139918,425.543949619364,567.438966887518,776.854070658507,654.142365062957,-479.805298150163,-1347.64439210325,-533.846336857281,-449.78999209449,60.8604321204707,-220.191604520582,19.9044456481934,455.759323092186,1126.62527979843,-40.8060609873306,"nonveg_703","absence"
502.242885406619,403.265253216707,259.780052109772,417.570427925524,665.440258181358,-1354.90662866916,-1569.83576389752,-1855.89653922141,-2173.588348507,-329.729565047009,533.591249252009,15.3318748474121,417.570427925524,266.438146631702,16.496272031652,"nonveg_752","absence"
2566.64873168886,3382.63048419945,3527.35677257584,1713.47672521462,6208.00184120658,-5331.33073451874,-5463.33039984976,-5839.18329501528,-6390.18743155922,-3682.87618844432,179.105877729294,3.55692919095357,2586.14832873476,3006.40670029296,-64.732795548435,"Canada.DeceptionBay.BEGL2","presence"
1510.71608637875,2240.18738130414,2637.01431071354,994.137100124449,4481.11598340767,-4513.75716523573,-4471.67747842959,-5032.80078533437,-5225.70559994025,-3642.38657386028,35.8388163705145,0.528241947293282,2386.72223235049,2512.14552688713,-54.3738496954636,"USA.NorthSlope.FranklinBluffs-C15","presence"
704.039856818562,842.514045055141,503.697209589336,468.50098037153,1215.59024007426,-2111.32062454351,-1723.62062863332,-1896.08067589557,-2964.20483979604,-1018.05234315574,435.953501582356,3.20973563194275,564.022917195492,374.01306468361,-8.65463676478615,"nonveg_861","absence"
548.238160801655,446.514394218101,674.685481633588,527.623156374047,1640.96524852822,-2216.53870570141,-2250.22892896467,-2394.3216926279,-2073.13178238852,-1330.933663501,-959.75812436401,1.49521458148956,527.623156374047,368.079103884456,10.1723766583554,"nonveg_576","absence"
51.3248837846707,359.158014285264,420.086828002701,-433.898379142171,1700.27958620022,-127.787670702078,149.725406791714,-271.756392877815,-584.253459339866,250.625339946395,235.463403035139,0.0584703125059605,71.7163300496611,853.985207144872,-18.1078312059172,"nonveg_1889","absence"
433.3610868199,866.490613226935,519.624241284604,-226.507866137896,1497.78254862496,-481.364369449393,-1328.45945914476,-939.333254439856,-1440.77283014662,-568.402979939219,-939.411878441043,6.91941452026367,519.624241284604,1114.78353191246,-54.1411908008793,"nonveg_673","absence"
2469.66215537109,3108.98810810295,2970.0298816742,1473.37069478169,6525.61661978995,-5854.21225905213,-6065.08697704247,-6099.08278516187,-6672.48685900308,-4867.2163146751,176.88352096408,1.78689968585968,2817.93254517031,2194.17065232023,-62.9372837455503,"Norway.Javrresduottar.EC-Sphagnum","presence"
1416.29564042578,1664.51325536127,1802.72424782873,2196.79354592086,923.05756049964,-1265.15360328926,-1362.93982324036,-1869.82860578837,-2293.90838157218,-447.311305503108,356.613685156528,31.1720294952393,1802.72424782873,780.615304258862,-8.00701983662866,"nonveg_647","absence"
2712.75831295788,4299.63926155018,4519.95208056732,2106.52884906021,6826.29332053266,-5905.52638220947,-6755.68575369042,-6157.44417281338,-6395.69210590496,-4634.70474608535,-127.984834870869,1.24030292034149,2720.68616480696,2496.93509576519,-63.200011515709,"USA.YukonKuskokwimDelta.15B6","presence"
548.39771893888,1367.50496345667,2135.09087611283,1858.14765136792,3083.11266427636,-5199.35302420241,-4277.72449941178,-4090.68462964196,-3389.25584386184,-2878.04473985007,-163.750616597267,14.1233100891113,1367.50496345667,1872.91146244173,-43.1109076061996,"nonveg_1069","absence"
3147.87678922154,3646.04604038865,3587.54828228079,2412.46339135348,7681.21327168522,-6293.02021881685,-6753.92064843379,-6738.24990701253,-7209.28673788547,-5734.57170285195,36.9246825800758,4.07104172706604,3217.49743199224,1300.88919348717,6.64790202140196,"Finland.Kevo.6","presence"
421.413226420739,486.177237613094,-248.173397482909,-5.44464029205994,1145.85562665517,-156.813104378542,320.285135026323,-21.435475534524,-1017.29048257363,2121.42801070903,867.897041427616,0.472099512815476,-5.44464029205994,770.152085821634,-3.59800062179751,"nonveg_1547","absence"
3550.33155402705,3777.61436654206,3604.14439335049,2550.28618431763,6186.92536776385,-5754.01857030568,-5927.69114628505,-5844.07728461865,-6241.28311717888,-4589.39723540084,-30.1384706434046,6.85893478393555,3174.41453326534,1419.28312089746,-45.4178183411106,"Finland.Kevo.1","presence"
3580.34411277947,4565.75548646395,5015.1939889857,2518.21707945579,6966.56509173559,-6267.77368818157,-6614.27010815929,-6909.51997612389,-6939.70838713501,-5553.58794934249,-113.897526159738,0.9711424484849,4048.37233606061,2956.58043700292,-41.0233343537392,"Norway.Javrresduottar.A-Betula","presence"
136.865053484692,657.8241311024,651.129590365292,-80.4604135499898,2196.73641107088,-549.672057203728,-951.557996591362,-1303.05577092723,-1521.1174898516,-969.833470607373,356.270245824789,44.8595352172852,651.129590365292,975.576029617591,-15.3223258122855,"nonveg_547","absence"
-54.9123019601081,-49.3692549257931,464.870604407251,-291.017126120519,297.434666377908,-8.63104913770678,-1371.44065354621,-1671.64291099346,-1090.40360711078,-1044.04140941067,339.103745272452,28.9719467163086,-49.3692549257931,1209.64130817656,-0.263954620681668,"nonveg_932","absence"
506.85546190421,491.630413976905,71.563946285474,720.488839002167,1140.49733051821,-1113.26016614666,-1645.40564146433,-1646.84885113084,-2172.1296028606,-380.485454551507,-327.021231557681,13.9480972290039,506.85546190421,648.924892716693,2.17500684675788,"nonveg_984","absence"
-393.094138376621,-122.633855890571,478.158231978386,-22.9017916724081,80.1078351306297,-370.600673792489,-1206.1044366799,-927.319476068262,-323.65081946526,-875.189381926695,-504.940898701413,18.6197967529297,-22.9017916724081,871.252370355007,-7.9547141907662,"nonveg_1268","absence"
633.26056034682,891.30320167266,948.835772337912,1178.19916199856,1505.44727039528,-2770.67863881345,-2599.05853526087,-2281.00240431649,-2280.78686395736,-1515.28431337534,211.079380073422,0.411850243806839,891.30320167266,544.938601651742,-23.4584219387127,"nonveg_863","absence"
2809.07016524555,3651.98451781212,4031.6515840478,2160.76350669255,6042.75239476216,-5797.44133831695,-6097.45936532321,-6302.47973764484,-6470.07309114084,-4673.44298157194,76.2302829775089,4.60490096056903,3235.36320838751,2188.74545465475,-33.6663569364711,"USA.SewardPeninsula.QuartzCreek3","presence"
3297.18047716535,4251.05674353044,4519.2385262795,2168.7675240761,7104.4701397821,-6183.70523385808,-6367.82655645362,-6948.57250268765,-7295.52562140705,-4990.5420393522,-17.6735012882434,0.527337408065796,4046.41308164517,3015.7372026901,-54.8540815209049,"Finland.Kilpisjarvi.16","presence"
2802.07441829808,2948.04807957999,3208.21870395701,1866.1804492065,5122.74524902016,-5395.80462786143,-5628.29941725649,-5964.00110291751,-5611.74639121595,-4663.15135320389,-56.6522339671311,0.110417228937149,2692.4070587156,1519.78332066485,-25.7737388888176,"Russia.Yamal.OstrovBelyy-1","presence"
948.688427102622,772.556690964698,780.572989634166,1067.23396380735,1420.49227616328,-2931.02316980523,-2392.88546996489,-2631.32254582821,-2633.59261966699,-2060.93214730336,261.45737438821,2.79129719734192,780.572989634166,614.896428353616,22.0164670172406,"nonveg_561","absence"
199.575230269649,412.078930507708,1229.27024432652,-248.623727575621,635.135072738452,-333.464245974068,-1012.19395570862,-952.063446818026,-428.734815888145,-386.919166290427,-677.6595866599,10.1515512466431,311.987888409479,1477.89397190214,-42.5007400476119,"nonveg_1234","absence"
948.688427102622,772.556690964698,780.572989634166,1067.23396380735,1420.49227616328,-2931.02316980523,-2392.88546996489,-2631.32254582821,-2633.59261966699,-2060.93214730336,261.45737438821,2.79129719734192,780.572989634166,614.896428353616,22.0164670172406,"nonveg_561","absence"
