"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_NIR_peakSummer","spectral_SWIR2_startSnowfree","spectral_green_endSnowfree","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMean","spectral_SWIR2_changeSSES","spectral_SWIR2_changeLSES","spectral_blue_annualRange","spectral_blue_changeSSES","spectral_blue_changeLSES","spectral_red_changeESPS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
-64.0422954205059,33.4238441555215,421.475712019988,606.999752040356,-342.499337526731,153.954345928614,234.530002610999,645.552388596242,415.09880102608,-317.432283180907,-1709.60268091619,-1448.68871468438,-775.681444670392,-1162.86151021564,-1442.4069132363,1427.56711172737,3316.43093551346,1591.85430143369,1209.92605068689,1499.50544122299,-373.933032041344,-0.53164803981781,34.3466644287109,0.0206673480570316,0,949.499089567086,9.28190140354083,226.340650996206,962.984671777149,-1307.84825274458,2.04706273044906,-12.4485800295397,921.735274941608,-14.4257525375167,-17.7999036632034,54.7140684865909,"nonveg_572","absence",0,0,0,1,0
3139.48901308776,3721.32663086227,4022.6062675079,4093.16985179188,2187.84167344208,5734.78025375793,6018.68454875952,6705.8945257117,6885.35546574039,3776.3202165406,-5921.81937170246,-6317.61509672287,-6457.0293543307,-6777.65853066213,-3667.79174074673,2802.32891775788,2773.20993585283,1485.21565021585,597.262503436388,1062.77782773983,204.728528606457,0.050603012740612,3.48000731468201,1.44042022228241,0,1733.00967470802,27.3539828367077,5756.56403777406,3073.74698151156,-6000.81014945216,-7.80938808208928,-33.1316594228951,959.79999001891,-10.8613254535211,-43.5536365488069,-8.35113808209037,"Sweden.Abisko.VJ-BirchShrub","presence",0,0,0,1,0
3092.32195346005,2917.05401270228,3453.94158028307,3853.59732126041,2131.27490328797,5443.78746424935,5144.53702255502,5828.20654697864,6506.76331885411,4041.9018161292,-5695.33687052014,-6068.13039805671,-6540.78529335285,-6278.24265132258,-4744.54463637964,2484.39288199311,2812.67571032572,1308.94431208059,637.134336179398,696.653103425034,19.662874339651,0.00439888744481974,0.737298582281386,0.0895629716770989,0,2274.13554455123,54.3681960449205,5380.04604877415,3502.07876814943,-5758.16365959348,7.28123172152912,11.9866287524554,323.256213707121,4.98581477214363,5.02572937629292,-4.13803376407802,"Russia.Kytalyk.T2","presence",0,0,1,0,0
1476.92933743826,1282.02694427708,848.65762172481,730.787417661694,757.305609397511,2287.89615954128,2099.41282552721,1443.4186709504,1244.04244670884,1260.02628527729,-1323.27318786987,-1436.79342366098,-2357.40196965318,-2671.4205366619,-2269.31520030569,2428.31653763788,2154.21410081184,2441.6899651669,1622.88750679906,1416.60885552797,17.092695420514,0.00269713951274753,0.411850243806839,0.204385504126549,0,746.14191977657,28.7849491216302,1666.959277601,1043.85371283244,-2011.64086363032,22.4294160182316,7.60361607063921,435.136582785562,13.8923914068279,23.496990719717,-15.7964330209036,"nonveg_863","absence",1,0,0,0,0
373.444390119127,-58.3454796489305,-223.391053450245,-297.900662174919,-58.308249204446,405.388621680769,-120.142078053032,-313.815459741745,-400.181564570299,-136.092896698399,-415.376237490982,-954.996933601719,-1189.82188747927,-1300.6382159696,-823.810899307632,2053.81292025084,1816.63427933212,3113.98595760748,1814.40626304472,2027.12504445521,102.8735528208,-0.0304965078830719,4.21474647521973,0.304266780614853,0,671.345052294046,13.9275044943088,-112.968675476541,805.570186251068,-936.92883476984,9.02375390417288,18.3894855358267,388.160346089186,-1.93972813404656,20.9009084856177,-9.78117854020812,"nonveg_995","absence",1,0,0,0,0
-139.189372304994,-44.0151619454981,-604.734780631163,-433.47603994011,-588.625894918998,-2748.42485998659,-2632.84021903344,-2622.98172166021,-2170.07454371655,-5693.74171972668,5658.46906476231,5134.52867096121,3655.78460730081,3619.49601084973,8350.35153877729,495.461709304693,0,218.790815765895,454.113559595302,549.918634221291,-648.18118085464,0.000419948191847652,0.028717489913106,-0.0220759995281696,0,560.719618685665,14.9812174204668,-3173.61261282469,3523.66717601013,5283.72597853027,-0.858204273890379,15.1342225311296,465.027454504178,-4.89746719923448,23.9125347748503,-10.0209064550737,"nonveg_1810","absence",0,0,1,0,0
42.4485253148242,422.299161458813,182.692740055441,286.91412157964,87.1775698655528,193.45357194693,658.653856173757,454.788499694258,525.590869868526,251.449064311209,-811.433091472442,-318.531770590649,-594.965088502838,-531.824034740317,-755.365693871655,1163.44490629594,1192.06349895867,1028.45896154806,874.440646395091,969.598313345015,-280.567686106413,-0.215424954891205,18.6197967529297,-7.30561447143555,0,379.850636143989,-3.44069573467143,416.787172398936,465.200284226827,-602.42393583558,-5.60082543978996,2.52685064203815,73.9401964405363,-5.38709858104107,1.52035739302239,2.88384586555603,"nonveg_1268","absence",0,0,1,0,0
1077.27290208604,874.161635548597,706.832912894161,858.440510789506,839.798462634332,2469.69067933872,2451.84993329962,2194.45191027336,2335.04717851699,2137.34688302156,-2094.09243318666,-2678.98837193592,-2929.35637924915,-2674.68542290145,-2258.92151045949,1235.7578881594,1223.8020689897,1783.82601611034,694.5154264134,801.233461723378,-140.495179757089,0.0422555468976498,2.43069458007813,0.288831859827042,0,370.439989191876,9.89476831048771,2317.67731689005,332.343796317156,-2527.20882354653,5.92815767450444,14.639296045775,266.112604536946,1.68312228662558,14.6634601494079,-5.84959856780587,"nonveg_985","absence",1,0,0,0,0
3701.18962812512,3157.25351966058,4757.47013126045,4935.95261524621,1042.99137259619,5800.91792645347,4791.22540770815,6407.41115847392,7302.07807232784,3280.9169725493,-5666.48410713379,-5699.65256635568,-6308.06905058071,-6750.57041175367,-3931.00099765128,2632.09573219501,3256.93075433969,877.934270951322,638.818105588199,665.088902575267,54.6572783800424,0.103969669673178,6.22328384187487,5.53040001127455,0,5582.71073839656,131.771111803111,5726.21190749669,4290.06410650984,-6517.96426667163,25.7339374254544,-12.3164881805655,350.92079062272,7.59379479796927,-15.2574256792487,-5.20810773509438,"USA.InteriorAlaska.BABBAGE","presence",0,0,1,0,0
823.5876889643,357.566146272895,643.442772905576,-328.31733574347,341.08579885467,1555.64570437447,926.354730451089,1459.96621858563,224.422585576331,782.941920497932,-1492.39767679589,-1825.00977861785,-2045.43475351569,-3531.65105711967,-1493.03204552354,1273.74536216489,705.077109981877,1237.64949099872,936.550781189887,1252.8641859964,220.166845737134,0.0234391018748283,1.70424664020538,0.0665925741195679,0,1151.90502470777,11.7683387831617,989.866231897091,1331.22311879814,-2077.50506231453,4.70299345716043,-1.81585193532957,732.002103788261,-0.532149516898316,-1.50130270352285,-16.0706986073633,"nonveg_1968","absence",0,0,0,1,0
