"spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
2364.27755649435,2150.36738156713,5663.65585446564,3757.77611922884,-5560.56590209234,-5964.26456568278,-5744.75911459925,-5631.54177177275,"USA.YukonKuskokwimDelta.UB3","presence"
2446.35675855975,1700.83568648353,5812.57781982109,3911.08171230404,-6030.09209196932,-6112.75171141884,-5355.9178872362,-5448.72055056528,"Finland.Javrresduottar.A-Betula","presence"
2389.34644068443,1403.47770641036,4412.47120134764,2406.96974862542,-4335.65087907363,-5091.20676702462,-4490.22418898321,-4601.9074881086,"Canada.Ivujivik.TP13","presence"
-79.4289625372286,-448.922282374481,216.943641102655,-350.781000220264,-803.409651927802,-938.832355009421,-929.605960166618,-992.784336856984,"nonveg_670","absence"
886.58294002871,458.836455706107,1995.73680341339,916.73055202477,-1928.29403832047,-2461.21872725456,-1914.04420672683,-1870.54263144729,"nonveg_899","absence"
2943.8312031576,2027.16169628756,6635.07463122008,3681.83720118416,-6348.07555357301,-6356.91790024499,-6479.14947359359,-5961.8847829215,"USA.YukonKuskokwimDelta.15B6","presence"
138.730233944819,-65.873968515037,1239.28095578899,371.131400531024,-1660.50670108811,-1684.80038771278,-1575.66933944433,-1518.41508957376,"nonveg_715","absence"
2303.62742133367,1599.09272894407,6282.27008945337,4094.98446925379,-6167.63619563307,-6265.44893701374,-5436.39719730499,-5462.79003445466,"Norway.Javrresduottar.EC-Sphagnum","presence"
2899.33974200536,2358.65116773331,6065.70472367163,4008.75561888032,-5963.73656545574,-6025.98925984325,-6061.34203561581,-5855.83387172511,"USA.YukonKuskokwimDelta.15B4","presence"
152.04128778894,648.627006148796,1352.64049992284,1335.27874053315,-2251.74565937843,-1742.34977370273,-1742.34977370273,-1798.77015539888,"nonveg_968","absence"
-301.437570718961,-339.00155566365,1801.45239730964,-503.819094922977,-163.188753361859,-511.369899482898,-475.623455794067,-303.556583006564,"nonveg_1889","absence"
-557.773328116837,-1163.16981875229,155.733717066437,-1128.06926999197,-2531.43611635204,-2174.80608399075,-2174.80608399075,-2085.74343499592,"nonveg_637","absence"
2032.90230066897,1369.49339037033,1692.01882672888,1178.76365939045,-2076.28315318967,-3058.9103315925,-2076.28315318967,-2132.95599029637,"nonveg_706","absence"
2067.08793892469,1799.49376566764,5085.51884848292,3720.4122000142,-5530.69040691168,-5589.8755774264,-5171.47645580811,-4854.60829973769,"Canada.LeRoyLake.TD7","presence"
2868.81208101498,1960.59576146777,5506.69907882071,3552.74439561329,-5576.68397245297,-5873.02673830926,-5860.38548950858,-5441.70289701331,"Russia.Tiksi.ShrubTundra","presence"
2868.81208101498,1960.59576146777,5506.69907882071,3552.74439561329,-5576.68397245297,-5873.02673830926,-5860.38548950858,-5441.70289701331,"Russia.Tiksi.ShrubTundra","presence"
533.535279024458,288.525514433811,522.071910251063,324.334579391064,-67.0550240353569,-753.483774363443,-627.004724141618,-418.971376765643,"nonveg_848","absence"
1775.27277171314,641.690167390935,3571.42168068915,1702.65646417934,-2888.90792571764,-3559.11362357329,-3654.63025809741,-3626.33636874778,"nonveg_1069","absence"
2408.57398837492,1876.56404439804,5578.34388453315,3571.96140415831,-5495.59706022587,-5910.59963730274,-5762.11020748142,-5668.05329260283,"Canada.ChukotkaRiver.TH1","presence"
2585.31534848565,1453.09274523843,6164.94312789882,3575.94888251895,-5962.17202989933,-6287.17416208671,-5834.30289219154,-5455.23693760077,"Finland.Javrresduottar.A-Sedge","presence"
2753.27439931823,2478.67725143924,6613.58705406864,4290.25980326605,-5916.87673709857,-6693.0078407694,-6299.47636685771,-6397.16652435764,"USA.YukonKuskokwimDelta.72B4","presence"
1805.93512326435,1064.14645233649,4068.82248960269,2420.23991159393,-4126.520493123,-4699.73364833282,-4331.14476693842,-4333.4150808604,"Canada.BanksIsland.GreenCabin-C09","presence"
593.974400242952,-71.6990413534394,1133.99370158291,-70.7259994047297,-769.357894865376,-681.905686322662,-1120.04281473889,-1041.15540123107,"nonveg_775","absence"
605.838931445252,251.409706652736,393.541641577668,498.619726463234,1210.11024080509,-683.21967527045,87.3525341471119,251.770657996638,"nonveg_822","absence"
-4.4286653304853,-53.7025736777793,-1393.15290442231,-1876.89600373632,10000,8190.19178987559,7448.74625864648,8051.88264745516,"nonveg_1695","absence"
1379.2621809959,979.844415674383,5086.23666453797,2419.18778966469,-4543.51089410002,-4904.7609609319,-4779.158737958,-4655.41813766279,"USA.NorthSlope.FranklinBluffs-C16","presence"
1259.7684557539,713.661043432947,2813.56266707105,1335.69105409568,-2903.00494262932,-3532.53422335127,-3067.74683638853,-3213.83153967983,"Canada.BanksIsland.GreenCabin-C08","presence"
2764.22813138727,2521.87220380523,6407.94471692125,4341.23677299482,-6120.43922255572,-6496.25385665987,-6500.68920998669,-6143.73941511604,"USA.YukonKuskokwimDelta.72B1","presence"
1347.0540368538,-1119.41842261241,-738.256661727408,-4503.63861181546,10000,10000,10000,9985.03887216266,"nonveg_1236","absence"
3217.14525694235,1564.91438337586,7868.98072821195,3600.15814819295,-6308.46708890216,-7745.90440561026,-6836.08472722299,-6660.75223949082,"Finland.Kilpisjarvi.19","presence"
434.276246316308,545.188803280354,877.480637943802,719.551016434125,-2435.80959299693,-1803.02831773645,-2073.50023208069,-2073.11033346779,"nonveg_801","absence"
1502.29270292262,1167.80492850277,5958.43922083023,3823.96723059583,-5040.2787493905,-5393.43279510973,-5600.53894538002,-5650.37246251919,"Canada.ChukotkaRiver.TH5","presence"
1610.34870878293,1106.94055091433,3248.55424959742,2541.07109818147,-3667.21459780456,-3608.04567248602,-3834.03980918013,-3679.97516082669,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
1097.49325546907,829.616348412789,1059.77819670671,1236.47846895244,-1526.15042942246,-1781.70575272907,-1781.70575272907,-1850.38611829617,"nonveg_543","absence"
2153.79712026702,2016.03510198828,5475.21611117234,3756.10624068671,-4809.25836725655,-5265.51759386778,-5020.73396465014,-5050.93450844647,"USA.NorthSlope.11","presence"
196.980839818822,10000,-367.098968205179,-925.476033342732,-158.788638559213,-546.271586608526,-158.788638559213,-247.773226547283,"nonveg_1477","absence"
1276.19178848751,434.121094359645,2844.2920288961,1191.3303667665,-3088.7526108949,-3474.54738070415,-2836.62587875584,-2889.63735440152,"USA.NorthSlope.HoweIsland-C13","presence"
288.741213218466,-151.962173074127,1777.67014671088,-97.8148534067724,-1153.50769172277,-2299.8614874493,-1153.50769172277,-1252.09536744688,"nonveg_923","absence"
3177.41195783967,2314.45624138134,6254.57189320562,3661.26227369578,-5523.05951312182,-6006.97886079003,-5291.12505040861,-5413.14557568979,"Russia.Yamal.VaskinyDachi-1","presence"
-839.337572960818,299.497521037896,393.011847181705,363.890863925129,-852.663992803432,-332.064107601411,-664.655303851766,-495.095535184945,"nonveg_1089","absence"
3245.40338183055,2372.44178496281,7335.04526188505,4513.84043844244,-6101.10062940301,-6576.91593849391,-6582.71595313078,-6243.23751620728,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2585.31534848565,1453.09274523843,6164.94312789882,3575.94888251895,-5962.17202989933,-6287.17416208671,-5834.30289219154,-5455.23693760077,"Finland.Javrresduottar.A-Sedge","presence"
2384.93939267215,1378.79168173781,4932.61113716728,2968.90326741448,-4796.33333559628,-5025.75640279388,-4958.43117545319,-5121.68778196741,"Canada.PayneLake.TD0","presence"
60.4932055643853,452.131955118921,1218.5642456158,-800.671418013096,-1323.36062824104,-1129.67293953029,-1129.67293953029,-625.318679360366,"nonveg_1834","absence"
805.756460335973,466.273329724364,2416.35919782713,812.296352622847,-2496.24460519047,-2698.15590190422,-2754.36367294639,-2448.37525473888,"Canada.Ivujivik.TP10","presence"
666.308096072965,643.322659321772,1600.11068481346,977.563222749948,-1817.7763103608,-2307.56802996048,-1599.60716094422,-1562.2534098317,"nonveg_861","absence"
310.761197010055,132.682780216921,857.341710623359,247.418721010085,-1262.02980465521,-746.860739669432,-1150.61775393996,-1123.38404383604,"nonveg_997","absence"
163.982741634131,-88.198927795678,3084.82146502625,-1504.94752946001,-2339.17977953437,-2950.52276072785,-2339.17977953437,-693.581255300561,"nonveg_1626","absence"
2880.81072166149,2375.82469560039,5300.01733538485,4356.06856289653,-5251.23441154671,-5462.96657226572,-5395.81248802087,-5265.71278620217,"Finland.Kevo.10","presence"
708.401994522418,452.505992187058,839.02221333541,814.383284721526,-1210.59442193904,-1573.40775594285,-1573.40775594285,-1548.13984026246,"nonveg_814","absence"
759.087036343294,88.9517415404028,1390.38706756227,303.796591722889,-1434.38177220231,-2083.18660741645,-1709.08567215779,-1800.78631525586,"nonveg_941","absence"
980.050855602157,789.710133364343,2264.93335047258,1161.80420696764,-2478.00458611674,-3394.87703264356,-2478.00458611674,-2530.12231710195,"nonveg_507","absence"
2204.49837585144,2387.2814429853,5862.89606070934,4091.30618134239,-6095.89120371993,-5485.16802435392,-5399.83058013547,-5403.09156395858,"USA.YukonKuskokwimDelta.UB6","presence"
121.42779315795,-893.054312562174,-2243.31920523672,-6059.90455830206,5310.39091024472,4023.16770032209,4457.51382185979,5074.51768043465,"nonveg_1810","absence"
3079.23575039087,1623.58260092485,6388.93908584703,2336.15468174499,-5967.18902673341,-6395.21359030313,-5694.69905068592,-5374.14693658694,"USA.YukonKuskokwimDelta.3","presence"
167.305163752105,529.600711941195,4706.03336204995,1566.64083079526,-4655.35105033814,-3479.98497032504,-4059.60642767638,-3801.22661512103,"nonveg_856","absence"
1097.18667345711,-39.800748093526,1261.40942212775,537.033993849814,-2215.86217334923,-1893.79641623556,-2215.86217334923,-2203.78612342124,"nonveg_600","absence"
298.145965905822,86.6004951969776,738.505952239502,86.6944502237906,-927.790844964176,-657.777219082539,-797.291974854148,-708.313415602107,"nonveg_1234","absence"
2331.29434118226,1034.23201124412,4694.78001581525,2028.1781345166,-4052.39096809424,-5580.84959510424,-4095.45896566408,-4435.00303393469,"USA.NorthSlope.13","presence"
3235.16642785502,1611.80611331902,6208.26566611204,2563.71141740959,-5680.98334784888,-6047.58199032537,-5616.0066976221,-5466.82253500474,"Russia.Tiksi.GraminoidTundra","presence"
2626.23085372252,1920.60410067002,6542.24582346282,4293.1510750254,-6168.30511926385,-6338.2463680059,-6105.0163047344,-6087.64168189821,"Finland.Javrresduottar.A-Sphagnum","presence"
2552.10676387717,2040.33590292905,5771.70182862148,4059.45317550675,-5586.90261305388,-5859.76466769276,-5336.51252877944,-5334.50795837943,"Canada.CoutureLake.TD7","presence"
886.58294002871,458.836455706107,1995.73680341339,916.73055202477,-1928.29403832047,-2461.21872725456,-1914.04420672683,-1870.54263144729,"nonveg_899","absence"
298.145965905822,86.6004951969776,738.505952239502,86.6944502237906,-927.790844964176,-657.777219082539,-797.291974854148,-708.313415602107,"nonveg_1234","absence"
-94.6671853196289,-329.064942072771,-1219.57634697324,-1720.26790608714,7173.4894350767,5573.3407062463,8209.42595032056,7780.87761982371,"nonveg_1994","absence"
196.980839818822,10000,-367.098968205179,-925.476033342732,-158.788638559213,-546.271586608526,-158.788638559213,-247.773226547283,"nonveg_1477","absence"
310.761197010055,132.682780216921,857.341710623359,247.418721010085,-1262.02980465521,-746.860739669432,-1150.61775393996,-1123.38404383604,"nonveg_997","absence"
967.577439833332,703.838278518334,1269.25486917108,1120.82218996848,-2000.28253140467,-2456.53762387558,-2000.28253140467,-2070.81853664576,"nonveg_540","absence"
-656.672017687679,-917.435084393725,2482.01647149114,-821.522571205762,-2480.36799644837,-2226.99851640233,-2226.99851640233,-2085.29103987768,"nonveg_532","absence"
56.1597544960953,490.744817361431,881.524466770474,777.782434646362,-2258.21689539604,-2066.41929110696,-1453.99943169373,-1579.7959324359,"nonveg_955","absence"
426.7715417287,561.075739334252,2299.16070821639,2035.65693978452,-144.286249196706,-1620.34651323201,-1450.24048298409,-1186.68575350388,"nonveg_1442","absence"
246.484514680593,228.794067243865,991.21412915881,506.577803166877,-1165.31696320391,-1425.09313458986,-1370.7307027685,-1262.96697399903,"nonveg_794","absence"
733.407521402263,644.741164459688,3200.88436797633,2405.86634241303,9815.76698835787,2816.16535333395,1742.97782415893,3331.76120181273,"nonveg_991","absence"
1702.79851820496,1050.27600621969,2965.4132672214,2230.58296310446,-3682.99766420651,-3956.29869851096,-4220.72947890498,-4029.70370803399,"Russia.Tiksi.BareSoil","absence"
980.050855602157,789.710133364343,2264.93335047258,1161.80420696764,-2478.00458611674,-3394.87703264356,-2478.00458611674,-2530.12231710195,"nonveg_507","absence"
1290.96336991647,747.822025371887,2466.90040538395,1370.20715555205,-2484.72138820473,-3296.07282602208,-2719.32232249745,-2644.23856136694,"Canada.BanksIsland.GreenCabin-C07","absence"
1037.33133852479,-349.303134519251,2776.56813961658,-273.556726250435,-2236.91255948879,-1921.34497808195,-2235.29163615146,-2144.77502579165,"nonveg_619","absence"
4490.81967623719,2596.11308174789,8931.9825805514,5702.39617820615,-6613.82394204733,-7360.53548044026,-6429.08892743943,-6636.97004127507,"Finland.Kevo.9","presence"
-296.733394062072,432.377997073245,1226.31244029867,834.21808952219,-2399.58741673709,-1976.96518124527,-1976.96518124527,-1923.29592602742,"nonveg_535","absence"
1875.53335390638,678.567020910613,5106.19928650934,1759.00929096081,-4760.71250199451,-5115.88622659593,-4606.80357582624,-4634.80747894553,"USA.NorthSlope.Deadhorse-C16","presence"
223.985585862892,-74.868102630663,444.656543240629,-56.5589268526384,-1469.010499845,-213.937208183637,-1447.62888000029,-1243.33698938527,"nonveg_912","absence"
370.831429933247,739.701567578455,274.491825089372,962.425428506621,-1010.62764774499,-1493.94715912038,-1126.39796595763,-997.112740239002,"nonveg_572","absence"
3509.62657598411,2395.25527150019,5935.33673925287,4147.98185537035,-6069.5627618852,-6363.10868142784,-5887.73365509525,-5646.42490735199,"Finland.Kevo.1","presence"
3519.09863581538,2574.44610715482,7053.23861588266,4805.25950546992,-6228.36307116207,-6712.13602985207,-6116.84203171934,-5962.84785062601,"Sweden.Abisko.NT-MesicHeath","presence"
1933.97970561916,2186.49106740732,7653.26259440263,5277.56295757707,-5773.22507040217,-6196.17933965046,-5393.99752871891,-5662.42011040536,"USA.InteriorAlaska.4","presence"
1965.27410846153,1160.1043429512,5085.87290109354,2503.61656521374,-4863.57889446599,-5226.82188841715,-5041.58187036432,-4789.09925947412,"USA.NorthSlope.Deadhorse-C15","presence"
2507.40851870549,1786.7231029889,6779.44353737104,3031.97184489786,-5243.47019721019,-6166.00806366784,-5624.64492856105,-5271.38489799218,"Russia.Kolyma.OW1","presence"
127.730183955161,-2192.47430336477,-1926.22833666419,-7807.95212263318,8978.81762656714,8178.93055039798,8359.83428637895,8541.07723634595,"nonveg_1797","absence"
424.381177322906,120.235193962413,1766.04245311376,214.856048850595,-1654.22786150522,-739.819337962652,-1241.89456536025,-1196.2540076828,"nonveg_779","absence"
2899.33974200536,2358.65116773331,6065.70472367163,4008.75561888032,-5963.73656545574,-6025.98925984325,-6061.34203561581,-5855.83387172511,"USA.YukonKuskokwimDelta.15B4","presence"
2882.86746938762,1731.13691468114,7807.20065133559,3583.27196507731,-6170.02283719991,-6981.57469748017,-6586.74012606999,-6190.18742122053,"Sweden.Abisko.VJ-SalixShrub","presence"
1860.71600097377,2406.59155678917,8042.88861939985,5965.53017950041,-6103.61896821794,-6993.39546764855,-6031.81047842745,-5926.69003112375,"USA.InteriorAlaska.17","presence"
2846.14941121159,1859.75107752532,7404.26105861716,3045.30859885921,-6265.604282097,-7092.32600402969,-6100.08012663661,-5686.61228690256,"Canada.DeceptionBay.BEGL3","presence"
2389.34644068443,1403.47770641036,4412.47120134764,2406.96974862542,-4335.65087907363,-5091.20676702462,-4490.22418898321,-4601.9074881086,"Canada.Ivujivik.TP13","presence"
605.838931445252,251.409706652736,393.541641577668,498.619726463234,1210.11024080509,-683.21967527045,87.3525341471119,251.770657996638,"nonveg_822","absence"
-656.672017687679,-917.435084393725,2482.01647149114,-821.522571205762,-2480.36799644837,-2226.99851640233,-2226.99851640233,-2085.29103987768,"nonveg_532","absence"
2331.29434118226,1034.23201124412,4694.78001581525,2028.1781345166,-4052.39096809424,-5580.84959510424,-4095.45896566408,-4435.00303393469,"USA.NorthSlope.13","presence"
2875.47000059092,1005.89995010969,7407.40069529942,821.94258602832,-5632.49723366405,-6503.83758682541,-6168.13530108971,-5284.82872557648,"Sweden.Abisko.KJ-MesicHeath","presence"
2288.22927835797,1747.71486129898,6156.64292680308,3562.23305170641,-5631.8841333445,-6260.21058886708,-5273.91497315764,-5307.52362396272,"USA.NorthSlope.10","presence"
-93.4704580672845,165.756699391853,1636.53102256795,289.89599166788,-1178.07780475462,-1479.79875671567,-941.654981738648,-970.353515633131,"nonveg_616","absence"
980.47020089059,747.160775257701,2692.25453898382,1503.08672203263,-3166.0505104155,-3146.40166809898,-2626.78060877736,-2405.17604388794,"USA.NorthSlope.HoweIsland-C12","absence"
177.454485151198,5969.16899936262,2833.93336792605,-1121.90953594467,-3128.36153109788,-3248.00410278419,-2151.27174223817,-1634.1726455932,"nonveg_1353","absence"
2902.87494103958,2021.21378632588,7102.06309746349,3871.25359748595,-6205.39314391238,-6751.71187891549,-5612.61879208523,-5352.86731021319,"Canada.BonifaceRiver.AB1","presence"
569.272189205557,-442.433850572288,789.229513638322,-806.036045004382,-749.404653854909,-1104.75746474819,-749.404653854909,-905.489647230788,"nonveg_751","absence"
1829.90463259901,1573.16478246142,4990.76788031522,3053.38261624333,-5519.02914459884,-5060.61710809039,-5575.14447914605,-5370.87695659506,"USA.YukonKuskokwimDelta.5","presence"
3278.78076680443,2432.07497602715,7323.20762767914,4184.92354042275,-6725.46464010327,-7201.18884206627,-6259.12216118745,-6756.55799527725,"Finland.Kilpisjarvi.16","presence"
351.53104486499,-197.450293239229,2814.89614866167,1221.15540073633,6909.83019335863,-647.70945726033,-762.827847431605,769.681331018744,"nonveg_851","absence"
3425.61852777102,2357.22205143704,6926.92925879973,4450.24389270936,-6175.24689995195,-6676.49181393328,-6584.27038526881,-6632.02290567927,"Norway.Javrresduottar.A-Betula","presence"
351.53104486499,-197.450293239229,2814.89614866167,1221.15540073633,6909.83019335863,-647.70945726033,-762.827847431605,769.681331018744,"nonveg_851","absence"
1805.93512326435,1064.14645233649,4068.82248960269,2420.23991159393,-4126.520493123,-4699.73364833282,-4331.14476693842,-4333.4150808604,"Canada.BanksIsland.GreenCabin-C09","presence"
2153.79712026702,2016.03510198828,5475.21611117234,3756.10624068671,-4809.25836725655,-5265.51759386778,-5020.73396465014,-5050.93450844647,"USA.NorthSlope.11","presence"
-198.254661234708,-585.885120300315,581.531107749516,-1560.41601051615,8802.46873891887,9100.43682537089,5680.38705900698,6404.97303398939,"nonveg_1344","absence"
27.7321328387737,212.425757943228,1160.62956866885,330.604720613457,-2159.34014397677,-1454.75886690472,-1922.34843327024,-1649.85108663484,"nonveg_869","absence"
2364.27755649435,2150.36738156713,5663.65585446564,3757.77611922884,-5560.56590209234,-5964.26456568278,-5744.75911459925,-5631.54177177275,"USA.YukonKuskokwimDelta.UB3","presence"
-839.337572960818,299.497521037896,393.011847181705,363.890863925129,-852.663992803432,-332.064107601411,-664.655303851766,-495.095535184945,"nonveg_1089","absence"
1845.81835909355,1575.10745377561,3612.61872692687,2966.11281713369,-3875.97044507071,-3956.91489608268,-3728.84320815595,-3699.94851533934,"Finland.Kevo.3","presence"
2804.91062216635,2102.54971803627,6555.1484221483,3332.31916161451,-6021.9050425851,-6298.53558579552,-5787.73297968347,-5504.11745119388,"USA.SewardPeninsula.QuartzCreek3","presence"
2032.90230066897,1369.49339037033,1692.01882672888,1178.76365939045,-2076.28315318967,-3058.9103315925,-2076.28315318967,-2132.95599029637,"nonveg_706","absence"
2592.04552831169,1319.34573501292,6694.71191418255,3688.93275676264,-6031.60091418603,-6350.7297908023,-6356.22475089455,-6223.00829046262,"Finland.Javrresduottar.EC-Spring","presence"
-94.6671853196289,-329.064942072771,-1219.57634697324,-1720.26790608714,7173.4894350767,5573.3407062463,8209.42595032056,7780.87761982371,"nonveg_1994","absence"
1735.22310076635,1451.74374506285,5223.40578354457,3382.76662989139,-4797.60454446514,-5410.14320802181,-4360.95902130221,-4538.73446023259,"Canada.LeRoyLake.TD1","presence"
886.58294002871,458.836455706107,1995.73680341339,916.73055202477,-1928.29403832047,-2461.21872725456,-1914.04420672683,-1870.54263144729,"nonveg_899","absence"
616.348666572043,-53.507921898721,-99.8571955541063,-604.997418948213,951.777040824197,-55.0409125156103,-55.0409125156103,198.501949942568,"nonveg_1161","absence"
2952.94679025965,2512.35699031128,6810.89849140763,4345.72410869528,-5967.21803682599,-6480.45218431188,-6308.87858359738,-6072.54873985525,"USA.NorthSlope.Ivotuk1","presence"
-185.199952000898,-226.880904120542,2974.52948356877,-2569.99091378012,84.7384864440719,-1043.90583339996,84.7384864440719,1034.83287196162,"nonveg_1794","absence"
113.485907581582,586.501054924326,63.0777212505257,1141.5609954859,-803.404463675637,-981.369453624265,-981.369453624265,-871.900758312735,"nonveg_870","absence"
425.951007073733,874.85264832381,978.451061461932,1013.90008809106,-1528.03008566306,-1748.19759439708,-1443.00432473604,-1196.56232042204,"nonveg_936","absence"
128.933400610199,675.625757838028,687.511904650504,961.342853184818,-901.953811305805,-1228.11173010856,-901.953811305805,-930.916412074193,"nonveg_1316","absence"
2619.05587251539,1233.0559499007,6097.09701192931,2061.59843010086,-4785.99971408333,-5549.19530359855,-5351.38266802028,-4990.91602891287,"Canada.DeceptionBay.TH8","presence"
1783.80656436943,1905.15302946302,8020.93821850599,4664.09291444349,-6330.20867479645,-7013.1552704652,-6176.597215293,-6043.50861972814,"USA.InteriorAlaska.2","presence"
528.845165799627,114.268967321002,170.681193210554,-1393.53526693124,1991.02287836842,2336.58061457131,1991.02287836842,2041.46615642598,"nonveg_1677","absence"
