"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NBR_changeESPS","spectral_NDMI_changeSSES","spectral_NDVI_annualMedian","site_code","presence_absence"
35.9618337606355,410.840463081798,234.151765095333,-439.800941766632,-725.976763771247,-1243.91931716428,-1430.81722316783,211.770804725435,0.520856082439423,0,410.840463081798,493.317400169361,-99.1348185968998,-94.6349128005293,952.789108314222,"nonveg_1469","absence"
2527.40086968326,2971.0848270596,1449.08299644209,-4741.37091987687,-5116.5974130539,-5464.67083758573,-5742.46493814671,-1827.20922899794,0.00503883153821032,0,2469.29585025391,2063.59212986584,-24.123893578125,12.5355634239048,4306.23200862817,"Russia.Yamal.Kharasavey-2b","presence"
719.365813615515,-62.125539873936,478.367421609387,-1554.06536331482,-1362.91087081116,-2946.60293068171,-2016.07326475739,-1317.6927800045,0.0182873010635376,0,719.365813615515,920.427630934908,3.69321809270625,-5.1716871887654,1399.76030113147,"nonveg_1968","absence"
1805.13183974152,1279.34749119398,1000.54524134609,-3834.36143920801,-2855.1076063949,-4190.47845811418,-3785.29013885582,-3848.84648366668,0.126259550452232,0,1468.00756592445,804.586598395426,30.9621422142892,26.3483609768729,2982.1425957346,"nonveg_1069","absence"
2158.03046177941,2688.01245924393,1813.73160721729,-5506.34049596684,-5352.02507173754,-5901.64789936411,-6531.88394628379,-4634.98256159912,0.00719285290688277,0,2318.39795575408,899.030590764666,38.6590628921858,-66.5482846084191,4414.45262487434,"Canada.ChukotkaRiver.TPO3","presence"
981.789398098997,75.7163862103296,859.27471761504,-1247.14904418147,-1081.82493629262,-2167.72876032219,-1729.60877830104,-700.492549283399,-0.0260343849658966,0,707.138391659358,906.073011888668,-18.8302523939536,-13.5234067121817,1020.1896883949,"nonveg_568","absence"
268.118560231691,-114.167735215034,319.89529856162,-661.5282612785,-1020.42745349967,-1535.7924802066,-1278.36247536596,-839.505700004867,0.494364142417908,0,268.118560231691,632.226614658161,-24.2644884755747,1.97398018530277,780.374176515201,"nonveg_596","absence"
1402.47457775161,863.760729689779,674.52408753713,-2502.09394544134,-1869.56162167327,-2526.14249910998,-3224.40785413054,-2513.82045916114,-0.0357767827808857,0,824.271935654201,1134.21107270754,-46.5533526485772,10.9215468488823,1438.21504794168,"nonveg_561","absence"
2013.71948590731,1929.68270680419,1340.19440061131,-4244.36981181742,-3855.78394380313,-4878.03787315667,-4731.82933831823,-3257.3590595874,0.027125330020984,0,1243.43349047309,1102.59585716903,-47.1584238236106,57.297896294408,3454.97017976915,"Canada.LeRoyLake.TD1","presence"
2154.7233991693,3826.88125469309,1957.02348654307,-5105.56165939414,-6071.22264265327,-5542.70121095414,-6313.42930453867,-4923.32812724342,0.00972253456711769,0,2995.04359041605,1887.23556285141,20.6580605857245,21.6025300445573,4833.03773179249,"USA.InteriorAlaska.24","presence"
191.338545084148,256.419221694653,-808.603115113606,-307.786427730307,-1019.24677769875,-1085.35010189473,-1516.00231890259,-866.412415031356,0.161001041531563,0,191.338545084148,1150.57901476456,-22.7745321593587,-0.536945762480614,368.36134054573,"nonveg_1234","absence"
2497.28409662832,3270.06199050704,2095.65715889934,-5277.95990502185,-5802.22324848042,-5653.48901878738,-6165.9341166264,-3455.50885477898,0.0204435605555773,0,2407.88483454877,1125.03121840546,30.9316428586726,-68.5792211015677,4363.41902283009,"Canada.PayneLake.TDA2","presence"
2704.25097564929,4038.29650994491,2267.27845526161,-5336.54738955229,-5132.69570637512,-5426.64005064394,-6344.54135853524,-5113.29616853821,0.0171700655482709,1,3200.06733874055,1754.79572233437,33.6012428639638,27.5475584677145,5754.7706777385,"Russia.Tazovsky.Burned44","presence"
46.4158616836219,375.812594571027,-550.261357575684,630.729236747694,290.190815318918,-1004.1643989272,-1228.01251670272,6161.29438688708,0.000945008476264775,0,46.4158616836219,1155.00459695632,-15.0155372034716,67.6685650157695,488.962943976063,"nonveg_1794","absence"
3251.30952723729,4404.35778775283,2131.85335744721,-6036.84505490051,-6313.24430235547,-6909.48344601335,-7040.65835831092,-4440.98731807824,0.00599025158832471,1,3721.89711807155,2728.86063288817,54.8311726796894,35.4982031227343,6954.82495963876,"Canada.BonifaceRiver.AB8","presence"
-120.673428347049,-102.532070918332,282.316944129972,-705.744479792225,-2014.63244595489,-2100.96785373472,-1657.49290959909,-1100.33539385986,0.0236762333661318,0,250.461092630435,946.087689606997,-42.734409381539,27.8045411287523,808.879236910515,"nonveg_715","absence"
767.33586270694,823.321802652764,328.135681721615,-1202.48735618092,-1284.38027654597,-1174.30880510287,-2013.99287341547,-1364.86593500932,0.0701418668031693,0,657.295616040656,495.186120931149,-24.2531671784896,7.43464997894966,1032.49421925142,"nonveg_809","absence"
388.683766072012,351.217102160577,707.943682270773,-1560.36079304354,-1577.45664818712,-1729.46104929206,-579.002796807981,-1237.25870741659,-0.207187607884407,0,581.732485046516,936.808670290771,44.8391594327831,-7.72277565202814,1100.37701371758,"nonveg_695","absence"
1623.77862700473,3129.02287719332,1981.20770222678,-5371.3005621773,-4131.0379286459,-5502.05102423442,-6233.06811281072,-3600.65748393026,0.032276864349842,0,2428.21051314575,1938.94719150689,74.6983140491797,-20.4292030232065,4310.98264088324,"Canada.KluaneLake.Outpost-MixedTundra","presence"
3451.8920553279,4222.06242472984,2280.83366898674,-6669.64315681411,-6308.16484425655,-6785.2662182019,-6664.34670573192,-5392.96755737766,-0.0233328826725483,1,4231.01616306554,2224.64328598397,54.0760642964976,48.6481795429683,7619.72130392542,"Finland.Kilpisjarvi.15","presence"
767.33586270694,823.321802652764,328.135681721615,-1202.48735618092,-1284.38027654597,-1174.30880510287,-2013.99287341547,-1364.86593500932,0.0701418668031693,0,657.295616040656,495.186120931149,-24.2531671784896,7.43464997894966,1032.49421925142,"nonveg_809","absence"
1060.45951573247,1720.91185432006,651.778026231029,-2832.79964223175,-2183.65866163877,-1947.41788218976,-2134.98211554794,-1319.19425567476,0.0451525077223778,0,1060.45951573247,1360.30672220722,70.2517327410883,-47.4719472685151,2642.65745447605,"nonveg_648","absence"
1847.17214876285,2944.51198258498,1496.59451726363,-5679.0624105672,-5946.26911357996,-6310.54018761186,-6627.59159429214,-3838.96966571738,0.0104389110580087,0,3007.51684185815,2317.22284125572,6.42871610668105,49.9182036479705,6169.38367742267,"Canada.DaringLake.MediumBirch","presence"
2150.38057563766,2237.03666918686,1578.04787071154,-4415.86827362269,-4870.28867105628,-5144.18955177709,-4983.60432375491,-3227.64594944806,0.00656240112665627,0,1990.40425470007,650.566009332822,9.9407387343036,-9.49231134828737,4165.10076279319,"Canada.PayneLake.TD0","presence"
3428.01644764771,3530.14603790254,2310.62472679653,-6095.25788264844,-5822.18945266116,-6967.09621877679,-6656.00955730032,-5644.44234043029,-0.00436032633297145,0,3244.69739081625,1530.33898574043,8.27933106605523,6.23145832783404,5201.45340856489,"USA.YukonKuskokwimDelta.72B3","presence"
378.16304608278,525.441272851031,449.109486243827,-937.046460658985,-1544.79761080581,-1264.39067737401,-1569.12349771531,-1348.73025998864,-0.0421525798738003,0,449.109486243827,322.835157369938,-26.225715985186,14.0819280843854,720.758777924335,"nonveg_768","absence"
-200.079555335228,884.080842686696,-294.110522742246,246.375222541206,-661.542452914893,124.836965427709,-1404.00954987816,-165.2984628935,-0.206217885017395,0,-140.370027914609,1178.19136542894,-41.0672620362616,-3.93327731563924,300.311775755608,"nonveg_921","absence"
1472.08995087772,1602.37198125428,1402.11776624755,-4194.67586813512,-4585.07628402627,-4695.76216935367,-4210.35286373996,-3570.62728354143,0.00497025693766773,0,1207.62959434972,1335.79209703335,4.21404289326911,67.6080140366506,2910.05604665441,"Canada.ChukotkaRiver.TPO5","presence"
724.404777701063,922.109139707043,1758.0084733777,-2692.53249481018,-2130.13062189553,-3066.40267873898,-3195.5405977861,-2960.30612549494,0.25287663936615,0,1527.89026328385,1364.7765716633,-50.5352521046048,29.9144834199926,3253.87055804568,"nonveg_1132","absence"
1472.08995087772,1602.37198125428,1402.11776624755,-4194.67586813512,-4585.07628402627,-4695.76216935367,-4210.35286373996,-3570.62728354143,0.00497025693766773,0,1207.62959434972,1335.79209703335,4.21404289326911,67.6080140366506,2910.05604665441,"Canada.ChukotkaRiver.TPO5","presence"
460.466004318375,475.711980219077,685.939336093268,-702.201798862041,-1418.73779853396,-1479.84400952831,-1092.87277852635,-933.074791344271,0.491915643215179,0,667.238437623556,348.492241876225,-13.5687042984069,2.4447447464402,1208.56678271528,"nonveg_790","absence"
3022.67453525322,3786.5804651487,2473.74550941894,-6418.04426393076,-6338.95750136519,-6929.91112147717,-7160.05233422361,-6279.16705137372,0.000843538475843767,1,3769.75103748421,1848.27706117754,-58.4997096275672,68.3781488335984,6608.51775526162,"USA.InteriorAlaska.21","presence"
-422.696476135893,-348.174749692062,-613.198821527493,4614.53626594855,8610.28606688618,8395.41700073401,5592.66684771955,4270.43446822074,-0.304121911525726,0,-348.174749692062,918.362035091287,-60.0908985064878,-20.5761570548591,-492.850250781883,"nonveg_1344","absence"
1240.28659821954,274.554613694913,134.770957643679,-1992.49027016652,-1259.55232410156,-2796.78577404487,-2170.31314040366,-2053.70125010502,0.00196254509501159,0,677.623627555837,1105.51564057586,-1.4389410477061,8.2320257345519,1705.96760916336,"nonveg_913","absence"
292.091075193989,-190.904000568509,235.399809488789,-1815.80598267747,-1343.81191735991,-2100.19185191481,-1089.96584108929,-1481.16413109368,-0.305826425552368,0,235.399809488789,693.968536259157,84.226333174118,-39.9492505482153,715.677633978983,"nonveg_972","absence"
166.088565716291,26.376364415257,423.579483526449,-2466.79802299736,-2715.41566578847,-2981.37508562354,-2513.95877884365,-1285.51324967409,0.0147309368476272,0,423.579483526449,497.224681855903,14.3369608616703,-59.6247189019087,1634.5844354835,"nonveg_719","absence"
3539.4959055589,3665.44591320847,2290.91261852797,-6074.64404992333,-6177.47598242317,-6268.98001671726,-6456.85561437745,-5120.6002060654,0.0159499942409721,0,2699.57306743772,554.587296366223,14.0243158520355,-46.2092576214694,4707.21708280035,"Russia.Tiksi.Bog","presence"
648.542633154016,510.713879338801,453.612852686269,-1545.84281004272,-1596.93621838103,-1985.39350090674,-2147.89136178589,-604.565364370405,0.0818539261817932,0,453.612852686269,227.894695553409,-10.833287059671,-26.3028897681752,1023.56174509417,"nonveg_941","absence"
1637.52842438065,1888.68619177283,1428.55939101367,-2373.19058280657,-2613.25508583829,-2561.2891345468,-3509.82428637642,-977.015841980507,-0.0399312153458595,0,1451.51134154942,671.708037273154,-38.4586771973727,-45.4378485445546,1347.88913885538,"nonveg_706","absence"
3092.71719524936,3670.25406996939,2331.62282825045,-5980.04750395859,-5953.52418997062,-6626.47974994304,-7000.98279950692,-4144.15709664635,-0.0467987987730238,1,3781.16932339326,1911.95171664036,-35.2656281674251,38.4640172136179,7063.37250305751,"Canada.BonifaceRiver.AB2","presence"
325.557517344199,617.930594122283,502.423094971648,-2119.07693129756,-2790.4528291428,-2520.05628823681,-2287.67865820581,-633.728932212444,-0.0352011658251286,0,527.675858309046,502.360206332915,-0.523420380750186,-104.062023702661,1141.83756774959,"nonveg_954","absence"
1626.44739170753,1892.51507358411,961.252314895844,-3733.42316293271,-3974.1595765768,-3774.45848816641,-3632.49849335364,-3417.38133383015,-0.0318749401718378,0,1635.85428218681,1239.82748297669,18.6309729252551,12.933878146923,3513.0859176019,"Finland.Kevo.3","presence"
3022.75776657017,3634.73185176796,2267.6186357661,-5329.71402378759,-6972.02048224845,-7394.47638436141,-7130.82517494927,-5691.78762341767,-0.0208797245286405,1,3362.48266195995,2318.47205639733,103.140214969779,31.3844841270806,6677.97851216695,"Sweden.Abisko.VJ-MesicHeath","presence"
2680.17887112361,3159.87220216974,2251.8700429229,-5729.74971283054,-5437.00888249998,-6079.02974688698,-6548.88341725173,-5582.37487941037,0.0124431656052669,0,2665.4417683983,777.35991815319,25.0936568075221,3.14074008614139,5334.87655845762,"Russia.Tazovsky.Burned28","presence"
7.47572746635959,323.293021767219,-8.32201636466699,-227.607053980522,-148.290094147499,-205.819613143644,44.9909668838197,2118.17083503384,-0.00815203972160816,0,7.47572746635959,1036.75576416717,46.774856826687,-78.8797330903878,295.778304201347,"nonveg_1547","absence"
4117.18639395036,4760.92491129372,2656.25798192019,-7110.32222335976,-6696.77068238606,-7227.60814999605,-7595.34593564913,-5838.02855646477,0.0348607748746872,1,4005.01480225365,2124.10340857149,58.0029592120427,45.8452439495994,7444.77639988651,"Finland.Kevo.14","presence"
2856.06547694295,3704.30594951495,2425.53489236609,-5692.77792303982,-5961.5520437389,-6318.38905121015,-6408.87830210267,-5455.20446689421,-0.00954200237713477,0,3397.72793992737,1469.50449122682,19.6649606405582,10.9906927866491,5485.25565320977,"USA.YukonKuskokwimDelta.72B1","presence"
41.3625026403338,15.9322716817704,49.6783836594451,-2027.34634775529,1217.51940902398,-1316.39654222315,-1351.88987130594,-1673.93531186832,-0.418720901012421,0,41.3625026403338,441.246201125199,44.500610041761,-24.1246110138431,309.471893240317,"nonveg_594","absence"
2806.24741878574,3708.02783851003,2229.04210280909,-5722.60183075934,-6092.23206608712,-6192.59567871199,-6346.00362727931,-4544.28805643045,0.0759273571548639,0,3607.73482124054,1442.66189070482,-10.3050644396164,51.0474232191759,6013.68074650369,"USA.SewardPeninsula.QuartzCreek3","presence"
3221.73833393772,3556.21327022925,2448.75177446822,-5708.98603652276,-6086.09632361418,-6001.46939897465,-6247.19827264098,-4727.52769819174,0.0487766578793526,0,3149.33348556349,1136.98382441302,20.2594414992334,30.0135159171709,5466.08004608217,"Finland.Kevo.1","presence"
1379.21782243221,2298.91277403145,1320.81935759554,-4409.39662288374,-4981.54622222773,-5291.54575534138,-5586.71378301502,-3614.24429402346,0.00970327015966177,0,1874.22366300533,2797.72875034538,53.94968334338,70.0774460898561,3773.9027427424,"USA.NorthSlope.15","presence"
2628.11399575683,3220.40343802727,2479.18897087122,-5288.83297585227,-5723.37866261332,-6280.6950399576,-6602.29283213676,-4801.86725397086,0.0120187181358536,0,2906.31441157593,1317.6522422154,-11.2887750330801,6.97311693892409,4498.05777355294,"USA.YukonKuskokwimDelta.UB7","presence"
127.699018834729,508.89198625221,712.452773149749,-1467.20728993503,-1533.6504222994,-895.409739737455,-732.292164592033,46.3829743525943,-0.023419601842761,0,507.151842997661,584.753754315019,23.2880880447275,-41.6524202817997,958.526880363553,"nonveg_729","absence"
509.174637785746,93.7754669501261,155.113042867609,232.651851869196,202.696123013492,-268.920462301797,-1000.17101776756,362.782702289848,0.472355216741562,0,155.113042867609,983.202038598143,-44.7315475674159,-13.8584336626477,170.200203613611,"nonveg_689","absence"
814.372716109216,504.444446363543,798.008261988998,-1894.43222407993,-1742.86276379191,-2229.65294059284,-2642.03305677406,-1630.68090730742,-0.0131006967276335,0,734.980258472801,585.665112679978,-22.5673798683008,-5.01797538712814,1745.8552350721,"nonveg_745","absence"
454.202287734769,306.402821755347,-890.767909728086,280.221793013511,171.085749101777,-117.933086150187,-438.257827140159,1373.76914867642,-0.00313713634386659,0,220.332501454552,1344.97019746286,-47.0449888054964,-235.796767035113,91.9956160332635,"nonveg_1642","absence"
72.6378133195668,-0.287307709146376,434.49918738821,218.843041247272,6400.0607466443,-918.60401268104,-1891.77930699168,392.26844266387,-0.287039548158646,0,72.6378133195668,702.849407896909,-42.2151477291614,-46.6016438606411,2161.00249040035,"nonveg_851","absence"
648.542633154016,510.713879338801,453.612852686269,-1545.84281004272,-1596.93621838103,-1985.39350090674,-2147.89136178589,-604.565364370405,0.0818539261817932,0,453.612852686269,227.894695553409,-10.833287059671,-26.3028897681752,1023.56174509417,"nonveg_941","absence"
1602.78386704378,2288.53766436112,1132.270591188,-4442.3213657348,-4418.16047845206,-5059.92718662574,-5206.77320847085,-3508.05762654108,0.00661108749706975,0,1796.5628147846,1283.35597277582,26.601475160083,22.6215536413128,3659.92297765078,"USA.NorthSlope.FranklinBluffs-C15","presence"
2538.68344252365,3303.66568403403,1945.98660629799,-5314.62139289046,-5564.85181419321,-5229.14847644033,-5849.03568245924,-4472.22956774274,-0.000625353015493601,0,2661.01609329907,1531.71074147438,49.9534477922946,9.50314450517218,4714.37346559529,"Russia.Yamal.Nadym-2-IH","presence"
65.0078528717412,101.800702190173,307.408520411827,-2170.6047297626,-538.073593142083,-1463.42098535285,-1664.45224270712,-1819.83083407703,-0.0957410261034966,0,101.800702190173,361.768517146047,34.4098344100971,-28.2899604452136,1724.36993293411,"nonveg_1442","absence"
2660.60782992208,3067.02796073336,1840.42011276461,-5560.37404707035,-6236.80503255871,-6812.68094142205,-6443.95031650068,-5033.20874620335,0.049623598344624,0,3010.10049830081,1917.93336757144,-21.7569192018534,98.8169437612623,6480.98283469763,"Norway.Javrresduottar.EC-Hummock","presence"
2826.69505082413,3379.24787391702,1416.84240246355,-5307.26159052035,-5533.26236798188,-5803.36084540675,-5911.76192381015,-2242.90905307663,0.0406864419845598,0,2266.62268954646,2169.57357919969,29.4524608696762,-154.277254800968,4988.01921087647,"Sweden.Abisko.KJ-Snowbed","presence"
619.418677619502,481.535134869413,732.700460154948,-1870.2222855024,-1858.04537722608,-2520.92471232558,-1327.13009646731,-1382.81137416696,-0.00631324807181954,0,730.027046984639,626.996558394716,20.9136152725089,-12.4247267250311,1064.96447299108,"nonveg_767","absence"
1166.61926981659,594.6819126079,284.934595138749,-3219.58152054188,-2048.83170235675,-2824.70253091625,-2749.93797910583,-2770.43061194265,0.0224280748516321,0,594.6819126079,994.23437894567,38.1139431983413,-13.0871751055753,1762.96745340492,"nonveg_746","absence"
3056.16610001779,3661.57318377612,2367.65653985272,-6646.70289772581,-6150.71096531801,-6718.53179007421,-6720.6011285716,-4831.23882643411,-0.0462434384971857,1,3192.35673464747,1505.48589169404,51.565369558289,-2.19167465662858,5684.20839745438,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
267.866525986988,-546.781609641803,-43.4446367740763,-529.766007574776,-755.967255921335,-2043.12219050705,-1499.59467660684,23.5643600043413,0.0297692660242319,0,-43.4446367740763,985.799709553135,-41.7945531868247,-27.5973990650236,134.172256548157,"nonveg_582","absence"
2438.51109169777,3107.84087994832,2075.83066739784,-5255.08280042038,-5465.77505126263,-5862.11986393101,-5976.4655577129,-4759.58124852395,0.000217789594359973,0,3574.65516831361,929.864496454365,17.0077925295602,-3.50181844483855,5586.05284699448,"USA.YukonKuskokwimDelta.UB3","presence"
3124.95967591096,3328.60806589174,1613.94786867349,-5231.68289903262,-5627.33458363618,-6301.91310718592,-6415.26700892413,-4072.1310808178,0.00942049532507856,0,3294.69513750712,1999.60681267527,-4.06993370474163,62.3885349113638,5489.12221890443,"Russia.Tiksi.WetFen","presence"
2621.65435512263,2853.32168356536,1922.77726220395,-5000.06134490463,-4877.79366691092,-5257.72062798179,-5770.82839781096,-3684.9414849547,-0.0125436820089817,0,2596.28778661444,1574.80210531009,4.06396776201287,0.968416338111271,4409.94533498046,"USA.YukonKuskokwimDelta.4","presence"
2742.26002304177,3201.11738960659,1975.51043733489,-5600.23159450874,-6101.01864419584,-6462.30996028246,-6496.10619870115,-5046.32935668154,0.01344891525805,0,3619.17506132507,1332.41635455174,7.51387721246013,47.9482899484294,6682.75284838095,"Finland.Javrresduottar.A-Sedge","presence"
898.311894142965,1240.56864574052,10.2630564097591,-1389.1279842244,-2162.05553825901,-2132.62346955784,-2037.80880061838,-1745.1632505158,0.152310863137245,0,1146.72732180464,1230.30558933076,-15.1526689973659,28.9296114534754,1441.21785323574,"nonveg_880","absence"
2382.09829885372,3285.8060065351,1973.13174972125,-5551.22765215326,-5726.24320000428,-5682.94558003438,-6039.3518418064,-3999.88814602825,0.0440408289432525,0,3234.35152290495,1719.35229202346,43.6379197453478,38.2688938193893,5802.34291434123,"USA.Kougaork.LowShrub","presence"
-185.775098894456,-456.562855352721,-131.553212113778,-354.545018823633,-1265.06544996726,-2198.49125914738,-1575.29584470225,656.979027665092,-0.0874345228075981,0,-131.553212113778,612.893444615882,-26.3741542240383,-80.2482850477301,-106.121167898313,"nonveg_842","absence"
1558.38455460688,2985.79765576094,954.955199920809,-4661.80101114125,-5777.29351480154,-4893.63700397078,-5516.59120570575,-3682.189176397,9.22600229387172e-05,0,2145.89548326141,1616.8241644639,19.10445901684,33.0211772960063,4097.81204329238,"USA.NorthSlope.14","presence"
1918.81807785903,2131.26168090894,1265.4241095576,-4945.65806614939,-4362.78203285082,-5329.06590042888,-5514.5620327198,-4069.20297199742,-0.0225641021194557,1,1344.966203659,412.566660338425,30.3642150433271,-11.1725937293817,3788.47539714685,"Sweden.Abisko.NF-Wetland","presence"
1080.79594184004,1172.31633577105,548.61235161938,-2559.98186563402,-2779.65429742103,-2749.20955943762,-2941.27898100577,-1331.23719322833,-0.0288760280236602,0,968.913702657351,441.395489964792,13.1566531020215,-5.01837440119824,2053.96739117138,"USA.NorthSlope.HoweIsland-C12","absence"
1080.79594184004,1172.31633577105,548.61235161938,-2559.98186563402,-2779.65429742103,-2749.20955943762,-2941.27898100577,-1331.23719322833,-0.0288760280236602,0,968.913702657351,441.395489964792,13.1566531020215,-5.01837440119824,2053.96739117138,"USA.NorthSlope.HoweIsland-C12","absence"
41.3625026403338,15.9322716817704,49.6783836594451,-2027.34634775529,1217.51940902398,-1316.39654222315,-1351.88987130594,-1673.93531186832,-0.418720901012421,0,41.3625026403338,441.246201125199,44.500610041761,-24.1246110138431,309.471893240317,"nonveg_594","absence"
2123.60052234367,2615.65300923879,1347.84890084639,-5136.43976530586,-4750.92047806942,-5458.53990253024,-5302.72897628927,-4222.48519860999,0.0179415997117758,0,2870.16232170112,2447.3780095199,32.1039480801921,57.9366974591065,4932.57961098303,"USA.NorthSlope.Sagwon-C16","presence"
1623.77862700473,3129.02287719332,1981.20770222678,-5371.3005621773,-4131.0379286459,-5502.05102423442,-6233.06811281072,-3600.65748393026,0.032276864349842,0,2428.21051314575,1938.94719150689,74.6983140491797,-20.4292030232065,4310.98264088324,"Canada.KluaneLake.Outpost-MixedTundra","presence"
-72.7816669791462,114.230158070626,-1556.38394598944,6302.21862147826,5103.95050588665,4420.02859706373,4446.49533086586,7321.64591731718,-0.000134873494971544,0,114.230158070626,2022.80399526087,-22.179715139607,2.17164012316389,-2020.00513298088,"nonveg_1810","absence"
1637.52842438065,1888.68619177283,1428.55939101367,-2373.19058280657,-2613.25508583829,-2561.2891345468,-3509.82428637642,-977.015841980507,-0.0399312153458595,0,1451.51134154942,671.708037273154,-38.4586771973727,-45.4378485445546,1347.88913885538,"nonveg_706","absence"
188.813945497786,218.834150224773,78.1435622182344,-1510.74558859695,-1361.10040703272,-1640.28336417441,-1906.68876842943,-707.948324886777,-0.149255111813545,0,218.834150224773,240.505460621998,-27.4887198879797,-45.0596352974773,931.099875965175,"nonveg_946","absence"
3428.01644764771,3530.14603790254,2310.62472679653,-6095.25788264844,-5822.18945266116,-6967.09621877679,-6656.00955730032,-5644.44234043029,-0.00436032633297145,0,3244.69739081625,1530.33898574043,8.27933106605523,6.23145832783404,5201.45340856489,"USA.YukonKuskokwimDelta.72B3","presence"
3382.42715950854,4820.37002097309,1768.93811340599,-5876.19043336016,-6117.51476710251,-5905.87768960245,-6734.03957013958,-5434.97363136761,0.00195246843880644,0,3952.61072992042,3960.40370910891,46.5042019177295,69.0435582757183,6875.02493693449,"Norway.Javrresduottar.A-Salix","presence"
2711.6042375932,4045.03498978695,2296.64658245495,-5350.57154683075,-6788.92416823528,-6418.53943870855,-6260.02133850089,-4403.96453971709,-0.0167822130024433,0,3822.82357898997,2675.1935494747,22.3333961329239,33.7835805940966,6284.47115143349,"USA.YukonKuskokwimDelta.15B6","presence"
2379.80760252148,3834.41336165353,1881.30801947307,-6247.95831465649,-6554.88433250127,-6575.05918845353,-6535.99373180064,-4864.53421778746,0.0434623928740621,0,3109.31482536014,3159.54250450927,152.15606240644,13.2531011605006,5069.91475731766,"USA.Kougaork.GraminoidShrub","presence"
1953.70625414493,2337.17179465538,917.350075212235,-4246.07434584353,-4782.93651408054,-5064.9403265821,-4891.41371155117,-3120.94359978498,0.00207993471930321,0,1914.90212034021,1870.57011093539,72.0286541547554,17.6711350857579,3818.84240191614,"USA.NorthSlope.Deadhorse-C15","presence"
150.493683658919,1072.6744500494,-242.61980391849,-1617.78531778272,-1549.51309831277,-2026.30482146399,-2694.16849887052,-553.864011491017,-0.0190614815801382,0,355.91095740799,1315.29425396789,35.4418137101824,11.4433331284116,1154.47840016831,"nonveg_532","absence"
1115.39135649047,1234.55922133083,681.241462561163,-2310.20551732039,-2365.09273559333,-2503.60576005793,-2622.05826064186,-1500.40433105866,0.0136146592597167,0,1530.37253385825,1562.07729988039,-11.8330328763522,18.7001452646386,2516.45498597374,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
2371.77625833818,2973.85534756173,1823.47627895668,-5404.41188979432,-6274.14727080018,-6256.89269541854,-6322.59060875173,-4678.82480359934,0.0114519838243723,0,2766.01853173617,1387.58502332941,29.0243829346887,22.3149377678173,5523.49265527808,"Finland.Javrresduottar.A-Hummock","presence"
1638.62464153147,1758.49581483785,-695.820879858004,-946.53839608172,-3470.01054309469,-4369.50354703543,-4663.03564289637,3624.5055753502,0.00410062447190285,0,1638.62464153147,2511.63282804294,-31.2645865302194,-64.2108988304967,4371.18514492312,"nonveg_1813","absence"
1283.67069882051,1506.39676344499,754.612133887151,-2275.40457576009,-2412.18371431502,-2385.08567657279,-3077.0362902954,-2053.5825551706,-0.000548839918337762,0,1283.67069882051,751.784629557836,-33.5900549213823,-60.2503740017891,2218.70135642167,"nonveg_680","absence"
1183.22601981127,1230.43621377969,725.574326067602,-3278.50002557177,-2936.23620989031,-3834.0153244481,-3794.07642477955,-1851.45176917419,0.0592484991066158,0,1164.18779898989,766.182321713331,2.44470620092164,16.2483491079317,2082.17578065038,"Canada.BanksIsland.GreenCabin-C07","absence"
1240.28659821954,274.554613694913,134.770957643679,-1992.49027016652,-1259.55232410156,-2796.78577404487,-2170.31314040366,-2053.70125010502,0.00196254509501159,0,677.623627555837,1105.51564057586,-1.4389410477061,8.2320257345519,1705.96760916336,"nonveg_913","absence"
1361.46170691704,1921.59946797746,1148.385653033,-3671.70014014624,-3800.99561081513,-3545.9437650783,-3782.92043828455,-3428.09158897063,-0.00262108464570095,0,1844.52341111454,792.768201825889,-4.24098046458045,70.1830109724076,3786.9046443333,"Canada.BanksIsland.GreenCabin-C00","presence"
2374.0878433093,3213.80692347572,1675.19577011131,-6045.96585724689,-6092.99369948397,-6982.66946569693,-6940.32787142508,-4400.60988174531,-0.00432153511792421,0,2859.30932219984,2489.64483690763,35.8494821683367,35.3853954527059,5649.20509158631,"USA.SewardPeninsula.19","presence"
2382.78202197924,2145.13899293972,2002.32944324921,-5478.86639578757,-5362.99917375199,-6053.45080148726,-6303.29960693614,-4371.91889057104,0.0507055413391855,0,2378.4049328254,1150.76799391734,5.60846464990283,-1.57051070916695,5503.30946963874,"Canada.ChukotkaRiver.TH4","presence"
752.325711623536,686.085888364747,517.127596747997,-2027.89455101436,-2474.4366769557,-2916.80600129153,-3144.15077262795,-1334.19528766765,0.0102703319862485,0,686.085888364747,350.37027735202,-20.4385748959286,1.22734068705175,1963.20736623742,"nonveg_957","absence"
4117.18639395036,4760.92491129372,2656.25798192019,-7110.32222335976,-6696.77068238606,-7227.60814999605,-7595.34593564913,-5838.02855646477,0.0348607748746872,1,4005.01480225365,2124.10340857149,58.0029592120427,45.8452439495994,7444.77639988651,"Finland.Kevo.14","presence"
