"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_EVI2b_annualMedian","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
328.427748144408,148.199634601982,598.881200987099,543.036538225993,571.850660667769,289.502512762062,1165.53098396038,-2137.0102229162,-1196.53122470723,-1378.56092187073,-1195.50058367938,543.036538225993,15.4143822502863,-1378.56092187073,-1543.02337614165,"nonveg_790","absence"
3374.62163777799,2948.01739185932,4014.23760608434,4391.33463270932,2206.6773334875,4941.2263170636,6071.48228219604,-6030.37493034468,-6113.93079234585,-6207.54460957684,-4315.79279330692,3407.35750525332,16.8000044387689,-5558.65403323382,-5291.71920756204,"USA.YukonKuskokwimDelta.3","presence"
3673.87466145528,3596.78829542388,3881.46294866526,4100.93874753908,2506.14922329068,7570.67222956623,7699.32761436672,-6490.83215086132,-6956.19306529696,-7013.79543298194,-5717.67947416499,3367.10502302371,23.2261766699584,-6892.94819842704,-6737.67238369365,"Finland.Kevo.7","presence"
1193.58580614987,1248.43206040244,1992.17385882493,1578.13595465367,1272.90018523388,2975.66425359391,4221.89401036404,-4456.62984180045,-3546.85119391049,-4445.80532845972,-3099.30482616509,1272.90018523388,22.3258547601871,-4393.20282674347,-3988.35880341584,"nonveg_529","absence"
-198.978791391364,-159.941231208803,-143.410908717739,196.052440386406,261.332147534124,-306.238457312781,-313.156632195632,-373.683687074174,-516.935542050954,-405.241387594218,2395.72717518567,-143.410908717739,28.8043730932873,-373.683687074174,201.628551290424,"nonveg_1642","absence"
695.512054087219,1077.31207660797,668.403866891069,1099.13275812424,507.710211126876,1586.9415012683,1153.16924594909,-1476.7531691958,-2288.32451115624,-1852.64941269728,-1917.27454911509,695.512054087219,23.9724885661372,-1917.27454911509,-1933.81351179805,"nonveg_975","absence"
-467.011098192214,150.527893276311,-675.554673924015,415.841889322192,-137.622128837511,147.164153473694,-885.883003645315,-207.303198040872,-1148.40658689078,-42.4722368416434,28.1324552563785,-137.622128837511,37.3081162221494,-207.303198040872,-462.588741722455,"nonveg_689","absence"
3395.4243706267,3519.11655123765,3893.5621546646,4289.67808459747,2456.69983732177,6018.99616983973,6767.03397961341,-6191.98639973275,-6744.44071602665,-6826.19454946875,-5095.54855753124,3477.73284353219,31.3882047627184,-5704.37069325636,-5826.9780152437,"Sweden.Abisko.NT-MesicHeath","presence"
1706.98561811875,1467.47499290029,2098.52090520752,2299.00224349538,611.163001083602,3452.11885754532,4306.83790686921,-4049.74530544799,-4379.77363799728,-4687.92573281172,-2218.17284426954,2119.99506491975,48.4270912473401,-4080.82900079226,-4012.63640194783,"USA.NorthSlope.WestDock-C14","presence"
3629.76453313771,3552.7589850778,4058.43196788641,4399.20812326709,2434.5478594484,5987.11965578771,6400.99599792397,-5956.40765469563,-6714.55382802361,-6758.96867480147,-5201.65004640107,4299.7613825024,44.7829647990312,-6307.79944500895,-6505.30495648568,"Norway.Javrresduottar.A-Sedge","presence"
2868.73472833555,2303.31540337156,3220.0433012318,3536.51141523399,1619.24145401602,4991.42166553644,6523.52699388169,-5909.3347625829,-6241.1320182929,-7072.22334289329,-4679.10883618004,2940.67402839601,39.1687609461577,-6169.87868801834,-6095.36102475295,"Canada.LeRoyLake.TDA4","presence"
3102.31850295165,2615.56091478014,3106.64337586384,3557.36850722897,1953.77820814494,4645.79238899186,5423.90145028399,-4854.64208574287,-5888.44457786844,-5994.68998227901,-4458.52629141759,2912.94421088396,21.2620264896877,-5120.06379787783,-5027.82726048765,"Russia.Tazovsky.Burned12","presence"
2570.41997059171,2688.73872707598,3286.37833229358,3717.22827487684,1774.816832778,5013.3922215019,5975.68429988573,-5418.46727743486,-6064.25573174693,-6080.30323834274,-3664.84416611174,2800.20611855807,39.9204628715248,-5353.63732305987,-5203.7152083058,"Canada.DeceptionBay.BEGL2","presence"
1742.62173175971,1227.56693693155,1131.13290577966,926.8862462703,907.081387127147,1748.1124671324,1644.38624057906,-2131.97612135349,-2930.21120625687,-3487.14525351731,-1838.03895142316,1131.13290577966,-42.6180355653624,-2131.97612135349,-2407.57399788868,"nonveg_507","absence"
330.819139888565,362.707480594925,149.302130948921,414.198557948154,120.58961164881,919.641976919606,600.834457554831,-2314.70279867711,-3053.09196616842,-2523.15115632156,-2704.67042291638,330.819139888565,9.44612937372224,-2523.15115632156,-2619.12345511697,"nonveg_816","absence"
418.039750356087,954.928693851934,584.037853026229,692.073700783103,609.814997668564,1707.98827869848,1382.23640693803,-1062.04450883641,-2121.30809191927,-2228.38401163579,-1149.80489393505,609.814997668564,13.0385707351824,-2010.37288907447,-1714.3828790802,"nonveg_1968","absence"
77.1277584350658,330.474470091548,780.439639489611,567.901505595306,512.058970097043,923.787200197995,1479.7986263689,-2064.65229085532,-1588.7644514344,-1931.3564536166,-518.620929619263,512.058970097043,29.4940542201142,-1931.3564536166,-1636.73933121913,"nonveg_941","absence"
989.176584434731,603.202969115794,522.175005875381,509.526453216266,553.029696214705,1813.4599702024,1678.58417624697,-2003.87190538718,-2165.02626451143,-2147.69949800624,-1755.29917276006,553.029696214705,-25.5670707096547,-2003.87190538718,-1828.16158110117,"nonveg_760","absence"
2926.98127692281,2106.34670040939,3061.02281074226,3871.46483164118,2010.89464065817,5490.66154587235,6710.37639475759,-5915.06872523123,-6594.02904029495,-6335.06313077339,-4803.03508637005,3062.47176119511,23.6309362355844,-5788.50992066049,-5841.14852645506,"USA.InteriorAlaska.5","presence"
3382.35100490987,3384.0081552197,4078.93233165748,4265.76406926543,2192.63033464238,6644.0805595124,7603.01068146085,-5513.55511027688,-5672.56260439553,-6786.40565149154,-5759.45945030855,3415.97025401703,31.3855425843925,-6415.80610902782,-6428.0727712331,"Sweden.Abisko.VJ-MesicHeath","presence"
576.620046657081,562.835544321329,738.287768211729,1086.67849817708,784.002946470715,1604.8230951195,1901.79031300449,-2077.99396231958,-1903.10511108732,-1353.30287690027,-1120.16746400493,738.287768211729,27.4996971597661,-1903.10511108732,-1754.94687798938,"nonveg_867","absence"
80.7849378829384,-536.608999312207,586.477926436704,46.1317153822662,-662.934296558122,-422.290538449055,918.780622780436,-1240.17188059585,12.3759583605357,-497.081470278909,220.615636153628,46.1317153822662,5.82428033673622,12.3759583605357,-266.744196622464,"nonveg_1927","absence"
701.324544884973,78.7577107093973,151.110659138334,363.725022914349,306.998918535586,172.148490993689,502.156149087944,1277.37009362915,-1100.04478351233,-1267.51953187002,-1262.09617603938,306.998918535586,-28.742249542939,-1100.04478351233,-609.746206139364,"nonveg_594","absence"
2859.64628547296,2597.66013456531,3267.78208554172,3871.42714896497,2113.8823608814,4836.51251153782,5637.8016267366,-5813.4752625347,-6436.30179272189,-6406.91878970581,-5308.12539437017,2873.61557960501,50.4079521547612,-6297.88297532071,-5978.89986062617,"USA.NorthSlope.HappyValley-C20","presence"
-863.664909084204,-345.122120622728,475.725715042097,1013.34945424705,-1157.19700293821,412.103463959972,1265.34417943479,-2006.64410234358,-1463.44035221802,-1199.06779259065,-1721.93487810852,-345.122120622728,53.1237438436674,-1721.93487810852,-1757.20027088183,"nonveg_608","absence"
3320.73599889907,1850.28789081418,3159.96823032995,3785.39511006645,2081.70278018365,5436.38497929535,7320.536536637,-6007.47388028827,-6074.66866796792,-6743.22311603005,-5338.55312163879,3495.18681623362,2.05774389312115,-5674.74825415997,-5881.68817596921,"USA.InteriorAlaska.17","presence"
262.930404540287,1885.66068104909,672.907811066349,1234.85598005937,808.811724571376,3462.53461357158,2137.9890757677,-1352.55411317032,-2898.20593592744,-2432.06843135039,-1494.17055048175,808.811724571376,41.7779468800793,-2432.06843135039,-2221.97136239215,"nonveg_612","absence"
2288.52742775713,2193.05769296795,2471.20811159706,2433.94579731155,1675.13282408054,4181.27247527686,4683.42785018735,-4441.14598563179,-4626.06328155741,-5158.07543469689,-3280.03598837142,2240.62762811767,16.8919350606704,-4978.68870659606,-4768.90058113898,"Canada.BonifaceRiver.LSA2","presence"
365.358739426432,287.071658156773,130.763525932254,256.452582546301,-250.192141890421,998.437616799548,877.562244532117,-1325.40902115653,-1743.51686569044,-1635.03340088875,-2110.43791303477,256.452582546301,-0.887721927981742,-1635.03340088875,-1634.47919674486,"nonveg_681","absence"
418.039750356087,954.928693851934,584.037853026229,692.073700783103,609.814997668564,1707.98827869848,1382.23640693803,-1062.04450883641,-2121.30809191927,-2228.38401163579,-1149.80489393505,609.814997668564,13.0385707351824,-2010.37288907447,-1714.3828790802,"nonveg_1968","absence"
2664.12762768671,1196.71689239906,2943.78251103577,3693.74599318193,1720.55166185377,2842.12655496035,5538.8983496383,-3887.60170190357,-5244.44858143563,-5936.66113306003,-4036.07267802044,2600.44558636203,31.7846024272014,-5206.41265941807,-4997.59335475963,"Canada.KluaneLake.Quill-MixedTundra","presence"
1003.46128925586,206.913623982182,446.840434461134,783.07791737531,208.953385099229,152.174612151899,566.76790946254,-2747.75978183795,-2595.7562191029,-2029.08734496733,-2512.45890924929,446.840434461134,-16.3318966013049,-2512.45890924929,-2233.10519727767,"nonveg_767","absence"
3320.73599889907,1850.28789081418,3159.96823032995,3785.39511006645,2081.70278018365,5436.38497929535,7320.536536637,-6007.47388028827,-6074.66866796792,-6743.22311603005,-5338.55312163879,3495.18681623362,2.05774389312115,-5674.74825415997,-5881.68817596921,"USA.InteriorAlaska.17","presence"
-31.8889808081558,779.012607932478,647.203962741757,216.503077815741,214.206965110966,1092.50229292182,917.613028439171,-1133.6911535818,-1255.28087336371,-1708.40191721527,-1035.11322959881,216.503077815741,14.57352591705,-1255.28087336371,-1419.33630105702,"nonveg_733","absence"
3382.35100490987,3384.0081552197,4078.93233165748,4265.76406926543,2192.63033464238,6644.0805595124,7603.01068146085,-5513.55511027688,-5672.56260439553,-6786.40565149154,-5759.45945030855,3415.97025401703,31.3855425843925,-6415.80610902782,-6428.0727712331,"Sweden.Abisko.VJ-MesicHeath","presence"
2044.69993519836,1793.23302325097,2134.1274555632,2290.06470415887,1242.18434416691,6516.82369846138,6948.68312855863,-5104.10278643942,-5924.74303051106,-6480.07685650945,-5483.31036515664,2281.45785285315,-16.3082134836857,-4977.06437661845,-5210.91495676928,"USA.InteriorAlaska.1","presence"
337.083348671197,-100.700199822218,-37.9385205070087,325.268694450734,-390.577994362542,-213.761763594757,123.049764997146,-203.769561119321,-584.581385849523,-485.502723535622,-501.868171242484,-37.9385205070087,3.69523283748508,-485.502723535622,-412.022006457425,"nonveg_1089","absence"
3721.40371443618,4233.29001684939,4873.20709135747,4750.84418843862,2644.85592078313,7532.91411388426,8595.98451356824,-6842.18087466534,-7101.0122760515,-7761.00480512332,-5549.36029674972,4281.54972330854,59.1202795542858,-6911.18489060152,-6899.7802717426,"Finland.Kevo.9","presence"
2022.69663983823,868.224383007951,1715.72825117305,1683.04947228995,1586.17731395042,647.365224769797,1733.21068812566,-3658.07545123099,-2796.18973167949,-2876.83553503204,-762.949092062804,1683.04947228995,-13.403875513055,-2796.18973167949,-2338.29848881105,"nonveg_706","absence"
695.512054087219,1077.31207660797,668.403866891069,1099.13275812424,507.710211126876,1586.9415012683,1153.16924594909,-1476.7531691958,-2288.32451115624,-1852.64941269728,-1917.27454911509,695.512054087219,23.9724885661372,-1917.27454911509,-1933.81351179805,"nonveg_975","absence"
2943.5629694723,3018.18561544619,3480.96007105847,3874.3544914917,1455.29119202699,6060.44781347002,6338.299055719,-5751.31073019815,-6332.54303126134,-5773.01806994596,-1047.44731198835,3305.00677624465,33.8510402843882,-6586.28841000802,-5221.41779835453,"Sweden.Abisko.KJ-MesicHeath","presence"
268.476969471451,614.698742970162,505.094170368592,493.909855030209,141.14780440523,789.374299103771,654.110514691151,-758.423474725699,-871.300757401119,-771.192317233041,-176.66150415955,493.909855030209,5.81877423591897,-771.192317233041,-703.322626742499,"nonveg_1416","absence"
-88.3517714192728,100.214741657737,800.125529067514,416.603898430329,-676.110999190058,-2598.25878160989,-396.677516098892,7433.43446024255,6288.17686024491,9781.80682432629,7746.51542059484,100.214741657737,715.053093042102,7746.51542059484,8032.66622846107,"nonveg_1994","absence"
2771.19947495529,3206.04013337886,3341.89621274549,3636.3281949386,1460.73403283471,5487.64504467582,5702.05245240984,-5593.23845295533,-6205.68763942756,-6052.74313335911,-3652.15333527996,3957.09133961537,59.1144024283215,-5334.72850225926,-5187.60456714577,"Russia.Tiksi.FloodMeadow","presence"
1556.44875343281,1325.95671108465,1665.95951184707,1714.49247095697,1180.84416779973,2827.65123439133,3402.58717824475,-3677.20227669377,-3861.93847009212,-4051.04688389288,-3009.82643062091,1569.17342669504,43.771410773958,-3873.57351923247,-3705.17913431147,"Canada.BanksIsland.GreenCabin-C00","presence"
3197.15986811623,3105.93938938632,3812.79389946867,4088.80290149803,2245.65326807275,5135.56399251188,6053.49169202862,-5645.72862175353,-6058.95939532118,-6301.07769107923,-4404.57659114738,3259.1262948437,18.6105418099862,-5878.53356296075,-5619.09468231565,"Russia.Yamal.VaskinyDachi-1","presence"
2461.33327743253,2240.08936502023,2731.58404294838,3590.00277393574,2168.02572062439,4587.31919210062,5082.91095649935,-5809.37581159319,-6358.11434572207,-5957.35038482487,-4365.64184021839,2573.36025019332,21.4237602473748,-5765.30261821532,-5617.51160121907,"Canada.DaringLake.LowBirch","presence"
669.955325374131,857.630320554794,371.392500028642,654.939572958497,975.52559471256,2431.43716256166,1780.25205704709,-2704.01481911997,-3437.17331813887,-2982.76166937316,-2053.44675520429,669.955325374131,4.87617036422028,-2710.72286001821,-2777.6238843709,"nonveg_985","absence"
2619.26893180797,2713.39840377031,3246.88954629115,3534.07046975353,1638.7227125862,5694.43498277995,6466.29227485522,-6071.0065859932,-6447.95578541745,-6409.8827043716,-5129.70721952639,2680.48754058243,57.0297108649434,-5923.07940482839,-5939.4842629504,"Norway.Javrresduottar.EC-Hummock","presence"
2384.06114328317,2349.40597952568,2480.98057222572,2422.42356187583,1785.39513581567,4707.68092440079,4773.38969894789,-4438.87878698031,-5003.79217227689,-5162.06494771975,-3678.25288953448,2430.71761047945,-26.8607640931296,-5198.1983637167,-5085.80166665805,"Canada.PayneLake.TD4","presence"
3119.39953428004,2329.69285581843,3077.64480358047,3697.17813438694,2000.93746800081,4381.04167695738,5603.37891276705,-5809.17096465145,-6151.67432588354,-6096.48197576087,-4578.82987006601,2968.46626486773,42.5073590367758,-5854.34961996351,-5564.14117520736,"Russia.Kolyma.T2","presence"
613.558320404308,242.869745559951,89.5280995136698,14.9801861898875,10000,630.630472031038,758.084136408093,-386.915022701194,-839.307034189709,-1082.27907775584,-56.4123465827088,242.869745559951,-9.32885796134106,-386.915022701194,-438.631763444183,"nonveg_1241","absence"
523.0903807037,338.157247992921,472.524130764544,952.231853178517,521.886094599508,606.367172885745,800.397375101128,-2410.40240755438,-2538.27532815829,-1955.5786759831,-1573.05098551538,521.886094599508,20.7919490303071,-2307.14684101239,-2156.89084764471,"nonveg_849","absence"
3413.54635386093,3111.82735955537,3969.20103842957,4204.25219340763,2365.00280708524,5927.79966678994,6918.89231078493,-6350.01006285613,-6740.29884225215,-7135.9800795997,-5107.83559314714,3417.47504891382,20.6591612741746,-5992.67970574598,-6356.46393528645,"Norway.Javrresduottar.A-Betula","presence"
3653.3960813545,3263.70148745386,4271.67799786529,4998.15530475894,2208.58379153285,6051.83202889683,7203.76881602214,-6422.56698100753,-7302.81264040617,-7340.86043317214,-4615.40918361428,3808.67825993848,33.2755451814066,-6382.34657504398,-6185.05808869356,"Canada.BonifaceRiver.AB8","presence"
2573.31841339235,2347.95171857726,3083.44760371682,3302.22120324997,1953.37105979162,4381.80292120226,5410.47673900511,-5641.79780604072,-5916.05018057584,-6163.79125614611,-4765.46769950948,2467.91344914857,30.8230973088654,-5585.5971963282,-5559.46296783717,"USA.SewardPeninsula.18","presence"
1788.9239973683,2314.25706201311,2349.53375500069,2403.56678464938,1568.04295156815,4759.67651734408,4898.49578756645,-4337.11383793261,-4936.14651576354,-5026.24227367035,-3453.09430775602,1748.11609691572,38.3609814084096,-4376.21295347485,-4273.96064790592,"Canada.PayneLake.TD0","presence"
964.003850871119,158.5075968603,180.596005650543,86.0283187428065,122.468282467284,707.137006363561,975.021103830651,-617.273856046368,-1448.15519915034,-1745.10616877121,112.703166649393,158.5075968603,-23.7765454014643,-617.273856046368,-750.403035973127,"nonveg_1469","absence"
401.617734219267,674.0007571413,1190.81608414754,410.542186951729,113.81783315149,1700.85563876947,2412.74897377097,-1896.69319596844,-1458.48701252331,-2564.40840159447,-1622.6270502242,410.542186951729,5.67284375311852,-1896.69319596844,-1937.53180156461,"nonveg_882","absence"
2428.70225932903,2432.34004182438,2679.04188788885,3012.78065994535,1744.53713191324,4769.30114546716,5338.49364402382,-5308.3262814263,-5451.4452087704,-5379.98199927353,-3819.41780931288,3183.86047710781,38.9297669829347,-4806.11648945375,-4872.59230239308,"Canada.PayneLake.TD2","presence"
454.825488846392,815.045284000985,1066.31741137675,-591.766086887176,229.614011361309,1393.90503514718,1760.29182510033,-1410.83802438962,-1096.46905635003,-3110.42785866924,-900.579283411913,454.825488846392,-44.8954780645908,-1250.52121447857,-1553.76708745988,"nonveg_645","absence"
2274.65440263018,2382.12261791402,3143.68782060866,3194.15063062504,1750.14979316026,5255.32837961244,6361.27742599352,-6251.81159665347,-6060.54205251873,-6354.69135158668,-4725.39753888279,2138.77017985858,25.5998788601895,-6316.04809345462,-6074.11965417804,"Norway.Javrresduottar.EC-Sphagnum","presence"
2354.56965806599,2123.61170951025,2866.20389277354,2563.37094730455,1768.74392126618,4118.6971784602,5013.85649970768,-5260.26835234294,-5191.41827807276,-5854.29417341996,-4422.36385849245,2398.86634341279,8.5508407121692,-5240.12701072789,-5096.02784565802,"USA.YukonKuskokwimDelta.5","presence"
2629.36019909664,2846.12518557565,3210.97893601603,3616.35876357965,2023.42355374632,5042.14694527313,5462.9538111192,-5428.07642160063,-5882.77201867764,-5802.16217429174,-4787.51130453296,1931.99318608425,36.8271089084917,-5749.75907910292,-5775.68954674993,"USA.YukonKuskokwimDelta.UB6","presence"
4083.36828652259,4341.41638758607,4783.39487181409,4905.01020483086,2639.19767447891,7813.76416350511,8129.44611250835,-6611.0589233501,-7187.40161136326,-7802.34087149269,-5736.56694425874,4312.86922007629,0.570024331644691,-6748.82586326889,-6845.90580941591,"Finland.Kevo.4","presence"
1096.17492653775,99.3643889524148,-27.5954203493824,144.758247658642,143.915751087031,525.492655097163,382.88081716691,-1972.42192748064,-2246.59818418635,-2139.7381396409,-2007.2432538621,143.915751087031,-38.3573347450311,-2007.2432538621,-1844.81390853776,"nonveg_695","absence"
2932.06389389956,3049.47382058358,3387.4422823842,3705.12415473971,2229.54296787606,5428.71133018848,6267.16967987769,-5969.20040806319,-6331.6526409518,-6425.38743453972,-4862.9472934702,3233.04585965805,33.4827716115615,-6181.34878682885,-5969.05995416462,"Sweden.Abisko.NT-BirchShrub","presence"
2628.02033228433,2726.23091105101,3193.28756422618,3216.00656160458,1891.87611755905,5625.46998702581,6296.26634808907,-5850.50645589055,-6008.97505158522,-6288.87102118203,-4822.45399265104,2934.46471702163,53.5088137462899,-5537.54502252176,-5428.15305947248,"Norway.Javrresduottar.EC-Betula","presence"
2808.12935430424,2787.45944011657,2867.75699392738,3347.74686007225,2036.5764645105,5388.00943373324,5488.20703814735,-5576.10331533638,-6300.50852016016,-6132.65061414095,-4929.2215903114,2816.81712555712,31.3778968152089,-5686.20333405881,-5592.26580285177,"Canada.CoutureLake.TD7","presence"
1633.48114016423,1624.86824852207,1903.83829661675,2362.26861441641,1434.29919106729,3775.76922525205,4222.0833760568,-4744.4726544915,-5041.30167462484,-4571.81349268245,-3577.07075262659,1408.8381853726,23.6697406548805,-4151.25593309564,-4086.57670394895,"Canada.LeRoyLake.TD4","presence"
2578.09280683365,3172.75917884261,3387.71060087692,3540.73445328113,1761.04440266007,5673.57432391561,5887.91884629674,-5570.83899137422,-5966.20972054993,-6055.56333772102,-3801.0170574262,2808.39630398464,21.101215578191,-5327.01330393977,-5232.31703712792,"Russia.Tiksi.GraminoidTundra","presence"
2461.33327743253,2240.08936502023,2731.58404294838,3590.00277393574,2168.02572062439,4587.31919210062,5082.91095649935,-5809.37581159319,-6358.11434572207,-5957.35038482487,-4365.64184021839,2573.36025019332,21.4237602473748,-5765.30261821532,-5617.51160121907,"Canada.DaringLake.LowBirch","presence"
3090.87373954434,2497.58302673918,3573.62040319818,4113.55371436821,1885.33695213083,4493.59022863306,5883.72219242174,-5141.72520487375,-5889.55926701082,-6392.60904691193,-4148.74522195093,2968.5115967251,50.2961980016107,-5550.57123641188,-5405.69678686618,"Russia.Kolyma.WT1","presence"
3121.70079561809,2994.84559026848,3497.0433026825,4645.12600059739,2770.88612187121,5270.98758083205,5351.48461445877,-5070.77139805271,-6209.67061407626,-5216.72881435189,-5124.14965799397,3278.56096188819,65.7567976642541,-5087.16649379275,-5475.67332176057,"USA.BrooksRange.6","presence"
2926.98127692281,2106.34670040939,3061.02281074226,3871.46483164118,2010.89464065817,5490.66154587235,6710.37639475759,-5915.06872523123,-6594.02904029495,-6335.06313077339,-4803.03508637005,3062.47176119511,23.6309362355844,-5788.50992066049,-5841.14852645506,"USA.InteriorAlaska.5","presence"
1911.23379384265,1750.8144245867,1872.77853054252,2374.83861495694,1145.2798996898,3409.44611488526,3625.93056553168,-4212.05042116128,-4953.25999535181,-4577.79505242548,-3386.83355367245,1949.57706355049,33.8323707184701,-3955.16853416223,-4135.66388948026,"Canada.BanksIsland.GreenCabin-C09","presence"
2045.09130333832,2057.92683592355,2679.93910215217,2881.79686936175,1250.65071465241,4397.59999137063,5125.81602938304,-5045.99735308092,-5261.38136946464,-5398.72524851899,-3458.38419426942,2439.96722956313,-25.8974326365023,-4594.92056233178,-4753.12573306815,"USA.NorthSlope.14","presence"
3046.20186280985,1629.48284818885,2729.17721448624,3030.83464099727,2118.94387095577,4835.83133666919,6265.80926680544,-6085.4253938366,-6304.84733982042,-6749.57358528478,-4875.53311568922,2284.62017038915,-2.96301622689725,-6132.8586766768,-6121.28799730398,"USA.InteriorAlaska.4","presence"
2525.88106596569,1957.49826963894,2987.26800070435,3444.53613025698,1512.70428569865,4620.26708870695,6176.56431160614,-5789.78456128412,-6276.3097156966,-6718.18039158048,-3988.91077141962,2844.74664275688,32.1882354693752,-6033.35007961919,-5528.49921762707,"Canada.DaringLake.MediumBirch","presence"
2264.97940398835,2091.86544628658,2876.09630636364,3512.0756994635,1672.01725753952,5556.74306197444,6780.53694986307,-6458.11369996305,-6696.47816628584,-6745.14609369498,-5077.98071895896,2266.7609790657,57.9268503417381,-6454.07239815041,-6478.22668698455,"Canada.PayneLake.TDA3","presence"
-193.434581081273,378.010922688476,204.359746170313,836.53862559436,191.705763509171,639.944004096588,314.210923054533,-1265.97382092153,-1843.48323140137,-736.407250334638,-873.150751441381,204.359746170313,67.8613199838482,-1265.97382092153,-1401.92852888229,"nonveg_560","absence"
