"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_EVI2b_annualMedian","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
2289.73195485615,2300.2995960007,2869.92260229996,3228.33451244931,1482.92199706404,4765.25843999063,5515.77285907732,-5111.41899583801,-5185.55702667763,-5123.13967785926,-4074.46815424939,2890.58891877121,27.9357594934814,-5038.50376094871,-5103.7499597516,"USA.YukonKuskokwimDelta.15B7","presence"
2855.21064526792,3029.66847203085,3281.31374383649,3173.21936937248,2259.16224399234,4952.49823630738,5218.53374852988,-4964.80608230769,-5360.80484891919,-5853.42360002875,-4592.68433912796,3013.63358128924,26.8230770817366,-4959.04603678984,-5086.2413731763,"USA.YukonKuskokwimDelta.6","presence"
3767.2548271822,4433.01113683417,4660.11830948419,4734.75863182821,2855.56752159638,7889.17281636558,8171.52533866866,-6876.38976325004,-7193.76919386615,-7348.29684185606,-6182.11856421932,4072.25023044183,21.3576271549499,-7090.57197460944,-6957.42406541371,"Finland.Kevo.2","presence"
454.825488846392,815.045284000985,1066.31741137675,-591.766086887176,229.614011361309,1393.90503514718,1760.29182510033,-1410.83802438962,-1096.46905635003,-3110.42785866924,-900.579283411913,454.825488846392,-44.8954780645908,-1250.52121447857,-1553.76708745988,"nonveg_645","absence"
328.427748144408,148.199634601982,598.881200987099,543.036538225993,571.850660667769,289.502512762062,1165.53098396038,-2137.0102229162,-1196.53122470723,-1378.56092187073,-1195.50058367938,543.036538225993,15.4143822502863,-1378.56092187073,-1543.02337614165,"nonveg_790","absence"
506.780696697396,117.468429592985,28.7986588748658,67.1793759296961,266.735848494997,402.219633641392,398.852284904498,-1149.5461055044,-2005.37358975161,-2255.02107509619,-1870.17879308207,117.468429592985,-22.7956320167992,-1870.17879308207,-1786.76915652151,"nonveg_757","absence"
1923.75038502387,1687.66095334402,2261.4035716291,2560.69139861239,908.038388173721,3769.47618210293,4603.24763041129,-4829.10073166693,-5201.4585944901,-5252.68881819079,-3517.22669564308,2006.84985590442,33.0440857226462,-4778.62871044816,-4669.34655337114,"USA.NorthSlope.FranklinBluffs-C17","presence"
77.1277584350658,330.474470091548,780.439639489611,567.901505595306,512.058970097043,923.787200197995,1479.7986263689,-2064.65229085532,-1588.7644514344,-1931.3564536166,-518.620929619263,512.058970097043,29.4940542201142,-1931.3564536166,-1636.73933121913,"nonveg_941","absence"
3435.84461608429,3028.2752049987,3834.22780246036,3587.30029374879,2060.75952629345,5565.00347327086,6410.88437690077,-6261.41544591893,-6388.5823186826,-6996.6499293194,-4560.62440494714,3088.5167232959,8.25330208920875,-6238.61397064409,-6020.70217235207,"USA.YukonKuskokwimDelta.15B6","presence"
2445.90252043569,1814.51029907081,2867.42252649944,3489.35444288286,860.494321419176,3843.20598985807,5182.72890348612,-5121.5897000473,-5412.16859782206,-5410.74934718001,-4633.99150207528,2681.44369636803,55.85550355266,-4722.8373673025,-4837.43268782178,"USA.NorthSlope.12","presence"
-198.978791391364,-159.941231208803,-143.410908717739,196.052440386406,261.332147534124,-306.238457312781,-313.156632195632,-373.683687074174,-516.935542050954,-405.241387594218,2395.72717518567,-143.410908717739,28.8043730932873,-373.683687074174,201.628551290424,"nonveg_1642","absence"
1438.62052631534,1315.62983687915,1852.0763647615,113.513202292886,676.006991411682,2359.72941270827,3016.43533956217,-2378.04822962047,-2015.86605874998,-3956.17778914071,-2137.54053404227,1315.62983687915,-56.6883589877794,-2183.18364296062,-2534.16325090281,"nonveg_680","absence"
299.259800163908,-14.7738388899548,-37.4935043914184,465.027100820692,-599.753866835903,158.799812000254,178.413228599913,-938.532334372553,-1398.26311570539,-646.378490001434,-237.067124426834,-14.7738388899548,10.171734573673,-646.378490001434,-660.37151297737,"nonveg_842","absence"
-65.5398219171089,318.697869128083,-650.599324284422,-303.100304821066,-318.595707526459,716.643604768146,-686.105674382991,-221.500340495301,-1696.79691198156,-1215.28981186986,320.33401287318,-303.100304821066,-4.5759807330156,-348.674780482159,-632.385566391139,"nonveg_558","absence"
2163.83680159541,2441.12635544236,2983.22767481291,3184.27218995113,1326.45427853585,5276.12476122566,6196.42174911372,-5660.14986505783,-6038.09205897173,-6060.27946228483,-4596.43598300043,2351.72275022424,58.241163707866,-5775.43971762183,-5613.0622929505,"Finland.Javrresduottar.EC-Salix","presence"
454.825488846392,815.045284000985,1066.31741137675,-591.766086887176,229.614011361309,1393.90503514718,1760.29182510033,-1410.83802438962,-1096.46905635003,-3110.42785866924,-900.579283411913,454.825488846392,-44.8954780645908,-1250.52121447857,-1553.76708745988,"nonveg_645","absence"
129.550414041258,141.959345410804,-191.283625519104,-35.6359159824871,-449.073190058351,404.173454136387,-39.1764199955251,-927.302541966849,-1559.35828983412,-1467.32395698617,-528.417535604361,-35.6359159824871,-6.59173515897638,-950.891587845469,-1086.65878244739,"nonveg_582","absence"
1428.51045897296,1181.67449070732,1487.30987568902,1040.4449628897,1248.20930535343,1849.59390548023,2367.94833915462,-2734.52732843799,-2499.76268856042,-3042.00794838112,-2682.03261429814,1248.20930535343,-9.97256306099362,-2682.03261429814,-2725.46714727457,"nonveg_701","absence"
2475.53993939352,3074.43977114706,2970.15894802783,3161.04938414788,2290.55409382822,5556.46437933928,5354.05501534643,-5101.0134254769,-5633.83356223052,-5416.66349286329,-4678.79885301702,2643.19324251482,33.3970617185041,-5585.9456167364,-5529.17940953139,"Finland.Kevo.10","presence"
2573.31841339235,2347.95171857726,3083.44760371682,3302.22120324997,1953.37105979162,4381.80292120226,5410.47673900511,-5641.79780604072,-5916.05018057584,-6163.79125614611,-4765.46769950948,2467.91344914857,30.8230973088654,-5585.5971963282,-5559.46296783717,"USA.SewardPeninsula.18","presence"
2274.65440263018,2382.12261791402,3143.68782060866,3194.15063062504,1750.14979316026,5255.32837961244,6361.27742599352,-6251.81159665347,-6060.54205251873,-6354.69135158668,-4725.39753888279,2138.77017985858,25.5998788601895,-6316.04809345462,-6074.11965417804,"Norway.Javrresduottar.EC-Sphagnum","presence"
2965.93529869087,2518.44210801352,3463.83559781806,3950.28279803965,1800.14347326023,4974.83249032117,6389.54613966431,-5855.39412205114,-6736.83337303066,-6899.00286243503,-4504.62767586927,3058.99548818374,15.8182273062836,-5921.70814006079,-6060.5540121516,"USA.SewardPeninsula.19","presence"
459.005575030836,384.337860562662,219.284228610583,275.216496761564,156.056528080289,750.276803850073,516.81768228368,-1130.38483835967,-1691.0110760336,-1713.08062588392,-1044.26661468853,275.216496761564,-8.71410835487617,-1139.55278245437,-1343.65918748402,"nonveg_775","absence"
554.408006749237,887.787901483177,543.324681696482,899.584867677858,238.57642241649,1434.3077582807,974.964034572862,-1589.9821225293,-2180.01352900131,-1694.77875758092,-2042.78005381948,554.408006749237,18.6674939373659,-2042.78005381948,-1917.09469502863,"nonveg_940","absence"
374.661836043654,454.775447819947,761.53919974461,187.224431693393,-148.628710734202,772.665332200493,1171.18292734183,-1597.44281899835,-1104.70882836165,-2060.03423822862,-2235.95682862089,374.661836043654,-9.39906794833634,-1602.56622474722,-1720.14178779135,"nonveg_955","absence"
2376.22528120757,2528.10174634274,2807.32568710828,2816.09784653564,1634.9529700787,4550.0569484256,5095.84845813545,-5129.30343139806,-4978.71350705343,-5294.64563623533,-3838.82895028471,2352.4911007898,25.4533744323363,-4921.21028120717,-4733.35687717346,"Russia.Tiksi.ShrubTundra","presence"
2158.74260006226,1507.34505792304,2081.16642020982,2621.43171330917,1215.43720782431,3650.98505917714,4408.2926237586,-5253.85986495139,-5317.6688315338,-5138.88461663544,-3660.80843394946,2265.41599456375,14.9388065699083,-5233.62691375212,-5148.0801459121,"USA.YukonKuskokwimDelta.1","presence"
1648.8132041776,1847.91760799136,2370.20645759671,2235.37514207439,895.969678375813,3568.62203157914,4447.53183790338,-4124.23002242949,-4340.02522697388,-4951.64075718164,-3938.92287049082,1993.98765243841,35.465016756171,-4545.2044972055,-4401.47455994562,"Canada.BanksIsland.GreenCabin-C11","presence"
2855.20355732644,1975.24919819533,3946.49429023899,4048.57183525653,1595.81974543324,4982.2169436256,7835.51844309279,-5834.90364863408,-5341.71866821948,-6553.59943791145,-5338.75709075089,2982.15386550102,63.9250712372848,-6096.60914935207,-5775.24643239991,"USA.InteriorAlaska.2","presence"
669.955325374131,857.630320554794,371.392500028642,654.939572958497,975.52559471256,2431.43716256166,1780.25205704709,-2704.01481911997,-3437.17331813887,-2982.76166937316,-2053.44675520429,669.955325374131,4.87617036422028,-2710.72286001821,-2777.6238843709,"nonveg_985","absence"
448.000351051818,803.898369582738,836.248340455661,4.82478186152304,-253.136787296193,1158.89397522966,1361.91372819198,-1203.30176699722,-1049.71384992709,-1872.65582540448,-141.041790987461,448.000351051818,-4.93361473974985,-1049.71384992709,-1020.17204237542,"nonveg_897","absence"
139.077213070611,550.029247730369,173.750231490474,160.54712523194,-88.4144765216546,1025.45096486197,497.010105349712,-1071.41769822011,-1745.84837036453,-1841.80861831006,-1034.42843869504,160.54712523194,1.93046604948015,-1527.16183165415,-1444.13299144878,"nonveg_578","absence"
131.17284298587,468.420535656928,-116.839844841031,337.212361685765,-88.7897097347677,1060.27107578909,381.352328284601,-777.727638129264,-1678.0708925023,-1419.47490460712,979.217989120195,131.17284298587,19.4854510581241,-777.727638129264,-729.92071442763,"nonveg_721","absence"
3236.64195578914,2295.1463932664,3532.63718126172,4124.42369065678,1904.57854754493,4144.95450274666,5791.79175789472,-5500.24390365843,-5986.53023024527,-6329.43773586246,-4111.32116139355,2927.77431817712,17.6254528716597,-4870.66628331928,-5360.16962516269,"Russia.Kolyma.OW1","presence"
1393.79195029639,55.0406968593481,362.122417249593,149.115241828972,-278.886939093665,487.074418045491,928.427762813906,-1929.27035831527,-1384.72302869316,-1712.32958361598,-1942.50846819139,149.115241828972,-28.9576990823689,-1712.32958361598,-1632.66904646177,"nonveg_785","absence"
3121.70079561809,2994.84559026848,3497.0433026825,4645.12600059739,2770.88612187121,5270.98758083205,5351.48461445877,-5070.77139805271,-6209.67061407626,-5216.72881435189,-5124.14965799397,3278.56096188819,65.7567976642541,-5087.16649379275,-5475.67332176057,"USA.BrooksRange.6","presence"
3046.20186280985,1629.48284818885,2729.17721448624,3030.83464099727,2118.94387095577,4835.83133666919,6265.80926680544,-6085.4253938366,-6304.84733982042,-6749.57358528478,-4875.53311568922,2284.62017038915,-2.96301622689725,-6132.8586766768,-6121.28799730398,"USA.InteriorAlaska.4","presence"
2148.42951940566,2806.25765007646,1762.32148529317,2103.5164725877,1772.1209622766,3917.67210767242,3405.73429781878,-2783.02725646023,-3317.51206653821,-3292.34158145857,-1804.66258166714,2103.5164725877,-11.837033894356,-2783.02725646023,-2774.1922423851,"nonveg_1177","absence"
377.365746682284,672.544166065523,1008.30308627283,805.226271830861,690.282017114961,1523.58451360539,2159.64163730269,-2562.48788780001,-2255.64036917609,-2876.39268299983,-2313.29781721678,690.282017114961,43.7403117527143,-2562.48788780001,-2714.8113203083,"nonveg_832","absence"
2385.96001224314,2031.63021210851,2772.13403357094,2889.63531506279,1300.90771356148,4751.07021779507,5988.60533427308,-6014.14385182401,-5892.15936611838,-6094.83081210818,-4650.21352987851,2633.79946541914,38.2183760983848,-6169.30656757361,-6039.06150645344,"Finland.Javrresduottar.EC-Betula","presence"
448.231876267438,-327.42970281857,-123.312143895605,-18.3844291457674,26.4578041699497,-443.057434081414,-193.715454140914,-1301.60615621163,-1060.909561696,-940.591450329209,-714.623167980525,-18.3844291457674,-17.4964005940554,-940.591450329209,-867.354460572763,"nonveg_995","absence"
158.167159493216,496.401171365451,-107.056324139957,279.137502500183,303.46122870227,940.013552556324,221.760107669974,-663.019429053813,-1745.76905916024,-1329.06505445052,-280.154611002803,279.137502500183,8.33282008798873,-985.79544138116,-1000.76071900971,"nonveg_932","absence"
519.315666231488,477.79780266859,465.592151674598,651.868096934609,417.499289996962,1193.2992554143,1290.55616204161,-1685.9784444546,-1926.41893368618,-1706.42422692507,-1154.58458887032,477.79780266859,13.4167425230458,-1685.9784444546,-1603.96682126598,"nonveg_693","absence"
3210.36769410346,2529.12805541916,3794.92705670525,4174.10466433472,2417.10136822362,5368.12098347056,6948.47331828784,-6202.80036408539,-6767.80480780127,-7228.41071599766,-3995.98241270913,3276.43685545596,49.3629989436933,-6575.60464392137,-5754.90662547689,"Canada.ClearwaterLake.AB2","presence"
3099.78996637374,3108.80840768238,3616.17531347518,3583.69886735615,2186.11580013678,5192.73386488756,5951.9118623565,-6173.11750049411,-5881.48389418963,-6701.94011830279,-4004.03569948941,3021.53194246019,15.6045685596382,-6464.11329098085,-5874.39997302095,"Russia.Yamal.VaskinyDachi-2","presence"
3653.3960813545,3263.70148745386,4271.67799786529,4998.15530475894,2208.58379153285,6051.83202889683,7203.76881602214,-6422.56698100753,-7302.81264040617,-7340.86043317214,-4615.40918361428,3808.67825993848,33.2755451814066,-6382.34657504398,-6185.05808869356,"Canada.BonifaceRiver.AB8","presence"
1925.75786053365,1658.56538013183,2372.76524720501,2620.92398377615,1082.86511457564,3631.45957017626,4699.09168728344,-4354.42377917211,-4889.99933980337,-5261.24926233004,-3557.5903455858,2156.77449157185,33.30379922906,-4439.09115845556,-4296.93894076746,"USA.NorthSlope.FranklinBluffs-C15","presence"
842.537196470201,745.165946689049,1299.77622787879,1301.49253248398,463.006773198951,1331.4412934504,2009.26263941998,-2289.04253590128,-1808.92103797957,-1903.537861148,-2023.58742241466,842.537196470201,25.5409269019248,-2023.58742241466,-2046.29696094079,"nonveg_540","absence"
1401.77870903824,841.528678623075,645.613393498365,1192.93617696822,33.8866821818187,2084.28664328461,1955.2981540382,-2470.87566438399,-2753.35517350792,-2301.41208481805,-832.611156248336,841.528678623075,-1.62714418857891,-2301.41208481805,-2001.5409498938,"nonveg_619","absence"
2376.22528120757,2528.10174634274,2807.32568710828,2816.09784653564,1634.9529700787,4550.0569484256,5095.84845813545,-5129.30343139806,-4978.71350705343,-5294.64563623533,-3838.82895028471,2352.4911007898,25.4533744323363,-4921.21028120717,-4733.35687717346,"Russia.Tiksi.ShrubTundra","presence"
2631.29999245668,2778.40779104534,3064.46514148377,3310.27374786964,1793.03905921385,5069.05259575114,5422.65009542663,-5108.17207482373,-5838.99153019233,-5788.96660193025,-4535.09220393326,2644.81024440506,23.2140087999363,-5193.59794460763,-5174.51344986737,"Russia.Yamal.Laborovaya-2","presence"
158.167159493216,496.401171365451,-107.056324139957,279.137502500183,303.46122870227,940.013552556324,221.760107669974,-663.019429053813,-1745.76905916024,-1329.06505445052,-280.154611002803,279.137502500183,8.33282008798873,-985.79544138116,-1000.76071900971,"nonveg_932","absence"
539.951944896747,688.302537037029,-36.5780054878071,1084.79550751117,-325.812918195254,1353.59705082901,415.2941650387,-2170.00495144469,-3084.92164584269,-1734.6820736313,-2870.55989756894,539.951944896747,30.366154884535,-2273.48010510756,-2426.72973471904,"nonveg_899","absence"
1001.0914507604,518.387340797765,1160.79948989391,746.080649291922,55.3909873664505,1210.83169452292,2091.14586529834,-2361.12434471144,-1644.74134296816,-2455.84975316694,-1301.00241183041,746.080649291922,-5.47729474385586,-1644.74134296816,-1845.39588383664,"nonveg_725","absence"
571.067735525933,1639.45776863993,1578.06475663752,897.007138901973,472.287332781721,2559.34655273513,2447.76783579397,-1355.49477896008,-1349.00178666396,-1959.83934799864,-1725.60165894922,897.007138901973,23.0436259929755,-1725.60165894922,-1674.40407020415,"nonveg_663","absence"
130.392483937877,46.4303156689451,464.88243302764,323.027750068281,518.773949687034,356.706199521542,895.718049079487,-1549.31341542045,-1102.50274805272,-1260.28597733773,-1018.58816109192,323.027750068281,25.6189551358025,-1260.28597733773,-1279.96705832137,"nonveg_900","absence"
2855.21064526792,3029.66847203085,3281.31374383649,3173.21936937248,2259.16224399234,4952.49823630738,5218.53374852988,-4964.80608230769,-5360.80484891919,-5853.42360002875,-4592.68433912796,3013.63358128924,26.8230770817366,-4959.04603678984,-5086.2413731763,"USA.YukonKuskokwimDelta.6","presence"
2078.96667591686,1759.27747459992,2239.37261985879,2724.099290318,988.005705648541,3985.93354349032,4580.24004379639,-5045.36292054733,-5214.15233654334,-4922.87310930043,-3023.17124608078,2030.0055608209,51.3670305445088,-4719.68826692324,-4502.71148448561,"USA.NorthSlope.Deadhorse-C15","presence"
-1647.2946683046,-343.735638111299,564.673228259443,-124.574905358642,5698.21514010243,4101.74628962797,4187.89224659794,-3718.34620769219,-2754.01587260545,-2618.49946152114,752.30735135922,-124.574905358642,52.6468759526328,-2618.49946152114,-1929.98911426288,"nonveg_1353","absence"
270.774012571004,937.622235507744,562.45762321415,642.052609160442,-139.492217106802,2541.24878700769,2049.30919112401,-1778.60258535447,-3397.87729759714,-3351.86044481622,-2.83041605732112,562.45762321415,36.4741622532461,-2243.71959322688,-2154.97806741041,"nonveg_804","absence"
1401.77870903824,841.528678623075,645.613393498365,1192.93617696822,33.8866821818187,2084.28664328461,1955.2981540382,-2470.87566438399,-2753.35517350792,-2301.41208481805,-832.611156248336,841.528678623075,-1.62714418857891,-2301.41208481805,-2001.5409498938,"nonveg_619","absence"
1532.25387019257,1476.26352770526,1685.27103593249,1707.73401250803,1186.29458956884,3294.76955588652,3671.24038583713,-3832.04031566732,-3830.56971392117,-3847.11898941265,-2829.91858829566,1645.75252473753,-5.11861124042915,-3867.75259388884,-3673.07887117207,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
1449.6047981065,1834.06719500245,1674.58911917687,1966.00424627749,1156.41665015272,3843.7939830221,3583.85801950754,-3843.23951199162,-4140.18810037009,-3798.18385784481,-3113.54298281588,1724.31965100295,-7.22805426770688,-4287.86255043485,-4082.38880312637,"Finland.Kevo.3","presence"
2264.97940398835,2091.86544628658,2876.09630636364,3512.0756994635,1672.01725753952,5556.74306197444,6780.53694986307,-6458.11369996305,-6696.47816628584,-6745.14609369498,-5077.98071895896,2266.7609790657,57.9268503417381,-6454.07239815041,-6478.22668698455,"Canada.PayneLake.TDA3","presence"
340.978532548825,768.864678755028,1165.19673752972,-330.313496417793,613.552002450027,1017.92200616765,1414.63990628323,-1212.07097435362,-1077.13668016733,-2281.48487948121,-539.875544324069,613.552002450027,-20.2193387768232,-1212.07097435362,-1309.63695966693,"nonveg_677","absence"
2490.31678485588,2164.28675616059,2668.17733865041,2952.76031245627,1852.8842811829,4562.11100718409,5251.71090928138,-5280.72422186821,-5503.40602491346,-5519.11014178483,-2951.48802902409,2449.10169241254,34.0759918474494,-6082.25252438225,-5785.33604270445,"Canada.CoutureLake.TDO4","presence"
3238.5518628597,2751.06910766726,3685.12533274539,4181.43746509985,2199.15640911858,5557.86249001492,6560.3570861818,-6138.2418383749,-6388.53329946295,-6576.89117455794,-4491.98080433736,2795.11763095599,40.1037067895774,-5967.05490811409,-5527.20023238055,"Canada.ClearwaterLake.AB3","presence"
256.740314828622,293.375787171064,498.550742925551,268.080457305901,-42.4487035598626,1130.62664372201,1850.63714625935,364.434070314712,-148.109564659192,-719.089083758882,597.856585543609,268.080457305901,25.5321137176982,36.3358749480447,26.2855764776583,"nonveg_1889","absence"
2857.80721998626,2913.24563008966,3031.76222116689,3024.90901564564,2051.17321374445,5194.08116994566,5211.4515618766,-5537.9467121338,-6000.15115794718,-6309.38824073062,-4294.16041762733,2726.55188380642,-5.53878272230399,-5574.01420737272,-5794.57228867295,"Russia.Yamal.OstrovBelyy-1","presence"
449.810324678069,244.133649138967,427.197164885769,597.700545173988,225.696945165986,468.462798224808,741.886326176969,-1372.47642566015,-1194.64182688535,-970.209370440906,-716.050341604194,427.197164885769,7.92460473668003,-1056.10609454466,-1061.89681182705,"nonveg_997","absence"
1834.13471194719,1553.077002844,1822.4165932174,2199.74633881368,1529.02514272023,3361.29341563284,3736.53293814151,-4324.71080398357,-4513.87534239112,-4366.54509073053,-2803.21721315612,1628.66022823608,24.3562279672767,-4723.36072292056,-4418.25371845475,"Canada.ClearwaterLake.LS1","presence"
262.930404540287,1885.66068104909,672.907811066349,1234.85598005937,808.811724571376,3462.53461357158,2137.9890757677,-1352.55411317032,-2898.20593592744,-2432.06843135039,-1494.17055048175,808.811724571376,41.7779468800793,-2432.06843135039,-2221.97136239215,"nonveg_612","absence"
-88.3517714192728,100.214741657737,800.125529067514,416.603898430329,-676.110999190058,-2598.25878160989,-396.677516098892,7433.43446024255,6288.17686024491,9781.80682432629,7746.51542059484,100.214741657737,715.053093042102,7746.51542059484,8032.66622846107,"nonveg_1994","absence"
2573.31841339235,2347.95171857726,3083.44760371682,3302.22120324997,1953.37105979162,4381.80292120226,5410.47673900511,-5641.79780604072,-5916.05018057584,-6163.79125614611,-4765.46769950948,2467.91344914857,30.8230973088654,-5585.5971963282,-5559.46296783717,"USA.SewardPeninsula.18","presence"
3403.10159559081,2935.8730150097,3775.78021627536,4078.46682255556,2565.24919138489,5331.68378749812,6204.47246654903,-6060.04680961036,-6386.72352421848,-6596.89531941748,-5432.40633680382,3132.82876920843,25.5175667454204,-6136.6037648824,-6197.71812457103,"USA.YukonKuskokwimDelta.72B1","presence"
188.217584160523,637.979312060632,309.1069394092,250.239100213715,217.238714990629,972.240353202209,679.545147969623,-638.137378247979,-1056.03745295889,-1160.26775694686,-420.972754493385,250.239100213715,5.96003765308007,-971.215514826193,-849.326171494662,"nonveg_1499","absence"
439.060546623965,392.461549179043,-244.380326266577,-96.6234154143015,239.071867127802,1133.78101721413,353.29253538211,-903.799075571501,-2467.15492267662,-2436.04749379232,-251.577043080247,239.071867127802,-16.5515313767843,-955.034660021394,-1402.72263902842,"nonveg_794","absence"
396.34160495956,10.7149404639919,-328.371658442347,-56.2172972235603,-489.37823917232,-288.937048891823,-467.259029966839,1211.67620198423,-528.480937699211,-752.012331985619,-240.152599643871,-56.2172972235603,-13.5106612124393,-240.152599643871,-53.6656645511473,"nonveg_1145","absence"
3673.87466145528,3596.78829542388,3881.46294866526,4100.93874753908,2506.14922329068,7570.67222956623,7699.32761436672,-6490.83215086132,-6956.19306529696,-7013.79543298194,-5717.67947416499,3367.10502302371,23.2261766699584,-6892.94819842704,-6737.67238369365,"Finland.Kevo.7","presence"
2562.03733487475,2512.57413882211,2822.4720342326,2860.44281825539,1868.9220956037,4650.90440749268,5074.35810882938,-5283.98593739139,-5388.44409501608,-5701.13810903565,-4259.64692208671,2636.45689139486,3.42809709172941,-4892.29309573146,-4971.69051077805,"Canada.ChukotkaRiver.TPO2","presence"
2722.27269757848,2691.56678535322,3383.02184680802,3318.45586252247,1899.33623866761,4237.43500138701,5230.74622773375,-4410.42022660345,-4863.84314326991,-5417.42118904382,-4147.96653582951,2419.76051444474,35.7883807516237,-4784.96166066842,-4903.2762556578,"Russia.Tazovsky.Unburned28","presence"
951.994290781001,275.48625195777,629.639414313978,44.3014902345673,219.294340652743,402.737245478052,984.925293865603,-2483.59005670413,-1810.26700472022,-2909.65187931442,-2150.26742496954,275.48625195777,-46.7715249652284,-2150.26742496954,-2092.03358274572,"nonveg_583","absence"
680.894316511109,232.898844103831,820.416533510096,969.072333510786,298.987909835888,778.657067029663,1484.13430560021,-1553.25495588775,-924.66877203565,-712.982912793042,608.277757499381,680.894316511109,14.2825827738016,-712.982912793042,-505.569391218106,"nonveg_1473","absence"
-69.6829803221121,-132.244491478849,370.102686238781,725.083330276521,263.26373238924,332.535886632633,962.311176533363,-2210.00785493705,-1727.61839316461,-1345.75499186017,-1455.43570966234,263.26373238924,56.9557364394181,-1727.61839316461,-1769.68554348332,"nonveg_535","absence"
3141.81061519063,2733.98605681654,3755.56486360816,4277.89440003616,2138.37986438164,5592.96079963589,6902.6091719595,-6427.21180238362,-6927.49247446764,-7133.78240309012,-4616.16446363909,3212.19558412513,35.0363680087912,-6410.0538964953,-6155.24552990047,"Sweden.Abisko.NF-Wetland","presence"
3551.55767622795,2849.19838642937,3971.59043258221,4556.063609076,2571.68780807096,4671.07142417631,6234.84239921049,-5869.58671099259,-6353.21221140089,-6556.65120043571,-4658.28658518568,3130.87949078127,61.1097959528373,-6080.99968046886,-5874.78207501711,"USA.SewardPeninsula.QuartzCreek2","presence"
2105.84732631734,1787.52392967401,970.158669534751,2061.86329941542,1403.70602231698,3383.16119947623,2271.56157210607,-3135.71187719673,-4259.38001410755,-3178.75210398683,-2227.87967226327,1787.52392967401,1.88420271359805,-3135.71187719673,-3071.97807006657,"nonveg_662","absence"
3034.58331274418,2877.24751095721,3320.68351469867,3557.05813515461,2488.38446940336,5558.23549499342,6083.4942959717,-6031.11187884246,-6434.24917391904,-6440.82075945501,-4916.31320734452,3149.64838112924,19.881306890948,-5913.18713216053,-6004.99250872263,"Sweden.Abisko.NF-DryHeath","presence"
3585.98366514078,2540.88368340825,3705.55619765711,4203.36031734445,2401.36952896666,4776.39428841499,6069.11926500627,-6018.80930989439,-6441.06875748214,-6744.49992165639,-4963.92106421934,3696.41924831093,-8.89215444727764,-5671.91460608256,-5800.1493778106,"USA.YukonKuskokwimDelta.72B4","presence"
2781.6907349404,2453.6310199658,2662.450917292,3051.24569040287,1587.62325350525,4738.48650752079,5191.83714223436,-5215.27393013657,-5925.39704675003,-5939.85234572647,-4532.31824843854,2407.01287547926,-5.69040154608251,-5429.5801495727,-5014.15308803044,"Canada.ChukotkaRiver.TH1","presence"
2289.73195485615,2300.2995960007,2869.92260229996,3228.33451244931,1482.92199706404,4765.25843999063,5515.77285907732,-5111.41899583801,-5185.55702667763,-5123.13967785926,-4074.46815424939,2890.58891877121,27.9357594934814,-5038.50376094871,-5103.7499597516,"USA.YukonKuskokwimDelta.15B7","presence"
448.231876267438,-327.42970281857,-123.312143895605,-18.3844291457674,26.4578041699497,-443.057434081414,-193.715454140914,-1301.60615621163,-1060.909561696,-940.591450329209,-714.623167980525,-18.3844291457674,-17.4964005940554,-940.591450329209,-867.354460572763,"nonveg_995","absence"
1764.75500172982,811.914820121759,1752.75011509733,840.183946209327,523.599333281938,1127.78278152869,2307.0729919463,-1586.975203723,-553.586424201383,-1486.37148583889,-1586.5571153086,840.183946209327,-34.3227403488485,-1486.37148583889,-1169.86643591794,"nonveg_624","absence"
245.224421546983,162.404907651877,256.780947150892,99.2965453628623,-89.9132609821542,785.678149890264,1134.82022054991,-1494.0166145641,-1660.70298403753,-1903.5145643725,-1291.1403514902,162.404907651877,0.244208643130472,-1494.0166145641,-1546.52181110041,"nonveg_874","absence"
1380.71646621033,987.2821777691,1077.79417171212,886.77197305279,426.838697394911,2172.93775993167,2319.45416542918,-1506.81485543229,-1446.94271682669,-1743.67436359175,-2137.38423359226,987.2821777691,-14.7390123242112,-1506.81485543229,-1569.54390604729,"nonveg_745","absence"
2313.05200091054,2385.97118541734,2558.52970454777,2611.03949826856,1541.48848593899,4482.79182286953,4699.56816192687,-5183.70121433898,-5320.47435843315,-5401.39573329341,-3366.81718129983,2083.68011216618,-43.9006145841596,-6046.36275316553,-5281.40108641247,"USA.NorthSlope.Barrow","presence"
728.007994439538,1027.03009919004,1011.63441261851,866.113576751098,324.028660397782,2476.56198793444,2302.36988633258,-2255.99623412558,-2740.44526423543,-3202.83892540389,-1239.27873607391,866.667296475642,-16.7826622890795,-2144.59309405982,-2237.99266712667,"Canada.Ivujivik.TP10","presence"
2720.18118458595,2901.58646705536,3058.50037755235,3283.23690154961,1926.0213995138,5369.32381742712,5628.52065316176,-5677.94814375448,-6011.36157080185,-5825.43889888254,-4730.19916332382,2894.2152376879,35.3064412925789,-5361.61088262839,-5240.34038074521,"Norway.Javrresduottar.EC-Sedge","presence"
