"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","site_code","presence_absence"
474.096333595469,1111.08077021514,1071.30280595407,2213.27673232383,-2767.43199217721,-2500.50443918912,726.171176241783,-2755.48295203575,"nonveg_764","absence"
374.773006925,641.846494521584,298.873858379802,812.793918796434,-1364.05670050951,-1635.61064694295,353.258733227946,-1551.27101368103,"nonveg_768","absence"
336.616721645999,279.578008365334,412.121780696534,2147.23913247961,-665.069292702005,-1744.50688763013,987.550369104794,-1744.50688763013,"nonveg_814","absence"
152.376631808277,-271.710229636153,-939.419124251945,-832.613153253194,1016.22711617954,2107.10865191798,1091.79575606022,1668.66436941348,"nonveg_1677","absence"
1066.39855743102,1121.23883386656,704.244216920585,2796.98707517283,-2709.36288969573,-1350.52744963449,1505.02068734746,-3369.12128960188,"USA.NorthSlope.HoweIsland-C12","absence"
877.104858196287,372.023320329507,34.7088247124198,2688.09201695474,-3041.43676132677,329.812799107155,842.396033483867,-1894.16271491498,"nonveg_804","absence"
2571.15574536374,2883.49432093869,2612.79216818391,6854.52689628778,-6400.174286972,-4044.77461991975,810.937507183768,-5690.96482875958,"USA.InteriorAlaska.4","presence"
581.558408659663,1113.93188460329,275.103868507079,1830.33696453981,-3036.42534904078,-2721.54603249226,974.184826964954,-2954.2583021791,"nonveg_507","absence"
488.814050671955,392.256768090223,479.658623570662,1705.42019541197,-2103.11187564675,-1924.0666845335,272.521610614302,-2266.98831413699,"nonveg_760","absence"
2457.81637737986,3666.12981249224,2649.06463904956,6688.34145521208,-5652.0423287135,-5379.78807910252,1735.69117049495,-5821.60088311889,"USA.BrooksRange.6","presence"
306.828981038879,248.26751823081,-148.942234264119,883.909713217667,-494.955970030816,1156.00551686989,1110.31617194491,662.352109000732,"nonveg_593","absence"
304.162922716345,179.197493048182,290.662233691191,1892.76029658882,-973.285346440445,-159.152890663432,1492.81968671443,-1061.9860832245,"nonveg_794","absence"
3117.53203682856,3861.53669217679,2133.37908880163,7437.54525886007,-7056.48029938829,-5180.38886848792,1709.92506342334,-6439.66781274365,"Norway.Javrresduottar.A-Hummock","presence"
1023.49150944667,1487.39662168304,-427.666240853881,1923.97015310828,-3005.43013888544,-2738.46240512883,2064.0381014765,-2298.33337622802,"nonveg_600","absence"
2502.60210366566,3161.70789077354,2019.07434494375,5441.92062019983,-6079.02382008747,-4797.07561107322,1743.98801774425,-5440.39115043799,"USA.YukonKuskokwimDelta.UB3","presence"
120.996538505752,-494.295879682536,320.239064922621,427.677089193269,-1560.04905957177,-1243.64106863474,814.534944605156,-1464.7874880308,"nonveg_900","absence"
846.948996732228,1119.65839901107,958.736209257791,1657.29949102572,-3505.61704521033,-2078.86389041065,810.092935713503,-2326.13649451841,"nonveg_985","absence"
142.083871626163,-276.085848953394,266.668761343864,-107.686069983223,2743.72480454137,10000,574.933258877493,4387.96630260461,"nonveg_1720","absence"
-173.254831425603,791.716543735138,139.29168463019,192.869907985398,-832.180952836353,-36.3765826492352,964.971375160741,-267.508952263687,"nonveg_1089","absence"
1960.82346469971,2965.25758105278,1613.29793634232,6050.22600163799,-5852.84278357014,-4023.37475818427,1637.15315647844,-5116.87274267506,"USA.NorthSlope.Oumalik1","presence"
2625.43823558652,3129.72614264284,1978.35840012554,7062.9028225369,-5991.73566735894,-4119.49402175708,1846.10137887578,-5762.69907619285,"Canada.DaringLake.Tower3-DwarfShrub-2","presence"
2092.79507725946,2678.1681823416,1717.74691159113,5490.51066281576,-5405.13130243104,-3687.83130444825,1890.37414408534,-4342.02210554643,"USA.InteriorAlaska.BROWNSCREEK","presence"
2929.97851939072,3974.78840353208,2424.68577895135,6969.53095595383,-6780.14017136636,-4931.55724137938,2065.93618267457,-6037.76244858319,"USA.InteriorAlaska.CALF","presence"
2664.81685902484,2794.64054037396,1817.30319853174,6131.43555207448,-6133.95431596395,-4424.36593788311,1133.9833803525,-6405.54525550863,"Finland.Javrresduottar.A-Hummock","presence"
1671.74464267054,1679.502978283,1082.15364576125,1289.20409304635,-1653.48326791277,-1779.1860206491,1260.70328446513,-1653.48326791277,"nonveg_647","absence"
504.774865061267,2052.47133996953,1066.27671749357,3448.01598079759,-3491.06638556141,-2605.49197598781,1547.69647490826,-3048.17940114645,"nonveg_662","absence"
2933.61482763542,2970.46871676885,2065.24841523067,5012.67694683995,-6190.53182224276,-4138.53114580047,548.333706125486,-5917.46990528643,"Russia.Yamal.OstrovBelyy-1","presence"
-42.8695542985106,115.381214853807,-194.297647452305,-39.9247381648019,-546.742783717356,1991.56564149939,447.61223932665,-269.836508922233,"nonveg_1642","absence"
2201.69468792385,2190.6682220053,1297.52798438742,4550.3599827342,-4960.47558102274,-2822.88420189136,1259.14514313609,-4532.64597818301,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3194.86220726461,3357.02636709054,2279.90924373868,6955.11621715801,-6365.63897771692,-3689.21286155597,1913.10247378791,-5665.37066016081,"Sweden.Abisko.KJ-BirchShrub","presence"
3194.86220726461,3357.02636709054,2279.90924373868,6955.11621715801,-6365.63897771692,-3689.21286155597,1913.10247378791,-5665.37066016081,"Sweden.Abisko.KJ-BirchShrub","presence"
314.716584274251,310.827534413493,410.867187927878,410.884865588606,-2037.28963979877,-1308.49613934399,783.647888910763,-1829.61447643866,"nonveg_955","absence"
3019.93518908151,3448.00934952437,2614.53601102927,6665.19228789946,-6566.2621730575,-5032.52128954771,785.765355062204,-5709.64595713846,"Canada.Yukon.SOUTHSTONEBOY","presence"
-465.782138942219,100.625991448556,190.61080070713,248.316210051277,-1143.56993276334,-782.51736348886,656.392939649349,-1143.56993276334,"nonveg_870","absence"
2187.18035835922,3053.16352540106,1662.12571376967,5930.78758507728,-6138.62076516489,-5085.32341876638,2047.45941574898,-5730.92733960772,"USA.NorthSlope.Sagwon-C19","presence"
1122.97675126826,957.156704628645,456.947997064608,2094.68193783189,-2752.99511395665,-802.568810913586,832.92962039339,-2105.42885601951,"Canada.Ivujivik.TP10","presence"
162.452892906187,249.173606402353,-603.740003622011,-417.454707669467,-1004.32905498661,-364.63777286245,852.913610024364,-364.63777286245,"nonveg_1145","absence"
864.523213395084,882.137081576385,352.826924419359,1774.09091593657,-2859.55911210598,-1070.04035773847,1887.22954066783,-2242.07867856693,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
976.420778330497,759.109636580048,374.511615730443,919.807608092811,-1533.00194384513,-1649.41816167903,601.909162600055,-827.975151913208,"nonveg_790","absence"
1413.93372572442,1541.30377642043,1147.97202165044,3441.03931399237,-4126.73249091083,-3176.74052057616,410.409667543277,-4014.00693864466,"Canada.ChukotkaRiver.TPO5","presence"
2897.5647119587,3425.09536520834,2587.30693392236,5383.90756410149,-6815.68227781729,-4690.14584998572,1336.79305271618,-6205.41279447877,"Canada.DaringLake.Tower1-DwarfShrub","presence"
3339.44060452576,4412.15266923613,2437.5218237982,7932.32047533296,-7605.44785707718,-4727.92618673162,2858.75769871925,-7202.00891701471,"USA.Kougaork.TallShrub","presence"
3715.73849213943,4261.02363287792,2521.60386161771,8664.6198899438,-7332.75137827233,-5925.2335778183,2392.71144995126,-7098.5352427335,"Finland.Kevo.14","presence"
4460.13956486229,4951.14943568804,2690.26002626922,8074.98376485192,-7173.8672689542,-5492.21853298856,2374.2237229424,-6607.12844242231,"Finland.Kevo.11","presence"
3228.64995266426,3934.5200632327,1659.87106661734,6775.32269566656,-6488.54359150389,-3268.65662755519,3572.38779141474,-6030.12525387875,"USA.YukonKuskokwimDelta.3","presence"
3444.8200694334,3921.26619258123,2386.20616034986,6549.04571425215,-6783.21875274768,-5535.0792041618,1452.34378895526,-5431.70258871534,"USA.YukonKuskokwimDelta.72B3","presence"
1837.84302208097,2064.41619621682,1524.83146263427,4959.89270013584,-5208.45267576148,-3832.4383502383,815.01165230613,-4704.30936025803,"Canada.LeRoyLake.TD4","presence"
1438.68784051153,1210.18147223634,1854.11407480463,4018.88522078421,-3892.16158366976,-1999.09348895338,660.430503580125,-3934.79459747705,"nonveg_529","absence"
535.372632472278,1182.51191932393,404.108227997521,1119.45611403212,-998.685585097206,-1233.08007848527,778.403691326406,-998.685585097206,"nonveg_972","absence"
3241.75249623019,3287.56552631916,1501.60808793154,5731.09111200415,-6700.54944149794,-4285.48934518918,1105.40018088267,-5142.82982779784,"Russia.Tiksi.WetFen","absence"
3195.45247522197,3446.67017393706,2016.06839833226,5950.15400894414,-6218.57830453101,-4351.11578786897,1708.70046206458,-6096.52760187719,"Russia.Yamal.VaskinyDachi-2","presence"
2916.19303570355,4081.05890718105,2520.85999014513,6906.50191170152,-6585.39488701591,-5547.42914484544,1799.43052348632,-6180.76474598536,"USA.NorthSlope.Ivotuk1","presence"
1965.25881094811,3208.87801660829,2055.4999887814,6625.40641488476,-6172.26787362801,-4361.9527394056,2592.15743966946,-5459.28096462481,"Canada.KluaneLake.Outpost-MixedTundra","presence"
2466.95730203203,2523.8572917163,1361.63150829901,6231.22839447577,-6351.18775454545,-4749.57710642906,1068.90460020539,-5651.72094343825,"Norway.Javrresduottar.EC-Salix","presence"
430.101004928557,508.965729417911,-317.710478870453,1361.80643666418,-1648.01817531273,432.21884063168,826.676208288364,-1008.42274287819,"nonveg_903","absence"
2084.8457251917,2802.85229290876,2085.41674103922,5845.82115774824,-6192.14585709393,-4663.38437551407,977.205799242247,-5971.91036299754,"USA.NorthSlope.Sagwon-C18","presence"
314.716584274251,310.827534413493,410.867187927878,410.884865588606,-2037.28963979877,-1308.49613934399,783.647888910763,-1829.61447643866,"nonveg_955","absence"
2430.57549180929,2466.13648146033,1461.78212045938,4781.2754895532,-4997.85408730515,-3798.07857607935,2946.72078946469,-5641.70491541519,"Russia.Tiksi.ShrubTundra","presence"
2351.75417577582,3106.51187473755,2215.33675086045,6662.42739031851,-6982.45450251055,-5645.50631767369,950.405995452581,-5704.6145668595,"USA.InteriorAlaska.22","presence"
3416.48207264816,3668.35264439801,2234.49214350717,5782.95104602887,-6375.04989274805,-4909.83897641871,2452.58610245431,-6038.17366604863,"Russia.Tiksi.Bog","presence"
474.096333595469,1111.08077021514,1071.30280595407,2213.27673232383,-2767.43199217721,-2500.50443918912,726.171176241783,-2755.48295203575,"nonveg_764","absence"
2187.18035835922,3053.16352540106,1662.12571376967,5930.78758507728,-6138.62076516489,-5085.32341876638,2047.45941574898,-5730.92733960772,"USA.NorthSlope.Sagwon-C19","presence"
3166.15129450358,3538.87395660108,2440.97049331401,6225.75219805867,-5779.15100671515,-3827.10801770959,1613.64555685377,-5685.68255232564,"Sweden.Abisko.NT-DryHeath","presence"
1043.66365502778,1282.52173834361,515.345565322298,1229.21090098185,-2430.54008104153,-1785.40588729899,1451.88942624657,-1785.40588729899,"nonveg_628","absence"
65.9254831374813,-104.543024125696,-1020.74593233345,1178.51496501655,-1436.72801443141,-901.372768396911,1454.42305861766,-901.372768396911,"nonveg_1469","absence"
2418.29368942004,2646.85833060811,1881.54850103477,5422.05292376825,-5325.23915092816,-3524.20023093685,885.077721537825,-5221.74083890538,"Canada.PayneLake.TD2","presence"
702.691172108867,881.26523768717,774.644684945189,780.045637322705,-1936.75316662128,-723.485384982387,883.904759025986,-1295.17000431417,"nonveg_922","absence"
305.818811231986,161.075605789383,-271.860358895455,1027.43696029153,-1240.56063500195,-1781.20649172548,854.101144570401,-1265.60693479936,"nonveg_775","absence"
2852.44837402728,3749.16193583361,2344.8313978385,7497.49545902023,-6569.36978923937,-4517.55192997964,903.599264046199,-6721.71941412254,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2551.11634475654,3640.60450022196,2330.75097453004,6544.90678989254,-6548.80251754865,-5161.05610625686,2016.89220219714,-5690.22287431188,"USA.NorthSlope.Ivotuk3","absence"
192.325633638292,570.697433025038,-201.029746053623,1043.37089933299,-803.588863477001,-346.165893351518,992.524191583953,-803.588863477001,"nonveg_1234","absence"
1990.46582336957,2183.35006374635,1086.53867618251,4936.60649036567,-5540.49249871664,-4130.00835527247,1413.85561637976,-5324.34321069579,"USA.YukonKuskokwimDelta.15B7","presence"
2176.3828077416,2995.86682630062,1838.19407332852,6125.1357474823,-6148.94494727175,-4575.12197075858,1383.27446809313,-5935.46014663088,"USA.Toolik.S2","presence"
2318.82346830924,3413.53849500588,2184.70883851022,5992.55022076078,-6865.65137859627,-5112.18170183052,1466.20612327904,-5994.45417134238,"USA.NorthSlope.HappyValley-C19","presence"
636.706483666592,23.4658403969344,-346.260057133123,713.513221626118,-1581.52781071024,-2058.53552586254,982.966540799715,-1967.94267647888,"nonveg_785","absence"
2018.2790481157,3146.98002104976,1685.12486175144,6398.11772661881,-6130.73562362795,-3673.1815714514,2223.13786885877,-4859.73918449576,"Canada.Yukon.SPRINGRIVER","presence"
3451.57457694952,3665.44542158149,1633.6135765252,7295.05380502275,-6546.51662087733,-5417.38925186851,2907.59788835715,-6044.05858122766,"USA.Kougaork.GraminoidShrub","presence"
2176.3828077416,2995.86682630062,1838.19407332852,6125.1357474823,-6148.94494727175,-4575.12197075858,1383.27446809313,-5935.46014663088,"USA.Toolik.S2","presence"
2318.82346830924,3413.53849500588,2184.70883851022,5992.55022076078,-6865.65137859627,-5112.18170183052,1466.20612327904,-5994.45417134238,"USA.NorthSlope.HappyValley-C19","presence"
2135.0973530935,2231.76826269849,1584.04741309867,4627.79887390199,-4887.79601219998,-3187.60727193621,656.280927785584,-3985.08522528156,"Canada.BonifaceRiver.LSA4","presence"
1668.10574607668,2506.69468410058,1227.40597358034,6594.78475725814,-6340.82746630453,-3145.28102450465,1931.66665813686,-4841.88317644722,"USA.InteriorAlaska.23","presence"
2103.16111936328,2339.45887670182,1123.0749722408,4788.71831547602,-5862.70199560634,-3772.84979882188,2254.56506167364,-4918.27142331311,"USA.NorthSlope.16","presence"
581.945784619621,664.091071031644,647.882695262284,829.770447532673,-2399.65920402997,-1037.93997332915,694.902356415332,-1037.93997332915,"nonveg_919","absence"
2628.85365870373,3282.91011273118,1968.41725728945,4290.4811404676,-5733.34643801313,-4287.13121781994,1278.12562842481,-4712.56237630969,"Russia.Tazovsky.Unburned28","presence"
1442.47453158008,1936.88996521577,729.496946554902,4320.9937732671,-4565.72732652639,-1897.47699025716,1070.39494677181,-3689.45467634719,"USA.NorthSlope.WestDock-C14","presence"
1222.90825695308,165.531090201545,-323.886474142427,187.315933170176,-2382.56667184965,-1575.93445759354,1546.79473109551,-1575.93445759354,"nonveg_645","absence"
2233.95464242361,2476.89353419796,1260.97610000533,4182.05274897464,-5127.19621772677,-3310.50536657129,767.576720283612,-4388.73540334053,"Russia.Yamal.OstrovBelyy-2","presence"
1965.93876663758,2796.51315204552,1197.92837427792,5699.69087520734,-5767.95027866495,-2348.88691121326,2263.04370069163,-5145.81807383038,"Canada.DeceptionBay.TH6","presence"
2447.17574121174,3460.21107672716,1408.23614509452,6450.01129523829,-6470.47193315303,-5028.2883369278,3538.40746224695,-5895.02175867713,"Russia.Kolyma.WT1","presence"
2606.7450303533,3162.06865360147,2361.65756157421,5531.80787133467,-6013.76969056089,-3763.12075504892,722.439436915321,-5125.73855641675,"Russia.Yamal.Nadym-2-H","presence"
2933.61482763542,2970.46871676885,2065.24841523067,5012.67694683995,-6190.53182224276,-4138.53114580047,548.333706125486,-5917.46990528643,"Russia.Yamal.OstrovBelyy-1","presence"
1098.54871036484,1250.59259562671,796.248277773546,1647.99534171421,-2173.87866289549,-2199.54940181923,815.492849002767,-2173.87866289549,"nonveg_863","absence"
1642.13530408968,2102.65288522363,1148.29841916174,4495.28799111884,-4532.00440869906,-3414.2964803585,862.517642352886,-4591.66808837174,"Canada.BanksIsland.GreenCabin-C09","presence"
3241.75249623019,3287.56552631916,1501.60808793154,5731.09111200415,-6700.54944149794,-4285.48934518918,1105.40018088267,-5142.82982779784,"Russia.Tiksi.WetFen","absence"
2561.63458951115,2014.68636018139,1464.27323829906,1206.02203672654,-3435.06428447034,-928.511540737374,1289.61044480648,-2019.04203539627,"nonveg_706","absence"
2378.48765874246,3017.16701155127,1970.99986673897,6238.59862053999,-6507.3419400386,-4662.80221372558,1606.18431289726,-5884.38261417534,"Russia.Kolyma.T2","presence"
2005.19323309935,2311.59698750238,1123.15347691505,3657.54021994878,-5500.81513371348,-3627.50599094814,1119.07610355269,-4129.37233650456,"Canada.BanksIsland.GreenCabin-C11","presence"
235.623087278788,230.264857574961,171.771366193189,278.633690393901,-1818.12630951234,-649.526130922588,579.148999431494,-1243.71429145601,"nonveg_806","absence"
2691.56758326372,2945.25849943808,2183.605045361,5836.9516498074,-6245.71040497474,-4802.53779399294,822.200327285585,-5902.44810769296,"Canada.CoutureLake.TD7","presence"
2182.83776378765,3989.23012058671,2204.40946861754,7127.02146619355,-6321.72472963641,-5147.17244696558,2693.6784993994,-6270.17902503342,"USA.YukonKuskokwimDelta.72B4","presence"
1837.84302208097,2064.41619621682,1524.83146263427,4959.89270013584,-5208.45267576148,-3832.4383502383,815.01165230613,-4704.30936025803,"Canada.LeRoyLake.TD4","presence"
3183.33292043253,3698.44266897323,1762.3394426766,7390.56419890313,-7264.98379231187,-3997.11963714542,1677.14855312609,-5556.44385751926,"Finland.Kilpisjarvi.19","presence"
3166.15129450358,3538.87395660108,2440.97049331401,6225.75219805867,-5779.15100671515,-3827.10801770959,1613.64555685377,-5685.68255232564,"Sweden.Abisko.NT-DryHeath","presence"
55.4075984753071,72.3924735209191,-886.921239916126,-172.451852059452,-1114.81802654337,-453.046958834255,959.313713437045,-579.787402669634,"nonveg_558","absence"
2347.43373059201,2610.22304614628,2379.20016842135,6661.46884920587,-6484.93190443774,-4480.81270555623,1163.50543557342,-6890.60817154294,"Russia.Kolyma.T1","presence"
2278.12025794141,3545.66886134792,1854.16184955764,7977.01188579511,-6354.31943466407,-4828.18492199817,2463.73512595673,-5258.37666338012,"USA.InteriorAlaska.2","presence"
1246.63091927786,1381.30786356907,685.909900697061,3187.82781655621,-3710.54269976062,-2197.44941119165,974.785633251806,-3213.42119316498,"Canada.BanksIsland.GreenCabin-C07","absence"
2248.95266105392,2609.63094823578,1162.03486412628,5112.66926587296,-5554.66312784764,-3445.26432452328,2410.87291365131,-4550.45363230471,"USA.NorthSlope.14","presence"
2571.15574536374,2883.49432093869,2612.79216818391,6854.52689628778,-6400.174286972,-4044.77461991975,810.937507183768,-5690.96482875958,"USA.InteriorAlaska.4","presence"
2895.15519086617,3410.95931865741,2081.24030980909,5936.30639558889,-5397.20590010345,-4567.98968350857,1458.84112204447,-5076.04515122127,"Finland.Kevo.8","presence"
131.029201994394,642.848579168328,537.467350776091,2168.93850770143,-2445.4905888403,-2642.89719710023,873.979483768785,-3043.87347404148,"nonveg_832","absence"
1719.3255278848,2362.66113133028,1368.37855506443,5582.97289076752,-5402.59860978014,-3205.58594622653,2086.6817726254,-4603.66231758094,"Canada.DaringLake.Tower1-SedgeTussock","presence"
1879.02071296569,2425.31862341773,1873.06880569736,4410.20142185183,-5524.17505468327,-3216.35755984477,1366.13785723017,-4769.32157198181,"USA.NorthSlope.9","presence"
2362.18629203885,2716.18938511667,2336.26205991815,5451.60314101096,-5422.40143071835,-4485.36021893841,971.566882229607,-5118.43680354024,"Canada.Yukon.UPPERPALDO","presence"
257.848061308935,523.873195303584,-181.940815425057,947.503539918681,-529.872124468799,-687.199744515212,705.814010728641,-687.199744515212,"nonveg_761","absence"
377.835985671959,404.142848627034,-29.5923879460236,1355.62633054303,-1901.70542900727,-1425.79285527951,472.219548689477,-1822.17614386172,"nonveg_979","absence"
488.814050671955,392.256768090223,479.658623570662,1705.42019541197,-2103.11187564675,-1924.0666845335,272.521610614302,-2266.98831413699,"nonveg_760","absence"
244.781105083328,272.899844362837,-362.602717916168,1295.79176877482,-760.030137932284,-1922.43138034577,1186.66196803134,-1518.17177835866,"nonveg_560","absence"
