"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
799.336152567096,-89.3386617235652,614.4116460156,1224.92986963194,839.75266284206,-1946.27934034942,-1600.41045072504,-2521.11737362163,0,614.4116460156,976.0997016299,24.7557214113397,839.75266284206,-1600.41045072504,-1798.79808892423,"nonveg_624","absence"
3047.59825123934,3464.8162314663,1381.83780839673,6095.49123091781,2489.12522310471,-5190.17842578027,-5971.05827409944,-6176.64631471749,0,2556.76459166204,1632.4491066487,-14.3335591888925,5198.92910788405,-6206.28775603755,-5399.99809682953,"Russia.Tiksi.FloodMeadow","presence"
1535.23336536694,1492.01843522546,948.991324693544,4657.53469354824,2647.97314750588,-4138.18053351865,-3388.17116835397,-4166.07948801924,1,1499.92927612734,471.91107305202,-10.1461943663169,4531.13528035568,-3671.55644311568,-3850.0790661343,"Sweden.Abisko.NF-Wetland","presence"
4306.45752015819,4852.57599292819,2765.6543805198,8242.7704511724,5709.12543405624,-6353.39593495042,-6778.61930861617,-7154.51677694898,1,4327.87085360116,2348.76336337453,15.2417935515109,7824.72221766455,-7070.13584403322,-6863.69361591526,"Finland.Kevo.4","presence"
1679.97250316978,1713.40949848433,839.362716280878,4917.83541411309,2009.78001721008,-4880.14015256831,-5029.4031295422,-5902.02351666321,0,2003.82277846518,1831.27548185787,35.3936352246101,4098.75098764172,-5186.57765447737,-5097.71761543209,"USA.YukonKuskokwimDelta.1","presence"
2014.72744869612,2077.07614862627,1329.31670301321,4157.76380404501,2484.48286311906,-4691.84131200601,-4538.09319977125,-4930.79840418346,0,1825.21382845232,802.406245246251,-107.022216539964,3761.45994245505,-4629.3352131804,-4504.2648681516,"Russia.Yamal.OstrovBelyy-2","presence"
243.279241547443,97.2611071321489,-16.8946452346295,194.771747447834,-2176.93540515991,-2389.2842577554,-1294.6489031033,-1161.38485666454,0,185.722318712581,260.173886782072,44.7076735105952,240.40788120227,-1161.38485666454,-256.162979446182,"nonveg_1888","absence"
3192.15883405805,3711.44171525496,2316.9247825108,6126.13787057147,3930.13480128727,-5341.41174542573,-5854.53779629213,-5825.67970667515,0,3315.1199509227,1956.25633208977,51.7351606920755,5429.08189009582,-5566.86054626324,-5602.22288450529,"Russia.Yamal.VaskinyDachi-2","presence"
-14.9572722398927,1046.68657422325,-616.809683039812,2129.52509195755,-468.108615725385,-1235.33955473189,-1740.31757927955,-2056.27505120065,0,687.538478709369,1663.49625726306,-0.345992927523411,1544.33831726592,-1740.31757927955,-1807.66137222933,"nonveg_532","absence"
3107.09057030193,3548.09554038967,2168.71597340363,6817.55793156257,4484.57123831705,-5740.56417672591,-6337.46019617711,-6257.32001530334,0,3201.00754649282,1294.9434611389,24.085472695,6229.01251043218,-6331.07556440267,-6158.71989250327,"Finland.Kevo.5","presence"
-14.9572722398927,1046.68657422325,-616.809683039812,2129.52509195755,-468.108615725385,-1235.33955473189,-1740.31757927955,-2056.27505120065,0,687.538478709369,1663.49625726306,-0.345992927523411,1544.33831726592,-1740.31757927955,-1807.66137222933,"nonveg_532","absence"
2510.73913256122,3388.38480261027,2294.30456146282,6598.46608364067,4823.2186431812,-6045.49686574043,-6532.24017849899,-6439.32666280663,1,1734.63892449361,1095.85906269686,-39.3823848558704,4223.66830567072,-5441.01208986113,-5572.08351494702,"Canada.LeRoyLake.TDA3","presence"
455.0699939484,1430.18225997686,9.13431166154936,1073.37301841981,205.678997569356,-1132.76734814747,-1881.43581139032,-633.324385860285,0,461.168782512733,1421.04794831531,-26.4647309696194,1076.94939875148,-1258.16664123367,-1398.80000974296,"nonveg_941","absence"
-44.6872897939576,-165.741843137541,67.8568377548326,-506.408889909332,-1039.43228973473,3986.16757670226,6858.37982285608,5096.20633232043,0,-44.6872897939576,504.008285724777,-19.7441479927332,-761.578367276588,3986.16757670226,4741.91578281303,"nonveg_1637","absence"
2510.73913256122,3388.38480261027,2294.30456146282,6598.46608364067,4823.2186431812,-6045.49686574043,-6532.24017849899,-6439.32666280663,1,1734.63892449361,1095.85906269686,-39.3823848558704,4223.66830567072,-5441.01208986113,-5572.08351494702,"Canada.LeRoyLake.TDA3","presence"
98.4170263799757,144.64632963343,-67.2803002490258,211.196722403729,432.065674417127,-1296.50414156103,-1564.72408893561,-1540.59386809434,0,98.4170263799757,232.601193319843,-17.4445769814593,435.889020753624,-1540.59386809434,-1498.99827745448,"nonveg_907","absence"
731.748100556441,868.401063247117,101.756071356161,2687.57614043634,1194.22695131862,-717.875877785049,-119.909134075699,-1008.66838343614,0,769.316671660455,766.644991890956,-7.41113649046343,2687.57614043634,-717.875877785049,-783.487795417468,"nonveg_547","absence"
363.557767162235,203.0434492126,6208.37407859488,3301.30484120443,-847.938962314248,73.2604021091426,-2917.69352387795,-3163.37901805855,0,363.557767162235,6632.47285373754,-103.629264186134,3301.30484120443,-1689.34486320604,-1273.47044448346,"nonveg_1353","absence"
-656.989362939068,770.202159569598,936.646132053001,2424.7450600599,988.670362730063,-337.148331632447,-2289.55708093064,-1375.62527540925,0,936.646132053001,2896.94750839719,9.36511077864373,1047.13086173665,-339.187909898147,-927.447822517689,"nonveg_677","absence"
2830.36422252307,4000.42871309371,2499.89337839355,6963.8107669441,3621.12420106729,-5891.93333800308,-5888.57822789647,-6324.22835721793,0,3519.41507027283,3070.58794802188,48.6804368249116,5731.99101265881,-5587.9605496606,-5751.93867470497,"USA.SewardPeninsula.QuartzCreek2","presence"
3419.32929007196,4426.30378864548,2061.84036426502,7884.05630346239,4286.35301527167,-6435.42908445998,-6338.27278636958,-6669.24713011556,0,3777.64528829484,2285.43386446036,62.0291757918508,6216.48369146714,-6347.32441002714,-6429.24035141563,"Norway.Javrresduottar.A-Hummock","presence"
303.088749858492,438.537274016264,217.663498167506,788.408421740845,361.082680600883,-1157.25504280449,-1274.748205524,-1175.84364542273,0,388.791650399289,220.873775848758,2.2049152898065,707.329474629198,-1175.84364542273,-1114.65294463507,"nonveg_997","absence"
834.480838721409,152.885801961837,434.47466678174,1562.97941116599,636.33490260729,-1986.71978801256,-1307.15515983423,-2271.51198703847,0,434.47466678174,964.518810124947,43.3376342699074,636.33490260729,-1696.28605389765,-1665.14266554939,"nonveg_894","absence"
2497.24183643388,3403.16619970413,1291.70514576552,5891.89779164749,2282.19848289747,-4953.22762857544,-5023.3594285744,-5501.31012128306,0,2450.4675264756,1907.46598220294,12.4473952564985,4459.61709958415,-5320.75223202623,-4786.56397259931,"Canada.DeceptionBay.TH8","presence"
-602.188559033832,308.656205890406,619.674286014838,929.904034228482,37.0354278338152,1683.33393852934,3288.03693041313,3472.6394256731,0,-174.955229734317,1319.42290495162,19.8164032373507,37.0354278338152,3288.03693041313,3158.59476861228,"nonveg_1646","absence"
417.702789847797,346.549190755631,457.524603671984,706.508894558198,600.786587900457,-1646.29381779358,-1217.39107117321,-1308.67428007255,0,417.702789847797,458.632949982383,20.0409695390484,600.786587900457,-1217.39107117321,-1258.29488324455,"nonveg_912","absence"
653.196705946463,322.376518823638,97.4514700108803,1096.16555951415,7.6800717755284,-697.617677261934,-1150.9841711771,-1822.82124584657,0,653.196705946463,688.827536663206,-22.8105716126821,1053.23726815105,-1155.10973227867,-1223.72801920787,"nonveg_936","absence"
3152.54628882267,4148.6028403623,2153.67273024548,7678.20496844915,4398.41992142316,-6587.4330897293,-6175.23613601449,-6675.91945156961,1,3263.53361785076,2883.94499088519,90.6158666455061,5870.44199633659,-6339.52754215322,-5920.36815131999,"Sweden.Abisko.VJ-SalixShrub","presence"
3419.32929007196,4426.30378864548,2061.84036426502,7884.05630346239,4286.35301527167,-6435.42908445998,-6338.27278636958,-6669.24713011556,0,3777.64528829484,2285.43386446036,62.0291757918508,6216.48369146714,-6347.32441002714,-6429.24035141563,"Norway.Javrresduottar.A-Hummock","presence"
1558.60144424759,2627.41900770811,1702.92115436237,6988.21397683138,5326.33771152171,-5747.00693545521,-5521.62565690058,-5036.26988873998,1,2294.90709817382,868.004242338274,-8.28425584909617,7158.72692036039,-4943.84437683007,-5087.99232918015,"USA.InteriorAlaska.1","presence"
2327.1851015134,3023.53399446284,1214.38457290001,5772.77694719866,2131.26773490198,-4496.5345200806,-5240.76902594355,-5827.12079871232,0,2710.75289287473,2271.5496358246,45.6990206765288,4850.66821430622,-4838.84519764332,-4823.96414793428,"Canada.DeceptionBay.TH7","presence"
1679.75744520367,1778.23949921372,1277.00323998497,3552.13077776643,2744.27144321839,-3867.1287668856,-3881.90652568743,-4154.92152223102,0,1735.1535304686,1045.12162945827,-13.6653772080294,3935.26288585912,-2885.61924165804,-2871.71030521775,"Canada.ChukotkaRiver.TPO5","presence"
3449.16926719876,4100.49309033134,1619.17350244385,6749.82599087886,2925.07269493194,-5414.77581592092,-5889.35261103814,-6325.7599863718,0,3715.28670695833,2389.53220364135,31.458263022627,5886.0709005272,-5873.75564889514,-5450.56146117569,"Sweden.Abisko.KJ-SalixShrub","presence"
2824.64565509283,3696.36419183166,2242.89208940654,7064.03095476938,4455.26442497728,-5817.81640003669,-6327.29947129448,-6611.66018905072,1,2850.80658701985,1580.92578430186,21.9514724044555,5056.44644018036,-5355.28442768604,-5267.36397899403,"Canada.BonifaceRiver.AB2","presence"
2892.09131708647,3843.98217740728,2423.85427454323,7117.46622751642,4708.27497907708,-6030.97075938769,-6630.37150937428,-6313.25158053693,1,3444.47952543001,1664.67464319279,23.9122638444597,6689.49417873959,-6144.03768424223,-6271.22892023252,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
746.302216722986,1088.59936901596,943.737487112528,1080.63800203882,2036.65630441526,-1709.03797752643,-1478.57715544644,-1105.84243283396,0,746.302216722986,972.995208649944,-58.0847355961243,2024.76636688345,-1478.57715544644,-1611.74137246345,"nonveg_736","absence"
632.140302388012,173.106769354255,-653.384978108132,-880.520045189427,-2178.64892159262,1574.17799065756,2079.47134937315,2648.13883558002,0,127.062199217889,1285.52528049614,-6.44962822772482,-880.520045189427,2079.47134937315,1925.9874575011,"nonveg_1677","absence"
2740.09558243539,3169.5386020133,1486.31094245134,6300.46055875563,3515.6151165036,-5626.77084946674,-5698.58252419218,-5910.92247135507,0,2837.27307296432,1425.51330606075,36.9047473585579,5625.80610249535,-5727.70833375128,-5587.30595257473,"Finland.Javrresduottar.A-Betula","presence"
3566.10996435082,3800.17523017473,2253.62312908527,6747.88777204933,4209.54411842922,-5980.98585242044,-5965.60595999653,-6581.91040473094,0,3897.81015333657,2704.11827872659,63.3987687643064,6251.41677259861,-6328.01021117955,-6104.389883983,"Sweden.Abisko.NT-DryHeath","presence"
131.289059906939,788.535463736141,199.788219300697,632.829618975693,415.825009128558,-1482.2850306952,-2216.46577722827,-1195.39569365234,0,199.788219300697,788.489950335604,-19.0100761333721,632.829618975693,-1482.2850306952,-1669.44972773973,"nonveg_984","absence"
1705.41093786912,2149.11300654539,991.758694991797,4322.81906637619,2294.15440869198,-4188.5924116013,-4295.5632663009,-4599.80143741002,0,1934.08223591575,1506.69272230697,22.6811947350268,3798.12673488776,-4035.3725090809,-3861.41067573251,"Canada.BanksIsland.GreenCabin-C09","presence"
3377.79766458534,3794.34354120291,2210.90191207074,6828.5332555702,4415.5464796015,-6213.92951560522,-5518.59540341521,-5257.74946332845,0,3044.47069407092,1822.96312038562,15.0314529929943,5500.57146315574,-5861.71959217877,-5671.08377214603,"Sweden.Abisko.NT-SparseVeg","presence"
1844.33902238784,2412.51910161315,794.203932719198,4859.05949137964,1463.99797805439,-4150.45676393237,-4326.68269900305,-4794.22927939617,0,2004.87743303204,2744.83589307253,28.7533735984176,4171.83585918498,-4224.68267503358,-4194.20645956043,"USA.NorthSlope.WestDock-C14","presence"
-329.059747604607,0.515335045988842,-2.69492743063745,659.34431065053,-963.961597153331,4100.91064454165,8690.4643380228,8693.98967189944,0,-2.69492743063745,705.289785521593,-38.7350510858767,-963.961597153331,5745.5344012712,6404.81787294631,"nonveg_1344","absence"
3018.96573224098,3893.29884477725,2265.41413519656,7282.17485071714,4189.83909178798,-6084.03593256087,-6014.86896765291,-6787.14436053403,0,3454.65892350236,2759.75121282906,58.2573982885486,6117.91835704999,-6612.89834834606,-6380.0110814208,"Canada.ClearwaterLake.AB3","presence"
2578.93367158287,2900.63744883457,1548.46049844593,6569.2617567929,3801.45609703523,-5325.15752084432,-5419.70328279808,-6054.01422658958,0,3045.60899892089,1621.07255440337,18.1239508164094,6179.76560398357,-5278.37817289408,-5161.53349818822,"Finland.Javrresduottar.EC-Salix","presence"
2209.10262692383,2277.47173217822,1498.37373378316,5278.02760545049,3277.26866231854,-4402.65801964291,-4634.23401873951,-5083.89421838619,0,2435.6555801798,972.228995650208,25.9600480799243,5112.24312272123,-4001.19767979059,-3772.5375227696,"Canada.PayneLake.TD0","presence"
2612.14295964916,2950.66848699533,2227.58234821345,5949.85056298935,3983.70980385722,-5056.66903737348,-5205.3973822035,-6093.94069003507,0,2713.69464931376,1190.73416583092,8.14871504495383,5009.74345464067,-5485.14661796087,-5555.86488894828,"USA.SewardPeninsula.18","presence"
-14.9572722398927,1046.68657422325,-616.809683039812,2129.52509195755,-468.108615725385,-1235.33955473189,-1740.31757927955,-2056.27505120065,0,687.538478709369,1663.49625726306,-0.345992927523411,1544.33831726592,-1740.31757927955,-1807.66137222933,"nonveg_532","absence"
-30.8429170311632,166.811595776068,98.1454731876819,1363.93400559963,-617.125697665864,74.0184981526056,-191.666612758188,-382.95582387707,0,98.1454731876819,533.544045701839,17.8702659843523,317.273997684025,-191.666612758188,303.014176838697,"nonveg_1547","absence"
1312.68823067899,2842.52616571723,993.506886455872,6892.44997066923,1983.453101953,-4451.08924042806,-4318.6097834922,-5713.86352192162,1,3383.12061192466,4294.54715273642,63.374594957886,5712.09071092489,-4457.50401180411,-4840.76143107982,"Canada.KluaneLake.Quill-ShrubTundra","presence"
-208.165738038827,357.580883755287,203.840929203196,520.774620541338,222.217567756343,-1518.54714089008,-2128.10314471207,-1272.36547426572,0,203.840929203196,565.746621794114,14.481691186401,222.217567756343,-1434.79574512533,-1438.32225919804,"nonveg_994","absence"
1080.91889349794,1175.96753412772,726.674873537095,1204.55243609158,1215.47344656081,-1651.4791149907,-1797.07853841437,-1771.02619358089,0,1080.91889349794,590.090162118646,-28.3402946875813,1806.89832010429,-1797.07853841437,-2052.76674489329,"nonveg_863","absence"
2407.11516497744,2967.98381849776,1822.15344277879,5849.41697956598,3825.89674651852,-5485.94848266447,-5684.89948116666,-5750.44754738918,0,1573.27190238271,1394.82988484519,36.5696987859911,4546.25079978377,-4913.61336384373,-4706.61179888305,"Russia.Kytalyk.T1","presence"
2491.32815610595,3427.60000784929,2319.07650254644,4966.71576208436,3878.86175613555,-5089.59256340711,-5281.33050718275,-5192.14183936666,0,2551.65040202553,872.330778225028,-10.0095123032973,4350.33215282856,-5283.25674249532,-5388.60159523411,"USA.YukonKuskokwimDelta.UB5","presence"
877.740617667468,616.265548042113,683.481463418033,2584.78728708223,1944.32756975796,-2456.95027985076,-2673.57021814694,-3066.46461134793,0,837.585769627203,444.427388656485,10.1980473421873,2173.7264148168,-2495.56687873916,-2612.21025265129,"nonveg_985","absence"
351.90340943953,1231.91522075018,674.740794934663,1077.4791300536,1035.87074112065,-2379.11091886174,-2391.63023578943,-1543.99935386248,0,627.205782978056,880.011811310654,-2.27311381662544,1035.87074112065,-2316.78443219011,-2163.71795289004,"nonveg_915","absence"
243.279241547443,97.2611071321489,-16.8946452346295,194.771747447834,-2176.93540515991,-2389.2842577554,-1294.6489031033,-1161.38485666454,0,185.722318712581,260.173886782072,44.7076735105952,240.40788120227,-1161.38485666454,-256.162979446182,"nonveg_1888","absence"
1140.01994474525,1415.93996767217,566.127009029804,2940.82913975564,993.863866829871,-2868.21995256994,-3256.01977521305,-3372.09302949696,0,1258.77002740035,983.350266415272,-13.1917228759021,2324.94710934474,-2868.07865141273,-2891.39984319039,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
2682.8317148393,3274.87171400499,1723.43383339759,5927.68547411754,2693.7447601902,-5040.4784378742,-5553.08136850925,-5446.3949350699,0,2437.74472942721,2253.49892475567,78.8558241523397,4537.20616014329,-4508.63438638581,-3789.8395106457,"Russia.Yamal.Kharasavey-2b","presence"
-445.062916243252,465.609995051354,464.053706691539,36.9976672800722,193.22954989984,-414.85845736294,-1268.86652078764,-617.963168565357,0,32.0926596878645,910.672911294606,-33.8799404493472,148.909623050602,-617.963168565357,-561.523928548032,"nonveg_1213","absence"
1312.68823067899,2842.52616571723,993.506886455872,6892.44997066923,1983.453101953,-4451.08924042806,-4318.6097834922,-5713.86352192162,1,3383.12061192466,4294.54715273642,63.374594957886,5712.09071092489,-4457.50401180411,-4840.76143107982,"Canada.KluaneLake.Quill-ShrubTundra","presence"
1507.85375006534,2646.25027835092,1611.05483661806,5429.22121930426,2644.82747185665,-4771.04759088238,-4163.20694629899,-5150.61934125978,0,3118.26512191904,2666.75271941691,-10.6912712753264,4855.43492632047,-5423.04807795082,-5038.84909769392,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
-238.339681674666,244.91730298083,430.761697264021,917.380494554463,484.955614658123,-781.318432563924,-969.292987579884,-1391.0996806927,0,191.585898111627,669.101378938687,-90.6755625320531,537.495506581027,-969.292987579884,-881.402401488245,"nonveg_1469","absence"
398.99698639072,813.631872174857,405.211285406499,95.040606537077,608.170347526065,-422.165376255507,-1226.24816118944,-690.158934605333,0,405.211285406499,724.519851913874,-55.4095689567927,674.230874442727,-690.158934605333,-991.763737968016,"nonveg_560","absence"
144.488043180591,90.1996904021943,129.978987740048,-52.4225043200508,192.544130797515,-1589.09908422531,-1312.62021866455,-1449.01698030389,0,90.1996904021943,256.77020983473,-5.11796623522205,186.655947027236,-1449.01698030389,-1199.48184913313,"nonveg_761","absence"
896.913796051165,-8.83278675266058,378.085925767196,652.98993966036,520.079038392243,-1165.43583636193,-998.90836851488,-2005.25177369164,0,449.814230696434,905.746582803825,-0.561781757497661,652.98993966036,-1165.43583636193,-1291.8099261374,"nonveg_733","absence"
1584.51393824347,1848.27286291914,-689.610523815533,5695.60585437936,-2636.32278137746,-1173.07328469271,-3518.20423669153,-4289.54362627391,0,1584.51393824347,2733.5160427012,-18.5963811463619,4311.30389249068,-3518.20423669153,-1962.13368828238,"nonveg_1813","absence"
87.0045317913319,417.668477077999,348.485591749699,893.786391658361,-583.458593955948,-367.543696384213,-1708.33741585687,-1352.78113878431,0,348.485591749699,330.663945286668,-37.5507852856906,603.177143236991,-1352.78113878431,-824.12350611319,"nonveg_1473","absence"
-11.0935979618322,198.591965995376,190.507897770019,567.064427366801,660.493116242895,-864.617046249453,-1789.64196585487,-1527.44190431928,0,190.507897770019,666.373643875546,-83.7743988330853,660.493116242895,-1547.17724109125,-1477.66971815641,"nonveg_972","absence"
211.895996846412,-230.766782493344,-262.616077807751,112.771453321812,-560.217187241589,-971.683983818806,-137.148146633531,-639.932060656842,0,-230.766782493344,704.090997739982,9.58967984898695,-275.308949704948,-549.009906518964,-482.506552031798,"nonveg_689","absence"
4306.49495788092,4600.66893699764,2545.28167856426,7778.50130805468,5546.92295104943,-6861.52236019833,-6967.24769900876,-7244.63405291839,1,3956.18561360413,1313.63001788516,5.14207349195298,7280.23218597157,-7550.42165997491,-7257.17285770072,"Finland.Kevo.11","presence"
2497.24183643388,3403.16619970413,1291.70514576552,5891.89779164749,2282.19848289747,-4953.22762857544,-5023.3594285744,-5501.31012128306,0,2450.4675264756,1907.46598220294,12.4473952564985,4459.61709958415,-5320.75223202623,-4786.56397259931,"Canada.DeceptionBay.TH8","presence"
1649.0238184001,1820.5684441488,1355.74878619962,3373.54373762336,2912.82065106045,-3588.39370504709,-3596.35630433817,-3657.16348059781,0,2098.66315359966,1075.4847859688,1.12366626129336,4244.94674394152,-3007.43666130354,-3042.79463319016,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
2892.09131708647,3843.98217740728,2423.85427454323,7117.46622751642,4708.27497907708,-6030.97075938769,-6630.37150937428,-6313.25158053693,1,3444.47952543001,1664.67464319279,23.9122638444597,6689.49417873959,-6144.03768424223,-6271.22892023252,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
261.216441989455,1043.32870862813,978.079187060935,1698.8244233766,1481.76593699262,-1420.92688324451,-2809.07484007991,-1126.49043312823,0,978.079187060935,810.437121726366,18.5715640819533,1481.76593699262,-1201.45985102581,-1525.06782201679,"nonveg_801","absence"
1649.0238184001,1820.5684441488,1355.74878619962,3373.54373762336,2912.82065106045,-3588.39370504709,-3596.35630433817,-3657.16348059781,0,2098.66315359966,1075.4847859688,1.12366626129336,4244.94674394152,-3007.43666130354,-3042.79463319016,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
-462.927571316507,9.84727541575096,293.55089229034,233.666308381093,623.418837658563,-207.533495538668,-1285.14117341819,-798.05701041616,0,38.1790421901598,756.478463606847,-49.0269055555775,185.665592331579,-696.136418793432,-366.704225687087,"nonveg_558","absence"
302.096719850739,236.523634176878,539.390481871571,797.126026042199,1183.44887796221,-3510.49878218075,-3361.49004824083,-3920.25826817751,0,302.096719850739,313.485452627384,-44.397476591673,871.31645368281,-3510.49878218075,-3511.38042525043,"nonveg_832","absence"
1193.73494525505,1309.84191774682,766.632988814457,2898.62160148389,1349.93716387881,-3124.55790483743,-2631.9125648734,-3211.1417043798,0,1263.3576224261,1136.56318897422,9.2036043638569,2501.74841303693,-3436.13720524593,-3408.27011696594,"Canada.BanksIsland.GreenCabin-C07","absence"
1848.71736856445,2300.05156148005,1542.27334349977,5146.18872262691,3091.35868542462,-4961.48748631841,-5268.02583077518,-5395.64555360717,0,2069.6648902323,1345.54928230188,24.1862843962799,4252.00510445827,-5352.38285018175,-5282.8730017788,"USA.YukonKuskokwimDelta.15B3","presence"
2371.67805614183,2591.77923036242,1565.14679197396,4797.07634814682,2868.10072031622,-4582.93721683538,-5246.69001429397,-5278.4243538718,0,2212.10199948425,1080.04148674327,22.0201583751324,4037.73718938665,-5062.74734440017,-4890.4508425551,"USA.NorthSlope.Barrow","presence"
2805.32433547754,2917.02940679616,2130.03380441445,5289.86626341549,3631.4737220846,-5512.22939959695,-5696.23661581575,-6073.55430702642,0,2796.90573598266,742.462307337774,24.7180730292965,4860.87401241389,-5973.86389830291,-5588.35278595843,"Russia.Yamal.OstrovBelyy-1","presence"
595.405343590466,979.729185669082,970.262629465547,905.605866113358,1247.60881950123,-1718.84846103614,-1781.54573745634,-1453.05166567154,0,670.977537118969,391.215924236679,-7.45338197085711,905.605866113358,-1718.84846103614,-1516.45363342205,"nonveg_688","absence"
658.361959636352,1025.4423570656,396.03048617636,1700.79231967014,1152.73381231677,-2425.61709993289,-2616.68663572812,-2403.06061904631,0,604.780729794341,629.411870889238,-15.3508447731964,1700.79231967014,-2425.61709993289,-2477.07822065089,"nonveg_957","absence"
1527.56620966222,1744.4349252765,1199.86997472228,3583.40843192775,2432.53982641733,-3510.05775066626,-4168.75835458572,-4024.33804252087,0,1796.39396433184,1525.55776155201,4.70951403613858,3797.71356507735,-3836.73305167933,-3906.31599192325,"Finland.Kevo.3","presence"
2609.22456401304,3237.81323191337,1710.39859449228,7058.05591660775,4233.67000979594,-5627.22870145558,-6165.03174396781,-6392.91698780902,0,2454.82516825064,1468.90195431335,58.9329185044805,5609.33390873944,-6010.32903950261,-5649.92465471602,"Finland.Javrresduottar.EC-Spring","presence"
261.216441989455,1043.32870862813,978.079187060935,1698.8244233766,1481.76593699262,-1420.92688324451,-2809.07484007991,-1126.49043312823,0,978.079187060935,810.437121726366,18.5715640819533,1481.76593699262,-1201.45985102581,-1525.06782201679,"nonveg_801","absence"
205.774566261807,288.450669221598,111.813931338708,180.007720854307,-381.869808791187,-386.617939935955,1424.00268559733,142.943070786701,0,198.855984532117,284.622681686668,-23.0779847844253,-49.5701833981235,142.943070786701,224.045148786875,"nonveg_1145","absence"
2368.49348367193,2774.64633673217,1407.90899013443,6521.55331520093,3588.48565684419,-5564.27118128667,-5613.87208805202,-6065.01790747762,0,2783.09057669832,1417.98130774187,20.6834871246412,5759.83152857523,-5883.27513355149,-5621.59472383417,"Finland.Javrresduottar.EC-Betula","presence"
771.21194077196,714.132623655877,159.222728644328,2401.64499121383,752.745337731101,-2701.00340981683,-1862.29914471324,-2231.94125791496,0,714.132623655877,942.398027020566,34.128809003053,1905.56598761435,-2022.28146011005,-2133.1455230437,"nonveg_913","absence"
3268.17176510011,3621.59690145628,2328.29381803239,6028.19258923709,3924.77448554897,-5507.73415349918,-6461.57811951452,-6299.52678432322,0,3518.72860066854,2462.39686565429,63.624338736911,5526.09634366185,-5525.50961107186,-5499.22072421947,"Russia.Tiksi.Bog","presence"
880.576736795074,671.668316082386,-125.099250684973,687.005113419182,-81.7410153725028,-131.055507032399,658.284219622048,38.8096605461665,0,511.622141165585,1005.67598748005,-13.794452215123,701.544511088583,-131.055507032399,-24.235813364283,"nonveg_1089","absence"
1183.63657790623,698.32459353762,658.239932702004,1119.05302950109,983.157010914998,-2508.61617032811,-2193.39093775,-3535.27894576502,0,725.840000313765,525.39664520423,-29.0931694593668,1119.05302950109,-2508.61617032811,-2838.2830101491,"nonveg_507","absence"
-14.9572722398927,1046.68657422325,-616.809683039812,2129.52509195755,-468.108615725385,-1235.33955473189,-1740.31757927955,-2056.27505120065,0,687.538478709369,1663.49625726306,-0.345992927523411,1544.33831726592,-1740.31757927955,-1807.66137222933,"nonveg_532","absence"
877.740617667468,616.265548042113,683.481463418033,2584.78728708223,1944.32756975796,-2456.95027985076,-2673.57021814694,-3066.46461134793,0,837.585769627203,444.427388656485,10.1980473421873,2173.7264148168,-2495.56687873916,-2612.21025265129,"nonveg_985","absence"
2416.52462717025,2962.24020713233,1977.94051746968,5163.90315048356,3386.69310936748,-4887.22429914876,-5655.2338577056,-5674.81034171985,0,3110.47568178867,1297.09043454639,5.33207359458056,4989.07161885858,-5395.75057040033,-5120.88300536829,"USA.YukonKuskokwimDelta.6","presence"
-203.327847857901,-393.951487482046,119.271122672767,1888.46613092523,556.802067581376,2270.56575593144,5382.9283441047,3651.31059504349,0,-203.327847857901,513.222610154812,-20.0753727431612,1193.12737356079,2689.80523402033,3262.82041876545,"nonveg_1736","absence"
3240.44871227052,3402.48260047502,2262.1804194115,7627.70028110548,5444.31096849921,-6547.41370657799,-6499.34388479486,-7064.41026403346,1,3184.77622510697,1564.06524125001,42.409060549427,7442.47184797807,-6378.08117748915,-6377.70812066082,"Finland.Kevo.6","presence"
-23.877979072779,-203.36066095737,-1154.87579678493,-332.005331292807,-4544.2492759897,9846.28572570223,10000,10000,0,-203.36066095737,1432.46616811168,0,-3221.70894042062,10000,9969.25714514045,"nonveg_1236","absence"
2109.38615968707,2732.43346029924,1311.31167675152,5355.55563126526,2759.85888375392,-4436.81640442805,-4749.66521700184,-5325.11558459278,0,1715.15131641465,1312.63941910897,49.3717740519734,3453.43639318722,-5143.22629845291,-5029.09005536756,"USA.NorthSlope.16","presence"
1748.61733188985,1898.73778690778,1784.9452616784,921.295478421538,1495.27940373599,-1376.90431469509,-965.851168785981,-1589.95549951517,0,1898.73778690778,354.769949954999,-13.3698787596019,1331.92059407751,-1376.90431469509,-1371.96474954766,"nonveg_647","absence"
