"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_lateSummer","spectral_SWIR2_startSnowfree","spectral_green_endSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeLSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_SWIR1_changeLSES","spectral_blue_changeESPS","spectral_green_changeLSES","site_code","presence_absence"
575.923954269232,627.898147494668,449.048073417913,938.541294629914,706.053783985714,-301.723548175299,200.658768968811,-335.192052711959,820.234253762512,914.685046549253,601.715024212244,1464.44601856985,-2141.66543697735,-2018.19484377696,-2408.26876982056,-1354.49122943254,-1788.1797406424,2449.42229542868,3272.20166328639,1746.57918638556,1.43398082256317,0,627.898147494668,659.493050759488,489.493221212001,89.4250370383774,33.4942836429619,177.532366046092,914.685046549253,960.775111003454,862.730994357606,156.485011168505,-2018.19484377696,-1942.16000412996,64.4439248666852,7.16967054313906,48.6440379539173,"nonveg_801","absence"
-728.26175363004,1177.54065666903,202.55585354444,848.525248562663,-487.524388618597,6259.43065224632,5963.63108556872,4164.44083089332,-840.559685098448,3163.88698541871,2667.25673272537,3638.87464176202,499.227058925632,-1303.82539756642,-3086.19808118495,-2642.08371079255,3035.91835424295,371.580825828363,27.9693058276969,542.728264566459,0.223765894770622,0,202.55585354444,202.5671233055,1905.80241029908,121.873100390574,-4.58093039105465,166.982642981717,2667.25673272537,1334.79297956993,5594.36841872003,62.0787815866671,-1303.82539756642,-699.392355275068,85.5377927091751,10.6140329672145,40.8762278297158,"nonveg_1626","absence"
1805.79078112051,1815.52378736096,1974.76511261301,2002.87744553621,1115.11153117396,1415.03332122264,1030.80572779625,1631.86544793396,3813.32632358422,3780.64713715472,3977.68554670792,4052.77232016111,-4237.36817449708,-4673.4771028871,-4821.83161563789,-4932.71430180464,-3045.16729649909,1867.90180666157,1179.32177367421,806.144013572996,0.354104340076447,0,1927.33166574276,1747.42303173778,1094.81316387112,-18.3052474393203,-19.3433287168917,-9.93645919664226,3883.91705764684,3563.28662806902,2481.05572345262,-27.3934229231077,-4544.36566822996,-4344.10113781406,-13.8271168774464,-16.3610500142293,4.58204874855889,"Russia.Yamal.OstrovBelyy-2","presence"
388.16083326435,-154.921676362023,42.7983119382332,702.757568972012,-143.997049576993,-574.010700688087,-64.0347894194476,2813.11172513014,519.193814662588,-132.511690007268,164.550495789014,994.44825640647,195.221967888922,-820.041329241924,-1111.17610631907,-626.340462945632,990.64273613777,1621.8368125418,2162.45844753613,1455.59497492527,10.4064426422119,0,42.7983119382332,166.959597647116,857.679245334035,-11.6305875470739,-21.5286343345606,5.01077456648946,164.550495789014,233.35033676987,1373.37744940792,-17.4742462233107,-626.340462945632,-274.338638895987,2.99892985495,-16.9030837111867,4.46536102124457,"nonveg_1172","absence"
803.715513931045,115.76628385502,542.915265560877,429.484042879569,1171.11537363734,1262.48020642656,-196.988475760865,1336.30336198063,1835.34077630029,647.498409690889,1378.38525463634,1411.31192482641,-1618.27009882005,-386.35839241503,-725.895095762781,-1838.54271232105,-400.10059758525,1087.79788706038,2184.2628939057,713.680404532478,18.0881576538086,0,542.915265560877,612.59929597277,1055.34908978232,-17.797874237744,-20.9843157226627,56.9090903836987,1411.31192482641,1465.27862121478,1406.35833092911,-30.4536185393936,-725.895095762781,-993.833379380834,-17.1087530963711,-8.75591919206367,-2.49920416064432,"nonveg_919","absence"
998.040765915826,1046.81608458162,1475.76442440266,1015.35976931732,767.148312931419,-1140.76953248811,-1465.60851286355,-1051.60939208813,1663.34933107512,1797.95943559414,2526.52589922758,1821.62973976122,-2636.99577082556,-2033.56305936784,-1889.27603368675,-2959.4065702449,-2157.46042047495,2059.05681217502,2026.71255313519,1090.53584541149,15.5341835021973,0,1015.35976931732,1060.62587142977,708.616111471245,-25.2322552835906,-12.4083746128494,-22.4531809462555,1797.95943559414,1799.06206340402,1340.67998786555,-42.8568508019671,-2157.46042047495,-2335.34037092,-16.4533900326404,-6.30533399682076,-5.08802780022678,"nonveg_807","absence"
-296.382978872584,262.604517427471,615.996735328702,1873.64339668359,1802.46376810972,-2621.9553763681,-56.063350459206,730.592154700566,275.088008590504,1054.63159914505,1413.64782690106,2762.95286633209,-1921.13203755876,-1499.08332325196,-1346.28888331241,-480.567999539253,749.91287834266,1034.57017855863,1749.08715323876,538.208434507639,14.9154071807861,0,615.996735328702,851.66508773538,2170.02637555617,-12.6211506393297,67.8263341823921,-17.2241225978585,1413.64782690106,1514.02777749103,2487.86485774158,-12.8220081341432,-1346.28888331241,-899.431873063946,-15.7154282101095,8.42133367008444,-4.28087435148177,"nonveg_608","absence"
2908.60414957689,2713.95780787348,2998.22228442436,3203.74646192681,2456.01795576007,2914.76621382921,3492.42117346394,3055.42121897447,4557.26866328547,4503.75595457835,4847.87148338654,5019.88890963069,-4966.37461146762,-5369.60304404717,-5598.93296404053,-5826.22793114903,-4409.6242134534,2740.49838134551,1531.38533377102,809.388795388383,0.969467043876648,0,2935.02080363478,3045.78413817681,764.783846846046,5.57146670958308,5.41784499676132,7.35323058482446,4754.07019714837,4811.48467919059,1059.35780361772,6.74484433729776,-5232.23721648819,-5098.28604437594,4.5012688942698,-2.8116298357209,3.59796329057215,"USA.YukonKuskokwimDelta.6","presence"
3295.91150375944,3075.12697628901,3883.55853874321,4284.34926689499,2160.49288602192,4282.2293285168,4939.90327020428,2466.6325297594,5631.04588397781,5300.83770505504,6299.44929308973,6835.08673279249,-6170.62040854255,-5461.48944156179,-6307.62769108362,-6560.98379996876,-4790.33794124416,2866.25646513805,1197.49768765091,849.673591705411,0.416485220193863,0,3272.85994311176,3341.24970038377,2089.78382508294,-43.79146132623,22.6559203156286,-7.98772565580948,5660.72731784832,5586.29123416498,2981.80319366184,-61.4674568713544,-6075.50548799988,-5841.7401898532,21.1550155330234,-4.93978149120535,16.4331670198488,"Russia.Yamal.Laborovaya-1","presence"
850.541481910925,736.552402716289,766.582281125182,1040.68273360581,556.550068943365,-1139.03296193032,-810.176503391768,-1228.50483395202,1277.16114883605,1084.739979236,1129.7557128086,1608.02987452241,-1610.28988522725,-1605.40468454723,-1906.11878502598,-1473.47059875608,-1762.74257514748,2658.52269552687,3458.95262945177,1850.44363129532,0.409684360027313,0,766.582281125182,790.181793660313,484.132664662441,-1.66832657827181,6.77578324599532,5.79406310269062,1129.7557128086,1173.49907107926,840.221234529203,-2.50087408736668,-1610.28988522725,-1671.6053057408,-1.58503028812068,-0.00052556969313855,1.7428337879526,"nonveg_767","absence"
3048.35490201087,2552.39435459953,2911.06464086862,3949.89356270212,1858.56396572936,3630.35359701601,4443.6498353208,2733.20291190893,5822.02936317691,5386.82222712276,5767.99361538506,7290.87468377471,-5699.24159998638,-5519.31813790143,-6967.8659885766,-6288.17755112659,-4290.21875954086,2153.27184242879,1326.93855640434,624.910967238204,2.05277895927429,0,3129.02680822889,3012.19127736075,1901.49702572128,-30.4819429235934,29.1149519911885,-17.5044685686487,6080.15883655784,5844.05832419537,3072.66250370062,-50.2873483161707,-5936.51451931737,-5553.4936824331,-5.6683676465514,-2.26358895130886,1.60930211775704,"Canada.LeRoyLake.TDA4","presence"
976.565414639183,666.993548472083,563.041640814631,1349.84163571485,1213.52472494738,919.1795877562,899.934101832113,472.745478122975,2539.58248968756,2171.92893309628,2157.75933955918,3052.98394075344,-3829.07512979658,-2188.77647416964,-3433.19189017515,-3377.41814422173,-3516.49894534801,861.103812958478,1161.96889042523,480.375819323446,20.6634216308594,0,976.565414639183,953.993392917624,786.799994900215,3.71256813062326,39.9225621287916,23.2972930367203,2539.58248968756,2527.60254358774,895.224601194258,0.506056912039315,-3433.19189017515,-3268.99211674222,-2.75100681388106,8.3685734149081,0.667356749085046,"nonveg_1132","absence"
1404.82281908151,150.07976040074,827.311544531562,637.918124531757,155.240153892211,-4208.3566764931,-3611.44282882037,-4147.6109984403,1621.77478433544,197.760260532056,1040.13816732258,663.308382311296,-645.552450879177,-1866.67735512105,-1386.52204012701,-1747.26266394901,-1751.24255813049,1106.47950066072,2465.98148993747,530.80032374341,14.6236114501953,0,637.918124531757,635.074480487556,1254.74305868077,-35.6437781121485,-44.5756647369242,-53.5687008125997,663.308382311296,612.335667866573,2083.07803950396,-44.3356793047646,-1747.26266394901,-1479.45141364135,-34.439102481115,-8.99281765924269,-7.14877711299848,"nonveg_700","absence"
3104.96351799492,2790.11561916973,3391.4974386472,3710.62275869869,2892.04163442205,4883.46289826317,4825.94405495125,4863.98219997798,6030.45029793322,6188.66411876678,6743.78028605217,6828.03734849132,-6613.96700799728,-5557.89387357096,-6512.94157191858,-6975.39563788764,-4515.91252581188,2232.99514494542,1089.38976650368,564.028656426192,0.88453996181488,1,2985.95977210379,3006.44395115058,973.829718155062,-34.7796327912522,3.03709699447122,-30.3430132564309,5939.61787247551,6117.9306178176,1215.03897580788,-43.3942491359957,-6256.47293206041,-6326.98817425457,-6.77169344781612,-2.08478742754183,-1.80357139819518,"USA.InteriorAlaska.20","presence"
3295.91150375944,3075.12697628901,3883.55853874321,4284.34926689499,2160.49288602192,4282.2293285168,4939.90327020428,2466.6325297594,5631.04588397781,5300.83770505504,6299.44929308973,6835.08673279249,-6170.62040854255,-5461.48944156179,-6307.62769108362,-6560.98379996876,-4790.33794124416,2866.25646513805,1197.49768765091,849.673591705411,0.416485220193863,0,3272.85994311176,3341.24970038377,2089.78382508294,-43.79146132623,22.6559203156286,-7.98772565580948,5660.72731784832,5586.29123416498,2981.80319366184,-61.4674568713544,-6075.50548799988,-5841.7401898532,21.1550155330234,-4.93978149120535,16.4331670198488,"Russia.Yamal.Laborovaya-1","presence"
1163.94373371045,1122.40079959147,1128.87031501576,1022.02306076621,504.766861253358,924.144368393385,710.984906510484,370.79273713376,2290.27181609025,2569.96167545142,2542.13409234547,2409.19844640984,-2571.04268496762,-3093.52210785569,-3182.86564801912,-3296.63490636276,-1637.29388031364,1613.56792831246,1248.9044164105,908.499296643581,1.5232081413269,0,857.809383750992,764.391667604336,1110.98318014138,-159.657532239478,-28.522191120098,-205.330075789615,2085.24966013967,1823.95293055334,1824.16662645179,-189.039563958223,-2503.8148288528,-2616.99937486026,-107.961868848301,-10.337080623122,-52.545250436895,"USA.NorthSlope.HoweIsland-C13","presence"
309.127679486387,462.626444900746,336.710696121753,-113.234074152643,171.318465025912,-978.550976220402,-1673.69442479004,-825.514479495286,811.322231285979,871.309893863989,735.81119669177,177.628118099034,-1104.34346426909,-1131.85747990461,-1312.32340936992,-1880.70132132684,-962.262585298488,2190.72322333562,2105.41687094301,1735.49468947263,22.3764839172363,0,309.127679486387,233.309842276431,575.860519053389,12.5915748778993,-24.5709917962698,14.1698839694699,735.81119669177,662.677503081487,693.681775764955,13.5498697172219,-1131.85747990461,-1278.29765203379,27.0044263638991,-23.6801543479033,1.05162620308188,"nonveg_907","absence"
3043.62869274612,3067.20399730766,3547.30198665199,3726.86538543079,1563.66191633632,3462.60626009849,3758.40317125399,3977.35850259263,5515.69146498608,5416.70960187186,6253.99397294177,6601.61759499805,-5152.94259433178,-5707.88725760865,-6024.52215556354,-6187.90600405215,-3155.2114868389,2568.60106338568,1194.87414756909,509.561113534103,10.0606619971139,0,4040.03981369407,4131.06576919802,2395.13972520236,-45.9323128547912,77.7146693467139,-54.9340984161249,6938.03132648379,6933.68471062211,2418.39403136499,-66.0006537512883,-6390.98060755455,-6284.14221132391,-8.20783553404604,15.0299425444445,-8.6405338232322,"Sweden.Abisko.KJ-Snowbed","presence"
2060.20642228407,2315.5458189574,2739.39845613912,2757.02594698481,1530.55181149618,3233.0000556779,3354.54860215448,570.649636303239,4897.64116849698,5153.40279946673,5951.35445458096,6072.99231569033,-5629.35888679263,-5669.73113966818,-6065.87545788468,-6453.56837322037,-4160.50385355742,1960.9529543091,1383.44767786607,509.772102399289,3.24549543857575,0,2808.5213727695,2755.65729141238,1461.66331010999,-31.7594305678578,45.0148640663073,-18.8632392380148,5725.20419394745,5667.05841787342,2213.03617131794,-49.3597143584936,-5896.03606199194,-5630.46452373898,-1.62112471805271,1.34367733729747,0.190929026268965,"Finland.Javrresduottar.EC-Betula","presence"
