"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_endSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_SWIR1_startSnowfree","spectral_SWIR2_lateSummer","spectral_SWIR2_startSnowfree","spectral_blue_endSnowfree","spectral_blue_lateSummer","spectral_blue_peakSummer","spectral_green_earlySummer","spectral_green_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NBR_annualMean","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changePSLS","spectral_NIR_changePSLS","spectral_SWIR1_annualRange","spectral_SWIR1_changePSLS","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changePSLS","spectral_SWIR2_changeLSES","spectral_blue_annualMedian","spectral_blue_changePSLS","spectral_red_annualRange","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.181683570146561,2361.73083660041,2286.69072571254,2344.16816830293,2683.60203453955,1632.32801225807,1427.47585955807,1751.47638186284,1601.83069545659,1988.39339420567,578.735357800167,-786.049837445237,-629.593330041726,4429.69781544011,4332.06067812975,4484.09680814716,5020.40188492404,3044.5400991808,-4758.58478819836,-5282.44402559519,-5497.21102466185,-5233.60096542348,-4002.88709466617,2173.42363378091,2062.56190068255,2068.42077520212,2242.55725942627,2652.13984742557,1409.1931040516,1661.42316293023,483.622805144577,422.885837687144,476.599762638454,832.470966389106,738.321866946955,109.41177314833,-0.0662980541586876,-0.078702874481678,6.36057748794555,5.49392547607422,0,1882.72668367286,2088.39273234716,1717.09044848739,50.502660249629,-11.8494584158664,1203.68558560935,69.9579578729951,-51.8279789522521,3881.1916601818,4031.07706139435,2817.12148853897,82.8565143687932,62.0524681633645,-4990.18688420498,-5155.66426549281,2475.11446905757,-7.83748063293618,-5.25990739729491,805.90167835675,-6.93779240576647,18.9705000768464,615.677245204916,7.52083277502849,-15.5639885071002,-5.08833152726534,13.9253870126114,583.066146042274,-0.97060243003585,644.515644763375,-2.80887519651746,19.5464355911343,"Finland.Kevo.12","presence",0,0,0,1,0
0.991232991218567,1597.8762236539,1624.00946463727,2100.89371782134,2520.30921298925,825.802043041212,809.824808036371,1131.32942509388,1776.51771078992,2255.49640674334,0.683665130670181,-1353.25607843621,-489.709164031182,3193.61506470724,3720.23317109875,4377.81872636484,4853.29567975975,1589.24838480085,-4113.06210796972,-4147.90475911572,-4726.58117185502,-4807.78385460821,-2150.25794466279,1887.35776651623,1731.95185702002,1947.35810947464,2215.7465364526,2545.52741820808,1342.62272515642,1688.82266787036,601.763759788114,559.16836263541,619.404030416199,808.463631733844,773.155931814869,13.0897082774507,0.00465812385082245,-0.00274789338000119,0.329525232315064,0.520554751157761,0,2094.72978104284,2055.68505714271,1849.02549988374,23.2800193609744,37.4298462037059,1547.47408735682,24.1133926593357,34.818811036317,4232.98031498808,3866.56125356317,3515.9339897476,53.7033913255907,-71.7997907050555,-4259.58887002816,-3972.00368949515,3489.10703348853,72.0927909621083,31.1653478148849,354.625298256241,19.6598406376047,-10.3226839349515,521.339046296293,-6.85023618186773,-9.44160901489141,13.7676858557062,-3.16908615070052,696.799519909718,15.8319010541972,627.707439784588,14.5426302244306,-0.98510981972642,"USA.NorthSlope.WestDock-C14","presence",1,0,0,0,0
1,531.055461718717,865.72524235992,709.104785308959,759.398399948464,233.835597375808,-768.431446915693,-32.2817294037845,-173.192432609508,-220.198061846695,880.33729717485,-1452.95656390001,-1661.00525234405,1151.77793337775,1766.13819619407,1547.52902717119,1643.16236446442,490.219484300048,-2459.73477358638,-2224.68378540434,-2425.15873762856,-2219.02390234776,-1455.4269077278,1633.62632732835,1819.82861983556,1798.24602461198,1934.37625599128,2096.33401220151,1743.04472706861,1624.46696544682,946.591649123794,991.385005513976,1160.98557659373,1079.3287192794,1315.94417718935,-115.299581292595,0.0226045805381242,-0.0149428968628248,2.06869538625081,-0.155625313520431,0,420.846371067268,506.259996295695,842.416867440518,7.61065577449311,-37.2986287830032,-170.186138674875,-61.8122944177425,21.6843795079937,1059.12076711321,1124.5208316238,1599.49883855982,18.4343112786362,-30.7440771936935,-2205.13807939182,-2058.69792098345,1221.24212626411,-81.2932998878125,-46.1752728889092,339.761484525035,-13.4667990319073,1.69077686191868,266.61940890202,7.65009142817468,0.416658581536928,-7.30861602551283,0.383156264424406,1069.20402734543,-39.195688971033,620.080255033151,-37.097827365156,-22.278637582755,"Canada.EllefRingnesIsland.Isachsen-C02","absence",1,0,0,0,0
0.992854237556458,3425.30773212198,2235.34823512698,3357.84148565737,4547.74411761971,2043.03036222218,3196.31597622188,2124.10253732179,3713.45693426603,5153.32278868139,2241.2982098146,-817.868806945523,1740.65797921555,5639.89284144779,4146.12455112608,5501.10408628188,7152.47809595268,3729.86055223869,-5758.57256840531,-5201.7088056424,-6214.41588093181,-6352.69966335939,-3467.48344831875,2750.65012854029,2223.6367213964,2676.8376134481,3245.98616626286,2857.66999966133,1075.86051782129,1686.03096098719,565.532636263975,419.94763034139,568.071898633888,770.508794249921,759.681106214657,-103.982684392671,-0.0135262086987495,-0.00636750180274248,0.863047659397125,-0.0551529675722122,0,3337.66580810051,3192.96549904565,2639.22461497166,47.6279180532335,-49.2676820505417,3448.65712948797,24.230606922558,69.9453329859375,5454.45677346048,5341.13004997947,3537.41031944806,64.9087935073332,-61.4263718139916,-5585.11291921332,-5287.81962748528,3339.27446864321,-4.20653768612242,-25.418684844885,947.950158368343,-13.3116557087034,5.27450333216524,855.654754078425,-15.3545252425528,-7.66927559001988,-9.51984934931612,8.6774134273797,629.107431985869,-8.19502120697446,589.957304073286,-2.30261550712968,6.44779104102861,"USA.BrooksRange.8","presence",0,0,1,0,0
0.968182027339935,1690.66300510872,1665.06774468349,2897.95785495451,2496.37285717771,655.300465668484,441.947173370775,394.145143523966,2897.45162853654,2004.80942951246,-1445.38882761916,-2158.85097257606,-839.309003066121,3472.65384960887,3469.6798681855,5271.22739142373,4845.89472515345,1872.17487291918,-5004.48775031225,-4792.29102648334,-4650.79579611535,-5634.74369295282,-4313.08430796347,1793.45551926973,1784.23599643954,2500.43907629111,2106.40823554827,2333.87845538425,1611.37957776083,1467.70121524492,502.832386249705,618.527252894494,481.985021834143,656.645836658968,651.25968394566,297.243719468208,0.00970327015966177,-0.00742688666408261,0.707076966762542,0.347263157367706,0,2192.06337933513,2030.72742931037,2498.90359398893,41.5389856861746,54.9257502313141,1252.56042554259,72.8016714334524,17.9220573803718,4347.39822655843,4031.55256887251,3560.14827050505,60.0650315673785,-69.9595677277597,-4172.99167887524,-4488.18058684818,1870.83461211093,91.8019257463274,51.9924264205527,987.270547006669,56.4618568763989,-6.31537047270751,525.788380580093,2.30657147546178,-8.02696550145837,30.6292908561004,0.29943741331685,545.044297182971,13.9753846729902,397.14321218747,23.3613654227923,-1.73386040010196,"USA.NorthSlope.15","absence",0,0,1,0,0
0.980090737342834,2112.34198147905,2192.01413573443,2742.42724996306,2983.3534703289,881.137669658189,1929.31747978473,2462.6318708381,2486.53889317781,2552.54993349945,972.751932615432,-284.811762526174,-437.671939090814,3920.88050471899,4196.68555791162,4920.9930036516,5345.25197879751,1492.77915604569,-4466.57623032701,-4744.16145479677,-5777.62899749348,-6061.76348911856,-2852.32435762388,2379.74867607597,2280.24222806454,2390.44639026868,2471.34693777723,2346.37029028508,1386.29858596195,1445.90732630444,671.178520867947,470.497837544796,438.72251684341,981.663862924745,666.891897922476,-6.50808847422511,0.0153473778110412,-0.0751238200399611,4.46436548233032,-2.69002174006568,0,2318.01017890943,2344.50257164546,2688.3158907789,29.7871298997949,-50.3383813699633,2155.37062975232,21.2504603400716,36.0994461812802,4119.0505181309,4088.37975372508,4491.23874601385,54.3710398082465,-30.2186350339375,-4636.99167906432,-4585.05350405105,3069.85372324936,-32.9053396555819,-26.8552844726752,510.60713574652,-26.63377082119,5.69187414156111,311.492861267342,1.01969738064276,2.31952317835549,-16.3943611193338,6.09505311287335,721.749402475348,-10.760028679604,683.28556849204,-7.36432508704971,14.1664610462231,"Canada.DeceptionBay.TH6","presence",0,0,1,0,0
0.968208205699921,1657.47364616186,1311.84769441523,2209.42525025922,2293.60708244572,813.382056943634,912.419150249495,594.77411719009,1895.32356312265,2072.17455830443,-339.947631508394,-1922.15556321802,-760.968553820926,3415.59480960883,3163.30414936464,4480.99752967708,4578.04511384999,1971.93073986269,-4460.7903183414,-4983.88312170051,-5016.22125701245,-5391.02988433619,-3640.58304290628,1811.40514274198,1505.17501925467,1968.22172548422,2001.15340223429,2289.30904811674,1353.44474229342,1509.98830532614,405.736544498343,494.19964359606,444.582353560794,690.814939765289,625.078377227456,-223.848430434251,-0.00417641429230571,-0.000844897693605163,0.416738528013229,-0.138800485432148,0,1516.00540942388,1513.31008091495,1624.48467436181,30.6384314152015,-12.9988518354102,570.442576615384,51.4108958877636,39.7186232728349,3208.61585197972,3289.60962356933,2683.35288588672,47.3003195845681,-64.4802757826572,-4639.0986687246,-4729.53361333471,1106.40812012558,16.5867973893464,-5.42628414791942,179.125664475263,0.477263890258996,-3.84583727159877,188.574372416419,-1.1653439646739,-4.76402217223526,1.36124401601126,1.22489085451144,466.797402406599,1.27138572344206,88.9639576439349,1.0055790428539,-1.3756996772497,"USA.NorthSlope.FranklinBluffs-C17","absence",0,0,1,0,0
0.999744355678558,104.247015969089,-123.753638197737,261.065438648753,98.379379581067,-1358.01139056265,-384.128243699294,-1968.64144246929,-1766.3873435886,-2107.81617025408,-68.5933124932037,-2122.46186171167,-2111.10777081126,100.636554959204,132.619837856018,517.266627877473,260.033328370492,-1556.59775116844,-117.627779803807,-823.591144387685,-456.197748216965,-668.953723223351,-1094.1094093226,2760.99345133552,2387.40006022566,2206.5666230959,2000.24359245035,1326.13522891735,2862.17019111963,1616.44654155009,2104.63974751048,1768.7367074542,1546.05706033092,2823.23106070932,1702.40045640496,293.849566050112,0.108110956847668,-0.180660918354988,13.8185033798218,-19.1206398010254,0,98.379379581067,-203.614638912297,1619.07682921141,45.695575204117,18.0762287852984,-1259.11330250089,-9.86046660019034,-53.865247704837,132.619837856018,-109.20828042105,2073.86437904591,51.7885720664887,-38.4646790021454,-668.953723223351,-632.095960990882,976.481629518794,23.6395527784873,22.9247811828396,1492.79510752497,8.34976612272653,-25.6406200328121,1245.72364956954,21.7646461921534,15.6065117448768,5.53851062050889,-10.7444234501397,2104.63974751048,24.7421830136969,1437.40359030107,21.9693562827818,47.1778772518449,"nonveg_558","absence",1,0,0,0,0
0.99460205634435,1931.6561180916,2076.72541374462,2149.43227039713,2330.52860249595,1381.72680979499,986.303890594089,1661.91006520287,1887.99281842853,1924.20890262414,641.868059871474,-1168.82567706989,-1023.09060863135,3807.50204985788,4235.94369400327,4492.32485608125,4596.56991792919,2818.06753605859,-4254.78265565168,-4851.16977951608,-4851.17395541219,-4809.59427756624,-3532.37432343383,1985.97617636486,1956.83666302971,2026.61167520576,2096.21506571186,2759.66025173276,1482.93506365676,1657.43157256368,488.784808020119,532.389150006672,537.719336409062,758.138330968319,728.272520983845,68.8459494307085,-0.0138356179619829,-0.00624495507217944,0.891459409395854,0.63977402150631,0,1397.61906112943,1556.49533670204,992.072954833738,20.9551321942795,-38.8032040343258,706.239990325317,16.4183188285646,-28.9687100109148,3486.66891245631,3514.09096274305,1177.78503120349,34.6407362118673,94.9325731653407,-5027.9234428744,-4836.17852605247,2367.76564587425,-22.6661666206705,-22.6742683720796,1061.76731407751,-24.4454065803507,64.2270968457868,574.111209349531,1.25493255710844,-14.6794439173158,-9.376264520099,22.4336849705688,456.878434364735,-3.42334696338857,455.437567906644,-3.70915883391979,23.7755344908101,"USA.NorthSlope.Atqasuk","absence",0,0,1,0,0
0.108242653310299,2911.60850071808,3154.5902696756,3506.30490266329,3676.2212314708,2228.14036254624,2860.9189970862,4573.87863593875,4534.71883658182,4410.50723352379,1220.54571568598,1211.81992014095,1016.70723066117,5787.32695043563,6284.02874755782,6667.79749979162,6852.05489000426,4565.14635282094,-6091.58658865795,-6121.49934523331,-6462.09185537201,-6575.93844139165,-5035.03066647138,2130.32810588003,2226.11338180928,2426.4684945041,2503.23517768248,2606.29713051482,945.771278904363,1510.80151232523,386.131329631703,363.561697436515,377.369354069681,530.706480653367,562.9105197212,273.362934768498,-0.0497190855443478,0.00213926166761667,2.86929354667663,1.79186136722565,0,3416.30233034196,3210.04243023652,1581.93044549558,27.4617297757208,-14.6605187322563,3756.19533374172,65.7914374854601,34.965189308188,6740.44569726235,6216.34786192918,2463.07753662206,46.0775889515739,2.84168651307004,-5883.83912107159,-6023.7445958646,1365.91593336408,10.5760469735671,-7.42431574242235,650.431090822468,-7.41612716768731,10.4765305240534,538.789722724782,-5.10811807705501,-7.8420266629492,-5.34591605153964,8.75443956720124,416.076936444472,-1.20652502422374,207.18308409613,-0.807656577938261,12.9489427560081,"Finland.Kevo.5","presence",0,1,0,0,0
