"spectral_EVI2b_earlySummer","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_annualMedian","site_code","presence_absence"
937.835857826262,796.051627657551,553.562790077013,1014.16761101442,-1865.33024796441,-2226.98916034528,-2227.1738740978,-2226.98916034528,"nonveg_628","absence"
573.929629918493,799.456741613975,963.049466873739,158.980718223217,-3142.27766058953,-2784.07713563231,-2706.09206559795,-2784.07713563231,"nonveg_832","absence"
2139.36903552451,825.405189689415,1484.5971434179,1408.68757314831,-2641.2655272142,-2123.927134825,-3165.1862380395,-3165.1862380395,"nonveg_1132","absence"
2069.49698598609,2649.41705742649,2580.36758555662,1913.42184462996,-5455.61103052644,-5464.19401256371,-5857.29282269648,-6456.26596190454,"USA.NorthSlope.12","presence"
2093.71193592746,2379.05290366928,2382.61228437704,1389.3391762948,-4085.99742856517,-4493.27219719008,-4650.7915773067,-3568.88558490512,"Russia.Tiksi.LichenTundra","presence"
1915.41985163822,1985.45270315738,1998.86273529271,1418.55937440844,-3797.90104885822,-3855.34248057712,-4236.93340068462,-4230.33546464104,"Canada.ClearwaterLake.LS1","presence"
566.931491600255,812.138191589972,648.434572340756,163.547336719582,-2446.46914045287,-2800.11748167392,-2237.37289869898,-2541.98087750072,"nonveg_986","absence"
1835.30091512831,2265.75743229538,2428.00422615611,1223.74013507871,-4409.70002000094,-4443.35586539083,-4735.62667012163,-3797.29131908401,"Canada.LeRoyLake.TD1","presence"
367.221579692022,-54.2890936431644,188.220382588957,396.965482409889,-2190.1205396908,-2505.36138413286,-3075.75510759865,-2505.36138413286,"nonveg_882","absence"
169.239980990218,32.7925207390282,102.863891645868,235.635972641776,-1670.69599269645,-1913.49797935095,-1948.73230574476,-1862.48080990028,"nonveg_956","absence"
1565.14849295745,1112.2896976793,1297.27994228087,114.974319730637,-1898.6067496123,-2118.94251243098,-2956.55408602114,-2945.40777767158,"nonveg_507","absence"
3368.83752193922,4036.99901966537,4308.25219068311,2292.6520834192,-6788.8038338879,-6515.29671650492,-6125.44830470441,-6209.3125878377,"Sweden.Abisko.VJ-MesicHeath","presence"
1313.26347876763,674.642822184242,1598.1451905269,389.295368143782,-1260.39786653488,-1422.37237852838,-2632.89722446017,-1490.66668017853,"nonveg_998","absence"
2935.10948123375,3692.70920213114,4053.66008101898,1761.23365182162,-7840.07125248945,-7625.79358542111,-8099.46776005339,-10000,"Sweden.Abisko.VJ-Wetland","presence"
1674.57169269392,1261.55615912841,1777.95212589384,1065.1452987798,-1889.29279151954,-1399.08711517098,-2351.31896665231,-1889.29279151954,"nonveg_647","absence"
2781.42700318241,2880.45317030582,2911.86384638521,1813.4300848671,-5452.50012469477,-5513.49302205563,-5826.87355409551,-5488.21977698517,"Canada.ChukotkaRiver.TH1","presence"
3111.59710667154,3103.10626567897,3615.84857429103,1883.92407062899,-5663.13025553558,-6121.41806736158,-6097.4496482486,-6527.28047008085,"Russia.Kolyma.T2","presence"
3988.81658148556,4595.332578319,4842.20623641422,2801.96857637466,-6619.02348230788,-6540.2642609225,-7473.16201951404,-6647.63210565862,"Finland.Kevo.4","presence"
-94.3191384694752,384.942973642252,472.673721225085,473.721523481418,-681.37254517239,-1067.72019217252,-975.299137996442,-975.299137996442,"nonveg_1234","absence"
3074.76389111627,2894.66765650058,3778.3050177405,2131.13000913975,-5052.48645453417,-5743.79052416096,-6306.64887524796,-5635.50404083214,"USA.YukonKuskokwimDelta.UB6","presence"
173.669794661203,612.431871500256,1043.33572113616,289.620695619854,-2657.35391691956,-2520.69810892985,-2528.41726320785,-2520.69810892985,"nonveg_954","absence"
2895.18779831988,3540.27413122936,3800.12180590211,2101.39390645921,-5829.95603745202,-6092.1322080957,-6185.08751639166,-6204.88901066114,"Russia.Kytalyk.T2","presence"
2850.89732163507,2667.0648371621,3282.07808210166,2132.25679151755,-4892.91078233019,-5334.09351782813,-5867.65382402078,-5205.38382097209,"Finland.Kevo.10","presence"
2565.33164563051,3007.17967029532,3160.58909565222,1907.85410440286,-5186.90586168287,-5455.58026277981,-5429.10408514394,-5449.80705479598,"Canada.DaringLake.LowBirch","presence"
969.797079151762,-74.8191526779838,98.6285015472203,428.124388847706,-1106.56570635789,-1653.59975408469,-2684.27357379743,-1653.59975408469,"nonveg_869","absence"
2934.44276103707,3135.98053018239,3837.76810012187,1916.88491476901,-5872.48205618633,-5913.51722730936,-6636.2339102749,-6165.47924438817,"Finland.Javrresduottar.A-Sphagnum","presence"
548.09621500353,951.707693756114,1350.30474080188,121.39496341513,-2946.28650207555,-2157.21612403583,-3781.10345698496,-2946.28650207555,"nonveg_671","absence"
1264.34035603356,117.265202981683,904.80157081649,194.138467184871,-1519.91039198977,-2540.21382230041,-3171.05407670408,-2540.21382230041,"nonveg_1672","absence"
382.527066175855,458.663867481249,446.721810572966,1110.8704522942,-1596.19387117728,-1298.83831850343,-1538.22852811879,-1538.22852811879,"nonveg_876","absence"
133.445968032368,519.11137170137,693.056579821791,318.727898867911,-1981.92457426599,-1226.32370354975,-1465.4518754483,-1297.7697323191,"nonveg_1037","absence"
-186.845529165393,521.859415160483,274.927626744176,120.926154712701,-46.8631891253813,-453.110164682702,18.9565753521996,-46.8631891253813,"nonveg_1547","absence"
1214.08995383757,1454.197582141,1194.69637679544,909.763000051983,-2908.67887275672,-2966.6888877075,-3229.61217179411,-2444.67487052622,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
1008.06434933993,1315.35445785267,1118.06046637847,930.79615326622,-1978.06835337128,-2631.83454875307,-1645.40316503869,-1965.09260103762,"nonveg_508","absence"
173.669794661203,612.431871500256,1043.33572113616,289.620695619854,-2657.35391691956,-2520.69810892985,-2528.41726320785,-2520.69810892985,"nonveg_954","absence"
3513.14734244899,4235.42090267474,4664.51793437871,1919.04156910272,-5860.51734158351,-5925.72210601876,-6553.44016103957,-6396.44799809906,"Canada.ClearwaterLake.LSA2","presence"
3306.09091196351,3990.96789947585,4369.68153650679,1943.95289199236,-5508.62840998199,-6258.34496702088,-6139.46344269266,-6439.51269228512,"USA.YukonKuskokwimDelta.3","presence"
3288.89472866504,3866.64668501263,4394.97666963775,2340.61464497517,-6000.54370876064,-5875.15187579794,-6311.77912962193,-5898.33129395296,"USA.YukonKuskokwimDelta.72B4","presence"
852.610336863402,508.792245622209,916.347484453375,104.716936505847,-792.808264584186,-1383.5325333102,-1674.16253625415,-1042.87643321587,"nonveg_752","absence"
3208.13960715335,3376.001367948,4156.44692809339,2364.03786355036,-5747.68558243265,-6027.51640110822,-6613.03894359514,-6634.82991079654,"Canada.ClearwaterLake.AB3","presence"
1096.374374656,285.627657055676,261.214795938835,-146.237564681629,-1706.71342452441,-1379.33136901519,-1516.45898230247,-1519.27660034752,"nonveg_785","absence"
2769.26400938713,3109.42233153402,3323.63187182683,2183.63476024909,-5434.46494299137,-5704.38111152759,-5801.67444109245,-5572.64107179394,"Russia.Yamal.OstrovBelyy-1","presence"
3196.04823557605,3981.54295724589,4190.25690293794,2315.26691013515,-6205.11937977439,-6261.33609264461,-6564.34034873809,-6431.52330496159,"Sweden.Abisko.VJ-BirchShrub","presence"
3245.79100879456,3455.73384997009,3482.87052659564,2371.93626058657,-6389.37256658115,-6266.04518223411,-6989.75225261191,-6440.32054248926,"Finland.Kevo.6","presence"
3597.08117007423,4244.20031303639,4762.3352607759,1952.46594493438,-6674.47904698472,-6330.13302309768,-6773.65664251887,-6754.89102541331,"Finland.Kilpisjarvi.15","presence"
-237.83441733287,179.617048757142,99.1855868535302,41.7956533639126,-1350.67869620473,-1157.98441107397,-1171.36761381005,-1171.36761381005,"nonveg_1499","absence"
382.931285017065,581.0494733267,452.135024282854,-3.12833542922019,-1579.23043347069,-1150.22836949347,-1503.4550538559,-1503.4550538559,"nonveg_779","absence"
3121.03833063663,3668.2953494829,3896.51660825697,2065.68385235561,-5497.59623377535,-5692.35092015228,-5989.02089874883,-5242.59955737626,"Sweden.Abisko.NT-DryHeath","presence"
990.79982424588,59.0607850879208,497.654522099633,-636.115299708507,-352.847145669969,-14.7092844042816,-1110.01108093006,-1039.56333451433,"nonveg_670","absence"
1956.84306248352,2721.05639266249,2770.64593399083,1208.98741371081,-5508.81745350694,-5917.21211054956,-6204.24141976573,-6017.54365247727,"Norway.Javrresduottar.EC-Salix","presence"
3134.28568617096,3826.97522286258,3884.79318472721,2352.62755869873,-5828.74295621402,-6713.74510602236,-5965.69827635751,-6512.02078074425,"Sweden.Abisko.VJ-DryHeath","presence"
2542.82337849498,2602.71162884191,3483.82186013479,1337.84973003876,-4626.03955868718,-4893.28164991671,-5455.49114059644,-4818.19044370714,"USA.NorthSlope.Sagwon-C16","presence"
3673.90770981186,3287.4685378289,4385.4400856698,2654.31671387975,-5121.4451609826,-5388.28157920489,-6643.31373518556,-5656.74184945016,"USA.BrooksRange.6","presence"
-249.969108251607,247.241190942916,-372.260839792074,-37.1560228012675,-1503.15204442111,-2023.25980410389,-1999.24712191654,-1999.24712191654,"nonveg_1654","absence"
-237.83441733287,179.617048757142,99.1855868535302,41.7956533639126,-1350.67869620473,-1157.98441107397,-1171.36761381005,-1171.36761381005,"nonveg_1499","absence"
-1110.04386614892,-422.788141110886,-101.924414455383,58.7939500597601,-1095.28417499082,-350.485919633055,-1060.45177589262,-654.461894949262,"nonveg_1927","absence"
106.862474983938,577.104756879707,257.154459622102,99.7934155092897,-1362.63915911415,-788.313132090795,-750.179100301421,-799.484158560824,"nonveg_976","absence"
442.386912359439,440.629913587836,494.270904933238,157.238533730659,-1602.99488564319,-1953.6164668318,-1761.69255765643,-1761.69255765643,"nonveg_979","absence"
4036.7565956139,4866.43061077423,5412.10894859107,2607.41154335957,-6663.20300645195,-6699.70659212841,-7412.93885872835,-6793.86382860254,"Canada.ClearwaterLake.AB1","presence"
2978.30438264825,2757.73363050564,4136.20969833479,1691.12685538631,-4956.60249982177,-3934.25064671338,-5831.61153127647,-5791.5621924618,"Canada.KluaneLake.Outpost-MixedTundra","presence"
3433.84858956309,3674.70668413191,3929.54887520164,2667.59613194958,-6199.35926018484,-6071.14874021833,-6207.20674893235,-6290.48235258487,"USA.BrooksRange.7","presence"
357.12659696257,383.321954909392,-2.75517345250305,-55.1516389089084,3275.4377047658,3621.06861404783,3518.33764460887,3518.33764460887,"nonveg_1854","absence"
748.434074944372,445.657406453544,-792.506333810836,-698.578836106442,-1832.38656095024,-1970.67879332167,-782.148195893934,-1832.38656095024,"nonveg_1888","absence"
2492.93661781117,2833.15899106463,3148.36104051901,1646.42371085531,-5460.69024651924,-5834.14701380492,-6031.53311936462,-5316.09751423697,"Finland.Javrresduottar.A-Sedge","presence"
2673.32405835046,3432.75906876743,3557.74474922781,1752.31844034927,-5222.97472243375,-5852.45820673825,-6209.18263480525,-5494.21867748059,"Russia.Tiksi.GraminoidTundra","presence"
356.946662727438,389.317194615389,-343.830055358533,331.558167149862,-1345.27453041124,-2007.84973314894,-1429.5182451192,-1429.5182451192,"nonveg_715","absence"
2074.78581482013,2930.40114453048,3176.4233314764,1150.07791920021,-4529.78419713998,-5110.91259541478,-5491.05356807077,-4810.01621040942,"Canada.DeceptionBay.TH6","presence"
255.813099960526,200.090807738585,2.64834228513359,175.993876929367,-1577.76636167093,-1849.45469907155,-2025.71761745382,-1849.45469907155,"nonveg_936","absence"
875.526563953243,975.34561288587,717.448717029676,343.140367510805,-1426.06014370366,-1901.37981753129,-1621.520765481,-1621.520765481,"nonveg_1968","absence"
2013.32177155385,1626.89108601634,1665.56403154531,594.115323280357,-2841.4800980872,-4407.44544243331,-4238.31479301502,-4280.30797350517,"nonveg_529","absence"
2063.50696021295,2524.97670153321,2436.95674753415,1695.22659926224,-4751.15171465413,-5137.66244725079,-5337.6395175057,-5596.82994885317,"Canada.PayneLake.TD2","presence"
3407.44660190941,3975.90672164757,4275.83244542891,2070.88992919738,-5812.41316090449,-5786.22862399338,-6108.15656475962,-5861.99479316579,"Russia.Yamal.Laborovaya-1","presence"
1264.34035603356,117.265202981683,904.80157081649,194.138467184871,-1519.91039198977,-2540.21382230041,-3171.05407670408,-2540.21382230041,"nonveg_1672","absence"
2139.36903552451,825.405189689415,1484.5971434179,1408.68757314831,-2641.2655272142,-2123.927134825,-3165.1862380395,-3165.1862380395,"nonveg_1132","absence"
628.456461750621,491.783691004428,421.26351570439,-8.72578866932253,-1549.23226867527,-2206.3193452446,-1953.94323110767,-2095.11638818801,"nonveg_968","absence"
2031.45836356406,2422.06269920949,2618.42750014556,1674.21866290316,-4583.64993581414,-4598.68748526146,-4853.7261673819,-5034.58389980218,"Canada.BonifaceRiver.LSA2","presence"
2934.44276103707,3135.98053018239,3837.76810012187,1916.88491476901,-5872.48205618633,-5913.51722730936,-6636.2339102749,-6165.47924438817,"Finland.Javrresduottar.A-Sphagnum","presence"
3073.61612629296,3813.52150194112,4009.87639191901,2436.83308860841,-6218.301835103,-6032.84765087197,-6494.01181053376,-6591.65575308969,"Canada.BonifaceRiver.AB2","presence"
2660.22779447383,3069.82169378659,3567.23382622008,1163.16240195145,-5958.39831857219,-5506.11291849477,-6117.10721542243,-6423.83289129451,"Sweden.Abisko.KJ-BirchShrub","presence"
-89.302961708436,-223.75550368373,-75.950459434463,369.702986510708,-270.618110296066,-425.139167104127,-788.823590899465,-425.139167104127,"nonveg_1889","absence"
2630.2629498528,3282.35870841188,3457.40129189483,1581.5497924818,-5193.28367000146,-5645.48219998736,-6097.1669480824,-5788.09014360666,"Russia.Tiksi.WetFen","presence"
2074.78581482013,2930.40114453048,3176.4233314764,1150.07791920021,-4529.78419713998,-5110.91259541478,-5491.05356807077,-4810.01621040942,"Canada.DeceptionBay.TH6","presence"
3408.09913761379,3907.70155597409,4297.81733124597,1830.51083140031,-5900.98915623384,-5953.81498619214,-6849.98440761821,-6122.70367614878,"Sweden.Abisko.VJ-SalixShrub","presence"
319.757007257316,-327.004870208661,838.752462996906,1079.14730558771,-2561.6872988534,-1825.99438369757,-3114.83237228444,-2164.91042654728,"nonveg_606","absence"
-733.270566912736,122.572014396479,273.061136201652,6042.61928439394,-276.720557694432,-3626.63794148757,-3254.4722896422,-2168.37740258098,"nonveg_1353","absence"
2321.81370816911,2590.70752211721,2728.6624312769,1518.10300152208,-4586.64048888798,-5141.25359584944,-5339.88075772664,-4540.87543583979,"USA.NorthSlope.Barrow","presence"
-300.994360791152,162.78415144629,147.358167260068,224.675023176832,1665.6325202626,5073.88315953401,2405.27746879882,2371.06106430271,"nonveg_1880","absence"
2978.30438264825,2757.73363050564,4136.20969833479,1691.12685538631,-4956.60249982177,-3934.25064671338,-5831.61153127647,-5791.5621924618,"Canada.KluaneLake.Outpost-MixedTundra","presence"
724.918934134162,1102.82736308507,513.989999790898,427.136254880752,-1446.52794635163,-1829.27029943899,-784.269724182259,-1718.64961231367,"nonveg_814","absence"
3365.52347596598,3767.11881286533,3906.0185276508,2080.17381586474,-5619.15056283735,-4828.32481339724,-5788.17336405047,-6600.72399076845,"Russia.Tazovsky.Burned44","presence"
-252.32057575225,279.574006346507,460.362866791053,10000,-588.921703938185,-769.730923078875,-672.351319257254,-672.351319257254,"nonveg_1241","absence"
580.122126268819,680.036009048623,487.96728388357,497.315689776836,-2039.63461598132,-1976.02389272296,-1976.47124470863,-1976.47124470863,"nonveg_940","absence"
-711.617560500635,-237.467164372165,-20.0422299723268,-361.150515827001,-971.740622499948,-525.787671414412,-1149.30384608754,-854.198414481385,"nonveg_875","absence"
1776.6097895587,1754.01276556275,2707.26738616474,631.809638901121,-5027.67802109299,-4974.56608622962,-5953.20262048692,-5111.35750855135,"USA.YukonKuskokwimDelta.1","presence"
2584.00500208378,2753.88380167666,3305.70233111395,1646.86873973058,-5754.32964075088,-5729.12030243769,-6556.9107108381,-6065.94678116876,"Finland.Javrresduottar.A-Hummock","presence"
2850.51071907402,2904.55092848278,3377.7156680367,2169.50001321321,-5394.73447653572,-5572.84010715235,-6138.75061376948,-5418.25338426712,"USA.NorthSlope.Sagwon-C18","presence"
791.040576239898,489.048313048592,1162.26163107031,811.901913293565,-764.095785361819,-923.447555232494,-1243.64491754049,-764.095785361819,"nonveg_681","absence"
2234.47557421884,2559.36402392775,2795.76724801727,1769.98902792535,-5427.59179088175,-5467.65116920537,-5675.58773585899,-5784.62586993101,"Finland.Kilpisjarvi.18","presence"
-164.164710271211,-159.257985517407,17.0113761632504,452.410190777197,8812.27380106275,7156.49705797973,5008.49446121239,8812.27380106275,"nonveg_1994","absence"
2636.67168168975,3067.12777305018,3297.37462802325,1866.85846401945,-5564.90986478845,-5558.20685260602,-5816.4741842508,-5538.06114995557,"Russia.Yamal.Laborovaya-2","presence"
2808.63708459837,3222.16948761248,3508.70734868015,1355.13126808663,-5418.95001077873,-5334.08423457452,-6214.65063447379,-5602.31749371877,"Sweden.Abisko.KJ-Snowbed","presence"
743.819627382314,883.345300107469,-207.069072400868,-1111.94859457281,1126.93097981738,72.8490144244168,1189.9439638441,72.8490144244168,"nonveg_592","absence"
382.931285017065,581.0494733267,452.135024282854,-3.12833542922019,-1579.23043347069,-1150.22836949347,-1503.4550538559,-1503.4550538559,"nonveg_779","absence"
250.608730552428,30.6599966662163,-55.7534410072348,-52.8162942616521,-1389.38313793933,-1420.26242486803,-1817.38510089162,-1420.26242486803,"nonveg_542","absence"
2673.32405835046,3432.75906876743,3557.74474922781,1752.31844034927,-5222.97472243375,-5852.45820673825,-6209.18263480525,-5494.21867748059,"Russia.Tiksi.GraminoidTundra","presence"
1728.00955492912,1991.04588704106,2124.52662830218,1073.1371040224,-4598.47024159256,-4578.03789722072,-4885.67427875566,-4409.79359227427,"Canada.BanksIsland.GreenCabin-C11","presence"
3385.87238786206,3315.21712198013,3821.6335949918,2563.53951310328,-5896.75931683568,-6020.66781159188,-6971.26666531924,-5979.35655666764,"USA.YukonKuskokwimDelta.72B2","presence"
1939.67927208325,1958.45648817233,1824.29724572537,1477.59038701026,-2620.96130155415,-2771.16844379675,-3068.84839371539,-2771.16844379675,"nonveg_898","absence"
1903.22276640141,2285.57753048243,2224.05982941786,1687.87940254581,-4394.5464808793,-3889.09797374085,-4631.70822583838,-4435.40566943295,"Canada.LeRoyLake.TD4","presence"
3289.00753652341,3067.36058891139,4265.79197321761,1871.33449338965,-5835.78230201173,-5176.4915449167,-6529.31223339605,-5690.21416120675,"USA.BrooksRange.8","presence"
32.6917547932287,-692.14998231846,514.037253147305,-254.554938728458,-2663.63982055423,-2992.92947540302,-4633.66695587936,-2992.92947540302,"nonveg_730","absence"
2581.41230623776,3042.91506737415,3488.44306712982,1612.90813400139,-5363.38378234703,-5443.16957289717,-5634.54280997978,-5847.61985083374,"Sweden.Abisko.NF-Wetland","presence"
3948.93304429428,3099.79077400496,5541.54727194152,916.46170130154,-4977.25535298216,-3467.42192322292,-6552.33460160295,-4928.26980740871,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
1326.06398845907,1356.70258969779,463.4871758752,599.497429749252,-1208.61712577646,-3296.31820112687,-1169.3629980942,-1208.61712577646,"nonveg_627","absence"
-661.731352030612,169.425692363673,-389.342399049698,-751.553391867175,-1889.24744351626,-1143.99563413285,-1214.18775422255,-1214.18775422255,"nonveg_1416","absence"
-178.679994126165,244.416771613542,548.272534985302,-571.159121419181,-1419.26539883426,-1026.31061577685,-1460.34060796261,-1419.26539883426,"nonveg_1340","absence"
444.205713965587,228.912273903445,344.563098393186,-76.9386346084805,-1531.45719941547,-1468.06223414675,-1922.26527767947,-1824.7660701413,"nonveg_871","absence"
943.174294155879,514.834813715122,790.447237677553,233.110292814105,-942.255187896313,-1045.07068814573,-1560.80924753565,-1270.42066396315,"nonveg_535","absence"
3513.14734244899,4235.42090267474,4664.51793437871,1919.04156910272,-5860.51734158351,-5925.72210601876,-6553.44016103957,-6396.44799809906,"Canada.ClearwaterLake.LSA2","presence"
-89.302961708436,-223.75550368373,-75.950459434463,369.702986510708,-270.618110296066,-425.139167104127,-788.823590899465,-425.139167104127,"nonveg_1889","absence"
615.113312966063,421.958026045866,559.515953320184,5.28115937702859,-78.3638195225785,-712.906624663454,-926.350610022586,-712.906624663454,"nonveg_721","absence"
692.531766837715,523.944108699501,816.983790459745,586.629385786875,-1314.20481979288,-1362.58468913246,-1100.33182663119,-1285.46775291396,"nonveg_757","absence"
2226.22248946904,2431.90690583647,2674.09279324896,1567.93838235169,-4935.75459880739,-4772.22150332992,-5318.45670884854,-4828.88454694359,"Finland.Kevo.12","presence"
2339.71861202499,2853.71604303237,2991.92605370738,1687.12273453085,-5747.37059872091,-6258.29822093246,-6253.79581001292,-5607.39024324466,"Norway.Javrresduottar.EC-Hummock","presence"
-421.845249778415,-730.965528032666,-209.639368680685,-475.852581577238,3008.9689834756,4521.84172597123,7142.29435819581,5100.52160669214,"nonveg_1290","absence"
3183.3113939752,3896.65368558058,4047.83137979136,2046.49532726332,-6003.32682970171,-5886.75605561831,-6433.15318480823,-6541.9404794697,"Norway.Javrresduottar.A-Sedge","presence"
