"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","spectral_green_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_SWIR1_changePSLS","site_code","presence_absence"
3702.38623516707,2891.71885130241,4032.66159562097,4670.53785283321,2497.30340971649,-5989.2825189016,-6506.62989665992,-5574.58388514318,694.815806526961,2.19300922486517,0,2118.66791578223,-6134.77373314522,-5968.27844747078,-4.33100004305329,"USA.NorthSlope.Ivotuk1","presence"
1524.52865077688,1356.48417721997,1855.32259985615,1778.04186330185,1227.03859135322,-3783.61111096453,-3640.90010104226,-3014.06410930553,809.027808911777,1.67440136273702,0,779.065020094506,-3460.00458697409,-3471.27303603103,32.503826559023,"Canada.BanksIsland.GreenCabin-C00","presence"
2616.3149766784,2453.42155892355,2707.94715052034,2959.52170925288,1449.1954014417,-5056.40051183295,-6503.394385774,-4440.09946358426,485.718080138437,3.38175010681153,0,2242.73638151339,-5917.85518827065,-5786.35408378299,-30.3616849205187,"Finland.Javrresduottar.EC-Salix","presence"
2091.72395836285,1231.91559670457,2077.27807600901,2339.4496726166,1011.92217065528,-1390.8407309655,-1376.61906982633,-1863.1050745854,1103.89299592504,31.1720294952393,0,1327.52750196133,-1583.25413118378,-1573.27965435069,-0.446325984087781,"nonveg_647","absence"
4251.08329540261,4112.12221032802,5091.55044116986,5477.82904457385,2627.55583868128,-6405.49880404461,-7320.04963743132,-4502.28125146877,534.233516594232,9.63809490203857,1,3385.26516014025,-6758.7765324669,-6521.01035034011,-10.0185293194434,"Canada.ClearwaterLake.AB1","presence"
2093.01339457035,2023.4534949573,2628.12552198184,2522.77247028773,1551.32825099961,-4292.34026117653,-4596.6524506319,-3498.13650646952,728.694612692379,0.687890413734647,0,1811.59491859621,-5068.9392318099,-4867.97793485257,35.5800278212485,"Canada.LeRoyLake.TD7","presence"
264.603240931929,536.103241845008,-53.0135074749672,684.949263359188,1394.11602222596,-2536.5689242066,-2990.66846130996,-816.902478931705,771.287734388785,0.87968510389328,0,1447.12952970093,-2122.74323262131,-2097.21527653517,-37.3593712767672,"nonveg_745","absence"
1024.47135199942,104.233697632939,42.1291633855548,808.236136210962,373.039928527044,-1894.64110896447,-2963.38026192737,-1343.24587126165,1319.8349644451,15.4877471923828,0,982.342188613863,-2181.09611545331,-2233.6874830939,-113.756504087929,"nonveg_719","absence"
1606.75753259896,1849.70875308153,1863.1246197057,2206.4629041272,1146.52374997441,-4577.02077300804,-5036.43226754761,-3403.96082256031,746.670245680718,2.27075297491891,0,1041.67352847488,-4388.77001394391,-4365.19186362269,-44.8595951937451,"Canada.BanksIsland.GreenCabin-C09","presence"
3068.90019946867,2380.57432119453,3649.91789840428,4001.50960971157,1989.86885149203,-5653.69598302692,-6038.97132514107,-4952.59512690729,646.809235842705,1.18464997477002,0,1430.04238866046,-5558.06182170731,-5544.05317770483,0.0395235066335102,"USA.NorthSlope.Oumalik2","presence"
3137.98893818323,2900.51544594402,3698.48252255408,4038.06564459916,1763.64280821448,-5584.10473856364,-6448.1954306414,-3032.24368525591,584.542457526341,9.8817013634576,0,2479.54261858739,-6413.0350585727,-5859.09770032065,-9.53015935789998,"Canada.ClearwaterLake.LSA2","presence"
3308.10703802634,2527.62172407562,3624.62386415445,4073.37228948746,2335.94145885789,-5679.24808033098,-6206.96257322183,-5119.69006062098,709.386996036531,2.0134903781208,0,2400.62624017647,-5634.95010718092,-5593.8544753975,-4.93392667260481,"USA.NorthSlope.Ivotuk3","presence"
119.224535847529,595.65907584542,394.831726888535,436.043236805813,315.116688005765,1364.93846076314,-2889.78733340181,3855.82015117371,280.595683069525,0.223765894770622,0,476.434539997891,-1898.22028665514,-526.137023450328,-3.01231269051481,"nonveg_1626","absence"
813.1339807536,171.849479090085,302.548646049861,984.184353027619,596.552135090169,-1284.14945849835,-1936.99297000218,-920.99810565884,1613.50650574437,2.42607045173645,0,812.334873937534,-1319.35390109365,-1444.35598563948,-57.1777758300176,"nonveg_922","absence"
3652.60237392247,3684.73258674734,4261.23893848393,4674.30308273133,2987.48756028619,-5831.60668332439,-6317.94769902885,-4617.19267741586,791.461829630997,0.46497905254364,0,1969.50325094559,-6070.37000105642,-5853.08534108432,2.96432344258277,"USA.YukonKuskokwimDelta.2","presence"
4273.00465096772,4467.90233675662,4354.20299754261,4959.29380246394,2748.02781497807,-6776.07424248748,-7571.41177170164,-5496.45784221848,585.102723249464,8.442165184021,1,2543.93990657389,-7427.41181061631,-7147.26341250241,-12.9965229314952,"Finland.Kevo.11","presence"
2392.5179100622,2595.60135603962,3200.71637697104,2828.62288230548,1363.91570769422,-5368.62404719003,-5785.72365038584,-4919.50637822607,497.381568728114,2.13762110471725,0,2068.7114548561,-5494.95432258972,-5644.0662654371,10.1856434723785,"Norway.Javrresduottar.EC-Sedge","presence"
2344.22148910385,2216.58760746366,2336.80388788302,2492.86598104924,1542.88746141578,-3713.51727899566,-4757.32799781297,-2379.02406785965,716.449551153294,4.07094898819924,0,1073.6178113858,-4225.79004518555,-3857.8264573849,-13.0802677711842,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
4450.5368997508,4051.15805384469,4383.4685556152,5114.92020866323,2144.29690921635,-6167.8761873563,-7271.54699853912,-4535.83615546195,584.760532453398,8.42828547954558,0,2828.35163008743,-5979.92010455508,-6384.39951992528,-3.790048496888,"USA.Kougaork.TallShrub","presence"
3346.49540068818,3511.7845606548,3875.43277103073,4193.07852160392,2308.15848961976,-5519.85918209216,-6330.72959018208,-4664.56437522519,699.880633119698,6.58428137642997,0,1722.2333842929,-5702.26238730716,-5411.41633015848,17.5004858358245,"Sweden.Abisko.NT-DryHeath","presence"
112.126878950306,998.554009301093,516.826504255314,285.271948628578,580.649787657137,-3171.43650890239,-3173.04460290353,-1238.03023628495,443.158583213209,0.619643092155457,0,886.427130350788,-3171.43650890239,-2663.71991301359,17.8099135981296,"nonveg_957","absence"
3059.77896777077,3357.02532744636,3394.9339446424,3441.91749861794,2423.17734099935,-5615.21125993486,-6225.71068109965,-4732.33171405847,670.805048703101,6.8832950592041,0,1023.35050016889,-6181.57554397348,-5965.27447583701,-20.1134561417888,"Finland.Kevo.1","presence"
249.239741019942,-44.8724347112937,24.2246054507262,-104.804768357723,-223.500158302576,7665.23605266872,8500.13359345069,7191.48107640751,409.858606250472,0.0404676385223866,0,472.739899322518,7665.23605266872,8161.2696758258,6.20058795901689,"nonveg_1695","absence"
820.07192634764,144.926070296614,-159.206168482356,202.070610315601,179.882750160859,-923.494549515467,-2636.46566765858,-1202.4934532616,1075.74842163388,13.9480972290039,0,979.278094829996,-1973.69025130305,-1786.37484198958,-79.0250167806224,"nonveg_984","absence"
2008.61749766998,1578.03939260982,2200.16228430797,2367.15462887829,759.695762289479,-4212.23625258303,-5315.39710640258,-2678.43038536293,640.789384695485,0.252589126427968,0,934.036827423501,-5085.32928295698,-4587.33298012668,9.71180736150528,"USA.NorthSlope.13","presence"
1809.5112713085,1866.82505664815,2134.83718961133,2383.78683118399,1493.40931411876,-4348.76813870643,-4569.1750459979,-3334.21372732656,813.225423741776,4.42957247628106,1,986.008116740826,-3981.92516385615,-4003.55091964067,8.53014653648664,"Canada.BonifaceRiver.LSA4","presence"
2398.50914520683,2353.02900676278,2558.30827151219,2884.33243360454,1556.6605322174,-5320.6651334462,-5694.12695436673,-3670.01382610314,622.500806927674,7.41902809143067,0,1103.36007621206,-5405.52582331024,-5442.13213833458,-14.3018287942294,"Finland.Kilpisjarvi.18","presence"
499.223025314696,924.047142580287,630.589361274225,531.130228140294,1118.99100850738,-1571.42135238642,-1721.17722981202,-281.991919515155,766.518050944208,4.25112295150757,0,619.767983192687,-1571.42135238642,-1312.4172299939,4.69771360173434,"nonveg_693","absence"
942.952260917096,633.725567555732,535.461223962846,669.194344781335,641.484295912174,-1288.76905659938,-1451.45199625318,-1021.40328595562,2413.27606892276,7.41896295547485,0,407.491036954249,-1288.76905659938,-1254.70060855912,-8.04521290732509,"nonveg_1037","absence"
1030.51213949519,1132.23114875536,1127.34926499261,1100.14085765951,744.714237489276,-2569.38742584883,-2975.5082252025,-1207.53548868465,917.028312136715,1.6523553058505,0,635.34259688568,-3221.03787099102,-2949.88176233167,9.10020509951491,"USA.NorthSlope.HoweIsland-C12","absence"
94.1862453284777,-33.1329010805496,-189.092607041965,376.964225091424,-90.6184971468356,-726.926720492125,-1263.70802414913,-567.5574735909,706.250983809423,18.2353954315186,0,566.056832133389,-726.926720492125,522.509596301382,-15.6972291035925,"nonveg_851","absence"
2029.77630204179,1464.77030336294,2212.92755001422,2303.67052177011,1424.40038158021,-4546.53841336127,-5043.8021598578,-3850.4640410643,654.190833913217,0.751253187656403,0,1736.50882336663,-4974.30484478396,-4978.0072988501,-2.19970321217694,"USA.NorthSlope.9","presence"
2657.92108724554,2366.89783000672,3150.90308639617,3468.12741570899,2072.93188475744,-5502.03641218646,-5929.9093561614,-4654.79489377723,678.580821322732,0.652561724185944,0,1253.70113898502,-5504.19623648546,-5631.29824418567,5.79301930245346,"USA.SewardPeninsula.18","presence"
172.462886227812,-278.770076855591,-43.810879904337,518.620239949091,-181.063252525327,-1266.77096510647,-1764.5771839882,-1381.07185107871,1864.64494495559,22.3764839172363,0,797.390316804682,-1381.07185107871,-1511.03416651758,-42.4747267656638,"nonveg_907","absence"
396.566439687279,35.9720467910622,327.659738155886,499.476781564072,27.0590178073631,-1167.19087016874,-1530.6822687607,-872.996034994598,1449.57511366354,14.9213781356812,0,472.417763756709,-1367.98361262379,-1345.78489867455,-38.3986727547115,"nonveg_578","absence"
112.126878950306,998.554009301093,516.826504255314,285.271948628578,580.649787657137,-3171.43650890239,-3173.04460290353,-1238.03023628495,443.158583213209,0.619643092155457,0,886.427130350788,-3171.43650890239,-2663.71991301359,17.8099135981296,"nonveg_957","absence"
2093.01339457035,2023.4534949573,2628.12552198184,2522.77247028773,1551.32825099961,-4292.34026117653,-4596.6524506319,-3498.13650646952,728.694612692379,0.687890413734647,0,1811.59491859621,-5068.9392318099,-4867.97793485257,35.5800278212485,"Canada.LeRoyLake.TD7","presence"
882.624206886232,1292.4259360667,1299.53370592872,482.234006954385,489.489167034615,-1781.1118199238,-1272.46003502015,-2113.61025320944,1450.49944242343,0.690925061702728,0,817.299698974339,-1781.1118199238,-1761.54495181353,124.380295162321,"nonveg_543","absence"
-911.470129952025,-275.939022588974,16.9157299252933,416.109107290388,511.30633884149,-215.357520724449,395.710591185121,1916.96648872105,387.554193206763,21.7526779174805,0,1422.77646879351,395.710591185121,523.613518909047,-8.02610124762124,"nonveg_593","absence"
1333.50062227854,193.796823067768,889.617796205869,231.981647591544,338.465169218052,-828.190490420843,-1937.66938258461,-1660.83804118999,2128.736951366,9.20244216918945,0,1139.70379921078,-1937.66938258461,-2090.54455854078,33.0993957665777,"nonveg_855","absence"
1322.37084798176,968.293881519975,1310.84241008001,1440.6831030992,1193.09279343937,-3154.01401482359,-3389.1209389255,-2131.05970796466,1020.99507452595,0.0906719863414764,0,472.389221579222,-3154.01401482359,-3071.90831660163,-25.7134812925449,"nonveg_632","absence"
88.0904767415722,595.585385170966,1469.11199242526,1138.28984174371,396.682947891977,-1628.71858505476,-847.474698540028,-703.75865325376,1936.22158459341,2.55992150306702,0,1381.02151568369,-1171.69408275874,-1138.93205849152,8.89938005309239,"nonveg_677","absence"
3153.25910516191,2422.20426520013,3587.03401860634,3928.77425412984,2341.69524845043,-5651.79379611735,-5939.52984993113,-4951.91296900704,660.432160356819,1.60589011510213,1,2029.48194275689,-5316.51764960288,-5366.4435852605,-11.4921149816362,"Russia.Tazovsky.Burned44","presence"
721.199347763595,610.841525561222,442.550746880052,366.924382849094,204.088301391088,-1452.93365644624,-1921.36943481855,-2102.77311017258,1189.26310592823,20.7469654083252,0,517.111046372507,-1921.36943481855,-1814.20930787184,-7.14072125603411,"nonveg_814","absence"
3221.58419234601,2103.77504663293,3318.65530469873,3766.79154230556,1849.78596857742,-5451.77806894342,-6211.84526039793,-5006.94533108329,486.418129890348,0.217862104376157,1,2468.62984070254,-5843.70566967261,-5733.42315713299,-5.57848128502206,"USA.InteriorAlaska.5","presence"
2861.83829610318,2735.39970743757,3065.33017421324,3027.80856920276,2073.80940572602,-5144.97939762706,-5626.32528621263,-4121.27991567923,572.138167262046,0.110417228937149,0,884.83736289317,-5661.92352429363,-5127.65620506809,-25.4326546670049,"Russia.Yamal.OstrovBelyy-1","presence"
3459.89412040354,3514.47825711721,4029.72628781875,4135.99519638774,2564.09546952098,-6722.94761513393,-6756.44152956919,-5685.80878538365,500.512362088834,6.94513683319092,1,1130.21370814418,-6921.06003759132,-6799.23750919453,4.44047644162086,"Finland.Kevo.7","presence"
634.369678854647,1188.2363757444,1725.43960599538,1951.22035519107,-115.643536480592,-1181.7533672479,-4398.94505682229,4141.24048026804,566.938834795589,0.41282519698143,0,2066.86389167166,-3871.1488163385,-1970.60818321279,-15.8232081320918,"nonveg_1813","absence"
455.338612038145,423.812465383335,538.677887392796,64.4318418705224,436.547404203925,-209.177048574284,-266.700972376098,662.952406335704,701.441623528553,19.1562118530273,0,474.246045522274,-209.177048574284,-187.819252022117,14.3925674844127,"nonveg_921","absence"
880.291759637842,567.187739039001,-203.675574445979,654.775211293914,293.700317081461,-807.244027768669,-1824.35275424748,-1399.20778252756,1402.96163786183,19.6606674194336,0,1083.96733408382,-1055.17325118179,-1109.28929322832,-38.1318034404158,"nonveg_682","absence"
2446.37359505122,2622.50461167172,2876.14545711095,2887.60338806839,1775.85408157017,-4851.08983520905,-5138.97088186253,-4057.89414468091,728.775137230494,1.38194120592541,0,1193.1417947218,-4877.54784155806,-4663.38909139092,-42.500390238508,"Russia.Tiksi.ShrubTundra","presence"
33.763957110551,-25.5087324231259,40.6124050709745,-438.141265984927,504.895976916527,-1002.63710647985,-1010.75786656382,-276.082466790891,994.843279457055,19.9044456481934,0,943.037242901454,-1002.63710647985,-986.206301377121,25.7472141882795,"nonveg_703","absence"
3413.25751882082,3755.65513797452,4130.34640321558,4236.36539516798,2377.06772495292,-5919.60288655869,-5747.05988961004,-4712.28576892851,509.45749099286,3.6864728530248,1,2045.90248713915,-5870.2059727329,-5656.72466017529,-11.5431631435802,"Sweden.Abisko.VJ-MesicHeath","presence"
2326.06299827117,2746.57198381785,2929.87435642181,3174.70111013918,1626.02229652813,-5746.4662868248,-6288.91202204858,-4526.46479643714,525.700598044581,3.18976658582688,0,1687.19675450658,-5219.49569871824,-5107.92063651565,-3.36805686127809,"Finland.Javrresduottar.EC-Betula","presence"
631.555587504488,686.984266447366,1319.45297775162,849.816494046745,500.15211007531,-2100.16654903252,-2038.86863630282,-1162.9251131198,1610.65426354121,11.925238609314,0,819.30086767631,-2100.16654903252,-2021.17424518533,25.0373775539443,"nonveg_880","absence"
2826.60049311654,2846.89796736619,3348.56646865951,3453.32981242079,1907.24977091989,-5623.85809183668,-6258.36466188929,-5064.8988343435,605.351208118047,2.89144563674927,0,1842.08364768878,-5887.31681347491,-5855.15659908081,-17.1629673364232,"Norway.Javrresduottar.EC-Betula","presence"
3194.61955240944,2929.5545358802,3417.56861377927,3834.86177402764,2113.11736432318,-6238.81090914307,-6825.7516112809,-5384.86985030062,543.331092147034,3.55227723121643,0,1597.8234304354,-6408.74963064559,-6423.47596717746,-1.79167207715274,"Sweden.Abisko.NF-BirchShrub","presence"
4273.00465096772,4467.90233675662,4354.20299754261,4959.29380246394,2748.02781497807,-6776.07424248748,-7571.41177170164,-5496.45784221848,585.102723249464,8.442165184021,1,2543.93990657389,-7427.41181061631,-7147.26341250241,-12.9965229314952,"Finland.Kevo.11","presence"
729.122504839904,976.977693840819,758.218077745083,155.38902704272,559.178336512119,-1482.16039969798,-1493.67822678516,-1536.04559056161,1859.86488132871,0.099735900759697,0,821.588666798099,-1493.67822678516,-1587.22732498217,24.5701486373395,"nonveg_894","absence"
637.593169999587,807.46455823449,1073.95890664752,295.532284628223,790.028015200355,-2472.47769136712,-2102.10287751632,-1599.01109330583,1210.8633948931,0.340886503458023,0,778.426622019299,-2208.15936257389,-2318.26827632294,36.0729675891225,"nonveg_540","absence"
552.488224047006,200.897347173302,494.496159889099,471.83803417201,462.958777779581,-1148.20700017532,-1711.6489194382,81.8421373829296,780.884025444974,3.24181699752808,0,351.590876873704,-1711.6489194382,-1361.77843856225,4.06699917139079,"nonveg_792","absence"
2008.61749766998,1578.03939260982,2200.16228430797,2367.15462887829,759.695762289479,-4212.23625258303,-5315.39710640258,-2678.43038536293,640.789384695485,0.252589126427968,0,934.036827423501,-5085.32928295698,-4587.33298012668,9.71180736150528,"USA.NorthSlope.13","presence"
633.366002001872,936.131346444057,217.931620451126,1099.18980336015,161.653807925046,-1203.68529176487,-1746.01826769671,-1095.19117285454,2705.151087707,0.450459480285645,0,937.535995435108,-1095.19117285454,-1139.65970808771,-223.454888155588,"nonveg_733","absence"
1194.5323616747,369.527982949215,863.271565934405,1098.9905703724,957.543069213845,-1426.52102295596,-1914.91137079862,-1433.30075942758,1790.31546815229,0.77367901802063,0,825.004378725485,-1702.54771504861,-1764.99737959943,-17.3509820493262,"nonveg_926","absence"
-95.2252060721426,613.020138820388,874.037837013331,309.424663175831,856.460802130221,-770.216134034749,-867.670500326329,1200.85923742661,1222.65203070639,25.8555126190186,0,969.263043085473,-867.670500326329,-600.079136662623,22.2967928229847,"nonveg_1473","absence"
3291.37294928978,2525.21621747877,3371.53269047009,3711.59682001806,2148.35800699354,-5652.67543655011,-6169.45573296507,-5362.90348636316,612.104181396384,3.05588017702103,0,981.278658784698,-5864.77873121142,-5612.80065287498,3.6056829572132,"USA.NorthSlope.HappyValley-C18","presence"
604.281424384489,965.818165314172,892.205108860395,709.519756639871,514.015379236151,-2285.05561803829,-2509.95432050387,-973.468293035823,760.540552458661,3.41045390235053,0,1216.25783514574,-1913.99152186603,-2388.57919765486,43.8227896252578,"Canada.Ivujivik.RTP12","presence"
2934.09925311987,2803.63365860216,3108.16940688023,3455.28096366933,1950.49090555865,-5290.24557935073,-6510.72813214727,-3912.88552299796,552.424524927955,5.29586251576741,1,887.347443583142,-6113.42427857826,-5601.48879723531,-21.9379922461749,"Canada.CoutureLake.TDA7","presence"
2806.28188970355,2779.03432654599,3464.00888527782,3761.37502656519,2057.11310877257,-5539.48387559466,-5758.01988502356,-4689.72837283794,794.495985940578,0.319161008353587,0,2141.1913644205,-5327.4207810259,-5482.4433259202,20.6088485480352,"USA.YukonKuskokwimDelta.15B1","presence"
1219.06860334018,1822.60335596428,756.793371323098,1908.41605406508,-456.741423898818,-2231.36750249834,-3988.78406325034,-1270.93954251041,908.756986687683,1.34160614013672,0,2365.1574779639,-2231.36750249834,-2521.12948109197,-36.4791906182156,"nonveg_671","absence"
2148.04634546182,1959.37278326484,2924.17813788882,3052.44724205284,1150.74190575823,-4383.01375720668,-5526.52863973794,-2480.48223495377,720.132164805622,4.24494785732693,0,2647.96387682359,-5336.53846369033,-4790.60970425163,-8.74955655134272,"Canada.DeceptionBay.TH6","presence"
3207.29695384372,3342.41575207498,3577.68221368774,4005.40138727485,2358.08433125103,-5784.67356585633,-6605.07595509154,-4811.10213767454,673.649272932283,6.10769581794739,0,2056.81202774183,-6013.24120358308,-6062.97744622927,-39.5927240047769,"Sweden.Abisko.NT-MesicHeath","presence"
3746.7801870653,2625.55102441054,4026.97639729237,3877.63792269367,2498.18232790353,-5785.37647202539,-5682.23905062489,-5263.013697526,615.058519240176,1.32016229629516,0,1923.84923194179,-5341.39047515187,-5821.43876676037,15.4771396296162,"USA.BrooksRange.7","presence"
1809.5112713085,1866.82505664815,2134.83718961133,2383.78683118399,1493.40931411876,-4348.76813870643,-4569.1750459979,-3334.21372732656,813.225423741776,4.42957247628106,1,986.008116740826,-3981.92516385615,-4003.55091964067,8.53014653648664,"Canada.BonifaceRiver.LSA4","presence"
458.307812908438,545.014143710032,-138.795140003853,160.20666893623,728.424039738456,-1506.42791777953,-2245.94756937113,-1121.9180542236,1864.63616626868,2.23169207572937,0,867.219179742308,-1506.42791777953,-1639.00215805425,-32.2247454113763,"nonveg_876","absence"
2005.73471774105,1705.79018024331,2739.68946695373,2783.49175484184,1392.98203010789,-4634.40098306169,-4496.75295270844,-3498.99407523208,749.043911823167,0.790813326835632,0,1623.1876029486,-4875.58784329641,-4755.26126666605,-17.3324442633238,"USA.YukonKuskokwimDelta.1","presence"
1377.69677045352,828.688605914928,1638.49796093216,1441.16208311415,588.571711867745,-3373.02954420642,-3511.45108236794,-3140.08480801681,816.194566132519,1.8270617723465,0,1049.92624906441,-3511.45108236794,-3621.33322839928,3.32748869582744,"nonveg_662","absence"
1188.17460327502,1263.78826214,1165.19158813342,1229.54921366154,936.6009108644,-2309.55553420786,-2424.13108320072,-1865.63651614888,1033.51224700601,15.5341835021973,0,327.187351275599,-2309.55553420786,-2169.95298891416,-0.134444049232757,"nonveg_807","absence"
2074.76737604538,2282.29763685798,2780.05208598457,2602.19941848361,1647.10551237052,-5484.69065048503,-6103.82946529813,-4139.95141893569,406.053707581357,2.39694466590881,0,1502.16279690567,-5924.03237246183,-5858.41582793543,7.22210218672772,"Norway.Javrresduottar.EC-Salix","presence"
852.672969368614,536.587563284705,1043.26250879053,1009.02910714745,742.863431708505,-1960.73974331141,-2072.39978070807,-981.270387546677,1485.25821012003,2.73595142364502,0,506.674945505827,-2072.39978070807,-1933.94076589667,1.44471766604182,"nonveg_998","absence"
2713.47044522352,2971.1738693791,3472.56119191966,3651.11721490142,1832.801288345,-5715.50443193088,-6176.96142369601,-4484.04967664487,605.863093747001,3.5525680065155,1,1502.54350069111,-6239.19670927545,-5645.71717336366,-17.9630340074875,"Finland.Kilpisjarvi.20","presence"
1973.54638038081,2428.24460697848,3223.84124545793,3376.33715266344,1211.52740612375,-4547.38871478795,-5519.05048084124,-2660.9301301493,646.467053975681,2.69568840662638,0,2272.38932126517,-4704.63712650297,-4701.24788908304,0.666354251619674,"Canada.DeceptionBay.TH7","presence"
322.305621289095,90.9297200796672,202.379232116175,563.467682348936,833.756516123082,-1974.27040054084,-2123.89677261126,-1287.59832947369,2178.86809474253,1.52118134498596,0,742.826796043415,-1974.27040054084,-1872.60897570258,-23.1161847947079,"nonveg_1261","absence"
1689.62285222893,1605.50171701872,1592.96341162378,1771.80792648564,1371.0227299297,-4149.00718166411,-4597.73514419926,-3397.96374042509,660.003748752713,1.79179090923733,0,481.507789654075,-4239.94391330496,-4173.44779325499,13.170004883213,"Canada.ChukotkaRiver.TPO5","presence"
-6.26206522839221,211.044754441911,82.4297546759257,192.27579492449,-203.708486455726,-665.021596847341,-1169.26529770978,519.195911114684,828.159555928451,13.9842510223389,0,414.753240897637,-665.021596847341,-597.924305347722,-12.4877088107695,"nonveg_842","absence"
973.98202030865,1461.9431221429,1373.04065257062,1445.0871899402,773.437826117698,-3210.12609502864,-3410.2587534257,-1688.2481131008,996.60455796331,4.25543541908264,0,689.345953926315,-4000.96191527857,-3733.0179432581,-30.8710863663588,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
208.766991572857,48.5715728247334,590.283720760028,905.434312434674,108.477544533569,-1367.60561174164,-971.854109017214,-485.536799140317,1083.72282018748,30.4646530151367,0,856.862739609941,-971.854109017214,-997.147085143646,-8.76184753663013,"nonveg_794","absence"
2953.7091808051,3078.13893396382,3369.10817257793,3221.77694415845,2296.60210042321,-4918.3561473205,-5238.51505086594,-4439.54424154626,720.186851251951,3.03799157142639,0,1579.47506083142,-4638.80071062852,-4833.06856627962,18.1119061197184,"Finland.Kevo.8","presence"
2162.31324713286,2207.00975570179,2260.3950500907,2216.19889438313,1531.48419809964,-4385.0879353961,-5389.26296617242,-3565.01567691903,628.117265130182,0.75560994942983,0,1449.00343562921,-5275.58417812011,-5311.49010559533,-30.7248416967603,"Canada.PayneLake.TD0","presence"
