"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_blue_endSnowfree","spectral_EVI2b_changeSSES","spectral_NDWI_annualMean","site_code","presence_absence"
2423.74667595974,2655.36747046256,2708.51241716697,1503.88664098351,-5135.70835266606,577.595635345832,21.7014748970656,-5431.69628656505,"USA.NorthSlope.Barrow","presence"
3012.1904573668,3765.52083274035,4215.3477827293,2167.03072803328,-6704.07279019066,290.131470648589,43.6147252675438,-6664.57712891141,"Finland.Kilpisjarvi.16","presence"
347.868485358442,-140.930152060679,502.420161689354,-1050.42672702508,-3141.20954065269,1139.34793973953,26.0104447997849,-3166.56797638733,"nonveg_730","absence"
2140.78126138652,2470.20601796675,2510.7473140882,1618.73875418289,-4734.84462275621,635.173443499008,11.3303568775045,-5188.45676727781,"Canada.BonifaceRiver.LSA2","presence"
-104.852306487733,46.3117293979964,456.313069369636,271.997949535848,-553.595835594399,706.25118083569,-10.2463693447497,-511.539249055565,"nonveg_921","absence"
2446.35041588043,3309.26635125528,3700.02704540147,1313.86536037174,-5304.35602118118,617.810652051476,21.2308594143012,-5439.99098628391,"Canada.DeceptionBay.TH8","presence"
891.608255691949,968.108044209743,1061.33801820224,495.12138321983,-1457.27312013082,1183.02800122215,3.16808165053641,-1743.01601322424,"nonveg_849","absence"
2618.87183043217,2860.88735735456,3116.18967846378,1419.61724059291,-5935.877318034,404.412031049092,43.8286043691874,-5488.88004900716,"Finland.Javrresduottar.A-Sedge","presence"
681.32165214574,941.657972575965,403.130653752682,-19.5301479591182,736.323839160053,767.22038613599,-11.7424748772598,-748.502897546762,"nonveg_931","absence"
3163.89926819802,4042.67711980687,4442.58457021949,2089.46750162286,-6163.57135971248,333.950676973558,47.7086176484432,-6275.65738002014,"Sweden.Abisko.VJ-SalixShrub","presence"
786.541111509765,1028.37708810977,1047.1450999826,591.02697669164,-1517.74733448208,1588.14984868173,5.57229838155599,-1385.00141266919,"nonveg_861","absence"
-727.063818780775,705.490809483766,1038.17487361303,6197.11951154755,-4152.27183791344,0,-202.971057368502,-1578.92175791979,"nonveg_1353","absence"
1739.63562820306,2406.23391070199,2986.53785146698,1481.45881887597,-4960.21563044171,481.757040998219,20.1132004112999,-5134.09525307435,"USA.NorthSlope.15","presence"
62.9588717207649,-8.5889862363278,364.71938247123,420.620287586131,1252.08419796866,859.752674226405,9.32953131775503,-674.292091350519,"nonveg_594","absence"
34.8562470224081,235.758015712923,-11.2449376679963,51.3537422995006,-1964.03114115331,604.706637816004,36.0819916408738,-1689.32208189679,"nonveg_785","absence"
-510.790492117694,426.837978256675,230.95142714744,210.72758178223,597.729035091665,62.7722072723389,-3.72308080894655,977.623957205575,"nonveg_1509","absence"
1047.43975816829,898.042666617678,357.255694578551,1256.32468014356,-850.377997856832,1069.45977307922,-35.5372764878372,-1057.35566381627,"nonveg_535","absence"
2280.74986009561,3490.39777238897,4100.96057976756,1892.93548023692,-5595.67559263418,453.910524760446,49.4370206068699,-5304.57798942678,"Russia.Kolyma.WT1","presence"
2476.792176894,3027.67142188897,3706.61505447147,1961.00930935688,-5455.50442898944,571.21365333299,40.5391193783348,-5497.23584778011,"Russia.Kolyma.T2","presence"
-3.50707847292239,460.36390176324,132.571410378313,266.721325191484,-1778.48606434955,540.385556410123,33.854976262946,-1425.63234769247,"nonveg_972","absence"
1942.12473032797,2971.19277639309,2970.31096710548,1280.38377447416,-4865.60658334536,574.646259119887,38.5135430304868,-4636.78161121927,"USA.NorthSlope.Sagwon-C16","presence"
1834.37063233435,1409.90256102543,1709.40840876851,1521.75989661286,-2221.33381196655,1040.40154202703,-26.047022952202,-2848.96558014728,"nonveg_632","absence"
2648.77791680501,3393.56896678335,3647.06516523279,2355.97062962008,-6142.60340333814,445.700127209769,35.9184921126581,-5779.85270346249,"USA.YukonKuskokwimDelta.15B4","presence"
256.981092262941,833.276779493294,373.139274125789,-2.55633910745473,-2032.95517365214,1366.53311498242,9.71274022149671,-1800.09176691026,"nonveg_916","absence"
587.609266875806,-652.208635344514,-339.186219283893,189.88158818878,-1352.50044456843,1866.20861734258,30.132776821539,-1669.86299263718,"nonveg_733","absence"
1986.48123048114,3473.38951674523,4610.37803255449,1974.85919188555,-5718.42705152851,510.978842937927,78.3748801639438,-5207.86165623205,"USA.BrooksRange.8","presence"
672.270805241456,-405.24909737409,326.65690247086,469.681726336738,-2673.12060632809,707.534311350827,0.865199145086233,-2607.79254258253,"nonveg_619","absence"
1657.00212748404,2079.3561814475,2239.64448601089,1302.86521945303,-4621.93299239652,561.479930592841,38.1913521569735,-4669.23904681886,"Canada.LeRoyLake.TD4","presence"
1942.12473032797,2971.19277639309,2970.31096710548,1280.38377447416,-4865.60658334536,574.646259119887,38.5135430304868,-4636.78161121927,"USA.NorthSlope.Sagwon-C16","presence"
1150.70629967903,1559.89479885519,1460.64475400892,898.031434819792,-3305.09218468602,859.779487934364,22.7445767611622,-3073.82467005314,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2422.05312573503,3066.88015918111,3781.67689246997,1824.12693963717,-5702.02574754382,503.655686558785,33.2492914633521,-5319.28537553825,"Canada.LeRoyLake.TDA4","presence"
934.812268910668,490.662530645009,1067.42322298688,516.181605560245,-2198.17370637789,833.27717387113,6.20377808344824,-2296.83332354891,"nonveg_957","absence"
3109.06947638075,3218.05953675597,3274.39325463501,1822.12058510488,-5566.29048739976,575.766683239904,21.601962880056,-6374.26147531304,"Russia.Tiksi.DryFen","presence"
852.780699573757,1360.55784492049,578.161198496506,1292.91230747879,-2173.50486413658,1527.68682980178,-10.3097699041525,-1955.96301778915,"nonveg_508","absence"
-727.063818780775,705.490809483766,1038.17487361303,6197.11951154755,-4152.27183791344,0,-202.971057368502,-1578.92175791979,"nonveg_1353","absence"
-104.852306487733,46.3117293979964,456.313069369636,271.997949535848,-553.595835594399,706.25118083569,-10.2463693447497,-511.539249055565,"nonveg_921","absence"
367.844847729406,1078.9978810689,1511.21624987715,793.235583669415,-2109.31899627347,1380.11344462195,1.25199374936967,-1484.3547970015,"nonveg_602","absence"
1953.89050572934,3489.94164298066,4020.07744451808,2253.74686284204,-6352.09816818772,395.497032764599,35.5720568340236,-5969.09057907403,"USA.InteriorAlaska.24","presence"
2671.05950026013,3357.74933368406,3464.34384724381,2015.23888317908,-6135.01972878186,392.384801445935,18.2765557972533,-5662.21531613168,"Norway.Javrresduottar.EC-Hummock","presence"
2891.40243429791,3283.94200594943,3612.0111078467,2328.28758352299,-6003.00243551446,361.224975758476,35.8769272936065,-5813.82187453077,"Sweden.Abisko.NF-DryHeath","presence"
606.935738378984,757.049420941322,754.918612301277,592.532862357329,-2251.4171712111,855.825092857398,-8.85653587252446,-1961.86875305904,"nonveg_725","absence"
2900.2654541599,3862.45182225713,4118.00757838721,2110.7284581406,-6168.91083501034,423.809419669633,22.2036811070863,-4860.88153734301,"Canada.BonifaceRiver.AB1","presence"
409.942813428199,36.6198607884483,576.985300946293,-160.740156789671,-1150.3246515537,857.850491782273,20.2656070445201,-1078.57096143168,"nonveg_729","absence"
2470.75411143308,3596.53414706091,3964.49711726758,1945.71448857852,-5387.16277738649,477.769637911282,59.081395665003,-5611.71000739108,"USA.NorthSlope.Oumalik2","presence"
2396.96740161973,3472.49717040441,3230.79957580557,2022.0660094039,-5601.36991717212,665.637141447578,25.5806683590127,-5263.46834343074,"Canada.DeceptionBay.BEGL1","presence"
2941.9277502686,3744.49641158853,4290.51642982759,1672.40801726921,-6189.4985514016,545.929789903535,46.9539343261205,-5857.09599879685,"Canada.DeceptionBay.BEGL3","presence"
2045.43539639863,2373.20673224758,2466.12171652026,1474.70983242489,-4608.47110348318,694.667400502608,25.8896591071167,-4472.77607510138,"Canada.BonifaceRiver.LSA4","presence"
2095.03103148751,3646.56064098494,3617.24556241319,1849.141066205,-5628.48200880625,322.101761736202,38.9832692310502,-5414.72968053505,"USA.InteriorAlaska.2","presence"
484.331217006147,340.368918356233,215.699255525542,-96.1782740066918,62.9354621131018,764.550737897302,11.7917991515586,-1453.35703993662,"nonveg_919","absence"
877.323227083364,-165.802468987621,-575.076870041094,-266.102364558708,882.418397731578,469.998496859311,34.1786274924379,-82.0258226097519,"nonveg_1889","absence"
687.340354250136,1039.78442731733,285.984847547806,1223.59810790547,-1252.95088762485,711.086079088451,-6.93194121929599,-1241.31870223831,"nonveg_700","absence"
1986.48123048114,3473.38951674523,4610.37803255449,1974.85919188555,-5718.42705152851,510.978842937927,78.3748801639438,-5207.86165623205,"USA.BrooksRange.8","presence"
2824.05201373338,3205.06125379509,3569.34225779065,2167.33704075727,-5956.80522133686,497.716913644323,30.7873030648563,-5914.07265174653,"Canada.PayneLake.TDA0","presence"
-325.227286393212,356.260837928545,619.535203083031,433.370696540894,-2293.87980393732,344.28114579395,-0.199573920375918,-1412.86536110288,"nonveg_715","absence"
687.340354250136,1039.78442731733,285.984847547806,1223.59810790547,-1252.95088762485,711.086079088451,-6.93194121929599,-1241.31870223831,"nonveg_700","absence"
129.890980473197,672.125942341545,926.814863381528,1075.21660115739,-2078.37125808507,719.967225566403,-16.5880754452638,-1326.56761410752,"nonveg_714","absence"
2587.12647490136,3148.71635648516,3286.27919750131,1766.48501984952,-4206.17555219947,918.591137396083,2.46065731487447,-4484.84179991192,"Russia.Tazovsky.Unburned28","presence"
779.151415792805,788.31828608382,1895.6378407758,854.796694306272,-3497.37101686636,494.464469600855,11.0408057170289,-3141.92126049197,"nonveg_996","absence"
2722.22528164387,3316.77867154801,3853.90318515589,1769.5247842228,-5702.84134285148,464.7711774684,26.8904234810587,-6187.43659479869,"USA.SewardPeninsula.19","presence"
43.1228628584699,471.504743946498,792.369018813778,418.124250244996,-2956.50208289052,853.834712078192,22.9822127653158,-2234.09194290403,"nonveg_899","absence"
521.13796395848,206.957720993554,1064.50116684034,829.987991101574,-2095.24679830535,710.510987114699,-8.45014499671774,-1829.27516657203,"nonveg_882","absence"
1206.74441999768,1095.65127024681,817.587145129823,1009.82793264585,-2161.08608272826,1316.50312502052,-11.893568608168,-2716.50024371399,"nonveg_507","absence"
1814.23546179716,2511.34332871049,2368.42478997455,1078.49377586877,-5064.3178137275,452.4894704659,37.2960930515709,-4640.43350991171,"USA.NorthSlope.16","presence"
1784.48506202523,2406.93660311989,2150.71029096043,1860.81760985006,-4514.34960508474,561.497851488747,9.76146042131519,-4999.72674542636,"USA.NorthSlope.9","presence"
-2.51290896058852,394.946033078864,465.881971696097,130.979305686682,-1672.21016426432,768.772785183013,7.80883661115389,-1321.89914575463,"nonveg_946","absence"
1944.06326624892,2969.54046646822,3432.48725382733,1890.48092316741,-5295.88241786175,479.37583734089,34.3842142182451,-4638.538739816,"USA.NorthSlope.12","presence"
3276.86236002477,4377.99339377658,4885.4556320844,2330.58572761033,-6759.81554917027,315.850021982373,30.2471781758895,-6353.87853787502,"Norway.Javrresduottar.A-Hummock","presence"
606.935738378984,757.049420941322,754.918612301277,592.532862357329,-2251.4171712111,855.825092857398,-8.85653587252446,-1961.86875305904,"nonveg_725","absence"
3941.98967807978,4977.36797372678,5330.40389607322,2891.14833614077,-6661.42033909225,392.539249659357,54.2721244856806,-6497.59794507995,"Norway.Javrresduottar.A-Sphagnum","presence"
182.339162166859,1187.71393668026,1421.85365502577,757.14142105258,-4620.76997617594,28.763870371864,23.9324717734626,-3775.36623223616,"nonveg_856","absence"
1224.57943716774,997.054341349918,839.001633535019,749.670873451379,-802.000410180425,1717.66563119379,-18.9603711423787,-1167.69551134001,"nonveg_568","absence"
-228.17385248078,423.231234128193,73.1732559249565,440.126262419095,-912.312071989338,734.74556075977,-16.3835293820734,-16.7544816347911,"nonveg_1927","absence"
1008.56585956796,-277.638500517492,782.888214674488,-687.173943316201,-1753.03238396847,1260.20701179516,42.7063207994082,-2495.27649369494,"nonveg_719","absence"
676.71404564156,-244.979887045203,303.709449451578,404.81490506263,-883.079906504896,919.903693579945,4.66191477712619,-1596.23395735518,"nonveg_792","absence"
-399.091244242385,-623.926266780979,-251.142813299852,-2072.67612294381,8418.81798193177,501.709615169846,59.7830488426825,8088.02003828145,"nonveg_1797","absence"
2348.41182572169,3122.95052193279,3592.11423675525,2007.29770710651,-5585.21730105818,522.287053760171,21.9353289133647,-5785.1945494025,"USA.YukonKuskokwimDelta.UB3","presence"
2423.74667595974,2655.36747046256,2708.51241716697,1503.88664098351,-5135.70835266606,577.595635345832,21.7014748970656,-5431.69628656505,"USA.NorthSlope.Barrow","presence"
1272.86261414537,402.94356165319,927.231879015713,678.872766967573,-778.433928864173,1137.13029723275,-23.308980557206,-1356.17607110326,"nonveg_869","absence"
2460.11269596865,2770.92896952747,3188.07872795568,1530.66404482387,-5960.15480720075,380.49173539166,49.2926989643139,-5416.95624506118,"Finland.Javrresduottar.A-Betula","presence"
878.753754844932,552.350068936356,125.714930109305,104.356116000738,-1503.06422496369,624.226216242958,-17.5328808789225,-2438.76319246487,"nonveg_606","absence"
1391.69072720596,2588.38798695243,3472.04301691547,1486.77446639814,-4131.02153194456,569.448797558802,24.0057899790268,-5176.77436178351,"Canada.KluaneLake.Ruby-MixedTundra","presence"
3923.75961097861,3873.91522069036,4060.02706157496,2327.34272935376,-5918.50644595466,622.477280528701,24.7505092771617,-5779.71293867936,"Sweden.Abisko.VJ-BirchShrub","presence"
646.274176625523,791.663990882067,1157.35757603368,1079.27758293107,-1978.56037706406,1272.82535672324,6.70293774840435,-1244.52195571995,"nonveg_801","absence"
401.787142003315,125.510356128191,605.726683733245,698.468122304201,-171.48229100791,399.644521931213,-10.1288933307227,-1175.35896226557,"nonveg_1442","absence"
2196.30715944319,2959.74548873957,3284.48053608564,1090.88386848533,-5364.79482005069,482.566543057687,29.0559161602221,-5402.26115275718,"Canada.DeceptionBay.TH7","presence"
347.868485358442,-140.930152060679,502.420161689354,-1050.42672702508,-3141.20954065269,1139.34793973953,26.0104447997849,-3166.56797638733,"nonveg_730","absence"
1554.6864286073,1738.78697243147,1918.91895523188,1592.95325617661,-3138.61058985058,725.987035688775,-46.630825633684,-3578.95575346019,"nonveg_1069","absence"
1008.56585956796,-277.638500517492,782.888214674488,-687.173943316201,-1753.03238396847,1260.20701179516,42.7063207994082,-2495.27649369494,"nonveg_719","absence"
3149.15005087467,3738.08466389338,4111.92269829514,2285.87857103953,-5505.57269968757,541.658310534632,33.8280311343885,-5273.06360424132,"Russia.Yamal.VaskinyDachi-1","presence"
409.942813428199,36.6198607884483,576.985300946293,-160.740156789671,-1150.3246515537,857.850491782273,20.2656070445201,-1078.57096143168,"nonveg_729","absence"
2728.88372838258,3437.12062113342,3494.14526858961,2243.08468776947,-5361.19534768278,478.730023018032,24.9291483383713,-6001.37870677101,"Russia.Tazovsky.Burned28","presence"
2291.69407996001,2673.59795644366,2918.72770421204,1467.88259315014,-5671.55454726721,369.823225155147,17.2207721444312,-5404.37363370253,"Finland.Javrresduottar.EC-Betula","presence"
727.678773946575,642.626008084345,434.642605890754,992.761792670003,-1480.56730988705,1001.5467839675,-14.5045898807596,-1295.62860994498,"nonveg_941","absence"
2410.11034762433,2511.78900535849,2908.90212153889,1482.35059078305,-5886.63076534747,397.016467293222,39.2437492883167,-6076.03087099136,"Finland.Javrresduottar.A-Salix","presence"
2147.00991957437,2208.24496310744,2853.93383148018,1876.63102269743,-4477.05395324634,393.505171297741,20.9788353394388,-5278.93957100859,"USA.InteriorAlaska.1","presence"
221.689437122834,523.806869923302,83.6084569096594,218.345231182437,-2006.67346347177,867.120399830123,10.3581170335043,-1867.38522347756,"nonveg_953","absence"
2343.7836643292,3167.47723858393,3418.1641644386,1957.44075651259,-5811.19323703462,332.361300620182,20.5857018754121,-6125.19310457963,"USA.InteriorAlaska.22","presence"
846.066519695894,1013.86796775472,-320.791670667086,528.092827264816,-1403.50767976988,1514.71480997713,0.667218067966606,-1904.77147794071,"nonveg_583","absence"
3276.86236002477,4377.99339377658,4885.4556320844,2330.58572761033,-6759.81554917027,315.850021982373,30.2471781758895,-6353.87853787502,"Norway.Javrresduottar.A-Hummock","presence"
2396.96740161973,3472.49717040441,3230.79957580557,2022.0660094039,-5601.36991717212,665.637141447578,25.5806683590127,-5263.46834343074,"Canada.DeceptionBay.BEGL1","presence"
-21.6293484098543,226.123247750966,-83.0749899294372,287.760413954093,-3198.75107515135,286.744020505771,4.38429777995733,-2885.87128764445,"nonveg_816","absence"
790.731072912285,650.837499534962,302.700667244724,707.004486611262,-1642.81917484171,756.979624673387,9.37279662467499,-1872.9419740237,"nonveg_867","absence"
1961.51170242677,2244.92134155382,2563.5398226513,1033.37106112737,-3940.21203491408,668.719205861974,19.959772791927,-4380.95348673067,"Canada.BanksIsland.GreenCabin-C11","presence"
367.844847729406,1078.9978810689,1511.21624987715,793.235583669415,-2109.31899627347,1380.11344462195,1.25199374936967,-1484.3547970015,"nonveg_602","absence"
2446.35041588043,3309.26635125528,3700.02704540147,1313.86536037174,-5304.35602118118,617.810652051476,21.2308594143012,-5439.99098628391,"Canada.DeceptionBay.TH8","presence"
2759.43332018783,3223.7741506787,3916.45842502666,2072.72774767303,-5455.2163836747,575.089567262658,13.5057703766382,-5697.65726220134,"USA.YukonKuskokwimDelta.U","presence"
1961.51170242677,2244.92134155382,2563.5398226513,1033.37106112737,-3940.21203491408,668.719205861974,19.959772791927,-4380.95348673067,"Canada.BanksIsland.GreenCabin-C11","presence"
3109.06947638075,3218.05953675597,3274.39325463501,1822.12058510488,-5566.29048739976,575.766683239904,21.601962880056,-6374.26147531304,"Russia.Tiksi.DryFen","presence"
2728.88372838258,3437.12062113342,3494.14526858961,2243.08468776947,-5361.19534768278,478.730023018032,24.9291483383713,-6001.37870677101,"Russia.Tazovsky.Burned28","presence"
1152.02748758381,1209.79012976223,954.558856877251,1348.19014871517,-1417.69738662002,1504.90492019678,-17.8775990628092,-1507.8153613882,"nonveg_926","absence"
464.160845051745,293.123872549033,402.445446271452,-827.61463274194,-23.553404706107,2411.86237429644,26.9933472671185,-254.78214517938,"nonveg_558","absence"
2475.06992983405,3298.98286788497,3888.29392089551,2261.74586963098,-5398.08808085812,425.110950415801,9.78843749877639,-5570.03607511745,"Russia.Tazovsky.Burned44","presence"
1834.37063233435,1409.90256102543,1709.40840876851,1521.75989661286,-2221.33381196655,1040.40154202703,-26.047022952202,-2848.96558014728,"nonveg_632","absence"
672.270805241456,-405.24909737409,326.65690247086,469.681726336738,-2673.12060632809,707.534311350827,0.865199145086233,-2607.79254258253,"nonveg_619","absence"
2167.53831795815,2690.71124293853,3027.08185996604,1045.85988652815,-5710.76784711352,346.237229299915,36.7434877665273,-5416.87754648081,"Finland.Javrresduottar.EC-Salix","presence"
1047.43975816829,898.042666617678,357.255694578551,1256.32468014356,-850.377997856832,1069.45977307922,-35.5372764878372,-1057.35566381627,"nonveg_535","absence"
1152.02748758381,1209.79012976223,954.558856877251,1348.19014871517,-1417.69738662002,1504.90492019678,-17.8775990628092,-1507.8153613882,"nonveg_926","absence"
877.323227083364,-165.802468987621,-575.076870041094,-266.102364558708,882.418397731578,469.998496859311,34.1786274924379,-82.0258226097519,"nonveg_1889","absence"
-2.51290896058852,394.946033078864,465.881971696097,130.979305686682,-1672.21016426432,768.772785183013,7.80883661115389,-1321.89914575463,"nonveg_946","absence"
784.746879946993,544.576839537429,120.662469761476,466.674810518482,-2058.51745939218,1208.02739562625,37.3776707437159,-2163.40707132011,"nonveg_628","absence"
4249.88216506578,4393.68175555473,4756.9381818505,2746.12980504037,-7219.38112892597,297.152677666815,65.3850141899735,-6781.19437965437,"Finland.Kevo.2","presence"
-316.681033927629,464.741304231079,-46.2763409533752,270.071708282868,-1454.24842916192,1089.24535911885,9.27997825331885,-783.236264722361,"nonveg_1234","absence"
1913.8014481238,2868.37239397225,3376.98618741816,1571.71745070976,-4878.3226866706,480.581984061681,25.3221762176714,-5136.76002848913,"USA.NorthSlope.Oumalik1","presence"
347.868485358442,-140.930152060679,502.420161689354,-1050.42672702508,-3141.20954065269,1139.34793973953,26.0104447997849,-3166.56797638733,"nonveg_730","absence"
2046.24062066523,2518.89410919914,2777.9869325818,1168.53583604557,-5400.63637077092,395.410852893307,40.3482570990921,-5266.48172606082,"Finland.Javrresduottar.EC-Hummock","presence"
3082.58880931905,3905.16138057885,4250.01002851184,1741.92414905412,-6256.04789132852,422.844040138314,12.9731131323464,-5858.47409256143,"USA.YukonKuskokwimDelta.15B2","presence"
301.647770550661,-383.868862238193,289.793544306931,769.034514416148,-1466.47634956931,1192.23465633614,-10.8175819753009,-1521.76509838193,"nonveg_956","absence"
1190.27974994835,869.279992302857,895.485219962239,1190.66136899552,-1243.56178763382,1804.17241446136,-8.21346388011323,-1537.69470409763,"nonveg_902","absence"
2541.98712730306,2803.03432832372,3146.61607243419,1334.52671455611,-5598.36549300915,419.007620325588,22.0011851095806,-5965.39851087518,"Finland.Javrresduottar.EC-Sphagnum","presence"
2437.27502893181,2873.92595076897,3101.31364329535,1719.57970253698,-5345.49703814827,463.961727204787,41.0964225658868,-5627.20517670838,"Russia.Kytalyk.T1","presence"
667.082454227141,444.498007970577,-519.897010924221,-109.502867172963,-1124.68910433279,434.120046616252,-10.8795743771518,-1773.44453324782,"nonveg_1654","absence"
743.835120845597,1225.65110689326,640.451553688297,545.645511918552,-2212.32040908346,641.459396853047,30.0105434544932,-2095.03707512657,"nonveg_575","absence"
-727.063818780775,705.490809483766,1038.17487361303,6197.11951154755,-4152.27183791344,0,-202.971057368502,-1578.92175791979,"nonveg_1353","absence"
347.868485358442,-140.930152060679,502.420161689354,-1050.42672702508,-3141.20954065269,1139.34793973953,26.0104447997849,-3166.56797638733,"nonveg_730","absence"
3136.30902830601,3348.58447262649,3545.20658931057,1626.52026304319,-5625.33600981053,516.200674264674,22.7993700432735,-5837.6306785281,"Finland.Kilpisjarvi.20","presence"
646.274176625523,791.663990882067,1157.35757603368,1079.27758293107,-1978.56037706406,1272.82535672324,6.70293774840435,-1244.52195571995,"nonveg_801","absence"
1440.6660815769,1779.83231650608,2180.29686752423,1077.95512664369,-5069.00092402765,390.565782223438,36.3049410780869,-4872.60065983375,"Canada.ChukotkaRiver.TH5","presence"
