"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_SWIR2_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_changeLSES","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2724.70037768165,2037.08308119946,2880.69208354052,3035.35232275648,1653.94195243819,2808.36752322256,4856.24843569197,5457.0486927974,3201.65347570488,-5495.86144259652,-5587.73443046694,-5454.35730503411,-5844.61204372127,-4964.81992945968,1988.4797507,1358.06440867346,1.40794555346171,0,2705.26893296427,2422.92810567379,1155.60235216376,31.1725657985508,-13.0508017986688,-44.5626677578289,18.0034213153228,4844.59702930077,4580.57513585038,1990.5610970479,-68.3394839988353,-5824.39140944133,-5615.08917965848,1474.74537736191,-14.5597942874903,-15.672253327781,-28.4117803937016,-16.2935780980508,"Canada.ChukotkaRiver.TPO3","presence",0,0,1,0,0
1001.34980296076,400.977750400218,748.10718106273,1144.14744559613,576.680878658505,-1276.80390343383,1537.90206023315,1277.29555477685,925.878096233946,-1734.67209635321,-2475.05716165788,-2521.19243262615,-2180.98405808544,-1233.95601331525,1978.91840820732,2602.9423904745,2.73595142364502,0,748.10718106273,774.252611735668,743.169695195907,15.1667472965092,-23.2964861490233,-20.4193782742654,-3.34964623900804,1277.29555477685,1271.80260063216,953.050251179934,-26.1677667299062,-2180.98405808544,-2029.17235240758,1287.2364193109,-15.3900676459391,2.7138394687214,-9.55385698452265,-1.48077293472178,"nonveg_998","absence",0,0,1,0,0
1867.83074982484,1432.87211834421,1975.83202510776,2097.92099951925,1450.22770238405,1297.74400400375,3760.21029049764,3971.46961329263,2820.95541098051,-3961.51986185101,-4505.30111762184,-4291.60023056648,-4493.75827436156,-2936.58350209005,1674.08738593685,1479.85791546835,1.14538927872976,1,1664.59433017717,1646.99206999437,917.120590102207,2.83544161028772,15.3861569618984,-38.2133579209253,-0.596861709633478,3431.44523538878,3379.75135205152,1392.1719869758,-58.0071661239919,-4282.89097528899,-4217.21662526785,2506.15831485403,-17.2871210708865,-36.963297612984,-22.3861868435644,-7.65976361982166,"Canada.ClearwaterLake.LS1","presence",0,1,0,0,0
1032.29098476402,1109.86475890365,1183.12249307652,1183.84806448107,755.913878722806,-61.2021506204191,1834.40402828177,2131.87937311925,1268.53710971494,-2296.49068979334,-2419.47268322348,-2607.56429028985,-2712.17660545785,-1486.11449336478,2142.6471380099,2178.09479488448,1.91095856825511,0,1467.12291773787,1247.14780276853,943.999530384535,30.6282507953705,25.1145004924092,-104.888836709393,-19.8350483301496,2664.47356682798,2245.17222159176,1480.21415079058,-156.867609379464,-2507.09035672664,-2402.71913516654,1455.70747636541,-29.4872103159413,-59.6564475282751,-47.9290661962358,-20.6491307753828,"Canada.PrincePatrickIsland.MouldBay-C00","presence",1,0,0,0,0
678.044325541229,171.532489261739,799.937632735841,562.643429079217,146.025031617416,39.5574008573547,1365.20595210463,1664.73572257838,527.709917357761,-1678.28902868767,-2062.61627049649,-1845.55589697588,-2393.69534989871,-1742.16817148606,1126.21256463569,1152.28286646146,1.70424664020538,0,562.643429079217,471.636581647088,653.912601118425,12.9760803396052,7.65465173085883,-20.2711336604549,-6.85371401747885,1365.20595210463,1126.16158404469,1137.02580522062,-31.6710081751034,-1845.55589697588,-1944.46494350896,715.406321211045,-17.448934663684,-7.00194753292303,-14.6201573209622,-7.58478846101201,"nonveg_1968","absence",0,0,0,1,0
2575.15920360154,2022.56269568244,2854.96689933017,3595.21900294833,1413.44713790447,2763.64455869148,5677.78548968119,6042.21375458355,3273.09736121386,-5662.56590095063,-5679.71253638867,-6383.84101032083,-6529.56787111043,-3910.01911884252,1790.12818069871,1083.13131027896,1.37923403051164,0,2689.54683872838,2335.28624219818,2808.62738495126,93.6209128317088,-9.31127675713804,-1.42229521955975,-32.1828290393689,5690.35324855128,5087.66554664006,4626.61184006644,-2.11131275960557,-5563.6721018887,-5900.20371061296,2266.17833647033,-73.1025269829137,62.8201023262127,3.81168726332995,13.2681976255276,"Canada.DaringLake.MediumBirch","presence",0,0,1,0,0
2712.73584782111,2892.73572520047,3206.79908070909,3470.22381040821,1294.69366592866,4093.25413180648,5131.07222112244,6002.39488253208,2572.62276183508,-5216.05014892248,-4978.31439520802,-5853.66170951343,-6037.17230422927,-2577.77336388611,2366.75686882763,1235.02438646649,8.54864120483398,0,3553.0794391137,3245.4836509013,2177.24488430201,50.4875999200893,7.03284360142643,-24.2977180646809,-22.6955124237201,6103.9659798222,5439.14788826296,3636.93285229612,-32.2957872712004,-5195.79539888367,-5396.5897065665,3248.7360777157,-72.5301381306365,59.1371481968309,-2.94185029820364,17.2615546062694,"Sweden.Abisko.KJ-Snowbed","presence",0,0,0,1,0
2306.82429582313,2457.66797973992,2569.4783884411,2686.10299848031,1514.86316497634,3248.31234046462,4071.90765389189,4718.26013239981,2789.75294604984,-4595.37130609337,-5098.51304485977,-5375.03916873043,-5361.77879721956,-3462.1114368256,2331.84889927978,1403.57434843676,0.346575106845962,0,2378.58062011022,2209.22797225527,2229.77038482477,47.3186432771779,83.1955629015454,-93.7730832844809,10.9783615651828,4355.68712308143,3964.59035070584,4118.12520222034,-155.712988677031,-5085.03157492068,-5093.36296300526,1470.50282682128,-29.4651540755712,-112.615614047448,-53.5719593812895,-27.3187291490859,"USA.NorthSlope.Barrow","presence",1,0,0,0,0
357.755064562372,134.467136769771,-115.187649419774,34.3290360595174,20.109821348751,7896.95158224459,891.370515142339,1131.61610259091,600.139981551907,-857.154553437242,-1690.84752640752,-2384.50104467955,-2491.67105334177,-929.524728744659,396.064398042454,36.3256199771254,0.0436437577009201,0,34.3290360595174,86.2946818641275,472.942713982146,8.65757033881079,-8.79509914584069,14.6855756582086,18.7320632499314,891.370515142339,992.423044056492,1051.09898130856,-26.1097908502389,-1690.84752640752,-1670.73978132215,1634.51649990453,-40.8629124976132,40.8031481336489,13.5137240569215,7.62919271372841,"nonveg_1654","absence",0,0,1,0,0
1518.83124375234,1058.91524978721,1608.7070772389,684.750378203073,234.693317807281,-1674.10294693419,3007.19594888683,3222.31910199382,978.66589916824,-1681.50153982642,-2171.86474908398,-1666.35574470901,-2775.6098699913,-2827.82250334905,1499.68779206915,1823.26264955215,1.29504609107971,0,1058.91524978721,1021.17945335776,1374.01375943162,44.2806181360366,65.996907073988,-36.6527884967796,-47.846106165677,2369.43804143534,2297.1055855844,2243.65320282558,-56.8587373705652,-2171.86474908398,-2224.63088139195,1161.46675864003,-36.4702776721629,-33.7006002916646,-24.8658142655708,-11.3453636636544,"nonveg_746","absence",0,0,1,0,0
1850.80476095369,1712.67050531314,1984.81910449539,2072.22139743703,1296.31984977794,635.072826733713,3885.17222839693,3956.91151060787,2404.52823034122,-4289.09317944238,-5190.12655755558,-4978.61960920308,-4978.84951952269,-2712.68638513514,1704.87036172706,1386.90727856632,0.349053072929383,0,1763.79210685472,1721.07278532742,547.729619114343,17.3248720662142,-10.6134128796153,-14.0000940054996,-24.8922057380239,3658.99223858589,3502.72902560117,1223.75940431648,-17.4994065200635,-5189.73701085599,-4435.72285582256,3241.33673813258,-38.2126734389753,12.5228590720618,2.84078438322509,12.7970392864429,"Russia.Yamal.OstrovBelyy-2","presence",1,0,0,0,0
647.511017468426,766.516621559955,860.981200644247,732.113265378798,532.386124205798,114.257426880105,1288.72870945814,1858.94914682965,855.412206255115,-2432.31328494997,-2691.53048681993,-2672.98035618697,-2951.21966528533,-939.546576468828,1769.18299074779,1909.938113079,2.14643410841624,0,157.169984678882,136.16027633711,2382.0137831273,-22.0083238613806,0.246199244797708,-1402.77799787748,4.02639349497951,779.350615631396,624.16869493415,2916.93994233209,-1974.51816348401,-3447.84391372463,-2993.52539263811,4821.04734276554,-25.8235191030784,-1671.86170078896,-789.230694901563,-224.505731010225,"Canada.EllefRingnesIsland.Isachsen-C02","presence",1,0,0,0,0
2845.88936458765,2592.96730456178,3198.28826074392,3518.22749772846,2289.60119853295,5539.62709181631,5829.03340222578,6652.78113637715,4726.99609639886,-5956.20515511833,-5383.39599545465,-5760.3064169468,-6382.08998672237,-5075.45088485596,1927.24748781227,812.815811850361,0.204259103536606,1,2757.40106790255,2944.19912798874,1225.48345166102,9.76029905496311,-14.7147595131077,-32.376947374621,43.7246111425245,5653.49743952655,6026.84274251923,2100.57350058666,-59.2002244111005,-5732.79597979893,-5864.39357577219,1432.99573245214,6.05802808717118,6.5564104752702,-15.5899902075715,-1.46351327353555,"Russia.Yamal.Nadym-1","presence",0,1,0,0,0
2277.10932389531,2532.1005302364,2852.85935353392,2914.64302087812,1869.0326722423,2149.5791579775,4498.46081287518,5537.32161659057,3451.21619257752,-4881.50316272519,-5002.98143359718,-5486.14675944319,-5792.24410727517,-3248.16996911974,2210.06832383863,1720.64835235598,1.73527336120605,0,2966.70772350789,2839.59926128993,1446.85594834965,24.3488825010003,-8.56276178511622,-10.155105017327,1.77242804749681,5598.37813735219,5297.47642546226,2794.81678681503,-18.9669143385622,-5134.83902948709,-5183.16671329303,1878.20666825239,-35.1009351987305,36.5296783333181,1.33787994408536,7.21719303792831,"Canada.PayneLake.TDA2","presence",0,0,1,0,0
3216.86508299019,2555.88845357459,3098.92782708997,3674.75862394898,1952.75619288837,3912.1241173158,5977.56465120525,5894.02418286001,3746.65518288878,-5881.09193776338,-5514.31262689201,-6317.55862750766,-6314.8326618527,-5388.07281140647,2258.84044388745,1011.26215942172,1.66447007656097,1,3087.64487316222,2996.4224683839,1084.85693790952,29.8032814929836,-14.3093569660764,-5.75162258451468,9.06661137679832,5920.26820724817,5592.63083863902,1955.68302256397,-25.1341337967652,-5941.42619172395,-5743.64668412306,1988.56970052966,-26.9446395113265,51.8962535637324,9.41142318708398,15.2854292002828,"Russia.Kolyma.T1","presence",0,0,1,0,0
3950.28512119094,4370.75946403187,4807.27724092494,4848.68192286887,2670.25292599532,6643.10999785216,7675.24996821112,8488.63538103789,5779.15698118185,-6779.24485245597,-6660.10157117175,-7241.60996533337,-7584.3625135791,-5504.37419894211,2824.24199641363,1112.71858278358,12.0249406814575,1,4496.08468929245,4229.29076547315,2148.45215127647,38.6072767778892,-35.78473364142,0.614663235987507,35.1483226993371,7900.77300840618,7682.14221132583,2679.00936846607,-13.5093505482972,-6601.8643698048,-6625.5962949675,2656.31202048215,-25.1512557482268,67.5479318555376,5.52778188048211,13.5883503942194,"Finland.Kevo.9","presence",0,0,0,1,0
2222.44111647636,1767.19789804129,2729.35452598884,3497.62766673094,1278.90904349554,1300.56890674059,4155.91589228111,4869.00165655447,2662.67741654164,-5012.28908238949,-5072.65227915103,-5361.58754937734,-5210.13594266809,-4062.12162361036,1916.3578807196,1562.25501293589,1.36352682113647,0,1813.51063727158,2262.69327021452,2219.5044302286,15.511378359183,-30.3741583645049,-66.7485595790608,61.1096425283248,3687.93242743502,4240.81866803615,3069.84668509557,-86.1721075787566,-5211.98844069406,-5073.92147306374,1252.00921149906,8.28077073437776,-3.44086128038016,-38.7370361521059,-4.85028158549401,"USA.NorthSlope.Sagwon-C16","presence",0,0,1,0,0
3238.76297049757,2861.72164986106,3587.66142521626,3992.68546654847,2146.95678295969,3994.24835504084,5322.80976780649,5957.48911787828,3416.99280080513,-5799.28513759857,-5986.82102816049,-6328.91740512478,-6468.06592399587,-4499.7551165994,2579.66941115951,1614.99986656991,4.66189647603918,0,3287.39015304929,3284.1618974582,1521.56392605453,25.1321823803078,-9.10579529301633,-39.9312220338277,21.3176896974174,5340.49565819316,5361.40372100526,2267.5943831934,-51.7600185974852,-6097.66732634671,-6011.72869355563,1853.07789525967,-19.1035494658627,13.3548910554042,-18.5509524086472,6.8297500062082,"USA.SewardPeninsula.QuartzCreek3","presence",0,0,1,0,0
435.607887346403,194.799175537918,591.734220214963,1220.99865520786,526.262513874451,-4171.6369130082,1179.27807489279,1440.06290785224,1115.56916324665,-1237.88990633071,-1583.9640049283,-1153.18799083191,-332.560430880994,-767.312313809754,791.245676456232,2133.45029674393,1.47925400733948,0,526.262513874451,593.880490436318,1026.19947966994,-3.48671640492494,-48.4049565379149,-30.5334649751573,38.7897105022795,1179.27807489279,1374.02161878617,1367.5694293773,-42.7883575824085,-1153.18799083191,-1014.98292935633,1251.4035740473,33.5307213129526,-33.1366164689529,-24.3903588501882,-11.5507323304028,"nonveg_715","absence",1,0,0,0,0
259.345525983061,359.262205239291,531.371410742943,935.88503149393,136.828080623356,-2386.44026781291,660.848324667665,1192.6335800236,333.227546405107,-1776.09609378498,-1869.82567675152,-1586.42145696587,-857.903107524747,-1267.95938764925,1434.05565698238,2501.9558456881,13.9480972290039,0,359.262205239291,444.538450816516,799.056950870574,4.53768316147057,-57.7876601072839,-24.5870293576645,33.2297198915864,852.228482001969,979.899252005337,1527.33078052324,-48.6292997173755,-1586.42145696587,-1471.64114453527,1011.92256922677,34.0071476392679,-40.486317112236,-14.4038840626093,-18.06592401219,"nonveg_984","absence",1,0,0,0,0
2303.21306973669,1119.5076214918,2632.98133911462,2958.45642152919,1450.52350810737,-436.769047066746,4304.34735138014,5153.2150208072,2640.71399249545,-5124.68712499387,-4922.41735704657,-4860.73182195748,-5872.97280944872,-3965.01583177347,1686.93521040894,1785.29307689724,14.346046257019,0,2384.13013723961,1985.91512923505,2217.3968957195,31.3181253146671,5.18893599797228,-76.4619619213621,5.04934650874995,4050.80040647065,3436.99757926637,4025.88482676201,-138.823614715931,-4850.40355586877,-5156.48934100016,2349.2507030876,-49.2151767434746,-73.1138431513116,-38.5144404806064,-16.9760305648608,"Canada.KluaneLake.Gladstone-MixedTundra","presence",0,0,0,1,0
3135.17043865715,2948.65153171696,3058.1236717868,3771.7093583191,2542.35865155689,4085.7965955513,5800.89533921432,5693.18308671656,4830.57929522634,-5806.44225164718,-5259.40053200078,-6543.98547771453,-6230.67212573263,-5340.84661560015,2437.5344875458,1139.96913069861,0.945201595624287,0,3062.45933905523,3064.01062789982,1767.75839631237,28.4385440494225,-29.1285617171885,-31.4044698410254,27.7572582070084,5636.20524565714,5655.99633874529,2565.52266445093,-46.845400274513,-6104.19030627599,-6176.26687709867,660.509630147714,-8.61678572596281,31.4528395308435,-10.5160467960072,4.00296821987052,"Russia.Tazovsky.Burned28","presence",0,0,0,1,0
880.41998900059,1.00575164320998,-498.791805310942,-441.108648508524,693.528917341299,-2439.76220021826,1420.03889221764,-520.350870911111,979.454041329951,-490.9494955603,-1855.99903741788,-2605.18643745849,-2613.01376781762,554.18248914959,1400.95502916372,2408.30358002047,6.91941452026367,0,1.00575164320998,127.010840833127,1379.21179431153,5.84034598935283,-7.21039460030232,62.4746946192691,-82.8994278421184,209.779914674087,328.98351502012,1940.38976312875,91.2663481981498,-1855.99903741788,-1402.19324982094,3167.19625696721,-64.3049779471916,93.6484250050767,50.8208729864973,37.1938163858393,"nonveg_673","absence",1,0,0,0,0
2705.28761867229,2861.45794528319,3350.48124804412,3384.16604497826,1630.02487618444,4043.53877040787,4772.06465539968,5792.84376891003,3053.52862004706,-4892.59285038681,-5835.19481356142,-6047.51659169916,-6334.16794654417,-4850.87264366871,2509.34457709309,1074.23886810196,0.523900166153908,0,3431.46941944436,3394.47597588565,2074.59361550285,38.0019076902631,-11.8044839915668,-44.7266538296715,13.088301449762,5356.31192181552,5403.36926423875,3031.43846404004,-78.4241712090148,-5916.05242077177,-5611.22407200717,824.872067335539,-25.7772521042356,1.48289350354823,-16.5334091245678,-0.158703389368987,"Russia.Kytalyk.T3","presence",0,0,1,0,0
187.831001436496,-4.74010180457434,137.651349882813,98.5507553587051,-75.9226993334771,2052.90478910414,111.016538268571,104.619780394269,-612.250281626342,-186.326809692388,1194.85306513284,-21.205143255507,-583.544068776189,209.902405564283,855.377203129662,655.079065373001,32.0399475097656,0,98.5507553587051,68.6740611079925,263.753700769973,7.32649168805481,2.0579260275846,-7.11957258436935,-31.6208993780363,56.9184439131455,-129.519635828641,723.266819894913,-20.626122024356,-21.205143255507,122.735889794609,1778.39713390903,-10.7356015968595,60.8029104194176,-0.728237293109419,-5.72408515984703,"nonveg_1145","absence",0,0,0,1,0
862.118155151795,63.9937477030956,448.998717103723,736.033436470758,523.109933659255,-2062.63995460076,1480.99859393431,1052.20010723161,937.592070069559,-1035.67539480554,-1983.83600499294,-1636.68779101307,-1333.13458828664,-1155.95332392966,1080.17254010462,1795.73902942043,7.42058801651001,0,523.109933659255,526.850798017725,798.1244074487,21.1880138432838,-31.8927465963372,-42.7783299334031,-26.0651601019263,1052.20010723161,1085.39935604218,924.88180863306,-55.1203691033723,-1333.13458828664,-1429.05742060557,948.160610187397,-17.4975996165354,-38.5720237755411,-39.0289898360737,-19.3312856457656,"nonveg_535","absence",1,0,0,0,0
3417.84061598095,1647.8972053651,3248.39333498972,4925.15053411538,2117.37037995275,560.418406924754,5298.79250385956,4722.85753035722,3566.52667370633,-6128.04449405802,-4126.23658567746,-6102.95754541948,-6541.10305805462,-4206.16369929275,2119.60467520775,1776.52950969147,7.33780145645142,0,3546.63497677193,3452.19533677743,3767.05485621174,74.5252111346219,-69.7545360008968,-55.8139592061611,79.0855463353396,4772.81569941227,4974.64853009088,4428.1747459923,-56.4938072105725,-6102.12535600224,-5292.15619059279,3172.71732163747,-12.015078702346,90.4401166499277,-27.8953805148819,16.9571362753695,"Canada.KluaneLake.Outpost-MixedTundra","presence",0,0,0,1,0
2757.95151579313,2578.73108524296,4303.07354279239,4803.59204654407,1327.87829308113,3879.89908425981,6324.41320967283,7945.90515748202,3601.12682919695,-6436.77174222192,-6106.65662954848,-7107.16416011734,-7970.72175844829,-4778.76202278688,1875.50146056965,854.65222710057,0.522195279598236,1,3142.24279318062,3449.86536234991,3835.01493472996,49.0039022796881,-6.92262565220699,-88.4706074548108,47.104569551181,6615.98333480196,6768.38460588264,5301.74528906997,-103.516539772864,-6336.28674381869,-6153.44667626901,3093.40191039044,-45.2962818675219,54.927362153899,-42.1016911859421,3.39509654633406,"Finland.Kilpisjarvi.17","presence",0,1,0,0,0
693.392698704256,77.0088196935907,1476.25291943374,705.360437156562,768.702153705567,-2274.0346030085,1118.4389976728,2328.73278354561,1171.40276807676,-2013.85958569182,-2860.14088831271,-809.69720326121,-2380.72990629076,-1147.99508848396,1846.58605386358,3354.84252966933,1.70387876033783,0,705.360437156562,744.143405738744,1399.24409974015,-2.42933725810681,42.82736012651,-77.7357833188973,-5.29703003220406,1148.5685518095,1195.17411969548,2120.00528617287,-117.778071454049,-2013.85958569182,-1842.48453440809,2050.4436850515,-11.4646975187166,-113.913538058416,-54.6213926637869,-33.2623140537492,"nonveg_849","absence",0,0,1,0,0
269.558728824848,89.4801438288998,137.033911807082,301.861765649166,471.674728226649,-2419.40834247217,680.93783961248,727.493414304904,822.95210412095,-1627.64145623136,-2568.11203103338,-2629.05971770143,-2405.23654022371,-848.305425739266,1072.60769615951,2063.63523998648,10.799295425415,0,269.558728824848,253.921855667329,382.194584397749,-6.31612498130627,-20.6034817302605,-5.9442209972728,-51.1980310683194,727.493414304904,760.807029740609,295.458262976588,-11.1120813076055,-2405.23654022371,-2015.67103418583,1780.75429196217,-23.5634873937074,7.61846083350724,9.93807990179073,14.1395070393697,"nonveg_935","absence",0,0,0,1,0
