"spectral_EVI2b_earlySummer","spectral_EVI2b_peakSummer","spectral_NBR_peakSummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_EVI2b_annualRange","site_code","presence_absence"
3103.02610104576,3931.50611471731,4411.60126287651,-5710.26663302933,-5777.55319702018,-6235.72099202248,-6519.12849610725,1886.0511762839,"USA.Toolik.S1","presence"
2550.84826875946,3276.57857516654,4098.32808504962,-4206.90152366147,-5529.49363136786,-5758.28768861385,-4892.49381715517,2389.55793747606,"USA.NorthSlope.14","presence"
2897.05611622309,3660.96892239445,3912.22839588273,-5907.82808395614,-6159.36883833723,-6681.54025015738,-6444.75453399386,1628.88358840889,"Canada.LeRoyLake.TDA6","presence"
1743.6818739367,2229.33167374705,1890.97546082353,-4093.26490959311,-4348.35224419037,-4424.42822871389,-4400.11191902407,1089.27664687809,"Canada.ClearwaterLake.LS1","presence"
2996.21389828515,3568.21292811474,3528.20575446497,-5764.53566030901,-5908.90049092861,-6440.86123135168,-6205.48357563479,1774.40432694817,"Finland.Kevo.1","presence"
2951.88530227864,3538.16787070107,5613.68974601262,-5579.82875679103,-5317.24828313384,-6250.58316035241,-6296.17813180582,1782.50016749197,"Russia.Yamal.Nadym-1","presence"
21.444110097433,-291.622204358133,-3624.56549964924,-2677.38380084002,-3768.47399207854,-3661.39946286331,-4110.8707628094,994.36098461017,"nonveg_730","absence"
3099.79648777774,4023.68994585799,4852.2439072498,-5604.73929850475,-5406.32592270154,-5995.03996388378,-6357.76187487569,2395.51034397928,"USA.NorthSlope.Oumalik2","presence"
908.190813884673,925.007128809698,-523.600482334905,-2043.78279723723,-2550.69757664841,-1810.9876566148,-1986.50922368645,782.702031866739,"nonveg_915","absence"
302.514992353567,-40.5276628672091,450.244427077895,-63.184010921733,-1004.89187485014,109.880262197407,-564.186735612499,972.293738847198,"nonveg_689","absence"
2281.82169424014,2364.93238400504,1853.87572316185,-3686.40235596815,-4240.77608476339,-5061.41612209841,-4850.91808516232,1163.63439081784,"Canada.BonifaceRiver.LSA2","presence"
-893.163867810532,1360.25663984118,-289.36237806806,-2881.52263240608,-2985.91037005489,-1349.71608606332,-786.41879725653,2253.42050765171,"nonveg_659","absence"
2798.18574362527,3340.37578686964,3599.89344218036,-5182.71632509184,-5681.00597734406,-6221.56061776706,-6004.04130977587,1146.36011085301,"Canada.DaringLake.LowBirch","presence"
3203.65174207522,4321.52506580802,5274.42043882725,-5850.71482667417,-5656.18149477895,-6219.65273130119,-6364.56495131899,2447.08870933202,"USA.InteriorAlaska.LOWERQUARRY","presence"
3518.69459149791,4515.80265338518,5027.73573378989,-6210.52835357482,-6032.79939603395,-7199.37161493822,-7487.42413567773,1812.30455314734,"Canada.ClearwaterLake.AB2","presence"
1743.6818739367,2229.33167374705,1890.97546082353,-4093.26490959311,-4348.35224419037,-4424.42822871389,-4400.11191902407,1089.27664687809,"Canada.ClearwaterLake.LS1","presence"
2577.7746808845,3228.40936103644,3847.10434310641,-5311.71210379648,-5638.66446755101,-6020.64789258628,-6006.09914151265,2001.11363418637,"Russia.Tiksi.DryFen","presence"
405.350522080017,627.592167472066,-165.347497492825,213.494230771434,-958.477317791919,-548.164302163082,-706.239639167183,1217.80628258117,"nonveg_1172","absence"
819.438476293016,553.472886352202,-467.42461431132,-628.48733526833,-1149.05095241784,-782.789232642013,-1038.18325897454,349.121876791616,"nonveg_912","absence"
2577.7746808845,3228.40936103644,3847.10434310641,-5311.71210379648,-5638.66446755101,-6020.64789258628,-6006.09914151265,2001.11363418637,"Russia.Tiksi.DryFen","presence"
2666.77633322451,3082.31313126605,3405.52511185028,-5220.04549331915,-5500.35132415446,-5583.68090886881,-5534.68047771772,1606.0444110274,"Finland.Kevo.10","presence"
1168.39941205155,1002.45648285721,-1287.72998818847,-3059.97200312686,-2984.77001912008,-3736.7264845116,-3830.45739866568,491.152605699915,"nonveg_996","absence"
283.899374890233,178.055723921628,-1924.5027859421,-582.571221986921,-78.1313001736988,-931.37751548669,-1100.21020306816,350.495074982099,"nonveg_848","absence"
1408.70150059062,1535.31914836428,238.832989096628,-1471.3367797129,-1553.66194368392,-2606.77940754553,-1599.95744046703,850.077026765808,"nonveg_540","absence"
766.53903246556,483.671083972378,-1844.52475403453,-941.036526683482,-605.163045375201,-1701.74616534253,-1788.01293769164,578.725702075716,"nonveg_752","absence"
3046.44211867559,3787.72438817974,3777.56374777633,-5636.59936123712,-5846.33875292109,-6272.10083847801,-6531.67968973792,2212.26404896061,"Sweden.Abisko.NT-SparseVeg","presence"
1342.22934721158,2650.36470590806,2590.58850408177,-4897.3042235154,-4513.04779629291,-5220.98531395675,-4940.37396715392,1735.98886669835,"USA.NorthSlope.FranklinBluffs-C17","absence"
-120.993076589084,121.818067282434,-251.725614724625,-22.5474082688149,-752.26971333246,-420.024525765638,-471.090193831382,708.556653389158,"nonveg_1642","absence"
3659.18869355521,4695.18711466781,5415.13159442973,-6050.4160390484,-6066.34266548833,-6446.52160685655,-6575.53162728486,2501.01195192359,"USA.NorthSlope.Ivotuk1","presence"
3103.02610104576,3931.50611471731,4411.60126287651,-5710.26663302933,-5777.55319702018,-6235.72099202248,-6519.12849610725,1886.0511762839,"USA.Toolik.S1","presence"
970.974027536293,275.815224604508,-3345.33473536393,-2307.33279908834,-2827.14534673848,-2929.4070089372,-3242.74691694066,695.158802931786,"nonveg_746","absence"
404.18563880055,349.701134935555,-1161.52948769467,-975.763404464416,-356.448272645437,-2095.58942762756,-1286.1157320273,1030.0567621553,"nonveg_994","absence"
2901.13928482472,3572.80870234408,4015.97700374044,-5358.97498319825,-5753.67850493021,-5841.92279918839,-6097.04740955974,1385.6113200673,"Canada.DaringLake.Tower1-Shrub","presence"
3498.7946349255,4109.28657632024,6608.07411067003,-6176.19132103554,-6772.81292689841,-7118.32684627257,-6691.20895838354,1318.07612136194,"Finland.Kevo.6","presence"
970.974027536293,275.815224604508,-3345.33473536393,-2307.33279908834,-2827.14534673848,-2929.4070089372,-3242.74691694066,695.158802931786,"nonveg_746","absence"
2945.84540685757,4071.47442155291,4421.44648227774,-6014.23869275446,-6310.6772606749,-5934.9694899863,-6512.06096971182,3027.78984514469,"USA.YukonKuskokwimDelta.15B6","presence"
3553.92864790912,4211.24126983325,6062.89460398304,-5337.8862173314,-5554.69131668642,-6346.57085300383,-6907.65202608648,2549.44946961042,"USA.InteriorAlaska.2","presence"
2749.71379594552,3072.7138589325,2659.9197643854,-5573.90931833085,-5623.71969763837,-5611.04428606359,-5916.81996255453,1040.25188275162,"Canada.ChukotkaRiver.TPO3","presence"
2698.21783461231,3373.35900181589,4785.86989348279,-5254.93679788068,-5593.23143560737,-5997.95490357871,-5609.44003069484,2170.88499379786,"Russia.Kytalyk.T1","presence"
3291.31972480638,3227.18923354834,4276.9301622042,-4698.61760636269,-5646.62474019089,-5772.27220623902,-6197.37788424643,2102.58062254267,"USA.YukonKuskokwimDelta.UB6","presence"
3607.03750520615,4153.04724601356,4539.60164538319,-5160.42934466844,-5531.41755173023,-5884.79701121803,-6128.28527837659,1580.91377564784,"USA.BrooksRange.6","presence"
2041.56610563684,2110.54893523459,2700.5780744638,-5371.76693827754,-4931.23809180693,-5608.81165459681,-5806.66427000276,1305.31177160582,"Canada.ChukotkaRiver.TH5","presence"
3287.46207080855,4034.29988675096,4975.4285728568,-5782.79621802087,-6113.04777039778,-6262.24058616959,-6439.32475905092,2101.53753145379,"USA.SewardPeninsula.QuartzCreek3","presence"
3583.32655851853,4448.8793334461,5039.28291574123,-5921.13030507527,-5940.88455741889,-6469.33461192751,-6744.91323431038,1996.34502030944,"USA.InteriorAlaska.CALF","presence"
-508.400209053976,173.615818415031,1762.49166613205,2932.1913331246,5019.59225196166,7552.33088595869,6817.80548276588,682.016027469007,"nonveg_1290","absence"
1104.8076322721,1228.6376391468,-928.946383687778,-2630.40075516134,-3344.11342881582,-1798.10356956501,-2547.13638549358,870.119283244195,"nonveg_764","absence"
596.490832573828,722.181519770551,-1058.4925263291,-2114.73051715259,-2245.57725824106,-2748.36481840218,-3122.9419489154,602.198534574169,"nonveg_1672","absence"
-15.0757395106853,-56.6609914249518,1224.57121706604,68.6429718270207,-1655.3756040936,43.791050219727,-606.347867206038,1543.24498195525,"nonveg_1927","absence"
675.227798311202,660.866671876597,-1646.464032987,-310.338829611795,-113.541304441197,-1111.43820975673,-1235.20195929964,584.06437704791,"nonveg_1469","absence"
723.237924569913,460.181988474883,-654.298435677233,-1859.81309777309,-1020.769543536,-311.982876143879,-482.840960226411,1129.44548193774,"nonveg_1888","absence"
2901.13928482472,3572.80870234408,4015.97700374044,-5358.97498319825,-5753.67850493021,-5841.92279918839,-6097.04740955974,1385.6113200673,"Canada.DaringLake.Tower1-Shrub","presence"
1284.50558221737,1576.55849534767,828.165268672703,-3157.64962823025,-3073.36764601566,-3178.86560351801,-3577.09157483861,865.514196280116,"Canada.BanksIsland.GreenCabin-C08","presence"
2553.4968116682,3463.76142453111,4587.12621135677,-4802.27196993531,-4830.14748438851,-5754.06005918062,-6242.41353003897,2249.79229217285,"USA.InteriorAlaska.23","presence"
1104.8076322721,1228.6376391468,-928.946383687778,-2630.40075516134,-3344.11342881582,-1798.10356956501,-2547.13638549358,870.119283244195,"nonveg_764","absence"
1104.8076322721,1228.6376391468,-928.946383687778,-2630.40075516134,-3344.11342881582,-1798.10356956501,-2547.13638549358,870.119283244195,"nonveg_764","absence"
4092.17478909166,5364.76751143564,6028.31453949277,-6597.39923756225,-6968.36487684398,-7120.4082758354,-7700.09793111867,2678.82421704355,"Canada.ClearwaterLake.AB1","presence"
-327.374713199068,262.778540278944,-2605.85893416758,-2472.04137609057,-1420.39480172589,-1914.20589502023,-2027.14481280389,801.516646011847,"nonveg_871","absence"
2521.69486903143,3004.72006094762,3434.70224420293,-5019.33633611339,-5431.59095157339,-5356.59068130367,-5553.03056164592,1269.00074053024,"Russia.Tiksi.ShrubTundra","presence"
2716.23951562577,3442.49679194687,3793.91019648751,-5218.34127470757,-5316.85853627861,-5433.19063942474,-5635.47485588831,937.437597543318,"USA.YukonKuskokwimDelta.6","presence"
665.538874970228,336.916006109799,-1186.51685086764,-2014.61570292596,-1723.08400258901,-2766.71417830575,-3034.29206970694,502.053310659722,"nonveg_666","absence"
3694.46489563331,4950.7292820204,5661.69911696602,-5897.08220703152,-6272.40751904731,-6231.85575710441,-6278.92614558781,1692.49549663972,"USA.YukonKuskokwimDelta.2","presence"
755.57314111682,102.412305689948,-1767.92651238277,-1725.24826358253,-2047.41246950911,-1133.8135894139,-2461.5610093389,1161.73202061827,"nonveg_602","absence"
485.834036885856,842.232815500703,-859.416659012163,-1833.05466726346,-2045.28559184175,-2986.73715791716,-2969.60907161023,786.085307663681,"nonveg_804","absence"
2593.75421553862,3826.56009311563,4098.16773166063,-5223.56180145139,-4936.23389790863,-5806.81933439618,-6277.65507268986,2061.65671052121,"Canada.Yukon.SPRINGRIVER","presence"
754.681706404253,755.062841705073,-1967.76915034398,-2322.87305321191,-2381.07943270435,-2515.30177268769,-2459.06205990916,341.022753395837,"nonveg_508","absence"
3600.84359793993,5046.05291418267,5879.01877221208,-5976.11983373748,-5727.99900808223,-6136.37636289178,-6664.57897196898,3884.38629072151,"USA.InteriorAlaska.BABBAGE","presence"
2932.17552901188,3908.72255483799,5087.3043018501,-6243.72164891423,-5538.81865763652,-6381.25470361213,-5914.96242005132,1804.10950985024,"Russia.Tazovsky.Burned28","presence"
617.888050274899,202.90986828648,-2712.85411704309,-1051.55997151629,-1122.11137531275,-1710.57898912439,-2140.80175683156,960.466145024109,"nonveg_645","absence"
2748.32409926888,3321.02081222881,4055.1642321373,-4580.35457721095,-4712.94497414831,-5392.78105060459,-5360.52027607401,343.934547365325,"Russia.Tazovsky.Unburned28","presence"
3114.34552988506,3826.57137085357,4148.10054500721,-5521.80212483352,-5777.33524161428,-6308.54162194248,-6183.60385894565,1803.45832490458,"Canada.DaringLake.Tower3-DwarfShrub-2","presence"
3103.62663847094,4304.14743093603,5207.77289875638,-6630.56853937123,-6135.30620243172,-7142.3365005755,-6414.58760052555,2452.40794563282,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
350.471406670482,161.330006500487,-4142.97932057479,-1679.22333566432,-1195.39305727102,-795.025222644541,-2257.45412994881,1029.17908865382,"nonveg_684","absence"
3731.58577871169,4617.67962917355,5512.82783212593,-5950.05113870747,-6259.74739037368,-6591.66300898723,-6764.65421412804,2991.32279341467,"USA.InteriorAlaska.DEW","presence"
716.246396443608,849.387533397775,-35.8459323173452,-2267.60029495965,-2625.56371176665,-2816.73622704035,-2741.13257534466,1333.7114980763,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
2553.4968116682,3463.76142453111,4587.12621135677,-4802.27196993531,-4830.14748438851,-5754.06005918062,-6242.41353003897,2249.79229217285,"USA.InteriorAlaska.23","presence"
1091.2946451959,276.932987386194,-2095.5194899531,-870.619563723371,-1774.24443823095,-1790.81575150843,-1822.60225164284,1395.33810859621,"nonveg_677","absence"
-316.246525048816,958.381740745137,527.445600993452,-1536.33299806325,-811.153036044961,-1258.36013526029,-296.732007622307,1274.62826579395,"nonveg_1416","absence"
54.8173179872194,130.578058565224,6338.38419041821,-142.777758506021,274.930882821242,-198.564143468109,-841.059115069564,386.853668992339,"nonveg_1889","absence"
657.700550524537,1598.10851388556,-1463.89616245681,-2538.54398690363,-3115.8725299645,-3143.42443679655,-1817.27474975627,1296.37478269875,"nonveg_619","absence"
3563.93397526331,4047.01082543238,4207.1510151516,-6158.75341609058,-5844.72368407073,-5817.03839372294,-6622.09880511797,1489.58925992774,"Canada.Yukon.SOUTHSTONEBOY","presence"
667.195317045003,556.701715116001,456.739406154578,-2082.29985247536,-1623.96491089856,-3053.09573950941,-2143.11799902377,1119.8044547382,"nonveg_1309","absence"
1953.06329964924,1882.8061297022,202.882934030108,-3285.28071526708,-3525.15805259568,-4516.11809531587,-3674.84094587611,961.384572383186,"nonveg_1069","absence"
3522.13353397865,4103.92876005746,4386.08414367357,-5754.96424361743,-6405.57444594371,-6272.32766138813,-7041.24776342141,1484.55056309272,"Sweden.Abisko.NT-MesicHeath","presence"
307.658045595184,710.657036192486,-1699.25899419831,-1702.63543845991,-1706.98816184244,-1755.98875818087,-1200.36912389544,477.34545864727,"nonveg_984","absence"
482.783333532537,1170.15515453438,-1994.99382885781,-2187.337380468,-2307.61459215015,-2328.78520960942,-1767.29623664333,1016.48290752946,"nonveg_954","absence"
779.600158407265,1206.13815566049,757.420276483975,-2321.20054374233,-2498.38904960078,-2544.99508421719,-2268.10452849684,1347.32029278181,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
1104.8076322721,1228.6376391468,-928.946383687778,-2630.40075516134,-3344.11342881582,-1798.10356956501,-2547.13638549358,870.119283244195,"nonveg_764","absence"
2336.06941171287,2778.88156530764,2110.60715984063,-4775.33125255873,-5074.54512885586,-4827.86885757335,-5059.5967867836,1719.25061289594,"Finland.Kevo.12","presence"
2224.3685273172,2699.53815268072,2002.81196985717,-4740.85591200707,-4873.84946542298,-5392.23049982417,-5059.74842594577,1091.38781100804,"Canada.PayneLake.TD4","presence"
39.951029739941,52.4485139439735,-623.172805457654,-2549.32636106409,-526.264425641667,-751.503086720233,-2298.16252650469,520.910002213225,"nonveg_919","absence"
-90.448706213459,443.261296209325,-2165.4260531724,-1097.80800334077,-915.335950417294,-706.835953918659,-597.468805117001,533.710002422784,"nonveg_1316","absence"
40.9329537603555,-410.987502496149,3699.70102975043,5849.93515400739,4496.31696155552,4276.11790674112,3643.40083381807,1149.91230028705,"nonveg_1810","absence"
-90.448706213459,443.261296209325,-2165.4260531724,-1097.80800334077,-915.335950417294,-706.835953918659,-597.468805117001,533.710002422784,"nonveg_1316","absence"
-8.9028281319595,752.361256495782,-858.963842196804,-1816.50204722799,-1142.62785835314,-1721.79933959694,-713.83263869081,761.264084627742,"nonveg_997","absence"
2677.44661758076,4224.71447950635,4718.30210875879,-5218.23557358296,-4367.34851235971,-5535.54849129717,-5632.68704277138,3183.28237266878,"Canada.KluaneLake.Outpost-MixedTundra","presence"
2634.88838759586,2787.10447126042,2807.71291918537,-5130.84559448263,-5543.41893953583,-5838.17762779954,-6397.68322453587,890.765697156724,"USA.NorthSlope.12","presence"
982.289986088028,1098.1454520952,-365.277368070691,-1683.31513864889,-1555.15600260345,-1856.97747368729,-2095.54884832753,490.20430551907,"nonveg_880","absence"
3132.10855000578,4446.37912333429,5175.7368445368,-5646.10443057065,-5761.06387902954,-6328.16656852011,-5841.23751660524,2273.10210683659,"USA.YukonKuskokwimDelta.UB7","presence"
1091.06882166365,1337.82064707954,-1777.88740705589,-3391.71710392327,-3602.00234715367,-3132.32340538682,-3679.67758747544,1069.84282377616,"nonveg_632","absence"
3207.59127129454,3640.10469483664,4061.23555669283,-5449.00359904416,-5516.58275690223,-6260.4334663422,-6251.9903113634,1818.40682141996,"Russia.Kolyma.T2","presence"
2595.63976064749,3224.77433534112,5042.12487395417,-6179.70288461479,-5689.59173800222,-6413.96965111522,-6896.12429227322,1554.86787830705,"Finland.Javrresduottar.A-Hummock","presence"
-261.003026212331,119.83751810801,-532.174719434865,-31.8696075908222,-60.9183920043411,-248.349440812917,303.285346558519,793.493682745107,"nonveg_592","absence"
-15.0757395106853,-56.6609914249518,1224.57121706604,68.6429718270207,-1655.3756040936,43.791050219727,-606.347867206038,1543.24498195525,"nonveg_1927","absence"
3287.46207080855,4034.29988675096,4975.4285728568,-5782.79621802087,-6113.04777039778,-6262.24058616959,-6439.32475905092,2101.53753145379,"USA.SewardPeninsula.QuartzCreek3","presence"
3221.83855128629,4518.28886129902,4931.67172312955,-5904.10750597332,-5945.12316435209,-6682.35572944466,-6634.35704104107,1767.99713945848,"Canada.ClearwaterLake.LSA2","presence"
2848.03093436814,3587.60650561486,3915.51132145104,-5239.74741143403,-5227.34682339786,-5680.37373576808,-5941.75107834658,1358.87236484138,"USA.SewardPeninsula.18","presence"
483.999436170284,674.530920721632,-2169.7491733265,-1091.29112765533,-1361.51240592164,-2246.75943138643,-1159.51139039263,980.048931218049,"nonveg_542","absence"
2834.28006700867,3536.80270137183,3622.67489555325,-5660.46877392264,-6017.85398308155,-6677.36700569424,-6835.08984918791,2100.00653121258,"Canada.PayneLake.TDA0","presence"
3477.01438767735,4184.29801348539,5022.81834830948,-6069.65640462784,-6434.9572299821,-6470.38115384964,-6945.79150305901,2015.889894994,"Sweden.Abisko.VJ-MesicHeath","presence"
680.699657822895,809.208746014534,-2429.28766231531,-3104.99080931088,-2528.27612258049,-2766.00350716018,-3284.65478177415,402.331317004034,"nonveg_758","absence"
3689.41712323813,4714.22198800286,5725.89892507412,-7051.59023220578,-6622.19625424548,-7133.70601246504,-7370.88339690634,1740.00283704701,"Finland.Kevo.2","presence"
669.552608611791,-216.155013055583,-352.672392784814,-846.969174557717,-290.29139588157,-1897.35718972748,-1714.64204577052,1272.03222193995,"nonveg_729","absence"
628.120142487577,333.934234205255,-1908.39658153292,-754.077684559494,-668.498091740968,-1580.37143932058,-931.022270759908,651.321432215726,"nonveg_973","absence"
516.133753816002,606.719795204808,-3115.99806871274,-1900.73373525932,-677.742246361212,-2444.16426120979,-2072.28588011025,777.344342205751,"nonveg_769","absence"
283.899374890233,178.055723921628,-1924.5027859421,-582.571221986921,-78.1313001736988,-931.37751548669,-1100.21020306816,350.495074982099,"nonveg_848","absence"
1026.54395536297,1202.0811683232,1886.28820180951,-832.463378943538,-3789.85666051534,-4621.9814660082,-5209.65491336089,1738.00824959762,"nonveg_1813","absence"
-219.864843365489,-205.423515830306,-1270.53816105337,-426.364540566877,-272.10746838181,-975.748569922636,-1059.79467419082,788.913977195905,"nonveg_875","absence"
2724.45882297408,1663.99029941637,-279.933632854184,-2061.11118693952,-3213.73937190546,-3032.51405825955,-3759.5482811291,1900.66056124462,"nonveg_1177","absence"
2759.77836435225,3036.849022752,2741.19705668639,-4334.33595014921,-4285.83010768542,-4790.75185384127,-5456.6389064702,1473.91027491025,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
2295.67081240337,3048.77383838768,3082.77335786979,-4924.80151368018,-4807.31411304054,-5278.50107736214,-5626.52560210118,1210.91152541691,"USA.NorthSlope.Sagwon-C16","presence"
1138.76597552368,1169.07616202254,892.666075796691,-2452.86033685209,-2786.09147948009,-3011.79749026673,-2982.70098414482,721.318533193385,"USA.NorthSlope.HoweIsland-C13","presence"
3253.48587139244,4114.46748414404,4807.1169190658,-5920.73162830347,-6235.64259790102,-6284.7113460778,-6505.31321943125,1236.84110664305,"USA.YukonKuskokwimDelta.72B1","presence"
2312.96814821478,2662.2532439984,1615.85018556323,-4597.85791564589,-3811.50780964417,-4443.17749237225,-4983.60741825553,711.205304051957,"Canada.Yukon.WHEATEAR","presence"
2623.59036790076,2825.97116098364,3134.01293298497,-5056.21473793935,-5380.58668598476,-5765.30649707428,-6634.2862269462,1469.25885193871,"Finland.Javrresduottar.EC-Betula","presence"
3229.19349811946,4362.98270736454,5432.69796036843,-6398.6900987975,-6048.05429371437,-7131.56722388535,-7279.02324381944,2389.26316706321,"Sweden.Abisko.VJ-SalixShrub","presence"
510.097653991867,691.267717916819,-2788.43671782264,-1281.07206355073,-1579.99127003596,-1603.80848026974,-1787.21545074878,595.184506045589,"Canada.Ivujivik.RTP13","presence"
21.444110097433,-291.622204358133,-3624.56549964924,-2677.38380084002,-3768.47399207854,-3661.39946286331,-4110.8707628094,994.36098461017,"nonveg_730","absence"
401.317985117703,799.154539555807,-1240.42099073282,-2579.20072028928,-1617.74375764988,-2057.4574240345,-1994.41237018734,531.45268682185,"nonveg_767","absence"
