"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_SWIR1_startSnowfree","spectral_blue_earlySummer","spectral_blue_lateSummer","spectral_green_lateSummer","texture_NDVI_peakSummer","topo_cti","topo_dem","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NBR_annualMedian","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NDWI_changeLSES","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeLSES","spectral_blue_annualMedian","spectral_blue_changeSSES","spectral_green_annualMean","spectral_green_changeSSES","spectral_green_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.248646378517151,3326.78094197104,3222.91692439408,4342.05120460939,4595.42805646818,2123.74379627348,5197.7008085629,6342.40239046703,6265.86537183662,3625.50149697638,6010.65409358203,5879.10980149251,7167.48967603256,7368.90083579285,4535.25536580491,-6402.57357844605,-6378.70723835616,-6707.39074247008,-7276.14107699128,-4831.09553185599,2408.94669031378,2416.85975354331,2975.02222511005,3034.35822074146,1694.44093120984,338.906483802071,404.779659648957,601.288439586528,128.233380120888,3.07163429260254,518.228068033854,0.00195246843880644,0.00981221099694569,0.599113116661708,-0.20063121120135,0,3014.47002053483,3212.50669542132,1862.69686971912,19.1785410349348,39.6300655511295,-2.70853651721723,4915.09887360153,25.1712672743319,63.8485456933454,-69.0539467399329,24.8670355577441,52.253087579799,-55.7696321462467,5990.22814579496,6033.88023987357,2576.71961992519,22.4689222116511,53.1213924637297,-71.4038469736313,-6544.67507582594,-6476.01680715092,2210.22569785467,-60.0089569778966,-10.9358759856211,17.729958622494,-28.1610042273587,469.771239326715,-7.32826528184578,402.683870972839,-12.9898022894464,-1.49638864647107,381.74479028027,-8.40128467996354,505.420725161432,-6.8899344442613,-3.0389507423531,"Norway.Javrresduottar.A-Salix","presence",0,1,0,0,0
0.105009347200394,3165.23042432185,2468.69474036467,3634.20505817555,4292.419995537,2729.81090062325,3341.31190137384,4383.4927084402,5028.40136729966,3434.09294735427,4850.30649132891,4374.52935530944,5730.31882239795,6391.9072253065,4265.86602544194,-5224.10925862301,-5674.2618743166,-5770.45676913953,-5684.65163577187,-4552.01201210046,2973.25322925205,2360.84074881238,2950.10708656798,3401.54413198399,2754.83552149477,704.064761618636,592.904174519252,833.443351722473,-39.2203204297907,-1.41681778430939,19.5358047485352,0.0116852689534426,-0.0114326700568199,0.98237681388855,0.329052329063416,0,3268.96525612297,3402.2685812454,2222.17644680083,9.22736098879878,32.167956958859,-52.392270527567,3588.81466746464,0.363734075234817,44.2933336362445,-28.2299188366473,-1.64624422140406,36.4761388748323,-22.5718662301363,4980.07035987357,5309.17824905546,2674.87130816219,12.1849556909252,43.7953831393482,-40.9755715067192,-5193.99836743178,-5243.39912283843,1439.8532719673,-14.4906249457868,-1.41194091125643,12.7372797833669,-17.9836098733475,532.237421811752,-3.34131198310926,365.572046858209,-1.89545205970031,2.2622726789999,736.144032954498,-2.45635039325272,932.541331308203,-2.46392084946091,-1.00723743060568,"USA.YukonKuskokwimDelta.UB7","presence",0,0,1,0,0
0.0568372057750823,2749.10303526834,2709.80088552995,3414.69755286334,3661.4683007542,1034.65787358419,4232.61532992473,4780.56637417729,4048.46635723767,4185.57683899425,5544.24742072722,5660.28635244781,6573.80527169528,6822.89264029318,1824.68129731285,-5340.11157424156,-5773.61958893701,-6024.4340843144,-6586.48717552863,-2334.64309385685,2376.18403842048,2052.10877860952,2291.43023351068,2259.15728638426,1579.84310055317,679.456056644933,383.023362706445,534.321560693124,-15.1034218211225,-2.64623129367829,604.016977945964,0.0235702745073165,0.142107265690963,8.55215930938721,0.989583765467008,0,2838.94958787345,2639.57376060235,2706.61078852625,55.6267867760006,37.7046197249047,-26.4517833877438,3995.29770153685,-48.0681184235057,58.3701565087888,8.6277856592396,-68.0400693826125,51.8011668061264,6.30688256740733,5728.2672190624,5105.93574634784,4811.592704072,110.471117788483,55.4458720071029,-33.4649488769835,-5905.65139470871,-5352.67070154616,3842.52709596988,-118.027614802898,-8.32863146047441,30.2203915895806,8.08889848209138,415.014914823431,6.58950055205748,371.521167042535,-5.36142577312117,7.95014944915386,387.331521576687,-58.2284631814686,762.117074103571,-53.974712603729,10.6899483278413,"Sweden.Abisko.KJ-BirchShrub","presence",0,0,0,1,0
0.905551075935364,624.645893778597,912.034556439073,-39.3622204806688,462.502715012611,10.0485067718129,-3533.17213598797,-4836.33798979157,-4771.60142339996,495.508224388018,1116.92116472571,1610.22697108821,581.816465045836,1331.62578127721,-374.116332695224,-326.413255098786,-437.549182099449,-1961.98958496971,-1677.81041361555,820.465184187502,1403.56777113283,1371.55179661559,605.974400000526,796.171852532221,2369.2512417032,1043.06154288192,532.65794458108,579.520092624909,-884.531031381493,-3.36046838760376,75.0073776245117,0.0552541948854923,-0.239881783723831,14.2642393112183,4.39836549758911,0,462.502715012611,393.973890304285,951.396776919742,18.6241632426298,-4.768917022529,-22.8120425224218,-3533.17213598797,-104.899473227534,-53.1007950376283,59.2348115365274,-102.46940578236,-51.627767446509,57.3245880078375,1116.92116472571,853.294809888347,1984.34330378343,45.1829544673011,6.31484166327927,46.7459320928351,-437.549182099449,-716.6594503192,2782.45476915721,-34.7538920995845,-39.7469752504932,69.2927455850119,34.7989725734121,609.603488700102,27.7092494863683,267.95729208726,3.42821665408249,12.1798769130573,840.785667882891,-35.6268127157321,1031.73263703491,-33.1600352778726,12.0272888928358,"nonveg_903","absence",0,0,0,1,0
1,783.30595908244,996.41207058938,764.331142702139,966.049910664252,433.198423377895,255.964606132998,-22.7323786687695,191.476745359638,1257.7281093704,1528.78972666063,1978.55214825322,1723.982587161,2024.21138606015,777.196215817342,-2288.26498958623,-2464.72768646003,-2788.63485382607,-2601.82499207396,-1249.03757667552,1791.3107069237,1849.28818006868,1724.96612511625,1871.02889925964,2180.9894749189,902.473857657961,861.274671616894,1033.94472291563,-70.9979496836528,-0.660196446455441,32.0921911092905,0.018335049576238,-0.018815307931688,1.9523521570059,-0.209077602968766,0,639.957075123964,591.559388892626,512.941888209263,12.0708247430977,-6.17285426717498,-1.15268190953442,-340.455946645656,-71.3646521288795,-26.2706351579585,-31.6391358753344,-63.4655766274611,-12.9335404120731,-40.262148321878,1614.10135458773,1420.5279310623,823.382001773726,25.730687555429,-1.38325857112771,-45.1566342026317,-2800.45834100019,-2477.20829825475,1304.39974173167,-12.791343871225,-27.1235375106808,-7.21164154053622,-19.1349760239282,745.430311631546,12.1062108527352,508.675801244796,15.8961187888999,6.92762445786861,757.68273320128,-4.46822612627632,1096.32126044993,-8.09036109969647,-6.0748915986191,"Canada.EllefRingnesIsland.Isachsen-C01","presence",1,0,0,0,0
0.0814584107138216,3356.76072652083,3062.11776389105,3817.82164577898,4204.09757768895,2488.64641071065,4178.14144588965,5024.22485317906,5424.79125294605,3449.02620170727,6088.66333017451,5748.55745764841,6812.86653103063,7315.5457465219,4809.71506242683,-6286.82631294556,-6335.75787878623,-6458.53411600779,-6480.62219209914,-4403.87387378183,2434.56538797447,2266.99698304981,2673.50299909456,2917.93015568419,2533.09285830679,421.327658643821,454.069174333241,616.383155386597,119.328513023745,0.433092549443245,526.772521972656,-0.0353547828271985,0.0323802263010294,2.9778134226799,-0.478613205254078,1,3288.5881559526,3260.40528425967,1368.44156965565,17.2188636500094,22.0426315406014,-22.9147285184224,4831.64499385427,-35.6089475413956,59.9775584840167,-39.2793882513911,-34.2881474277954,52.6519022102385,-32.666939960053,6327.40855311539,6498.00176054404,1824.04759203886,17.1270589819601,36.521399607418,-66.7430990760945,-6319.97119091507,-5897.20245998745,2610.6330425993,-76.7833247823323,4.76246871435023,14.0882902744771,-21.3395240373416,783.597712500449,-11.8489193396182,611.120946084606,-15.1721291037379,-4.82757020559137,479.351539766496,-24.7379400098437,661.67210506014,-17.3323500209222,-4.21302333127846,"Sweden.Abisko.NF-SeasonallyFlooded","presence",0,0,0,1,0
0.99519670009613,781.015463924009,664.740490931495,894.388715308569,983.875291008121,210.240414366083,-1342.66935148931,-1182.78188988756,-1192.20471112664,-1976.39065718467,1251.85847929265,1103.64167534315,1442.75274978576,1572.65134959738,321.056678446648,-1862.95946514962,-1847.97493105444,-1811.75846349962,-1901.08372172229,-2109.75364030763,2496.93765211061,2248.21608512515,2432.15066007866,2520.17375848049,3448.13520902833,1198.35174974027,1125.0990207366,1573.64090818646,-170.75416440819,0.0171347204595804,174.517974853516,0.0207344125956297,0.0210269596427679,1.70387876033783,0.820266723632813,0,781.015463924009,706.852075107655,773.634876642038,18.4120983728363,6.33936959637851,-4.97147642775287,-1342.66935148931,19.9195486869519,5.20874802382858,-8.88263675565262,19.8812467577868,3.61498899639177,-9.06308471723531,1251.85847929265,1138.39218649312,1251.59467115074,30.0258645434193,10.024777197023,-18.8395041357005,-1862.95946514962,-1906.70604434672,297.995176808011,7.96110242445168,-1.19138301789569,-2.01202597526779,-10.2185874974173,511.986461975402,-13.9780180889196,414.306881268448,12.2672597838196,-12.9814669447425,1125.0990207366,2.90845356224979,1574.44886728604,3.91581944830518,-4.15565846333573,"nonveg_849","absence",0,0,1,0,0
0.00999999977648258,3270.44020942476,2838.43122471294,3596.98544016816,3963.95414052652,2418.73587930743,3842.11825697465,4509.08490036737,4632.09924685732,2926.67599684289,5357.94811994337,5234.54626872589,5987.90011139461,6310.43678049223,4224.23862854209,-5867.73412559883,-6029.90434161918,-6441.98454683647,-6594.0361666199,-5466.59825000968,2705.51542656976,2365.03133378621,2740.64005811867,2959.47760793711,2373.3716269056,499.444639873388,426.011972087842,618.750557101991,20.1431023984294,-1.2484455064491,15.3117392504657,-0.00921535736846703,-0.0107053767165376,0.836483542565946,0.203135014684112,0,3377.96751376523,3345.61957484962,1630.36023502774,13.6739336788945,18.2190715676013,-16.3426309883598,3779.88598287778,9.55105214505757,25.4407905684672,-41.484678866804,3.78010211188754,21.0618578564391,-32.8662686368653,5499.21158797993,5572.00534347714,1960.13433073314,18.2380966424705,23.466889117809,-45.7163181250537,-6580.94706626112,-6304.84174987999,1126.80911484052,-9.94814243752726,-14.0265195803562,1.64518561259372,-21.6959814919226,539.626856800888,-8.13930413862879,360.311984499167,-2.45054444070563,-1.77982071647288,415.141703131359,-1.67367317659827,632.444766303939,-1.85623953002987,-3.41037580401695,"USA.YukonKuskokwimDelta.72B1","presence",0,0,1,0,0
0.848006188869476,3090.18954067696,2542.12226601008,3571.07329408733,3891.39888889142,2612.82476802134,3585.12704945339,4675.50206234537,4844.73593054785,3274.18970995532,5746.23909516936,4930.72345729628,6419.56335551875,6904.39819239331,4973.70301835529,-5856.15002136287,-5902.25101191874,-5911.8358666912,-6087.42991501526,-5278.95588533404,2357.0241478603,2136.71343045591,2602.49404903193,2722.16547424694,2120.1263997144,443.45367963773,495.347934986802,676.666447107969,-77.1737678986466,-1.34663196404775,47.8946647644043,0.00911545318861803,0.000423451264699314,0.893373171488443,0.597344716389975,0,3238.00899961535,3252.00585967666,1870.05700184307,23.7552082056631,33.4998796731919,-17.2519820127508,4032.27733354984,25.4942997716304,42.9369011217333,-82.0410092024526,17.3564758871138,31.4559541313211,-67.4945034832063,5864.70731761352,5900.69803649774,2608.61702032341,34.930144737612,48.4132923916903,-99.4236029497215,-5873.31033830784,-5929.01870269427,745.964837229913,-9.9764834139634,-4.65394949876081,-21.672515725419,-36.6223728164282,566.358478792204,-24.3652864984763,360.8652571454,0.57022822206546,-15.2126828592273,468.678256931916,1.20787390514966,653.711144364732,1.18334731239135,-10.250277371442,"Russia.Tazovsky.Burned28","presence",0,0,0,1,0
0.884397149085999,2705.34167162386,2796.46633008446,3018.35983209542,3581.39068584796,2116.22575952281,2852.08971828951,3144.11427402761,3755.76377216503,2701.18429034256,5357.73647910977,5556.67855138192,6013.41723289325,6708.43450963318,3964.69980050657,-5276.59778520054,-5806.25938758849,-6420.66056750759,-6238.36793042662,-3666.62126246722,2205.48061181444,2216.52688581554,2203.42861172122,2487.97126224854,2272.39280190282,613.835221245028,417.861662864537,564.534232275473,104.033263109712,-2.51939786805047,159.489608764649,0.0128825649929543,-0.0627463455829356,3.70030209753248,0.615808831320869,0,3399.94456775701,3261.57465570729,1639.88243690333,14.734282207302,27.3139854056038,-32.0436739693583,3841.29521495106,2.16940805540963,39.0032421455595,15.4790140168556,-2.49549437889833,32.2696077789062,16.8910391344646,6453.90148550375,6068.96825090877,2761.41944250938,29.5805392098472,41.2250875211626,-1.58389113181802,-6010.77318291192,-5895.09892069088,2296.0879155071,-30.9410225559011,-16.4416633328399,40.6908475759385,10.3965504126445,351.32712493208,16.0283286210955,220.587576998295,-2.11974061544971,10.2125018634457,575.187840982763,-5.45730809277987,655.80635314771,-3.17952983969309,6.14963220314629,"Canada.PayneLake.TDA0","presence",0,0,1,0,0
