"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_NIR_startSnowfree","spectral_SWIR1_startSnowfree","spectral_SWIR2_endSnowfree","spectral_blue_earlySummer","spectral_green_earlySummer","spectral_green_endSnowfree","spectral_green_lateSummer","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_annualMean","spectral_NBR_changeSSES","spectral_NBR_changeESPS","spectral_NDMI_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_changeSSES","spectral_NIR_changeESPS","spectral_SWIR1_annualRange","spectral_SWIR1_changeESPS","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_green_changeSSES","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_changeSSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2400.21029692875,2499.35048908996,3040.38163308275,2921.43139005791,1378.44605581946,1744.37568519236,2867.20590485974,3386.69490362339,2671.68291290444,1474.14060769283,-170.582361772505,4433.05613482046,4672.18540644144,5539.6133219034,5352.8236733013,2495.03484262619,-5295.10186730571,-4831.28513988862,-5233.11093278877,-6024.74227374929,-3096.38244074782,2237.30911235298,2342.22781767037,2657.02997714178,2193.00468404982,2742.74778109457,1536.3231009149,570.431767959456,768.338723281237,792.885928800825,856.801790926814,1128.46921995131,345.803199962305,0.0354281198233366,4.73044526576996,6.00791966915131,0,1693.56214014347,1886.20743957834,2037.78698625274,15.5365584358304,22.6452814546774,-50.2126533981911,1171.44442707504,-59.6818287483098,42.8585935378837,-47.9341181527917,31.43730360318,-80.993621716746,3301.32646017184,3390.42952057851,3745.33476205261,37.0609202827305,34.2626485275607,-4633.2578065912,-3890.00201261566,4490.04909532516,-98.4694340485502,-8.43649679252492,-12.7894814463876,10.750376378736,455.442259764219,1.56388035191611,-6.94464314156481,-0.417140347748722,-22.6874176317969,-0.222567822695041,-9.47108262039594,-23.3396109182607,-2.11440085415258,12.0096280864869,-7.39548285657087,"USA.Kougaork.LowShrub","presence",0,0,1,0,0
3095.12711159964,2455.38712775069,3631.69815745378,4026.54643075557,2030.62993700856,3636.01558225606,3439.60985065319,4559.17215410089,4850.73215282094,2290.75576041239,1417.76062896515,5286.20089209302,4316.76802287111,5847.81888143497,6473.45169455718,3741.49640157648,-5637.6989352765,-5395.91081611584,-6071.80706791598,-6408.40956093989,-4887.28744403156,2605.8457673058,2416.66618677265,2852.91806579413,2280.32474969483,2470.64239315802,1115.5935151672,483.886243667323,679.903391766215,668.452286665119,668.979907477768,717.414831805007,-8.62352170523922,0.00100945115441896,1.1915598432223,0.322709476533863,0,2985.33219448749,3078.72565139582,2677.02682503355,39.8944611610234,17.2728040976775,-107.203312991166,3764.3171659796,49.4257553246354,25.9352442315457,33.5690831025901,22.819408973045,-89.4488531391207,5160.06056539157,5163.47258720072,3321.96328153647,58.0902856515577,24.1730897877378,-5281.24489810435,-5666.44508967519,2072.61142005967,-27.4974564064351,-44.9200910579135,12.9163219867074,-0.259148288895427,751.483528686569,-14.2607399664912,-6.00174277613477,-13.6834273357505,-1.27861561441691,-5.83935306598188,-10.8017212309208,-7.26280924641364,-11.2302338207931,28.1276862729036,-4.84264579953846,"USA.NorthSlope.Oumalik2","presence",0,0,1,0,0
237.020870592761,113.954552870835,241.898995877622,307.873414018386,220.321436882394,-3019.44221342665,-3009.88874764364,-3055.97924164536,-3138.32643137745,-423.952747737336,-3935.28139992626,893.155653188444,812.39660374456,976.560143888653,1097.25395748445,363.706181665573,-1845.9298826426,-2221.63499331493,-2123.36450911265,-2063.85285906109,-319.214956657813,1188.47402224421,1020.94196627352,1033.17120837441,1823.67650975707,2331.55839375531,1793.47276911221,735.193973510185,898.536464511335,769.257299079218,734.43104024679,1660.7547671932,315.602608168817,0.0253587532788515,5.28651666641235,2.44945740699768,0,237.020870592761,224.213854048399,193.91886114755,0.439458781851763,1.86454061646382,-15.9930553758483,-2529.51787636609,-68.302354360245,-3.12853205133698,-63.2907794925601,-4.59262945224429,2.47899732130628,893.155653188444,828.614507994337,733.547775818881,13.9328808295492,5.37100800778975,-2063.85285906109,-1714.79944015782,1902.42003665711,-40.1767085785469,-5.73481516890781,-16.715854934549,-4.76652618754174,275.782831059866,-1.15098046651668,3.80541695332845,-1.91957800381529,-20.0583763863648,-5.70387321091948,4.35328235405356,-19.8429551653531,-6.35046682518181,7.03220984863286,4.59560993935943,"nonveg_779","absence",0,0,1,0,0
568.754846246337,1015.48419439739,585.035424688208,919.573589167643,54.6134888157071,-1784.13943969855,-1397.8236545823,-2085.08123735738,-1693.90026450506,-1650.76444252826,-2753.03464839402,755.38579885259,1434.9376282385,799.967047280062,1278.76600606445,10.514129669574,-1853.76383110546,-1306.90523975015,-2149.84910903471,-1575.20022812258,-2098.8470367668,2874.78201557281,3008.37639405583,2704.27060853386,2725.65899486527,4508.54976994401,4194.11236735835,1467.03565284042,2057.33696355583,2095.95141889309,1840.89438883635,2151.4926783675,345.367572404744,-0.0229134205728769,3.4450888633728,1.62990355491638,0,585.035424688208,628.692308663058,960.870705581688,23.3700617013923,15.2529888226654,71.7414616181977,-1722.34180773431,-6.06249987137714,3.92344239971693,-4.52888386137864,3.64712076592668,103.668674512766,799.967047280062,855.914122021035,1424.42349856892,33.8578031446825,22.7556611831246,-1853.76383110546,-1796.91308895594,842.943869284563,11.1401457118789,12.1114609992558,6.77831912306998,3.96688077333234,817.656519300795,11.084573871241,19.9442524136456,8.66798934711438,-4.27980521871254,-1.43527950018292,42.509505009456,-2.84265857240009,-1.69227387899608,-30.3944230540387,36.9704572870913,"nonveg_825","absence",1,0,0,0,0
2895.76759380086,2802.36744966794,3010.81043097117,3230.0837184474,1881.43243278788,3681.49941274041,4929.3024895225,4554.05634101819,4533.04446638408,3425.6858483958,1232.31621604412,4840.81276882201,5038.79780386291,5220.55669665641,5558.19107858877,3180.36724538111,-5203.76569387191,-5800.34747226344,-6011.4674932314,-5728.99965585077,-4598.50636225241,2642.51152530276,2461.04224313017,2569.15697050956,2169.79682893006,1668.53458824088,790.108219198976,647.306542704748,800.605975532611,606.087323101757,638.602028253393,640.232157494249,5.80085552006203,-0.00105383248301223,0.132657673954964,0.0532183826901019,0,2902.74130621188,2781.34379767001,1623.38971901073,50.9671426023551,21.8309818156049,-30.541357838044,4096.02542113837,27.9240005384237,50.2484368719132,13.0543830670465,43.8773226168184,26.8531490780713,4838.15741619854,4711.16647802444,3007.72283318721,90.6721264214929,44.0406979093204,-5456.49077817702,-5572.46270466766,1003.09682101504,-7.55914427024821,-9.73526577244965,21.9412155248431,8.5281219538152,948.604593855943,0.56369697020858,24.8452638182906,3.16405986073609,11.8961304977548,4.42286638488282,-8.40570346715347,9.0071570651914,2.72380482256293,-32.5717415440507,-7.58923327820067,"Russia.Yamal.OstrovBelyy-1","presence",1,0,0,0,0
-188.980918421068,220.964099243172,158.242401589096,140.161710296468,10000,31.0487841682849,379.571008126287,156.557718950119,18.3511392806572,1603.55536738511,-419.043614063482,-183.524254566566,245.644301175864,165.725097169259,142.488366403788,-1383.35813455547,-300.455937848649,-133.294958849212,-241.754683021256,-291.8069464193,-308.344873118235,1624.26930472011,2016.63208022965,1789.65586524395,1436.43536102162,1333.46367764061,2296.78069385272,1241.4609948877,1441.94596979881,1724.34374997561,1547.52279269655,1790.06229477419,-458.127742158074,-0.0588624775409699,9.70232677459717,0.184084087610245,0,158.242401589096,2066.07745854153,10188.9809184211,-424.540871600878,13.714276196564,31.360848827038,437.816803582092,-65.5211076340345,-0.529068536984487,-64.6753364279517,-4.58725521428769,91.473541297357,142.488366403788,-202.604924874626,1629.00243573134,49.9930783328712,13.5838592070981,-291.8069464193,-255.13147985133,175.049914269023,0.328705636232755,0.360374642889565,7.82641432077009,2.31856365034721,1215.69168975192,-3.54782923372234,34.6824552160018,-5.78241596582853,-14.5048468739742,1.15499312081764,88.4104786395284,-11.0241759556991,1.20510383154925,44.2810344115437,104.482261129718,"nonveg_1477","absence",1,0,0,0,0
602.678402144385,447.057069762331,160.877861800486,1173.63738632675,117.344668708643,-2014.52563518306,-1268.55738308351,-2092.45703073572,-850.557129098587,-2656.86036005809,-1878.3006847734,1210.82684455773,892.390025018138,595.282946342086,2212.24713057487,492.182288285733,-1478.44150546404,-547.11406435574,-1763.95524544555,-232.603805780429,-2143.24048999631,1367.7814592608,1086.12999077764,943.596553647144,1026.95926605794,1895.72609942154,1220.57331062155,798.183961431787,930.6882759253,835.801187870556,675.475726521427,733.211545600356,476.424635503129,-0.215740889310837,13.1733207702637,-3.40289092063904,0,447.057069762331,500.319077748519,1056.29271761811,22.0606242470792,25.9526810991984,13.0081458164475,-1776.59150763179,29.1970329488651,52.9076593674759,28.3490810196126,49.3826598338787,29.8359826621468,892.390025018138,1080.58584695571,1720.06484228914,32.665661648727,45.5191039098702,-1478.44150546404,-1233.07102220841,1910.63668421589,30.2181356605581,56.628986349255,15.4919178728574,14.0981826934326,955.265993791339,15.304920832972,8.03570139591889,7.13046559998099,8.97621501477019,10.6606329750118,7.28752097041494,8.53478207501144,9.30561193023332,-22.0059589352223,6.21097359380597,"nonveg_757","absence",0,0,0,1,0
2515.9702488802,2397.64331318612,3760.73306596407,3260.89468803912,1619.87022638641,2496.70983183552,3508.19400111752,4155.85919974918,4209.13138743402,1777.35422302745,948.867201969308,5061.84821888719,5365.25325398174,6494.37201092659,6763.44477132237,2552.40074601252,-5268.66198757708,-5531.43486032458,-6290.8626966115,-6800.1667014735,-3365.86743140694,2258.1225784517,2241.24018187457,2719.60270204895,2154.6732477854,2349.98167369577,1272.87480151758,633.604045947264,792.668357040076,787.539256632819,677.041753188543,963.680904427365,87.7674041045809,-0.0439165052440431,6.04737514919705,-1.70743441581726,0,2275.68433270119,2609.68889698363,2582.72273450146,22.2737719559999,28.6375668256168,-79.5440995333228,3133.15049914211,7.54355283744766,60.744789862295,-1.23761406017839,45.4735980804366,-40.387642336427,5250.92792749725,5088.11806600742,4887.46325640669,68.4794285935325,61.9401157485786,-5605.1542510857,-5433.78426030848,3472.77140137714,-62.4838947756458,-30.549139333638,-0.586175986495213,8.40739606082817,251.672585596271,0.053020125380128,-3.07928247966622,-1.89280150239863,-8.81737611279108,-2.49766050212949,3.48907284280021,-11.3888650946371,-4.24982746831998,5.67626964943977,6.7520612483395,"Canada.DeceptionBay.BEGL1","presence",0,0,1,0,0
2463.79163974749,1946.21436316595,3025.57314421411,3370.57923345193,1569.6127051113,2299.65814889294,1955.83807403592,3431.87357976447,3787.76657154034,1227.24821656786,421.023594186725,4648.79196552889,3976.86905683591,5443.72712889165,5973.04660746519,3057.94257216458,-5219.32042665833,-4831.91303256649,-5422.81688202325,-5839.61012893932,-4144.15977595601,2204.14892731723,1950.69829283782,2439.6127443723,1863.66947933238,2461.39209021046,1279.86944571399,490.75611299092,666.418324004615,662.296327170124,696.238283811692,686.654070241093,9.16906833099088,-0.00998370491175187,2.0455913901329,0.364291742195686,0,3625.24526166576,3056.41506034485,3761.94338475322,95.7933532936296,37.2320514666067,-95.6891541486816,3480.50217391368,119.230675708364,44.7249511353494,112.305269096277,27.6745329815233,-107.277804172744,6299.44313976107,5293.90552933581,6094.886139281,166.895995559646,49.0275263314109,-5369.61631194916,-5055.83001595881,1269.612817998,7.06319733310469,-39.9017044270846,47.0736601850915,9.3611197543178,1399.6016058335,-6.19726326815685,25.1547403663687,-8.33775263291829,15.1265540426845,-6.23065992304015,-11.0752978346854,12.0225999847715,-10.1493645231215,-0.929826002188472,-4.96292727358832,"USA.NorthSlope.Oumalik1","presence",0,0,1,0,0
1148.50738743839,1106.84119841924,1101.97786810515,275.520923085679,1342.24537814658,-1480.31688662579,-1517.67215971793,-1641.04863666848,-3118.10596868127,-867.660500715483,-4220.67357793083,2554.15810865834,2602.78045809681,2657.31444107765,1504.92211541607,2471.86854596753,-1989.80783303519,-2205.05793269732,-2338.10841464922,-3340.40009331737,-757.779653850329,1509.9399546321,1452.93029370794,1412.5164225771,1746.14126526671,2846.65847451337,1926.06558316737,853.030324505563,912.590816431407,825.867627781142,790.792155789502,1114.31169565279,47.0330318663112,-0.00106641324236989,0.593476355075836,0.753548502922058,0,1106.84119841924,995.018551039008,1066.7244550609,-5.87084820327857,-25.6760724809621,0.286078253770096,-1724.96083048179,-18.5653450275851,-48.1702671192786,-17.3263463138038,-41.0017249840784,5.72755461624162,2554.15810865834,2358.20873384328,1152.39232566158,2.49362311184298,-30.8598821541846,-2205.05793269732,-2126.23078550989,2582.62043946704,-37.334187248026,-39.7233017730054,-7.15761547377594,-19.116255116486,597.46285288778,-13.8016401678986,-3.071861518557,-10.9475682254586,-6.11275391579945,-11.453174445584,2.06326305833181,-6.38877868963508,-12.8798165175637,18.5378036763307,1.96869608709806,"nonveg_600","absence",0,0,1,0,0
