"spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_peakSummer","spectral_red_peakSummer","trees_presence","spectral_EVI2b_annualRange","spectral_SWIR1_changeSSES","site_code","presence_absence"
2388.93139292438,1396.52221124263,-4612.45563240113,-5742.77214336989,560.05839808958,0,1778.93166622787,8.72951822718106,"Finland.Javrresduottar.EC-Hummock","presence"
466.521192487576,-18.9580343453473,-1311.06874942139,-1145.8721247388,642.947866480787,0,485.479226832923,0.819017370237679,"nonveg_596","absence"
2446.08018847851,2255.47570596654,-5157.31466073353,-6233.23006065306,653.352435478286,0,1189.35257502845,1.31647970743947,"USA.NorthSlope.Sagwon-C18","presence"
1640.23016922525,1400.93624577858,-4993.06675134378,-5658.62754083187,724.768891411575,0,2386.79076886575,-0.265448047989814,"USA.InteriorAlaska.AUFEIS","presence"
537.249743993734,-27.0640029181508,-1384.66699664221,-1354.73755044736,2964.55928615009,0,903.581094028432,46.1942162043158,"nonveg_733","absence"
1673.10856174584,1497.26459312011,-5897.10560725651,-6545.59359718792,178.76189983664,1,966.463199890787,0.327335173931864,"USA.InteriorAlaska.1","presence"
3729.16221358809,1858.58550626242,-6561.59043654743,-7488.5794389112,452.331067311003,0,3402.83923858765,-0.191503419856789,"USA.Kougaork.TallShrub","presence"
39.9811952648081,385.296136789438,-936.862069484408,-1412.0955301106,1709.84594278261,0,534.520385040381,7.05538596298939,"nonveg_806","absence"
-263.103900835894,-647.576412350452,6717.68714069451,7114.31457293659,87.4635179717428,0,627.586726268354,0,"nonveg_1695","absence"
212.823810863148,86.6131170122479,-2537.27690728426,-1850.3942530785,788.654979584701,0,1317.9062398513,-22.7369982122804,"nonveg_874","absence"
844.054483917815,541.410750333214,-2319.26226577374,-2544.46297515946,924.476721050192,0,1011.38312811317,-11.5578883175562,"Canada.Ivujivik.TP10","presence"
64.584851890282,411.020592589181,420.974279268266,770.291960152643,201.846387548393,0,863.817830197747,-16.6882319264383,"nonveg_1509","absence"
-404.625705333234,-1972.89619512419,7813.25702636213,6961.27039396293,221.425621280568,0,1998.63886955679,-12.2818514244323,"nonveg_1797","absence"
924.105415087896,488.368877019085,-1905.5771848433,-1436.24749487649,993.141486153067,0,577.865647883435,-0.321315177296007,"nonveg_736","absence"
-12.8245504744601,96.1824881722472,-1177.48647575491,-1924.47520632038,1046.93182614346,0,1718.74054311409,1.93759075176728,"nonveg_532","absence"
824.915068482442,583.929887503873,-1338.28534625007,-2903.26233511955,483.937495474603,0,912.703817853771,8.56121368148911,"nonveg_576","absence"
280.245361654101,615.580258332325,-1295.03751606452,-1504.33376859679,879.500555319965,0,593.325111274013,-29.4178057759266,"nonveg_972","absence"
2920.53615908261,1909.59272651267,-5633.17531923387,-6769.23575120808,433.901061509775,1,1807.24444580997,4.57122503472287,"Finland.Kilpisjarvi.20","presence"
452.573689242151,488.766313578242,-963.795416668167,-687.173168632146,1242.47864516012,0,502.023687710237,-14.0488314681029,"nonveg_710","absence"
3118.64624776986,2101.62328382292,-5092.94447118051,-6399.24186016604,521.459821642386,0,1662.8238527577,-4.72919915881011,"Sweden.Abisko.NT-DryHeath","presence"
442.053079339868,265.82071000678,-2514.9948133191,-2820.69429705973,1251.98030039906,0,513.289840693296,-6.44833507019846,"nonveg_954","absence"
3161.73446606222,1963.85665450771,-5030.01457013804,-5837.91063076984,712.166915132107,0,2485.20785727164,-15.7707026918156,"Russia.Kytalyk.T3","presence"
2566.51492017374,1749.14481711404,-5617.74040629655,-6240.88737519216,564.66947471602,0,1748.91924149322,0.512832359444639,"Finland.Javrresduottar.A-Betula","presence"
733.495127856961,-1228.2338830829,10000,10000,1208.53574271458,0,1961.72901093987,0,"nonveg_1236","absence"
252.881930157972,495.310419425674,-1386.71916791609,-2254.41092814459,2163.39940840789,0,871.702534252603,20.0722657956923,"nonveg_825","absence"
443.373505878591,436.246050024924,-1456.04835497868,-442.064281526071,2519.27240781225,0,911.619707418371,2.0949040922667,"nonveg_583","absence"
2480.50842176652,1366.49949805182,-5181.60430482458,-6272.62832506159,453.135506773556,0,1865.20613135667,10.2104818594377,"Norway.Javrresduottar.EC-Salix","presence"
1026.18348835139,16.9981187708033,-1725.35987215284,-1888.14021604038,691.24054456497,0,1088.15915127871,7.12396669186145,"nonveg_608","absence"
2475.0338718311,1312.27948926551,-5992.65057206503,-5373.11737282621,777.380671440014,0,2881.83734504644,10.7784123217434,"Russia.Yamal.Nadym-2-IH","presence"
2134.58413133182,1613.87297114764,-5901.57683909814,-6507.92083173478,513.096747570269,0,1359.17864163236,-7.62218896589845,"Canada.PayneLake.TDA3","presence"
452.033892235844,622.796202980469,-1436.42260870824,-1097.67354205524,1009.40102943942,0,593.275169233137,-0.699483726138068,"nonveg_769","absence"
4292.56403872548,1801.46010192139,-6873.9851118291,-7316.37826635977,407.86178086583,1,3496.69603747989,5.39952471008448,"Finland.Kevo.14","presence"
3233.09403943502,1730.36607120972,-5257.19420562409,-6267.40779262751,703.36272600329,0,1942.75454782552,-4.76546760066281,"Russia.Tiksi.GraminoidTundra","presence"
2482.96257289388,2516.06200262915,-6115.48306981679,-6413.31821974692,680.640920773396,0,872.87756162995,0.656387420669907,"Canada.Yukon.SCHAR","presence"
721.307815093322,-168.574397887691,-2165.08338635127,-2040.05303024939,751.294246766286,0,889.882212981013,5.7879648021486,"nonveg_779","absence"
191.289303551529,10000,377.354018736181,311.393757832502,1837.79222536838,0,9808.71069644847,32.9440653964437,"nonveg_1477","absence"
3.98181192995401,104.477910600521,-1556.33623605956,-894.254416288982,1125.81610188195,0,1300.8030653008,9.40416954248815,"nonveg_693","absence"
3307.49637819811,1881.3197100312,-5976.50082198661,-7272.30788421698,361.999172805689,0,2824.93307755838,-2.05311981477556,"Sweden.Abisko.VJ-Wetland","presence"
-544.591977753481,-723.817441263793,-334.18795441678,-1533.99531211211,1797.33464336451,0,1929.64169893138,25.082768422256,"nonveg_645","absence"
136.36910810721,228.115253449647,-1037.92975182271,-193.24924665009,1508.02677948972,0,797.573155622946,2.6590662480774,"nonveg_848","absence"
3090.01529019184,2640.58825516238,-5756.05439269206,-6491.98287608886,782.395551803372,0,2203.83856570041,6.31815390209354,"USA.YukonKuskokwimDelta.72B2","presence"
2027.52188842514,2404.4035690438,-6058.6724899826,-5551.60721752315,534.558090317785,1,1809.47464138058,-0.810575848766842,"USA.InteriorAlaska.4","presence"
2385.81089728959,2040.80934618717,-5754.92966606536,-6191.85864801137,636.502145536668,0,2112.65420235035,-0.156638770720198,"Canada.DaringLake.Tower3-DwarfShrub-2","presence"
2681.00667265048,1809.64695147517,-5278.26652339108,-6344.70513219301,571.397171160231,1,1616.3283793337,6.56757545254837,"Canada.CoutureLake.TDA7","presence"
1997.85411646214,1158.52182744628,-4541.54051957659,-5234.93939917047,798.281974387323,0,1296.65860439569,-6.610757836491,"USA.NorthSlope.14","presence"
-337.804677712297,456.364521050401,-1803.32904156269,-1362.67117626676,1321.98207861432,0,1116.50455659258,-15.9753175730203,"nonveg_571","absence"
2208.38043026992,1478.72150688822,-5155.53306680758,-5966.08258090511,707.10965769545,1,1755.77133978997,0.801798375384339,"Canada.DaringLake.Tower1-SedgeHollow","presence"
2886.31760655203,2353.58152616074,-6404.4183259205,-6344.51019258424,613.251364544777,0,1882.73524089499,6.91613216908765,"Russia.Yamal.Laborovaya-1","presence"
3175.86622173292,2561.21106880647,-6107.80498589019,-5914.0498487524,766.095878559678,0,1326.00919790123,0.0464185846979548,"Russia.Yamal.VaskinyDachi-2","presence"
2017.41552139565,1612.2780332926,-4389.52989395416,-4667.06939153502,879.973507354735,1,817.773640760027,-3.64366681209563,"Canada.BonifaceRiver.LSA4","presence"
340.604838438107,494.520041628767,-1535.75497725943,-785.96263674134,1778.36417744066,0,435.662631186581,-9.12996229537869,"nonveg_768","absence"
1922.53506182724,1228.22386548524,-3885.37197894632,-5150.16984982052,806.70560941692,0,555.898777684936,-11.4476129277866,"USA.NorthSlope.13","absence"
-113.20937779341,-216.175807332271,-258.911833492956,-178.769689711949,2067.97884626103,0,674.771059821663,0.553835881060564,"nonveg_558","absence"
1697.78449283015,1314.03892511623,-2506.21007009566,-2290.03981808074,830.378266470496,0,801.06980966824,-6.04919210957898,"nonveg_706","absence"
2001.69375157694,1180.20050538478,-3774.87818257865,-4066.02578751335,792.413066050259,0,1634.03872595673,8.06256872356208,"Finland.Kevo.3","presence"
299.112776982782,376.726662920172,-2024.82713284938,-1929.28935649718,895.971880409367,0,171.095691260959,-7.06388385003525,"nonveg_919","absence"
2381.6447833254,1473.76058746337,-5560.76647023783,-6282.19268824764,470.583662474018,0,2395.04559783545,34.285549388985,"Finland.Javrresduottar.EC-Sphagnum","absence"
1633.37996564129,1342.99098634606,-4751.07171544658,-5811.13739942142,637.101080002133,0,1448.47832588536,30.4316993537544,"Canada.DaringLake.Tower1-SedgeTussock","presence"
3104.55164928511,1703.03577106317,-5679.42739237992,-6512.51411560274,587.362294991093,0,2703.75580876957,10.1241781710574,"USA.YukonKuskokwimDelta.15B2","presence"
1554.05228417724,1191.39243058614,-4085.79435878583,-4403.97542457708,758.397119954274,0,793.177089754137,11.3445097502604,"Canada.ChukotkaRiver.TPO5","presence"
1141.73127019696,518.798026338145,-2264.03133537919,-1958.34427745067,1352.99511558423,0,1088.65718913921,-1.59567051893584,"nonveg_725","absence"
2585.5348565732,1889.52476387017,-5691.90522802378,-6528.00265607308,483.81009115896,1,1876.94674020458,12.9961294581207,"Canada.LeRoyLake.TDA3","presence"
1219.74645366337,38.1170874594725,-1039.16685387028,-1566.52615836884,1344.09239889594,0,1181.6293662039,20.4145977143062,"nonveg_695","absence"
2695.72681480097,1873.8368464646,-5981.02204572964,-6683.5672453312,466.237818302062,0,1486.34798354113,-11.5093233672148,"Finland.Javrresduottar.A-Hummock","presence"
1628.02661373684,1750.23376785954,-5464.06275479091,-6156.14047472526,749.304050568548,0,4394.75443760712,-13.6891764210678,"Canada.KluaneLake.Outpost-MixedTundra","presence"
73.3169549721554,946.397283459948,-1907.38906047678,-1193.82351123273,1179.30095590817,0,1057.63468508393,-19.0650608608057,"nonveg_729","absence"
201.01360935705,-171.295176656703,-1105.65901023895,-1904.00833851474,1308.20330408395,0,1181.03990040092,17.0378146130281,"nonveg_560","absence"
403.261046203069,1445.66119676027,-2030.15366987414,-2424.05913487118,2093.61470322492,0,1042.4001505572,-16.9082949558353,"nonveg_915","absence"
-454.243716837763,349.310578318254,-1602.94673007749,-1499.51715141349,872.461341914628,0,965.034350889949,-3.54978773138702,"nonveg_1442","absence"
2278.46522429847,2590.68423873978,-6797.59378347071,-6450.31550084272,378.55926338983,1,1194.87397861777,-3.79753157203741,"USA.InteriorAlaska.22","presence"
680.903843393528,157.321866212189,-2054.03241477714,-658.555687024108,1309.44807098643,0,1449.08653223006,-12.1756620946781,"nonveg_547","absence"
3343.71026094263,2372.55320499386,-5532.81392737206,-6335.97572138368,793.837577778456,0,971.107710590657,4.392070796992,"USA.YukonKuskokwimDelta.3","presence"
2675.92892170932,2005.65853461097,-5765.55830750477,-6194.46036792598,570.053544574933,1,1934.7355680829,-17.2914485139253,"Russia.Kolyma.T1","presence"
855.564603790761,195.302533220917,-515.949544729825,-746.451914463131,1142.39907576969,0,850.325547316255,3.79271255395577,"nonveg_1316","absence"
721.307815093322,-168.574397887691,-2165.08338635127,-2040.05303024939,751.294246766286,0,889.882212981013,5.7879648021486,"nonveg_779","absence"
2482.24872237859,1820.13461769641,-5315.49039747454,-5917.52123251856,730.324560332999,0,1283.83609145314,19.9881639180697,"Canada.ChukotkaRiver.TH1","presence"
2482.96257289388,2516.06200262915,-6115.48306981679,-6413.31821974692,680.640920773396,0,872.87756162995,0.656387420669907,"Canada.Yukon.SCHAR","presence"
306.075680731308,-1012.27016413694,-2138.16602992166,-945.098832786719,1145.46966698373,0,1479.79143075305,49.1954562539176,"nonveg_1888","absence"
1331.84788653243,1508.62247750596,-4945.71340376864,-6345.46051542079,591.854479652039,0,2513.90530255611,-5.32973363788226,"Canada.KluaneLake.Quill-MixedTundra","presence"
-435.113303200971,221.768500107917,-1052.19294176652,-678.857563993795,840.53129716881,0,1031.86502036032,-16.5547409989736,"nonveg_851","absence"
1576.63945523733,449.331198593317,-4300.19714360779,-4913.84663518925,790.497191762062,0,2370.13629366076,-4.21235832727101,"USA.NorthSlope.WestDock-C14","presence"
986.04767246955,516.938114287066,-1387.16918048385,-2111.63586312348,2724.50234605565,0,782.38729927671,5.09597961949033,"nonveg_1261","absence"
252.881930157972,495.310419425674,-1386.71916791609,-2254.41092814459,2163.39940840789,0,871.702534252603,20.0722657956923,"nonveg_825","absence"
3446.74910425424,2510.80920660789,-6352.48186121232,-7154.47328599085,313.577492451571,1,986.179344483126,-7.83517549066104,"Finland.Kevo.6","presence"
2267.71044819772,1981.19720536323,-5791.6531662169,-6323.76158479972,725.800469754044,0,2705.32813494309,-2.08902697111264,"USA.InteriorAlaska.LOWERQUARRY","presence"
3285.24619164603,1975.6048730345,-6173.28657782588,-7154.20034837352,329.204624623563,1,2922.37181821895,-0.843990647965453,"Sweden.Abisko.VJ-SalixShrub","presence"
2332.51289439814,1988.78980442914,-5105.31232794346,-6244.93345779114,732.238854525996,0,2511.2350637943,2.44937465560845,"USA.InteriorAlaska.24","presence"
3919.48254365147,2531.31498330334,-6579.51215045733,-6880.1443771349,603.575512153781,0,2419.69063611662,-14.6128986231649,"Norway.Javrresduottar.A-Betula","presence"
3077.14669695986,2213.38107219091,-5746.13962640685,-6830.96768264553,526.215467861192,1,2109.08218511248,2.83302380747173,"Norway.Javrresduottar.A-Salix","presence"
546.232586796273,573.965884870444,-1251.73345957207,-2784.45837882304,3100.35679390412,0,599.47021635648,32.919263268766,"nonveg_855","absence"
620.556654619768,472.662794563825,-1069.18882297016,-1482.17926890771,1731.29047043374,0,147.893860055943,2.8167081357507,"nonveg_936","absence"
557.483122626292,87.6955551513851,-900.921996301682,-1317.64939462077,1568.91513301171,0,908.204551431471,-10.1007255879846,"nonveg_1234","absence"
2320.88698693269,1709.03275507699,-5706.82779859852,-6185.14624577873,586.470792339351,0,2068.49306707153,-5.83622098768399,"Finland.Javrresduottar.A-Sphagnum","absence"
2557.72028364123,2398.55824115401,-5411.75356405625,-6879.2596960746,332.471998936319,1,1201.70989703795,-0.191585454865579,"Russia.Yamal.Nadym-1","presence"
2697.18026452912,1882.25134768758,-5291.49756302766,-5738.93038462004,721.5121023493,0,1866.43093326287,-1.50016382470542,"Russia.Yamal.Nadym-2-H","presence"
201.01360935705,-171.295176656703,-1105.65901023895,-1904.00833851474,1308.20330408395,0,1181.03990040092,17.0378146130281,"nonveg_560","absence"
2936.32482978896,2183.67404810843,-6187.24289347632,-6888.67620267755,513.946783190835,1,2390.57019984971,8.21526041451079,"Norway.Javrresduottar.A-Hummock","presence"
1895.77854737332,1941.88471185112,-4724.57927850663,-5698.68974311038,835.606937395904,0,1360.22525496085,7.18127964497342,"USA.YukonKuskokwimDelta.5","absence"
957.154170724411,-87.3140278709013,-1675.50317877462,-1516.28468562834,2327.09848757497,0,1493.6152337849,15.22782127129,"nonveg_624","absence"
178.120704616216,114.108421944096,2173.75075888341,1741.61473821974,0,0,416.508156298576,-16.7459837033042,"nonveg_1646","absence"
739.518467329229,-251.08374378058,-390.590941359947,-1107.17702628796,1865.15701072695,0,1056.45890729091,19.2192273148468,"nonveg_1416","absence"
3233.09403943502,1730.36607120972,-5257.19420562409,-6267.40779262751,703.36272600329,0,1942.75454782552,-4.76546760066281,"Russia.Tiksi.GraminoidTundra","presence"
2127.97345257076,1947.43042922092,-5508.9489418048,-6064.99167186961,663.061829665313,0,1663.28563921845,6.81170513758355,"USA.NorthSlope.Sagwon-C19","presence"
3316.8446702961,1283.61665167987,-4860.11779862523,-6200.86279333401,689.130743016173,0,2186.71711931726,-13.2417509934429,"Russia.Tiksi.FloodMeadow","presence"
2627.3789743382,1903.11154787471,-5144.45397528494,-6218.70121951976,590.788198017209,0,1480.9425165487,0.752893251937707,"Canada.PayneLake.TDA2","presence"
3737.12733162791,1917.95043796358,-6099.2827416196,-6098.82677998594,630.163755530992,0,2397.86547932193,22.1851005245028,"Sweden.Abisko.KJ-Snowbed","presence"
-337.804677712297,456.364521050401,-1803.32904156269,-1362.67117626676,1321.98207861432,0,1116.50455659258,-15.9753175730203,"nonveg_571","absence"
3060.75609736075,2190.87275004164,-5583.75288291033,-6153.65953483034,847.627574858951,0,1611.29900488574,4.49243060371115,"USA.YukonKuskokwimDelta.UB7","presence"
1865.04991909535,1244.18202186459,-4313.0294859734,-4645.2828615177,983.12519937991,0,1459.44184669742,13.1034685890023,"Canada.BanksIsland.GreenCabin-C10","presence"
1117.24219411144,441.033706607975,-2212.83377179596,-2616.19845338507,1272.40164511992,0,1873.97290425328,15.7880453287341,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
2243.24369304918,1652.47995226288,-4553.57604815405,-4860.79444202499,879.104767703873,0,830.099092940865,-5.33791279850948,"Canada.BonifaceRiver.LSA2","presence"
1921.34630307156,1706.0440141388,-5086.08087426088,-5451.46608343572,836.061440477098,0,1351.36570925095,-23.7377984704542,"USA.InteriorAlaska.BROWNSCREEK","presence"
4120.156500255,2553.73819383709,-6316.74582833718,-7714.44300364283,338.354739290741,1,2495.92486387328,6.33312972945358,"Canada.ClearwaterLake.AB1","presence"
236.703942368381,357.243706246879,-1649.00578993293,-1984.71643921021,626.384886916367,0,652.640492280899,-17.6495404208617,"nonveg_931","absence"
2881.1905640116,2587.99709504652,-6133.48582309409,-6611.33564688264,681.681191183351,1,1444.12949869953,0.979005718219869,"Canada.Yukon.SOUTHSTONEBOY","presence"
2886.31760655203,2353.58152616074,-6404.4183259205,-6344.51019258424,613.251364544777,0,1882.73524089499,6.91613216908765,"Russia.Yamal.Laborovaya-1","presence"
2952.8391323359,2541.4473922423,-5920.51723821049,-6593.01663116087,631.318803065247,0,2429.63969047892,-5.29150796072327,"Canada.Yukon.SWEDE","presence"
-320.866307909676,-23.6615437415402,-2036.99237815177,-2759.60036949024,754.921331601876,0,1022.00511574705,5.55876007990576,"nonveg_666","absence"
743.188047244489,507.548582050116,-1743.70419749194,-1898.66103076832,1241.65521155653,0,491.773326499621,-15.2165475192885,"nonveg_984","absence"
820.21718739173,154.434826687187,-1640.14101025094,-1811.33357560707,2593.0393938336,0,665.782360704543,25.6524988437724,"nonveg_688","absence"
191.289303551529,10000,377.354018736181,311.393757832502,1837.79222536838,0,9808.71069644847,32.9440653964437,"nonveg_1477","absence"
191.289303551529,10000,377.354018736181,311.393757832502,1837.79222536838,0,9808.71069644847,32.9440653964437,"nonveg_1477","absence"
498.888625597754,763.717446417155,-2256.32171018723,-1180.32299426399,4866.73051627975,0,950.728003098806,-4.97670217392344,"nonveg_1037","absence"
850.756009472119,1758.26214888954,-5250.65660030573,-5264.31429995888,741.485583347648,0,1070.96985647254,-28.705135842976,"USA.NorthSlope.9","absence"
2381.6447833254,1473.76058746337,-5560.76647023783,-6282.19268824764,470.583662474018,0,2395.04559783545,34.285549388985,"Finland.Javrresduottar.EC-Sphagnum","absence"
3141.92039779167,964.426815111544,-5686.3923549027,-6518.55237797487,580.885351605785,1,4290.64981693117,31.6688853036242,"USA.InteriorAlaska.BABBAGE","presence"
-113.20937779341,-216.175807332271,-258.911833492956,-178.769689711949,2067.97884626103,0,674.771059821663,0.553835881060564,"nonveg_558","absence"
1753.93281777111,1381.03013440612,-4061.60990414195,-4114.76660427552,932.893751077616,1,1566.54774067934,-4.8642469447433,"Canada.ClearwaterLake.LS1","presence"
329.516079194889,110.892381616621,-494.147304996523,-850.287683839789,830.415881107136,0,775.223097211349,-4.51275938298951,"nonveg_1089","absence"
620.556654619768,472.662794563825,-1069.18882297016,-1482.17926890771,1731.29047043374,0,147.893860055943,2.8167081357507,"nonveg_936","absence"
-454.243716837763,349.310578318254,-1602.94673007749,-1499.51715141349,872.461341914628,0,965.034350889949,-3.54978773138702,"nonveg_1442","absence"
1633.37996564129,1342.99098634606,-4751.07171544658,-5811.13739942142,637.101080002133,0,1448.47832588536,30.4316993537544,"Canada.DaringLake.Tower1-SedgeTussock","presence"
2566.76425118563,2109.29116267535,-5608.91077548062,-6693.4396768579,820.984147933618,0,2775.84363049866,-3.89478039219212,"USA.InteriorAlaska.AMSUMMIT","presence"
3093.57323078408,2315.75609421769,-6459.65182268045,-7284.43051106553,497.518214044295,0,2817.83882533462,-1.47212896332698,"Finland.Kilpisjarvi.16","presence"
1501.64927147013,1290.5321475789,-3626.34203503502,-3892.86721005971,853.140460426559,0,789.557076285399,7.30303719820547,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
-350.652339218981,10000,-879.743559666905,-1298.94444086542,1792.40681123714,0,10625.118507616,10.3169500683498,"nonveg_1241","absence"
3104.55164928511,1703.03577106317,-5679.42739237992,-6512.51411560274,587.362294991093,0,2703.75580876957,10.1241781710574,"USA.YukonKuskokwimDelta.15B2","presence"
