"spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_EVI2b_annualRange","site_code","presence_absence"
4107.25223129777,1657.52198308382,5884.25427107576,-6210.2391346083,-6447.52742402387,-5213.89833806016,1,2888.50286030088,"USA.InteriorAlaska.2","presence"
571.824046064813,10000,248.867754070298,546.144380875211,167.040666252415,681.769081315947,0,9829.48945417797,"nonveg_1477","absence"
39.2532570579172,25.0908975663448,1354.55684512527,-797.256658613175,-3072.76392605039,-1438.87279343201,0,1376.44012526893,"nonveg_627","absence"
914.438660402483,476.212860922363,1353.81400674235,-2431.45410526364,-2460.11682897541,-842.831320775152,0,1939.08482530447,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
3252.54276169634,1689.61226116543,4306.76820794927,-4041.15619808005,-5723.24248473406,-3911.34181403019,0,1725.47616133695,"Canada.KluaneLake.Ruby-MixedTundra","presence"
3415.15758525003,2078.4154742779,5640.71635817773,-5999.8410772433,-6799.97080362272,-4016.25834517858,0,975.851721028136,"Canada.PayneLake.TDA0","presence"
895.195977791046,231.980143027924,733.776758870471,-1543.565682058,-1025.95050035203,-1709.97981948925,0,663.215834763123,"nonveg_876","absence"
1672.01087436145,1417.95346976552,2567.36527984616,-2780.74985163008,-1798.77443041696,-1018.43753538702,0,932.497544693235,"nonveg_758","absence"
504.37457119283,747.485426212642,1037.55638408452,-1109.98804679312,-1880.63101725623,-921.647233082996,0,573.314090328005,"nonveg_714","absence"
374.709920861547,740.850513273815,928.061417222009,-1151.63255021614,-1749.57334300802,-904.999229026333,0,411.346013832931,"nonveg_535","absence"
182.34521404944,198.021370011804,469.865918300572,837.125891995857,-1557.81623817719,-1436.51373439862,0,578.754602772013,"nonveg_594","absence"
571.824046064813,10000,248.867754070298,546.144380875211,167.040666252415,681.769081315947,0,9829.48945417797,"nonveg_1477","absence"
864.404228304785,174.020258574304,-448.932480288256,-1487.86358108511,-683.658937587176,-906.628604229833,0,1099.81474203108,"nonveg_560","absence"
89.2097539438969,-799.949504505791,941.125867546055,-1950.72568977409,-2279.53327114346,-2156.80410308243,0,1328.61352966121,"nonveg_645","absence"
2829.86730771333,1203.60799392307,4053.40329128044,-4215.47045316685,-5092.42671455037,-3406.41923817803,0,1194.10740709648,"USA.NorthSlope.FranklinBluffs-C16","presence"
4199.33744183563,1846.69456230666,6047.22767015837,-5176.91648414664,-6845.67503037323,-3950.157940209,0,2404.27304333331,"USA.BrooksRange.8","presence"
4990.48124105769,1901.33058306043,6436.85111168673,-6162.31024462156,-7239.39924677101,-4826.9605690375,1,3615.7034196351,"Canada.BonifaceRiver.AB8","presence"
944.353212997384,1258.76892851117,777.893611292845,-1933.64419259202,-2288.81736994722,-1370.94355992868,0,819.98868631428,"nonveg_863","absence"
2647.26970059823,1724.07309595086,4351.80893940487,-4711.69561409851,-5248.47294340125,-3869.9224865754,0,1825.09992559188,"Finland.Kevo.12","presence"
3693.23467422321,1573.23153196483,5693.29538771444,-5544.65884054564,-6597.63626759267,-4417.17787321242,0,2027.48411637184,"Canada.DaringLake.Tower4-LowShrub-2","presence"
2615.86339004607,1638.37281731385,4252.65096399873,-4869.11212156322,-5120.11240844636,-3574.3781563171,0,788.233846273387,"Canada.BonifaceRiver.LSA4","presence"
4041.14951907869,1105.34787101327,5489.65135727493,-5861.7193246592,-5967.23952839927,-1836.67917004641,1,1820.13898564404,"Sweden.Abisko.KJ-MesicHeath","presence"
4434.42168267045,2112.65688922572,6272.23551601481,-6157.65769647363,-7286.98811103256,-5224.49615741086,1,2507.40850749124,"Norway.Javrresduottar.A-Salix","presence"
3440.42008295927,1379.13181516982,4638.06286435536,-5423.12784985366,-5728.27964254482,-4392.3765353477,0,2050.13342348028,"Russia.Kytalyk.T3","presence"
615.366058542247,629.704800091317,423.601247460079,-749.990557661627,-1376.51395666057,-271.995356191983,0,665.977246921399,"nonveg_936","absence"
864.13045620998,262.900345127301,1172.47155563969,-2533.67597198648,-2232.61609710709,-997.930557590151,0,731.092400695588,"nonveg_954","absence"
590.283139706487,429.783813552327,1551.14894778391,-2095.88902085409,-1741.37557016626,-1702.31365915215,0,1019.51261108727,"nonveg_894","absence"
1044.73383055852,203.912299347489,949.730338695552,-1856.63688737297,-1073.91330639166,-1482.39872231453,0,970.689121647344,"nonveg_871","absence"
943.324591325565,426.435424289791,434.734343072386,-2220.10648691501,-2211.47406753438,-841.296335494632,0,919.260577993551,"nonveg_725","absence"
988.256215597545,225.818889793759,2564.71332228571,-2653.23610414455,-1975.45459127467,-1511.42021547612,0,949.376702932248,"nonveg_719","absence"
-228.260472540621,537.423173097782,981.076875180542,-155.605074840904,-778.799932815805,799.833633955151,0,847.569382274746,"nonveg_689","absence"
3387.86900224183,1975.55408359791,5410.5788832204,-4794.21044368477,-6119.54238663853,-4647.99854575353,0,1218.04116814786,"Russia.Tazovsky.Burned12","presence"
1101.25347356785,1142.72745275486,245.433953394935,389.804860052186,-846.427131621858,-737.909212354632,0,1778.95580068419,"nonveg_571","absence"
3440.42008295927,1379.13181516982,4638.06286435536,-5423.12784985366,-5728.27964254482,-4392.3765353477,0,2050.13342348028,"Russia.Kytalyk.T3","presence"
3126.86432865868,2295.28763140631,4673.77736423037,-5834.91301165757,-5600.52503323506,-3744.23720525965,0,849.649583838006,"Russia.Yamal.OstrovBelyy-1","presence"
3129.5791758399,1745.18956047557,5639.12102570803,-6097.26023752114,-7073.12251596887,-4963.56592673809,0,1407.50726506462,"Norway.Javrresduottar.EC-Hummock","presence"
2829.86730771333,1203.60799392307,4053.40329128044,-4215.47045316685,-5092.42671455037,-3406.41923817803,0,1194.10740709648,"USA.NorthSlope.FranklinBluffs-C16","presence"
51.7025395502588,768.279288335869,2373.98834188679,-1942.41421593108,-2384.82462336553,-992.277820802082,0,1636.78636519421,"nonveg_674","absence"
173.592537517049,-181.860918387721,-121.622822891891,1342.80126549611,-501.859518913181,94.5864377415167,0,355.453455904771,"nonveg_1145","absence"
993.482164014425,165.905781922566,515.970856072644,-1363.59886313535,-1575.27547678373,-2605.30643267374,0,827.576382091859,"nonveg_767","absence"
4093.7107831615,2490.205982056,7203.74034922685,-6350.75978226155,-6459.24140181318,-5697.22105336199,1,1663.67210914179,"Finland.Kevo.6","presence"
963.93189008652,-990.978288106416,1535.31086383263,-2138.74835541951,-2711.6088948682,-2560.58857334785,0,2801.73235621619,"nonveg_648","absence"
481.92808873658,-106.425629033776,259.111102679152,-923.60783013282,-1724.55958059065,-421.401620942289,0,1191.27068673634,"nonveg_659","absence"
250.666951514116,520.178472429319,558.415719338146,-1528.980844027,-2063.61841278906,-1607.91983928707,0,619.681852036108,"nonveg_1261","absence"
925.41380021622,831.654514668947,1412.18432423099,-1978.86986758919,-1405.63817772451,-48.6588578161402,0,719.309589136391,"nonveg_941","absence"
4922.81703452603,1184.82327729799,5684.79130856944,-5657.9035793485,-6799.30264610402,-3866.70076660786,0,3876.13965427305,"USA.InteriorAlaska.BABBAGE","presence"
3833.40327405269,1881.39977642036,6539.13588078823,-5552.03620859296,-6543.48080637307,-4967.77109661438,1,2402.42675058488,"USA.InteriorAlaska.5","presence"
1136.88531874736,1047.71902891495,782.47710787586,-1747.70689580124,-1751.52669476731,-1773.41503431666,0,732.147619668222,"nonveg_915","absence"
635.535427457117,10000,476.882439462852,-733.976979852316,-537.120038619136,196.835326068855,0,10369.9220713352,"nonveg_1241","absence"
111.234052310048,-486.261997361885,-1189.59207426818,7191.87229837442,9374.48648648989,7999.74723292019,0,793.62605104439,"nonveg_1994","absence"
4197.0319767055,1715.95540878331,5384.81520854282,-6186.32333755365,-7105.2242350674,-3856.30431158411,0,2948.51421643555,"Canada.DeceptionBay.BEGL3","presence"
2683.4002551074,1146.46762323957,3634.18743011716,-4739.72743839901,-5048.03607362279,-2815.90031428021,0,1725.64013868343,"USA.NorthSlope.Deadhorse-C15","presence"
453.636550230002,797.058358263023,580.547038453818,-1727.67079667173,-2412.46023178278,-343.445931875145,0,754.829998499081,"nonveg_769","absence"
581.240899121824,484.851908683509,486.143276790961,-1351.32078541262,-1357.19758730318,-639.604613873643,0,720.390837312205,"nonveg_874","absence"
3135.92857845954,1464.79373166387,4311.2696821796,-4959.48522322187,-5712.41558232078,-4040.58823683573,0,1288.07230873864,"USA.NorthSlope.Sagwon-C15","presence"
320.496388587013,557.058139424303,1522.9111123824,-1462.3585196614,-1899.82865066946,-1443.24059209027,0,597.325783742836,"nonveg_695","absence"
-90.0063300958112,335.981605799708,1006.98541425814,-782.887374394583,-2090.01406455508,-146.17856461916,0,547.166074201014,"nonveg_1340","absence"
4203.71469175678,2607.79229663944,4568.21415709751,-5709.8954400094,-5869.72668868174,-4691.69277379348,0,1618.97871844934,"USA.YukonKuskokwimDelta.UB7","presence"
1291.91666044834,800.82725066987,2282.78295288222,-2607.4249198346,-3696.53941729808,-1566.45524751649,0,730.916183542169,"Canada.BanksIsland.GreenCabin-C07","absence"
4129.20223147501,2273.18373028813,5329.21228396212,-5604.83902612798,-6390.42091727899,-5213.39782053621,0,1866.1757921567,"USA.NorthSlope.Ivotuk3","absence"
3883.93067935528,2142.17494165397,5382.61601280077,-5572.13560651387,-6043.40338900815,-4394.56780295739,0,2492.73596676718,"Sweden.Abisko.NT-SparseVeg","presence"
3.10901545701762,43.3822313801134,-57.6875454855007,-1090.86521657673,-798.598236063327,812.915876917037,0,908.51942832131,"nonveg_558","absence"
1984.29431973274,1141.72161015945,3511.06840076117,-4305.92919105825,-5251.07977389039,-3347.13460313137,0,1177.28940983151,"Canada.LeRoyLake.TD1","presence"
158.359848521228,307.666162514215,750.299722978702,212.496394909399,-1669.56363379234,-1301.20092601104,0,357.026456611762,"nonveg_988","absence"
1136.88531874736,1047.71902891495,782.47710787586,-1747.70689580124,-1751.52669476731,-1773.41503431666,0,732.147619668222,"nonveg_915","absence"
-10.368857854207,-866.943218325601,795.838760915783,-1637.79417472418,-1889.50626142595,-821.780981144576,0,1588.37965715919,"nonveg_897","absence"
3524.76968715345,2411.60702805054,5925.50711405169,-6258.55935160987,-6917.00841338969,-4766.94266354971,1,1728.14188354072,"Canada.LeRoyLake.TDA6","presence"
173.592537517049,-181.860918387721,-121.622822891891,1342.80126549611,-501.859518913181,94.5864377415167,0,355.453455904771,"nonveg_1145","absence"
3915.92772852955,2391.78505010058,6228.51753790192,-6099.01817268702,-6910.02195052149,-5089.67208684739,1,1241.01941314364,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
320.496388587013,557.058139424303,1522.9111123824,-1462.3585196614,-1899.82865066946,-1443.24059209027,0,597.325783742836,"nonveg_695","absence"
1209.99474579575,25.6409889203105,2056.614197159,-1978.04750142343,-2137.05170932557,-1334.55888961319,0,1184.35375687544,"nonveg_666","absence"
3524.76968715345,2411.60702805054,5925.50711405169,-6258.55935160987,-6917.00841338969,-4766.94266354971,1,1728.14188354072,"Canada.LeRoyLake.TDA6","presence"
999.621797585382,470.02660719289,1949.71456821049,-2527.87740530609,-2564.70066500967,-897.409761702955,0,518.450462959335,"Canada.Ivujivik.TP10","presence"
943.324591325565,426.435424289791,434.734343072386,-2220.10648691501,-2211.47406753438,-841.296335494632,0,919.260577993551,"nonveg_725","absence"
3807.9677269609,2234.41535750496,4798.20515541369,-5879.44822205577,-6141.26940789008,-5046.9402791624,0,1769.46867302333,"USA.YukonKuskokwimDelta.15B4","presence"
4623.03447834394,2542.54283773234,5934.47238473328,-6049.04234368118,-6637.40746295894,-5008.84467520615,0,2690.81583394163,"Canada.Yukon.SWEDE","presence"
3043.66051335567,1050.70387903745,4028.81322820752,-3985.63539390073,-5163.76439540284,-3569.57410851229,0,2887.92089944808,"USA.NorthSlope.14","presence"
2923.01242593051,1903.81555547616,4168.30339628206,-5719.0022750908,-5658.91784786172,-4135.51067491155,0,1209.95027189753,"Canada.ChukotkaRiver.TPO2","presence"
3452.84228987119,1711.33985956056,5145.86133442879,-5511.37060784917,-6414.91195098808,-3824.33616452293,0,1780.20068600015,"Canada.DeceptionBay.BEGL2","presence"
3451.38292946333,1499.65065521106,4997.67473596705,-3307.83922296247,-6306.02774516906,-4394.59654738958,0,3309.08017783265,"Canada.KluaneLake.Quill-MixedTundra","presence"
4155.7473063303,2267.25559341427,4707.07001435497,-5462.9795672072,-6339.48695195374,-3326.80362715159,0,1782.0959716082,"Russia.Kolyma.OW1","presence"
4220.78094389781,2029.69826020777,5438.3404994268,-5889.29810836984,-6760.78377766893,-2928.15136591236,0,2472.95877660863,"Canada.ClearwaterLake.LSA2","presence"
864.404228304785,174.020258574304,-448.932480288256,-1487.86358108511,-683.658937587176,-906.628604229833,0,1099.81474203108,"nonveg_560","absence"
-425.69080748462,517.139462160667,620.381208454353,-1157.77559811321,-1672.05758036495,202.227529358542,0,942.830269645287,"nonveg_710","absence"
442.822273386743,295.501403839888,119.292151581374,-1187.29441890126,-1701.12284694468,1158.5979231784,0,649.539528756243,"nonveg_903","absence"
899.400185912486,-210.005653761704,525.969352267644,-870.576107944705,-808.889104960611,-1204.41338740284,0,1109.40583967419,"nonveg_578","absence"
1013.16064872332,708.208668424966,1802.9263404337,-1773.00011265127,-1666.22363014577,-1821.86926329312,0,494.018043861541,"nonveg_543","absence"
144.832069261505,-595.802820041042,479.477571403841,4675.8483514521,6792.27316611069,4994.1210313193,0,1035.91101023334,"nonveg_1290","absence"
4068.79619044348,1978.53531534931,5400.04557439334,-5709.94680587211,-6580.974337142,-4465.00389165223,0,2308.03294798675,"USA.Toolik.S3","presence"
892.400318689907,1180.89700567169,1706.76096490789,-2182.98033496099,-2434.66810007893,-1091.54032437003,0,354.038815908938,"nonveg_540","absence"
3754.8448344441,1977.39701936126,4810.27427578895,-5874.27690810322,-5892.2880786058,-4763.73168632423,0,2089.76841593424,"USA.YukonKuskokwimDelta.15B1","presence"
374.709920861547,740.850513273815,928.061417222009,-1151.63255021614,-1749.57334300802,-904.999229026333,0,411.346013832931,"nonveg_535","absence"
4155.7473063303,2267.25559341427,4707.07001435497,-5462.9795672072,-6339.48695195374,-3326.80362715159,0,1782.0959716082,"Russia.Kolyma.OW1","presence"
3984.85639529592,2145.46106892402,5305.35225102806,-6028.04915128706,-6471.61209231456,-4592.85229918671,0,2099.06701488975,"USA.SewardPeninsula.QuartzCreek3","presence"
3382.31121532779,2139.75060816867,5088.75658865367,-5579.785652959,-5856.47256247798,-4084.46392303301,0,1445.77436842336,"Canada.DaringLake.Tower1-MixedTundra","presence"
5263.94945765645,2709.60432033995,8796.30709156846,-6171.91224344538,-7030.1355964281,-5560.3402844151,1,2931.73809911172,"Finland.Kevo.9","presence"
3434.23283856536,1797.58743341304,5566.05590040964,-5896.68408275597,-6383.21495462621,-4334.79446012103,0,2235.92254633718,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
504.37457119283,747.485426212642,1037.55638408452,-1109.98804679312,-1880.63101725623,-921.647233082996,0,573.314090328005,"nonveg_714","absence"
3452.84228987119,1711.33985956056,5145.86133442879,-5511.37060784917,-6414.91195098808,-3824.33616452293,0,1780.20068600015,"Canada.DeceptionBay.BEGL2","presence"
1291.91666044834,800.82725066987,2282.78295288222,-2607.4249198346,-3696.53941729808,-1566.45524751649,0,730.916183542169,"Canada.BanksIsland.GreenCabin-C07","absence"
2124.55339336547,962.811584958367,5013.41896105713,-4966.37554710665,-5745.07325152544,-4676.42911082475,0,1586.27079552283,"Canada.ChukotkaRiver.TH5","presence"
3084.2564177252,1749.8897031884,5145.13651226739,-5181.82924111645,-5778.82120235179,-4766.75420024503,0,2073.61189469995,"Canada.ChukotkaRiver.TPO3","presence"
773.287237431777,-181.698588699808,917.202064997891,-1305.737155024,-1289.24857710125,-1361.76463743003,0,974.539100705446,"nonveg_752","absence"
597.716314881511,-32.2386548933216,116.662948961771,-906.095189352007,-969.515159100596,-201.635236580711,0,629.954969774832,"nonveg_1234","absence"
314.348078989145,696.379764009598,923.721352636594,-743.278044636028,-598.875582869613,-106.452714234659,0,537.912837736535,"nonveg_870","absence"
3178.35801377302,1811.11130643036,5023.62861150095,-5613.99614529954,-6330.97823432038,-3931.08801677814,0,1841.4285686096,"Canada.PayneLake.TDA2","presence"
4093.7107831615,2490.205982056,7203.74034922685,-6350.75978226155,-6459.24140181318,-5697.22105336199,1,1663.67210914179,"Finland.Kevo.6","presence"
1367.50351261004,220.931806452213,701.938853646877,-1621.16175672554,-903.285612698235,-570.950062917591,0,1735.47168011775,"nonveg_608","absence"
626.721881641521,182.739901692605,1191.85976418218,-2007.92247723045,-1953.61522335969,-586.641352316122,0,475.881216106946,"Canada.Ivujivik.RTP13","presence"
650.384476677082,344.225137185446,2643.74756206366,-2832.45913057523,-2814.86691505905,-2702.70151484745,0,922.065322007129,"nonveg_746","absence"
899.400185912486,-210.005653761704,525.969352267644,-870.576107944705,-808.889104960611,-1204.41338740284,0,1109.40583967419,"nonveg_578","absence"
2433.54837795829,1028.66171322204,3907.65980871977,-4537.72088147219,-5475.56036581614,-3627.51175606731,0,1707.80736379211,"USA.NorthSlope.FranklinBluffs-C15","presence"
-83.6721564344184,-233.326825479566,-3619.00065183686,4423.76060213441,3991.32988086803,8728.02667113875,0,1021.94485542768,"nonveg_1810","absence"
393.000141232221,279.220741593809,1060.68666516756,-2552.87619031095,-3329.06321764042,-2058.44810096937,0,983.955794380846,"nonveg_612","absence"
1111.75979650315,6867.66660590258,1228.02328750492,-2790.90613166947,-1218.97461121449,2076.1207047741,0,7711.65850387681,"nonveg_1353","absence"
2433.54837795829,1028.66171322204,3907.65980871977,-4537.72088147219,-5475.56036581614,-3627.51175606731,0,1707.80736379211,"USA.NorthSlope.FranklinBluffs-C15","presence"
1367.50351261004,220.931806452213,701.938853646877,-1621.16175672554,-903.285612698235,-570.950062917591,0,1735.47168011775,"nonveg_608","absence"
954.805699909623,870.987489486235,1633.0159503961,-1918.42833168691,-2038.55808047454,-1449.33460986193,0,369.92989847375,"nonveg_975","absence"
3092.23283301734,1426.68127924652,4335.04383521986,-4696.07443926031,-5640.91471188709,-3901.14444572628,0,2123.91708431497,"USA.InteriorAlaska.AUFEIS","presence"
3092.23283301734,1426.68127924652,4335.04383521986,-4696.07443926031,-5640.91471188709,-3901.14444572628,0,2123.91708431497,"USA.InteriorAlaska.AUFEIS","presence"
2512.31737171349,938.066527885571,3812.02946127183,-4327.71017878041,-5007.01286013041,-4124.25849581135,0,1836.15132248615,"Canada.BanksIsland.GreenCabin-C10","presence"
290.4499852621,-186.353115466754,-306.746386505448,-436.104436934716,-321.507055614642,1998.61275357817,0,520.760984722858,"nonveg_1642","absence"
2382.1555579153,671.998423350879,3290.52872600787,-4602.02108198739,-5656.31132705426,-2950.85846628764,0,2722.20491348451,"USA.NorthSlope.13","presence"
-83.6721564344184,-233.326825479566,-3619.00065183686,4423.76060213441,3991.32988086803,8728.02667113875,0,1021.94485542768,"nonveg_1810","absence"
1846.7555686059,1435.00752520067,3138.32475533702,-2831.92359370205,-3715.65000514283,-3357.03729812832,0,411.748043405223,"nonveg_1069","absence"
51.7025395502588,768.279288335869,2373.98834188679,-1942.41421593108,-2384.82462336553,-992.277820802082,0,1636.78636519421,"nonveg_674","absence"
124.854927406367,758.908362369815,146.69449180477,-1323.9530627194,-2029.85854103126,-757.158056213686,0,725.621225572786,"nonveg_768","absence"
3453.18898642082,1667.95730252638,4897.51857278803,-5350.15674970092,-5586.09424262439,-3376.17204522426,0,1411.13064023825,"Canada.BonifaceRiver.LSA6","presence"
158.359848521228,307.666162514215,750.299722978702,212.496394909399,-1669.56363379234,-1301.20092601104,0,357.026456611762,"nonveg_988","absence"
4865.21810775644,2654.313864831,6631.01942573543,-6157.35259304464,-6563.21126519075,-6013.1446429587,1,2799.56619992322,"USA.InteriorAlaska.21","presence"
3434.35791200242,2431.09298374976,4993.15266757693,-5759.25977454599,-6132.02778586424,-4587.24448045836,0,696.548988025568,"Finland.Kevo.1","presence"
1640.91341911181,140.951146317359,5664.47488705858,-4641.8211924919,-6043.67976364589,-730.986584370673,0,1766.93661572595,"nonveg_1607","absence"
3334.00133011395,2078.61195285855,6079.04409742777,-5337.42071789441,-6635.68353520661,-5336.02778265352,1,1850.48140021549,"Russia.Yamal.Nadym-1","presence"
2614.62147624289,1253.30127492005,5008.14593546216,-5834.37635735842,-6461.40858106028,-4410.16364478278,0,1691.15454299716,"Finland.Javrresduottar.EC-Hummock","presence"
171.535834845737,-469.828648072451,150.73540462741,292.121862147469,-241.570335729514,196.097064855209,0,1098.60795802788,"nonveg_1161","absence"
2615.86339004607,1638.37281731385,4252.65096399873,-4869.11212156322,-5120.11240844636,-3574.3781563171,0,788.233846273387,"Canada.BonifaceRiver.LSA4","presence"
1770.67777268246,1311.81673315613,3343.13581816023,-3757.95883596739,-3728.16303278663,-2629.58792116567,0,887.701196782863,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
650.384476677082,344.225137185446,2643.74756206366,-2832.45913057523,-2814.86691505905,-2702.70151484745,0,922.065322007129,"nonveg_746","absence"
2497.98912553178,1433.66200918535,4055.45918336239,-5246.34157836705,-5409.89466728327,-3654.34478880201,0,1402.4182752414,"USA.YukonKuskokwimDelta.4","absence"
2684.74589678777,1900.37185488592,3738.34149018775,-4680.63745306137,-5003.01472228881,-3250.73715355313,0,1011.10348119414,"USA.NorthSlope.9","absence"
3276.38390273824,1996.44477073968,5405.48925874534,-5573.86881157506,-5567.83750970929,-3725.13079655986,0,1812.58995305196,"Russia.Yamal.Laborovaya-2","presence"
2667.04845976449,1373.37308402247,5106.0125860093,-5591.7719201458,-6360.85643141448,-4739.16535792832,0,1507.33879587415,"Finland.Javrresduottar.A-Salix","presence"
171.535834845737,-469.828648072451,150.73540462741,292.121862147469,-241.570335729514,196.097064855209,0,1098.60795802788,"nonveg_1161","absence"
4715.92293986853,2335.16403407978,5692.13323305149,-6492.90716793049,-6684.4817324199,-4865.93470798636,0,2082.26902449197,"USA.InteriorAlaska.DEW","presence"
158.359848521228,307.666162514215,750.299722978702,212.496394909399,-1669.56363379234,-1301.20092601104,0,357.026456611762,"nonveg_988","absence"
4345.95671139316,2244.22858396774,5230.19037083457,-6086.85656370917,-6570.10934370621,-5371.68904705149,0,2617.52610949132,"USA.YukonKuskokwimDelta.72B4","presence"
3387.86900224183,1975.55408359791,5410.5788832204,-4794.21044368477,-6119.54238663853,-4647.99854575353,0,1218.04116814786,"Russia.Tazovsky.Burned12","presence"
3883.93067935528,2142.17494165397,5382.61601280077,-5572.13560651387,-6043.40338900815,-4394.56780295739,0,2492.73596676718,"Sweden.Abisko.NT-SparseVeg","presence"
397.539523846224,471.971262737951,1041.35979446122,-1345.17860148168,-1930.9627986147,-1110.8012230794,0,587.746365578179,"nonveg_916","absence"
4220.78094389781,2029.69826020777,5438.3404994268,-5889.29810836984,-6760.78377766893,-2928.15136591236,0,2472.95877660863,"Canada.ClearwaterLake.LSA2","presence"
219.454123148507,380.166788118274,358.952914919115,-1460.0903776823,-2590.2452384337,-124.756655625807,0,366.94130732538,"nonveg_792","absence"
39.2532570579172,25.0908975663448,1354.55684512527,-797.256658613175,-3072.76392605039,-1438.87279343201,0,1376.44012526893,"nonveg_627","absence"
353.997033540587,-69.0312422067268,958.334264924406,-2716.87329172149,-2568.7663754876,-2332.63181831044,0,1164.22046421717,"nonveg_663","absence"
1562.34586851919,850.219782080171,2452.93834936566,-3148.97810563342,-3823.93932577695,-2118.39861786966,0,536.772874636039,"Canada.BanksIsland.GreenCabin-C08","presence"
160.646359843244,316.737063143176,-482.33492170599,4390.08376005614,2759.86837265226,4011.12506755748,0,244.597703357223,"nonveg_1854","absence"
3192.53603905107,2589.61442952074,4961.28055371726,-5544.75336962781,-6017.27978958573,-3530.92517305585,0,1527.89962165166,"USA.NorthSlope.12","presence"
-1285.66835665596,-379.668410528427,992.41951794648,-1065.44491872018,-2528.95789621584,-871.766551872669,0,1969.82498301171,"nonveg_670","absence"
