"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_lateSummer","spectral_green_endSnowfree","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2251.34649028575,2054.62000209016,2507.62220043507,2938.66157025316,493.992820140232,4271.89605776027,4915.12889625086,5438.12650800449,1626.57703531149,-4527.41387200405,-5128.51405987559,-5417.3927458044,-5272.32007160535,-4220.07250982197,2148.51910309182,663.203936960128,9.22600229387172e-05,0,1793.14534728423,1730.82399546274,2374.28670263597,50.6537258371512,27.5701589523043,-56.8348418450353,34.0117066950155,3753.27840567435,3718.28281447033,3683.39869925559,45.24077980921,-5604.38141328749,-5273.68526881566,-17.6886434790106,12.6360306740802,-9.82953140712464,-0.280355922702812,-6.00569591923331,"USA.NorthSlope.14","presence",0,0,1,0,0
233.321552444117,806.026153699605,832.474795698046,419.228807601239,-123.621969768603,459.863402559629,1384.05887609562,723.78184709074,-30.6834191131876,-1999.19603994641,-1322.62577188328,-1342.06813705933,-1945.67028885896,-2058.00383142322,3281.49868525436,2594.94997743631,-0.0236498117446899,0,419.228807601239,433.485867934881,956.096765466649,15.5192835744661,7.74613563154674,-5.28972839968817,1.53952978116096,723.78184709074,784.264218180347,1414.98380338212,10.996601855463,-1945.67028885896,-1733.51281383424,2.23023962864392,4.16343722613431,5.81447143752366,1.34330414936769,17.5373345196336,"nonveg_674","absence",1,0,0,0,0
3092.03099268999,2979.30174276797,3758.7107455072,4040.41184576714,1514.71378075548,5967.22357719807,6921.24911213406,7318.00805952569,3200.36023210115,-6161.82350306822,-5885.99175452649,-6430.06248051203,-6801.74706319969,-4371.44661354188,2483.62102050877,594.810200307675,-0.115229323506355,1,2500.42453024471,2531.5524758769,2084.69583580946,28.9937013365994,31.3974282961453,-38.3939807078914,39.8443686312042,5067.70840218869,4983.02856388552,4025.48134606612,49.9274369411549,-5210.88340662055,-5308.12096504341,1.46673687881136,9.81082746120598,-6.1183541387433,0.84551684333545,-0.140190650922216,"Finland.Kilpisjarvi.19","presence",0,0,0,1,0
648.225761960193,-59.5258722978035,113.746286579702,311.863446275522,383.257124640869,1054.329465734,322.637479795158,620.593208931989,582.568539062406,-727.19837839355,-1875.84431402306,-1714.24057344163,-1444.03352786408,-454.867242661363,1950.66763429231,1518.16019764519,0.209692567586899,0,311.863446275522,279.513349431696,707.751634257996,9.81365323404903,-12.4578635438767,-28.8786931462509,-18.7545208396521,582.568539062406,528.487768868809,992.019314913517,-16.064305807482,-1444.03352786408,-1243.23680727674,-26.5494499803899,-17.2422577913223,-24.9399810446818,-10.8716273431805,-1.18755845606427,"nonveg_997","absence",1,0,0,0,0
1856.87278734868,2090.64603291038,2134.1785761509,2269.67287698355,1359.1564177137,3733.9241626516,4472.07769859111,4510.38675837187,2804.48728047362,-4299.32762928608,-4835.64017170305,-4862.46381126285,-4870.62968601236,-3535.13027831214,2015.69050286765,668.907099902074,-0.0138493737826745,0,1764.8951738486,1939.34418283899,3033.73777205264,41.1075145451318,-11.8525868957083,-212.541604685822,-13.1803927855482,3873.9255494997,3937.39688647022,4386.14025949666,-5.39229512450486,-4372.14693853908,-4543.48693203527,-43.5336152456278,-16.8678851983828,-98.7404221202971,-6.72665792462021,-74.5686042441663,"USA.NorthSlope.Atqasuk","absence",0,0,1,0,0
525.260717442853,534.545855307336,410.291823191136,132.610602437671,382.907686739241,1324.83758810057,1112.17539077515,618.889523486168,925.668245711763,-2052.74808311598,-1919.44164353355,-2452.76571535938,-3170.85735556756,-2101.28863727738,1150.23847995648,788.972117571204,-0.0287248771637678,0,410.291823191136,397.123337023647,401.935252869665,6.18926220450488,-16.3604214585492,6.53968590085265,-33.8005849448843,1112.17539077515,1047.57700110963,705.948064614406,-29.4145026922669,-2101.28863727738,-2339.42028697077,-46.5878863521494,-13.6204019293154,2.53185860217613,-12.3943983656389,4.46221190262921,"nonveg_816","absence",0,0,0,1,0
184.249808077652,207.766226128538,-299.500856566801,565.622381601396,302.275861561035,344.675765127875,-237.760487108704,926.460936902461,352.143799347753,-1333.39319509905,-1451.77104923445,-2340.82259854985,-935.013912988249,-677.738266985392,1719.00564676675,1815.88717387481,-0.176463574171066,0,207.766226128538,192.082684160364,865.123238168197,-4.72104213933532,14.6681759047594,72.4667260993342,23.9050778273733,352.143799347753,361.344271120506,1164.22142401117,22.376352760561,-1333.39319509905,-1347.7478045714,15.3222800811846,6.4116250529276,26.2520239635763,5.0595646281228,40.6735742676347,"nonveg_994","absence",1,0,0,0,0
357.385780874337,249.649652013801,1065.65312241179,552.122914592028,334.266645088193,918.433861554308,1987.37465461332,1298.93701968961,575.833591961112,-2378.00817280894,-2905.87304684758,-1839.28056807151,-2707.03305274577,-889.415928145388,1982.92583231125,966.190292443328,-0.0352011658251286,0,357.385780874337,511.815622996031,816.003470397993,0.96329732442266,8.11404723823711,-102.000433799749,-8.20745805484408,918.433861554308,1132.67523918353,1411.54106265221,15.8542982556376,-2378.00817280894,-2143.92215372384,-13.7093699973682,-4.03905391655834,-59.7627036956107,-5.98167250573794,-39.0095202215366,"nonveg_954","absence",1,0,0,0,0
1912.86832255908,1458.79768531858,2252.5761426216,2172.03211086665,1030.28941013807,3758.66004718561,4242.98708470041,4127.31471925944,2360.40637514451,-4120.70240404828,-4631.54524499569,-4388.33240892449,-4870.85331696573,-3564.69963507123,2235.73271401919,663.516418429982,0.0420257965368884,0,1934.14427698047,1669.55383764995,969.925632899897,35.1681654101817,2.87385406053251,-61.5129269517013,-40.470827432399,3792.73521286175,3331.56087897776,1461.61402210589,2.38370796505916,-4671.99213196938,-4462.30541305682,-41.1174011443554,-1.66247397764032,-37.3529450490429,-5.04376929622294,-14.6786285044223,"Canada.BanksIsland.GreenCabin-C09","absence",1,0,0,0,0
1415.86074507927,1601.18650196533,1971.29762271807,1897.99978909166,1093.53138416671,3212.08973206094,4187.78657550312,4063.63122061315,2606.29566320117,-3972.44652312386,-3788.88180132278,-3586.36895502256,-3840.31770449294,-3438.84177119907,1867.71501474242,739.358377205226,0.00457496102899313,0,1601.18650196533,1595.97520860421,877.766238551362,10.7443120304187,15.5528723874964,-19.4795326711968,17.8923899405825,3551.99176186304,3524.35899064828,1581.49091230196,27.4690802758777,-3788.88180132278,-3725.37135103224,4.26221995583614,8.01829801430234,-7.33890364851373,4.89310848441649,-5.29732459195778,"nonveg_529","absence",0,0,1,0,0
