"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_earlySummer","spectral_green_peakSummer","spectral_EVI2b_annualMedian","spectral_NDWI_annualMean","site_code","presence_absence"
2489.1791560685,1991.60425662295,2110.64948386739,6124.53426359412,-5944.48868126436,559.215312375324,2630.03172721755,-5760.18624609894,"Canada.DaringLake.Tower4-LowShrub-2","presence"
422.480879923783,391.964091276994,733.008749231772,867.605405540779,-2274.87071291944,1991.27342149225,528.957787471946,-2051.92354003421,"nonveg_902","absence"
3416.08160326446,3156.47792357984,2457.49091208049,6997.83002654945,-6201.09217336995,485.584395518997,3647.30781607166,-5817.62031011625,"Sweden.Abisko.VJ-MesicHeath","presence"
120.828751169686,426.7718880102,352.943392725363,1045.64822334733,-1079.42907904452,1390.71307612093,426.7718880102,-653.336474531887,"nonveg_670","absence"
726.783336124462,175.328298162741,1155.64749695126,1027.75457564276,-1532.70559526441,1738.93046919602,655.854056438585,-1672.68769609156,"nonveg_583","absence"
2097.0848852078,2480.45612746009,1247.80961415496,5645.1796182959,-5630.88352428318,657.430895657326,2702.62549528178,-5128.80248301356,"Finland.Javrresduottar.A-Sphagnum","absence"
2393.42410913835,2112.74278380958,2176.599091194,5077.67466934565,-6331.41598182465,741.020126945378,2383.17254384344,-5586.04185881936,"USA.NorthSlope.10","presence"
2140.9178348363,1630.98281485535,1026.67352564569,5099.25322530995,-5217.86014161001,537.529861379234,1829.24883335773,-5255.03120379002,"Canada.ChukotkaRiver.TH5","presence"
673.069616831448,823.159839863082,618.5505489648,1281.33062529839,-838.457659027127,826.917865663145,673.069616831448,-899.375829519904,"nonveg_972","absence"
150.493512441666,544.362644361858,90.4121394352194,195.218170748411,-933.36972737164,1038.56472439562,128.353322026729,-810.373148265349,"nonveg_761","absence"
3276.00092594243,3381.99021393898,2305.91970708807,6181.35637804392,-6174.64430217257,653.181421923678,2597.04961084483,-6118.74508916369,"Sweden.Abisko.NT-MesicHeath","presence"
120.828751169686,426.7718880102,352.943392725363,1045.64822334733,-1079.42907904452,1390.71307612093,426.7718880102,-653.336474531887,"nonveg_670","absence"
3348.03421091161,3367.53005948217,2462.15384970934,7608.55977949223,-6300.92449897354,392.71664183074,3442.80368575741,-6686.9621148341,"Finland.Kevo.6","presence"
1510.21330818165,1703.53074285635,1195.34704360218,3782.21036368847,-3573.54156537255,799.681047305844,1524.3037785417,-3820.60362454668,"Finland.Kevo.3","presence"
1931.11991153244,1202.2352652905,1182.83490046381,5621.96436441274,-4995.21277776209,610.256564048635,1234.66945511156,-4878.39679614046,"Canada.KluaneLake.Quill-ShrubTundra","presence"
2327.88510778617,2655.37562248015,1504.15574032472,4429.64083913359,-5064.00567692647,622.173475747922,2181.23001491818,-4921.51266532788,"Russia.Yamal.VaskinyDachi-3","presence"
2363.93993262732,2110.60407528393,1640.69720882954,4776.300282791,-5287.48382779068,693.129068503601,2431.27407048187,-5497.07856746492,"USA.YukonKuskokwimDelta.15B5","presence"
152.856473976814,-254.275303165765,10000,272.56549572974,62.9097265299721,1063.91754055334,152.856473976814,-373.498845688885,"nonveg_1477","absence"
11.6415918325605,-40.0323475952342,-381.174307885532,3661.69190364931,1984.99167942673,108.91913209653,-40.0323475952342,2470.2968655054,"nonveg_1880","absence"
2528.59320649046,2328.73873262166,1869.4380160137,5165.1798410816,-4857.59991012601,553.511781696027,2784.08538372717,-5496.82247860376,"Canada.CoutureLake.TDO4","presence"
152.856473976814,-254.275303165765,10000,272.56549572974,62.9097265299721,1063.91754055334,152.856473976814,-373.498845688885,"nonveg_1477","absence"
3641.34002103003,2529.12997286923,2231.50548826702,5867.33508324282,-5941.86042449625,559.032231758857,3517.14116489479,-6669.50858122568,"USA.BrooksRange.7","presence"
-662.563223096616,56.5621426379535,24.2593751268015,-2347.91872717264,2911.3287020656,695.904608644253,-275.55169618109,3821.48805095766,"nonveg_1367","absence"
1880.10956068168,1732.93305098228,1631.046443718,4713.18425617964,-4378.12009677047,693.670283889945,1716.84367259757,-4070.86094300754,"Canada.LeRoyLake.TD4","presence"
3037.41535229867,2256.25039034709,1593.24761044475,5658.49561033611,-5821.31341460185,599.997398377284,3057.96435066234,-5815.61887925003,"Russia.Kolyma.T2","presence"
2456.06299799721,1460.64615932218,998.69852990743,6067.78900725062,-4952.10833160634,622.909955201556,2545.92711072167,-4855.67312806174,"USA.InteriorAlaska.23","presence"
3425.57992156701,4030.5569004188,2710.22942255659,8258.78909781844,-7623.34787078325,530.510634402608,4267.44651002385,-6885.51107036282,"Finland.Kevo.2","presence"
375.663568075803,113.768853552611,302.864487576002,1159.96581479924,-2396.85016254942,518.303087286767,302.864487576002,-2641.07392812265,"nonveg_816","absence"
-775.440059298455,27.244510517849,809.984441511472,204.177193033415,-937.806198788527,1469.55815256233,346.251047278364,221.708304568875,"nonveg_1161","absence"
943.593575336685,698.440170884736,892.804014840037,2801.54130596623,-2652.24632283924,827.278792947269,943.593575336685,-2472.10897271069,"nonveg_758","absence"
3055.43769576985,2526.68312659906,2002.8514828287,5750.8858521786,-5683.77739692365,680.900349897445,2880.88325620476,-6338.24802207315,"USA.NorthSlope.Oumalik2","presence"
2731.93071364414,2229.0692977993,1725.63535586363,5332.20330005413,-5641.03975262119,745.053163710794,2489.44835673136,-5705.98385081696,"Canada.ChukotkaRiver.TPO3","presence"
3065.26973976092,2977.45940750801,2659.0598664004,5758.65094968542,-5678.25409653777,522.87110089555,3304.43112574084,-6143.10227256581,"Sweden.Abisko.NF-DryHeath","presence"
710.663623750397,1401.38630692712,1213.23177604208,1787.17439158321,-2010.48300279377,1499.03915886515,1164.95529137184,-1592.49170293184,"nonveg_543","absence"
3160.91099222234,2517.58361150487,2261.27795371293,6903.63006204356,-6079.42665433845,517.228085604005,3240.61839815057,-6106.44662481693,"Canada.ClearwaterLake.AB2","presence"
854.57480141761,833.83826837232,234.677888750235,1776.60874575197,-1789.4002779716,711.165617806821,657.485539042436,-1974.56554196739,"nonveg_867","absence"
460.882358742282,434.736971819094,207.912154609928,1615.70640001571,-1338.00020742664,929.169254148321,460.882358742282,-1550.78913597975,"nonveg_935","absence"
667.895581100435,-61.5371633878093,802.21135513076,1313.92508737732,-1183.11242085613,1412.44317470326,667.895581100435,-1650.33645137249,"nonveg_809","absence"
389.088107926815,1137.90094764811,120.954162922186,185.500442364172,-2480.69142244042,1471.71469565962,389.088107926815,-2431.2864561454,"nonveg_628","absence"
-592.688696632071,-872.343976030853,-1480.75415459579,-3099.81912298929,8172.44847846967,316.934036687197,-592.688696632071,8142.19761317792,"nonveg_1797","absence"
3610.33966770362,4466.41420617468,2801.55860408728,8362.86209124431,-7740.11625594211,824.02999209282,5048.14596248784,-6366.82877072536,"Finland.Kevo.9","presence"
2179.02369339703,1997.21812157493,1546.17901820301,6554.42330642053,-5787.89260600789,518.773814258206,1669.99586247566,-5061.66608233609,"Canada.PayneLake.TDA3","presence"
3741.93273335642,3388.04555797753,2230.51804460142,7244.47518787676,-5992.36045528656,523.436729048297,3950.91922383498,-6537.32960737438,"Finland.Kevo.7","presence"
3278.39955396668,3194.43958100409,1121.44409668683,6334.51705870247,-5033.32751065759,459.326439691743,3771.21087320751,-5140.15445354346,"Sweden.Abisko.KJ-MesicHeath","presence"
3094.92298170509,2277.01756333785,1982.98309332008,5708.76972851057,-5728.2889800298,670.838709474834,2658.09039476236,-5779.30128744587,"USA.Toolik.S3","presence"
930.00423554304,28.3408221739585,1143.81067736099,2607.86129522036,-2263.7377359091,823.082095035268,1077.48332565682,-2169.11149505176,"nonveg_575","absence"
3179.63318357811,3101.253202863,1767.10238181809,6301.13036411463,-5761.45201984418,542.291471960947,3529.22267309355,-6136.98881710496,"USA.YukonKuskokwimDelta.15B6","presence"
950.816677124011,738.030103701762,683.01525641785,1592.10342404289,-437.043005711719,1389.57770583415,738.030103701762,-827.679071746249,"nonveg_768","absence"
71.307868240575,490.643362316778,-195.616648781463,1798.76524691037,-1894.04468830883,1408.19263006417,490.643362316778,-1502.47143198785,"nonveg_637","absence"
1016.25165630013,-387.92176912755,650.182132958742,200.26015130712,-1845.9178252597,818.302156432139,103.697917885021,-2489.2479884815,"nonveg_606","absence"
3488.95313110024,2856.25630738134,2185.45934845106,7533.18109135201,-5446.29746633981,501.573964146105,2759.08476181242,-6802.73784679974,"Sweden.Abisko.NF-BirchShrub","presence"
2531.8766371756,2470.17543155633,1856.36544568119,4668.83389693315,-4504.27033308931,834.417239055171,2665.47049362939,-4549.74684889612,"Finland.Kevo.12","presence"
2831.70393702147,2690.28847428637,1545.56920076499,5376.65218217059,-5048.35323760219,728.903591778213,2741.45424776301,-5480.18093933634,"Russia.Yamal.Laborovaya-2","presence"
-25.3155811257424,569.72263311633,-98.2134700448185,1029.99527453899,-465.989102495737,260.840090581163,123.034439706648,-388.226133215336,"nonveg_1213","absence"
3425.57992156701,4030.5569004188,2710.22942255659,8258.78909781844,-7623.34787078325,530.510634402608,4267.44651002385,-6885.51107036282,"Finland.Kevo.2","presence"
45.9599765648971,55.6216702890046,-105.349000594954,433.969969379679,-807.61080332205,955.422066200419,55.6216702890046,-717.326672230861,"nonveg_1268","absence"
654.42592914766,-252.086816927964,716.976275379117,1333.19919374534,-596.353031717846,937.223779200743,654.42592914766,-822.874177960716,"nonveg_616","absence"
3288.04856339782,2445.74933692774,2469.52661859209,5199.67465621463,-5585.48491236471,600.798450665415,2274.91941623848,-6318.43125402315,"USA.NorthSlope.HappyValley-C19","presence"
461.539224842789,-438.604476884238,-1277.6779081039,-248.281135251833,801.394234495767,1300.2524014698,-39.5447691706848,123.464745678444,"nonveg_592","absence"
3094.92298170509,2277.01756333785,1982.98309332008,5708.76972851057,-5728.2889800298,670.838709474834,2658.09039476236,-5779.30128744587,"USA.Toolik.S3","presence"
592.454016022957,528.22856646831,572.666216093852,1493.10143063815,-3102.32320910244,1006.03824043956,592.454016022957,-2764.34011382397,"nonveg_832","absence"
1711.82674601273,1693.89578421103,1238.16091453905,3654.52044374097,-3412.19640608571,816.610748706838,1693.89578421103,-3611.73991800244,"nonveg_529","absence"
758.879185710341,928.773246083955,697.125261070937,294.417828594234,-1807.99234867674,1941.76090092434,758.879185710341,-1804.27164506551,"nonveg_767","absence"
691.83496735556,848.776813447903,818.616896590768,1536.40114988159,-2283.14570273753,1163.39963229528,839.936249428904,-1959.89920268092,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
2005.87455137901,2477.9697031497,1177.31948230196,5430.97404536097,-4300.99260951584,823.614752828114,2186.07167745216,-4551.44020979629,"Canada.DeceptionBay.TH7","presence"
2887.3969391574,2961.95776034634,1406.21082927755,7676.17405343264,-6229.02305427104,494.974756205019,3145.90182290382,-6318.29620844824,"Finland.Kilpisjarvi.17","presence"
2140.9178348363,1630.98281485535,1026.67352564569,5099.25322530995,-5217.86014161001,537.529861379234,1829.24883335773,-5255.03120379002,"Canada.ChukotkaRiver.TH5","presence"
141.040838299691,413.925723670702,479.319949259454,644.611198006652,-1524.41667578493,1388.97418115117,364.535508137296,-1235.49330316653,"nonveg_578","absence"
1460.49784416711,1492.95026488699,1460.57795954009,3642.73064777556,-3537.56498744509,845.337137064088,1539.68543272988,-3438.49431441655,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
641.737309720334,488.911059673622,279.345888509654,803.107293894171,-937.441166021568,1635.02274587702,488.911059673622,-1179.58118015811,"nonveg_936","absence"
1026.74429076785,1106.70806033716,716.85412114822,2092.63292869414,-2286.66047552118,1203.51188422726,1139.2192237224,-2143.47317881794,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
1705.85771706303,1861.70242083487,921.765909018936,4875.71365874662,-4751.94475931835,717.294928852956,1817.5000838047,-4731.93590956322,"USA.NorthSlope.Deadhorse-C15","presence"
2679.39118107249,2238.88501458348,1921.50980084538,4711.33742513891,-4977.656672922,829.056387950357,2635.16622298243,-4825.13681762539,"Canada.Yukon.TOWYK","presence"
805.080602400592,680.266435914122,561.319811880377,1663.63071739327,-1707.10950883332,1148.9618835716,805.080602400592,-1751.25821905582,"nonveg_725","absence"
3511.42092206241,3407.60696852797,2244.34800701834,7711.40732251082,-6467.42865042649,440.543305073389,3453.2416029068,-6227.55708230688,"Canada.BonifaceRiver.AB8","presence"
1880.10956068168,1732.93305098228,1631.046443718,4713.18425617964,-4378.12009677047,693.670283889945,1716.84367259757,-4070.86094300754,"Canada.LeRoyLake.TD4","presence"
2236.76213298745,2142.13430054454,1485.98102218987,5324.13636184257,-4929.02154821863,667.797878563038,1945.89814431024,-5067.63137498922,"USA.YukonKuskokwimDelta.15B7","presence"
1049.72908252242,620.224770975226,450.164771348417,717.403322695725,-805.860868553346,1936.83077145116,475.971163233976,-1329.56329254197,"nonveg_876","absence"
2867.93360173037,2715.78503551719,1402.58416577977,5876.04349321281,-4941.7470502348,489.366064444534,2169.98130717153,-4438.42930759506,"Sweden.Abisko.KJ-Snowbed","presence"
1901.6012429219,1901.44802610309,1225.11799696174,4298.16254347235,-4443.45283956815,774.003371293258,1981.29012023026,-4894.40102267805,"Canada.BanksIsland.GreenCabin-C10","presence"
-203.802946960605,1203.65257615397,-495.161738985033,3608.77986502559,1034.96430254253,150.465923644672,11.3425302881952,-589.021647191178,"nonveg_1626","absence"
11.6415918325605,-40.0323475952342,-381.174307885532,3661.69190364931,1984.99167942673,108.91913209653,-40.0323475952342,2470.2968655054,"nonveg_1880","absence"
1191.44544518722,1126.46302897899,350.644034110844,1624.07841488286,-982.0997219608,2330.07211884306,1126.46302897899,-1260.81873586155,"nonveg_688","absence"
4094.30745195805,3676.76790771894,2056.48416638966,7610.01623485635,-6420.76517692089,614.634534011982,4300.27151052722,-6218.89689379388,"USA.Kougaork.TallShrub","presence"
2051.54893613766,2296.560137162,1489.54968613038,4722.45997066169,-4805.53441661425,711.709110066205,2019.49831604042,-5020.35874588401,"Canada.LeRoyLake.TD7","presence"
530.913791541939,585.404528212464,499.157219360275,946.754851070151,-1413.01467910803,1130.44231731271,530.913791541939,-1520.4699208082,"nonveg_941","absence"
805.080602400592,680.266435914122,561.319811880377,1663.63071739327,-1707.10950883332,1148.9618835716,805.080602400592,-1751.25821905582,"nonveg_725","absence"
3073.02094944613,3301.17102692699,2252.02148327554,6401.94501736256,-5456.95850143839,517.043392332194,3020.2707998382,-5460.3692615599,"Sweden.Abisko.VJ-DryHeath","presence"
746.525392735477,827.282978280135,474.316246816497,1774.0860916453,-1773.70253346254,1929.43181375645,827.282978280135,-1602.23532180301,"nonveg_801","absence"
981.815041017601,283.942533775239,531.552386815028,1671.37974915041,-1601.61345682696,758.59106660598,531.552386815028,-2036.50182479107,"nonveg_913","absence"
447.758719963738,825.231696448459,210.564704761665,1501.8874803594,-1448.59703655613,897.387916021989,460.886962458647,-1172.75501022151,"Canada.Ivujivik.RTP13","presence"
2641.31542079208,2468.66718576906,1955.49827799724,4983.20291160367,-4920.16936549627,672.139220595505,2938.00527497408,-4932.91579341056,"Canada.ChukotkaRiver.TPO2","presence"
2363.93993262732,2110.60407528393,1640.69720882954,4776.300282791,-5287.48382779068,693.129068503601,2431.27407048187,-5497.07856746492,"USA.YukonKuskokwimDelta.15B5","presence"
724.842299106436,874.446441228778,1235.88707288238,3327.32572308131,-3734.41408258459,746.719647340741,1235.88707288238,-3094.80091864062,"nonveg_996","absence"
706.703940961509,896.33297609155,-427.607763383937,3176.0233001519,-1411.29556492101,469.652455056254,745.42028746502,-1797.06813688896,"nonveg_804","absence"
-27.3917564472803,-92.7245466621541,74.7588304434175,-1035.91460576032,8994.7096455518,443.30591949373,74.7588304434175,8007.71810938871,"nonveg_1994","absence"
2445.15768792524,1818.4962646702,1351.3242619302,4571.65104767811,-4817.55542350464,715.518646680217,2328.54157137656,-5143.91669513287,"USA.NorthSlope.Sagwon-C16","presence"
-178.898686331936,804.273665351513,676.824974071041,365.759564559512,-1925.22826128895,2278.30000040962,676.824974071041,-1087.53989118583,"nonveg_912","absence"
441.419441453928,109.594624228979,-374.445447885829,681.259144730007,-1160.83403078042,805.067304194717,109.594624228979,-1614.43886621984,"nonveg_874","absence"
2189.85230567487,2321.40557937504,1633.83529814716,5162.51841376754,-4875.85446828837,710.481449603831,1980.77395681529,-4332.87522967829,"Canada.PayneLake.TD4","presence"
3131.61821038665,3027.56197154543,2168.01495127432,6700.70441569556,-5866.65238249444,502.636900064396,3320.1245348197,-6032.71789981091,"Finland.Kevo.5","presence"
150.493512441666,544.362644361858,90.4121394352194,195.218170748411,-933.36972737164,1038.56472439562,128.353322026729,-810.373148265349,"nonveg_761","absence"
1705.85771706303,1861.70242083487,921.765909018936,4875.71365874662,-4751.94475931835,717.294928852956,1817.5000838047,-4731.93590956322,"USA.NorthSlope.Deadhorse-C15","presence"
3372.36464316758,2967.79103293309,2150.27245019477,6168.06741893022,-5964.54462119957,656.858684565838,3482.3114856405,-6042.4495272659,"Russia.Yamal.Laborovaya-1","presence"
2196.41459892818,2713.88837477844,1526.98958687426,4779.14417815448,-4774.98804790077,748.33117678949,2893.55039368541,-4403.40676253369,"Russia.Tiksi.ShrubTundra","presence"
688.59989658781,230.3471958667,93.8627444675502,1402.55577096464,-1414.47040206107,1307.17013594091,688.59989658781,-1497.54282348904,"nonveg_695","absence"
1681.58743910165,1615.34936162538,934.642897094981,4478.03199905964,-4602.1021961097,692.604995282175,2108.8932216023,-4301.38378255432,"USA.NorthSlope.FranklinBluffs-C17","absence"
2225.89706167987,1694.5488212069,943.525301910318,5095.26417466055,-4537.73890030495,529.599508176759,2834.15692694264,-6472.69216388487,"Sweden.Abisko.NF-Wetland","presence"
671.85205232664,-14.880647262862,752.205251549632,535.139728508719,-287.498985827434,939.033852207206,259.581969219695,-686.15991472411,"nonveg_1316","absence"
2001.6878347212,1522.13991051265,962.482923284791,4341.36217487711,-4502.80551574479,770.868832067996,1756.58048339892,-4888.12344844708,"USA.NorthSlope.FranklinBluffs-C16","presence"
930.00423554304,28.3408221739585,1143.81067736099,2607.86129522036,-2263.7377359091,823.082095035268,1077.48332565682,-2169.11149505176,"nonveg_575","absence"
2652.81989895271,2328.93703721637,2026.18450708614,5647.62815186394,-5287.07357444492,695.620837312838,2629.2552647825,-4968.95135689698,"Canada.DaringLake.Tower1-MixedTundra","presence"
3037.41535229867,2256.25039034709,1593.24761044475,5658.49561033611,-5821.31341460185,599.997398377284,3057.96435066234,-5815.61887925003,"Russia.Kolyma.T2","presence"
2617.90251716116,1333.86696799097,1721.10476030898,5117.16595007402,-5075.3867876687,639.571063377666,2351.29768927652,-4574.28604693189,"Canada.KluaneLake.Quill-MixedTundra","presence"
34.3567472320807,149.750411228911,-788.189872775109,467.196422216353,-180.86402983993,1334.02960516057,149.750411228911,-479.297621530809,"nonveg_1172","absence"
3292.60628801328,2851.54850265818,2337.6290763834,6144.48597731887,-5370.00953004141,791.920436548726,3050.84232121073,-5923.9805771083,"Canada.DaringLake.Tower1-DwarfShrub","presence"
3718.66205286975,2930.34316577586,2507.11218862647,6169.23529866079,-5981.08584316123,697.073750477998,4138.99669439152,-6035.53856407548,"USA.NorthSlope.Ivotuk1","presence"
403.518875926875,198.392173808956,131.982138868778,1924.59721045949,-161.519223590751,767.136524262796,198.392173808956,961.422017817687,"nonveg_851","absence"
-64.9934381269398,-77.1954113416218,1039.21610225434,1005.44582903321,-1418.51337685467,699.763621826103,406.149287283892,-885.145289764898,"nonveg_596","absence"
-140.115151385693,-138.882789683302,183.091827579892,-736.497641110964,2838.60981947612,214.007954322069,2.35481560423157,3324.0788917709,"nonveg_1854","absence"
2669.71830329213,2824.17448560943,1967.93541619164,5298.10498585063,-5362.89456039732,660.597951515833,3966.79128021213,-5290.11488478648,"Russia.Tiksi.DryFen","presence"
427.292450550379,776.489905306953,648.12120360477,375.364567407309,-460.165781726252,1072.96743933404,427.292450550379,-494.011829545251,"nonveg_710","absence"
41.617336042545,-410.073674679152,258.778324777325,282.121781877656,-997.282394942293,448.953313455915,-76.893075910548,-1105.97985154107,"nonveg_870","absence"
3365.67029990226,2614.13179955715,2908.82988112802,5928.4773373649,-5742.07733444035,872.693912836384,3174.05977959353,-5599.12652902353,"USA.BrooksRange.6","presence"
2381.2325816342,2692.79767729212,1673.69468392109,6111.3418078889,-6017.82580577176,556.336586848697,2651.98306798631,-5380.89587364565,"Finland.Javrresduottar.A-Sedge","absence"
57.1787159260197,227.407475783089,-43.2263797791422,1266.04303230525,-2077.55502226751,440.553726129154,57.1787159260197,-2066.06438847594,"nonveg_684","absence"
2883.35876858221,2615.90993284564,2128.50912622645,5292.75221857601,-5205.0655430493,806.43714124275,2700.52281596247,-5547.7443879956,"USA.YukonKuskokwimDelta.UB3","presence"
691.83496735556,848.776813447903,818.616896590768,1536.40114988159,-2283.14570273753,1163.39963229528,839.936249428904,-1959.89920268092,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
3174.6657637526,2800.32588938093,2038.350279414,5865.55700200981,-5719.82920425654,741.741720147521,3283.06630768904,-6050.71143402541,"USA.SewardPeninsula.QuartzCreek3","presence"
2236.8927847005,2198.04051960554,1501.24944578022,4372.80188612451,-3597.90521855583,872.124405946671,2384.43169762758,-3596.58350489005,"Canada.Ivujivik.TP13","presence"
617.689789946616,387.331320227295,1109.41441304097,1607.15271874788,-2362.25100513637,636.118906575867,536.564933441415,-2426.81665648672,"nonveg_986","absence"
2273.55236223853,1695.3274275194,1686.13135319765,4035.66594888079,-4740.80407422835,746.090442741544,1647.12426088857,-3709.95513312844,"Canada.Yukon.WHEATEAR","presence"
305.041446014844,502.204356749948,833.427463403636,1592.221247903,-2369.81308461028,804.848056238608,560.552727218461,-1614.23469872323,"nonveg_769","absence"
981.815041017601,283.942533775239,531.552386815028,1671.37974915041,-1601.61345682696,758.59106660598,531.552386815028,-2036.50182479107,"nonveg_913","absence"
700.093558646323,85.857761863439,430.887500578283,683.913599008414,-1861.01547835066,1379.9293233484,430.887500578283,-2263.12647280742,"nonveg_940","absence"
80.7952539388354,187.560475922273,24.2606814089866,-311.273938369802,877.873234782902,213.224529602131,24.2606814089866,892.694672410794,"nonveg_1509","absence"
141.040838299691,413.925723670702,479.319949259454,644.611198006652,-1524.41667578493,1388.97418115117,364.535508137296,-1235.49330316653,"nonveg_578","absence"
2090.75528649957,2750.42990190478,1683.71169883517,6455.4451686395,-5941.85063226077,456.519959422537,3592.98077123401,-5596.4374181606,"Norway.Javrresduottar.EC-Salix","presence"
3124.78787884078,2855.65184842369,2564.00991611593,5290.92568361295,-4790.79852365014,752.451938040377,3055.1502115365,-5245.08216096095,"Finland.Kevo.8","presence"
2613.36271931017,2038.43827500775,1898.1851984363,5411.71700352903,-5878.81152496092,666.043686841158,2786.62592247487,-5500.79719528701,"USA.Toolik.S2","presence"
2234.20217439624,1046.08481872628,1844.82931840393,2317.64856975291,-1220.59459733364,1143.00532847712,2234.20217439624,-1197.73255789989,"nonveg_647","absence"
3018.02800769494,3143.99407270325,1862.3949216475,6057.30026178846,-5624.99122263867,703.159617490502,2950.67155004082,-5925.94612595943,"Sweden.Abisko.NT-BirchShrub","presence"
2989.12822811384,2615.08554934022,2184.73779991927,7493.90304382422,-7895.15862799525,536.672116978944,3175.37426810551,-6790.55742863963,"USA.InteriorAlaska.21","presence"
-497.091578691946,-548.22892196108,-538.066575419183,1044.10287789675,-398.060203467876,358.066402764438,-497.091578691946,-27.0845978420339,"nonveg_1547","absence"
1241.42893295386,1195.13742001728,784.026394629394,2639.66844455605,-2761.32508675274,1121.43294295826,1103.60013090662,-3093.10463768104,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
2234.20217439624,1046.08481872628,1844.82931840393,2317.64856975291,-1220.59459733364,1143.00532847712,2234.20217439624,-1197.73255789989,"nonveg_647","absence"
1802.01849952907,1664.94574938039,931.334085408089,4195.0403315139,-4264.80160387756,718.691520781201,1738.99478717611,-4255.05607554415,"Canada.BanksIsland.GreenCabin-C09","presence"
45.9599765648971,55.6216702890046,-105.349000594954,433.969969379679,-807.61080332205,955.422066200419,55.6216702890046,-717.326672230861,"nonveg_1268","absence"
2637.35432112073,1983.66964671207,1485.54875378291,6010.42738145841,-5504.67532564572,548.895174901849,2888.5737898365,-5797.32566727336,"Canada.DaringLake.MediumBirch","presence"
630.098791535078,210.683590138766,312.854423636217,280.437376013009,-1304.84687966199,831.251035498208,210.683590138766,-1887.33437544456,"nonveg_871","absence"
691.83496735556,848.776813447903,818.616896590768,1536.40114988159,-2283.14570273753,1163.39963229528,839.936249428904,-1959.89920268092,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
950.816677124011,738.030103701762,683.01525641785,1592.10342404289,-437.043005711719,1389.57770583415,738.030103701762,-827.679071746249,"nonveg_768","absence"
2090.75528649957,2750.42990190478,1683.71169883517,6455.4451686395,-5941.85063226077,456.519959422537,3592.98077123401,-5596.4374181606,"Norway.Javrresduottar.EC-Salix","presence"
389.088107926815,1137.90094764811,120.954162922186,185.500442364172,-2480.69142244042,1471.71469565962,389.088107926815,-2431.2864561454,"nonveg_628","absence"
1240.45722756675,1544.65251977673,1447.89621360469,2816.43409681618,-2931.37335796742,649.2793434907,1447.89621360469,-2492.43537927941,"nonveg_701","absence"
