"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_peakSummer","spectral_red_earlySummer","texture_NDVI_peakSummer","topo_eastness","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_changeESPS","spectral_NBR_changeLSES","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeLSES","spectral_SWIR2_changeLSES","spectral_blue_changeLSES","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2818.74559220249,2575.24496597284,3229.90403916846,3597.05701314073,2003.61190168038,5030.22643896051,5022.78096769921,6326.60850404165,3396.16572507453,-5904.95471023296,-5412.89454242158,-6159.36277413003,-6415.03327692362,-4289.97951621086,2702.37824037545,751.139574031308,-103.749654531207,0.029120435938239,0,2523.1614756419,1921.40950578649,2606.60655161762,36.7532546392469,5.64823205279339,50.9803076059296,53.0211577188608,3446.30491124468,5086.33939871922,21.8994472594895,-4424.48939672943,2767.82288158954,-63.1777339418732,62.3759415956948,9.68183912512638,4.11395775980101,8.20693211997768,"USA.Kougaork.LowShrub","presence",0,0,1,0,0
2940.028035443,2952.20878218331,3993.11339497433,4377.51245674081,2432.86316071725,4680.58827445577,4919.48703709111,6510.24363958166,3988.00919945181,-5749.40653063526,-5741.60647341347,-6057.7654509905,-6337.2269484975,-4424.10954827498,3357.54980520618,909.262899967169,-47.9878991059799,0.000387706599819163,0,3556.92149179607,3774.02679718857,3032.48038617191,23.0345005035592,-53.935542586305,50.0846092176009,-53.2083580981727,6103.72216362764,3620.51611450889,-58.2934861545688,-6035.4951251726,2641.56695982444,-36.3303605451232,11.9902012906895,2.07971180839485,-0.685890274232012,1.66593014439464,"USA.YukonKuskokwimDelta.B","presence",0,0,1,0,0
821.082709908318,568.776034300029,952.613945374504,596.24950102175,458.285406958382,1256.47929877148,767.718074437053,661.706259761077,595.344161756804,-1469.85466723525,-2061.15741914166,-1621.33783411322,-2733.25022959338,-1043.5442433466,2594.18954580763,2492.91852227504,227.916887044426,-0.0365933030843735,0,596.24950102175,679.401519512597,494.328538416122,12.9570465339263,-23.9898694421547,-39.262115912964,-46.6440865275475,944.852805186988,847.672069451722,-42.2061347982171,-1621.33783411322,1689.70598624678,-15.2253722817376,-27.4887240642776,-15.9402350349065,-8.18619995351402,-6.58405667590253,"nonveg_861","absence",0,0,1,0,0
2608.50709863391,2270.49589479993,3004.56021187793,3355.47585001844,1490.07059565764,4737.7507113555,4564.23121963242,5801.56054787265,2327.40723282855,-5069.50337800209,-5688.61189991392,-5793.76354827796,-6187.12222636221,-2974.69453706259,2529.10982428312,930.959869825802,-3.80535341530033,-0.0463053413356344,1,2754.46142907073,2729.99683941638,1373.73002879693,22.3364595203874,-38.7698010666411,7.29357558940476,-40.42083148936,4826.52000133776,2471.50114608451,-54.5220697218316,-5211.8250696645,3321.35490964903,-74.2022295547829,-28.0952407193263,-8.63458173472534,-10.2827563702415,-7.26206638227567,"Canada.DaringLake.Tower1-SedgeHollow","presence",0,0,1,0,0
2700.21234827475,1252.8982134437,2621.37103268237,3398.77424174814,2024.01399382662,5225.10436563475,3279.04660313228,6182.98211945998,4187.31925473176,-5113.45389570137,-3950.3663456267,-5789.28461492517,-6214.15281179419,-3848.35953860176,2524.33155408009,837.195164099121,-349.878643840204,0.0691374488330136,0,2338.25915414645,2723.19354075392,3095.55576097712,-4.29117569069155,-62.3046353991205,89.2922249778208,-106.162535236137,4338.3224457487,4023.0393381762,-82.3104116911205,-5821.1970372394,3190.49016744476,-64.2093212089959,27.0462881725869,10.7045572926767,-1.32422360563771,1.40339987606778,"Canada.KluaneLake.Quill-MixedTundra","presence",0,0,0,1,0
1136.34705806333,1224.72360608069,1176.35042130734,1381.99645430693,452.912365218308,2222.48696899972,2412.82496099844,2653.22646965745,690.124014457106,-2691.86827036176,-2847.67039057087,-3351.8548451185,-3305.7879497358,-1730.86743536548,1837.24406592525,1191.47633142472,-50.6639029724131,-0.0620849826373158,0,1122.15482977603,1053.04399048561,1060.51120133595,26.5127800333987,-22.0164603579479,-11.6396044196496,-18.9866845937016,2070.91780116528,2280.1083348345,-33.9530325342067,-3963.38221938019,1855.77004537499,-19.9690475628533,3.59737955600782,-10.3681883518997,-2.46725007130288,-2.03683884223748,"Canada.Ivujivik.TP12","presence",0,0,1,0,0
2700.21234827475,1252.8982134437,2621.37103268237,3398.77424174814,2024.01399382662,5225.10436563475,3279.04660313228,6182.98211945998,4187.31925473176,-5113.45389570137,-3950.3663456267,-5789.28461492517,-6214.15281179419,-3848.35953860176,2524.33155408009,837.195164099121,-349.878643840204,0.0691374488330136,0,2338.25915414645,2723.19354075392,3095.55576097712,-4.29117569069155,-62.3046353991205,89.2922249778208,-106.162535236137,4338.3224457487,4023.0393381762,-82.3104116911205,-5821.1970372394,3190.49016744476,-64.2093212089959,27.0462881725869,10.7045572926767,-1.32422360563771,1.40339987606778,"Canada.KluaneLake.Quill-MixedTundra","presence",0,0,0,1,0
59.3758212672883,112.378085541616,-377.148985682748,106.497942414636,-370.716911860851,-1207.99794719283,-1765.0690697995,-935.919189696706,-2239.98444801118,7450.31102187381,10000,8045.78064662957,7688.69129422928,7024.83242966483,319.711010078163,277.275245995029,873.982056161546,0.000400612480007112,0,59.3758212672883,-93.9228096640117,489.527071224364,30.7209095091528,32.6351380816243,-141.880076016975,330.593859131362,-1576.10647199043,1304.06525831447,-2.23382430317104,7688.69129422928,2975.16757033517,30.391328014927,130.281290224695,11.307093903138,15.7035038830231,13.0759315563505,"nonveg_1695","absence",1,0,0,0,0
444.174910077653,-350.56517657368,989.418610001922,1518.08888338154,1190.54282702979,915.90144718206,-861.634222987958,2292.74230398825,1393.46063339761,-1819.62694624834,168.080803495022,-2075.03577296052,-1897.56628228107,-914.190259747883,1767.02547174725,1178.02349375287,1467.51697699356,-0.368843197822571,0,989.418610001922,758.332010783446,1868.65405995522,-24.0763844178108,-47.8565638062715,37.5055707395003,99.372922777166,1090.83460945024,3154.3765269762,-91.9763253092566,-1819.62694624834,2243.11657645554,-29.207635048402,80.1113063019835,-34.7710863044474,9.06979988203875,-13.2026404767037,"nonveg_623","absence",0,0,0,1,0
2626.34788070823,3029.75263384722,3091.62268339167,3292.88875610425,1730.67415264471,4473.72839531846,5289.3273932986,5659.25925811872,3130.23539107395,-5251.02298342043,-5528.06525611897,-5965.72809089485,-5871.74961157521,-4303.4597392147,2635.70396048993,930.982112652337,15.3846491289769,0.0121738406430398,0,3160.38351831739,2899.00210889992,2223.97532434005,44.575461913473,64.6190044282385,18.7136213836771,121.612520228176,5134.47825793212,3790.63616323391,104.825771985751,-4296.90469258031,1233.24045572394,-2.91287915453893,146.072371460439,37.7511853247939,36.0149799857911,30.4651661374984,"Russia.Tiksi.DryFen","presence",0,0,1,0,0
440.192295667915,465.803116914153,739.66924491312,629.816750854469,294.611388083108,1158.1683001135,1121.63086940618,1593.03472343672,752.674778548986,-2248.42173699727,-2077.56310057419,-1695.13459596638,-2027.18803899838,-2304.38702586568,1330.0577848585,934.080643231044,-653.272132096457,-0.0287248771637678,0,465.803116914153,514.018559286553,445.057856830012,6.32960467760033,-14.4140067367877,13.4432017137244,-24.9754349307223,1276.60256732026,1004.82938654692,-33.4670155626173,-2077.56310057419,609.252429899303,2.43327342906136,-20.1278160319897,-9.29592190938894,-8.70677901799688,-8.66844654459925,"nonveg_816","absence",0,0,0,1,0
15.208446900164,247.32730008875,-194.951238170201,-0.291003477702219,-475.443596066734,201.336811901311,589.730838796306,214.715918666943,-715.529262938047,-931.253737494683,-1003.48919181699,-1417.80118924344,-1185.74721092869,-932.477821222421,1198.71977745296,1280.30694872788,-281.503806834222,-0.247904986143112,0,-0.291003477702219,-81.6300181451446,722.770896155483,14.4309424402029,19.2295016634326,-11.6781419700835,19.088036887303,42.3649642906418,1305.26010173435,29.0504488595483,-1003.48919181699,486.547451748758,0.0360024625805174,18.0135651054978,8.91998725140941,3.39839062826969,3.82020269666979,"nonveg_710","absence",0,0,1,0,0
2257.7749014052,2430.12518450706,2708.12668608492,2761.26022766043,1518.27526449268,5226.96144545169,5375.95945598479,6155.71451447741,3766.83558997503,-5123.17018285329,-5324.43791400247,-5930.95733107733,-6181.1462091808,-4120.5380197279,1912.36633153765,595.937366439209,251.9745521255,0.0544188823550939,0,2143.862707548,2157.86836926188,1018.18073349915,14.2042846186114,-27.8673868135924,45.8453431807076,-43.9030437606851,5229.68656200534,2031.2527595534,-53.9538580276647,-5579.66303002912,2331.67998517825,-37.3946017605453,11.2762041793833,-8.41694282924666,-2.85373585080891,-0.847249995416057,"Finland.Javrresduottar.EC-Hummock","presence",0,1,0,0,0
2361.56267523895,2309.05006082554,2788.10200059082,3254.61062476453,1771.5159732648,4801.63342821065,4800.45089179262,6366.60276932604,3762.59325803839,-5395.78169490209,-5673.88308969523,-6125.67342144792,-6060.22348967614,-4871.40188732096,2379.4450585997,741.47763882571,-153.14523940451,-0.00283582943181197,0,2589.48479601132,2976.63684215862,1980.78343496447,5.73881605311956,-64.7027329294116,16.5606362489559,-70.8793776115074,4575.95974325398,2647.56242556904,-71.9024753911148,-5501.14341519582,1604.41287844666,-18.8605830014878,-35.908667025374,-13.6224810535635,-14.2278336437327,-12.0037673359754,"USA.YukonKuskokwimDelta.UB6","presence",0,0,1,0,0
760.990750066322,920.144728870531,638.069472854702,1263.07802179235,746.469074339539,1034.99564098758,1296.2650266304,1778.39806370965,1016.82786817744,-1509.3731694727,-1477.70591204942,-2054.838600726,-959.811965708335,-859.387611559741,3215.46830163612,2489.71608638012,-193.798849511566,-0.0229134205728769,0,760.990750066322,865.750409584689,625.008548937652,0.6600761693992,47.0125426693049,12.6810152653416,81.6147188922133,1200.71848404899,901.292242969776,69.8598676484213,-1477.70591204942,1195.45098916626,-29.5447980869525,96.1887814460962,13.560281979445,36.1788617738424,24.5319172494684,"nonveg_825","absence",1,0,0,0,0
