"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","site_code","presence_absence"
2821.29430820608,2653.71631896995,3664.76310012659,2282.28454050447,5460.56141114514,-5552.58861427351,-6003.53725709993,-5607.7624867779,"Russia.Tazovsky.Burned28","presence"
1811.41249150116,1731.31956663295,3262.44937355616,1031.58274748825,3638.75772820868,-4642.42229690755,-4450.94494242786,-2472.28534442325,"USA.NorthSlope.13","presence"
606.488038746098,531.241017377492,464.517033757858,222.155449162996,1157.53452371081,-1620.65636683025,-2122.92755254848,-388.826148725779,"Canada.Ivujivik.RTP13","presence"
497.412960434618,830.883227233854,376.292018375657,-48.8843972772203,1387.44079360918,-1009.23943256871,-2584.33159486564,-2223.25994068671,"nonveg_769","absence"
2651.9519306668,2949.98374637597,3739.14708322983,1766.98354627919,4498.1903363678,-6154.12667612825,-6017.92818008411,-4874.63920489445,"Russia.Kytalyk.T3","presence"
725.468735726037,1025.85532102431,727.094989085053,651.408247639176,1848.40318169679,-2060.34534027084,-2965.54433369997,-1130.9103331055,"nonveg_957","absence"
2961.64214364614,2947.39760470338,3710.91312335744,2078.52401100771,5482.52798258179,-5936.40663057646,-5712.27499285567,-4411.21759798069,"Sweden.Abisko.NT-DryHeath","presence"
2422.31253446895,1770.23019414457,3706.54999570591,1682.93547737271,4238.31259225325,-4177.052622291,-6309.66078546705,-3702.31260008918,"Canada.KluaneLake.Quill-MixedTundra","presence"
-49.312082587733,-175.325864068716,-25.2752055318889,101.733148549028,-25.946990048531,5067.32609229914,6641.38132842098,5612.86284752362,"nonveg_1290","absence"
1949.25401528605,1960.30134328375,2707.58979257812,1057.15871479411,4047.65408177255,-5180.66724503542,-5340.76328270907,-4154.96667285684,"USA.YukonKuskokwimDelta.15B7","presence"
2264.86709793156,2292.09887420665,2749.69197293543,1755.72472759144,4319.5768846858,-5143.35113581543,-5175.92428726676,-4276.08077632271,"Russia.Yamal.VaskinyDachi-3","presence"
648.731012613747,-213.720917342912,570.164882451316,269.547739683564,1148.67737037158,-1504.97728653824,-927.799783435846,-746.709022873085,"nonveg_709","absence"
3595.64897792182,3212.63010005908,5108.30385043091,2052.85059656884,6615.12017997684,-6308.05116287934,-7124.35923725863,-4817.10446931901,"Canada.BonifaceRiver.AB8","presence"
-67.3773865320368,2.03308568628077,-183.323583808027,190.202203381573,-109.410430521056,-296.624401709771,-761.711683761104,748.856436273231,"nonveg_822","absence"
1031.239133967,1448.67581429846,1045.46291085073,1203.18855480505,1571.23685710086,-998.397006540865,-1921.78190891701,-1021.4241525188,"nonveg_975","absence"
273.061991065621,-568.873772415252,426.159089526777,-265.259894790651,2690.22493742482,5227.4865528973,-946.069795551466,-886.772279045241,"nonveg_851","absence"
386.923327473564,522.661082725725,103.663709598712,-69.8077209988644,899.177619808217,-1361.24822015494,-2221.11149047368,-1816.0732310408,"nonveg_871","absence"
994.56912833585,607.155256228552,228.565359247119,309.705566302354,2151.07124789722,-2025.7463463956,-2642.22724187731,-2297.28890467612,"nonveg_745","absence"
2929.37451238251,2849.1035503021,3242.99030512029,2038.2625509575,4879.78207394115,-5721.89075507977,-5742.54107364712,-4259.72570826213,"Russia.Yamal.OstrovBelyy-1","presence"
-67.3773865320368,2.03308568628077,-183.323583808027,190.202203381573,-109.410430521056,-296.624401709771,-761.711683761104,748.856436273231,"nonveg_822","absence"
216.808154348666,-692.022746071792,302.189114236733,-1339.12657470573,-1434.84025578962,3795.50197281421,4429.44823567728,2514.8075286629,"nonveg_1367","absence"
1270.83562239907,1191.9529942545,1369.1221298291,797.512815226033,2359.39012583728,-2884.597260809,-3643.37649947064,-2078.62809589825,"Canada.BanksIsland.GreenCabin-C08","presence"
2611.72455742281,2739.85882638656,3515.45741255117,1973.15675291973,4684.6584138818,-4880.90581308862,-5636.85650501286,-4239.96088288566,"Russia.Yamal.Nadym-2-IH","presence"
161.558412415117,815.692671985574,653.305664733849,820.484408273398,759.253437165714,-1037.1554809337,-1499.76895470974,-70.2160706359593,"nonveg_608","absence"
216.942221179238,20.9139643326906,-385.549585528312,-631.372330364847,71.5104432925554,297.846640591273,-279.546728800476,130.063863380402,"nonveg_592","absence"
791.428543186882,87.0305897440107,432.283301016566,275.654426988939,2054.25548415792,-3346.31338324608,-3164.96956069424,-1951.38631587152,"nonveg_600","absence"
495.42546919221,264.474853759543,543.980473590035,961.986534765321,778.977956867495,-1908.5565568034,-1633.83268988228,-582.113370012117,"nonveg_568","absence"
483.33677265807,785.267990237292,232.395855757682,330.227148811013,1110.4361208733,-1278.73908573826,-2815.49519305107,-1506.90096464744,"nonveg_1968","absence"
3363.59289565284,3095.19393001264,4242.66068478182,2450.52262631354,6367.33052095851,-6355.69430943601,-6982.27160043122,-4452.49759922333,"Canada.BonifaceRiver.AB2","presence"
3140.85081283465,2019.11903195268,3531.63018283836,1748.95638459325,6698.59351217336,-6061.61781187024,-6996.37127158029,-5289.01295860419,"USA.InteriorAlaska.5","presence"
994.56912833585,607.155256228552,228.565359247119,309.705566302354,2151.07124789722,-2025.7463463956,-2642.22724187731,-2297.28890467612,"nonveg_745","absence"
1115.65355669193,673.408296955837,1188.32789841917,531.415743393986,2250.28796890178,-2574.36847033853,-2201.47483241892,-836.323444921363,"Canada.Ivujivik.RTP12","presence"
-370.978077944843,484.146975524695,481.456380786108,-455.584084543281,-224.780935793044,310.019869621522,-348.291524039992,-558.976153424048,"nonveg_1089","absence"
3375.89542995408,3244.80751583244,4264.38629240326,2267.46068006809,5376.17240281637,-6411.7930701242,-7008.80797379476,-5272.82766180748,"Sweden.Abisko.VJ-MesicHeath","presence"
600.31209336712,99.6031866032077,649.320731345113,742.834337630449,1471.88109880355,-2919.8930382871,-1982.32515041758,-1273.38844306113,"nonveg_816","absence"
3048.50269095435,2713.54066529259,3876.98363026245,2413.33677941166,5055.95435855239,-6175.49445888775,-6191.97352817044,-4935.65202971884,"USA.YukonKuskokwimDelta.15B4","presence"
804.48087443011,1248.61212640385,1464.67744265179,664.689113646533,1533.06969816658,-2449.62969799411,-2513.00225161637,-2149.6291342579,"nonveg_680","absence"
-457.840888054558,130.537385053948,121.868758909401,98.1682554874086,-1273.20830444672,9084.00332741197,5527.7326058132,4879.55637234096,"nonveg_1344","absence"
1282.60241635809,1000.74837833339,1159.11398926,1132.273211996,2450.42313255334,-2940.33443755611,-2671.68801871012,-2391.27594409768,"nonveg_764","absence"
3757.73707042053,1269.9253721303,5146.45546926709,1612.55924830543,6004.57996246613,-3769.58935458599,-6990.11004317942,-3177.98905833103,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
968.279145537438,547.014282524765,1501.85444355118,133.751386843262,1448.10295841484,-3083.39143517929,-2683.33743010551,-2919.15736327086,"nonveg_507","absence"
3016.53115014592,2029.79193222393,4051.60769042939,2417.44117955923,6311.45736611832,-5991.2334255977,-6482.83042183981,-5008.59245428941,"USA.InteriorAlaska.17","presence"
3595.64897792182,3212.63010005908,5108.30385043091,2052.85059656884,6615.12017997684,-6308.05116287934,-7124.35923725863,-4817.10446931901,"Canada.BonifaceRiver.AB8","presence"
2939.42729630829,2405.80379522399,3553.35886382711,1812.30072675229,5331.33070539025,-5640.16856787807,-6432.31657529637,-5025.11476469537,"Russia.Kolyma.T2","presence"
2050.23145310045,1948.35778138083,2296.6528370556,1347.08707766508,3841.60812866908,-4409.42297238079,-5476.08005445806,-3861.05268915691,"USA.NorthSlope.9","presence"
509.613847866994,-832.73249277301,68.4412384900134,-377.394545503713,1086.3759647199,-2080.09045567429,-1725.84735402035,-1065.86033155565,"nonveg_616","absence"
1098.61426335781,-144.908597059941,514.248885832458,578.386805171901,1284.16281189205,-1902.58906418713,-1643.26791869676,-566.449099817311,"nonveg_677","absence"
1662.51887985728,1630.52434433507,2527.60452506017,994.117428496076,3395.76722238544,-4830.58589866926,-5211.48342065728,-3315.12917671614,"USA.NorthSlope.FranklinBluffs-C17","presence"
70.1033511453116,749.013346049094,434.147697195331,439.725651982138,450.969053922283,-1421.33122435952,-1193.09334200192,-1194.16305139077,"nonveg_1037","absence"
60.5703225850678,-255.893008323589,565.409097078866,287.643918892147,578.852149692421,-935.820692849321,-1063.5294779127,-1331.01098844283,"nonveg_988","absence"
569.235871638588,-64.5476132120382,521.677065769324,-515.777797369124,1576.93670217496,-1629.72487469625,-415.902282024608,3803.05442468969,"nonveg_1888","absence"
2782.18457421469,2451.2053148694,3005.89416529307,1842.93256717107,5040.13703191343,-5283.07674881904,-5981.10409469094,-4431.69383840723,"Canada.ChukotkaRiver.TH1","presence"
379.063579759876,160.615436949839,-227.760236645618,628.195569886035,1089.2080586388,-1406.95299355791,-2654.2657135678,186.471577926792,"nonveg_946","absence"
22.3863592779808,775.415002922743,38.0021460253881,395.118893543051,656.55375012802,-644.081909617846,-1939.81118996763,-1210.11254047004,"nonveg_681","absence"
600.31209336712,99.6031866032077,649.320731345113,742.834337630449,1471.88109880355,-2919.8930382871,-1982.32515041758,-1273.38844306113,"nonveg_816","absence"
3313.64494858138,2495.39468967506,4242.29448133513,2274.13176572365,5358.99998226983,-5709.84798049145,-6342.41827369594,-5254.45172191494,"USA.NorthSlope.Ivotuk3","presence"
3436.28378292411,3561.74804721824,4708.27341684812,1975.47978038721,6122.25610897426,-5915.45662395365,-7342.76273862798,-4757.91120948783,"Norway.Javrresduottar.A-Salix","presence"
195.45579458118,1420.70040619254,793.996853216802,109.728144617888,801.418786851568,-513.092324718221,-1529.6288242655,-1537.42424072978,"nonveg_693","absence"
209.950358863805,303.805525472262,227.636871038511,224.394606001609,630.591286559296,-549.002997687484,-714.783016190102,-737.358332124522,"nonveg_870","absence"
3052.45315915674,2643.94569750996,3931.05358944069,2484.89245692534,5467.19082291664,-5550.57459255139,-6219.19897598594,-4373.23086009373,"USA.Kougaork.LowShrub","presence"
239.237401964241,482.47690915315,1309.29004099172,-367.948970974386,1037.83925405945,-2647.71911384685,-2077.74633915676,-439.076883580839,"nonveg_804","absence"
-181.933247265852,-48.5762215920438,150.522928484866,-450.550400889323,-177.349731640863,-1003.07921161748,-1246.9356277538,47.842311864937,"nonveg_842","absence"
-198.348174477203,-492.187863017274,-296.282260293921,-2262.25259393567,-3022.52791595742,8319.85831430955,6724.78938730059,10000,"nonveg_1797","absence"
2887.82099363757,2970.22522601461,3544.49010380911,2632.97523062054,5685.86363183093,-6092.58815725872,-7030.75601215026,-4742.43508402101,"Canada.LeRoyLake.TDA6","presence"
804.606197034461,208.582639872032,658.429505933218,412.837508757859,1098.43492573653,-2752.4695423256,-2043.03990749279,-1457.08863061519,"nonveg_825","absence"
2859.15426946243,3146.4571474629,3825.28051969408,2232.07359154887,5580.90585782137,-6001.5350459645,-6183.89180465808,-4752.71622792041,"Sweden.Abisko.NT-BirchShrub","presence"
688.359445149686,680.52245023517,731.1617059226,501.846259698298,1436.89736282276,-2682.56049632886,-2437.76912868363,-1074.24323407369,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
2803.60316728654,2268.68894786693,3130.33388141137,1962.73013594335,5052.10071964393,-5084.12082566628,-5650.67835014838,-4278.42868631606,"Canada.ChukotkaRiver.TPO3","presence"
267.854422338801,229.290319587954,496.458087877211,463.602294034495,797.491930147127,-859.450698621702,-1567.67957714672,-32.513208752871,"nonveg_1340","absence"
3992.24218817768,4276.71638794478,4682.86147071068,2764.40759822876,7339.27454764339,-7119.80068602274,-7511.89211336602,-5627.99083760805,"Finland.Kevo.2","presence"
2834.29939913384,2550.87945335094,3489.82964743786,2209.67010362915,5812.34723138829,-5213.41962126285,-6284.87219550247,-5018.84828534725,"Russia.Yamal.Nadym-1","presence"
1168.42807554198,619.21387909364,905.378703423434,457.729922661902,2349.81051051366,-2057.61208042856,-2057.98389201611,-1638.70869772113,"nonveg_913","absence"
401.776753723037,1783.45587837301,2114.38046809566,-447.803512002706,1817.114427815,-3341.01661347521,-4397.11561429028,3845.40222438275,"nonveg_1813","absence"
889.931810387064,-216.887924664733,534.517472213297,739.545489877423,1590.37105078211,-1431.90040101823,-1204.1667621482,-846.82721932934,"nonveg_682","absence"
3884.49146614584,4093.98074227714,4856.41665333889,2318.50491672124,7278.19707466931,-6643.172648573,-7714.98783623956,-6289.7806679165,"Finland.Kevo.14","presence"
518.540411366943,877.774129666332,401.050858745363,458.349289198579,909.444620324742,-280.610327125098,-1496.37415303883,-523.671150971056,"nonveg_775","absence"
2206.4925453883,2563.38742572395,2790.56891048956,1650.75431256832,4140.23805839371,-4832.15513414822,-5072.9213303379,-3918.59221207586,"Finland.Kevo.12","presence"
427.355540545719,252.482486112695,332.542480120466,323.215057040852,951.339767588798,-1402.0559539305,-1340.71682897066,-1352.03268237229,"nonveg_972","absence"
239.237401964241,482.47690915315,1309.29004099172,-367.948970974386,1037.83925405945,-2647.71911384685,-2077.74633915676,-439.076883580839,"nonveg_804","absence"
2216.59800989887,1915.05483916557,2649.37338592442,1567.75114594566,4198.27295590807,-5214.15319827987,-5466.17174352791,-4139.93481637679,"USA.YukonKuskokwimDelta.15B3","presence"
3524.54694849069,2686.56682434037,3801.56248503001,2755.24729888818,5676.53722662998,-6210.85788312758,-7010.43484828035,-4800.75555690303,"USA.BrooksRange.7","presence"
2382.65610108579,1979.99262939162,3223.53703559074,1607.11263541258,4341.15248359098,-4884.15333655782,-5607.37323359844,-3854.72923093749,"USA.NorthSlope.Sagwon-C15","presence"
341.551439159233,805.090674878714,910.113050384395,1225.92977704311,1259.99329079531,-2116.98433202031,-2107.80411840389,-1069.63720686728,"nonveg_986","absence"
3469.49001565524,2928.85380881607,4736.1452224317,1975.08646714508,6073.46930311868,-6256.59492520452,-6942.03884605319,-3502.38766433021,"Canada.ClearwaterLake.LSA2","presence"
2524.06698288505,1984.11905513135,3625.88900384558,1529.25767794126,5569.32890088038,-5763.27722559407,-6513.76615164438,-3857.7967142244,"Canada.DaringLake.MediumBirch","presence"
937.766670153506,53.1030179410433,174.296483022032,255.186540832411,1236.81905313184,-1690.9700017683,-1530.69578759434,-1267.12418832161,"nonveg_912","absence"
1590.65065140001,1359.05756292834,1710.58432701422,1220.07621212807,3194.5208959999,-3608.76314822819,-4060.99819339332,-2897.1409004519,"Canada.BanksIsland.GreenCabin-C00","presence"
1670.5889502691,1430.1723433368,2666.76857673903,598.375124033169,3335.10612956574,-3931.10857642762,-4144.29594130878,-2151.6191649888,"USA.NorthSlope.WestDock-C14","presence"
205.075878428208,1224.15239765989,322.335912048999,-87.4050557115779,889.451762788423,-178.739139194439,-1559.37276843036,-1605.06257246156,"nonveg_715","absence"
3043.34191865914,2443.76651744345,3979.97061283203,2181.9815880908,5334.21272862561,-6032.51900320999,-6359.05153393137,-5302.44824625741,"USA.NorthSlope.HappyValley-C20","presence"
2716.75301461353,2128.33786513766,3645.53740631754,1708.71044744849,4344.62656236665,-5622.57276405371,-5345.08631648189,-5208.04729472,"USA.YukonKuskokwimDelta.UB5","presence"
2468.13272827022,2794.1393164689,2938.23237707167,2161.73228957136,5023.11852240502,-5721.25235697887,-6317.61991577021,-4126.61355259832,"Norway.Javrresduottar.EC-Sedge","presence"
2952.67196186807,3176.02741501533,4183.79110059733,1678.88583946252,4958.282202129,-5198.19764900991,-8001.88522031072,-4590.14274669744,"Sweden.Abisko.VJ-Wetland","presence"
209.801737272734,112.939217771397,1197.12490807244,449.097235920168,285.581153357644,-1895.13578376228,-587.370454441859,-766.590364053834,"nonveg_733","absence"
822.455303906682,246.049713832601,228.06160637682,502.594694769394,1895.60334533063,-1957.75792194614,-2568.76615992518,180.749442828653,"nonveg_792","absence"
2270.84210430216,1774.53564598614,2615.32083687876,1338.87595382346,5312.15385532508,-5965.28034309768,-5962.58428159128,-4217.15431374049,"Finland.Javrresduottar.EC-Hummock","presence"
480.307150295654,523.534822910573,1.6247364223554,-250.439310243842,950.728078919875,-1620.04416581024,-2278.47429841179,-1856.8112328342,"nonveg_984","absence"
-539.774494307486,-470.970921288592,-529.606721997038,398.103427588652,-1904.03273637913,6671.55328515442,8519.69520959583,9179.3660729539,"nonveg_1994","absence"
1157.8313242293,259.82691458907,927.352277286281,416.056006676318,2304.76992002267,-2634.92888456164,-1736.10988624244,-1479.74851763176,"nonveg_576","absence"
2348.65502035543,2202.01760595225,2884.58832033914,1861.55611143584,4130.75171603404,-5126.24882758492,-5441.53074755828,-4387.53761595454,"USA.YukonKuskokwimDelta.5","presence"
1168.42807554198,619.21387909364,905.378703423434,457.729922661902,2349.81051051366,-2057.61208042856,-2057.98389201611,-1638.70869772113,"nonveg_913","absence"
775.365303487337,480.648898599658,384.974945393728,767.689330255417,1079.78745469627,-2108.79188267261,-2325.65979567748,-2010.7670941217,"nonveg_1309","absence"
358.234125563227,-262.345737883706,-60.3937749023538,-435.196391618292,-486.987379167351,3829.2884297135,2565.68416558234,3350.55000117757,"nonveg_1854","absence"
3072.64638387624,3139.25580844732,3887.78106874583,2300.03954025337,5230.85110733102,-5926.53028053832,-5940.51012124392,-4076.32894971705,"Russia.Yamal.VaskinyDachi-2","presence"
3513.42777032232,2192.21216227433,4662.68133961605,2513.73138279545,5822.0990730132,-5393.57044070668,-5853.82370882897,-2954.87383186279,"USA.BrooksRange.8","presence"
2646.7439860843,2167.10707503776,3812.36778443344,2348.19469492771,5884.51745342647,-5284.34434840428,-5510.59618787231,-4537.3110982883,"USA.InteriorAlaska.4","presence"
2283.1004745663,2293.4325522531,2692.45939129109,1445.54606630826,4785.64745458322,-5631.20904022949,-5816.50463258784,-3966.3497060325,"Finland.Kilpisjarvi.18","presence"
327.101111628897,422.085696831223,368.64831107708,-248.978091140907,797.930524743389,-1076.47552060216,-1415.26332112674,87.9099203966099,"nonveg_751","absence"
1238.9963395728,1484.36787944196,2019.97837692193,1814.23977925549,2714.80356174636,-3218.2108444145,-3519.56263130053,-2927.74823685043,"nonveg_1069","absence"
638.471925898107,456.380050136133,259.740862181819,28.6328401444474,994.633346331373,-1231.20121282323,-1623.94460534079,-1559.40884885893,"nonveg_956","absence"
3164.49958373759,2439.61345924731,4070.51718163803,2012.79215593843,5371.38409637455,-5417.8835799708,-6335.61050921655,-4924.52900024272,"USA.NorthSlope.Oumalik2","presence"
2695.97564241841,2523.10354545473,3361.77193928979,1607.31948268645,5588.43694411814,-5021.87041527775,-6170.44882060323,-4795.12153936443,"Sweden.Abisko.NF-Wetland","presence"
2740.03089945207,2537.45832202027,3298.40197776917,1484.55699863956,4887.8907230789,-5896.05138570713,-6356.38113350603,-3123.95480718238,"Canada.CoutureLake.TDA7","presence"
3130.64528568245,3250.35303542732,3737.79014046382,2419.27273972456,5287.06539481561,-6084.05198296167,-5783.11224453092,-4738.87919242977,"Finland.Kevo.1","presence"
2693.02424172698,2628.3428151371,3171.32238382574,2071.53557715068,4714.58649257928,-5364.14342854971,-6298.01230991103,-4562.4747643645,"USA.SewardPeninsula.18","presence"
618.125494190458,11.5810246083184,44.9439860007094,-339.8961648135,960.71555087657,-1477.04755793255,-1892.58650434474,-1439.0271770826,"nonveg_572","absence"
705.930539565542,107.628477145263,734.948295621088,760.761582318,1802.74179689255,-2947.22838715257,-2024.94447115718,-1164.54769282463,"nonveg_867","absence"
606.488038746098,531.241017377492,464.517033757858,222.155449162996,1157.53452371081,-1620.65636683025,-2122.92755254848,-388.826148725779,"Canada.Ivujivik.RTP13","presence"
1590.65065140001,1359.05756292834,1710.58432701422,1220.07621212807,3194.5208959999,-3608.76314822819,-4060.99819339332,-2897.1409004519,"Canada.BanksIsland.GreenCabin-C00","presence"
1845.28488537825,1655.76568208541,2785.38765931668,1404.31061910133,3795.38205861799,-5523.27924817502,-5456.53073884881,-3156.0362290745,"USA.NorthSlope.14","presence"
273.061991065621,-568.873772415252,426.159089526777,-265.259894790651,2690.22493742482,5227.4865528973,-946.069795551466,-886.772279045241,"nonveg_851","absence"
802.227150130759,451.723579246157,-515.3733416565,-634.082805642616,1381.68546366765,-1599.8434813567,-2789.77503322801,-984.99108455832,"nonveg_659","absence"
216.942221179238,20.9139643326906,-385.549585528312,-631.372330364847,71.5104432925554,297.846640591273,-279.546728800476,130.063863380402,"nonveg_592","absence"
392.153422484279,557.778264830095,704.602317775858,924.920600344934,590.63383995605,-223.23457418822,-279.851247353321,244.307687018583,"nonveg_703","absence"
1291.93052882766,539.778658945039,260.451889388959,-101.829747305435,2740.33894349544,-2288.53994945798,-2806.84401991692,-1885.70160318423,"nonveg_719","absence"
1069.69887337947,421.614888313521,596.538357507443,903.673406091477,1772.46010300387,-3110.25740521937,-3680.68261499493,-1922.3428347286,"nonveg_807","absence"
209.950358863805,303.805525472262,227.636871038511,224.394606001609,630.591286559296,-549.002997687484,-714.783016190102,-737.358332124522,"nonveg_870","absence"
2947.97908113754,3126.78370032148,3841.88336769679,1188.7343490455,4122.72325583041,-6142.36289282633,-6289.4495821969,-2652.72080577778,"Sweden.Abisko.KJ-MesicHeath","presence"
43.0396684703618,813.199680390225,838.778428178237,879.619123791396,182.23989416587,-864.998330853012,-1051.35595134446,781.240977953302,"nonveg_673","absence"
3245.62579167207,3340.69113024352,4421.03085088774,2059.87774909361,5831.97859906667,-5829.33663618777,-6299.63030807242,-5423.90443940421,"Norway.Javrresduottar.A-Betula","presence"
3032.80841645069,2808.37030072367,3779.84723023942,1886.12867553576,4932.80793891534,-4975.38634991034,-6242.62497075586,-2871.86447617862,"Canada.DeceptionBay.TH8","presence"
2163.07595897556,2424.57285170008,2912.68463228986,1481.62454235693,5054.2531537401,-5336.28588177224,-6249.26086279049,-4285.43453586552,"Finland.Javrresduottar.EC-Salix","presence"
4392.36069491565,4419.12645842109,4423.57526713085,2636.47806251598,7412.59320773917,-6922.35295340181,-7574.33353361411,-5559.94842910423,"Finland.Kevo.11","presence"
1575.5849693831,1899.70132563143,1842.73235037186,1255.90578844995,3354.47835966723,-3543.95328548449,-3805.38240190509,-2948.76162185758,"Finland.Kevo.3","presence"
664.774249276454,586.40672413351,803.810919752322,483.63861460578,1321.69707052815,-2393.82367741133,-2324.33378669685,-662.291305872443,"nonveg_954","absence"
1993.06130037048,2165.51604890032,2379.24264862156,1326.01302957021,3889.60368937253,-4754.53053541291,-4742.80695700896,-3594.89276753538,"USA.NorthSlope.Atqasuk","presence"
1702.0153435646,2795.17554177772,2037.71439158869,835.637057430555,3224.39689460313,-2794.80729496463,-3362.28775297591,-2800.12447036595,"nonveg_1177","absence"
2805.84647095795,2437.45127035875,3256.85278068379,1975.29888442793,5566.89532007671,-5545.49108035274,-6555.66376842791,-3453.99264354988,"Canada.DeceptionBay.BEGL1","presence"
1079.25302592467,782.478311316726,666.896446112871,52.7186903497748,2183.45747863399,426.387448914665,-1549.128489298,-1763.46621251125,"nonveg_919","absence"
3056.85231906907,2615.81814004961,3727.47766040605,1475.38600715373,6057.83444433299,-6184.91155506253,-6557.43958844321,-5214.69073076895,"Canada.LeRoyLake.TDA3","presence"
3339.70060863361,2917.26311406904,4150.41859604567,2215.63961299696,5455.4639832215,-5994.50903359027,-6342.55683235252,-4755.84619885821,"USA.SewardPeninsula.QuartzCreek3","presence"
3.57109033191733,697.896030479297,11.5049505655197,391.443976296015,251.275394988682,-1176.87599236767,-2398.09950433551,-1148.472362776,"nonveg_922","absence"
495.42546919221,264.474853759543,543.980473590035,961.986534765321,778.977956867495,-1908.5565568034,-1633.83268988228,-582.113370012117,"nonveg_568","absence"
-167.468349436402,710.947475826308,452.53473249073,-258.430714548567,72.2457258244729,-653.383988439239,-1627.48638797482,-716.129683956337,"nonveg_923","absence"
2805.84647095795,2437.45127035875,3256.85278068379,1975.29888442793,5566.89532007671,-5545.49108035274,-6555.66376842791,-3453.99264354988,"Canada.DeceptionBay.BEGL1","presence"
