"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeLSES","spectral_NIR_annualMean","spectral_SWIR1_annualRange","spectral_SWIR2_changeLSES","spectral_blue_changePSLS","spectral_red_changeSSES","site_code","presence_absence"
706.67557688507,512.181699733586,-342.954804905202,617.376038420662,-104.707153119982,-2535.39656653051,-997.099365023829,1178.15946744156,972.284133058866,1214.60380196087,-24.5550275535872,-1398.37939437279,-1622.06358712014,-2981.64818169016,-2090.60576385573,-920.466319512302,1495.57013576589,-29.9884726808763,0.0116372127085924,1.50054705142975,0.982300877571106,0,512.181699733586,277.714271402827,1049.63038179027,71.2613753865656,-2208.87247237896,689.390251442922,1239.15882951446,-1622.06358712014,-1802.63264931022,113.298716214168,1483.63806832194,628.119874003467,24.1797136000831,-14.0366835213239,-14.1067860564147,"nonveg_869","absence"
2291.11475156813,2440.16484332172,3013.18468850739,2921.50227117796,1373.32265277291,3712.15806606887,206.558624569466,5243.68810436288,5335.86622725698,6343.04074494117,3528.93929650327,-5241.34719106704,-5478.77931028233,-5752.08525470103,-6167.81826764349,-4354.59300352135,1996.83986028842,235.536182254301,0.0566957704722881,3.35490816831589,0.122915983200073,0,2617.74950249065,2387.9587145659,2098.12993155939,-11.5954571768992,3824.19450488057,5463.69121765833,3736.81779801482,-5110.76410687132,-5098.8687559085,45.9757080724091,1821.87229394894,358.751053489196,5.7469681517608,-11.9310135024231,-1.24866506173316,"Finland.Javrresduottar.EC-Salix","presence"
2472.13116807665,1887.51463982419,2850.5361040254,3547.65575815545,1509.70369433186,4279.86588720156,1945.29158621655,5503.07819123947,4504.75431261068,6978.458524694,3460.83942690189,-5774.02117747051,-5930.40788448197,-6437.7069159392,-6545.64418955243,-3949.82392746272,2377.05655267488,-91.6575880466787,0.0104975397595101,1.44802117082808,-0.438177687591977,0,2363.77504437813,2459.36460814923,1489.99442945212,-50.2962117040404,2779.03584033692,5316.87611246052,2394.85526234665,-5938.50547448789,-5580.47692203087,4.45792207787075,1961.77149144232,267.449366387317,-2.82578181796303,2.23202894167396,-7.39865915564421,"Canada.DaringLake.MediumBirch","presence"
1329.83072509767,1015.82711942487,433.190688211402,16.7800151571297,-342.385157011284,-1966.74174362543,-2703.99125435831,1754.92684072959,1383.00210252887,136.050154291737,-357.786824664194,-1100.3836087135,-1369.17692771444,-1963.00493033766,-2365.84740394064,-2511.51323458444,2329.2206869346,560.912280095142,0.0421751588582993,3.06557130813599,-1.69711768627167,0,433.190688211402,490.648678175958,1672.21588210896,194.212143737822,-1234.78405002021,714.337459350787,2112.71366539378,-1963.00493033766,-1861.98522105814,197.942667541074,2632.12049993011,863.488512387785,74.940826844613,25.044642613695,16.0838873573536,"nonveg_624","absence"
2911.03405593966,1879.34784155139,2880.88771701466,3342.87881997328,1747.37614766447,5374.8017610807,2956.83587610754,6346.35655949581,5186.23182686852,7014.79682789289,4550.40386053141,-5631.8668241197,-5681.83604538369,-6026.96305897038,-6209.95008659305,-5489.29174845557,2142.24362837402,-251.743394227357,0.0273685716092587,2.15205955505371,-0.580494821071625,1,2736.5694036195,2695.07627235366,2038.36720257581,-59.6939286562936,4118.26064878567,6073.59132536881,2853.69107427843,-5694.33736448579,-5716.78935315739,-25.6271685886824,1870.31309507397,653.882435472914,-12.8759251722059,-0.213512296907859,-2.06705906344319,"USA.InteriorAlaska.4","presence"
2321.45610186603,2679.5935536257,2738.16177559626,2862.46122494413,1909.16032219691,2395.79172555581,1531.21706887646,4645.66465384322,5107.94874021983,5519.64636547191,3664.86976403008,-4853.78891040907,-5203.20327834797,-5498.51263784766,-5628.78950379314,-3818.71155402243,2212.98788232049,88.6565841190123,0.00725422784065207,0.842854268021054,0.773238705264198,0,2666.01823334343,2789.79948722454,1411.71801186571,-38.6784905648876,2101.22606378694,5131.92049661936,2527.61427823818,-5062.60388948959,-4812.08004160167,-16.2414277741691,2377.93792194347,259.78500645507,-8.39308654153437,3.43507549000014,-3.02000840230142,"Canada.PayneLake.TD2","presence"
2602.08484722737,2505.5384135975,2763.41591407616,3139.47990863999,1502.73177615737,2684.39461797095,1029.48007396166,4650.68350978516,4766.25014896808,5504.43811150603,2611.2127291737,-4866.8391039764,-4542.29826202816,-5405.25617549516,-5634.81241767795,-3089.11660468913,2612.49668134401,341.298560031086,0.00220312178134915,5.25403571128846,5.70246267318726,0,2297.11246598404,1751.64995531741,2730.26031435575,-11.3358363743152,1050.90386669324,3220.32575073107,4759.85438096799,-3330.54849863981,-3345.29810728127,13.0688140969296,2175.89011334682,611.819620372637,2.04037142995552,5.11218421367497,-4.17351018828795,"USA.Kougaork.LowShrub","presence"
340.33815176916,-428.018746986388,1218.49182292281,476.918694218259,-8.92037900399873,-608.879928836819,-266.482344902116,727.350140996454,-27.5840418504333,659.892336107575,-314.058974761775,-1804.7691154638,-2429.18786108909,-866.59375294408,-1156.46984340391,-1578.32494684567,2445.97994840654,-434.442163448557,0.0529848486185074,7.41896295547485,0.24509172141552,0,340.33815176916,319.761908583967,1646.51056990919,-137.209214159099,-608.879928836819,514.135400410424,1839.13651632208,-1578.32494684567,-1567.06910394931,-130.216175678751,1894.26935747036,1019.22846690996,-42.1993449233955,-58.2096894982206,-28.5657854685653,"nonveg_1037","absence"
2882.41225594085,2783.60977447608,3293.65192392413,3569.58592687562,1855.45459388895,4033.11882295262,2731.44022039121,4694.54536513577,4893.32995439753,5642.28077312442,3363.50921639355,-5460.36106058103,-5917.08897254106,-6024.89310465723,-6128.53343848332,-4964.34019903752,2915.62882274367,30.8794305115738,-0.00569286983874109,0.341501910377432,0.00217575221150016,0,3175.62215609266,2905.322083272,1959.95794330798,-15.3878010204345,3546.50123435515,4895.71686407083,2585.11049696759,-6001.55209103233,-5789.37063730491,7.4520793464154,2580.48030368521,798.075861199196,0.72604727473101,-2.88719656187095,4.24445562220497,"USA.YukonKuskokwimDelta.15B1","presence"
3354.40434372014,2986.62168108395,3742.21657035196,4142.548180673,2369.99879623047,5325.48414029023,2919.45664367219,6118.70350273411,5585.07028015531,7261.01679279905,4587.08686235021,-6274.53578866681,-6586.58829727812,-6665.50800920863,-6565.00648009198,-4743.45348823633,2812.1482856718,41.6223098830544,-0.0353547828271985,2.9778134226799,-0.478613205254078,1,3349.67061545533,3180.82047760833,1872.46047662179,-57.5773797419498,3945.1568182543,6313.15179352449,3072.64935953595,-6433.26086049562,-6151.93039593313,-13.01810469059,2279.19165821453,839.016685671881,-13.3999198101363,-25.3951875309335,-2.85342274527842,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
1470.72170753955,1787.36023241181,1679.56042645152,1741.00812491117,1217.23240395642,38.9051769404607,-744.718144554471,3223.03350809568,3757.25100008557,3640.33300054772,2455.42205521033,-3648.20479908419,-3698.31002837676,-3986.54597285379,-3973.91170655615,-3008.0124197976,1795.67090669456,-187.973454308624,-0.0382487215101719,2.98093228340149,1.94564958810806,0,1598.78290653888,1371.14767996561,855.326425101967,1.23416664852761,-93.8756869063513,3043.24782188888,1634.13828155207,-3869.18413726533,-3843.86413219389,11.8697253509206,1631.27769720413,335.272187759123,1.02956969757895,-4.18862825204867,-3.26497095803775,"Finland.Kevo.3","presence"
3442.07793236658,2690.1555328004,4018.6105785876,4418.34772972767,2201.19147808686,4919.84744517323,2773.33046379904,6361.79266069207,5662.80902554797,7637.10206801779,4237.57038331865,-6176.94774964174,-5983.72170693533,-6730.15992953638,-7302.39495541003,-4307.92977815225,2739.79329988607,-49.7585722402815,0.000187435342619815,2.11239939265781,0.866703775193955,1,4040.91400829767,3509.39664183622,2449.11619452578,-50.2602426922776,4315.5376914068,6297.99085231168,3600.42655635173,-6679.42429500329,-6769.70385014026,38.8979035554545,2329.35746010302,594.511040650867,3.69674482366584,1.67265044835029,-2.63613575380554,"Canada.ClearwaterLake.AB2","presence"
-482.577669666234,545.752795559859,85.2303319804555,300.848376684261,-317.713540099972,-329.761421379451,83.1050143562039,-473.463524249077,711.584774183694,383.034650056072,-445.276541734384,-1706.24107818659,-828.85209820276,-1300.1937278537,-968.405564379166,-645.390618403416,1881.35888856593,-376.851137970338,-0.00925928540527821,3.09524202346802,-4.80932474136353,0,85.2303319804555,26.3080588916738,1028.33046522609,38.3768719649503,-329.761421379451,71.2541651384005,1185.04829843277,-968.405564379166,-1089.81661740513,39.2784691375782,1798.58951425619,670.431103103642,17.6994355669424,-22.2300449778882,-12.8273024360095,"nonveg_1416","absence"
996.774455514041,802.383922823452,365.28745569081,673.114669432225,341.167138847428,-3002.47450069229,-3107.8374278542,2272.64576616526,1913.59585005536,1830.51757784109,827.420323951353,-832.676684897815,-1072.56923984136,-2429.95626476966,-1924.74632868248,-1356.50585246554,1153.12785571808,-402.209853630198,0.031349066644907,1.84379136562347,-0.103558249771595,0,673.114669432225,635.745528461591,655.607316666613,29.1397644755094,-3002.47450069229,1618.05183220652,1445.2254422139,-1356.50585246554,-1523.29087413137,90.4924683285535,1183.50375488919,666.223707109466,19.3123101032422,-11.9398902452191,8.1924521435452,"nonveg_769","absence"
4152.31788188267,4478.43322491794,4796.44298724362,4891.45185972705,2745.97293211389,5936.00710419076,2822.63677425901,7717.03658518726,7981.80768762059,7987.86112970162,5656.60751910596,-6482.36647465681,-6413.37962104584,-7280.06301131601,-7746.49735118813,-5685.60643666359,2835.23130864437,199.388979946331,-0.0542870089411736,5.25231924057007,1.17596690654755,1,4439.59757803707,4116.20934132472,2262.0916733391,-1.31430836789674,5906.70762116579,7401.37514163326,2586.96447688431,-6348.7086442517,-6784.19806497175,88.5296079171529,2575.72224560731,641.59753159748,14.1197366006377,-3.15737776818121,0.685730636406183,"Finland.Kevo.4","presence"
-482.577669666234,545.752795559859,85.2303319804555,300.848376684261,-317.713540099972,-329.761421379451,83.1050143562039,-473.463524249077,711.584774183694,383.034650056072,-445.276541734384,-1706.24107818659,-828.85209820276,-1300.1937278537,-968.405564379166,-645.390618403416,1881.35888856593,-376.851137970338,-0.00925928540527821,3.09524202346802,-4.80932474136353,0,85.2303319804555,26.3080588916738,1028.33046522609,38.3768719649503,-329.761421379451,71.2541651384005,1185.04829843277,-968.405564379166,-1089.81661740513,39.2784691375782,1798.58951425619,670.431103103642,17.6994355669424,-22.2300449778882,-12.8273024360095,"nonveg_1416","absence"
2302.90215291875,2384.94477697983,2610.92576346523,2762.84691780318,1944.95107623234,2825.07038235468,2185.27444107041,4355.96651563704,4529.68942582125,5161.27296835051,3819.59736811869,-5203.98787148882,-4850.65872138536,-5240.42543810528,-5273.04442955143,-4108.54928009783,2329.41126934403,260.148472833781,0.00797474859282375,0.813375508785248,-0.407645738124848,0,2160.19632935302,2146.40077787754,851.995509183664,-24.0182373684157,2060.97978217901,4259.04334700434,1423.80504711777,-4871.62861741844,-4947.99262305858,-7.98739809211438,1994.22999138276,358.418299401305,-14.544892383148,15.5045449720831,-8.88663056824726,"Russia.Yamal.VaskinyDachi-3","presence"
-73.6398894827744,-184.56811089178,355.89042671022,405.153536229103,10000,375.523973680582,2589.71609028636,-44.7934524712325,-242.124962765882,461.217346877934,-503.341594882074,-177.850949212723,-564.36682003139,-31.6591593645985,-10.1264368370124,469.380161383769,1876.15997806518,-357.905831628624,-0.0588624775409699,9.70232677459717,0.184084087610245,0,355.89042671022,2100.56719251295,10184.5681108918,-270.229268801,375.523973680582,14.8822201816179,964.558941760008,-31.6591593645985,-62.924640812391,-266.353830333396,1843.2908571444,708.103843093175,-24.158099380985,13.3186494679583,-21.0804609788362,"nonveg_1477","absence"
37.5609625664048,127.107440974184,-35.5190737992191,-35.0555105553836,-512.824534682962,-1080.90269325423,626.165821876102,164.053830813725,62.137552658504,60.7702886403399,-775.649600578904,-140.867638291469,-762.240863672355,-925.334248050177,-870.848824038957,-656.645687532518,1182.43729577733,-307.701405747222,-0.283094644546509,29.133918762207,-3.10513114929199,0,-35.0555105553836,-83.7461430993952,639.931975657146,12.5097319056464,-849.974395317731,-103.640146069379,939.703431392629,-762.240863672355,-671.187452317095,12.5456449521402,1264.23250230971,460.458342320929,7.94568188570168,-0.778465264894635,-3.55756841738189,"nonveg_875","absence"
