"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_peakSummer","spectral_NDWI_lateSummer","spectral_green_lateSummer","trees_presence","spectral_NDWI_annualMedian","site_code","presence_absence"
3420.02330912139,2850.73027806774,2732.60526227522,6469.67136347487,-5999.81304088274,762.083499417333,0,-5239.24268268822,"USA.BrooksRange.6","presence"
2835.07404774962,3394.87999590169,2073.35827587282,6758.31668435639,-6291.15783830818,710.75384896337,0,-6634.46109173032,"Russia.Kytalyk.T3","presence"
2003.03793852322,1625.92075394201,966.657992165875,4995.32558664147,-4984.90489898222,708.171074349644,0,-4721.02358599851,"USA.NorthSlope.FranklinBluffs-C15","presence"
2738.36292641877,3180.36454388923,1734.68035052254,6263.76653945725,-6268.50415532232,519.111158551324,0,-5675.74511637398,"Sweden.Abisko.KJ-Snowbed","presence"
2860.11195636715,2627.52927875727,2265.78135446758,5764.79113074132,-6073.19760890337,560.219732174556,0,-5959.90149995775,"Canada.DaringLake.LowBirch","presence"
1950.94534133074,1871.46856788988,651.064648937572,3795.75066963771,-2944.20283281122,975.199016071793,0,-2996.32089980732,"nonveg_1177","absence"
878.772786394768,567.022243908746,855.577949565786,1657.23421985789,-2053.4233886321,751.135313287929,0,-2053.4233886321,"nonveg_867","absence"
-1310.82150706893,-373.984092131237,-2487.7940520315,-2309.49273236654,7127.69310055402,219.865738077,0,7409.08902283485,"nonveg_1797","absence"
-93.512432687945,-74.7575497539805,371.28085520167,978.771275011679,-1339.04794554832,704.818333961499,0,-1339.04794554832,"nonveg_903","absence"
1402.37862468328,1693.73902350498,1266.40106159859,3374.22823246366,-4104.79714377771,740.941109336729,0,-4375.46906541159,"Finland.Kevo.3","presence"
627.855725600595,570.204814666705,490.614396636943,1913.8791533141,-1404.40786760315,991.128339401203,0,-1816.75992561472,"nonveg_816","absence"
1018.92467026903,1202.40425185686,721.540689470858,2704.27960427019,-3357.55895946222,894.139336080468,0,-2614.90937920143,"Canada.Ivujivik.TP12","presence"
-224.562625089132,224.497886553838,10000,744.602488176924,-756.87439105618,1367.72044229466,0,-129.538620302087,"nonveg_1477","absence"
2020.08651177868,1427.92558381523,1397.84991180496,5499.99757029127,-5064.58179263487,649.519576120334,0,-5110.55570738226,"Canada.DaringLake.Tower1-SedgeTussock","presence"
2996.77220904089,3221.76167428844,2331.80759508933,5627.32973334947,-5988.04840642129,727.204416124311,0,-5383.53953794708,"Canada.DaringLake.Tower1-DwarfShrub","presence"
2696.53538212927,3126.8019953555,1695.30527114337,5944.97387798569,-5498.00962097746,786.14490649505,0,-5683.59505232822,"Russia.Tiksi.WetFen","absence"
3138.5455917753,2958.8058359528,1782.87730313126,6418.88622025973,-6479.14820792666,554.653439443176,0,-5558.19325979739,"Finland.Javrresduottar.A-Hummock","presence"
536.134867760341,29.4718162967495,-334.903701002281,1507.86893586061,-2622.93890901833,1060.76735407374,0,-2464.87502695984,"nonveg_954","absence"
2635.74855318808,2661.16339447259,1926.68782943883,6414.40725481647,-6250.34814895349,558.375113597899,0,-6365.53232203907,"Canada.PayneLake.TDA2","presence"
465.686654983723,1016.42620368021,-473.531115660572,1082.14272955651,-1346.45638566633,1472.79794454568,0,-734.609960998384,"nonveg_1834","absence"
1123.31111245536,410.97063958289,716.408445100146,1644.52805817213,-1912.99579526225,1353.38781785006,0,-1899.27473590038,"nonveg_899","absence"
3063.63468531895,2283.43745224686,1748.50160376784,7431.47331368745,-5826.86472920054,565.368492508508,1,-6347.27272252738,"USA.InteriorAlaska.5","presence"
1356.54979890923,1704.46179862062,-642.293435937091,3059.74014939978,-3176.09022758782,800.51787961116,0,-2233.24346697303,"nonveg_671","absence"
2636.71494306556,2364.8423360231,1675.29309413339,4946.02779967566,-5426.28483070462,806.84775204565,0,-5504.19715535902,"Canada.ChukotkaRiver.TPO2","presence"
2647.39184351565,2534.04544002067,2109.95064898912,5042.66083809396,-5335.9245396855,954.489772049961,0,-5098.34335825567,"Russia.Tazovsky.Unburned28","presence"
1819.23431646706,2086.70706681433,1438.01850263822,4486.74406728129,-4839.33132833192,730.073011995564,0,-5019.25813767345,"USA.NorthSlope.Atqasuk","absence"
180.224632933805,416.895951290186,-67.9052283768865,62.2742128189948,-988.292233365127,1104.18546013506,0,-859.178810670625,"nonveg_761","absence"
2860.11195636715,2627.52927875727,2265.78135446758,5764.79113074132,-6073.19760890337,560.219732174556,0,-5959.90149995775,"Canada.DaringLake.LowBirch","presence"
2377.60541739245,1583.66020706578,1012.38972665371,4721.30087780647,-6273.99357509999,559.086558102447,0,-4891.98784190263,"USA.NorthSlope.16","presence"
929.62666801637,625.319500838705,161.526888869722,1869.52802715428,-1185.18520174891,1361.70824492756,0,-538.41343248617,"nonveg_897","absence"
2546.91673991685,2922.62434595483,1727.60487015538,6008.17903626816,-6161.38914736391,591.190601095436,1,-5910.44167054737,"Finland.Kilpisjarvi.20","presence"
2699.00994471877,1555.07887874402,1606.27314294097,5838.06081412922,-5232.78195888111,758.304843179031,0,-4419.06993786033,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2812.28338281606,2614.31356373903,1904.43895644453,6080.56427503056,-5894.79881357193,695.069243163916,0,-5884.63571568463,"USA.NorthSlope.Sagwon-C18","presence"
3107.21202313552,2345.30940900504,1862.91165456323,6146.37280198537,-6503.80752941671,514.237362323232,0,-6031.18322789393,"Russia.Kolyma.T2","presence"
4124.16212802754,1304.31724447947,899.255755970404,8204.16465229608,-6196.94400958725,582.817290290157,0,-6032.77789724778,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
1005.10865863643,879.288193465737,488.256308897423,852.551003040608,-1047.51513412534,2174.17089867217,0,-1321.97583449602,"nonveg_825","absence"
2309.45413405104,2338.2280405409,1354.0527510975,5707.12537676756,-6672.64629264913,319.958199618293,0,-5960.66918814792,"Finland.Javrresduottar.EC-Hummock","presence"
300.949868577092,-168.726721330029,600.327471561889,1262.50162223448,-2215.15919928113,887.467712346221,0,-2335.75967183971,"nonveg_606","absence"
392.029188589662,1140.45484863108,755.479690043215,1504.49252863344,-2028.04953788445,773.706327848158,0,-2123.20797224924,"nonveg_648","absence"
3077.37261246082,3349.87779609926,2216.09845699881,6683.33046792936,-6053.16670643713,712.698277221099,0,-5705.5362186591,"Sweden.Abisko.VJ-DryHeath","presence"
477.346664651474,383.650658373717,546.676700721538,-1046.30679397109,-1004.3509559088,1072.35844803803,0,-400.121543914391,"nonveg_848","absence"
3053.29477503236,2757.4006249357,2152.70412055399,5603.46896972222,-5819.72433148062,796.915606579441,0,-5789.36252245444,"USA.YukonKuskokwimDelta.U","presence"
2282.79082991433,2492.57722108425,1846.93627059754,5610.62844265851,-5421.44874410757,679.364788881464,0,-4879.00268334148,"Canada.PayneLake.TD2","presence"
67.2192765055296,203.482877433995,183.007714475132,528.070656696223,-963.714344317802,732.949299475017,0,-1025.12159332768,"nonveg_1499","absence"
1698.51008279767,1813.76294526163,1087.63651334788,4206.81727738434,-4372.24864006576,817.185438134325,0,-4486.66662255548,"Canada.BanksIsland.GreenCabin-C09","absence"
536.7342809042,871.455267364072,573.866878276023,537.619084013836,-2343.99224550648,1431.43634009192,0,-2283.64990868256,"nonveg_849","absence"
2860.11195636715,2627.52927875727,2265.78135446758,5764.79113074132,-6073.19760890337,560.219732174556,0,-5959.90149995775,"Canada.DaringLake.LowBirch","presence"
757.919948863429,250.133107519864,421.039989205034,832.59227995177,-983.298449523207,1616.19053567195,0,-1345.38432580202,"nonveg_922","absence"
2968.49166602674,2344.13314939465,2498.65072385563,6505.11366849999,-6029.64549401674,640.265876779229,1,-5695.50477211988,"Russia.Tazovsky.Burned44","presence"
1397.89862896028,1572.69258036634,1004.95599427877,3673.16191775536,-4364.63127882481,695.902622850256,0,-3851.48501538871,"Canada.BanksIsland.GreenCabin-C00","presence"
2561.05163631006,2980.78697139581,801.567126895344,6604.01030405948,-6530.1197102876,453.400049851575,0,-6126.02161286504,"Sweden.Abisko.KJ-BirchShrub","presence"
-326.479285121094,-18.5463519559199,-135.583748765731,-626.417508150828,1847.4071731674,313.506471507311,0,1522.30823811029,"nonveg_1677","absence"
2842.79597892573,2624.27654709114,2366.12221623784,6984.88643473546,-6065.64157427807,634.757249813907,0,-5847.23075500985,"Sweden.Abisko.NF-DryHeath","presence"
2192.40931781102,2371.49832342335,1560.58168499074,4398.64464203431,-4630.49408108475,820.706759084702,0,-3821.38972913408,"Russia.Tiksi.LichenTundra","absence"
31.7086150265595,450.930847658976,-196.298087803198,943.644912214337,-2588.1107803169,852.845734529255,0,-2146.94838904394,"nonveg_869","absence"
-13.3596890622837,1161.03512841027,-295.728893727362,1151.75616249955,-1363.4832494645,2479.06899989376,0,-1556.9035016409,"nonveg_674","absence"
-70.4536488534503,467.689117524614,849.441114369055,1920.84353693013,-2862.23970137319,1144.9429919295,0,-1674.99098913353,"nonveg_637","absence"
428.162915760155,420.784720080765,-629.064964337788,-13.8836695061159,-93.2661764477099,1070.76497049534,0,293.884812058305,"nonveg_592","absence"
579.701136594952,70.2116202558613,-75.1733749689012,1320.23496664459,-1072.07181116829,644.231970053566,0,-1072.07181116829,"nonveg_596","absence"
190.417170915462,385.944957368471,-138.213627568789,-78.0119369267408,5354.92111610411,491.523311035212,0,5354.92111610411,"nonveg_1720","absence"
2136.88738913401,1526.53059541865,1105.26627821954,5361.83868496461,-5662.73590601818,445.76287272294,0,-5188.57743996626,"Canada.ChukotkaRiver.TH5","presence"
2193.17055034264,1932.88619609244,1254.98152691838,5457.00017049589,-5549.62409012591,733.109580066515,0,-5079.46785986717,"Canada.DeceptionBay.TH6","presence"
2794.23614091058,2797.19129738097,2009.74528681337,5762.61481877345,-5933.46717375932,669.271382230478,0,-5142.99043194865,"Russia.Yamal.Kharasavey-1","presence"
2389.05444899289,1640.13682912648,1466.01385737611,5788.08481501949,-5407.56874448425,637.68147090494,0,-5187.65916714426,"USA.InteriorAlaska.AUFEIS","presence"
174.324371294472,-128.865171811466,-64.4777020937982,790.170134927509,-1167.79993036628,1128.13836081861,0,-889.962904205164,"nonveg_582","absence"
2654.70540232739,2798.78973661319,2008.58059664976,5256.09046670935,-5669.12682781091,720.241915295637,0,-3943.57845342343,"Russia.Tiksi.ShrubTundra","presence"
468.666566007534,-182.834159889228,384.46217718948,1511.20707466195,-1534.58023055829,1047.54209983266,0,-807.195151695623,"nonveg_1473","absence"
3730.63623125487,3267.16591743098,2564.20711953132,6736.11525530214,-6635.3351661379,673.652926948024,0,-5984.5021594716,"USA.YukonKuskokwimDelta.72B3","presence"
1188.60947022194,1301.29001092822,1138.00593874767,2743.05473436544,-3064.16985698187,957.032489066111,0,-2175.51581719504,"Russia.Tiksi.BareSoil","absence"
369.617938821931,-399.719390157289,37.3548685373656,4230.61772599756,2097.88350095491,118.642326286425,0,2179.71260748541,"nonveg_1880","absence"
2903.8429944173,2691.60933506712,2050.3551697106,5689.9363984841,-5878.15334636735,746.147650430458,0,-5490.94856725355,"USA.YukonKuskokwimDelta.15B1","presence"
-711.646934190251,915.882466094562,390.420389828368,3780.07580221012,-2388.48987890039,776.263481558414,0,-2388.48987890039,"nonveg_600","absence"
3077.37261246082,3349.87779609926,2216.09845699881,6683.33046792936,-6053.16670643713,712.698277221099,0,-5705.5362186591,"Sweden.Abisko.VJ-DryHeath","presence"
3399.07522018787,3200.85260295341,1938.54045685665,7539.13281812063,-6401.45287706825,623.47013521543,1,-5964.09817433075,"Sweden.Abisko.VJ-Wetland","absence"
2884.33515372706,2461.43743364858,2015.15270048175,6054.91177027818,-5948.82397827375,634.651776382353,0,-5882.77489884485,"Russia.Tazovsky.Burned12","presence"
2433.91461938202,2128.93658023808,1928.54631819578,4968.88741926443,-5523.63174790341,748.710398127792,0,-5346.23439370238,"USA.YukonKuskokwimDelta.15B5","presence"
1832.48045059091,1609.95217871853,755.1980795436,4378.37335983699,-4189.4271107676,816.673502146319,0,-4099.30045579875,"USA.NorthSlope.WestDock-C14","presence"
3134.04719013829,2089.73590790582,1933.89054202513,6430.23135946414,-6072.09293104766,510.312033479138,1,-5156.04653399226,"USA.InteriorAlaska.4","presence"
2546.91673991685,2922.62434595483,1727.60487015538,6008.17903626816,-6161.38914736391,591.190601095436,1,-5910.44167054737,"Finland.Kilpisjarvi.20","presence"
2193.17055034264,1932.88619609244,1254.98152691838,5457.00017049589,-5549.62409012591,733.109580066515,0,-5079.46785986717,"Canada.DeceptionBay.TH6","presence"
176.008675748559,661.991075901949,344.575698490024,280.343707969581,-1371.0564367912,700.078822764521,0,-1179.0943473133,"nonveg_709","absence"
2728.04910555194,2693.63379550812,1755.72204320794,6853.41178970769,-6459.91314121204,513.628302300466,0,-6279.20622174668,"Norway.Javrresduottar.EC-Sphagnum","absence"
2363.83151240692,1923.79882954526,1740.4686227487,6225.4110693448,-5528.7703582988,748.796619573044,0,-4493.07944936161,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
1402.37862468328,1693.73902350498,1266.40106159859,3374.22823246366,-4104.79714377771,740.941109336729,0,-4375.46906541159,"Finland.Kevo.3","presence"
2773.92691860727,2687.50481455636,1733.70076639606,6291.84715310209,-6066.44117365456,583.076811189254,0,-5696.62579737108,"Finland.Javrresduottar.A-Sphagnum","absence"
3067.4031842159,3140.98952356209,1749.34856270415,6252.22024329858,-6354.04241854123,604.066865986107,0,-5716.86817400062,"USA.YukonKuskokwimDelta.15B6","presence"
3263.02103959975,2789.55947311618,2045.54739871335,7424.2299185675,-6543.83059611356,554.381572768464,1,-6327.98655785999,"Canada.ClearwaterLake.AB2","presence"
3902.18201612732,4203.1799911073,2708.35786177575,8034.15700419692,-7255.59170925034,467.956189287739,1,-7353.56721305912,"Finland.Kevo.4","presence"
103.328521684475,328.045204926946,729.843888008582,698.416819471224,-2008.15185808914,1406.16687115584,0,-1807.51999508997,"nonveg_955","absence"
870.114983239265,63.6394010316902,-230.133174623197,244.524973153047,-1445.11523054935,2093.22862738039,0,-1600.81368360832,"nonveg_912","absence"
2860.11195636715,2627.52927875727,2265.78135446758,5764.79113074132,-6073.19760890337,560.219732174556,0,-5959.90149995775,"Canada.DaringLake.LowBirch","presence"
562.674665454486,310.057163076012,871.480516130975,2254.88937966138,-2301.74278828385,902.850056151956,0,-2007.43871758795,"nonveg_725","absence"
65.8769291946892,-52.2563750035502,315.869096166993,-1.77998425886608,-908.9985582356,1295.20942075142,0,-1799.7627493401,"nonveg_560","absence"
468.666566007534,-182.834159889228,384.46217718948,1511.20707466195,-1534.58023055829,1047.54209983266,0,-807.195151695623,"nonveg_1473","absence"
2003.03793852322,1625.92075394201,966.657992165875,4995.32558664147,-4984.90489898222,708.171074349644,0,-4721.02358599851,"USA.NorthSlope.FranklinBluffs-C15","presence"
3374.2853271483,2888.02682091005,2500.54608080496,6292.25921993086,-6316.11581193216,714.421348931337,0,-6353.86013455858,"USA.YukonKuskokwimDelta.3","presence"
2745.29313904531,2075.41120105724,1509.21722203268,7202.8680245838,-6556.78018426888,556.45380467831,0,-6585.58700469491,"USA.SewardPeninsula.19","presence"
2842.79597892573,2624.27654709114,2366.12221623784,6984.88643473546,-6065.64157427807,634.757249813907,0,-5847.23075500985,"Sweden.Abisko.NF-DryHeath","presence"
174.324371294472,-128.865171811466,-64.4777020937982,790.170134927509,-1167.79993036628,1128.13836081861,0,-889.962904205164,"nonveg_582","absence"
3270.72077721502,3151.36171096329,2210.69202112788,7263.65156264037,-6707.50175251905,509.214418387074,1,-5262.35194035595,"Canada.BonifaceRiver.AB2","presence"
3011.60719710311,2957.32250675039,2376.90931953852,6433.46799992296,-6261.36603673873,575.395582324437,0,-6220.55912714654,"Canada.CoutureLake.TD7","presence"
3190.68856565221,2817.03589586986,2190.52260632825,6475.69968414938,-6353.10417205318,679.515649176447,0,-6345.37999290361,"USA.SewardPeninsula.QuartzCreek3","presence"
2681.30746561218,2437.96398116759,2198.39917624659,5501.20170577829,-5877.18859233504,747.789033005593,0,-5416.68438624257,"USA.YukonKuskokwimDelta.UB3","presence"
3019.89191091346,2286.5990708401,2066.44482451952,5235.18756703907,-5937.14651246969,717.765637748014,0,-5662.20779706295,"USA.YukonKuskokwimDelta.6","presence"
3891.41978971746,3153.58462198225,2229.89928402387,8324.82654922868,-6761.22715745939,577.70032045785,1,-6047.14257130039,"Canada.BonifaceRiver.AB8","presence"
2309.45413405104,2338.2280405409,1354.0527510975,5707.12537676756,-6672.64629264913,319.958199618293,0,-5960.66918814792,"Finland.Javrresduottar.EC-Hummock","presence"
2003.03793852322,1625.92075394201,966.657992165875,4995.32558664147,-4984.90489898222,708.171074349644,0,-4721.02358599851,"USA.NorthSlope.FranklinBluffs-C15","presence"
468.666566007534,-182.834159889228,384.46217718948,1511.20707466195,-1534.58023055829,1047.54209983266,0,-807.195151695623,"nonveg_1473","absence"
3098.55699844562,2418.61319761581,1962.2049114077,6764.5721649219,-6120.06085713277,620.712096599676,0,-5919.38817261885,"USA.InteriorAlaska.EXCELSIOR","presence"
282.346620657592,251.240822070277,883.949998277987,908.462693253766,-2441.82873266806,1640.20463449505,0,-2441.82873266806,"nonveg_801","absence"
853.161874352932,1252.12262877305,1051.54318957544,2144.80055615569,-3005.73368725162,949.458809549871,0,-2851.77292751969,"nonveg_764","absence"
2389.74269435848,2444.82438380836,1960.9951282388,5493.05416087097,-5623.39074565392,765.108342129042,0,-5524.40569979232,"USA.YukonKuskokwimDelta.UB5","presence"
3902.18201612732,4203.1799911073,2708.35786177575,8034.15700419692,-7255.59170925034,467.956189287739,1,-7353.56721305912,"Finland.Kevo.4","presence"
300.949868577092,-168.726721330029,600.327471561889,1262.50162223448,-2215.15919928113,887.467712346221,0,-2335.75967183971,"nonveg_606","absence"
-711.646934190251,915.882466094562,390.420389828368,3780.07580221012,-2388.48987890039,776.263481558414,0,-2388.48987890039,"nonveg_600","absence"
435.409059144478,531.32948971538,-115.127864704515,1305.64004893966,-518.27713813069,1137.23099991763,0,-1458.74451566266,"nonveg_779","absence"
2501.75105568028,2621.11415768691,2007.13273051008,6005.80630812598,-5904.06923685689,642.98026600262,0,-5273.45232062002,"Russia.Yamal.Laborovaya-2","presence"
235.31170425908,-185.17949405218,131.188974799263,781.676118592423,-421.244102666571,1187.22888539829,0,-1442.28987366125,"nonveg_594","absence"
759.924932003006,1023.86214229464,572.782566485563,2422.4343768552,-2510.58064216368,888.637898271336,0,-2797.16500868087,"Canada.Ivujivik.TP10","presence"
799.865098507303,689.544952948813,1545.91395695422,2589.11247303058,-2423.26404611986,809.110057819559,0,-2423.26404611986,"nonveg_701","absence"
-977.552050034006,-318.349072894413,-1201.29065617644,-1343.46334181603,4090.92662430107,261.648711251597,0,4767.30789235123,"nonveg_1810","absence"
3791.74090522475,3109.64361160885,2871.78673025268,7482.18114166837,-7051.75401593538,492.429427301163,1,-6525.54369456655,"USA.InteriorAlaska.21","presence"
487.368974497072,775.880060931728,569.158509579653,1459.55019843066,-1242.59895015593,1595.21023960977,0,-1623.12967985568,"nonveg_940","absence"
2549.04407806271,1466.76155480706,1721.93125613329,6464.38959308679,-6083.97683792163,508.671672945576,0,-5399.25644683383,"Canada.KluaneLake.Quill-MixedTundra","presence"
282.346620657592,251.240822070277,883.949998277987,908.462693253766,-2441.82873266806,1640.20463449505,0,-2441.82873266806,"nonveg_801","absence"
-215.533636970784,-469.072102965587,-267.769097002745,-1851.47280624532,4051.04390315188,1493.64952571267,0,3991.36456535712,"nonveg_1367","absence"
373.944692652844,682.190728958676,1086.12860845062,1831.72304261586,-1803.59376486995,851.272174779524,0,-2071.55508146802,"nonveg_576","absence"
477.346664651474,383.650658373717,546.676700721538,-1046.30679397109,-1004.3509559088,1072.35844803803,0,-400.121543914391,"nonveg_848","absence"
1812.62549888015,1801.71715714207,1570.24775900391,5679.78378144455,-6062.30933583764,627.870397889532,0,-5350.17046849705,"USA.NorthSlope.12","presence"
3626.92774301024,2993.09093615272,2467.40476752941,7344.28383920246,-6618.07898294612,692.736255058419,0,-6888.44572488144,"USA.InteriorAlaska.BLOWRIVER","presence"
582.966583026811,598.593574025631,35.2391034602034,1057.40337138602,-944.737918655631,778.014195673046,0,-740.904935230085,"nonveg_1340","absence"
1123.35766870609,1448.74691305138,1068.28566237687,2313.79693640309,-3098.88871555111,533.084853146616,0,-2818.86826279555,"nonveg_706","absence"
536.7342809042,871.455267364072,573.866878276023,537.619084013836,-2343.99224550648,1431.43634009192,0,-2283.64990868256,"nonveg_849","absence"
3215.85416056755,3318.73271990233,2251.87310888764,5969.98288301589,-6023.19307230641,738.061252082534,0,-5315.35016007344,"Finland.Kevo.1","presence"
235.31170425908,-185.17949405218,131.188974799263,781.676118592423,-421.244102666571,1187.22888539829,0,-1442.28987366125,"nonveg_594","absence"
2389.05444899289,1640.13682912648,1466.01385737611,5788.08481501949,-5407.56874448425,637.68147090494,0,-5187.65916714426,"USA.InteriorAlaska.AUFEIS","presence"
