"spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_blue_earlySummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_changeLSES","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_green_changeESPS","site_code","presence_absence"
2021.2711132335,2506.85038758425,1655.99293057292,3201.12982546214,-3721.15456300833,-4368.05371728648,-4897.16892508621,-3511.78633512998,628.244516187494,0,1393.3150440955,-10.2653247481486,2144.4187810736,-3918.53512626028,-1.38295153281572,"Canada.Yukon.WHEATEAR","presence"
533.998563088838,655.355339058799,-767.258739070983,-837.43257830761,-1151.72637838478,-855.737746144386,-799.451010912518,-1297.81533396214,693.514462473151,0,228.246857824579,-42.9694953886087,1932.57730226455,-935.563445408393,1.65857649780993,"nonveg_1499","absence"
3845.84742906587,4221.60487372745,2198.75290219219,4258.60023540183,-6441.99903298834,-6726.84447420653,-6841.074624339,-4826.99830023556,469.198986674744,0,3554.1536324702,-16.5694588665369,3347.59827246567,-5464.49071120503,-5.52735858511967,"Canada.BonifaceRiver.AB2","presence"
964.131562672026,968.666720203408,773.985288661704,1196.25628537264,-2226.84444545468,-2770.38792641094,-3039.81931140983,-2145.6860778226,1181.18632711598,0,964.131562672026,-1.73809754397688,1437.15076105174,-2226.84444545468,-21.3085487197326,"nonveg_807","absence"
-397.82633555411,271.111067033953,408.49100895392,478.284039017199,248.794252496397,-900.743561915322,-533.080309157434,200.115570224833,800.958476467742,0,335.290718004099,42.7515848264022,804.871131332282,-285.963020220135,-0.835406779230093,"nonveg_1089","absence"
-47.6328748368914,-131.160646351292,-293.34042243588,-571.110269517396,-844.181904334695,-1417.62461176478,-1784.8206427571,348.040474531269,948.481930543202,0,-128.802110514245,6.32839708078805,806.457932825035,-899.016263151275,-10.086868569387,"nonveg_842","absence"
2021.70531131373,2453.28368802166,1629.50959832078,5208.25492005499,-5365.6180103152,-6147.06420236577,-6189.15055922509,-4738.74490719144,296.001469557432,1,2202.63967830074,-19.691649576595,1918.03662518495,-5719.42891768523,2.34944152854669,"USA.InteriorAlaska.1","presence"
4082.06261541776,4380.38348668551,1582.96484273577,3513.57517041857,-5934.45860263196,-6310.31079861143,-6474.36594674498,-4473.66200190771,624.743776059632,0,4215.42478632763,-74.5051104231449,2987.92964361336,-6073.26788218933,-8.92147709690908,"Sweden.Abisko.KJ-SalixShrub","presence"
1162.21034703219,966.278522982675,761.579009388365,1032.08398283267,-1311.13246514988,-1248.12150815763,-1492.82859966467,-1478.26862552961,1662.5146502398,0,1079.62693786059,-16.5166818343201,572.566414542879,-1311.13246514988,-7.22571478914711,"nonveg_602","absence"
964.131562672026,968.666720203408,773.985288661704,1196.25628537264,-2226.84444545468,-2770.38792641094,-3039.81931140983,-2145.6860778226,1181.18632711598,0,964.131562672026,-1.73809754397688,1437.15076105174,-2226.84444545468,-21.3085487197326,"nonveg_807","absence"
1351.62284996559,1554.83937171239,896.671072605686,1646.54664980715,-2991.23393309484,-3549.39472017141,-3520.959005634,-1887.42773212903,958.687003826592,0,1320.52844667257,-0.758564477440416,1406.96602825792,-3305.39551582021,1.15764998004269,"Canada.BanksIsland.GreenCabin-C07","absence"
791.925009929554,766.075313449409,383.995865184381,1109.76588010819,-2460.40068980124,-1800.68285028312,-1965.50630028998,-1883.9955112891,666.510816532594,0,612.098543230895,-61.3358612880676,875.121075778154,-1965.50630028998,1.80162087278612,"nonveg_867","absence"
2964.53174283519,3209.6334441693,1205.44920553464,2628.8891064535,-4710.45890707767,-5111.36612682196,-5484.65679886996,-4242.39842058854,578.770628872667,0,2338.90999797981,-17.7151768427683,3139.96313674907,-4915.78682991268,1.59482063882375,"USA.NorthSlope.Sagwon-C16","presence"
3066.52973886569,3193.77856963783,2236.95741846295,4353.14874683677,-5579.62085581634,-6101.782716602,-6224.44047597844,-4766.547670432,528.511082819247,0,3168.61535654464,-15.0568480500818,2028.02040323684,-5920.19630701006,-4.19003288863321,"Canada.CoutureLake.TD7","presence"
706.778631602525,520.241596115094,504.098701510559,657.251642363771,-1722.07189665839,-1817.44615752649,-2198.33226890482,-245.272995537095,1087.30769731817,0,520.241596115094,-23.7310049822138,716.708861918253,-1722.07189665839,-15.0192472504177,"nonveg_869","absence"
4502.79612826708,4686.34293397384,2193.48913695933,4679.18551792185,-6207.35662791737,-6962.86773460526,-7609.10859884206,-4505.56842679926,484.122384081485,0,3689.84301897535,-52.1281666265937,2736.48899125957,-6576.01139947516,4.70700633535587,"Norway.Javrresduottar.A-Salix","presence"
-15.1348773162014,145.894790971941,242.280063933154,-711.201325198879,-1530.05630456996,-1812.84162927534,-1588.00261894044,547.99855879211,1807.3011232897,0,145.894790971941,22.4881604717657,1516.10828255237,-1530.05630456996,-18.9146311702914,"nonveg_1473","absence"
3646.12893433757,4432.96813463105,2340.66763852935,5002.95429463878,-6025.75835438832,-6979.64951062943,-6848.51355280638,-6414.16734038136,455.227040372458,1,3931.1558339316,-12.7846264107252,2575.57212227689,-6091.85560012821,-5.83347205203062,"USA.InteriorAlaska.21","presence"
3052.43639530822,3414.48934556851,2115.89995848832,3811.87327232833,-5582.47922738535,-5718.27623308886,-5887.99330333198,-4064.77499352039,596.691875246498,0,2421.18503836572,-63.3809898935843,2610.75348180942,-5692.27367183644,-0.0137130375073156,"Canada.DaringLake.Tower1-MixedTundra","presence"
1088.84978880771,475.695839820232,158.830659405483,789.052605528815,-1318.40602217146,-863.616153931506,-1916.30478232259,-1653.88087282948,1088.42572775703,0,740.839637357028,-15.1308761500295,1154.2777077245,-1318.40602217146,-6.37317614939892,"nonveg_714","absence"
1396.24105671516,1741.38472285155,1302.2087653036,2947.23117224795,-4160.8800067208,-4674.92476004934,-4136.7828691207,-3043.82502320631,714.766972018412,0,1404.66923609105,0.443588388205099,860.523551151838,-4136.7828691207,-3.91160152307919,"nonveg_529","absence"
3428.57100259234,4048.6836786214,2601.14009250685,4515.68143723195,-5782.99799599574,-5865.83291021045,-6524.24905117124,-5128.27248760383,618.237627826185,1,2974.24933476786,24.4660873177469,1318.3782941395,-6638.1665476613,-8.9422834755461,"Canada.Yukon.SOUTHSTONEBOY","presence"
1396.24105671516,1741.38472285155,1302.2087653036,2947.23117224795,-4160.8800067208,-4674.92476004934,-4136.7828691207,-3043.82502320631,714.766972018412,0,1404.66923609105,0.443588388205099,860.523551151838,-4136.7828691207,-3.91160152307919,"nonveg_529","absence"
-31.2532731620343,-49.7791347463286,289.076217784281,-665.554337595294,8804.83881033422,8666.78718284959,5380.75575630739,5043.02503045479,807.591571212172,0,-31.2532731620343,-8.64386759831202,1513.6649758091,5380.75575630739,-5.39917959804241,"nonveg_1344","absence"
3800.72606001315,4050.06501248503,1389.78689562179,3189.97028850492,-5793.56375555085,-5907.09352287185,-5975.59830807608,-3869.82191967904,618.108381770205,0,3024.75580861722,-22.2051810062167,4764.94114967598,-5113.76897261073,17.4575588592718,"Sweden.Abisko.KJ-BirchShrub","presence"
42.7680989797078,642.873135170579,-532.004152620473,-455.583565873219,-632.766316385696,-1801.92035241417,-1199.94544671492,-1601.33947964253,946.707942988117,0,258.556665614078,51.3052782488579,1910.31309638076,-1379.23185134948,-2.60172980196724,"nonveg_542","absence"
227.229919170677,705.937748763602,251.004888971598,378.873967066794,-2075.29922900072,-2159.05694577342,-1405.23494129547,-616.581501792982,1372.55645558677,0,251.004888971598,-3.08218968966819,750.160519359081,-1464.65840928936,-7.74378093093504,"nonveg_752","absence"
-535.372541156593,-35.3577162325149,-53.9303575197207,-1669.4582951952,4553.7531474482,2711.26266492977,2587.67839394523,3685.49298607636,0,0,-53.9303575197207,36.5895310343378,1303.62547655767,2711.26266492977,8.74207470993205,"nonveg_1854","absence"
1043.67280225085,628.378633144467,343.421351223942,392.540685952485,-2307.58610395426,-1308.47416018298,-2362.75157610748,-2222.43073780002,1721.69110360763,0,628.378633144467,-35.1487838602946,1225.10419570947,-2222.43073780002,-12.720255749477,"nonveg_767","absence"
2979.7680690941,3475.31248770014,1639.03600090257,3116.56619359678,-4844.75991100182,-5693.22085582982,-5913.57511991723,-4026.64640053692,511.526146563234,0,2347.51066040678,-9.55904919588848,3600.6032805425,-5350.06140109647,3.84971211205523,"USA.NorthSlope.Oumalik1","presence"
2984.26712311206,2727.81605493031,1050.00275827306,2240.17089788875,-4383.23727514139,-4592.77406803811,-5549.60471885247,-3987.10252032097,549.406101421787,0,1806.02688057609,-83.306610419804,3221.16760318237,-5033.79397815174,-0.82152952161584,"USA.NorthSlope.16","presence"
358.928838634877,-44.6257269482111,-544.492658721833,-257.733770528746,5672.84475492939,4470.83658137746,2652.55270954275,1967.28447106485,225.785456157716,0,63.0119211892607,-10.9598858313191,2855.58099415771,2652.55270954275,-1.73813593716655,"nonveg_1736","absence"
2232.66673545535,2347.30997851053,1408.26968444649,2890.00993042702,-3820.69926052817,-4483.36748602669,-4757.82075955592,-3268.14072571931,616.406026090169,0,1984.32458269139,-2.80455213303619,856.961237394936,-4350.50723750158,-1.89066334847431,"Canada.BanksIsland.GreenCabin-C10","presence"
2022.37270534464,1790.68915229078,1144.03444459668,2255.2748682911,-4313.85099946263,-3822.04599289858,-4219.4069860071,-3493.26170645611,677.018104729245,0,1725.81804106559,-42.3058184643537,1865.09847564956,-3644.20557426449,-4.1971212404626,"Finland.Kevo.3","presence"
3080.95378652453,3259.74456817944,1783.9517335753,3494.49907354098,-5636.08857012779,-5649.96199020572,-5981.46272714848,-4435.19655340399,586.245933934712,0,2512.70890167157,21.8541637815306,1553.18813946228,-5111.58835364898,-2.50086966872056,"Russia.Yamal.Nadym-2-H","presence"
2831.07427253914,3084.38550419208,1806.51613385708,4113.91991251477,-5579.40621353667,-6488.67313960654,-6483.83450240273,-4641.85590842712,453.671233756675,0,2864.65108046366,-18.7500466529297,2860.91108458192,-5015.25859823043,-7.08731080139203,"Finland.Javrresduottar.A-Sphagnum","absence"
2314.27481094578,3368.79034343343,1812.12629431476,3405.44131103378,-5249.24913197924,-5704.9483645858,-5771.17298720212,-4630.87641199569,496.201055538898,0,3102.70661314491,30.5854922977095,3841.24389609212,-5006.44781457836,16.0344874326311,"Canada.ChukotkaRiver.TH4","presence"
698.297641680984,711.171480624596,850.224643064455,2150.22106942915,-2397.60065826728,-2942.27776598083,-2897.63324082458,-2243.13751179007,698.706791630169,0,850.224643064455,60.28928661993,531.142180137653,-2397.60065826728,-5.54877326454479,"nonveg_985","absence"
646.832756309057,731.146896203354,499.647033226471,885.258240514049,-1640.99604475451,-2718.97125797698,-2670.77653077983,-2730.9105930477,994.284267271659,0,646.832756309057,47.3827310954624,1048.36303196461,-2718.97125797698,1.73466783929976,"nonveg_863","absence"
4109.47314993928,4501.76401512873,2637.43848801226,4337.6983347836,-5781.50441547167,-6517.00074480326,-6684.93334117064,-5407.39681139907,532.182839963145,0,3541.95469359265,-25.8605435076862,2008.03458771353,-6159.89254004963,-5.74691214081901,"USA.YukonKuskokwimDelta.72B3","presence"
2221.24064624886,2933.39580050877,995.997234354,1675.81609394067,-5256.99583315495,-5760.85332591351,-5367.45619760355,-2530.73479912571,594.071634377094,0,1708.10511167193,-19.4726061594954,3713.41897428621,-4764.24945724901,1.13510339941685,"USA.Kougaork.LowShrub","presence"
1350.53833196026,1455.19404102146,816.375446099848,1282.46332744353,-2797.44631445304,-3320.20708107596,-3233.227231994,-1001.3907353115,948.662472813586,0,1069.75009725833,-25.059245356145,991.142861082618,-3138.41720556139,0.458298020708467,"Canada.Ivujivik.TP12","presence"
3398.41698600578,3698.09765549459,2186.37063507571,4531.31980965504,-6347.63260715264,-6577.0944249884,-6536.63863689374,-5208.98412214899,422.143339003611,1,3279.00847735788,-32.8671278079482,3615.83634744138,-6447.39606360884,-0.674228607364293,"Canada.LeRoyLake.TDA6","presence"
226.186091445539,692.889351446169,-497.108417441796,-733.86295143572,-60.2906396036813,-620.931853989976,-459.452897857066,-395.410498274165,876.208255088179,0,226.186091445539,4.0054062316682,2025.03785700285,-459.452897857066,-2.5826746933362,"nonveg_921","absence"
3270.24126800841,3428.27362545033,1958.42578402568,3687.16115400354,-5026.00839488077,-5494.26122361532,-6344.62074047557,-4454.99859880514,594.287047268096,0,3414.49045042771,-39.567858630998,3293.28825562555,-5109.12416275758,-7.24203032817512,"Russia.Tazovsky.Burned12","presence"
4025.67227532563,4123.96617166545,2286.77460469229,3766.77132779063,-5341.30246992376,-5718.39120045384,-6261.32483786175,-4484.54309893228,671.79212014371,0,3615.37780985387,-18.0851335784352,3720.58607046121,-4995.06601903597,-0.937202583069756,"Russia.Yamal.VaskinyDachi-1","presence"
3330.08648827184,3524.72874329016,1550.7171869776,2767.93983337588,-5447.87893211958,-5760.1591479164,-6033.44373343116,-5218.38138216756,608.706275920497,0,2897.10226361964,-34.1973170017453,3484.49770277805,-5802.35344952705,-0.704055443211391,"USA.YukonKuskokwimDelta.U","presence"
4010.02667266783,4702.23469672571,2154.74103654236,4186.58971401753,-6072.22785689875,-6896.16411369732,-7018.44840724785,-4556.71931479447,381.229910609592,1,3048.37503557723,-45.0490152859275,4271.59222081919,-6087.52981822322,1.61369183649522,"Canada.ClearwaterLake.AB2","presence"
431.604996040519,635.236875213499,23.9181655078072,1376.48554951276,-688.606994953686,-1104.42211150937,-1316.2546080116,-2128.4160164222,652.137032085269,0,335.297255059877,-18.0317441724086,1235.5607161194,-1316.2546080116,-0.766875099886124,"nonveg_1442","absence"
3829.70637044255,4241.23972683941,2012.44959262511,3706.56082557833,-6002.78516380358,-6346.14222152573,-6675.04143840527,-5588.47359682766,498.133985154288,0,3421.69880552761,-43.4734340704307,2571.30164950841,-6197.47187373217,1.73952118627345,"USA.YukonKuskokwimDelta.72B4","presence"
1928.91191579298,1982.96709667802,1448.76915719562,3006.18984038067,-4229.39840733052,-4473.12845374507,-4631.38166359761,-3796.57587554625,423.551346800061,0,1211.41989312246,38.3552833016742,2086.31111511844,-3587.30321902995,6.1355551643463,"Canada.ChukotkaRiver.TPO5","presence"
1184.16747539977,1177.62890096318,155.06054666667,546.356331342829,-2558.50478483028,-2688.48148458662,-2764.33472388077,-1879.29019743651,830.493606841683,0,964.631207321573,17.9590308140742,1779.10405882093,-2826.20803412006,-6.6583420010833,"USA.NorthSlope.HoweIsland-C13","presence"
23.2787016170612,681.39092868074,-12.5047527698445,17.4427168630368,-1875.88321769615,-2522.96526610549,-1381.12629831798,-744.78167701867,1021.87788444163,0,303.114241895759,34.9794425348372,1712.75962948298,-1381.12629831798,-7.98902532602189,"nonveg_779","absence"
3829.70637044255,4241.23972683941,2012.44959262511,3706.56082557833,-6002.78516380358,-6346.14222152573,-6675.04143840527,-5588.47359682766,498.133985154288,0,3421.69880552761,-43.4734340704307,2571.30164950841,-6197.47187373217,1.73952118627345,"USA.YukonKuskokwimDelta.72B4","presence"
3041.22162907946,3313.93797956787,1740.93538012921,4222.36565003485,-6343.31265948278,-6611.74222299222,-6639.33386805049,-4657.92341066801,431.68754182373,0,2417.39312029436,-33.4294785050892,2486.73582490707,-6249.85386205518,6.70537067452112,"Finland.Javrresduottar.EC-Spring","absence"
2404.19576119337,2052.82087674018,1348.45384761212,2395.23620810892,-4919.67541083172,-5215.56000619207,-5558.44020049257,-3241.44868831761,714.605877706445,0,1927.79216255934,-31.4276237455066,3143.87517273599,-5329.74818447157,7.71786390844753,"Canada.Ivujivik.TP13","presence"
1708.63092290147,2407.66598264374,1554.07174887868,3043.54440454325,-4397.05083117491,-5619.69196533869,-5329.60441843947,-3647.33361014386,553.837966748668,0,2383.42247997392,17.2633382333744,2180.25892736954,-4607.96803366273,-1.18114214507242,"USA.NorthSlope.9","absence"
3898.84517211346,4465.18189959045,2525.07795079749,4597.72341332881,-5975.3614560208,-6615.07857743912,-6060.76330842303,-4947.22699514838,483.31432245456,0,3735.5075235177,-22.308972105025,2966.95501291176,-6140.74479936312,1.81435176365829,"Norway.Javrresduottar.A-Betula","presence"
379.480422996801,276.713826888251,-427.983979013667,1824.67814470016,-3889.40478573449,-3324.19572322101,-3416.39654883689,-2368.78537281041,1245.22951698189,0,-166.826803696143,-45.9936846294953,1800.86357132481,-3324.19572322101,-7.9115354675895,"nonveg_730","absence"
1273.10361191751,622.160306578857,254.860120373079,555.230698750922,-2116.04488561675,-909.185142819099,-1920.34259677698,-1176.53698712515,1223.28392891817,0,388.094818307928,-110.626099201198,1575.07491406269,-1459.90057494301,-18.8192181050419,"nonveg_935","absence"
3339.78354566829,3664.31726674847,1989.81771332833,4275.82174521217,-5894.99008330338,-6364.30931027278,-6563.26481160831,-4246.14666427317,524.470872709758,1,2767.19788727629,-17.6818481680627,2416.02617305281,-5880.49513144461,0.931539165135583,"Canada.LeRoyLake.TDA3","presence"
3382.53546987127,4188.32718531213,1891.79001955464,3601.1111509492,-5682.5121216474,-6256.93224690348,-6402.6834475737,-4561.38302609978,495.991339513937,0,3015.24387462271,-41.1105897774722,4368.22397300144,-5627.01598415927,5.57473820071599,"USA.Toolik.S3","presence"
502.059898425539,901.794553129175,1282.74054872305,1514.33339025368,-2066.09130519191,-1441.44658430005,-1292.23614983848,315.850743119758,955.800888803674,0,901.794553129175,-32.7986064182214,2151.56555268214,-1292.23614983848,-6.45737084215779,"nonveg_608","absence"
1492.15919114467,195.448324732972,-229.410722776836,202.658183723489,-2866.47317320362,-1445.33557515857,-2746.56158226775,-2512.48003735746,1091.11859968848,0,292.044203437594,-92.316537515929,2146.75445637672,-2512.48003735746,-9.21369384176905,"nonveg_663","absence"
3444.91930014792,3722.56664370506,2418.38493280077,4099.9474152625,-5585.06200263023,-5830.45430049793,-6029.70308210862,-4576.05897701989,597.445125064417,0,3024.12267662114,-7.0607488621333,2312.2318132955,-6385.88985327212,-2.08188740360057,"Canada.DaringLake.Tower1-Heath","presence"
384.834585594626,763.637749740707,400.20086786319,2105.25899872811,10000,3298.55427158879,676.538593951529,1383.38374852255,690.639050995314,0,554.974130521542,40.2667718863316,1181.00920192803,1383.38374852255,-3.35283660070396,"nonveg_991","absence"
3046.04888770509,3676.54071931297,2183.85069736109,5317.016058846,-6017.46947666713,-6178.6961962014,-5998.80945854173,-5892.85115136794,280.550452568079,1,2573.88106475452,-23.6140854916151,2820.30080559744,-5959.97796897532,4.00827485958079,"USA.InteriorAlaska.22","presence"
693.967438241348,665.62145447244,239.047503314542,420.596428907925,-1586.22464123486,-1502.89176457518,-1672.65461384908,-1317.48696796061,1468.65789207823,0,665.62145447244,-30.430950416805,1038.42310266784,-1502.89176457518,-12.489208018527,"nonveg_922","absence"
354.316012812286,1293.94945578663,305.074267461059,1079.9558458964,-1639.66939658962,-3099.27862355531,-2079.70623929974,-2747.42455102472,596.933755075239,0,561.436171211954,78.0324601571348,1959.97239267325,-2747.42455102472,6.66817302900396,"nonveg_746","absence"
-256.900879880349,-317.443320397773,-718.21173958172,-2244.95011879671,1235.72693647098,2279.93641723482,1029.02577051616,2296.52178011784,403.875338637834,0,-317.443320397773,-3.21104519869054,1746.61805304773,1598.96036890994,-2.34811762840561,"nonveg_1677","absence"
178.34681940186,661.858963495641,1186.36254778339,1595.466125983,-1798.57422005871,-2668.93558341074,-2031.33814617134,-1565.72662977275,1119.47855311113,0,661.858963495641,13.8172167828122,1306.43648106608,-2031.33814617134,32.5515170862213,"nonveg_1309","absence"
129.319185394781,756.789275076299,-16.1762080012587,68.4915982859912,-788.523910319321,-1154.99241798993,-968.387642278672,-1018.73695348293,1019.27198351837,0,427.930742497881,21.7149005251962,767.387066988542,-1018.73695348293,38.3176032536217,"nonveg_572","absence"
3530.99340213587,3645.20664222164,2335.34145409874,4698.69164111752,-5654.76307986589,-6339.98222033001,-6500.97396074804,-4795.65354000963,458.394949156609,0,3524.36633519129,-8.39171222423714,3006.38781027072,-5879.13749016452,3.98040593431617,"Finland.Kevo.5","presence"
42.7680989797078,642.873135170579,-532.004152620473,-455.583565873219,-632.766316385696,-1801.92035241417,-1199.94544671492,-1601.33947964253,946.707942988117,0,258.556665614078,51.3052782488579,1910.31309638076,-1379.23185134948,-2.60172980196724,"nonveg_542","absence"
2635.58675470969,2718.62993073246,1496.34895663711,2752.4203493836,-5226.33774441458,-5296.89426184025,-5317.27746134237,-3430.0665893307,704.109798726718,0,2285.93175213661,-28.3557823653077,1559.57792765096,-5060.47246800956,-12.3801879070587,"USA.NorthSlope.Barrow","absence"
2974.62136980471,3114.8825614981,1988.25592540272,3822.52775932778,-5409.24319779768,-6032.6313476382,-6304.19453626099,-4847.24428201487,507.729759902854,0,3019.53076011891,-33.665141629791,1479.50083595958,-5483.55587364792,-8.19413765790641,"USA.NorthSlope.Sagwon-C19","presence"
2021.2711132335,2506.85038758425,1655.99293057292,3201.12982546214,-3721.15456300833,-4368.05371728648,-4897.16892508621,-3511.78633512998,628.244516187494,0,1393.3150440955,-10.2653247481486,2144.4187810736,-3918.53512626028,-1.38295153281572,"Canada.Yukon.WHEATEAR","presence"
3330.08648827184,3524.72874329016,1550.7171869776,2767.93983337588,-5447.87893211958,-5760.1591479164,-6033.44373343116,-5218.38138216756,608.706275920497,0,2897.10226361964,-34.1973170017453,3484.49770277805,-5802.35344952705,-0.704055443211391,"USA.YukonKuskokwimDelta.U","presence"
2317.44439457921,2428.0610377551,1469.01962483787,2075.66143436767,-4771.14944604266,-4945.6199154794,-5068.63369818931,-2155.26005840613,732.386379117989,0,2295.21419776221,-32.6078425679965,3041.24139365433,-4494.31669708205,-7.89663162814311,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3041.22162907946,3313.93797956787,1740.93538012921,4222.36565003485,-6343.31265948278,-6611.74222299222,-6639.33386805049,-4657.92341066801,431.68754182373,0,2417.39312029436,-33.4294785050892,2486.73582490707,-6249.85386205518,6.70537067452112,"Finland.Javrresduottar.EC-Spring","absence"
-209.489691094802,300.783327373215,99.0689552720971,-616.067998902875,329.403417101033,-808.927044603209,-395.874148451368,2239.73689095535,477.793444485662,0,300.783327373215,35.4976650963741,1805.1071278612,329.403417101033,-8.40937338989538,"nonveg_1547","absence"
437.862251535148,473.981139338106,-81.1882358869396,1394.06250738101,6275.67606133737,-117.741054636421,-858.659212878019,-550.320558093918,813.915925166963,0,437.862251535148,-17.3309960461003,2806.38405355002,-117.741054636421,-7.39335260744784,"nonveg_851","absence"
1196.11332206696,1001.97771907292,915.23155815449,1493.34444708404,-1284.41643341761,-1582.22676582441,-1835.63992405073,-1357.68222998197,1069.40848903422,0,1001.97771907292,54.6638947867307,1043.22323174651,-1582.22676582441,-1.29421536203584,"nonveg_899","absence"
2400.83107390223,2739.60356025275,1510.08959986871,3039.39426521579,-5141.11983495007,-5358.65350710258,-5346.02386345328,-4236.14728266669,579.668859180932,0,2175.74108792639,-9.03871992041534,3237.85998329513,-4979.30835541206,-4.16671080249287,"USA.YukonKuskokwimDelta.15B3","presence"
756.219960662025,713.838748031842,273.852285786713,413.159031845695,-1462.58926298433,-1135.48495875909,-1317.95916512388,-85.6147700413546,936.174458473503,0,282.028868088397,-42.8474436635406,930.935682870262,-1314.48116361758,-3.55438280311349,"nonveg_923","absence"
207.014019738586,572.835113735124,-446.203841587999,-812.719008802118,-1169.46673458655,-1718.5874554687,-961.529058923727,-350.355820589666,1147.35411059657,0,233.429725238132,24.746331755009,2178.09593756947,-961.529058923727,-6.07560337643058,"nonveg_751","absence"
3040.1798541872,3388.42156660361,1993.03122236055,3786.23218440375,-5044.10724103206,-5693.89516559529,-5773.07875650897,-4290.10318262298,527.1026565499,0,3046.28320966098,-30.1088996935824,3238.21082505427,-4536.02176556878,-1.21013187395944,"USA.NorthSlope.12","presence"
