"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_startSnowfree","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_blue_peakSummer","spectral_blue_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changePSLS","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NDVI_changeSSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_annualMedian","spectral_SWIR1_changePSLS","spectral_SWIR2_annualRange","spectral_SWIR2_changeLSES","spectral_red_changeESPS","site_code","presence_absence"
708.746186850911,693.844213775513,918.897916887411,333.948173047228,31.1130860548572,365.338380366576,-702.334317266152,1218.48036071818,1232.32271740575,1514.148618401,735.064623847415,172.097914216233,-793.738921582864,-764.74762492441,-338.565471124141,-967.526495874191,-878.969737374755,1801.10527152982,963.669147755376,983.957835409262,307.403326034848,-0.023419601842761,2.48614621162415,0,693.844213775513,887.784830832554,58.4949743840184,-25.0059670124331,984.681103756924,27.5363801711038,-793.738921582864,-748.709650176072,1765.37477457575,49.4924464573191,299.618111883429,-7.1811078214816,-4.88365202968938,"nonveg_729","absence"
2834.11641371292,2275.57645241034,2642.8873893855,3063.85101568249,2261.56443846842,1186.48736612332,-319.266786476404,5059.81481780001,3873.21309191316,4641.27864698923,5127.9069198363,3542.37437777306,-4943.18129128825,-5611.14548382325,-5516.79517255984,-5902.87011427014,-5065.64239443419,2577.19749667424,550.127899209382,522.587709058242,-68.8040048541077,0.0022186382777161,8.68853261735704,0,2273.44296521908,883.650284073494,-21.3551941114471,-8.09981535766932,2096.15025740046,46.1297084226472,-4847.22753528735,-4745.75376555029,2278.27924738414,-21.8031705772272,1006.4571201904,12.7532934741391,-11.0399452062329,"Canada.Yukon.UPPERPALDO","presence"
3911.92887324459,3009.68579513664,3580.33311209559,4161.7346870946,1976.19234358005,2197.56299575268,1966.91205967945,7217.02882662389,6208.75319013585,6511.12637281844,6907.98246012606,4342.94760942445,-5759.03658812314,-6229.93686611353,-7125.62543260229,-7315.29267427925,-7056.96630037131,2699.64292362859,270.96154179472,204.561151856734,-1111.05408771809,0.0011211495148018,-0.170384347438812,1,3301.29811284138,2454.9616968074,-36.8853983414524,-5.02828386905217,5085.43609782521,75.4197975698737,-6960.95084281255,-6708.29613331776,2265.67820969229,-9.31946140004129,319.761900304527,8.57217345862801,-3.54175231041753,"USA.InteriorAlaska.21","presence"
-501.234309192524,491.359450646677,292.086486315961,617.129512074333,876.072510252428,19.8381222026335,-1792.27926820688,-407.839752217975,495.409702437606,715.774907124922,1385.44075247706,1339.87074916734,-2006.43512197781,-464.495946724842,-993.285201047769,-1056.36381374719,463.561022069167,689.5856324996,1076.16895494395,1356.11406841483,890.234152280422,-0.0916774719953537,23.57275390625,0,491.359450646677,1377.30681944495,-12.5016548368605,7.6643447819506,-1353.13205892887,-69.9084200554127,-993.285201047769,-811.403812285689,1526.83430484038,-5.88894927497435,1281.09180782501,28.7701542638466,21.6731685491562,"nonveg_616","absence"
17.9045711889484,-90.8565842184609,-110.14758764314,-13.934749920125,-324.943485339957,-3697.62535160935,-3509.78279019481,66.75079854733,-118.710386770591,-158.140008730848,40.6004071598733,-691.914466139342,-0.117638524228866,-528.420904774953,-579.108601666761,-339.019479194444,-536.636012318835,1206.28632038247,973.958385111418,1166.38566592972,-307.968518183013,0.00517040630802512,0.490762084722519,0,-90.8565842184609,342.848056528905,0,19.291003424679,-3503.03834203481,23.7082895214585,-528.420904774953,-396.660527295844,1025.56061033272,0,241.83101711205,10.1639074480095,-4.13492466055005,"nonveg_822","absence"
505.578196911092,1504.6342898372,486.556252143709,1032.72416009021,983.847417469901,-1554.59604303382,-2474.75398104818,886.709944128852,2232.89931409736,894.959294213317,1613.4158795712,1439.31968826316,-2284.03805875893,-983.081669448817,-2356.85738248664,-1640.12866313947,-1454.20601884311,2257.62429596288,1436.59606708314,1610.44631228747,-475.35285328192,0.00231041084043682,-0.163195863366127,0,983.847417469901,1018.07803769349,-136.541976986626,254.519509423372,-1554.59604303382,-16.7457498222518,-1640.12866313947,-1743.66235853539,2520.34336056802,-95.4989784295097,523.081089218893,98.2273336638467,3.10150197669453,"nonveg_543","absence"
2970.88013084796,2464.40272684731,3150.257862894,3421.81864875771,2176.76415453209,2024.54012210307,-161.037254305779,5361.46823779938,4402.70500391295,5291.81785261003,5728.15313199086,3950.0896167702,-5552.44603900618,-5172.92025713575,-6360.19539690636,-6922.13924896292,-4989.91766566132,2385.88441916505,274.754731974354,465.071073426829,-764.023601615275,0.0277593559585511,0.378435264031092,1,2871.20106488569,630.641402443537,-0.631387583327473,-19.8330405828176,3267.00936800807,23.0003669640973,-5464.56110948033,-5696.6607133377,2362.80093599414,19.6983785643922,885.948051369306,16.0365429932954,-8.54900622449128,"Russia.Tazovsky.Burned44","presence"
2596.63529032515,2993.89437629659,3116.68073406588,3405.91313240382,1357.4402958521,981.350868515959,1061.66226745914,4487.31636362727,5344.85146899892,5523.89493305415,5936.84454933014,2526.3250512391,-5396.73043744902,-5746.85823902742,-6356.82829444018,-6267.82504567977,-4563.000389991,2436.96557619119,446.371847297706,595.820975524144,597.624616295405,0.00892791105434298,-0.0629789540544151,0,2900.4546814229,1854.17421110851,-21.2461533674074,-21.4614180846272,3485.70202569861,72.9372838959954,-6068.88632597741,-5586.19629882686,2378.96797766184,-9.20702618675691,535.298568062161,9.60815227705475,-8.71679792736299,"Russia.Tiksi.WetFen","absence"
3498.26029266715,705.184754879856,3735.6901053643,5544.52755877394,784.944792394577,-406.620457292837,3647.69305888561,6220.28716401735,2062.30367414221,6134.1769609808,8268.41627207892,2062.46326517967,-6075.16961449558,-4073.17088570689,-6020.70477639678,-7427.7621367336,-3389.32762887943,2358.48671064774,290.754982150202,413.484350020402,13.1398354357331,0.0661560852701464,1.88625390330951,1,2910.53502573577,4897.90260781535,-49.0718802192773,-107.587559074015,3269.43543781618,115.330824349944,-5408.76060299404,-5182.64259371454,1911.31999054469,10.328806203965,894.903900434878,3.77666596946912,-1.0038786327087,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
2557.7810987652,1989.28294159548,2912.06028073763,3348.08077753185,1692.06122646157,1424.79050596145,328.959591800122,4776.3647577597,4039.4864819924,5266.20568415633,5931.25731245696,3252.62530051095,-5135.92199935049,-4782.96918683507,-5675.99970809043,-5965.0610920487,-4012.2646878086,2268.30620941136,436.946611654094,614.023330825127,-29.7264692102541,-0.0103314391958217,0.346872302641471,0,3077.4312232819,2672.44513945945,-41.495995930161,-46.2007070813362,3286.48919004156,108.377760261121,-5291.70301164162,-5402.17482055564,2493.32986902124,-15.4771118877586,413.101909711252,18.9943360608263,-10.8213194106026,"USA.NorthSlope.Oumalik1","presence"
