"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_peakSummer","spectral_green_startSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_changeESPS","spectral_NDMI_changeESPS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_NIR_changeESPS","spectral_NIR_changePSLS","spectral_red_changeLSES","site_code","presence_absence"
2278.40848673936,2020.738438135,2460.53129674211,2753.44486516907,1536.88643727348,2635.63972947414,2832.14178238394,4218.45792971474,4272.66330501084,4793.66041104656,5096.16383652133,3058.70803427479,-4965.99864943151,-5154.55637158971,-5465.79928613256,-5503.87880291635,-4396.06747349926,678.109290237515,752.170602979989,0.873371650775274,0,2198.13137979847,1995.71710244599,1112.91591170459,20.9943090478609,-17.171195881857,-0.360176269710981,-1.49188072107692,4285.21667883562,4051.81765505397,2025.26626288602,-4985.57606945751,-5161.94824196724,-24.0902925573938,-6.52574290852349,4.84208375209808,4.6920890701685,"USA.YukonKuskokwimDelta.15B3","presence"
-577.878612743051,-603.978303815789,-134.794793996146,-55.204100604253,10000,1280.54383227683,1619.60556940574,-489.374159221222,-258.171593494698,522.647978477272,444.876577122876,168.099582221449,-874.925100294492,-1130.87275311969,-1036.37515149776,-1143.93611617365,678.656402825183,1672.39898502705,4610.04988037094,30.6112365722656,0,-134.794793996146,1725.62883776815,10603.9783038158,-423.115144509722,-31.2789006546428,-77.8917322780613,-84.6714943162038,168.099582221449,77.6156770211354,1012.02213769849,-1036.37515149776,-701.490543652081,-10.3465775338137,-7.23968236597509,-25.9909368713293,-7.91592591597117,"nonveg_1241","absence"
-485.719282764885,-612.490164698813,-536.820981662185,318.357781947754,259.37202233769,1904.93697603094,2554.90448891085,-1123.06776771506,-2342.69190778015,-1216.94707761552,225.558365475089,-804.414975205674,3211.56895070902,6240.31451425696,4692.27892651897,4462.23143751909,4164.34167487637,430.58467518096,422.367776974579,2.03024411201477,0,-485.719282764885,-211.460124968088,930.847946646567,-33.8677865955716,-2.60928217367682,43.4760547436116,43.4863471964287,-1123.06776771506,-1052.31267256826,2568.25027325524,4462.23143751909,4554.14710077608,54.3766298613074,20.42562972221,-16.1996373658907,-0.423770229441624,"nonveg_1637","absence"
1133.48776005261,431.962884473737,339.279874766227,-324.518932116075,714.091720904687,-3111.66920922195,-3868.69535340328,1704.38733599549,815.158894123366,746.358861443687,-27.8885685359292,1201.67415414423,-332.067701246815,-1112.28580858486,-1244.88186175402,-1994.32455080165,-797.182072386273,815.057328458767,1102.6281575151,1.25611102581024,0,431.962884473737,458.860661616238,1458.00669216869,52.4245048934905,3.86179207114626,-174.876207512228,-166.411760470552,815.158894123366,887.938135434168,1732.27590453142,-1112.28580858486,-1096.14839895472,-184.695205506093,-127.923100754521,22.7862490586944,1.25089291728523,"nonveg_900","absence"
3047.9649991121,3066.30836001598,3516.39652961772,3869.29766737763,2116.4762183986,4424.23455401891,4700.70537560364,5343.57889725878,5346.36403279274,5965.2666509915,6481.39931694357,3951.84189205887,-5628.63138073543,-5694.59001163802,-6087.3532400198,-5942.22885920905,-4990.30366659198,724.012612054509,678.669994674372,1.26832283394677,0,2933.96994509021,3098.93907046914,1239.10108545763,9.80272512828124,-60.3744458454042,39.9824683616186,31.5876475401278,4950.07796053311,5219.53750623263,1665.39288515742,-5684.31116406952,-5374.92632591625,-8.57884011828882,14.846129431799,-12.6806697449532,-4.23101800356897,"Russia.Kytalyk.T2","presence"
2754.56504349193,3150.40814573886,3589.37034204679,3677.53201168044,1636.2538096317,4068.39126278272,4098.13534647525,4552.18307553757,5612.19716153781,6071.95423617676,5896.35520901519,2805.8865379015,-5212.59330615562,-5908.32814147534,-5992.91286499225,-6193.74386279149,-4065.61245582141,693.180130898079,911.857986212948,0.823116593062878,0,3154.25365885192,3037.71277325675,1476.93570420953,26.206584358993,-47.6989881849463,27.6455638157763,19.9545627748161,5057.70179652628,4889.80337483867,2077.36539778699,-5990.95054931674,-5798.32486643876,-19.8426838338524,7.70468568922178,-42.4979784560704,-6.47346028362624,"Russia.Tiksi.GraminoidTundra","presence"
-527.157586681288,145.043315818577,-251.498575547682,165.778839392045,65.9623145541342,894.595621526705,1524.38976647497,-646.690143128043,397.592666154805,-89.1274332464428,397.350063296853,-250.632721927974,-475.688820865798,-515.59039281518,-878.374717688431,-369.899196854003,995.416776257842,1033.49821789197,1269.26195632102,1.0543657541275,0,65.9623145541342,-80.3743384928429,692.936426073333,-21.1828536155508,66.0903152277098,7.01862267174003,7.34713742009579,-89.1274332464428,-38.3015137701605,1044.28280928285,-475.688820865798,-248.827270393114,3.64791806937223,15.0013440068748,-62.7140047092774,28.2416690805271,"nonveg_1927","absence"
-107.177029794951,324.372695908664,79.2851548804035,-387.091101551626,-493.607225372266,7030.3961482458,7911.40050710203,-768.657698998815,-2450.83040701342,-835.01527109692,-538.168124709493,-2377.21389446645,3521.78200984248,6602.26509551229,4750.97952620615,2353.97748860007,10000,150.618039905395,172.717078400858,0.138568818569183,0,-107.177029794951,-116.843501185955,817.979921280931,20.3384313461745,12.254377051413,90.8271335684891,26.1533431993149,-835.01527109692,-1393.97707925702,1912.66228230393,4750.97952620615,5445.8008240322,-61.4633958548637,-12.4988921443436,18.8203701839064,6.44712382113412,"nonveg_1720","absence"
182.497808414049,-335.402186053282,65.8596828801954,83.1493676423983,-280.294165398605,-3115.10429974801,-3071.95397829756,406.740026524251,-623.851860227759,205.426423477511,241.140567468897,-599.685355925087,410.607653707742,-1138.65900125449,-139.900777339312,-96.7561685675521,-425.218281614685,1096.83515926556,1137.36644758857,2.26101779937744,0,65.8596828801954,-56.8378985030488,517.899994467332,14.4622491816454,-401.261868933478,-11.4272805663795,-11.3708809431469,205.426423477511,-74.0460397364374,1030.59188675201,-139.900777339312,-277.985315013659,-15.3746612810695,-5.20811969384133,0,-235.173537287242,"nonveg_822","absence"
2219.97694563461,2205.36010468631,2643.62007667324,3073.57831828495,1409.53225037466,3492.38751794832,3874.87643470592,5165.20004158098,4996.7390170864,5813.1028767712,6567.56832547711,3664.05607374736,-5367.76605658697,-5830.29161948618,-6151.64695789198,-5897.86654925516,-4419.87183445007,576.023717006509,505.875982633692,3.1360827088356,0,2570.3135652667,2641.6749124745,1835.2348353586,22.6150583818033,-29.192007630273,66.281849168263,53.7082314330507,5417.47507225262,5483.99867830807,2823.51423530602,-5866.15569226137,-5826.39550167506,-5.76141139817245,16.0097395924426,-29.4174309438495,4.77855574579781,"Finland.Javrresduottar.EC-Salix","presence"
2313.38834890653,2442.34486089238,2634.52685928813,2658.42583356944,1507.60374670739,3162.55609650856,2812.18056258355,4087.93016641112,4560.6698185494,4804.08110095395,4787.41840741791,2768.57054817274,-4598.54465372734,-5136.69098556138,-5272.28412177601,-5410.92500792356,-3418.34913356795,729.044657659842,998.579168794541,0.343481268816524,0,2553.00759254316,2433.0760280893,1787.55881150634,28.264671266287,-72.4277233278895,94.4198308129558,63.9298046146819,4671.16047773257,4370.08259173737,3148.05618714479,-5122.0999865455,-4751.76760701114,1.50847901924401,15.4254990826652,11.5163534759902,-17.1349803019886,"USA.NorthSlope.Barrow","presence"
329.041150523391,1017.46661197957,1487.43368662595,1225.91843703159,1276.91158148653,7155.48126025555,7328.76952625569,4566.27922383273,5574.81309165435,6742.69676914661,6730.29310237302,5216.35828864374,-5226.67933254346,-5291.93060805345,-5581.9986410883,-6408.25369781396,266.95696384513,177.418106666061,467.710078072688,0.340450137853622,0,1225.91843703159,1067.35429352941,1158.39253610256,-26.3297341934205,-26.109281924799,46.8767624465158,55.0414597190307,5574.81309165435,5766.08809513009,2176.41754531388,-5291.93060805345,-4448.38106313081,-31.9344423046079,12.2742763552465,14.1185732915006,-2.96599439002013,"nonveg_1607","absence"
2288.18699096847,2041.03845251347,2709.70684807988,3341.62735206255,2205.43730715298,3730.63508413954,4115.71811924955,5864.24862394352,5510.9519093042,6561.73047638718,7210.83287754597,4867.98707954895,-5899.22724914603,-6206.05730701112,-6575.71239725436,-6677.11645890926,-4374.8204516271,542.597700252742,690.029352537234,2.87520119878981,0,2747.08262473798,2811.41138394971,1050.29497593002,-12.3803482268307,-29.5850037477069,35.6113786653669,30.9933432542933,6197.24869724568,6474.15977608015,1825.75745750102,-6442.55888181722,-6061.71786536696,-27.6156039005699,12.6009799372139,-3.1620131938829,2.63690250675831,"Canada.PayneLake.TDA3","presence"
3265.64220806943,2540.77150672213,3648.27590527188,4113.08369835013,2351.00839762223,4451.79912169993,4965.78181301998,5282.15210787022,4546.09405559533,5906.13152735682,6582.99081823465,4039.58661990069,-5809.4508004745,-5668.74586864563,-6261.06999825212,-6472.33849509779,-5121.40460401073,709.374906371562,768.948250920948,2.01460942957136,0,3232.5779831908,2960.27592265707,2504.3886885464,61.964617476444,-34.6119442487073,43.909384615175,32.9892883836961,5311.72017834678,4969.47577503218,3822.76537285043,-6218.5684115757,-6119.80963000731,-23.2177819056715,8.58547750061399,-22.9527072328232,10.9505535664782,"USA.NorthSlope.Ivotuk3","presence"
2710.84465105861,3117.52960875451,3433.11396716473,3468.52790498998,1570.0475796798,4576.77075928978,4469.7635133299,4767.9513322582,5549.30638141636,6065.97749027648,6140.39139859712,2872.85797153364,-5563.94318004833,-5525.81644417741,-5703.21664105276,-6149.18880814013,-4096.04575338567,646.330351861697,846.80258413763,0.702176789442698,0,2849.23357313787,2797.432718177,2366.93821009263,45.5962266091458,-68.1165250985953,74.4268785234466,63.1521640844278,5163.22584078309,5087.68622431215,4258.86572920874,-5567.85419385126,-5447.03549607077,-12.4004987153828,12.0496641085436,0.0895809756822473,-28.3654811202868,"Russia.Tiksi.WetFen","presence"
265.408772408689,347.771098275925,467.827392975972,295.796457640551,249.258739719561,-63.6091400793273,-299.338838288386,701.472047372284,865.296062830694,978.32275116495,745.413715680989,710.535469292281,-698.138932391608,-490.23393174345,-373.844406803847,-623.673655290347,-704.122283531751,592.002051520439,664.307720027669,23.4449310302734,0,295.796457640551,325.21249220414,218.568653256411,0.556897678935449,-10.9142086090952,0.627921761008091,-0.0292363465673664,745.413715680989,800.208009268239,276.850703792666,-623.673655290347,-578.0026419522,2.48217590337536,-1.25080810576871,10.3804859005034,-1.70608903096281,"nonveg_870","absence"
801.676012930496,662.687235570704,12.906164158094,1545.08517811048,-13.5014201611316,-2926.46598539314,-565.948435402851,1436.02740494483,1477.62507468712,776.021243203495,2415.57974450083,143.862058458946,-1004.05576926115,-1164.94247207357,-1849.97771477167,-754.973060885515,-766.743868380178,908.533336513026,762.752736444809,14.9154071807861,0,662.687235570704,601.770634121728,1558.58659827161,20.3794358272907,23.2064668361646,33.0029569757884,25.3422762471885,1436.02740494483,1249.82310515904,2271.71768604189,-1004.05576926115,-1108.13857707442,6.07518800916173,9.73755398287897,-37.3707505366121,3.38990727633322,"nonveg_608","absence"
2070.6469879434,1415.93835866829,2158.72228847827,2606.33901377895,1143.15723811681,2168.08647791642,2480.10482988889,3986.29626150789,3504.75385767662,4443.51503249141,4721.39384821709,2439.72676926071,-4836.48683514249,-5620.84570543037,-5666.9497345474,-5513.65196117188,-4070.03426452104,655.998153824492,771.522813676502,0.999836385250091,0,1564.86456893077,1749.72943230349,1528.94972368237,4.94344361399453,-42.8627084656919,37.6871552507218,34.3224115868319,3269.35326441417,3695.03188962201,1960.05437199835,-5056.914852107,-4878.26711495031,-5.01553003245584,7.83681171922748,-8.06455307231937,-4.79501368381805,"USA.YukonKuskokwimDelta.1","presence"
438.85388165468,1064.09883234788,285.155341662615,588.258704919325,685.189354549221,-2577.25444400058,-1756.36325227498,1407.37480775027,2716.46467815753,1214.20623377389,1821.69694143199,1858.03975904543,-2334.75862401745,-943.723195258319,-2710.2168625095,-1966.60024816006,-1451.30666058632,763.387268816494,858.650670581447,0.164485394954681,0,588.258704919325,612.311223026745,778.943490685269,-7.69798352795441,111.277641526467,27.4896993947104,15.491046369882,1821.69694143199,1803.55648403182,1502.25844438363,-1966.60024816006,-1881.32111810633,11.5049492455433,3.29978848547665,-33.4174118734652,69.8921586431857,"nonveg_760","absence"
513.054741352665,530.311648177084,1032.54000599209,330.621650949331,238.018063231952,-1868.26652496144,-3104.15369060208,1303.67838963379,1431.6106648053,2152.41624489744,1131.08556100648,390.024935428913,-1341.38686167375,-1460.60495707583,-678.207062865812,-2022.27294659869,-286.868530131305,692.223846599111,1668.87216910908,5.28651666641235,0,513.054741352665,528.909221940625,794.521942760142,7.23780731896613,-62.7785447268762,-13.141412486444,-14.7579697853336,1303.67838963379,1281.76315915439,1762.39130946853,-1341.38686167375,-1157.86807166908,-17.9180548664458,-9.28398056052467,78.0373225433598,-15.2918996623061,"nonveg_779","absence"
3526.86374595986,3338.02443389059,3814.44260338796,4025.50966001961,2700.88391850211,5553.15061833198,5575.07868999681,6838.84903567755,6961.19989187652,7352.06977034343,7538.41809590413,5795.07033511616,-6604.355248822,-6855.79937125336,-7198.7152432114,-7289.93787989272,-5436.95423490069,457.834589851364,602.45272827616,7.04321298599243,1,3483.58313999365,3325.84247745791,1275.94721754783,41.1595876628334,-21.0696964256182,-7.60712882425406,-1.88175483098141,6985.58313122028,6779.84443088023,1824.69551896029,-7177.73786404407,-6986.68418698586,-53.3840225219907,-4.92056264858888,-6.7020916984749,4.75067154225171,"Finland.Kevo.7","presence"
228.242685621233,130.69628113538,717.95011278946,131.924115663308,-73.1557255156129,-1092.39124714518,-2003.37972981684,256.906836164472,-88.812933701056,978.657314628637,62.8063182915035,-316.808230453645,-706.248886328549,-962.224805404182,78.2517677536455,-1202.72168258029,-761.446420579331,1070.14380242156,1250.27228646651,9.05084419250488,0,131.924115663308,227.131493938753,791.105838305073,16.7443561742692,-58.725383165408,-30.7408439387666,-32.9376863235626,62.8063182915035,178.549860985982,1295.46554508228,-761.446420579331,-710.878005427742,-27.5818220139856,-12.397200132692,43.2010066153593,-32.1246558395509,"nonveg_848","absence"
2562.95637278903,2191.70641850961,3453.12442218179,3704.22757539378,2766.41150708333,4437.91591640198,4416.35776513191,4781.0722624035,4001.32709155955,5887.68373244323,6332.78871046474,4898.75211849833,-5981.10600963451,-5479.61813937144,-5752.99272773346,-6260.10451113385,-4200.22011811295,663.90255866647,790.922379405609,2.08778270085653,1,2849.44979320537,2872.02439554314,1290.35467480296,-14.2712630750753,-56.1023771653463,41.7339295767552,31.5655242357795,5065.49274684823,5115.04361763255,1899.60058274327,-5669.20526490386,-5641.6832085457,-20.9910669097034,12.1857488479587,11.2706810595652,3.4496010394307,"Russia.Tazovsky.Burned44","presence"
979.277983661632,874.394243535532,727.29475980496,381.069394248545,382.258937221692,-888.102326162994,-1561.37177916751,1441.09336651378,1474.23166646973,1245.70521560151,673.587012350241,634.751562553241,-1107.85838982561,-1240.93326279379,-1467.74695972133,-1991.26668082553,-1453.53059410324,2382.46398630775,2662.26213921012,6.09246301651001,0,727.29475980496,668.859063694472,598.208589413086,25.9573498452148,29.4198967461143,-41.8307525060596,-35.6909191140405,1245.70521560151,1093.8737646977,839.480103916487,-1453.53059410324,-1452.2671774539,-36.808678791663,-16.7885650881539,20.9459364927823,28.044316026038,"nonveg_674","absence"
174.596765489453,262.15422128712,774.893057422218,662.393155049928,254.690936863765,-440.806521885474,-747.478010202732,220.934276188828,450.658211580152,1246.34388274606,1031.66293930424,362.251353465804,-1593.96106665898,-1485.28526316504,-763.489740950092,-1066.0566693438,-753.92269608271,1331.88609579547,2183.28396798857,27.3541851043701,0,262.15422128712,425.745627222497,600.296291932765,-3.20376685497248,-42.7282363445915,11.2183136140533,10.5543024185438,450.658211580152,662.370132657017,1025.40960655723,-1066.0566693438,-1132.54308724013,21.1161758926075,-1.41392681537873,-3.11549367421626,-15.701228435043,"nonveg_560","absence"
3278.50919011676,3445.91231734492,4033.0204484335,4241.66128935874,1783.73890364396,5160.09249899757,4643.27052367582,6041.71210405424,6090.73841690089,6893.16727724102,7097.42246669811,3847.24413251725,-5821.79579574402,-5867.62124209727,-6553.71267737717,-6947.16681431575,-4248.61219515505,462.925267091521,1095.99693372095,9.91407203674317,0,3057.48839594609,3003.82511810498,2689.69847716971,54.813387964107,-19.3357723332224,41.1403978402825,30.5558531319635,6012.43254717891,5954.35252546705,3728.86221302913,-5548.09480852275,-5596.75114455115,-31.4391210420259,14.6258751965692,-37.8108733296374,29.2820284972698,"Sweden.Abisko.KJ-SalixShrub","presence"
2668.8739462673,2829.74657904119,3261.44036418593,3261.32089889257,1501.11713455303,3707.11112718508,2941.11601221025,4572.57117956964,5133.91616448773,5645.49978815569,5569.92962056983,2243.33298714561,-5331.11544630654,-5167.03258094621,-5457.26563844906,-6073.5950654261,-3288.73525231521,366.384438841635,1204.81882951604,0.973909676074984,0,2388.59496346007,2325.57687058406,2521.04007895898,47.5175289902728,-52.0808343405945,83.3686087974876,71.9036097622502,4421.6142008684,3951.90509013292,4810.4454039275,-4612.49671886987,-4123.95094936835,7.55120159783505,11.1055147680146,-4.68502903891836,2.03123890603062,"Russia.Yamal.Kharasavey-2b","presence"
1723.13624774511,1924.44723629025,2293.90203151245,2416.76832753912,699.71910785278,2469.5683981144,2462.6195294056,3424.37994880081,3694.75690169751,4301.10207908927,4519.10932077583,1787.54624174068,-4564.57352233221,-3964.97265208355,-4400.39448320999,-4610.83451498079,-4237.43036656177,817.595449908742,601.169966668339,2.75103751818339,0,2416.93327289659,2167.52372298657,2138.06493385347,68.0781450183605,-66.8612075904008,33.8954563765151,25.6755473024805,4544.07619043927,4107.41787770244,3453.46534820231,-4017.09878512723,-4001.25539301599,-12.4987595921665,10.6933513898244,-1.56247921785073,-14.2405193414477,"Canada.BanksIsland.GreenCabin-C11","presence"
2581.3006641672,2180.15257037154,2107.64192117435,3136.31193063836,2124.09828457599,2849.31899552284,2501.88159511935,4783.16969769526,4459.30708510332,5167.59216211653,5428.20994610676,3876.69409123067,-5745.07459287884,-5657.05467548385,-6087.04473633129,-6302.86817240828,-4183.48212871257,601.324160709764,1040.67999677306,4.16014024946425,0,2164.34601138799,2237.23634344012,1205.63995260558,3.7696738345307,22.8472403919277,37.640879753981,31.1806626925996,4370.89106085681,4302.07476980951,1553.91181390947,-5760.10391205269,-5306.31830591555,-0.313339141982836,17.6153374266241,-48.0420638726923,18.6572115600563,"Canada.ChukotkaRiver.TH4","presence"
57.1109101090723,1438.20905165193,1423.50320725896,1126.03556935526,749.689841042456,-144.542570059426,-706.644822299005,536.34377789187,2187.27709902092,2185.74225867854,1839.51289848872,1264.68419462681,-3386.81389463647,-1828.3512357427,-1880.62569125928,-2235.19172884686,-2427.13638709792,1360.74654373591,1266.31974091448,2.79129719734192,0,1126.03556935526,958.909715883535,1381.09814154286,-36.4515226807044,1.83823054912193,98.4254380682736,76.6314133470574,1839.51289848872,1602.71204574137,1650.93332112905,-2235.19172884686,-2351.62378751665,57.5811082894805,38.6398454278316,27.114425700809,0.541813922027245,"nonveg_561","absence"
557.658301065806,-274.280117131961,798.982728560982,416.667678348345,-354.092072794685,-2136.67079701804,-2743.86492597305,730.523369108771,-140.727408944648,1090.06291872667,692.464971787378,-712.166073720232,53.2365394953718,-1116.75883428846,-321.044769874567,-665.666720167859,-41.4123528226618,342.147552157332,840.485912415954,5.54349136352539,0,416.667678348345,228.987303609697,1153.07480135567,37.9895989108538,-107.326284569294,-29.7154442942674,-31.0987327140649,692.464971787378,332.031555391589,1802.22899244691,-321.044769874567,-418.329227531636,-28.7561303865292,-9.98611459457374,26.9160312846887,-35.835904276598,"nonveg_1213","absence"
