"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_green_peakSummer","spectral_NDVI_annualRange","site_code","presence_absence"
2280.82147689963,3151.87721294405,1754.17715811881,5475.43789815913,-5976.64312106178,-4936.88823562902,687.770795596156,2430.10799133006,"Russia.Tazovsky.Burned12","presence"
2329.44161355217,3229.86987484361,1538.36461732104,5495.79923900718,-5355.89247898801,-3965.57715612599,790.191259460328,3084.11814735535,"USA.NorthSlope.Sagwon-C16","presence"
5.65891244823456,972.573207998818,694.348340361482,1802.45144984479,-1916.32193868782,-1088.57580408515,742.689691125202,1566.51702175638,"nonveg_757","absence"
3398.40038045326,4690.95213588394,1885.01596333511,7691.78652931747,-7011.6688591118,-4336.7699856736,651.881931707752,6390.76474302502,"USA.Kougaork.TallShrub","presence"
195.701213943355,635.822358806172,199.080922406726,1093.77917782731,-1073.99597273348,-1199.69126931461,774.086152622708,734.700409982381,"nonveg_931","absence"
572.320438203904,609.996763091995,64.005288853381,868.50555735791,-503.030975839395,-914.636175843394,2686.53190816158,852.825261937239,"nonveg_572","absence"
2303.47425652994,2362.98405335698,1690.73669292066,4908.70531825585,-5365.84912413814,-3472.12558826134,702.748162903859,2451.51986319483,"Canada.PayneLake.TD2","presence"
442.562148489126,275.211124708772,-665.547102715952,836.106225193028,-1835.32353771204,-837.77004845124,747.675274674667,2319.58229109211,"nonveg_751","absence"
2793.41958830795,3340.36456572929,2006.63796801693,6535.12451988458,-6721.56150012905,-4657.31366044551,537.802751612341,3708.20975954512,"Canada.LeRoyLake.TDA3","presence"
102.270069094238,383.01526698747,560.090150204278,1119.2035170454,-1943.84192512234,-1213.31461983633,1163.45064877371,1258.77595189517,"nonveg_1968","absence"
900.420743936663,821.776773910177,1186.80959876148,2512.8972070431,-3057.67306292096,-2183.02585291244,815.941145719059,925.676278440838,"nonveg_996","absence"
2485.17442365543,3549.10532224901,1896.11651354091,5845.14787722922,-6270.65336411845,-4087.44313489913,718.438611436791,3493.47233454097,"Russia.Kolyma.WT1","presence"
1778.63409524401,1791.49947637834,518.951109585735,1830.96848372094,-1911.11040843521,-2212.38860210532,826.208002559377,2572.29197021736,"nonveg_706","absence"
508.356281755457,805.103927939462,77.4498660210608,1485.57148746996,-2367.00237683229,-1755.11126780028,850.403887439484,1445.79518630402,"nonveg_714","absence"
1886.731675794,2176.31805446703,1229.00193865046,4579.50612067442,-4722.3614483992,-3815.119416894,703.464732533614,1427.92063963919,"Canada.LeRoyLake.TD4","presence"
209.615531684698,99.5394506575336,-105.486952914545,1420.23905500539,-1314.3966282245,541.939181062093,67.4998799518883,1672.17495451336,"nonveg_1889","absence"
-194.269458903475,318.654006740067,218.293573054754,740.973654328814,-844.258339354468,-1404.06826094826,1101.52692284312,1597.36134899749,"nonveg_594","absence"
358.382409657596,180.611726668845,633.472809195338,365.331002031799,-2449.82301908884,-894.921059838885,1784.36151095498,723.867347354229,"nonveg_916","absence"
1786.44955497211,2678.36105111001,1434.72641846517,4827.27901760384,-5478.88193672581,-3954.2103275026,773.533619650218,2946.58525048903,"USA.NorthSlope.Sagwon-C15","presence"
169.742781684002,-694.324695058371,-2513.77347522454,-3525.99817960182,6945.74608476577,10000,295.824492723384,5994.28392117203,"nonveg_1797","absence"
2184.10173699633,3286.47413099192,2108.71999708626,5431.59075406674,-6009.06235284223,-4592.23466854838,764.421449439228,3054.77252234757,"USA.InteriorAlaska.24","presence"
184.359076571656,-158.033121907145,131.32170212589,1088.11552287657,-1787.55987238486,-673.761231753065,873.295652786277,4771.59935331546,"nonveg_547","absence"
2477.73545376817,2830.00605967734,1826.59869269401,5877.19126772779,-5927.93012099508,-4778.06873125933,626.294177657605,1977.18149306413,"Norway.Javrresduottar.EC-Betula","presence"
474.082965918278,159.69233239811,407.432592620503,366.196812142152,-1281.29841377887,-1314.18957184061,1641.85481765284,654.674993338518,"nonveg_955","absence"
1620.10443914153,1863.4662808107,900.810200340481,5049.5955019762,-5456.47732101185,-4663.5898729543,684.126022322132,2359.38554336194,"Canada.ChukotkaRiver.TH5","presence"
3555.39802758864,4092.14896596614,1806.88219939081,6694.27453225696,-6127.31086628389,-4157.24278107777,702.134669677581,2132.2056468308,"Sweden.Abisko.KJ-SalixShrub","presence"
3042.09187389256,3306.09338734733,1659.36953069758,6092.24471379742,-6344.02067082584,-4848.27624616176,582.556769571404,3221.31058960868,"Finland.Kilpisjarvi.20","presence"
2369.3412264904,2200.43908562085,1872.76170373811,5408.86317515205,-5894.10631615995,-4607.98525512485,765.816334377067,3109.19898223952,"Canada.ChukotkaRiver.TH4","presence"
555.624981241762,583.219509747671,353.132728010935,1429.30601847296,-1033.88902209534,-1397.25074056944,1016.19982861314,1690.15421718618,"nonveg_919","absence"
235.432476561632,4.95420766524961,349.838874296683,535.007266936748,-1729.58048960724,1591.18403595896,462.535036600668,731.277767321666,"nonveg_721","absence"
2874.51269166408,3314.62265183884,2422.12297942795,6338.1222538682,-5606.42396021912,-4658.73593128418,779.323572149255,3503.63628071515,"Sweden.Abisko.NF-DryHeath","presence"
399.036768585554,947.014942346196,-177.070119593277,3507.20630214224,-2499.38439355788,3353.0489129096,449.784678371325,5401.70636269344,"nonveg_1626","absence"
379.274325181056,1223.54777732674,-189.275524732843,3073.49258851063,-3832.22569640261,-97.8934497642807,292.963713693881,3234.99791074481,"nonveg_804","absence"
927.758329959,-363.51571409813,-41.1949943073597,-469.833038270173,-1095.82058345266,-1327.08473515561,2623.48270055301,1785.81793585786,"nonveg_733","absence"
333.502242898191,-597.882241283544,356.491691185023,-88.4030145472732,-1918.41045560294,1230.84386330958,464.940425129847,1314.55520868894,"nonveg_903","absence"
3398.40038045326,4690.95213588394,1885.01596333511,7691.78652931747,-7011.6688591118,-4336.7699856736,651.881931707752,6390.76474302502,"USA.Kougaork.TallShrub","presence"
1650.05773253093,2119.98569712506,939.921071783042,4314.99018026504,-5208.78629352175,-3694.7867648742,714.547739304939,2781.34144765256,"USA.NorthSlope.FranklinBluffs-C15","presence"
2974.13193353698,3458.02584791795,2655.55986350453,5696.81155875539,-6600.55026574182,-4983.73122359685,677.829769381242,1697.02463068975,"Canada.Yukon.SOUTHSTONEBOY","presence"
1886.731675794,2176.31805446703,1229.00193865046,4579.50612067442,-4722.3614483992,-3815.119416894,703.464732533614,1427.92063963919,"Canada.LeRoyLake.TD4","presence"
-161.817435814464,-29.8973465373113,-296.711495167021,417.757417713749,-2414.55467734797,-1640.05506916098,174.836155989619,1454.35203060072,"nonveg_596","absence"
578.556494076245,1205.51850719656,359.834438160924,1984.57066335403,-2777.9193109711,-2034.7312121037,1191.8739677789,1250.67038346474,"nonveg_899","absence"
3007.83365041679,3395.89525332468,2286.05793195521,5810.67287412771,-6029.91490882195,-4668.86365677524,687.389783298577,2507.23645768625,"Russia.Kytalyk.T2","presence"
2046.47014343419,3119.79051580068,1797.95031498107,5563.80209161361,-6127.6145453197,-4562.1531905909,646.16256811287,2768.13861423157,"USA.Toolik.S2","presence"
623.226311225403,218.93881385053,963.169350291708,988.803870678185,-1823.05522171902,-417.579620644401,700.382608322623,750.293797732245,"nonveg_681","absence"
4850.77018929342,4637.59260115107,2977.60307424066,7841.49268393519,-7582.8260993131,-5082.8069753024,421.645686960131,2997.92200029061,"Finland.Kevo.11","presence"
357.124305835124,554.401114551108,201.67790774056,549.669695421864,-2679.83600165728,-1896.40712182587,2274.5357354524,674.045056584007,"nonveg_855","absence"
271.800621008835,745.144110196018,574.579835190138,1141.08725150731,-817.450494435196,-234.9545115697,1820.65839005954,635.365634498167,"nonveg_994","absence"
456.687856231993,-464.931729596736,-639.404756386273,-603.677096795093,-1158.50473811455,-1572.32527240283,1714.04196367675,1331.36483421475,"nonveg_995","absence"
-653.798219655287,-202.601455713065,-254.417557243928,-127.567610668945,-831.486786240765,4087.5505141038,1024.92355533508,3594.65037289657,"nonveg_1888","absence"
547.8086586463,823.883413014243,320.044851198267,1944.53469751491,-1196.94910885671,-274.784691572693,964.853341477133,1314.83013016512,"nonveg_792","absence"
2969.98001556827,3820.67047323177,2346.33400452778,6088.39469977608,-6669.74598429584,-5111.47334433192,688.510684543655,2820.28941186302,"USA.InteriorAlaska.CALF","presence"
2503.92774996944,3490.90962393722,1592.30800342263,5704.60354015345,-6158.83304688486,-4723.47725091072,742.275184105435,3265.60198303634,"Russia.Kolyma.OW1","presence"
-75.6229528188049,184.968504958033,149.912904669046,3786.20444432684,1177.763144253,2294.69119351977,143.712413333993,2465.28671376012,"nonveg_1880","absence"
-558.943976009342,283.031961998441,-351.272054918272,742.137835203544,-619.630123320587,-1506.85568653096,592.946691691439,1629.89084956952,"nonveg_870","absence"
3565.62829489626,3593.75857627065,2249.46509724469,5779.82288178236,-6279.20747497638,-5072.77154725304,682.046191165095,3371.55467469515,"Russia.Tiksi.Bog","presence"
-91.6794336091795,370.298425823082,257.255885263686,717.682915455124,-1645.92138207163,-1919.12878684676,985.42375555793,1343.36780340815,"nonveg_790","absence"
3149.66608823476,3466.40871639185,1773.63884425854,5835.15064921492,-6072.29203377394,-3860.0760595782,699.80134089435,4171.25738366918,"Russia.Tiksi.GraminoidTundra","presence"
3613.51883031814,3556.27570121665,2239.12762312465,7166.00607205097,-7089.69431220867,-5849.86870417733,484.755801022028,2316.61074055669,"Finland.Kevo.7","presence"
1072.72829564036,814.473089759139,73.0319808539178,2177.41594368556,-1749.30093936581,-785.836737433128,990.781514979009,3029.58924813498,"nonveg_619","absence"
-424.197981339679,1376.97183787058,700.53354536745,1879.12282071842,-922.425380948561,-199.12968299438,1022.94496743155,2172.26187972317,"nonveg_1316","absence"
3298.52989104934,3840.50815738454,2167.66524681785,6336.43080983715,-6838.05213273501,-4105.9074844435,551.637225165292,2539.34162353605,"Russia.Yamal.VaskinyDachi-2","presence"
2733.08096760743,3346.16206880554,2069.12135844433,5878.50346072482,-5943.94304186529,-4900.62272526868,730.852686593999,2362.04878118492,"USA.NorthSlope.Sagwon-C18","presence"
2727.21604324261,3275.13436440405,2272.61663574455,6763.59521568636,-6227.72247027544,-4931.30955235624,570.843857049482,2405.3672140869,"Russia.Yamal.Nadym-1","presence"
358.382409657596,180.611726668845,633.472809195338,365.331002031799,-2449.82301908884,-894.921059838885,1784.36151095498,723.867347354229,"nonveg_916","absence"
1063.56850568961,905.946283833195,217.167353393097,1338.3932596858,-2208.42025579617,-2802.54151072927,1860.80780784933,2251.33800167284,"nonveg_507","absence"
2917.18073670771,3656.69411014575,2225.77691041775,6431.42093893326,-6729.61129276653,-4526.38786166677,597.630261872799,3764.31089312792,"Canada.BonifaceRiver.AB1","presence"
788.906246128216,153.111975718842,635.048657917587,534.968327790881,-1789.15194948784,-1474.13140091765,928.198592462771,762.989970638784,"nonveg_953","absence"
133.950095696296,557.063149059472,342.144900057809,866.350746856955,-1482.43904521977,-1917.71692907537,1881.61269054051,1092.15657525227,"nonveg_583","absence"
2247.01706701297,2516.6024698652,1176.02399720318,5725.57773216237,-5632.39299445407,-4536.67903714257,594.343811604108,3072.34304856067,"Finland.Javrresduottar.EC-Hummock","presence"
375.02209029235,914.797044420115,752.932426823036,2201.57758487603,-2248.6453139685,-1259.38236236135,719.638994206902,815.737984960458,"nonveg_913","absence"
2444.73158677494,2991.66923805301,1569.23608560714,6221.45685161045,-6399.98609755549,-4333.34913321854,481.812178614286,2809.85143199292,"Finland.Javrresduottar.EC-Betula","presence"
744.245505868884,1064.89827569135,562.00877260867,2148.36540231049,-2525.40152438397,-1034.00275030855,1144.75188420555,1459.21126081352,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
3255.0615956648,4274.45885618173,1987.90176097719,7255.63993982204,-7486.8384629862,-4610.53392451013,493.027223043736,2973.85316729149,"Canada.BonifaceRiver.AB8","presence"
3207.31546781861,3419.39505323396,2242.14846413951,5764.51712939153,-6413.58936043092,-4654.80303708149,556.983184464666,1973.95421161715,"Sweden.Abisko.NT-DryHeath","presence"
2280.82147689963,3151.87721294405,1754.17715811881,5475.43789815913,-5976.64312106178,-4936.88823562902,687.770795596156,2430.10799133006,"Russia.Tazovsky.Burned12","presence"
1680.0917067293,1922.00064401898,1009.00999564895,3914.19689487338,-3820.50683902241,-3421.6750394328,846.998697234972,3010.33909212207,"Finland.Kevo.3","presence"
1559.47096827109,2335.14291421779,1040.12409370526,4345.14408716161,-5018.24832338347,-3813.52736557643,753.758986514177,2132.98171224347,"Canada.BanksIsland.GreenCabin-C10","presence"
-157.045666178658,-163.072936025419,-17.2637300578104,354.8460603003,-1892.47798017114,-1778.75401605496,1044.76934921277,830.968738185405,"nonveg_535","absence"
2598.03454026099,2865.2387732507,2261.53864422888,4698.12598116847,-5816.66964549057,-4638.39141569184,808.201859645356,1601.30562945558,"USA.YukonKuskokwimDelta.6","presence"
2005.08056232467,2468.97826205555,1658.5460133351,4710.37485808571,-5106.80850809358,-3949.97503013629,704.633840457918,2013.78919217507,"Canada.PayneLake.TD4","presence"
805.926058964701,392.65811370616,659.747685909245,1570.13468453507,-1105.74223292783,-1154.6981618937,1081.59460577057,1735.84874894015,"nonveg_576","absence"
524.307105851486,766.885888314611,215.26386836566,1762.51157701718,-2022.87230253568,-387.560722325676,791.773040597819,1852.34983674677,"Canada.Ivujivik.RTP13","presence"
2639.15328841165,1418.1681422595,1200.91398224975,2991.79079686048,-3331.86057371507,-2411.84309617791,881.811720285278,901.291003585933,"nonveg_1177","absence"
532.013137634618,1013.12214557819,-323.36563904977,1535.89148621657,-1080.31595494638,-793.048237256297,954.927763872432,1839.38910387145,"nonveg_923","absence"
2969.98001556827,3820.67047323177,2346.33400452778,6088.39469977608,-6669.74598429584,-5111.47334433192,688.510684543655,2820.28941186302,"USA.InteriorAlaska.CALF","presence"
3750.11356180707,4382.28544259395,2071.69317046283,7004.6949369228,-6740.06985664862,-4548.30113052238,670.96753187592,3381.05571204061,"Norway.Javrresduottar.A-Salix","presence"
3133.30526590987,4068.22355885792,1879.08215174483,7039.89852096051,-6919.82374186447,-4811.34454625037,599.020537660358,3307.84245417373,"Sweden.Abisko.VJ-SalixShrub","presence"
1251.53805167177,1709.38794052581,1011.16443846417,3476.69358001263,-3980.95084725837,-3358.33609544783,843.062440092948,1287.54210129849,"Canada.BanksIsland.GreenCabin-C00","presence"
-191.124155160223,170.284711685475,-103.243783525613,-734.494590974665,3208.48241325444,3642.1710412274,389.91017081265,2497.89000625589,"nonveg_1854","absence"
259.608159185248,131.727998116683,203.477998079067,986.114595937254,-1926.83805670591,-958.561238364926,737.627612794417,976.600659562016,"nonveg_874","absence"
963.210371343256,1106.7837049195,1370.08323123742,1964.69455097351,-2837.19719999753,-1119.11209143858,967.608971592374,1174.1775609807,"nonveg_807","absence"
88.25039320321,109.505684379753,476.933246862947,349.460958417203,-2088.97871114754,-877.754446968231,1253.37773721326,746.002119016731,"nonveg_956","absence"
417.910449470607,514.723845969353,307.130077961624,618.403463028498,-622.005371606077,83.6067181193241,1233.79956129848,1269.20531791033,"nonveg_848","absence"
235.432476561632,4.95420766524961,349.838874296683,535.007266936748,-1729.58048960724,1591.18403595896,462.535036600668,731.277767321666,"nonveg_721","absence"
3298.52989104934,3840.50815738454,2167.66524681785,6336.43080983715,-6838.05213273501,-4105.9074844435,551.637225165292,2539.34162353605,"Russia.Yamal.VaskinyDachi-2","presence"
156.55142089542,855.408956048362,35.2851981464124,1257.76956089628,-2127.4103848055,-1543.46861232375,1451.05510527177,1065.36820876808,"nonveg_922","absence"
3270.093758785,3460.17350969323,1962.4316748386,6633.04155085791,-7045.29460483248,-5305.47904503179,406.125614736357,3174.42712864354,"Finland.Kevo.5","presence"
927.758329959,-363.51571409813,-41.1949943073597,-469.833038270173,-1095.82058345266,-1327.08473515561,2623.48270055301,1785.81793585786,"nonveg_733","absence"
1965.65554878021,3344.94446786684,1413.92268791115,6020.01928851473,-6234.79109164251,-3498.81041448489,633.926388671808,4091.97606761599,"Canada.KluaneLake.Quill-ShrubTundra","presence"
-63.9094172170839,407.934441975216,206.990989823709,583.588221348346,827.572960797914,851.117362156049,863.276185336205,1228.32082514655,"nonveg_536","absence"
172.105408134135,1010.99716945363,-398.945839603232,1315.16346657168,-929.529880761429,-887.866663843215,1412.02581362306,1687.96567926227,"nonveg_670","absence"
1737.37064432219,2484.15517550225,1556.19293718411,4881.82789241742,-5408.42022571138,-4214.57840745178,678.786574180137,1116.59347317079,"USA.YukonKuskokwimDelta.15B3","presence"
1786.44955497211,2678.36105111001,1434.72641846517,4827.27901760384,-5478.88193672581,-3954.2103275026,773.533619650218,2946.58525048903,"USA.NorthSlope.Sagwon-C15","presence"
2244.76394649366,2263.01730939543,1653.62620098645,4374.36820035545,-5419.0328629824,-4434.96105535759,656.821307135359,1155.83626854947,"Russia.Yamal.VaskinyDachi-3","presence"
99.361187572935,-267.436103986217,372.309258397872,-30.1743920254937,-1376.72371486416,-821.046660273664,861.035866933634,1116.91063293676,"nonveg_785","absence"
606.943743166295,773.180805809012,-736.690287673004,1356.42830709019,-2028.62653098496,-1621.3642988428,935.901671524122,2088.74643044222,"nonveg_869","absence"
2278.01325615854,2747.73908406114,1723.76011555762,5633.10940019665,-6379.41347818143,-4899.54327662481,536.693136830511,2778.59362738361,"Finland.Javrresduottar.A-Hummock","presence"
480.24225279081,90.1567830293073,315.784100571055,229.12685097821,-986.850195430797,-620.901210811247,1302.12142675306,540.955299278223,"nonveg_973","absence"
617.5281855831,594.300366914076,555.483786091138,1039.18065898681,-1352.64691302876,-1570.95339570096,1654.08717325669,1116.05210932998,"nonveg_940","absence"
1317.14688516445,2335.52345164439,1674.40857756828,4318.33244457134,-5419.31033082188,-3604.90443206426,832.804368722093,2729.95054782217,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
2445.28478384079,3318.81961288656,1582.63966517553,6731.12680211164,-6937.3111215085,-4674.05706359915,418.943417675302,3680.14653810261,"Norway.Javrresduottar.EC-Sphagnum","absence"
2307.16114716962,3058.81349768225,2050.58104577537,5550.02477371515,-5899.46742338209,-4140.57386775741,689.741639878304,2793.96202220542,"Canada.DaringLake.Tower1-MixedTundra","presence"
2793.41958830795,3340.36456572929,2006.63796801693,6535.12451988458,-6721.56150012905,-4657.31366044551,537.802751612341,3708.20975954512,"Canada.LeRoyLake.TDA3","presence"
2874.51269166408,3314.62265183884,2422.12297942795,6338.1222538682,-5606.42396021912,-4658.73593128418,779.323572149255,3503.63628071515,"Sweden.Abisko.NF-DryHeath","presence"
1061.69328844651,681.567854987408,211.427501951506,1983.92732910776,-4085.94078156823,-1796.98891778427,306.67589918024,1420.42550376557,"nonveg_957","absence"
195.701213943355,635.822358806172,199.080922406726,1093.77917782731,-1073.99597273348,-1199.69126931461,774.086152622708,734.700409982381,"nonveg_931","absence"
1211.00581002133,1571.74827273437,942.357428719723,3535.00590380859,-3774.2745316272,-3725.00716170057,787.246401085457,1761.3236957692,"nonveg_529","absence"
172.105408134135,1010.99716945363,-398.945839603232,1315.16346657168,-929.529880761429,-887.866663843215,1412.02581362306,1687.96567926227,"nonveg_670","absence"
1260.26518989532,1927.70716701931,515.924177202277,4055.44335127673,-4726.43163742065,-2174.07965631141,706.218426409647,4249.0422503629,"USA.NorthSlope.WestDock-C14","presence"
508.439005584247,-577.393108886229,234.31404857799,-418.427773881714,-1746.16214384928,-1420.78290272142,1861.44292485479,1231.57183742362,"nonveg_568","absence"
-12.0385194231725,621.313581124685,305.086902920355,1162.01559209401,-2451.91519318301,-1928.83770529078,1126.05965105194,968.318485116591,"nonveg_814","absence"
1421.83420324579,1871.20823016549,1001.75746858654,3297.11996084702,-3264.43695810628,-2932.44506249109,1105.66984629152,1283.15054795315,"nonveg_898","absence"
-1154.06602016816,-611.771273440816,63.04842845036,-2457.64195292037,3781.40128794797,3746.62111525203,653.850057415135,1743.08053458185,"nonveg_1367","absence"
439.326403862916,553.893544520918,142.512104985727,1629.58180145262,-2944.85903800049,-2867.24309757284,652.550216245831,928.093316228627,"nonveg_986","absence"
372.158232298541,-98.1488102909052,644.248538549449,215.926492085363,-1282.01835065557,-400.18036879139,1830.98581711816,1066.78854085506,"nonveg_907","absence"
2525.89968298509,3078.67498216608,1562.68286604344,5693.071787369,-5589.20980114058,-4246.32546891345,660.409489388149,5580.45566355143,"Russia.Kytalyk.T3","presence"
3255.0615956648,4274.45885618173,1987.90176097719,7255.63993982204,-7486.8384629862,-4610.53392451013,493.027223043736,2973.85316729149,"Canada.BonifaceRiver.AB8","presence"
3379.39127399862,4250.15064761825,2345.07443660079,7403.69276741065,-7006.64596312593,-4418.77043249091,595.864809472852,4346.92369138003,"Finland.Kilpisjarvi.16","presence"
1097.88230896299,938.700720909394,767.545064633077,1591.10146752789,-2432.50815200614,-648.639123478894,1443.58138282495,1233.09206459545,"nonveg_866","absence"
-89.7159871897037,-762.357808334376,-584.376239880199,-1784.61432252746,2557.25687426545,10000,211.592298252104,2604.3906911984,"nonveg_1720","absence"
