"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_red_changePSLS","site_code","presence_absence"
3296.53454248976,3925.58938744247,2444.7056922356,5048.59005078137,-6075.77447756637,-5851.89205358094,-6509.46231979793,-12.8609979624622,"Sweden.Abisko.VJ-MesicHeath","presence"
2368.73313338765,2653.86127529339,1515.83107853031,2773.91008036872,-4558.05587669281,-5198.16829955483,-5192.71254576168,29.169433962479,"USA.NorthSlope.Barrow","presence"
1435.62986683561,1965.22775990679,398.934199080844,1249.86081687735,-2713.92738685575,-2631.10934751963,-2716.62609920685,-5.92584985432241,"nonveg_632","absence"
1078.95713580756,667.629454765811,709.545233998136,1976.51096071131,-2955.88447873055,-2368.95231172636,-2988.7057579676,17.8577588508806,"nonveg_985","absence"
3114.04614934067,3453.23262912356,1705.42471325004,2921.60593242702,-5078.24260855653,-5662.55823180301,-5915.40529861613,-19.6944492969613,"Russia.Tiksi.GraminoidTundra","presence"
2427.32871346202,3609.43419243887,2099.57791969647,3610.94325446844,-5955.70032990388,-5528.26357817441,-5837.11075584289,-4.65318118155237,"USA.InteriorAlaska.24","presence"
117.028228095447,226.153597200116,26.6096424538338,-11.7135444603197,-1251.705326081,-1599.31686354093,-1486.07468581126,-18.9674435044193,"nonveg_994","absence"
2203.06909358246,2679.90972524699,1318.11131182368,3553.78968583184,-5424.59665578864,-5377.55928221015,-5579.51019385579,-4.46610474965262,"Finland.Javrresduottar.EC-Hummock","presence"
741.986270803767,-109.559017703471,414.527507077975,1072.78986131017,-2011.82671267235,-1991.79625585084,-3136.04525467376,-36.2550015678496,"nonveg_576","absence"
2796.76695498602,3941.41446088743,2550.53015089466,3684.91785850607,-5793.68900095157,-5929.33277643214,-6395.56822727694,2.16553216776513,"USA.SewardPeninsula.QuartzCreek2","presence"
741.986270803767,-109.559017703471,414.527507077975,1072.78986131017,-2011.82671267235,-1991.79625585084,-3136.04525467376,-36.2550015678496,"nonveg_576","absence"
1049.79405626753,981.90937427938,755.184155904413,1988.38971799472,-2977.41823020188,-3085.85065138348,-3674.1229071122,-15.5260096612309,"nonveg_996","absence"
317.136169636081,621.702142015694,463.612137764622,743.226779925695,-1521.27407408704,-1661.33064746665,-1080.57705215648,-33.3665865270623,"nonveg_768","absence"
1488.5486799078,1709.83441174689,1158.88038400675,2464.2613320288,-3864.64362896965,-3494.3679344925,-3975.72414484068,-2.91614921812478,"Canada.BanksIsland.GreenCabin-C00","presence"
2217.1554333221,2625.94832500906,1846.58402918145,3755.62042898325,-5120.74259708044,-4908.7926744597,-4884.45174448355,1.3284732876575,"Russia.Yamal.VaskinyDachi-3","presence"
2858.83929648791,2935.33813374832,1932.98395056842,4120.41980960577,-5157.02509749991,-5637.58923946797,-6161.76641561954,-3.56827583423301,"Norway.Javrresduottar.EC-Sedge","presence"
440.159437994445,-34.3513154304663,284.980078241582,12.7992095293154,-745.860390560278,-201.888415828237,-647.551934121649,20.3193973528671,"nonveg_1927","absence"
1424.38355122172,1626.40567708084,622.107731903263,1033.04323243946,-3293.39547765192,-2540.62001921476,-2899.78953953505,12.7804111657382,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2539.12571325527,3302.77518902742,2158.26572578331,3783.00414579584,-5288.92157343911,-5359.44766458462,-5697.07146151251,3.71908342458644,"USA.YukonKuskokwimDelta.UB3","presence"
399.986071065628,-105.671708556917,-235.031040559009,-2036.09936545809,-105.060283070831,122.993834304326,-483.459388417178,-11.9938049191401,"nonveg_1642","absence"
-616.607500014245,891.703871239044,6306.97828541506,-735.003855787234,-663.639176957531,-4027.23582399717,-2383.81878036782,-7.60818325380763,"nonveg_1353","absence"
536.773635390049,133.666790782047,487.542961012883,1086.89688936462,-1416.51063381301,-1662.79586679901,-2944.65275903502,-29.7335490290895,"nonveg_769","absence"
3197.88787717376,3638.02944580386,2196.69618938995,3434.16229115099,-5459.37561620096,-5694.80240144577,-5880.20329556957,29.3190271680481,"Russia.Yamal.VaskinyDachi-2","presence"
2123.67327045786,2797.76324925353,2020.52423852105,5144.70357783803,-6015.20578052043,-6179.73402676301,-6524.74755558969,-1.44273331869708,"USA.InteriorAlaska.22","presence"
568.033457092724,-1113.10195741324,-578.144834913901,-2219.64307820308,2861.4662010891,4558.77823811158,2203.72619999828,-3.10402124501756,"nonveg_1854","absence"
344.386890243442,307.532805150198,-580.791099677032,-122.616417633071,-768.845575477252,-1467.70742417326,-1935.15845595987,3.47164667006022,"nonveg_1654","absence"
855.538929220288,1466.04279446628,781.763901448363,1422.00100082087,-3119.69172556977,-3348.6853939102,-2787.97824696495,32.9002082971601,"Canada.BanksIsland.GreenCabin-C07","absence"
954.360366910543,156.119084631706,-223.907406807673,2081.12106899475,-2297.69888397235,-2400.11105390373,-3597.13053883136,-8.24220319694282,"nonveg_730","absence"
2493.77786978332,2750.02198267682,1859.31990808479,3309.01778873901,-4515.26141242568,-4899.18695897169,-4984.30848728128,-1.59740843133669,"Finland.Kevo.12","presence"
1959.80281283428,2654.15003383435,2232.44418353717,3936.17283638496,-5006.85125895945,-5497.83053109428,-5514.21725132021,0.644090799790534,"USA.YukonKuskokwimDelta.15B5","presence"
317.136169636081,621.702142015694,463.612137764622,743.226779925695,-1521.27407408704,-1661.33064746665,-1080.57705215648,-33.3665865270623,"nonveg_768","absence"
1424.38355122172,1626.40567708084,622.107731903263,1033.04323243946,-3293.39547765192,-2540.62001921476,-2899.78953953505,12.7804111657382,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2215.3638626918,2438.39186549789,1581.34255259038,2993.64739476122,-5045.31001418887,-5187.65642205088,-5591.22948743864,1.54365110041369,"USA.YukonKuskokwimDelta.15B7","presence"
2325.40727726562,2602.00306858048,1539.33620752757,4049.59087548257,-5475.87762382315,-5947.44286049125,-6355.45605658095,-0.284616266743271,"Norway.Javrresduottar.EC-Salix","presence"
3308.68312559198,3628.58861171615,1563.00924753263,2710.02319402355,-5296.62944864075,-5768.13039506877,-6133.53746204069,16.933612406618,"Russia.Tiksi.FloodMeadow","presence"
-269.396348705745,-211.801918838082,-447.802076745805,-594.352559371754,-397.480178707467,-1487.07796696943,-1587.27971289264,-49.7910336448019,"nonveg_582","absence"
-348.581276062562,-157.601239386312,928.687495574585,1662.66296462396,-1655.46844943729,-2590.48082408595,-2625.94389273382,-26.8537922581789,"nonveg_684","absence"
-780.383870177432,594.396363429028,78.9585503537703,-47.0595360264703,442.5751534883,-626.241205156911,856.716805443445,-2.00806875260001,"nonveg_592","absence"
3332.67021974575,4269.24140422631,2085.00515322511,4310.03503471056,-6582.01476204189,-6272.94895389623,-7166.23036087142,-9.47055255897281,"Canada.BonifaceRiver.AB8","presence"
2858.7185317394,2996.14324126993,1691.48632343216,4007.77347733079,-5862.10685829279,-5952.35265351318,-6543.84432504501,3.12272003638941,"Finland.Javrresduottar.A-Hummock","presence"
78.2893716514789,335.025256001141,880.64032530325,1032.77976691313,-1979.33605871798,-2000.20964176255,-2146.27817155396,-24.4566751219115,"nonveg_637","absence"
2531.30953756167,2615.39096221173,1676.63864233928,3336.56947036348,-4972.93998988348,-5443.58618964939,-6257.50104903053,8.20160976183115,"Canada.PayneLake.TDA2","presence"
-128.371697058876,670.489128640247,-299.422114239402,-109.608011115577,-767.638362569705,-1823.63183766828,-1191.73638792061,-1.55579596163313,"nonveg_874","absence"
1639.71025329572,2293.02759364665,1155.86871033559,2573.52758694216,-4094.54900304859,-4400.91544858309,-4318.46980542143,14.5333589203312,"Canada.BanksIsland.GreenCabin-C11","presence"
2597.62811986041,3217.30348283292,1948.07957825813,3609.50892349164,-5483.21934511214,-5178.78516013338,-5792.77753623093,3.12799504102777,"Russia.Tazovsky.Burned12","presence"
-187.996216004656,648.389465419324,-177.21007170742,-121.954030926577,-1008.81229269551,-1736.16152763841,-481.076091657321,-72.3276293941403,"nonveg_572","absence"
879.908698153476,649.610344171039,450.716151880329,683.344315468735,-1637.34093553935,-1078.6162580983,-1491.8238397542,-19.5928623715333,"nonveg_809","absence"
1419.84693311121,2101.9206670138,1223.38027685597,2403.13344575736,-4580.97224488899,-3458.30714640991,-4186.76002470471,-1.85524432470963,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
3456.66955806874,3908.79233628455,2195.29954122902,3796.6303679933,-5819.10769151248,-7010.50019742076,-6340.35611975591,34.9100520719109,"Sweden.Abisko.VJ-DryHeath","presence"
3336.03324989385,3576.9096117105,2217.06533355533,3862.96455194182,-5539.85593056234,-6169.78530458404,-6129.46337379372,-9.25717358298709,"Finland.Kevo.1","presence"
719.522882551603,445.494916113148,-485.514049225774,-635.84242306217,-1440.46325294186,-1527.38995118763,-1853.96737009232,52.1197676812774,"nonveg_645","absence"
2841.28652297267,3779.41558703125,2190.94493588985,3508.21649355277,-5774.85252373278,-6084.77663893506,-6145.39598877626,-2.52407879382871,"USA.SewardPeninsula.QuartzCreek3","presence"
2821.03506913977,2787.00187435486,2391.60333184887,4311.9792969,-5607.69509470261,-5202.87295629478,-6223.94117189668,-3.14348987275361,"USA.NorthSlope.Sagwon-C18","presence"
2951.69716999491,3533.59657232797,1684.84940245363,3500.99342330255,-5815.94729527062,-5653.70366008012,-6058.7290884928,34.9049897177777,"Sweden.Abisko.KJ-BirchShrub","presence"
1839.8578299124,2094.71315731634,1267.49541308557,2388.22520483358,-4322.16945157896,-4555.24817339306,-4541.71775909247,-34.6812427198879,"Russia.Yamal.OstrovBelyy-2","presence"
-317.436297828505,575.243036701136,566.747942873981,1067.46921304316,-3427.03370522051,-2732.35769548318,-2187.61561582067,-6.33578991200629,"nonveg_606","absence"
865.861924198502,694.787374869749,1376.8235417002,2170.08820030154,-3221.61458978768,-2858.44434265828,-3251.9638699342,-16.4097238537811,"nonveg_680","absence"
919.272076682443,542.6447257823,527.716558213004,892.1522268986,-975.748442304602,-1311.90561375233,-2015.01312691084,16.5443686119222,"nonveg_935","absence"
787.622642970969,97.1372392831494,-56.4959877762104,-1070.56556602503,-483.359677521355,-963.59570208858,-1693.49882726896,-25.8275051876624,"nonveg_1473","absence"
1439.17400326084,994.780771889405,1428.83880911921,1951.22846801773,-1933.24865912461,-1375.53715520509,-2081.6418603365,10.5811617039563,"nonveg_508","absence"
554.636855031523,538.923312565826,688.660614094458,1031.827413674,-2019.12186990796,-2085.99314314209,-2186.56649534448,-60.337183232383,"nonveg_940","absence"
635.764042909927,282.236125427833,246.721227045263,369.012497746123,-1056.91040219138,-1485.00515964408,-2288.28306510979,-0.630631382734609,"nonveg_869","absence"
2027.61225649591,3150.09916104865,1658.32173369028,4394.95914620094,-6238.98736400059,-5977.3594576981,-6497.6949496279,-4.68369832318201,"USA.InteriorAlaska.5","presence"
616.538279578114,520.203932213659,300.734091574477,779.257491832169,-604.206134958532,-399.325722241791,-927.501125084967,7.62356100422774,"nonveg_682","absence"
681.429612386236,998.49902647888,715.286100145497,1102.19946355046,-215.417942588906,-232.581304280534,-131.353953288108,7.44369207620203,"nonveg_616","absence"
672.943517085395,147.535717735885,-202.141488794681,-228.467427785114,-513.485236247635,-436.167826869535,-1418.62594588973,1.84350277081312,"nonveg_932","absence"
3025.96763454977,3765.64848277918,1529.28693731267,2926.67434741058,-5600.86247201485,-5592.76331173058,-5555.31796990467,32.4180649361533,"Sweden.Abisko.KJ-Snowbed","presence"
2203.06909358246,2679.90972524699,1318.11131182368,3553.78968583184,-5424.59665578864,-5377.55928221015,-5579.51019385579,-4.46610474965262,"Finland.Javrresduottar.EC-Hummock","presence"
860.407603564086,1008.49942632249,315.131330388181,299.640372248803,-2002.32501530363,-1333.42119176414,-1481.8814331039,-4.43237630752608,"nonveg_861","absence"
1227.24965858812,504.276440435149,881.923367402257,1022.86529067609,-1281.95046830505,-1072.43205288789,-1815.50729343071,-22.991999263148,"nonveg_1261","absence"
314.293538282345,187.414669662081,313.72948062011,526.058364430893,-671.799884131284,-704.920042992491,-858.159880612184,-18.1807394697016,"nonveg_1316","absence"
514.294519733746,1825.93774545167,396.723310195793,618.130172907356,-1280.53913073454,-1620.63012492475,-150.53372085647,22.5063611035267,"nonveg_568","absence"
566.641625056394,-493.714768064512,241.119432208951,575.3809337539,-1595.64646946668,-1307.63436378765,-2803.17352441958,-15.4416670324547,"nonveg_871","absence"
2819.59896352449,3018.29542423441,1846.53444972064,3268.17303715953,-5116.38265249022,-5739.25192513875,-5854.85393591066,30.8055856985186,"Russia.Tiksi.DryFen","presence"
2686.74993224373,3271.80245649098,1847.78577111111,3260.64886525407,-5151.99612157177,-5934.00400362663,-6201.39639720493,-11.9052271885786,"Canada.CoutureLake.TDA7","presence"
3556.62166338816,3867.78319949231,1832.89273888082,4131.8383580888,-5901.58379777163,-5914.81456691128,-7698.8018053087,-9.66938327348957,"Norway.Javrresduottar.A-Salix","presence"
2350.38180371427,2808.3663885621,1683.93795397514,4096.8536218337,-5472.46820822057,-5918.92459283321,-6120.77307689455,-7.24056514912443,"Finland.Javrresduottar.A-Salix","presence"
1249.92481938964,1932.94861120653,1479.59861176898,3237.04934647895,-2845.65059576629,-4453.80411724205,-3658.96188164209,13.9030992985015,"nonveg_529","absence"
1112.9816679571,749.151694858009,100.10330693667,732.896631510268,-2484.13596019927,-2198.18622115657,-2732.95113337484,3.68386929974716,"nonveg_600","absence"
787.622642970969,97.1372392831494,-56.4959877762104,-1070.56556602503,-483.359677521355,-963.59570208858,-1693.49882726896,-25.8275051876624,"nonveg_1473","absence"
505.040181667473,75.6176674919736,841.066259694992,1352.66482047031,-775.191506597572,-1029.4476805232,-1543.76105583944,-4.97280407504474,"nonveg_900","absence"
2266.16285991471,2854.56439702082,1284.34545512654,2142.67465329708,-4860.60037855244,-4511.50958998131,-5580.21006701222,-5.50514590218344,"Canada.DeceptionBay.TH6","presence"
291.44418253897,735.24941559436,147.061243847281,139.816490858285,-1030.31123824693,-1771.6367186134,-1161.72624152343,13.1692840852978,"nonveg_897","absence"
2858.7185317394,2996.14324126993,1691.48632343216,4007.77347733079,-5862.10685829279,-5952.35265351318,-6543.84432504501,3.12272003638941,"Finland.Javrresduottar.A-Hummock","presence"
2490.47420535691,3744.52754554732,2008.97541778296,3922.41912392683,-6262.08286756014,-6533.39980719713,-6923.6319434458,-2.78610790619556,"USA.Kougaork.GraminoidShrub","presence"
3556.62166338816,3867.78319949231,1832.89273888082,4131.8383580888,-5901.58379777163,-5914.81456691128,-7698.8018053087,-9.66938327348957,"Norway.Javrresduottar.A-Salix","presence"
619.528884268665,537.968270285286,249.072710025847,380.18497397625,-2136.73646226785,-1925.8363963736,-2425.57027351076,-2.51421370658474,"nonveg_849","absence"
1845.59104122946,2180.93244792151,1571.84117379875,3598.73797688489,-4505.21519505277,-4694.35249433548,-4998.59253225384,-17.1773723757139,"Canada.LeRoyLake.TD4","presence"
1112.9816679571,749.151694858009,100.10330693667,732.896631510268,-2484.13596019927,-2198.18622115657,-2732.95113337484,3.68386929974716,"nonveg_600","absence"
954.360366910543,156.119084631706,-223.907406807673,2081.12106899475,-2297.69888397235,-2400.11105390373,-3597.13053883136,-8.24220319694282,"nonveg_730","absence"
1755.72433688657,683.527945722371,-526.95022633832,3323.13068789579,-4267.28783846975,-4643.36969811146,-6288.23146634414,-13.9577985663233,"nonveg_1607","absence"
2808.77642800933,4304.21390189925,2320.81201441426,4362.12440044322,-6503.06453781159,-6131.20501672445,-6898.38341961328,-1.79891141854709,"Canada.ClearwaterLake.AB2","presence"
1611.72658421214,3475.60545203776,2043.42440915891,3472.39371331689,-5451.07306995772,-4508.87484557495,-5547.34952296909,-5.94848851335405,"Canada.KluaneLake.Outpost-MixedTundra","presence"
192.418523730493,539.075990771351,777.59071128876,1005.49700042957,-1896.68203732188,-2273.97264614588,-1991.5047362783,-31.1785648453312,"nonveg_688","absence"
696.077019842138,1369.04606458838,1389.79816928477,2914.64174921793,-3361.88550410674,-2159.06756550329,-2609.85441763322,-2.73328279760774,"nonveg_1132","absence"
3456.66955806874,3908.79233628455,2195.29954122902,3796.6303679933,-5819.10769151248,-7010.50019742076,-6340.35611975591,34.9100520719109,"Sweden.Abisko.VJ-DryHeath","presence"
1473.39311576759,826.12464839059,-852.820193202821,-897.412858959041,-2261.03029259088,-2479.44643217765,-3914.91180248059,3.71082352090346,"nonveg_671","absence"
-424.653555558407,305.186091658149,-1212.07277761803,-6443.61613039232,5857.20467178025,4729.91839174934,4623.01057392806,-8.12722111866131,"nonveg_1810","absence"
1944.35054873937,2890.27772905342,1422.35054387183,2776.13997203942,-4894.23320234979,-4857.37779236371,-5164.93653985967,7.43315212330703,"USA.NorthSlope.Sagwon-C16","presence"
-138.696341033188,-66.1771681288179,435.179987485165,-588.672730371285,2899.74965841236,6756.04900377556,5204.5845641058,-1.02255424466436,"nonveg_1637","absence"
693.440235807589,382.147013669393,578.954072261376,928.860300972067,-1891.5414554493,-2030.35905838132,-3077.64599653507,-8.04492330248092,"nonveg_998","absence"
-311.221170897699,152.491080816906,-322.994933374668,-20.8553717767254,-1230.83018862729,-1371.11316642606,-795.356497788833,7.40095659302331,"nonveg_870","absence"
2135.25374153076,2814.92612852947,1817.76432108029,3482.86787895078,-5485.62066087301,-5479.88397630909,-5688.49628561023,-2.41835249588025,"Canada.ChukotkaRiver.TPO3","presence"
547.198539776755,486.585781843171,625.717017885589,993.418952281567,-1213.66709705944,-1765.10645136841,-2149.87385595561,5.4187342037889,"nonveg_866","absence"
1248.21160952475,2900.30625890651,1157.90997201997,2372.36920963064,-4498.46971932169,-4053.17160475449,-5665.29238733141,18.2129347711631,"Canada.KluaneLake.Quill-ShrubTundra","presence"
1324.44351402996,1947.85419430699,1149.30070278117,2143.26191813007,-2946.01164261616,-3545.02054745903,-3070.2886513041,5.10788446094207,"Russia.Tiksi.BareSoil","presence"
1173.91455130431,697.646181304698,19.6949858754839,783.070926144394,-2193.50669420757,-2110.91740780829,-2871.84727913411,-10.6269220574373,"nonveg_612","absence"
2250.08479045031,2210.67665319406,1511.16956489004,3305.26712001778,-4697.4669793599,-4384.73154106216,-5278.02964811153,-12.086275510995,"Canada.LeRoyLake.TD7","presence"
424.839118603178,683.547032412577,171.995361130358,201.986768600873,-722.424301100934,-827.970674666039,-722.542413788326,44.5595924489374,"nonveg_1499","absence"
2563.07829552168,2881.93257115736,1974.12019686277,3664.55165590492,-5313.95031715641,-4712.27208232059,-5690.4396884965,-14.9156617381359,"USA.NorthSlope.12","presence"
2250.08479045031,2210.67665319406,1511.16956489004,3305.26712001778,-4697.4669793599,-4384.73154106216,-5278.02964811153,-12.086275510995,"Canada.LeRoyLake.TD7","presence"
570.619642727076,470.642735885886,232.078772548889,363.03115592321,-812.245053632124,-819.609082140722,-1473.76496992305,3.20959360099364,"nonveg_923","absence"
635.764042909927,282.236125427833,246.721227045263,369.012497746123,-1056.91040219138,-1485.00515964408,-2288.28306510979,-0.630631382734609,"nonveg_869","absence"
1419.84693311121,2101.9206670138,1223.38027685597,2403.13344575736,-4580.97224488899,-3458.30714640991,-4186.76002470471,-1.85524432470963,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
3332.27989906336,3519.63719531955,2631.93850439405,5988.67011866538,-6599.13260086766,-6419.74071303421,-6967.0895405436,-8.39533034179587,"Finland.Kevo.6","presence"
2178.43150738984,2096.48535868083,1374.61688996862,2805.12700735683,-4274.40840414047,-4755.13662624875,-4935.82473045274,-11.9113714275166,"USA.NorthSlope.Atqasuk","presence"
172.837249002234,291.167777561285,679.698123287804,1004.47494051845,-989.199815997388,-1598.73361054334,-1581.69817460783,-22.8500273816135,"nonveg_578","absence"
861.437425082433,130.086949760209,689.155666567586,1238.38240105878,-1932.32446394032,-1181.45372086019,-2701.104690788,-3.78543595845362,"nonveg_1968","absence"
2838.19317907518,3342.69003206457,1901.76339709587,3452.78678953096,-5341.85165962722,-5718.78372252945,-5886.22227371486,-3.57179642877411,"USA.YukonKuskokwimDelta.15B1","presence"
83.3206683503098,517.40864462321,505.27724951788,819.466058293202,-1951.58792675105,-1582.15352839327,-903.618666875662,-14.736928393724,"nonveg_806","absence"
2478.61020547314,3017.92129594945,1679.7175839332,4219.02324033766,-5738.82699001497,-6092.86166368152,-6465.59871718015,6.32365388933051,"Finland.Javrresduottar.EC-Spring","presence"
1816.36472137131,2578.14330932566,972.333677888012,2247.85442880054,-4336.65042237037,-4916.32762653226,-4810.84610237452,-1.89013219795376,"USA.NorthSlope.Deadhorse-C16","presence"
2217.1554333221,2625.94832500906,1846.58402918145,3755.62042898325,-5120.74259708044,-4908.7926744597,-4884.45174448355,1.3284732876575,"Russia.Yamal.VaskinyDachi-3","presence"
397.65218691053,634.911836797932,584.672787313205,894.739011802601,-2216.63400880933,-1339.23973079279,-914.936938408929,162.047750036808,"nonveg_785","absence"
536.95890506527,326.210750758429,271.141157785029,456.53837577583,-1461.00552682682,-1355.36256872501,-1910.75062195491,-3.37515127825726,"nonveg_922","absence"
-178.078884249487,-421.794843830193,-289.017889396232,-770.922984676756,-508.306143605475,-1679.71102153621,-2103.53816022997,-3.1385848832133,"nonveg_721","absence"
-138.696341033188,-66.1771681288179,435.179987485165,-588.672730371285,2899.74965841236,6756.04900377556,5204.5845641058,-1.02255424466436,"nonveg_1637","absence"
2515.46583441133,1814.29107278887,1495.60077428364,3169.83571656306,-2324.2196635298,-3092.13259029697,-3262.26953278439,-22.2129026678049,"nonveg_1177","absence"
2255.27236963144,2700.17797163809,1469.13885388596,2513.01985219011,-4365.20057634341,-4837.22338890202,-4891.76440211437,29.6211479887944,"Canada.Ivujivik.TP13","presence"
171.8515624203,279.12703900265,-230.11619107216,-342.271549847232,-966.222556415957,-658.478554118665,-542.524906181675,30.221279674537,"nonveg_995","absence"
-336.893619202933,-146.25989409691,49.9901237320173,138.859143305939,-895.082893608197,-1363.7223788531,-1808.29674932849,-9.86147909955621,"nonveg_1340","absence"
1936.07460995901,2620.83745456301,1314.09639647639,2780.67578484972,-4947.43562876992,-4942.70992815236,-5540.76157598642,-1.96003205501265,"USA.NorthSlope.Sagwon-C15","presence"
1488.5486799078,1709.83441174689,1158.88038400675,2464.2613320288,-3864.64362896965,-3494.3679344925,-3975.72414484068,-2.91614921812478,"Canada.BanksIsland.GreenCabin-C00","presence"
2429.384450477,2981.96499919379,1568.33658005066,3207.62758460919,-4883.24793317381,-5590.20155651697,-5753.35202742279,-7.44167129812838,"Russia.Yamal.Nadym-2-H","presence"
2201.0627841147,2794.54641155348,1705.95990139822,3239.90845792984,-5194.30533338414,-5494.36487005309,-5578.13194200463,15.5841580047515,"Canada.CoutureLake.TDO4","presence"
672.738691687797,1074.06998265189,326.81297169345,271.76366568874,-3050.42104792957,-1975.69001846493,-1620.01383839845,22.5628165998041,"nonveg_855","absence"
1845.59104122946,2180.93244792151,1571.84117379875,3598.73797688489,-4505.21519505277,-4694.35249433548,-4998.59253225384,-17.1773723757139,"Canada.LeRoyLake.TD4","presence"
