"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeESPS","spectral_NBR_changeSSES","spectral_NDWI_annualMedian","site_code","presence_absence"
1275.36154677977,1170.21997688819,1504.5069774237,552.917120405965,2360.16117003838,-2504.68200154473,-2884.33888602226,-2742.45121492715,1.5232081413269,0,1004.27234196978,1219.2601412983,17.0265897489945,-0.0155226433013837,-2436.38492198516,"USA.NorthSlope.HoweIsland-C13","presence"
2923.72719475366,3478.60993340181,3829.51229736695,2450.08143574626,6267.42946665034,-5662.506950232,-6163.496510723,-6588.14508310345,0.941587587197622,1,3053.96984082315,2432.75863623489,52.2714055711154,20.6468292594646,-5441.37799952475,"Canada.LeRoyLake.TDA6","presence"
443.457271328548,-101.502669176462,170.884646520347,81.2761747425318,-683.401346191607,3598.97090612454,6723.91057344388,2923.9524522688,0.138568818569183,0,81.2761747425318,544.95994050501,10.6577776095117,356.480066047931,4566.30387712172,"nonveg_1720","absence"
344.909685853642,468.842995124981,-36.0692316070317,557.999607890663,1214.68787543924,-934.617197109935,-1984.47529678843,-2432.39277772735,8.26713180541992,0,468.842995124981,749.800010100465,-22.0529414735431,-29.4410062110455,-1825.47914581643,"nonveg_645","absence"
38.7259790097183,411.076503983795,350.891314398513,894.458994790794,1094.77777782276,-2332.8229343786,-480.273283400534,-1934.35006332224,18.0881576538086,0,350.891314398513,855.733015781076,4.59786545081827,-48.0950747602936,-886.611268239487,"nonveg_919","absence"
3090.58961099541,3521.34053228454,3646.10592140396,2137.21603485821,5779.5810075589,-6131.21755913952,-6290.10988861461,-6386.56859250486,2.86797575950622,0,3457.06888475134,1364.48971632026,12.0403171006586,59.3932512111634,-5923.21149529069,"Finland.Kevo.5","presence"
1277.58601973215,1656.24321526905,1739.88979543946,757.812008680007,2640.08252234043,-3207.04800009878,-3053.33597233623,-3581.75545173372,3.19336441755295,0,1420.62194463199,1154.53003164613,6.5794074616622,-1.34351407594211,-3564.22452187994,"Canada.BanksIsland.GreenCabin-C08","presence"
2860.34585561336,3259.00637465909,3506.97177828723,2230.42210215792,5933.84565041613,-5782.50424791033,-6059.79466945124,-6574.57514610408,3.72467056910197,1,3072.8374443677,1333.26465618096,7.75883244793224,45.7968092670378,-6088.0524822896,"Sweden.Abisko.NF-DryHeath","presence"
-201.159194807905,290.943359626792,-14.0442261450609,-23.4464641275626,681.37422248765,-1600.18897535275,-1886.40922993234,-2057.12584732176,14.9154071807861,0,-14.0442261450609,492.102554434697,-2.48638111154438,-23.093992735822,-1617.76677203382,"nonveg_608","absence"
2781.09189792342,3230.26715010042,3510.03259693679,1589.26374495949,5428.78210330131,-4897.20436962721,-5228.50756266317,-6382.5655263865,3.94247730573019,0,2792.28855232027,1774.41605738812,19.9291498201258,19.7606169152359,-5667.41362192973,"Canada.DeceptionBay.BEGL2","presence"
1339.75860625824,3395.52202305727,5445.33147078227,1321.62729791956,6269.1742476576,-5977.84717017108,-3389.21488355157,-7025.46402206252,9.58611043294272,0,3142.86048627737,4326.40521326164,41.312341640025,169.998600642512,-5855.89273624701,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
875.127334962763,933.34865087426,880.733646283298,655.676015430783,1689.15725958637,-2226.23635201305,-2384.74249326073,-2733.17909704153,3.56373458438449,0,757.832190407031,1239.87044035246,8.92158164105303,-41.9503625120085,-2539.48172911318,"Canada.Ivujivik.RTP12","presence"
503.177142409429,653.757523853476,1044.83718692091,435.141310581384,1018.48857686193,-2016.72552022914,-1639.0320446593,-1777.82632357692,1.70424664020538,0,503.177142409429,631.771219881947,15.4090541434621,-18.6084072148783,-1777.82632357692,"nonveg_1968","absence"
875.127334962763,933.34865087426,880.733646283298,655.676015430783,1689.15725958637,-2226.23635201305,-2384.74249326073,-2733.17909704153,3.56373458438449,0,757.832190407031,1239.87044035246,8.92158164105303,-41.9503625120085,-2539.48172911318,"Canada.Ivujivik.RTP12","presence"
1551.2711970598,2534.84805011266,3123.57112829541,1310.0486416333,4656.85779423991,-4765.67332079396,-4184.64267282878,-6012.6857040544,12.2759937286377,0,2481.51145654851,1585.52044797308,15.5823925159933,47.6833520101563,-4048.3222917835,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
460.528948825658,518.262757545495,615.771780832981,106.848066847364,763.67853600882,-1651.49010125757,-1855.64101887067,-1690.66203870763,1.52118134498596,0,518.262757545495,531.442624726606,-0.703715960655916,9.52290869521957,-1801.22020189604,"nonveg_1261","absence"
1087.83027609659,790.739679150453,505.341865251159,404.935860121392,1745.66084260601,-2063.48654827204,-2217.12978301804,-2996.13922996818,1.80804270964403,0,715.464902794326,1036.9283227125,-24.0786852397122,-104.881637279421,-2027.27426550653,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
2978.592048839,3458.72396967568,3496.33643075938,2026.70897339604,5963.2279837293,-5141.41138250013,-5882.99834080295,-6596.17211034157,3.64831423759461,0,2567.22218244044,1625.03511085195,17.4177800178275,15.5031822791246,-5420.46605290749,"Canada.PayneLake.TDA0","presence"
334.323063706503,-298.188657377787,931.481982209091,-157.909199014769,1364.22703551181,-1037.06077166294,-1393.49251972306,-727.79504927926,1.47925400733948,0,334.323063706503,1229.67063958688,12.917149509737,50.9461336254781,-1393.49251972306,"nonveg_715","absence"
6.64069532826795,-217.518525517359,352.840315341498,-202.284158492929,866.379765877625,71.3704878057477,-1177.39790608989,-1179.19499941464,10.1515512466431,0,6.64069532826795,1002.29535698578,-11.9982365590813,-3.15470488894614,-1177.39790608989,"nonveg_1234","absence"
61.0061359057522,700.595323084417,954.638299994238,325.524355086222,1763.76234032532,-2257.2742211636,-2235.63161012754,-2399.47490100593,31.6032943725586,0,429.41486335429,893.632164088486,16.9426915045144,-2.9383342472521,-2235.63161012754,"nonveg_666","absence"
698.877037782452,-81.7152369751377,352.917150279222,552.916823819384,427.485144936983,-1231.37687882209,-653.193317843875,-1280.8862844641,21.8847503662109,0,352.917150279222,780.59227475759,4.07419842904697,-44.8486452640044,-1231.37687882209,"nonveg_994","absence"
-231.305775456089,-114.566190697977,438.500819806045,84.4962929174364,900.945318297781,-1034.35427677506,-2163.72716387932,-1453.228249341,14.9213781356812,0,84.4962929174364,722.890967651044,-2.94913179938385,-8.46650945379509,-1453.228249341,"nonveg_578","absence"
596.321841844994,387.297466290433,506.440558688197,308.860365845584,523.681048715777,-2411.36810657306,-1259.15664465424,-1795.9237455589,1.47050523757935,0,387.297466290433,641.590640318043,15.7631244903213,-43.2936427846241,-1795.9237455589,"nonveg_979","absence"
4.95941214213462,409.708068436118,-864.127670272399,127.967413290399,508.463288846434,-991.247201173735,-732.930218385191,-2176.89579163851,18.8896217346191,0,127.967413290399,1273.83573870852,-51.9305130411629,-46.064207211434,-817.157687349059,"nonveg_670","absence"
696.590436049069,161.310607418735,675.36709762105,7.00764123481457,572.721845985056,-1448.77196252861,-1227.91488495359,-1183.83578227436,0.450459480285645,0,418.976533341226,689.582794814255,9.86117554922401,-31.8853390575397,-1271.98023986079,"nonveg_733","absence"
167.287455796512,-189.911038005198,13.6454021399307,240.97026733427,3263.27960175662,1993.47067183569,5449.11202062294,1189.69396145746,1.11918592453003,0,19.9420829661263,430.881305339468,-0.224881458078415,-10.4059323646883,2044.99760271436,"nonveg_1880","absence"
2046.76267225464,2695.75021106945,2816.06861282383,1325.48768198728,4623.3686064218,-4552.73081519934,-5165.45463226235,-5549.35069280873,1.17184392611186,0,2516.86751903728,1264.68189012618,25.0703090246388,-24.4798105082937,-5447.71468026455,"Canada.CoutureLake.TDO4","presence"
3507.62147144492,3775.46683480071,4146.64382394877,2323.8820690406,6085.92439725095,-5788.75087014907,-6413.34839971965,-6435.8218979941,3.55965819358826,0,3604.60006362018,1111.73429251627,6.58201111220913,19.60255485148,-6332.85528545756,"Sweden.Abisko.VJ-BirchShrub","presence"
446.259968410956,-136.028057641559,516.62762742231,96.4414946119785,532.351179404086,-1294.19596755087,-912.697703558759,-1280.19292480286,34.3466644287109,0,255.916237419955,652.655685063869,8.41004483878562,-15.8938436680728,-1280.19292480286,"nonveg_572","absence"
2808.37980112581,3693.28532105837,4102.3005559901,2500.53978992513,5307.45614438659,-5885.51244217909,-6080.52448965869,-6467.50124664518,0.850122974978553,0,3803.84089314198,1559.85776472786,13.0859697820294,17.2987810291415,-6176.8032377516,"USA.YukonKuskokwimDelta.72B1","presence"
2316.60435362866,2166.25508761076,3344.84976694952,1944.07845249315,4949.48026140628,-5647.84416857265,-5522.2015593275,-5993.91343157846,4.05224182870653,0,2212.70023361063,1959.14010092465,25.384166240221,1.13270314790683,-5840.17837748928,"Canada.ChukotkaRiver.TH4","presence"
262.56277587606,1142.27475008907,492.143225672409,616.836326435249,826.551371676602,-2580.34073290733,-2631.27963117972,-2316.6174254937,1.49521458148956,0,492.143225672409,1108.41234985953,11.7507903959709,-50.3405171359127,-2316.6174254937,"nonveg_576","absence"
335.201915995575,144.822380976268,758.536357212299,430.179337389872,1533.31702289539,-1627.63691146176,-2588.08220877751,-2440.41773466388,28.8161449432373,0,430.179337389872,724.403262485354,-3.25556724262714,-32.85549066171,-2440.41773466388,"nonveg_725","absence"
912.264282441332,207.364445065522,387.587417753722,487.200042817007,1597.35665057715,-788.642146199486,-32.9355357348272,-1386.20597931445,19.6606674194336,0,487.200042817007,704.89983737581,-28.2065863492236,46.2931008093818,-1159.47099944161,"nonveg_682","absence"
2227.17085950177,2531.117060868,2790.98601498107,844.970560069037,3484.27503633423,-4545.77520776069,-4283.84320525764,-5150.30673229038,0.279615129033725,0,2361.59901170221,2316.51123399309,37.8427647232835,57.4359966921744,-4673.04961954761,"USA.NorthSlope.13","presence"
2122.21141356141,2153.98679357215,2138.36340701962,1249.92436337654,3735.5774383988,-4625.55702164409,-4470.08045161253,-5188.80719284643,0.338950538635254,0,2097.04255223784,978.717156205789,4.4722590487536,-42.7026160414286,-4708.03142581502,"Russia.Yamal.OstrovBelyy-2","presence"
203.726757691327,844.316973534697,461.209189557986,-98.2917957633019,-324.375941570395,-190.839829709405,-453.211178842893,-55.8632023929094,1.0543657541275,0,203.726757691327,1103.50197527024,24.8411790101215,-44.145592459034,-55.8632023929094,"nonveg_1927","absence"
-116.240521833616,398.029759663717,453.810586314931,237.738509632809,1461.17971326502,-696.588797996904,-1815.1389414795,-1449.94486533528,30.4646530151367,0,398.029759663717,699.563324696663,-3.92461262267017,-18.2345162407597,-1316.27712026427,"nonveg_794","absence"
2090.23174457991,2673.03329581647,3351.02654806178,1830.28113721627,4051.6744166219,-5305.75778112499,-4791.21714119329,-5346.87178140914,1.96774911880493,0,2057.68779875766,2149.4156570573,59.0015902978662,-10.1270018630021,-4740.15096984179,"USA.NorthSlope.11","presence"
259.514340812149,437.164406193427,280.735440426322,192.355814552724,754.035041178811,-1668.09004227611,-2021.49533809237,-1854.07798480643,13.9480972290039,0,280.735440426322,244.808591640704,-1.83858931432184,-44.6860465785438,-1729.66607235708,"nonveg_984","absence"
2725.16242300936,3124.19935850777,3457.07784618641,2131.58367925558,4939.35705720404,-5526.09256795243,-5680.44352644876,-5570.5407235532,0.414735043048859,0,2849.71534044924,1138.36973436579,15.5912273915855,-22.1748642863743,-5789.65084399244,"Russia.Yamal.Kharasavey-1","presence"
2317.47659987655,2647.34044663774,3245.79221835485,2146.4548947092,4181.38536636842,-4919.78839748579,-5171.19616499665,-5213.95034621131,0.994287490844727,0,3042.80674233176,962.384344078234,14.7247096527167,-11.5693644133103,-4980.38788484903,"USA.YukonKuskokwimDelta.4","absence"
203.726757691327,844.316973534697,461.209189557986,-98.2917957633019,-324.375941570395,-190.839829709405,-453.211178842893,-55.8632023929094,1.0543657541275,0,203.726757691327,1103.50197527024,24.8411790101215,-44.145592459034,-55.8632023929094,"nonveg_1927","absence"
-571.805470271145,745.93519916852,239.837246577767,782.162899505553,384.396335307504,-197.934454434916,-1033.0633454931,-243.677977956999,28.530839920044,0,239.837246577767,1353.9683697767,1.67258035095468,-54.4416982050438,-197.934454434916,"nonveg_689","absence"
3079.09487358509,3573.39737961302,4067.41213862872,2230.73764709188,6199.90561408483,-6312.13292599662,-5807.03646098746,-6647.88153750682,3.55067911148071,0,3319.32668519226,2113.44250327612,38.1438871147081,39.1997673152405,-6527.65642849294,"Sweden.Abisko.NF-BirchShrub","presence"
1023.25917205955,508.078665157338,655.795724078239,1154.70495617435,1409.22859529176,-1447.99719514785,-1388.28609336178,-2057.7435545374,2.18370985984802,0,977.501655512172,646.626291017015,-11.4894975512119,-32.8285618468246,-1447.99719514785,"nonveg_940","absence"
908.24940574725,828.44928232435,926.041693626623,304.238126278571,653.411487172641,-1326.60310273786,-228.127130291103,-592.257739131442,4.7561845779419,0,828.44928232435,621.803567348052,23.9854217754621,-61.9111458945112,-641.933478391422,"nonveg_775","absence"
1258.89943833863,1357.22117815168,-40.7584177428878,1127.08336190117,1785.31749424716,-2645.24435772343,-2438.64184286318,-4120.95496538595,0.140990272164345,0,1127.08336190117,1397.97959589457,-38.7695346477677,-112.89289041066,-2544.4197893776,"nonveg_680","absence"
79.5790533503647,269.194312063477,390.743569385987,38.1677739740171,920.277928392278,-1235.60481193313,-2114.95458749157,-1522.13452388329,2.72493457794189,0,269.194312063477,494.4521919018,-6.16853897781868,33.5114504079274,-1753.70355416469,"nonveg_768","absence"
-304.446842834747,463.149945896353,921.951518715822,520.308081069217,816.131438514173,-1662.93253338413,-2998.29777097141,-1410.72942825891,12.7060670852661,0,463.149945896353,1226.39836155057,22.4397285627663,-36.9877913429435,-1662.93253338413,"nonveg_941","absence"
2668.18573571453,1577.93206933807,2023.85642020007,1488.23934040614,3012.06699562804,-3335.59528327652,-2929.79467866124,-3377.01847317372,18.7420558929443,0,1577.93206933807,1179.94639530839,21.6683705254003,-25.8486563135963,-3335.59528327652,"nonveg_1177","absence"
2513.66016374291,3589.22858551884,4128.69390732359,2209.48555166536,5268.36908337013,-5826.22666916911,-5632.59300029044,-6439.84678298028,2.00987981866907,0,3249.18991135752,2129.87850029959,41.3421033648368,23.3506201784818,-6427.68843033943,"USA.NorthSlope.Ivotuk3","presence"
1529.38950696948,2065.00016487787,2531.03265389846,1141.92167192536,4199.31047756201,-4182.84754909074,-4761.49680198745,-4366.14172761671,1.69749614927504,0,1901.40560483775,2468.40497077639,29.1136017721031,41.2482668794178,-4579.3359585904,"Canada.LeRoyLake.TD4","presence"
1774.93472952563,3376.31524502387,4091.51490845768,1901.51580151356,4946.31666612737,-5570.94450313611,-3981.38134768672,-6707.26181593878,9.22590637207032,0,3001.06516012908,2221.53590346523,24.4766708431786,92.6506493106435,-5560.82271646213,"Canada.KluaneLake.Outpost-MixedTundra","presence"
306.943905300649,377.916082919886,216.978046752212,82.5401989083575,35.0244865824651,-38.4447315052346,464.24881278037,237.199370937532,2.26101779937744,0,216.978046752212,375.370634790758,6.49795753403283,-14.4783740593756,464.24881278037,"nonveg_822","absence"
2629.2846566971,4264.67043039643,4469.96224920132,1436.42094505928,6476.13648530395,-6158.60842819634,-6098.63127570264,-8236.13106775604,0.62484622001648,1,2648.59718670454,2762.6243716137,45.390341270492,74.6172412887514,-6352.75284412029,"Finland.Kilpisjarvi.17","presence"
596.321841844994,387.297466290433,506.440558688197,308.860365845584,523.681048715777,-2411.36810657306,-1259.15664465424,-1795.9237455589,1.47050523757935,0,387.297466290433,641.590640318043,15.7631244903213,-43.2936427846241,-1795.9237455589,"nonveg_979","absence"
760.696877482979,664.884023754221,904.531834839928,-280.24398841241,1769.21124296146,-1014.74314590547,-845.803028767571,-2848.66260344543,1.45060038566589,0,760.696877482979,1184.77582325234,0.803410439560221,51.9972651402131,-1014.74314590547,"nonveg_532","absence"
1383.51341508986,1775.47413233499,2128.46091962897,1104.5657019656,4977.61444042453,-5253.51298814546,-5250.81843476335,-5694.99737384024,5.5838589668274,0,1545.37651324032,933.123260911322,5.26432532715119,0.576846950476833,-5344.23742395683,"Canada.ChukotkaRiver.TH5","presence"
826.79196302657,1534.33462259532,-68.1955318919087,-15.317515049779,1497.34823184711,-2174.99960630456,-1404.27990949474,-3193.00832731539,30.8249473571777,0,462.517527229417,1602.53015448723,-16.0822139127674,6.52670517761992,-1484.0932694242,"nonveg_627","absence"
556.695915210668,1014.65954459174,483.644960325273,164.490080034557,966.705471900889,-2469.75115178405,-1618.52551818618,-2345.77696118343,1.84379136562347,0,483.644960325273,850.169464557181,8.28063151129726,-7.00405808354713,-1749.10926211347,"nonveg_769","absence"
2783.6866385319,3045.92909443624,3363.17484825584,2067.1103176246,4027.07041739352,-5357.46571767148,-5307.949244207,-5677.93889473169,0.969467043876648,0,2914.59183845411,1492.09287736855,8.65778740497814,17.9918500385523,-5347.23923235887,"USA.YukonKuskokwimDelta.6","presence"
1724.30053140456,1931.24934285124,1889.24890631924,1322.96453739616,3219.72070471072,-3687.9400757898,-4360.45211837645,-4340.30235462063,2.93538130654229,0,1809.96720295823,492.182267565099,-7.77548461105831,-52.1115384760438,-3443.26430543786,"Canada.Ivujivik.TP13","presence"
2733.51926499586,3311.88804065013,3675.87124236446,2052.26210507273,4743.70536906563,-5206.42394825411,-5903.65646112692,-5889.19306271843,0.344334785033155,0,2925.455726835,1079.34853397357,21.3444035208703,-32.676752099243,-5288.71343115246,"USA.YukonKuskokwimDelta.15B1","presence"
211.114825421094,172.022973625088,74.9152588152454,603.232114713215,454.669187575215,-382.623910168027,291.465364516254,-890.434205908155,0.0584703125059605,0,172.022973625088,818.804341008731,9.07773390971127,22.3446643209608,-382.623910168027,"nonveg_1889","absence"
791.527441287642,1120.41019515794,850.41305928821,485.165738371152,1696.79166084462,-2096.26099094368,-2607.18440574051,-2856.87929787154,7.82088486353556,0,658.584154893765,1369.11695811007,-4.06839265048737,-41.6101542808549,-2284.55510032729,"Canada.Ivujivik.TP10","presence"
949.687404471549,555.721566564164,427.686222386813,670.078496196544,1318.46969484657,-1253.99711803741,-1068.9343178911,-1741.35040773032,0.287813544273376,0,670.078496196544,522.001182084736,-9.95535918096789,-27.0772072122378,-1429.00922738031,"nonveg_953","absence"
295.155574359137,629.339396949559,1168.67887671259,82.8808387472618,1309.70255775233,-1205.18005976056,-1638.58558349681,-922.819855747521,4.8420672416687,0,629.339396949559,1085.79803796533,13.0520387275397,20.3994307405172,-1434.13027245034,"nonveg_871","absence"
322.14449065863,773.061714231528,528.741549053067,342.736174578366,2052.24177419863,-1751.70821092905,-692.536607544006,-1692.21645769722,44.8595352172852,0,342.736174578366,737.76923031552,17.6231808977521,-60.3736839934194,-1141.9531720212,"nonveg_547","absence"
-149.461779349833,653.012112593646,170.609514285301,751.557111840638,1408.8569550169,-600.738465633538,-342.781413666112,-1379.42048907384,23.4878768920898,0,653.012112593646,980.091809752884,-34.7379219009342,3.75536257449682,-482.079512173189,"nonveg_931","absence"
443.150062948858,729.11395592732,150.612217041385,-126.973593571334,1307.87728883867,-627.203010370545,-970.602953953304,-1985.12818513465,21.2400760650635,0,443.150062948858,989.20519660178,-20.3319824568303,1.41929936822898,-970.602953953304,"nonveg_923","absence"
65.3814887199506,102.435553025344,-97.170019740719,638.258749483036,252.787055243696,-1715.82965585765,-1527.83096108232,-1736.60896687551,1.25611102581024,0,65.3814887199506,735.428769223755,-1.10497045984787,-98.1608226026022,-1527.83096108232,"nonveg_900","absence"
1014.72089396366,1403.15249548823,1029.18323590383,683.25018454113,2015.08692656058,-2353.38887406534,-2263.92960724103,-2497.07922512338,6.23371505737305,0,1014.72089396366,719.902310947099,4.0854191011288,-49.3816167298907,-2263.92960724103,"nonveg_619","absence"
510.368595963376,529.64473484206,389.32198562089,-713.348996856073,-175.770600761489,-440.716675433083,1755.55965947932,-267.033501277113,32.0399475097656,0,389.32198562089,1242.99373169813,11.7619812196707,-42.2060018926793,-267.033501277113,"nonveg_1145","absence"
-149.461779349833,653.012112593646,170.609514285301,751.557111840638,1408.8569550169,-600.738465633538,-342.781413666112,-1379.42048907384,23.4878768920898,0,653.012112593646,980.091809752884,-34.7379219009342,3.75536257449682,-482.079512173189,"nonveg_931","absence"
1339.75860625824,3395.52202305727,5445.33147078227,1321.62729791956,6269.1742476576,-5977.84717017108,-3389.21488355157,-7025.46402206252,9.58611043294272,0,3142.86048627737,4326.40521326164,41.312341640025,169.998600642512,-5855.89273624701,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
921.774150353211,535.968639506332,840.855311359083,642.506956638089,2075.25417114496,-1964.78614511147,-2217.91186910602,-2793.32471910193,0.619643092155457,0,840.855311359083,385.805510846879,-2.27763535303966,0.0454094461786883,-2217.91186910602,"nonveg_957","absence"
474.558542644943,266.923076474285,28.6075462239525,611.845690821535,-1.17473630807297,-1122.69239040077,-326.339777103293,-1117.37601023727,19.9044456481934,0,266.923076474285,674.982443784636,2.47957565370414,-41.4116704197299,-730.369911831524,"nonveg_703","absence"
3238.6908208093,3731.22341505829,3944.54376904048,2154.41746400343,5657.06933688665,-5443.30455933251,-5683.94531788712,-6886.6937654388,7.41430025100708,0,2706.00460602833,1275.25871780511,14.7798955036615,29.8516391438195,-5140.52645117816,"Sweden.Abisko.NT-SparseVeg","presence"
878.454613430538,555.42833712384,339.787973929647,998.929923374401,1006.15069496848,-1942.26680000664,-1299.34191075698,-2985.20035406987,0.409684360027313,0,696.62450099258,659.141949444754,-14.8681886276222,-33.7611540080776,-1942.26680000664,"nonveg_767","absence"
545.714100333195,143.384768382861,617.138334120095,563.191300237123,338.427093471161,-1959.76213115182,-1059.50935704517,-1316.50538286124,9.87068748474121,0,545.714100333195,880.509157649113,38.2830068543093,-75.4908389428893,-1316.50538286124,"nonveg_874","absence"
2898.60097220632,3764.91933844946,4286.09346111959,2106.94052783445,5304.96003617765,-5919.65202029577,-6157.79573600561,-6584.6346892599,1.45158195495606,0,3143.63734477688,2383.19878468934,30.4225595504873,15.4147735721963,-6338.24569388035,"USA.YukonKuskokwimDelta.72B2","presence"
2543.38766393474,2974.83632722524,3470.56545156505,2333.47143833657,6112.71093933862,-5446.63327676107,-5247.38575470212,-6354.61413806051,0.208240294456482,1,2903.99191210958,1068.49916521951,10.1571899299149,29.9123021708913,-5422.08963131732,"Russia.Yamal.Nadym-1","presence"
2791.28996145368,2878.72204642854,3074.51538120482,1506.38718056683,4964.6194135989,-5702.80040928233,-5650.90947339962,-6107.02941429344,0.74991101026535,0,2721.70996415466,1633.36700118037,-2.0659885485271,71.1268970756666,-5951.24505355635,"Finland.Javrresduottar.A-Betula","presence"
1870.52790773195,2571.87444785658,2829.47373221881,1300.99045163243,4700.14341064278,-4484.33146650536,-5033.50667928752,-5784.39394108059,1.66213455200195,0,2633.03240925681,1866.93024218911,16.6266157297281,56.6358633798397,-4822.50503007731,"USA.NorthSlope.Sagwon-C16","presence"
