"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_SWIR1_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
608.181963716358,609.48993836316,499.424645829264,983.82700560625,823.117348878212,916.31544560363,-2068.91978278622,-1887.68404833895,-0.0681708306074143,0,609.48993836316,484.402359776986,-1887.68404833895,-29.9415273773814,"nonveg_902","absence",0,0,1,0,0
817.74413986244,543.28611387471,844.572193630618,1245.06276990946,440.343987865361,1246.02092045085,-1620.09388154774,-2200.69089916194,2.10232710838318,0,817.74413986244,804.718782044095,-1620.09388154774,-418.496258193827,"nonveg_801","absence",1,0,0,0,0
783.156482024812,61.8080336754506,1044.62760030033,752.21306304748,34.5176534065176,1212.98778716428,-720.871309155739,-1422.32099981995,1.3768355846405,0,752.21306304748,1010.10994689382,-793.852184531038,6.99825383867357,"nonveg_923","absence",0,0,1,0,0
1967.57843252576,2122.8982232546,2144.02188502567,2284.45081720104,1457.06394739701,3864.26434398969,-4199.04861468009,-4816.46439722404,0.643963431980875,0,2049.2232163515,1138.87434277684,-5001.75028534374,-4.77832477453532,"USA.NorthSlope.Atqasuk","presence",0,0,1,0,0
3251.57180439871,2949.54318719577,3485.79364785169,3675.29256162337,2410.00957151912,6162.1994976291,-5741.8469606383,-6091.20566478769,-0.202539771795273,0,2857.63911372055,808.729800937979,-5554.24554354325,15.3674276698774,"Sweden.Abisko.NF-DryHeath","presence",0,0,0,1,0
423.537857601616,934.022539658748,830.028738030171,777.008453311904,745.662066326713,897.017089563267,-2750.38874756629,-2043.84733549063,0.263908177614212,0,777.008453311904,510.484682057132,-2418.80088439995,-0.383711334879606,"nonveg_540","absence",1,0,0,0,0
3279.89298275467,2831.72733359958,3557.84940160593,4048.20328155322,2398.20433588924,5387.98319778705,-5877.13888501119,-6099.89388597106,0.180042892142579,0,3464.69278168411,2727.39484060159,-6007.03019451124,-16.864952233981,"USA.YukonKuskokwimDelta.72B1","presence",0,0,1,0,0
827.378325438814,466.924327998404,596.527329026842,114.16305573303,189.328310645794,1223.63084060498,-852.110773142477,-1577.3039604094,-1.12418723106384,0,466.924327998404,713.215269705784,-1577.3039604094,53.6137072603405,"nonveg_955","absence",1,0,0,0,0
1253.33658790017,1173.02423654622,1546.98782496992,1333.96105779984,636.27593922867,2454.38982787646,-2162.79009042551,-2877.52186473602,-2.80929099582136,0,1103.68783763487,894.929695012366,-2465.71134959995,17.2091685020789,"Canada.Ivujivik.TP12","presence",0,0,1,0,0
3460.06067891472,3205.47938651476,3825.19654586038,4094.38689071501,2483.80209338332,6518.21780311835,-6153.1004503886,-5904.46481972711,1.6377147535483,0,3552.77436191527,1665.02160224087,-6465.43810317428,-6.28894435622647,"Sweden.Abisko.VJ-MesicHeath","presence",0,0,0,1,0
3069.33158982406,2475.0646396556,3613.7050710466,4057.27348886284,2008.80338027833,5264.35879601385,-5660.03768334827,-5392.91507543982,0.34971041124728,0,2864.55227906342,716.747714849829,-5905.13499378654,7.59542271305227,"USA.NorthSlope.Oumalik2","presence",0,0,1,0,0
1059.57336142693,516.071139167756,796.626714604014,1060.61840694308,791.089486785136,1515.83293698401,-1875.89268138261,-2209.56077262382,19.2685394287109,0,796.626714604014,544.547267775325,-2026.75406313082,-9.08177616764364,"nonveg_915","absence",0,0,0,1,0
3168.5220440633,2879.22803357898,3458.83102800631,3717.28660138989,2250.58276425559,5533.71555748355,-5392.84228523622,-5837.63924351884,0.70420735861574,0,3177.86333076107,2301.80754153941,-5845.84029190326,-8.97272724723572,"Russia.Kytalyk.T2","presence",0,0,1,0,0
1453.25263401237,1215.6388764625,1106.31377187524,1323.89808580317,1326.89196392315,3077.41355479483,-3342.1367969346,-1628.33258038231,-10.7886552810669,0,1323.89808580317,346.938862137131,-3342.1367969346,-8.3331570609225,"nonveg_1132","absence",0,0,0,1,0
443.674516584863,623.754609498175,90.5255331681727,-246.379448473898,-2.79629236740726,902.669693710539,-1495.81825785902,-1467.65693247257,4.93172407150269,0,90.5255331681727,870.134057972073,-1495.81825785902,-0.214527592362304,"nonveg_984","absence",1,0,0,0,0
3055.58174535086,2840.62605631248,4416.86873732125,4936.32383901663,1595.43220121689,6771.19726493804,-5991.66218847037,-5704.49192393865,-0.638920001685619,1,3076.53759006846,3947.93417904353,-6139.10704889107,-5.66799834720509,"Finland.Kilpisjarvi.17","presence",0,1,0,0,0
-529.316598256074,-82.7791353802127,205.502600662985,-187.035052085838,-55.9062291483724,-717.436088356838,-669.927748555868,-38.3875589415973,11.3840894699097,0,-82.7791353802127,734.819198919059,-38.3875589415973,14.4883608089582,"nonveg_536","absence",0,0,0,1,0
152.826992054477,280.632563931735,348.463794071125,349.201316499679,519.718198407241,788.63941189083,-2082.99025989919,-1782.46592357997,1.69325041770935,0,348.463794071125,366.891206352763,-1914.47375397861,-4.90697701047005,"nonveg_979","absence",0,0,1,0,0
3168.5220440633,2879.22803357898,3458.83102800631,3717.28660138989,2250.58276425559,5533.71555748355,-5392.84228523622,-5837.63924351884,0.70420735861574,0,3177.86333076107,2301.80754153941,-5845.84029190326,-8.97272724723572,"Russia.Kytalyk.T2","presence",0,0,1,0,0
-285.420666952443,-32.3466629132917,45.9399478691233,1257.76559341561,-695.742259919855,302.059743020983,2123.75548073495,3893.76639061684,-1.71130108833313,0,-32.3466629132917,1953.50785333547,3293.99449415383,-29.5641498140504,"nonveg_1646","absence",0,0,1,0,0
399.587764331818,159.727626205948,1044.20799353263,731.424562708654,820.729391269133,1257.80013224773,-1612.51658774849,-1900.12764193848,0.751189172267914,0,731.424562708654,884.480367326681,-1483.18755848641,12.9167435036987,"nonveg_684","absence",1,0,0,0,0
2902.25571390525,3236.72657709005,3850.75901962742,3945.54212605847,1197.53341850378,3855.45879153218,-6631.1491700194,-6368.17827559287,0.818812141815821,0,3450.36124398218,3323.12120259028,-6134.59842270419,8.78173284426495,"Sweden.Abisko.KJ-MesicHeath","presence",0,0,0,1,0
588.185152977338,930.679457781216,836.618982425668,360.620539026088,443.969180702854,1448.12153587696,-1908.00983638999,-1008.25852994178,-0.228276550769806,0,588.185152977338,570.058918755128,-1908.00983638999,21.921877636707,"nonveg_816","absence",0,0,0,1,0
2475.33200804525,2704.08519396658,3096.56132983572,3197.22421993643,1994.65757632019,4003.28920389594,-4800.65759683944,-4315.67463213103,0.265434786677361,0,2758.73279370939,1063.04665319227,-4173.6620972659,-3.62348874008835,"Russia.Tazovsky.Unburned28","presence",0,0,0,1,0
-97.2363353806228,798.041514214491,492.604852252662,306.194118936771,-712.052217891892,-64.6360606279041,-320.744595730568,192.937679412458,-4.30655002593994,0,306.194118936771,1510.09373210638,-320.744595730568,11.8426600582787,"nonveg_1172","absence",0,0,0,1,0
3251.11096878284,3308.38927760195,3642.43083451167,4086.54055027275,2097.97911427198,6272.8471463506,-4576.41220139285,-4490.75897387263,1.682011115551,0,2833.45462506022,1434.18446320574,-4767.68947515826,-36.7577157276134,"Sweden.Abisko.NT-SparseVeg","presence",0,0,0,1,0
3943.43647160823,3841.79472677185,5052.04088127158,5647.01004360705,2673.86274425933,6443.08691719892,-6641.06430748956,-6540.19696938438,-0.993420892291597,1,3519.34801532626,2851.43261868058,-6404.85089251571,-10.0782836076197,"Canada.ClearwaterLake.AB1","presence",0,1,0,0,0
2870.35229313139,2878.25788702771,3140.87163734622,3574.88689845954,1894.56669784293,5774.44907631687,-5548.94800999218,-5849.11458965437,-0.265231189131737,0,2501.81359361979,1023.33712432126,-5816.53037244623,-12.8447641267977,"Norway.Javrresduottar.EC-Betula","presence",0,1,0,0,0
446.78362179882,500.257528912432,229.205626750726,549.420356599186,-239.996195719852,610.893493763552,-1416.9833360803,-1452.3595783991,-0.096672385931015,0,446.78362179882,789.416552319038,-1452.3595783991,-64.4983581128672,"nonveg_733","absence",1,0,0,0,0
3801.87929398419,3100.68975791286,3964.05177173237,4565.21267706997,2499.89966244977,6716.82466859611,-5776.41702139839,-6700.14043136024,0.390462270379066,0,3282.39717244383,2624.34864861283,-6267.99226598601,21.659897334899,"Finland.Kilpisjarvi.16","presence",0,1,0,0,0
-440.709876472832,308.712978655593,639.912581610677,724.275449795166,-474.032093063941,-286.866512179574,-1551.42774404623,-1000.54850723472,4.1271710395813,0,308.712978655593,1198.30754285911,-879.452032111118,-6.65037742538541,"nonveg_721","absence",0,0,1,0,0
588.185152977338,930.679457781216,836.618982425668,360.620539026088,443.969180702854,1448.12153587696,-1908.00983638999,-1008.25852994178,-0.228276550769806,0,588.185152977338,570.058918755128,-1908.00983638999,21.921877636707,"nonveg_816","absence",0,0,0,1,0
3943.43647160823,3841.79472677185,5052.04088127158,5647.01004360705,2673.86274425933,6443.08691719892,-6641.06430748956,-6540.19696938438,-0.993420892291597,1,3519.34801532626,2851.43261868058,-6404.85089251571,-10.0782836076197,"Canada.ClearwaterLake.AB1","presence",0,1,0,0,0
3110.80665626717,2999.92458730517,3556.55285144146,3747.97846776642,2499.00713402974,6942.583681664,-6557.86786395838,-6821.68271408639,1.37585806846619,1,3396.36641920559,821.023954915429,-6838.98993760064,-6.0272087774312,"Finland.Kevo.6","presence",0,1,0,0,0
1454.22690491931,1610.02880603568,2115.37136887211,2181.00092063598,1172.87134545719,3022.57665493374,-4752.75397791759,-4401.04774481177,-0.764092820031301,0,1797.64545616478,1005.03482961739,-4784.62469998387,-14.391592000608,"Canada.BanksIsland.GreenCabin-C09","presence",1,0,0,0,0
2742.39566051178,2660.57642722694,3001.98857875084,3269.55985081422,1606.06811310579,4888.61082583671,-4855.82858081338,-5736.90425509399,-0.769180072678461,0,3075.55647199963,2933.46209495952,-5032.15845684123,-60.7214790105492,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
783.156482024812,61.8080336754506,1044.62760030033,752.21306304748,34.5176534065176,1212.98778716428,-720.871309155739,-1422.32099981995,1.3768355846405,0,752.21306304748,1010.10994689382,-793.852184531038,6.99825383867357,"nonveg_923","absence",0,0,1,0,0
3022.14108013207,2272.99926533766,3042.16155060462,3253.45572034777,1932.94313653468,5444.48271740418,-5193.8438589959,-5336.12688037921,0.38345653563738,0,2952.36355600803,1873.27428007151,-5332.21324660497,-7.9617269386547,"Russia.Tazovsky.Burned12","presence",0,0,0,1,0
485.725503554905,311.756088526723,64.0254379202648,482.624425313985,127.535983853085,3006.50209156116,-11.2594741878099,6837.12833045113,5.78194189071655,0,311.756088526723,421.700065634641,-168.808144102534,-10.6417872805526,"nonveg_851","absence",0,0,0,1,0
2655.88700693843,2451.44980690356,3006.4199307652,2955.96054195574,1811.69311071167,4492.71888861846,-4989.46487463925,-5481.05344078171,0.809861563973957,0,3001.25686530631,1303.09800030101,-5166.42157299296,-27.218599322227,"Canada.ChukotkaRiver.TPO2","presence",0,0,1,0,0
3101.08359222953,2584.80770216672,3416.51936585821,3771.26840212516,1873.49020373053,5584.99794447445,-5642.55944721115,-5707.21916058491,5.7136889828576,0,2829.64492950317,2057.3177352698,-6107.5376634904,-8.45708880403331,"Canada.ClearwaterLake.AB3","presence",0,1,0,0,0
608.181963716358,609.48993836316,499.424645829264,983.82700560625,823.117348878212,916.31544560363,-2068.91978278622,-1887.68404833895,-0.0681708306074143,0,609.48993836316,484.402359776986,-1887.68404833895,-29.9415273773814,"nonveg_902","absence",0,0,1,0,0
2482.27222028315,2223.66856814486,2874.36436167857,2899.48360378231,1902.96659284233,4175.75151009003,-5284.12850043724,-5275.57787544884,0.847252905368805,0,2870.06677147338,1670.98595543437,-5332.17384005932,-6.44380034273646,"USA.YukonKuskokwimDelta.15B5","presence",0,0,1,0,0
2550.68975980515,2624.66115847529,3470.28937086757,3366.82950146334,1318.6409503891,4764.46951985072,-4971.25344947825,-5433.11142479562,-2.37748004330529,0,2798.28019674735,3402.98174594921,-5716.62998325003,25.9351081985044,"Canada.BonifaceRiver.LSA6","presence",0,1,0,0,0
2411.60053493345,2571.07628921031,3131.8055206749,3215.92721618456,1621.63181074352,5456.54948027679,-5480.81812344793,-5759.64493759218,0.220566362142563,0,2552.70525210539,2055.95732142224,-5897.45031586129,-31.8358481621031,"Finland.Javrresduottar.EC-Sphagnum","presence",0,1,0,0,0
2383.01109897024,1848.40910382508,2286.00089661242,2957.2703687779,1252.37179111449,4254.95656469453,-4583.39459530178,-3416.8368139688,0.121008214354514,0,2686.6855176274,3650.22712890093,-5673.30208742713,3.19391741576747,"Canada.KluaneLake.Gladstone-MixedTundra","presence",0,0,0,1,0
-556.060554975259,270.069778377098,654.541692510191,896.778087570411,-88.9195032119936,-681.45428569958,-506.412043398542,-382.690000281155,-0.604837000370026,0,270.069778377098,1452.83864254567,84.7262515976694,-24.6371180589525,"nonveg_1927","absence",1,0,0,0,0
426.49387803023,172.64621431284,1055.74649103937,1817.24172399429,-350.154547356319,1039.36044582379,-1317.4001658507,-1574.2146463763,5.31773185729981,0,426.49387803023,2167.3962713506,-1047.90963078783,-18.0009980898667,"nonveg_608","absence",0,0,0,1,0
2508.93619941133,2416.15335245884,3028.91142265904,3520.19728207538,1994.7102711395,4652.72113798015,-5388.75454898541,-5584.59059531544,0.239133507013321,0,2378.57081505563,1495.74779317842,-5681.84218398131,-27.7457442172628,"Russia.Yamal.Nadym-2-IH","presence",0,1,0,0,0
690.213488800587,779.980075792525,465.446815009286,660.70152242127,132.76275271221,822.26138069356,-1598.45070919603,-1529.32012568485,1.01000094413757,0,660.70152242127,647.217323080314,-1644.76608728336,-12.9473625798649,"nonveg_1261","absence",1,0,0,0,0
151.549846825187,29.4817163153172,796.795835102183,296.277011032307,26.4053328580976,582.544465045254,336.198725431007,-123.379422139903,-0.609632432460785,0,151.549846825187,770.390502244085,330.183261283862,18.4459724729413,"nonveg_1547","absence",0,0,1,0,0
3603.37187357941,2720.22519028719,3719.50512552169,4512.51155784335,2426.8189310401,6016.8148451304,-5899.14443795821,-6236.0990465836,-0.152903879992664,0,3730.83662209869,2412.70715444807,-5937.56874301429,-13.3223627387478,"USA.Kougaork.GraminoidShrub","presence",0,0,1,0,0
2374.80345688099,2338.96600977102,2602.99674782523,2865.83818247402,1536.90537873386,4645.98585994267,-4583.31043644412,-4786.8828614573,0.930498401323953,0,2548.1603787159,1026.60221112491,-4452.98572759125,2.63338098448334,"Canada.PayneLake.TD4","presence",0,0,1,0,0
2523.10018677047,2537.76835940571,2875.8859575645,3012.29804752594,1777.08438210772,5356.4656818619,-5556.82841306312,-5829.54933394971,-1.02601605653763,0,3048.88939211583,2079.19339215003,-6005.964847844,-28.9423732235225,"Finland.Javrresduottar.A-Sedge","presence",0,1,0,0,0
2671.04676463822,2608.25478079903,2839.13774458199,3093.31732828894,1814.56049313695,5207.2615314437,-5040.20143359313,-5493.65823489747,0.432332124028888,0,2307.59966703032,780.635864119798,-5310.23787172487,-12.017080958362,"Sweden.Abisko.NT-DryHeath","presence",0,0,0,1,0
819.826052846319,220.653057013335,1295.73155954211,835.004253001883,1133.07060756833,779.866688755628,-1313.80916456413,-1786.05967996405,0.380667895078659,0,835.004253001883,1075.07850252878,-1313.80916456413,17.0152075399181,"nonveg_700","absence",0,0,1,0,0
3460.06067891472,3205.47938651476,3825.19654586038,4094.38689071501,2483.80209338332,6518.21780311835,-6153.1004503886,-5904.46481972711,1.6377147535483,0,3552.77436191527,1665.02160224087,-6465.43810317428,-6.28894435622647,"Sweden.Abisko.VJ-MesicHeath","presence",0,0,0,1,0
2480.9227782912,2422.38880475322,2405.43082891045,3142.59628024295,1704.50594376807,5238.4443938545,-5481.03007695768,-5986.20672298002,-0.739807173609735,0,2387.70824771428,1934.53933748334,-5525.55410006937,-34.9151065066738,"Finland.Javrresduottar.A-Betula","presence",0,1,0,0,0
-175.096445745171,1.33311967118095,16.917059218849,409.518805455305,26.2712381795409,-126.542215178936,-1392.14749967748,-1384.97946764026,-4.80932474136353,0,16.917059218849,584.615251200477,-1369.97607107369,-17.7723782605359,"nonveg_1416","absence",1,0,0,0,0
1253.33658790017,1173.02423654622,1546.98782496992,1333.96105779984,636.27593922867,2454.38982787646,-2162.79009042551,-2877.52186473602,-2.80929099582136,0,1103.68783763487,894.929695012366,-2465.71134959995,17.2091685020789,"Canada.Ivujivik.TP12","presence",0,0,1,0,0
1057.88419035788,41.283483382598,-105.652784807288,465.291399040435,129.53610234791,2403.50715489149,-1856.47277224014,-2857.98369177644,0.727148234844208,0,129.53610234791,1163.53697516517,-2572.85062806713,-88.014658926715,"nonveg_719","absence",1,0,0,0,0
3460.06067891472,3205.47938651476,3825.19654586038,4094.38689071501,2483.80209338332,6518.21780311835,-6153.1004503886,-5904.46481972711,1.6377147535483,0,3552.77436191527,1665.02160224087,-6465.43810317428,-6.28894435622647,"Sweden.Abisko.VJ-MesicHeath","presence",0,0,0,1,0
2677.85688751277,3140.19744786914,3347.74718550433,3623.44050038122,1447.89155681986,4470.81533388942,-5279.34497041777,-5600.69906279863,-0.302561955992132,0,3334.25962251969,2341.58796070923,-5547.11278116997,-39.1560093356357,"Russia.Tiksi.FloodMeadow","presence",0,0,1,0,0
802.627686876274,474.86883659827,243.608832304033,438.705098960239,709.664323870133,1146.14543117784,-1295.80141524571,-1424.22327266736,0.941163420677185,0,474.86883659827,559.018854572241,-1424.22327266736,-29.2560096011159,"nonveg_922","absence",1,0,0,0,0
1970.2491900884,1855.77684757195,2485.40798249805,2579.08979860885,985.182667571696,3724.81220330733,-4665.3151455099,-4907.99852355541,-0.339556366205215,0,2119.20094721663,1790.43053896623,-4970.5303626196,-7.23748034210615,"USA.NorthSlope.16","presence",0,0,1,0,0
608.181963716358,609.48993836316,499.424645829264,983.82700560625,823.117348878212,916.31544560363,-2068.91978278622,-1887.68404833895,-0.0681708306074143,0,609.48993836316,484.402359776986,-1887.68404833895,-29.9415273773814,"nonveg_902","absence",0,0,1,0,0
4064.27149283001,4094.21675395966,4577.54159699899,4616.12410698922,2619.22234970405,7622.68434617435,-6615.51079905862,-6482.37717454596,0.373136585950851,1,4056.97689402422,2209.35382005417,-6470.00450933839,22.6625948075968,"Finland.Kevo.14","presence",0,1,0,0,0
1011.00852349692,1308.42677668324,1842.78976021595,1502.13897903398,1726.17015112009,2453.68054148471,-4351.68212549185,-3417.3753143031,13.063530921936,0,1502.13897903398,831.781236719026,-3552.66455867261,8.06897957619966,"nonveg_1069","absence",0,0,0,1,0
235.708356705827,352.011802841272,586.92353184852,-109.997479678503,766.235198516412,674.306896000939,-1373.48269568048,308.583016799011,7.53076791763306,0,352.011802841272,876.232678194915,-463.014133841376,18.0767138903885,"nonveg_931","absence",0,0,0,1,0
1957.03564743359,1207.39619182071,1280.17555127574,1791.91473347496,1020.06528629075,4096.25714786952,-2948.02715932579,-4534.30886609097,0.106094375252724,0,1280.17555127574,936.970361142845,-4041.13186773398,-20.7795032514526,"nonveg_529","absence",0,0,1,0,0
101.650302192659,526.247705180814,767.723453471741,1185.12040171004,276.511234361041,440.811493624797,-1868.70331201888,-1626.08406205091,0.159401252865791,0,526.247705180814,1083.47009951738,-1626.08406205091,-29.0223218849722,"nonveg_637","absence",1,0,0,0,0
1546.585029298,1506.99799746963,1624.67355129009,1460.31436207599,1259.88434381292,3382.79060159708,-3439.63583579646,-3776.15132146189,0.209901064634323,0,1345.65989408984,434.500511402646,-3822.10970971109,18.4477998864649,"Canada.PrincePatrickIsland.MouldBay-C05","presence",1,0,0,0,0
2466.79954720421,2393.1700644328,2817.27936044453,2757.75695256701,1841.46411045437,4607.47404188222,-4976.71215777836,-5161.13699914737,-0.369373145699501,0,2668.4759833208,939.592764027628,-5072.65860946615,17.8551617006943,"Russia.Yamal.VaskinyDachi-3","presence",0,0,1,0,0
104.595378935154,-692.888531430831,136.091215560792,-155.727927353988,-958.08791259313,-2455.20349383898,5917.60691822641,4444.79048478234,-0.0220759995281696,0,-155.727927353988,1094.17912815392,4444.79048478234,14.5243273610625,"nonveg_1810","absence",0,0,1,0,0
2296.25285442285,2137.78124009795,3067.54981326574,3521.62320105102,1592.43751632809,4410.15758156268,-5495.10616353388,-5463.39483139945,1.50747485955557,0,1681.86596916144,2064.46494592695,-5546.17286530376,15.5084276959733,"USA.NorthSlope.12","presence",0,0,1,0,0
511.31619544609,659.371067875322,730.864201332222,720.50872228642,472.07665908174,759.817073703883,-1443.63692928009,-1288.67512687119,3.019038438797,0,659.371067875322,258.787542250482,-1288.67512687119,0.386900845114724,"nonveg_876","absence",1,0,0,0,0
2812.12841852843,2862.08757703528,3270.33650227565,3682.15441089732,1989.62336103465,4581.31109929722,-5462.20590404071,-5593.33688345829,0.0450405878601251,0,3075.63025329753,866.71881931174,-5500.46926707512,3.57868441051537,"USA.YukonKuskokwimDelta.15B1","presence",0,0,1,0,0
206.570410480378,551.84707460437,130.756349489728,448.537691484438,847.894037711543,487.484302894825,-1007.81941003286,-276.18089943893,7.3523440361023,0,448.537691484438,717.137688221815,-1007.81941003286,-2.39063607966687,"nonveg_670","absence",0,0,1,0,0
401.283330609024,403.181783728829,584.994687589282,795.668647125646,808.404062153597,911.308326610284,-1846.55748166998,-627.31063335024,-3.40289092063904,0,584.994687589282,407.120731544573,-923.466448771738,-14.061787596599,"nonveg_757","absence",0,0,0,1,0
2686.91862652203,2734.32085692248,3039.47004661673,3306.63186910595,1873.36618463189,5023.19276531093,-4977.6000566444,-5425.12805413386,0.631445275412666,0,2260.05474830705,1865.81980468438,-5185.77847636044,-33.5218083070708,"Canada.PayneLake.TDA2","presence",0,0,1,0,0
3362.57204844909,2511.65167865232,4075.36463856344,4337.40418352312,2540.21076892208,5381.39251693937,-6423.99204321608,-6352.3143004148,0.040007575104634,0,3203.20429213388,1850.26285994823,-5929.84741989276,-9.98965239383794,"USA.BrooksRange.7","presence",0,0,0,1,0
2687.33783609642,2611.94390109662,2895.62512782248,2835.2706158605,1771.03905330419,4436.83937823891,-4727.35007388922,-4769.14162754942,0.631429076194763,0,2436.97990872928,836.752034201297,-4906.53891071295,-6.43536630871617,"USA.YukonKuskokwimDelta.5","presence",0,0,1,0,0
