"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_EVI2b_annualRange","spectral_NDVI_annualMedian","spectral_NDWI_annualRange","site_code","presence_absence"
2467.45770858038,3411.30135069025,1816.41547301612,-5049.62541028866,-5530.4446512767,2565.44973487097,5424.21485369164,3297.1692460861,"Canada.DeceptionBay.BEGL1","presence"
2127.39456867339,3501.42120835225,1720.21093439855,-6409.47011880173,-5689.05930954894,1506.33991408857,6698.26356399236,1906.15849979468,"USA.InteriorAlaska.17","presence"
2570.90391104044,3720.82069528445,2616.53263188516,-5652.05426946509,-5432.11493965221,609.726043109175,5508.82190662041,3924.0168237695,"Russia.Tazovsky.Burned44","presence"
93.1709561001643,115.806306290359,392.135111560709,-1328.47490910719,-1884.81206770701,967.902932858737,696.001595262768,1383.79254297772,"nonveg_871","absence"
3207.69787732465,3643.83046853494,1633.10700007281,-5264.94113866182,-5585.42679843024,2955.60193111295,5272.46121949659,1843.43785534214,"Russia.Tiksi.WetFen","absence"
329.451314969013,1043.71831548513,6.07863268790476,-1548.73475074089,-1830.13613230927,1097.71371704787,1117.0382092526,998.861718704115,"nonveg_714","absence"
2760.73955270153,3472.38691085189,1917.24867460823,-5182.70394404616,-5541.53452229325,1497.89632128177,6438.05981131217,2345.87950626722,"Canada.PayneLake.TDA0","presence"
1104.95039711312,522.538691422469,-102.027146120438,-1529.73835209563,-761.084196134545,1206.97754323355,475.497748886225,1016.37657218979,"nonveg_733","absence"
942.618626190143,1536.55857676533,-499.417867668176,-1161.12913589313,-931.149536534568,2035.97644443351,1674.6856132704,410.476980759934,"nonveg_608","absence"
-864.816674255682,797.117171844241,1337.67419934972,-1285.039956398,23.9513582314157,2202.4908736054,654.76360202232,1357.14582747114,"nonveg_571","absence"
611.533739243894,670.393009851704,224.275718201426,-1448.9229790454,-874.074654844897,895.384092213332,1195.46210249685,1324.50120308877,"nonveg_972","absence"
863.498158373342,400.37805477066,417.775418528874,-2304.84342420742,-936.764074099234,529.219450964504,1347.04456305022,1594.04466908933,"nonveg_769","absence"
1444.43281815872,1407.80455999734,862.555289310821,-2714.82353861685,-4085.60936267047,1217.67594688823,3295.88879232986,2053.41133746151,"nonveg_529","absence"
3491.73590205189,4496.70890417941,1970.54839168224,-6406.70870022034,-6132.72624922015,2521.71199166702,7679.73991988635,2077.61188225281,"Finland.Kilpisjarvi.15","presence"
1959.79600028823,3297.71366484819,2055.54774165448,-5191.30619023303,-5580.23873675904,1503.43245787678,4233.28062344947,1810.27084478413,"Canada.DaringLake.LowBirch","presence"
2832.47469398844,4383.88710878833,2237.83297321476,-6114.83901721897,-5802.96622466642,1432.55454484536,6308.30672974329,3448.48391481311,"Canada.ClearwaterLake.AB2","presence"
673.388557568619,531.310166327602,560.406164839538,-1379.65313721139,-1117.48186421241,322.057505802231,680.129710480225,1387.80429744484,"nonveg_936","absence"
909.738969516463,1085.56421839291,125.055738438786,-1880.04684466501,-1902.18716529705,960.508479954126,1348.07072422076,1966.45265308234,"nonveg_954","absence"
1076.73814230312,449.594497596064,652.438225741546,-2066.51997245776,-1369.48458369826,627.143644707052,918.738761460562,953.084002887731,"nonveg_902","absence"
-17.334338814281,102.48246198583,160.630977273861,-1364.75752428271,-1696.31076141605,654.796039966654,596.205067389521,1822.91184443089,"nonveg_946","absence"
83.7492308479877,123.166556730775,-1170.22462486037,1663.63131864273,1609.90082173403,1401.75548959107,-502.165541024398,852.462538397281,"nonveg_1677","absence"
2467.45770858038,3411.30135069025,1816.41547301612,-5049.62541028866,-5530.4446512767,2565.44973487097,5424.21485369164,3297.1692460861,"Canada.DeceptionBay.BEGL1","presence"
2992.64920301637,4531.21270657291,1859.77644993506,-6442.79293596022,-6441.83179233315,2673.00476836688,7279.61409555859,3915.56515453228,"Finland.Kilpisjarvi.19","presence"
1902.88564612348,2473.49604240605,1722.8089625393,-4518.32594751492,-4903.60982998703,617.918645829291,3775.33833207102,1856.96658773671,"Canada.PayneLake.TD4","presence"
2992.64920301637,4531.21270657291,1859.77644993506,-6442.79293596022,-6441.83179233315,2673.00476836688,7279.61409555859,3915.56515453228,"Finland.Kilpisjarvi.19","presence"
-48.8115397706527,331.338811240281,156.669438134519,-954.742516676461,-1436.20248323242,576.922776151058,356.578484126022,1275.39640406491,"nonveg_1416","absence"
2676.56456589162,3991.7132935666,2365.61159628792,-5830.30961755656,-5789.63101286062,1931.67676113234,4935.14003047548,1507.40573852786,"USA.NorthSlope.HappyValley-C18","presence"
1562.82506815069,2588.10802883276,1500.72315755185,-4664.50592990187,-4955.42412824202,379.428946307444,3784.52800346591,2068.42023747048,"Sweden.Abisko.NF-Wetland","presence"
781.558226121398,1235.65675834384,445.80339852507,-2469.79346751764,-2708.34195709424,789.853359818765,2336.74124572937,369.866072159088,"nonveg_758","absence"
315.494577688278,-783.379944268341,-695.8213989866,10000,10000,1098.87452195662,-2833.01278752676,0,"nonveg_1236","absence"
1681.27762117785,3060.25870349531,1326.44015436824,-4931.99030248595,-4814.17554901336,2019.72830436829,3459.65543827019,2548.94436278819,"USA.InteriorAlaska.AUFEIS","presence"
-87.0509788034251,1307.6678276337,217.643340010344,-1421.77534723514,-2138.29849921566,1568.38556209384,1006.58371954126,1541.76451312547,"nonveg_637","absence"
2905.02164307347,4051.74282551803,2030.7833199555,-5865.21991039839,-6050.76923060984,1890.73317396413,6160.46983455501,1974.06424362902,"Canada.BonifaceRiver.AB2","presence"
3779.6668351807,5495.75239903621,2392.87247911436,-6103.00468380827,-6808.56072055196,2460.01221130953,7341.21321741064,3198.32699548501,"Canada.ClearwaterLake.AB1","presence"
2928.61044460845,4550.81201942373,2326.63765868588,-5906.44047663652,-5933.6099394221,1805.88667959784,5628.76985966381,3246.8373613158,"USA.InteriorAlaska.CALF","presence"
2813.31993111008,3208.96800794863,1669.49323741109,-5729.70007600309,-5738.87022056012,1595.34882930975,5493.13412532139,1523.31484539754,"Finland.Javrresduottar.A-Betula","presence"
388.495659060477,283.528238757363,-86.405642048269,-823.366013497226,448.809134741769,1100.93663075632,944.343254414332,1452.26714047353,"nonveg_1889","absence"
2190.21136731954,4195.55552319248,1876.08108639398,-5871.79242172011,-5765.91702996139,2783.61444113648,5336.83207898015,1751.13412059489,"Russia.Kolyma.OW1","presence"
3100.63526232333,4349.68406977441,2263.87501403094,-5660.76422906292,-5801.16038933605,2526.20283531847,5269.27538832339,1521.31662279362,"USA.YukonKuskokwimDelta.72B2","presence"
1942.32453719781,1462.8144099281,1179.91489645219,-3217.36046025912,-2699.8061422513,1164.24784916541,3325.59567359782,1450.4633812274,"nonveg_1069","absence"
2772.14465646723,4279.2880721852,2550.17435832048,-6327.83754630921,-6098.06994316199,1665.26387172167,5808.75308068378,1274.57880974128,"USA.BrooksRange.7","presence"
2136.63047911327,2627.46455023962,1586.19817249809,-4781.94853172832,-5045.27662927329,827.24791994117,4409.17105731842,1439.49984037129,"Canada.LeRoyLake.TD7","presence"
1968.52990229236,2656.21098595219,1455.83772479065,-5112.64855404417,-5646.1603316881,1304.10830503387,4687.61253748466,2146.35478046404,"Finland.Javrresduottar.EC-Hummock","presence"
2824.94115428845,4664.14049713553,1941.64530639888,-6230.84486667565,-6262.40134711696,2378.63180989931,5702.52063397987,2699.10917439002,"USA.Kougaork.GraminoidShrub","presence"
2173.07943184327,2551.64670113669,1463.22653325367,-5691.42162040794,-5899.78304476387,944.377216988285,5160.3208027387,2011.14416913381,"Norway.Javrresduottar.EC-Salix","presence"
83.7492308479877,123.166556730775,-1170.22462486037,1663.63131864273,1609.90082173403,1401.75548959107,-502.165541024398,852.462538397281,"nonveg_1677","absence"
488.721446676893,368.640140938411,410.00169135296,213.40213373031,-994.919810524697,766.860722037903,792.039743690962,1468.72182525176,"nonveg_994","absence"
95.0628495429613,143.239721492338,391.453916281955,-2064.52584729327,-1636.46834348677,677.595270737909,272.831377856513,974.399460157612,"nonveg_912","absence"
283.184485058794,43.7340608091359,-254.835081686107,177.872065335089,-1445.47593472102,1365.44658496811,485.017295661623,2415.02213345422,"nonveg_560","absence"
2146.50896309262,2531.70856964573,918.781791710728,-4343.89072284729,-4431.40714703215,1780.56275460753,4373.65070816416,2075.22407263007,"USA.NorthSlope.Deadhorse-C16","presence"
1078.91278208286,4290.86423743172,1409.62763789579,-4825.51325082664,-4733.58622760376,2999.26708979051,5464.7334038253,2897.26374014712,"Canada.KluaneLake.Quill-ShrubTundra","presence"
1552.17422277538,2786.75500169492,1250.61337112951,-4554.00782596276,-4328.36598273434,1776.28737564918,3882.7590532733,1651.67391283683,"USA.NorthSlope.FranklinBluffs-C16","presence"
2772.14465646723,4279.2880721852,2550.17435832048,-6327.83754630921,-6098.06994316199,1665.26387172167,5808.75308068378,1274.57880974128,"USA.BrooksRange.7","presence"
38.4689332407566,340.154537254011,576.340523603582,-1120.39284209326,-98.6780632191784,537.871590362825,914.887361904312,1060.52026212337,"nonveg_931","absence"
-530.463878521426,-91.1234472760208,-227.667114161177,7122.48498673366,9879.44399595777,634.609198875012,-1539.68796995897,2756.95900922411,"nonveg_1695","absence"
3722.76783142147,4852.74374918379,1675.99259395487,-6194.82019492065,-6259.68243376422,3076.50630027714,7254.43192301236,3711.96216083341,"USA.Kougaork.TallShrub","presence"
644.373757259341,68.8679605602211,530.730353595385,-1985.3867111035,-1241.91174744008,575.50579669912,1149.23042033183,1560.84885799951,"nonveg_684","absence"
1444.43281815872,1407.80455999734,862.555289310821,-2714.82353861685,-4085.60936267047,1217.67594688823,3295.88879232986,2053.41133746151,"nonveg_529","absence"
737.328683280747,1115.5362550128,591.722775866508,-2248.48564557862,-2299.21776643919,1233.50117495105,1354.20407858679,1172.49297962233,"nonveg_540","absence"
1416.220811664,1312.04348788883,1018.55880253792,-2649.86125353573,-2778.67646675385,718.876632858831,1944.15746202724,2413.28760750965,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2459.99638020588,3299.52306277429,1692.08961276378,-4996.43959639855,-5500.97093303411,995.474840327015,4128.63433210832,3287.46281526127,"Canada.BonifaceRiver.LSA6","presence"
1179.24580937873,-45.6874514246762,1201.45817469661,-2836.27540812331,-1871.57265228305,1392.11591512989,947.807602724065,2109.05371542679,"nonveg_663","absence"
1333.29654015542,901.065486206388,1249.32016828505,-1647.45815115968,-1303.22071243387,855.02356467749,1679.34689393289,1076.60209615262,"nonveg_915","absence"
2136.63047911327,2627.46455023962,1586.19817249809,-4781.94853172832,-5045.27662927329,827.24791994117,4409.17105731842,1439.49984037129,"Canada.LeRoyLake.TD7","presence"
323.29984690527,352.014758174442,140.326285346412,-2305.06260054524,-133.367545755806,336.236362855909,1123.54860489015,2171.69505478943,"nonveg_919","absence"
-864.816674255682,797.117171844241,1337.67419934972,-1285.039956398,23.9513582314157,2202.4908736054,654.76360202232,1357.14582747114,"nonveg_571","absence"
446.485751312322,584.767431480759,958.920242361672,-2279.35515703685,-2871.45857188131,548.980106671523,2020.94945697868,889.303306141716,"nonveg_746","absence"
2577.315626067,2928.88565532172,1932.91984291873,-4873.23303389937,-5190.35039790313,1102.88923765416,4650.85887906406,1774.17391293067,"Canada.ChukotkaRiver.TPO2","presence"
2230.7821409585,2426.01458042759,1196.29826061547,-3949.25227625434,-4418.82135420416,728.125005937488,3762.22979582488,2770.46451138962,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
564.467202000383,433.822063457336,1114.31502169352,-1246.68080976558,-1051.2333808071,900.026774451938,828.028544132382,2336.16824005431,"nonveg_578","absence"
2455.56620279522,3521.65544370387,1358.70671005983,-4834.40671110553,-4520.43038734004,1807.69481226958,4179.78222148375,4505.20850293589,"Russia.Yamal.Kharasavey-2b","presence"
2633.20883810825,4444.84660664567,1988.34349360732,-5677.75906418158,-5421.57420350412,2706.39472239897,4341.22829296286,1570.33942165526,"Canada.Yukon.UPPERQUARRY","presence"
996.2162500288,573.129776218413,355.563228209647,-1568.59293748587,-1341.42376608963,640.653021819154,986.915272295431,854.430624909258,"nonveg_825","absence"
1104.95039711312,522.538691422469,-102.027146120438,-1529.73835209563,-761.084196134545,1206.97754323355,475.497748886225,1016.37657218979,"nonveg_733","absence"
-105.322634109254,400.11164827151,93.3727138398053,170.854496155458,-554.128984208793,895.913608640898,943.02085114866,1065.27686295261,"nonveg_921","absence"
3092.84144124409,4257.13144579317,1974.14011400851,-6085.82611974524,-5833.71322393474,2655.05119953818,6562.58935531575,2737.18713811681,"Canada.DeceptionBay.BEGL3","presence"
279.636911614849,-606.272573475149,28.8516119169499,-315.265241802596,1504.40339382222,885.909485089998,-156.989396819974,2855.1624019672,"nonveg_1145","absence"
1174.21561867965,1043.9758187381,395.539834463076,-1852.59537022811,-1391.32656648253,778.675784216571,1398.50154490162,709.92077016171,"nonveg_926","absence"
2928.61044460845,4550.81201942373,2326.63765868588,-5906.44047663652,-5933.6099394221,1805.88667959784,5628.76985966381,3246.8373613158,"USA.InteriorAlaska.CALF","presence"
2532.38507196324,4121.11296092142,2722.19942412851,-5843.17059844949,-5968.57375430633,1714.19726408325,4704.30656571429,531.089248586761,"USA.BrooksRange.6","presence"
2409.21787154422,1944.76890457641,674.493471041409,-3082.86293794942,-3205.07184877091,1734.72440050281,3298.14705040339,489.670196012256,"nonveg_1177","absence"
315.494577688278,-783.379944268341,-695.8213989866,10000,10000,1098.87452195662,-2833.01278752676,0,"nonveg_1236","absence"
2669.42628259151,4438.34606504989,1748.90493167744,-5856.13674285164,-5715.57617568595,3169.64398126526,5472.562406425,1973.09537153608,"USA.SewardPeninsula.19","presence"
2748.87830593746,4493.50010443331,3014.73562365787,-5597.83831879941,-6770.55831002649,2387.31133278069,7453.71089772494,1494.4249470374,"USA.InteriorAlaska.21","presence"
3065.63243968565,3748.96041197181,2416.42480070988,-6439.49146468533,-6807.3602483571,1584.78344036193,7467.63168948436,2006.15035470198,"Finland.Kevo.6","presence"
590.80064391081,-358.277562022042,-367.14601972322,-1952.5273949622,-1006.60784716318,1320.78426042509,482.54034296061,1579.53158565512,"nonveg_785","absence"
2886.04638138099,3225.35866973772,1678.43079578358,-5392.49610086317,-5815.69210594703,1304.06695336983,4828.45537255666,1412.98969875152,"Russia.Tiksi.DryFen","presence"
1050.49769105282,1239.1087985264,116.952306847996,-2340.35990117334,-1747.29618895919,1407.55352264967,2189.06895681958,2407.62312631828,"nonveg_832","absence"
2300.97836056141,2568.11383363797,1599.8362476474,-4552.77107263752,-4715.41367152266,772.714320111508,3716.33717310429,1243.59533512411,"Canada.BonifaceRiver.LSA4","presence"
1169.27152540309,1041.81971341406,1217.31844020487,-2479.00256482428,-1583.68652759487,845.96077022003,1875.0038750028,1489.57506401141,"nonveg_899","absence"
731.005079652094,1144.76864823308,649.508550496233,-1833.47957807938,-1215.08070271611,974.866116627432,1316.06547644826,971.42748302623,"nonveg_535","absence"
2572.87144201632,4282.08390972904,2591.76902478145,-5916.29642060938,-5989.02425006582,1823.66304822926,5070.821523688,1779.54676141323,"USA.YukonKuskokwimDelta.72B4","presence"
649.91490690144,421.741487877381,769.819019289159,-936.329469341157,-194.276664462124,850.253374786761,760.699134830956,1314.77624036817,"nonveg_670","absence"
896.3128615124,1239.63242674184,1088.38013461828,-1955.72741706146,-2292.75317333169,625.759282422688,1674.97203083309,1504.12914395984,"nonveg_807","absence"
971.747016742722,1182.89812806264,901.278885742317,-2220.79962399606,-2992.29038287117,432.164573302604,2208.1118967803,771.490758875113,"nonveg_764","absence"
1076.73814230312,449.594497596064,652.438225741546,-2066.51997245776,-1369.48458369826,627.143644707052,918.738761460562,953.084002887731,"nonveg_902","absence"
1968.52990229236,2656.21098595219,1455.83772479065,-5112.64855404417,-5646.1603316881,1304.10830503387,4687.61253748466,2146.35478046404,"Finland.Javrresduottar.EC-Hummock","presence"
1435.12799867876,1811.48830963624,834.851122517921,-3267.17476497601,-3165.33228364309,976.637187118315,2779.83791043814,387.570603046679,"nonveg_898","absence"
4079.91481631054,4983.01595572627,2559.15165721811,-6280.15379920925,-5776.6589007152,2601.51003628638,6817.99533924351,1698.33435348982,"Norway.Javrresduottar.A-Sphagnum","presence"
2752.88031808967,3750.33930343949,1997.06632029672,-5426.15750364636,-5899.2056195617,1374.98013659068,4787.70916913284,1362.05646244755,"USA.YukonKuskokwimDelta.15B1","presence"
80.0710073321498,20.6656386220191,10000,-1032.08751779948,-529.934044704292,10756.7767964133,380.331499354506,1096.85374364419,"nonveg_1241","absence"
1699.27899285227,1861.53259919378,839.969763779975,-2731.29109117546,-2529.38934739941,1021.5628354138,1719.56732335753,984.760686715984,"nonveg_706","absence"
3382.80225664581,3671.10120809113,2386.21568115325,-5577.4750929482,-6139.01356542085,2143.18708383359,5149.13329345903,1645.011960973,"Russia.Tiksi.Bog","presence"
1174.21561867965,1043.9758187381,395.539834463076,-1852.59537022811,-1391.32656648253,778.675784216571,1398.50154490162,709.92077016171,"nonveg_926","absence"
1076.73814230312,449.594497596064,652.438225741546,-2066.51997245776,-1369.48458369826,627.143644707052,918.738761460562,953.084002887731,"nonveg_902","absence"
2504.41617252711,4145.45670886393,2293.94914297957,-5732.51713057546,-5641.14771354961,1696.70361015176,5557.91120053062,1885.66771095317,"USA.NorthSlope.Ivotuk3","absence"
638.403963559996,2048.99008586695,880.837374513439,-3726.47071634525,-3571.73363303862,1410.58612230695,3229.54692289613,3497.95604642857,"nonveg_856","absence"
589.1318168489,224.056669195237,208.928936224932,-1675.10422390299,-1297.50044164341,652.368687097588,552.218943214535,1045.16526743169,"nonveg_922","absence"
3384.04692725515,3577.83766093722,2159.85420980417,-5767.0947737553,-6014.31421729165,1998.04167242842,5670.0108401008,766.440800689586,"Finland.Kevo.1","presence"
589.1318168489,224.056669195237,208.928936224932,-1675.10422390299,-1297.50044164341,652.368687097588,552.218943214535,1045.16526743169,"nonveg_922","absence"
564.467202000383,433.822063457336,1114.31502169352,-1246.68080976558,-1051.2333808071,900.026774451938,828.028544132382,2336.16824005431,"nonveg_578","absence"
2577.315626067,2928.88565532172,1932.91984291873,-4873.23303389937,-5190.35039790313,1102.88923765416,4650.85887906406,1774.17391293067,"Canada.ChukotkaRiver.TPO2","presence"
3053.90795061194,4288.76941281083,2209.55517477465,-5589.71730196524,-5634.0122059908,1348.56386598708,5618.72718879234,3788.78698142473,"Russia.Yamal.Laborovaya-1","presence"
1483.52975875843,2332.15962010446,236.850138203885,-2929.90496625437,-3475.90740128834,2095.30948190057,3303.96094319388,657.424023565532,"nonveg_662","absence"
2447.03171295793,2730.30072798857,1648.28812707263,-4525.6528638149,-5142.60769552389,1338.65158998404,5327.21577396515,1292.25066065175,"Canada.PayneLake.TD2","presence"
3651.37739977529,3994.70728442207,2276.54307531498,-5868.41579785179,-6089.31181645109,2534.60818862134,6285.24225412743,4153.59210475688,"Sweden.Abisko.VJ-BirchShrub","presence"
504.275463078277,-720.21289007582,715.93120072398,-1835.29276676127,-1790.0246954702,1436.1440907998,925.26004678001,2959.95458987488,"nonveg_645","absence"
347.246906263117,292.939383813465,708.446643672359,-927.902686632636,-2592.61984506284,1079.47562160176,1311.98111516386,2504.92273846122,"nonveg_760","absence"
2748.17064949298,3764.41852354369,1888.65077976644,-5266.02106328831,-4818.55716825634,2421.72572629282,5217.07387440565,2377.35075366386,"Russia.Tazovsky.Burned12","presence"
3146.33080486587,5023.56118677278,1918.54871639234,-6237.42195339544,-6301.05726293629,3089.30246181752,6734.6489120423,3015.70690729454,"Canada.BonifaceRiver.AB8","presence"
-17.334338814281,102.48246198583,160.630977273861,-1364.75752428271,-1696.31076141605,654.796039966654,596.205067389521,1822.91184443089,"nonveg_946","absence"
873.042867472898,1163.70858482691,354.253470872394,-2091.39287786285,-2433.2196004916,809.455113954518,2125.74035974186,2436.89676657956,"nonveg_619","absence"
1687.76375939193,1833.83690897531,1225.93112111444,-3845.46451883853,-4163.01522050103,1473.78798556087,3571.63651991598,1059.41810609981,"Finland.Kevo.3","presence"
1840.37647684919,2648.65134434522,1538.54570223275,-4725.29072134944,-5318.88187999479,983.238831914656,4532.55572993994,1640.78081160696,"USA.YukonKuskokwimDelta.15B3","presence"
418.201774089124,513.550678909597,793.912676604546,-2654.32044071848,-2470.47993063511,643.940455126785,716.140672605963,1395.93726243597,"nonveg_801","absence"
2868.37127687307,4412.87727440561,1938.51420979988,-5815.56098870234,-5753.80718851397,3537.84873549967,5695.46595763696,1916.00480675655,"USA.YukonKuskokwimDelta.B","presence"
2779.48031325882,4118.40989851761,2544.74270506022,-5824.3774846441,-6121.49767777833,1282.65737596968,5512.3870248092,1794.16843209483,"USA.YukonKuskokwimDelta.72B1","presence"
-81.6192745062523,-5.10100256970708,-246.866860137937,-193.010135955483,-1545.1324550606,779.80706611358,587.320892522529,2655.73566654316,"nonveg_721","absence"
89.5300749868324,107.368030712198,-628.284848958621,-1838.77829302404,-1462.00808756158,1370.84698157484,289.826774828802,5519.36643824677,"nonveg_1888","absence"
1306.80353060456,1283.38835191655,615.432835513125,-1650.06412311491,-1555.66772990905,691.370695091439,1755.55936119129,649.487140660926,"nonveg_508","absence"
4635.03275669203,5129.38683973069,3081.07198674264,-6318.69186781056,-6409.44323275962,3328.79827556517,8080.66988356545,1504.31774011408,"Finland.Kevo.9","presence"
2944.81674038792,3558.00965717204,2496.70982371193,-5092.28406831498,-4853.15641102169,1170.29678726676,5114.79677035769,1939.82060270264,"USA.SewardPeninsula.18","presence"
2261.37540538953,3079.4130732088,1453.2765829738,-4786.15217120218,-3653.56101993085,2049.51239258995,4360.00621852632,2572.72318984413,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
1993.14825255469,2389.44197708495,664.196711584921,-4400.56161927518,-4650.55513896803,2081.88686268159,3746.09639365683,2421.7323139833,"USA.NorthSlope.Deadhorse-C15","presence"
2127.39456867339,3501.42120835225,1720.21093439855,-6409.47011880173,-5689.05930954894,1506.33991408857,6698.26356399236,1906.15849979468,"USA.InteriorAlaska.17","presence"
1416.220811664,1312.04348788883,1018.55880253792,-2649.86125353573,-2778.67646675385,718.876632858831,1944.15746202724,2413.28760750965,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
3100.63526232333,4349.68406977441,2263.87501403094,-5660.76422906292,-5801.16038933605,2526.20283531847,5269.27538832339,1521.31662279362,"USA.YukonKuskokwimDelta.72B2","presence"
2540.52486267836,4084.68565291702,2442.87533950607,-5489.7475992625,-5875.82246754468,2120.28668320235,5210.32387126362,1457.35498864082,"USA.NorthSlope.HappyValley-C20","presence"
1681.27762117785,3060.25870349531,1326.44015436824,-4931.99030248595,-4814.17554901336,2019.72830436829,3459.65543827019,2548.94436278819,"USA.InteriorAlaska.AUFEIS","presence"
2008.58982748566,2887.48385468367,1535.19001313776,-4891.60622387871,-5460.48690183094,1277.60225805167,4651.33732384258,1830.54793227867,"USA.YukonKuskokwimDelta.4","absence"
1861.55742201206,3477.36114155651,1476.0448511594,-5700.49961046842,-5955.48314270786,2389.49461922841,5401.00848710219,2853.6930773523,"Canada.DaringLake.MediumBirch","presence"
635.737841362826,777.524749601268,191.123075324316,-1458.55001571162,-1508.92087157265,861.072729839908,1385.65358649219,1258.20429395287,"Canada.Ivujivik.RTP13","presence"
2922.14970346214,4705.996094614,2517.02376918753,-6043.61109658599,-6013.73307891199,2210.94297471258,5871.36870134491,995.503965082857,"USA.NorthSlope.Ivotuk1","presence"
1444.04794490759,840.280272662148,-526.090420222446,-1648.58852421922,-911.795210869281,1970.13836513003,1112.5320115858,1795.93320915434,"nonveg_624","absence"
