"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NDWI_annualMedian","site_code","presence_absence"
3456.53787592517,3008.57690351865,3916.11599408467,2861.03389315794,-6194.12254308926,-6607.38487234747,-4612.5822208288,-6128.3744965335,"USA.YukonKuskokwimDelta.3","presence"
2453.94201721101,2556.07174134921,3061.85116575393,1555.10203722915,-6240.18874723382,-6345.86314806084,-5179.92415364587,-6039.42721040614,"Norway.Javrresduottar.EC-Hummock","presence"
16.4488168841983,-327.415199651822,111.231530076952,599.125448355435,-683.504318099914,-773.632249470739,23.0339292170572,-773.632249470739,"nonveg_995","absence"
570.140789929016,560.385307989718,19.5549231651744,595.316206808535,-1381.78265069489,-2603.02043420494,-389.899370783801,-1381.78265069489,"nonveg_979","absence"
-131.870555646512,849.241786030195,709.769128554268,334.236300186896,-1880.17742502466,-2205.78300178333,-1501.78038373139,-1880.17742502466,"nonveg_1968","absence"
68.3624890540296,211.51754217867,278.127523276635,123.464281432183,-385.826987281811,-929.613874745801,308.051215212662,-385.826987281811,"nonveg_921","absence"
29.0354510424706,487.282339435062,-431.351194972845,176.29257243952,-1075.07708116582,-1687.24260073304,-683.20616064084,-1008.49549635226,"nonveg_703","absence"
2541.82014059386,2046.44584033461,3489.42868051622,1647.75823410076,-5675.91972606604,-5871.70689748263,-4073.45133045848,-6103.04859433466,"USA.NorthSlope.Oumalik1","presence"
454.928294082779,509.734891509184,1215.49396651191,614.883979370747,-2646.54795133898,-2072.49950328027,-1175.86703686976,-2309.68862113696,"nonveg_998","absence"
3086.29224611242,2692.97968612424,3954.31977518728,2128.94516586197,-6469.67812318777,-6440.62292654611,-5241.97511638921,-6193.88706844464,"USA.NorthSlope.HappyValley-C19","presence"
2570.73487013349,2756.56563170021,3268.64137230906,1980.23294160006,-6220.14488459815,-7034.25014678375,-4552.90828598349,-5786.75477176141,"Canada.LeRoyLake.TDA3","presence"
1329.89403151072,744.649043348472,729.815884094112,858.31957041232,-2426.88377690346,-2328.36899631481,-1465.65224279698,-1905.25869059323,"nonveg_975","absence"
885.813444708045,736.595585948658,897.540402824691,674.426710671106,-2872.05039317142,-2546.30560701356,-633.993555740977,-2574.20791222363,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
3222.25143920154,3614.44264882947,3645.267806969,2479.32961240292,-6251.01671038159,-6154.92293651619,-4737.07520900566,-5924.47981994065,"Finland.Kevo.1","presence"
939.593797340872,467.311878469616,1208.48533771703,1049.49287324932,-2288.80267899976,-3812.59212806337,-2278.63361886804,-3547.38405494882,"nonveg_632","absence"
501.613143102029,369.093779604132,588.023019634947,319.084476690751,-2522.76634627106,-2612.36298879719,-1694.21462809896,-2498.61409784699,"nonveg_855","absence"
354.882004167747,104.612413752324,232.558328600791,-578.001967426035,-54.1247226587391,-473.104514185147,1473.29590995794,-38.3318392114129,"nonveg_1547","absence"
3668.33278728113,3808.15141880849,4849.269575014,1903.47973656049,-7514.5640720985,-7630.19139863492,-5221.99903392267,-6409.66933460123,"Norway.Javrresduottar.A-Salix","presence"
4003.33864683651,2957.0373680769,4897.68258635279,2047.3207982081,-7502.85325642743,-7710.02498868256,-4828.94964126086,-6519.51909878099,"USA.Kougaork.TallShrub","presence"
148.427779574223,244.416912752386,7.29835483275309,428.03277569675,-1021.37406334676,-1857.36569926176,-1232.77637612614,-1232.77637612614,"nonveg_682","absence"
3504.69307145562,2804.45642377366,4522.65201595769,2473.97805648807,-6378.86151211041,-6590.73850284764,-4728.41360049136,-6103.51247651157,"USA.SewardPeninsula.QuartzCreek2","presence"
1231.00963156171,894.873202586178,1035.88023985204,716.116220030328,-2864.00204610979,-2894.29098010941,-2227.11116398612,-2513.19582623558,"nonveg_758","absence"
1108.79227301825,632.863308510975,420.841115669808,77.3659000734424,-1430.01777315936,-1608.5874976575,-2216.31488715739,-1430.01777315936,"nonveg_757","absence"
903.117063510584,231.290402941093,376.779258785491,40.3848365202477,-2216.26001232553,-2566.13159807226,-3223.93245698018,-2566.13159807226,"nonveg_801","absence"
1936.72654375622,2153.72030523738,2515.30347741297,1686.75235108834,-5274.13271061434,-4919.75042551931,-2619.18694110465,-5591.32330702241,"Canada.Ivujivik.TP13","presence"
2850.13192278211,2661.28093220723,3192.74067640278,2017.82524150022,-5634.21149874182,-6111.74280846543,-3731.61392189665,-5520.1494996723,"Russia.Yamal.Kharasavey-1","presence"
3366.00549664875,3372.83336951877,4457.98320206595,2508.93252475641,-6949.82152563314,-6833.982160913,-5203.23257362077,-6507.47461561943,"Norway.Javrresduottar.A-Betula","presence"
