"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_red_peakSummer","spectral_EVI2b_annualRange","spectral_NDWI_annualMedian","spectral_green_changeESPS","site_code","presence_absence"
2284.72550443048,3314.88169099903,2019.07839190542,5143.76934040254,818.401948405301,1850.74848453738,-5593.34700659773,-3.15172044426326,"USA.InteriorAlaska.AMSUMMIT","presence"
1622.44192997256,1946.34491975682,1371.13867047453,3749.79771252806,799.085122701492,267.631134802567,-3235.25666286246,-5.863509529008,"Canada.ChukotkaRiver.TPO5","presence"
933.245103170596,1434.63057903728,583.723385838689,1650.95508324547,1117.83100726791,1488.45213920509,-2682.42273908223,-6.27853590457939,"Canada.Ivujivik.TP12","presence"
1684.86595409656,2485.53061935176,1142.29851843947,3721.38523785743,750.673845914999,1411.9730337359,-5566.37810221962,-3.38807701383684,"USA.NorthSlope.16","presence"
504.977190127977,828.48953304022,884.849498673182,897.795740289181,2136.04778912503,583.72185804473,-993.727134994192,1.48804332908721,"nonveg_955","absence"
1646.95175331902,2880.16193337037,1285.56573245979,4387.73942331099,766.768692726129,1942.11096300724,-5223.11278669625,-4.29296298966646,"USA.NorthSlope.Sagwon-C16","presence"
2342.16594860279,3539.68920026938,1983.84138941845,4893.02388267748,593.75504107395,2598.65313523758,-5618.34824270574,-8.24996813277205,"Russia.Kolyma.OW1","presence"
-281.821475251313,-27.6293972076572,-637.768944894721,-915.347888190042,223.120198989022,678.141987557424,4641.76578680508,3.43162869095326,"nonveg_1720","absence"
3554.42197354285,4003.13868861413,2319.15536524636,6395.9707768073,544.942455740091,2451.72727095776,-5903.81728184522,-11.7745724141938,"Sweden.Abisko.VJ-MesicHeath","presence"
605.295760865185,1281.58395815589,1218.41472606738,1569.40812012811,736.403555296291,883.794228155113,-2716.77896614946,0.183536336704074,"nonveg_612","absence"
-481.198517042576,-695.482383488691,252.021636096515,-2305.59471427255,544.510406900635,947.504019585206,3912.63446177148,-1.43244701036979,"nonveg_1367","absence"
256.149783613803,84.2093025748853,528.985082583401,2380.13224823526,699.898707665255,903.614829515746,-2693.55406031878,-5.09263441538994,"nonveg_648","absence"
2277.2627494761,3534.4645864647,2436.16293473662,5016.54469062595,702.570252714009,430.679034273599,-5786.72448341945,-1.70290391786911,"USA.NorthSlope.10","presence"
440.316757660411,126.947215522981,255.243965087198,1416.03423707101,1384.24019157785,1097.34674439998,-1863.36663576837,-4.42309683435348,"nonveg_725","absence"
2701.07295045247,3974.50419365843,1964.96883039857,5567.77256168404,726.978210171371,1674.16705690141,-4929.35661213784,-37.9258836065897,"Canada.Yukon.UPPERQUARRY","presence"
996.669978876573,1529.38897412558,-1099.29361752805,1970.16285976579,816.49317333211,2628.68259165363,-2987.39345656464,2.49605685515663,"nonveg_671","absence"
584.754542649941,341.478331390125,764.453562903592,1372.76926893905,731.959857094131,422.975231513468,-2279.81463115111,0.383651868585986,"nonveg_760","absence"
1971.55272057282,2162.89451148525,707.207237845508,3660.39062799683,785.577332068309,1627.45423144729,-5052.51487068683,1.74155552408061,"USA.NorthSlope.Deadhorse-C16","presence"
632.472170419718,939.57744285142,-427.15544657883,814.731199181851,2072.17595362002,1366.73288943025,-1315.1397517145,-11.7566291474319,"nonveg_677","absence"
149.282576702207,590.253434105178,-138.525795689119,2023.84555539427,1125.7703794757,784.19043860527,-3066.64312551732,-8.9162143753109,"nonveg_730","absence"
-226.334350976602,201.939800231006,-619.808291594884,1646.50810992604,680.240810865361,1427.0576555935,-1685.31709842493,-8.34107095378907,"nonveg_715","absence"
2066.87864982742,2156.65813956646,1065.27795953387,4131.7097373803,702.107486822003,1592.73307549001,-5008.98713589088,-4.51684931528623,"USA.YukonKuskokwimDelta.4","absence"
2452.0382625314,3633.47889933634,2282.34763020457,5261.94235328506,760.8690918977,2293.99665078789,-6307.97470588067,4.33460020482815,"USA.NorthSlope.Ivotuk3","absence"
2083.32847011396,2760.70375729238,1402.01445685208,5369.49087703207,466.000763472201,1354.68196325047,-5368.41731777136,-10.469580019268,"Finland.Javrresduottar.EC-Betula","presence"
47.4501171136863,422.786629589658,-454.74303466732,1301.44005728249,754.999160380424,1307.24783238406,-715.78620496565,-26.8917318251676,"nonveg_1469","absence"
2782.00707004484,3893.40884656894,2262.97562791044,6709.92951673401,397.691673731174,3585.52199595473,-6327.14072977533,0.546243368200505,"Canada.ClearwaterLake.AB2","presence"
2391.9133324937,3701.62140584546,1834.38910889878,5377.76141919298,687.053697679475,1961.84648239275,-6023.45697017371,3.26116579193171,"Canada.DeceptionBay.BEGL1","presence"
2507.21071232207,3049.25470364227,1844.77278179975,5567.61741864908,461.707136683622,1558.49879219475,-6018.77285376191,9.22468649301266,"Finland.Javrresduottar.A-Hummock","presence"
-358.663255014496,-294.562695972541,-534.528502781528,-757.004969213219,561.070817269404,638.545237358563,5512.44646254753,-4.99585355755337,"nonveg_1344","absence"
1350.07035021957,576.365762120846,131.045140805673,1808.21532558333,2223.83555267523,1219.02520941389,-1535.70955793581,-7.96822415449763,"nonveg_583","absence"
2782.00707004484,3893.40884656894,2262.97562791044,6709.92951673401,397.691673731174,3585.52199595473,-6327.14072977533,0.546243368200505,"Canada.ClearwaterLake.AB2","presence"
2452.0382625314,3633.47889933634,2282.34763020457,5261.94235328506,760.8690918977,2293.99665078789,-6307.97470588067,4.33460020482815,"USA.NorthSlope.Ivotuk3","absence"
2898.56326322069,3039.87515980581,1713.30236975088,4181.80735437326,821.224587160172,1549.76148562725,-5546.31513284512,6.87555098606996,"Russia.Tiksi.DryFen","presence"
1687.58818506468,2408.36864484362,1347.13564686679,3636.26509654114,913.537122905341,1210.93978815207,-4597.30711031643,3.80421956874031,"Canada.Ivujivik.TP13","presence"
2776.23827427437,2630.83802542791,1276.59634769407,4939.54250614788,571.383301301782,994.833658430438,-5437.32530992734,1.2387669809611,"Finland.Javrresduottar.A-Salix","presence"
-160.760871689141,44.3599660906767,-44.4972236484598,-22.0036058515355,882.385494877344,266.039382828158,-512.281998313324,2.78259558704899,"nonveg_1089","absence"
-139.710072719813,463.290175671809,772.248197054286,2230.43305858308,1098.6033822775,1587.916948981,-2302.66666541078,-23.7462304811076,"nonveg_606","absence"
-204.706080695909,-176.269594693618,190.570946076072,274.033421164015,3087.226479986,996.353889490562,-1551.74267700283,44.3000054421964,"nonveg_572","absence"
1191.706005129,1425.13998104179,774.53725190655,2232.13289578338,1216.79109587063,621.621010146724,-3247.24710233286,-6.0126080387708,"Canada.BanksIsland.GreenCabin-C07","absence"
2525.83591229824,3102.17985364376,1563.18115051594,4618.73201366432,798.030220731849,1876.193129778,-5510.44059601815,-1.06395414410853,"Russia.Yamal.Nadym-2-IH","presence"
806.228357647131,928.487523634505,684.686359137776,1117.16703514805,2149.41951364898,243.801164496729,-1556.9123324685,-4.20711270037952,"nonveg_767","absence"
2391.9133324937,3701.62140584546,1834.38910889878,5377.76141919298,687.053697679475,1961.84648239275,-6023.45697017371,3.26116579193171,"Canada.DeceptionBay.BEGL1","presence"
-226.334350976602,201.939800231006,-619.808291594884,1646.50810992604,680.240810865361,1427.0576555935,-1685.31709842493,-8.34107095378907,"nonveg_715","absence"
2199.66017295033,2656.1122222685,1885.55909631621,4934.27739916394,817.802391795207,857.947239505845,-5439.09611499662,-10.0280243682161,"Canada.ChukotkaRiver.TPO3","presence"
362.272713056711,270.811532230594,-103.152194151458,1009.59913122624,1335.00469964449,779.987435284106,-1102.28770182589,-9.390969391846,"nonveg_973","absence"
504.977190127977,828.48953304022,884.849498673182,897.795740289181,2136.04778912503,583.72185804473,-993.727134994192,1.48804332908721,"nonveg_955","absence"
340.019809035578,-38.1208590343042,-24.7830253884841,1111.96479831998,485.98992230305,660.704308797575,-1050.14871243508,-8.77253894184987,"nonveg_870","absence"
178.836715371731,457.83317599322,425.787130416527,1038.18839975079,1917.24123189289,835.600850835561,-834.589925736986,-3.8461332632161,"nonveg_936","absence"
1330.18425232837,1861.96346868803,1140.18543354564,5116.02241976643,519.710043146746,1686.24682337959,-4649.11375931158,-11.0595443456442,"Canada.ChukotkaRiver.TH5","presence"
2327.71284079383,2758.54188660149,1650.02967109095,5387.12347873374,519.967165150382,1188.13527941709,-5930.86841908663,1.48531940011175,"Norway.Javrresduottar.EC-Hummock","presence"
240.547395148818,270.489235141963,359.402868932772,-541.878999030511,2177.67966342229,775.313234152205,-569.990983579973,4.13438068194296,"nonveg_995","absence"
170.490899696819,541.711167798255,-117.863034179349,619.591602554288,547.100606550035,659.574201977604,-2.06828338819776,-4.13627605998955,"nonveg_689","absence"
2802.25680408287,3643.37138838829,2570.45016443036,5465.8254393665,717.653650130574,2159.10082420516,-5427.93979938841,-3.98287374382227,"USA.YukonKuskokwimDelta.72B1","presence"
690.940609610848,954.99025171546,-506.103515439758,2096.95647636652,1187.57012377809,1880.52961033472,-1164.82974495227,-16.4906914552038,"nonveg_695","absence"
2288.42010132261,2949.79750089881,1454.2935820799,4347.95487946686,671.435380429123,3064.7230437272,-5919.86999231687,-2.27797112930806,"Canada.DaringLake.Tower1-SedgeHollow","presence"
490.876342940336,537.791644726814,149.5992822245,704.298414295687,1901.89265660924,523.715388984627,-698.795887978749,3.2406376749059,"nonveg_806","absence"
2956.24593690858,3728.71257625782,2539.66085747213,7018.98991969988,294.321608377609,1828.96488132082,-6403.71344831249,-11.0089943940828,"Finland.Kevo.6","presence"
-226.334350976602,201.939800231006,-619.808291594884,1646.50810992604,680.240810865361,1427.0576555935,-1685.31709842493,-8.34107095378907,"nonveg_715","absence"
-203.878893267391,-193.361421398863,31.8318126979344,-463.617676663606,1098.9314550848,439.587326310164,-5.6358792122403,-9.16459515851645,"nonveg_592","absence"
-604.44388995876,-220.762184367554,270.363297126971,787.635405883013,102.687243998393,1213.71053838755,-1223.28875416781,-15.2979179001325,"nonveg_1213","absence"
2766.38021799664,3825.08851221083,2266.24222428073,5652.43546691323,518.273321695724,2663.00788149592,-6290.43188697243,1.92388080384933,"Canada.Yukon.PAGE","presence"
1287.67347689032,2481.58376119649,1037.61109179852,3498.47833745648,640.915954700997,1629.13319433616,-5319.60921151903,-6.1998725848762,"USA.NorthSlope.9","absence"
1223.10345727037,2734.62645866695,1278.14851324222,4611.80284734698,629.345578603814,2671.03109239719,-4993.1447900381,-7.67449008436673,"Canada.KluaneLake.Quill-MixedTundra","presence"
614.307324239265,1.4044867155969,-160.6511461742,572.324149112226,409.441479352938,827.307511082891,-1180.7879121203,4.33276351414968,"nonveg_1654","absence"
256.149783613803,84.2093025748853,528.985082583401,2380.13224823526,699.898707665255,903.614829515746,-2693.55406031878,-5.09263441538994,"nonveg_648","absence"
1927.17797477206,2559.84227505078,1696.51715484501,3768.29026782756,797.830632639559,1213.85754900383,-4369.63181007112,-3.46547478447696,"Russia.Yamal.OstrovBelyy-2","presence"
2252.54751113334,3042.37281742673,1753.25680279956,5759.01592500699,525.954511443341,1845.40046870421,-6241.41873904225,-5.19567474792772,"Canada.LeRoyLake.TDA4","presence"
-203.878893267391,-193.361421398863,31.8318126979344,-463.617676663606,1098.9314550848,439.587326310164,-5.6358792122403,-9.16459515851645,"nonveg_592","absence"
1608.07929794623,1147.8496122204,1015.58815497073,636.020181974933,1982.97865769618,1207.13176456053,-1873.34481625411,2.75150432159639,"nonveg_508","absence"
271.157291636169,-454.477207784555,-1467.21189423961,-3721.07607766085,301.59398226963,1738.36918587577,7974.27361308233,-17.5184847231904,"nonveg_1797","absence"
1366.06490589207,1355.33146156256,971.286538799302,3294.43331738205,846.415051012472,717.706479814658,-3787.54631729631,1.30188694326223,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
362.896751910368,1279.95794968331,148.680871096925,535.058679387455,824.010941363345,1131.27707858638,-1065.66687571852,-6.46678888656565,"nonveg_923","absence"
2436.75629785496,2316.57591977047,1281.65030237621,5125.01521632702,479.218728280356,1341.52148526588,-5670.36585518692,-1.47178704182025,"Finland.Javrresduottar.EC-Hummock","presence"
2135.50858605468,3023.16080461117,2534.33285588746,6014.12369900521,621.548283446988,2423.19291322637,-5270.82495382897,-4.02531551473964,"Russia.Kolyma.T1","presence"
3377.43723171064,3485.8206794077,2315.9117512453,5238.58789764209,733.862217989769,1691.48071638613,-5135.00646208934,-1.20141692463863,"Finland.Kevo.1","presence"
2424.28617169242,3731.67567335247,2025.92625633905,5382.80806936191,711.760497404604,2503.48977009071,-5502.55686726728,0.142506044491778,"USA.InteriorAlaska.LOWERQUARRY","presence"
318.537997285884,376.189827804014,335.09811863584,483.910980119181,1091.0503007803,392.624447998525,-1742.7286643839,-0.806804536047632,"nonveg_871","absence"
3377.43723171064,3485.8206794077,2315.9117512453,5238.58789764209,733.862217989769,1691.48071638613,-5135.00646208934,-1.20141692463863,"Finland.Kevo.1","presence"
2701.07295045247,3974.50419365843,1964.96883039857,5567.77256168404,726.978210171371,1674.16705690141,-4929.35661213784,-37.9258836065897,"Canada.Yukon.UPPERQUARRY","presence"
1072.7273307283,2069.35963583346,1297.50100648528,3969.88648467128,991.252254439065,632.425507086036,-4779.8021768081,-1.20871271444998,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
690.940609610848,954.99025171546,-506.103515439758,2096.95647636652,1187.57012377809,1880.52961033472,-1164.82974495227,-16.4906914552038,"nonveg_695","absence"
3416.90483577479,4350.40077351126,2016.27666821401,6485.16736297031,546.161104433685,2962.89303096326,-6096.92816426564,0.528328241543914,"Norway.Javrresduottar.A-Salix","presence"
2098.64789491856,2788.86924533386,1845.35980274945,4443.07613332474,740.404880813558,968.819263557899,-5335.91611784702,-2.89652313206189,"USA.YukonKuskokwimDelta.15B5","presence"
-589.454578429413,309.896553535063,112.438855693587,559.881509185338,1164.59768385987,1128.41484889614,-987.057139105763,11.2871730399531,"nonveg_594","absence"
2788.42189360371,3093.20328075056,1836.58505944945,5459.68521341163,561.194526601672,1756.7811931423,-5891.16262290278,2.1889805371806,"Norway.Javrresduottar.EC-Betula","presence"
1684.86595409656,2485.53061935176,1142.29851843947,3721.38523785743,750.673845914999,1411.9730337359,-5566.37810221962,-3.38807701383684,"USA.NorthSlope.16","presence"
-358.663255014496,-294.562695972541,-534.528502781528,-757.004969213219,561.070817269404,638.545237358563,5512.44646254753,-4.99585355755337,"nonveg_1344","absence"
630.94269534274,186.861140623314,422.684647836707,2035.43365805539,1767.41209079353,1082.11032525367,-1623.71080969494,-14.6404176343725,"nonveg_645","absence"
3183.8541494083,4152.96442186282,2456.98395670351,5771.10883792427,616.812085878675,1934.15175457688,-6472.49348098187,-7.2674278471651,"USA.InteriorAlaska.DEW","presence"
1606.04195767444,3062.77121933866,1591.35728707672,4867.42537710141,718.187547294275,1562.70111360493,-5852.87861084845,3.55730859413373,"USA.NorthSlope.12","presence"
2153.34438968531,2579.21232420647,1727.2367899976,4337.63974655614,693.92826142458,647.684468477438,-4110.91077419321,-2.17442937047248,"Canada.BonifaceRiver.LSA4","presence"
480.835624867394,343.274614777651,380.459869373903,962.687675290784,1176.51764226158,283.457206349543,-1672.86549205519,-5.6747831805121,"nonveg_953","absence"
2885.8709457287,4133.57607855883,1806.69947441292,5634.38497722378,557.819930868886,2591.99196203791,-6309.15468043246,-3.34385294688484,"USA.Kougaork.GraminoidShrub","presence"
1330.18425232837,1861.96346868803,1140.18543354564,5116.02241976643,519.710043146746,1686.24682337959,-4649.11375931158,-11.0595443456442,"Canada.ChukotkaRiver.TH5","presence"
409.250475218351,1429.9303417713,461.246791311918,265.952370508444,649.631357361229,1734.95414166638,-1376.60763775991,-0.565251345376033,"nonveg_608","absence"
2790.50623423768,3622.26401503858,2330.63287856355,5850.26750447354,597.095027488755,2731.62251091255,-6262.42303398899,1.24288400347057,"Canada.ClearwaterLake.AB3","presence"
49.5735367117871,-383.685654834286,-141.505917912619,3560.73616615345,52.9550071157046,667.267664472083,1997.00543676903,-3.75352907384741,"nonveg_1880","absence"
962.927675804915,692.092292200849,330.984566801675,1153.99705533028,1596.86355751703,785.683707846506,-1973.64270640541,-11.8392010256577,"nonveg_849","absence"
1072.7273307283,2069.35963583346,1297.50100648528,3969.88648467128,991.252254439065,632.425507086036,-4779.8021768081,-1.20871271444998,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
440.316757660411,126.947215522981,255.243965087198,1416.03423707101,1384.24019157785,1097.34674439998,-1863.36663576837,-4.42309683435348,"nonveg_725","absence"
50.067393505362,-290.099081339016,6330.69214863463,1536.13727013172,446.553108395321,6905.66818607256,-2587.9413171388,-30.7682223831215,"nonveg_1353","absence"
1545.1942495437,2427.36282162759,1186.98432677234,4589.8212478668,649.305104020625,1680.36698173506,-4827.60017865721,-0.810805947673449,"Canada.DaringLake.Tower2-SedgeFen","presence"
2009.93034107041,3037.01494433995,1605.33191170731,4768.85766972053,642.616598643226,2185.96517380814,-5107.9804698441,3.94816691260074,"USA.NorthSlope.Oumalik1","presence"
986.342026239729,580.33056883761,686.703793122376,1622.56593019623,1239.36860850716,484.25450931072,-1059.65051494106,2.91468930938707,"nonveg_714","absence"
902.863091765523,552.614259637676,720.928694253802,1626.19077793241,954.749107279216,419.564772246561,-1571.94376563728,5.43457337887852,"nonveg_867","absence"
632.128954537519,1148.95125516542,1393.64375000641,1948.63623183025,698.714623418016,761.51479546889,-2473.83738870541,-3.32222416157375,"nonveg_600","absence"
632.128954537519,1148.95125516542,1393.64375000641,1948.63623183025,698.714623418016,761.51479546889,-2473.83738870541,-3.32222416157375,"nonveg_600","absence"
505.578035698689,-17.4415697732102,605.322925665845,853.977307574632,1728.23120380735,651.421408068029,-1133.5606691882,-3.97732383359932,"nonveg_578","absence"
2502.71365999732,2896.34904365158,1866.93145896869,4764.76325033068,823.61840097543,1146.47709676891,-5113.32408379675,-17.4862151540059,"Canada.ChukotkaRiver.TPO2","presence"
592.020758732528,952.894849695431,434.937307859681,702.28163447547,672.924728164309,1031.07135131905,-679.070360128848,-7.18658333562381,"nonveg_1499","absence"
1215.58085380441,1303.76496407748,955.450922588762,2665.0982247568,961.964365823123,836.226516969654,-1833.17384466967,-25.0284105475474,"nonveg_807","absence"
1904.11178207615,2421.89019932489,1660.01630332768,3899.53297726202,781.819768082775,701.142802053296,-5243.62665220918,-3.75372981165233,"Canada.PayneLake.TD4","presence"
-202.455521416754,217.671058470389,326.432757477458,1279.36285841586,660.412823182002,618.756369043631,-2116.27265966871,-7.56244073020626,"nonveg_684","absence"
353.002555702526,478.914556498364,584.645557767774,1560.79954728367,653.957007051994,312.248955534514,-1952.54502752352,-5.43301220931803,"nonveg_968","absence"
2998.85193462581,3169.53964663861,2111.62012524671,5169.90557473883,712.008164124265,917.550428654656,-5762.18727199484,4.11419660256704,"Norway.Javrresduottar.EC-Sedge","presence"
2009.91104713909,2743.64969288549,1567.78307692392,4193.05139332034,850.342374135071,1433.89867129227,-4788.13282277609,-3.58404834636882,"USA.NorthSlope.Sagwon-C15","presence"
538.573684656797,507.622918289737,428.199958501142,1596.28439374353,932.644605145536,670.742112718205,-2552.01224933662,3.45952864503817,"nonveg_957","absence"
2187.94802329147,2575.12676977,1724.483628173,3990.32290876532,982.285388830827,1350.60009984711,-4038.48332266115,-9.22364037275302,"Canada.BonifaceRiver.LSA2","presence"
31.8558646908353,-157.689471695516,-638.653421421554,362.433935570525,1839.47851513611,941.235937121869,-611.836750660463,-39.8146061163025,"nonveg_558","absence"
628.246341902492,1535.17724614776,577.842606351957,4670.92532485116,291.202143153519,1141.53418904472,-3361.16529236156,-26.0286227969681,"nonveg_856","absence"
1687.58818506468,2408.36864484362,1347.13564686679,3636.26509654114,913.537122905341,1210.93978815207,-4597.30711031643,3.80421956874031,"Canada.Ivujivik.TP13","presence"
714.405653798663,908.827445885883,1068.30165763067,1904.19246932202,654.890669688259,550.431276835999,-2306.75432373449,-3.77137825064081,"nonveg_575","absence"
1606.04195767444,3062.77121933866,1591.35728707672,4867.42537710141,718.187547294275,1562.70111360493,-5852.87861084845,3.55730859413373,"USA.NorthSlope.12","presence"
35.6800852613382,798.044753199726,278.362225349997,300.508264733157,1399.9547354884,762.364667938388,-948.449484727105,-19.3845255578138,"nonveg_1473","absence"
-261.542581778014,1055.11028585061,1365.73089812801,2623.54767199358,756.443044791706,1631.92623993542,-1477.90969665345,-8.84974685975922,"nonveg_745","absence"
775.671497846639,746.213943285004,1557.59333677334,2862.4394713912,1052.20769862656,819.655802578816,-3165.29134643695,-14.7811355633896,"nonveg_764","absence"
3429.28672566218,4179.34417747719,2508.73694892087,6052.42656948862,564.646181574444,2299.46861337918,-6315.94709859563,0.57841340184738,"Norway.Javrresduottar.A-Sphagnum","presence"
-319.58103546722,-591.154792785586,-184.829032270259,-513.152251110764,767.246293751063,406.325760515327,5358.67093169455,-9.76830568434016,"nonveg_1290","absence"
1548.0845366777,2627.23762653733,1638.34803367401,4161.95918447905,845.882831768075,2715.88752788653,-5374.89077698898,-4.79169886531091,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2242.46497181782,2944.86664257698,1782.14688274408,5512.23843714714,545.942506786272,1495.72262620341,-5722.31332966156,-6.85737326438627,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
1700.39378154326,2539.62938927118,842.494058617984,3716.93290246797,669.657770600132,1885.56819184385,-4384.35920876074,-7.17451048061905,"USA.NorthSlope.Deadhorse-C15","presence"
975.495570080829,877.481500486284,501.25585327805,1627.2145826024,863.583479728373,314.433408625726,-2683.49440462943,-6.04962830623035,"Canada.Ivujivik.TP10","presence"
975.495570080829,877.481500486284,501.25585327805,1627.2145826024,863.583479728373,314.433408625726,-2683.49440462943,-6.04962830623035,"Canada.Ivujivik.TP10","presence"
2681.54107300625,3409.69000617312,1621.0260026452,5030.25596626379,711.313494652881,2122.65073670105,-5405.70422097626,-0.14513079679014,"Canada.DeceptionBay.BEGL2","presence"
628.246341902492,1535.17724614776,577.842606351957,4670.92532485116,291.202143153519,1141.53418904472,-3361.16529236156,-26.0286227969681,"nonveg_856","absence"
690.940609610848,954.99025171546,-506.103515439758,2096.95647636652,1187.57012377809,1880.52961033472,-1164.82974495227,-16.4906914552038,"nonveg_695","absence"
2589.57636236294,3263.2413262498,1616.52898845825,3905.13572228752,767.141662966526,2026.56297607271,-5665.94842168591,-8.17118950491551,"Canada.DeceptionBay.TH8","presence"
