"spectral_EVI2b_endSnowfree","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NDVI_annualMean","site_code","presence_absence"
237.877275256584,459.001143945717,-580.150386030096,-953.1500530103,-1121.17635625238,-1063.63553143799,-1784.99166822079,504.00931403578,"nonveg_709","absence"
2773.64284592729,4048.90447502431,2465.51871506212,-6084.68785451556,-6262.65251424505,-6510.60141306436,-5433.47889736727,5479.40826368633,"USA.YukonKuskokwimDelta.72B1","presence"
-17.6020998808386,103.381259310138,-85.1450962611837,-2140.96572316627,-924.876787160834,-2336.15647383021,-1658.62470949084,957.768587919166,"nonveg_684","absence"
782.590073233588,745.883176847629,1.93066528611499,-512.97614994965,-1149.21085251703,-842.644399960263,-172.377091183358,360.799624684346,"nonveg_1234","absence"
342.455981339861,260.544680707905,357.460230027541,-1571.075138823,-1164.56651984184,-2121.90314072011,-1186.16187976999,773.159019630761,"nonveg_922","absence"
471.388925883318,865.905958135928,-164.336569662691,-2409.91446954732,-2565.21942636765,-2227.8364580096,-2547.59579501409,928.954407310462,"nonveg_628","absence"
143.645545810133,-69.8547518028134,82.5573430207993,-743.899354812833,-733.478321283145,-909.442761976572,3.65983677187376,-21.1525827830531,"nonveg_875","absence"
1226.0657900466,3637.04345649768,1134.52877243997,-4500.00356627557,-5491.56066603491,-6551.84075916411,-3389.18728924322,4513.56808232174,"Canada.KluaneLake.Quill-ShrubTundra","presence"
1271.39310814429,5103.30955289978,1099.76776711025,-3766.96543883085,-5677.6478292584,-7067.24329374192,-4094.72179077833,5473.84485986616,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
2826.94079206297,3627.38687130942,1894.38827366265,-5871.09743622116,-5678.58433256284,-6086.61607262695,-4804.45205125962,4796.0350022496,"Russia.Kytalyk.T3","presence"
1510.97155850047,2153.1119140246,1184.86621380487,-5138.59689494597,-5348.30072656107,-5831.99807700146,-4367.10634159938,4604.42962335629,"Canada.ChukotkaRiver.TH5","presence"
1006.55878708865,771.81364536971,58.7508964201464,-2708.16633450469,-2391.07184737869,-3253.04854147979,-2796.83040426779,1842.9751761769,"nonveg_680","absence"
2684.81733486214,3360.38248262111,1812.34941588108,-6205.28429843993,-6650.89086481756,-6724.59842987025,-4852.33965359322,5684.15383283448,"Finland.Javrresduottar.EC-Spring","presence"
2215.35894764638,2874.26948520735,1349.04967839138,-5573.23298649618,-6098.19910425105,-5893.57849425656,-4247.15820054461,5499.02619643807,"Finland.Javrresduottar.EC-Hummock","presence"
1933.06741082475,2639.83464591224,1182.21013901712,-5211.09590478828,-5365.19272263863,-5410.79322178694,-4040.09363937952,4030.55611854035,"USA.YukonKuskokwimDelta.15B7","presence"
1871.26877508748,1590.63755842295,1310.59310465813,-3716.15844864298,-4181.33857052167,-4282.15450488788,-3032.49198007294,3533.68746183264,"Finland.Kevo.3","presence"
236.300711589432,-295.399790017187,-587.185436751166,-459.096362892486,-528.976472648049,-2098.44125164863,-213.067250779146,132.283978599077,"nonveg_842","absence"
3378.14788806442,4961.63101733849,2281.90010330813,-6135.00850531495,-7062.8810039629,-7347.23678323266,-4554.09110508309,6297.093354462,"Canada.BonifaceRiver.AB8","presence"
1051.45525276161,1200.87206366721,602.667101084442,-2532.77053987744,-2775.89634489511,-2770.16912435225,-1601.91514277449,2092.76459695304,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
928.633113114176,711.861958160971,-623.943495088833,-236.581094969032,-432.908044244941,-1375.83013714264,-1001.13577968093,1127.43709314287,"nonveg_1340","absence"
553.60350679168,83.4441099099423,837.296209380683,-1653.88085238317,-2352.38535031363,-2598.07788278811,-873.535045923906,1196.73133469026,"nonveg_968","absence"
2176.35792144175,4139.58818909471,1987.69259340759,-6684.74732692106,-6154.41561071233,-6264.20343165316,-6164.81128194794,6275.21116044997,"USA.InteriorAlaska.20","presence"
2093.30943149133,2496.35575784823,1116.59336319911,-3916.67651548855,-4755.11017290511,-4750.49799736177,-3703.17029596843,4376.42661920702,"Canada.BanksIsland.GreenCabin-C10","presence"
601.465710061117,342.974615875042,353.799988426402,-842.98411810631,-925.340602912776,-1670.70136972313,-566.313789781376,609.852907329118,"nonveg_560","absence"
608.616272872888,625.022783514344,202.747136399895,-1780.67750388089,-2597.25798947656,-2384.55487088699,-2409.47653218612,721.020770478621,"nonveg_606","absence"
-279.106724435377,131.512592972496,-180.067569559126,-2504.72453424525,-1604.01115724563,-1742.64410094081,-1772.32604200034,356.484851565286,"nonveg_785","absence"
2314.40570966605,3703.09241484936,2042.14752538591,-5564.1189674052,-5867.74018138709,-5785.95858927699,-4650.88356470726,4881.82723579019,"USA.SewardPeninsula.18","presence"
1357.97276011774,1486.86320824085,687.44474739532,-2690.76406108828,-2783.60651164634,-3290.68631913137,-1777.55703394271,2357.27666798259,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
236.300711589432,-295.399790017187,-587.185436751166,-459.096362892486,-528.976472648049,-2098.44125164863,-213.067250779146,132.283978599077,"nonveg_842","absence"
2291.93685342624,3616.63717597992,1693.82411493746,-5564.32751346964,-5524.94613193738,-5823.92160772544,-5398.19574169819,5192.83223060757,"USA.NorthSlope.10","presence"
1182.47379404892,68.7477383229824,747.75297764765,-1252.21894700648,-1282.87232332982,-2744.94492768545,-1664.22737386994,1122.70167517567,"nonveg_902","absence"
585.949550609763,-203.649848897649,-286.198785453268,-125.076112013414,-526.821231706894,-1179.23310073997,-1117.35825291656,-47.8888062631978,"nonveg_995","absence"
1661.82722791547,1946.94759896236,1451.36592348474,-4696.63486059927,-4917.66752424459,-5363.37058693636,-3588.84282672126,3284.5874895393,"Canada.LeRoyLake.TD4","presence"
2463.72364848234,2886.67505266497,1811.56715173261,-5498.82197781537,-5842.2755501388,-5746.6511394537,-4370.36733593727,4399.6226953621,"Canada.ChukotkaRiver.TPO2","presence"
592.465165234271,196.060322474795,658.711915441881,-1989.93363919897,-2490.72051486034,-2526.47190399089,-2126.60770025964,876.156829956417,"nonveg_1309","absence"
-97.3233468887467,68.3049389687455,-296.078781046986,-1633.18235303535,-1481.81205959566,-2144.75671224094,457.842631138623,515.787244999228,"nonveg_903","absence"
316.454590692496,964.449600902967,501.143127538958,672.132768861428,-2639.59403341978,-2315.93914337502,-1435.15424088384,898.969655881668,"nonveg_623","absence"
2649.1988853747,3945.72161476633,2554.68386641541,-5704.4012889853,-5748.86908236205,-6098.97634693783,-4740.07285042723,4942.14068397024,"USA.YukonKuskokwimDelta.UB7","presence"
318.823189768094,732.991018541629,-102.660581512445,-1271.18529145053,-891.784489127642,-662.861756647914,-1336.19093875201,670.034413258127,"nonveg_994","absence"
861.890678978548,890.621215268284,342.989742555284,-2308.56833134858,-2150.98214301384,-2717.98505215971,-1597.81931348358,2029.66672632122,"nonveg_957","absence"
2435.6425437623,2718.58409184452,1369.48661530303,-5812.85245705812,-6277.55491273758,-6272.21753479903,-4686.3521546111,5426.70230366509,"Finland.Javrresduottar.A-Salix","presence"
2660.78073239033,3217.0243985586,1597.86163156404,-5771.06654969567,-5937.62416098294,-5918.11623319584,-4835.3236441575,5525.93460887701,"Norway.Javrresduottar.EC-Sphagnum","presence"
49.3127869199773,134.106981807887,715.408009294725,-1938.27674682078,-1241.30726720161,-2184.00005125355,-858.867131471178,914.354453742875,"nonveg_871","absence"
1933.06741082475,2639.83464591224,1182.21013901712,-5211.09590478828,-5365.19272263863,-5410.79322178694,-4040.09363937952,4030.55611854035,"USA.YukonKuskokwimDelta.15B7","presence"
3415.51329171699,4037.83294957529,2272.32227610782,-5816.91466910039,-6270.88234677905,-6394.412011552,-5120.45960252477,5602.27061824836,"Sweden.Abisko.NT-MesicHeath","presence"
2968.4450012399,4014.82255475698,2476.51010852823,-6153.37349025449,-6571.39220177956,-6794.15434732152,-4870.53686740451,6268.8821128991,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
127.564911373549,673.422564338206,-143.81293770339,-1378.36145723543,-1301.72770484016,-1056.50996107962,-937.515250484135,985.998878155821,"nonveg_794","absence"
2047.79940276296,3068.91288222184,1782.11260341815,-5336.52428298888,-5719.18539563178,-5346.35872738024,-4313.77561252816,4247.31038393525,"USA.YukonKuskokwimDelta.5","presence"
1929.49522268914,4090.71679866024,2016.92690474772,-6124.01247975009,-6453.63908399022,-6329.57570257222,-4663.55021811617,4736.45742062925,"USA.InteriorAlaska.24","presence"
554.088911508659,-381.373708997189,-403.426310913148,-80.7838797053625,-472.861664738358,-951.510377150209,496.466943566151,142.526185955318,"nonveg_1927","absence"
2037.90385371347,2639.33745626668,1442.7840545866,-5430.94281739943,-5197.42951547474,-5789.5685751494,-4127.83310938062,4331.99834127032,"USA.YukonKuskokwimDelta.4","absence"
963.100111796179,-163.512867470954,-382.2638556491,-1134.93929738442,-558.48826198409,-2641.98387172938,-2367.05304815463,781.880837360012,"nonveg_674","absence"
2871.29221020702,4321.16585583109,1518.19850944692,-5993.14438614029,-6563.98969171836,-6935.74714274332,-3973.11522908965,5444.10634934234,"Canada.DeceptionBay.BEGL3","presence"
2648.71938818634,3313.04571563131,1892.42072238595,-5507.72705696121,-5706.04967208583,-5785.15952688465,-4297.04946390087,4760.72769145813,"Russia.Yamal.Laborovaya-2","presence"
2146.85856141109,3083.0151618338,1637.99589980861,-5219.85659488871,-5286.35413714563,-5237.04726020115,-4102.37734348442,4790.04737226087,"Canada.PayneLake.TD4","presence"
-983.042651467051,342.06403760312,-365.158149675607,4534.192467604,4252.97189999451,3073.47260837135,2162.49383610144,844.710341335014,"nonveg_1736","absence"
2365.78468331894,3041.88681529794,2165.12567425756,-5515.33629738666,-6065.65506746246,-6581.3459553458,-3382.3390192179,5571.53148831897,"Canada.DeceptionBay.BEGL1","presence"
3137.87814646939,5068.11801814359,1706.00129747437,-6046.14545522474,-6663.55161922321,-7098.21317609045,-5007.40325385564,6049.05484923669,"USA.YukonKuskokwimDelta.B","presence"
-100.584968273249,734.774114693049,449.361262742329,-1430.12865549221,-882.048260024038,-743.585717647461,-92.6774573162185,607.21078732222,"nonveg_932","absence"
570.410422067366,540.600801126666,197.291612647197,-1570.77666709256,-2112.48586993389,-1844.83074563231,-1428.50315400913,992.918994549822,"nonveg_693","absence"
1508.24118164827,518.844123926428,300.168969390507,-830.488007832884,-2314.18953489784,-1994.57782297296,-1995.69001665174,1051.84311495045,"nonveg_602","absence"
3746.21072160279,4718.6043145053,2026.59114241285,-5630.90897414716,-6593.98464319645,-7002.33666588604,-4259.58734841834,6104.27118120057,"Sweden.Abisko.KJ-SalixShrub","presence"
784.563517227386,93.5030573968046,207.193667588121,-1079.43235545969,-1669.93054881206,-2686.23584486781,-2097.42518338341,1037.34783821662,"nonveg_814","absence"
405.359069170377,518.163822351299,630.290649416565,-1679.35896657601,-1686.51258513371,-1511.44527430158,-944.76400954203,893.088296875527,"nonveg_955","absence"
2132.00666607334,2833.40414948481,1510.21576079662,-5002.05592998257,-5931.26314318064,-5392.49676898771,-3100.00408960689,4314.62589157928,"USA.NorthSlope.14","presence"
3382.61311385714,4518.31408607193,2029.96007398911,-6287.37011439839,-7337.27691506856,-7274.25584827424,-5749.12005615536,6513.261383347,"Finland.Kilpisjarvi.15","presence"
353.559134792636,475.360399031384,430.493813822819,-1783.67852345129,-1300.39632096939,-1757.71510444864,64.9444426716972,1252.78826663482,"nonveg_779","absence"
1709.47958931484,1926.07860549172,632.735094401804,-4683.99580272681,-5445.0324180991,-5793.1615685459,-298.953387691705,6097.84813321845,"nonveg_1607","absence"
1226.0657900466,3637.04345649768,1134.52877243997,-4500.00356627557,-5491.56066603491,-6551.84075916411,-3389.18728924322,4513.56808232174,"Canada.KluaneLake.Quill-ShrubTundra","presence"
-345.18163002561,-36.8951505923143,136.185232654242,-1022.28349468398,-1236.1543392582,-1412.57511085424,1288.47036820551,-15.1798757091597,"nonveg_1172","absence"
2480.77828200944,3515.97786473999,1983.82095971464,-5534.3441040733,-6549.43728038884,-6772.42163077354,-4388.53939160562,5425.21575261334,"Canada.LeRoyLake.TDA4","presence"
3178.32581394832,3518.79602762803,2453.27575092396,-6557.1255934406,-6972.31767607483,-7165.78217627698,-5555.69039195588,6665.80854356992,"Finland.Kevo.6","presence"
989.757884820919,1435.13759106113,98.1955298665162,-2053.37104554321,-1343.89953480755,-1695.0302536774,-1640.65460885703,1256.19460301647,"nonveg_880","absence"
585.949550609763,-203.649848897649,-286.198785453268,-125.076112013414,-526.821231706894,-1179.23310073997,-1117.35825291656,-47.8888062631978,"nonveg_995","absence"
836.913449343668,1670.98244494176,954.120640294788,-1873.72716632966,-2630.58013902623,-788.782063219416,-1493.8573500914,1330.01626592005,"nonveg_543","absence"
1006.55878708865,771.81364536971,58.7508964201464,-2708.16633450469,-2391.07184737869,-3253.04854147979,-2796.83040426779,1842.9751761769,"nonveg_680","absence"
2713.7285187062,3040.08942241807,1858.36295527752,-5557.25076014756,-5555.10689949033,-5686.01724079551,-4000.940583637,4089.0642121474,"Russia.Tiksi.ShrubTundra","presence"
2230.59869031774,3644.50026029114,1840.60844578722,-6034.74356010693,-6075.54407980009,-6236.04946639184,-4962.86511233076,4996.38543192434,"Russia.Kolyma.T2","presence"
191.95188641888,608.390018900077,133.568266560212,-701.50933726049,-516.699708589306,-494.909232743572,392.922289791658,532.856308992785,"nonveg_1213","absence"
-792.349464647078,781.729857059616,33.5856498344746,-3392.52160044358,-3070.34635529466,-1531.8581547469,-2536.93773509634,790.997135075945,"nonveg_736","absence"
1972.64066779856,3763.74904255826,2084.09021377112,-5713.60189892014,-5768.17476656689,-5654.17073642884,-5069.15261276272,5876.50286289382,"USA.InteriorAlaska.4","presence"
1681.23073080634,2799.69721564743,895.866062790199,-4838.64904551761,-4996.45955912186,-4788.98163392402,-3012.24335406095,4293.52983884103,"USA.NorthSlope.Deadhorse-C16","presence"
741.660396607172,420.68721294931,53.7598845220547,-106.051704827906,-2138.63688206998,-1843.27684873192,-782.192960817109,2593.3960138153,"nonveg_547","absence"
2528.85692145082,3230.75976969215,1500.72421741287,-5716.94939003235,-6061.42118044368,-6264.25519930554,-4719.19770258881,5039.61705874474,"Finland.Javrresduottar.EC-Salix","presence"
-792.349464647078,781.729857059616,33.5856498344746,-3392.52160044358,-3070.34635529466,-1531.8581547469,-2536.93773509634,790.997135075945,"nonveg_736","absence"
1522.44092370471,2265.02963987453,1073.84016441913,-4541.67236419407,-5049.04950007747,-4733.15651167509,-3527.19805731501,3188.2401158354,"Canada.BanksIsland.GreenCabin-C09","presence"
-112.014592635099,705.22733457517,549.557719544962,5163.80360810235,2400.89020545584,1896.14829782563,2702.93033227515,3217.28647107086,"nonveg_1880","absence"
2022.21120571561,3519.95293032428,1453.98729491972,-5736.38734664453,-6312.71748497296,-6589.86538567783,-3958.59481941209,5318.52191044485,"Canada.DaringLake.MediumBirch","presence"
-2.23911503699009,381.910304553298,376.974589184444,-1928.54560075282,-1800.49246473769,-1438.18225286239,-1029.7446258583,394.917796088268,"nonveg_956","absence"
1226.0657900466,3637.04345649768,1134.52877243997,-4500.00356627557,-5491.56066603491,-6551.84075916411,-3389.18728924322,4513.56808232174,"Canada.KluaneLake.Quill-ShrubTundra","presence"
329.117194740986,621.50012751808,78.9780920055992,-1679.87678512108,-1576.71393142083,-1350.1564497531,-1891.21813626508,657.995801989772,"nonveg_876","absence"
2713.7285187062,3040.08942241807,1858.36295527752,-5557.25076014756,-5555.10689949033,-5686.01724079551,-4000.940583637,4089.0642121474,"Russia.Tiksi.ShrubTundra","presence"
254.04446182962,153.015603313708,-153.342296467008,-1076.8209558313,-1228.96456870534,-1676.46262990634,889.155478937518,554.361685003116,"nonveg_721","absence"
599.987210579701,822.507906193024,214.080972675358,-2423.32892608873,-3373.7111757369,-3007.27450220934,672.330429232867,1653.8323060965,"nonveg_804","absence"
342.455981339861,260.544680707905,357.460230027541,-1571.075138823,-1164.56651984184,-2121.90314072011,-1186.16187976999,773.159019630761,"nonveg_922","absence"
405.359069170377,518.163822351299,630.290649416565,-1679.35896657601,-1686.51258513371,-1511.44527430158,-944.76400954203,893.088296875527,"nonveg_955","absence"
1114.85856143678,-16.680161166953,376.869058318449,-894.696625901211,-2371.68714494289,-3025.08735915712,-1851.98568403974,767.216836687521,"nonveg_583","absence"
