"spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_red_peakSummer","trees_presence","spectral_EVI2b_changeLSES","spectral_NDWI_annualMedian","site_code","presence_absence"
1036.47327120468,216.728683908582,-1607.54248866184,-1586.67513033177,1911.56050078168,0,128.828176677353,-1607.54248866184,"nonveg_543","absence"
189.124730356152,48.4821788428067,-2526.49904865789,-2742.82765355171,710.03093722197,0,-44.0830818189063,-2072.47010418176,"nonveg_882","absence"
2547.69778899515,2093.05184422195,-5463.7517507438,-6631.76154035807,373.879894877894,1,-0.672530229795636,-5553.61341054432,"Russia.Yamal.Nadym-1","presence"
2941.71820680738,2379.24067527937,-5832.9194098173,-6616.76925538846,703.636638066624,0,-44.7135594235532,-6074.5073139438,"USA.YukonKuskokwimDelta.72B4","presence"
563.501462390885,339.252689887621,-810.721747973134,-786.720094520428,1969.15512643842,0,-30.3937883181954,-786.720094520428,"nonveg_1416","absence"
2838.20160773008,2212.16113504128,-6225.3310063057,-6543.95524931375,529.683200672779,0,-21.5002350948821,-4727.30129538306,"Canada.PayneLake.TDA0","presence"
2554.4047255623,2358.94931436152,-5899.15703389309,-6486.86978013254,600.737901379935,0,-12.0817236374361,-6086.56949260954,"USA.NorthSlope.HappyValley-C19","presence"
2256.57327140423,1485.47308332417,-5344.43590575557,-5923.47135004881,563.039819110842,0,-78.9723244217033,-5725.91253216728,"Canada.CoutureLake.TDO4","presence"
2757.08477385329,1744.08236061641,-6560.94097636013,-6260.65253125068,722.035133845812,0,-42.2604807502183,-6440.21017020225,"USA.YukonKuskokwimDelta.15B6","presence"
477.455148330918,497.683642187241,-1671.88477074828,-2253.21298453189,1177.14394114927,0,-25.1491525831039,-1334.47246373173,"nonveg_1968","absence"
2284.95163360732,1749.95791947785,-5602.21734043093,-6193.64782045994,534.07393868741,0,-28.5385870319596,-5615.2243385687,"Finland.Kilpisjarvi.18","presence"
-643.274684203757,1013.92928652097,378.527264024268,-777.090122788027,1500.54353692936,0,-69.1598978030559,-777.090122788027,"nonveg_571","absence"
1272.68824080383,561.573408573706,-3108.75807739218,-2219.96814562153,849.386393926502,0,-40.5089008412252,-2219.96814562153,"nonveg_706","absence"
488.967057417397,640.485626510113,-2079.48064593758,-2306.62587034159,2015.58055827826,0,-25.3578691531148,-2079.48064593758,"nonveg_583","absence"
-547.773173803104,-162.765257555063,-2332.72773331792,-1269.03267320547,2329.06077537321,0,-95.8201910848109,-1359.32449740781,"nonveg_907","absence"
3363.89751220715,2371.37056083493,-6476.08276170139,-6623.04371420112,510.737771086077,0,-38.6808533622124,-6316.59665076784,"Sweden.Abisko.VJ-BirchShrub","presence"
2743.15958981984,1859.11084146145,-5846.47353800365,-6483.99107290482,523.641689624392,0,-35.8790046390243,-6141.54287175062,"Norway.Javrresduottar.EC-Betula","presence"
2180.0372768711,1596.97297955319,-5279.80382553608,-6581.92011253453,621.216147661528,0,-42.818864715012,-5433.59237255373,"USA.BrooksRange.8","presence"
-112.930495684184,-540.22827028897,-1201.82202438685,-2000.39937834168,972.897297646405,0,-25.0355288373769,-1201.82202438685,"nonveg_616","absence"
738.258976376936,852.678475130704,-2410.95385112826,-1377.59062377407,1917.86799224854,0,-7.92500017485772,-2098.45469152984,"nonveg_863","absence"
81.6715599188768,-113.738158880319,-845.93090826685,-1362.08968895662,423.051908233964,0,-31.4465554276699,-845.93090826685,"nonveg_870","absence"
-193.487470564886,-705.167051162401,-861.03592417056,-1365.05557973679,1472.55723460328,0,6.77612234033726,-861.03592417056,"nonveg_1172","absence"
2698.31278241188,1625.02911279338,-4608.53350758831,-5078.93099410468,852.020490333189,0,-56.0428634093061,-4925.53764194148,"Finland.Kevo.12","presence"
2750.12498172217,1540.40339831806,-5441.66942296845,-6613.15540951882,380.229701762065,0,-20.1192642497976,-5632.77533874934,"Finland.Javrresduottar.EC-Sphagnum","presence"
1552.73362860448,924.050712833916,-1240.56592992867,-2438.85295000768,1659.24222847851,0,53.0852164852565,-1899.30668853245,"nonveg_540","absence"
2190.6064526181,2139.4000202049,-5977.63786999736,-5892.89713061172,791.259280729231,0,-30.4004865468201,-5669.50790187341,"USA.InteriorAlaska.24","presence"
3246.07666522534,2492.86832577107,-6161.7252437273,-6928.72314513059,397.934353494796,1,-23.0372027900809,-6474.09367466832,"Canada.BonifaceRiver.AB2","presence"
361.217196794265,-306.172954227703,-1416.85535621184,-1292.50143498194,1457.26059962591,0,1.83926039143141,-1292.50143498194,"nonveg_1473","absence"
1508.55063092665,1024.24247963153,-3766.83108942425,-3973.36127614388,830.726183900547,0,1.84549372482204,-3680.17869459872,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
3373.03754517281,2012.52497076443,-5213.97601660932,-6548.40561076787,644.0556884823,0,-15.38335954094,-5754.53074142858,"Russia.Yamal.VaskinyDachi-1","presence"
2641.4944340841,2667.55597062167,-6369.7256210224,-6736.07303479451,565.312862497551,0,-79.2216542889474,-4812.32053494877,"Canada.DaringLake.Tower1-DwarfShrub","presence"
