"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_SWIR2_endSnowfree","spectral_blue_peakSummer","spectral_green_endSnowfree","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_NBR_changeESPS","spectral_NDMI_changeESPS","spectral_NDVI_annualMean","spectral_NDVI_changeESPS","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changeESPS","spectral_SWIR1_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeESPS","spectral_red_changePSLS","site_code","presence_absence"
-194.513593603648,-39.5969485795414,391.888494415889,1714.75765513386,77.4964418895722,-314.324994226949,1239.49674237153,507.401616601626,647.392374649399,3257.68146265478,348.114740053772,-2252.5563301145,-1768.73301290238,-2811.41367869883,-1914.27865705338,-184.693499307346,842.269392233903,805.49412445679,738.819259479835,1.45060038566589,0,77.4964418895722,390.006409851226,1909.27124873751,-8.77451727397486,59.6647265230472,103.845901335617,79.078514085785,1262.46923488735,85.9462451891611,-1914.27865705338,-1786.33503561529,10.5711772831601,23.0770330126109,2.53285184563566,11.0959338107866,-15.8466245093722,"nonveg_532","absence"
607.248925716686,152.539863984452,-76.9722289374323,-120.407631504894,163.497834394462,-4289.60260655357,-4353.3061317309,1390.39445044506,820.425417681422,510.615363135387,482.746827119386,-1041.46360528555,-1420.08439401855,-2121.28354090984,-2479.7034806912,-569.156794703524,2242.71733097648,470.013641775188,1029.78783280648,31.0221977233887,0,152.539863984452,145.181352730655,727.656557221581,14.7917030440742,-23.4727921684381,-55.6334181525772,-51.020131865336,748.968238272749,-28.3799705583765,-1420.08439401855,-1526.33836312173,-46.3948346905049,-20.7281853777961,21.3634095298302,-21.312858255779,0.753303346088874,"nonveg_946","absence"
-125.574842186443,275.449170961497,-84.0410694536871,-155.577778943148,23.599251211533,-4728.69279737821,-4838.48072987195,132.68814319646,571.048766798565,197.730944534145,37.7651936058639,-1250.6947144937,-961.024819698533,-1406.19469590771,-1521.70852821938,-593.437727568251,2013.39530553139,468.071238830697,730.514363088407,4.51217555999756,0,-84.0410694536871,-13.2290536820497,431.026949904645,-5.52496642214726,-1.07153345559661,-7.35272068450581,-8.16418331988994,236.74070970973,2.3229571906316,-1250.6947144937,-1146.61209717751,-9.67906477591742,-3.73265940046922,13.0624181021308,-3.86560390221294,1.82744642256747,"nonveg_1499","absence"
453.775040160267,408.635493319633,917.92998549341,1081.58450091079,844.144064024987,-2950.97233934225,-2796.06737558288,1533.53626151779,1493.48148258564,2492.06249477106,1788.54302537476,-2871.98868502796,-2640.4451304649,-2295.12834949908,-2285.49587823029,-1602.51035560126,1626.77288258747,730.082086930507,588.638556756199,1.09585821628571,0,844.144064024987,741.213816781818,672.949007591161,-12.1990319957725,19.0245291136523,30.2869821711549,26.9900938019666,1911.38863260796,29.0462494925232,-2295.12834949908,-2339.1136797647,17.7725092968992,9.29106823746496,-16.3458650101288,7.65503979509317,-4.00386245829335,"nonveg_575","absence"
37.5785361989322,-256.851051826309,99.178762992669,200.90782903235,87.9188970993014,-1492.69501882103,-1058.39481614102,417.704486623717,147.476733264806,377.603812245147,-215.017162459589,-2064.0129285184,-2282.62219089068,-1825.02734426559,-1392.80951836526,-1495.40443202343,1222.42531308309,1944.15712881734,956.987498092265,7.41896295547485,0,87.9188970993014,33.7465946993888,457.75888085866,-1.3247463394834,4.18793058547226,4.86928235623954,19.0873737424996,221.614884219351,-1.02822241996334,-1825.02734426559,-1811.97528281267,17.2103438500804,0.790732299613293,-6.47598079907942,34.4620805213928,-224.037767297731,"nonveg_1037","absence"
1185.09977585517,-155.859717085837,-146.082209637041,414.188242737896,1455.66794253414,-3446.41402999117,-1746.46993917705,1605.26936435431,-680.4772619129,1265.65613026799,1640.13712801558,-1259.72654582293,315.215377819042,-2933.10842373068,-2731.75938238394,-713.841121542155,612.412505046872,155.183182679187,708.076301869491,31.3636989593506,0,414.188242737896,550.602806880865,1611.52765961998,-8.72800537674111,-24.8681139715248,-72.7393026079014,-50.1239289884036,897.560155798451,-10.9552656156878,-1259.72654582293,-1464.64401913213,-47.4849302116453,-9.47914921329662,-22.2460379957875,-17.6144532032101,-1.30977407328051,"nonveg_623","absence"
3193.97494041479,1359.76423682026,2971.05864437991,4230.11921312168,1234.86067516082,275.556395787181,1715.70350007058,4900.6822295056,2473.94699821353,6227.59399434623,2189.51750674713,-4837.43999683661,-3774.67874104611,-5318.5138378209,-6198.34185368602,-3502.21131137916,1747.42431626616,502.964424911928,777.439020522172,11.8559532165527,0,2354.20288577224,1827.19474235798,3500.67547869447,65.9755227591475,23.785386950967,50.6594964506686,37.8492341753185,3255.1460150495,38.0493405110056,-4333.95510627992,-4598.21882343811,-41.4276324241839,-12.1772352299553,11.0080138831916,-5.64529744552951,3.30340955288486,"Canada.KluaneLake.Outpost-MixedTundra","presence"
2428.6881184561,2762.69008382495,2629.56699900935,3403.13481454315,2471.21535144077,-36.4709455354816,555.965672011709,4658.09175182112,5053.95296085286,5921.07823262537,4104.19817428546,-6112.02475174082,-5270.44858741391,-6509.26044538803,-6486.1803544459,-3325.69664764144,1388.38223574013,469.320204482095,755.152751606883,5.2961095571518,0,1744.35956828529,1565.14612349191,858.693685309394,19.8266241290089,1.23903815970056,-16.9779013776181,-11.2643750188021,2895.49509601907,-1.25383537455321,-4301.20248737255,-3667.57427720175,-40.4713975994236,-5.50390311826881,2.05487666472921,-5.48802500520286,3.67758515615032,"USA.Kougaork.LowShrub","presence"
934.40200456624,148.718142072439,21.48091791189,-121.385462556333,-105.855713948988,-3744.14849569508,-3889.2205371852,853.974259306274,629.713105017505,185.983854833567,-156.699555002247,-1985.6552053476,-1767.94313086144,-1971.36102377149,-2178.17414805219,-1644.52160751183,1499.58849702457,586.96739289843,704.935289506074,19.4433040618897,0,21.48091791189,175.47197760905,1055.78746712257,32.5080537036009,-31.9935596097749,-14.1208312626581,-7.56800341055181,384.543802320267,-20.2421334688699,-1971.36102377149,-1909.53102310891,-5.83390735468454,-9.38183295613991,26.9668462713407,-4.31826666251378,36.652049073006,"nonveg_785","absence"
2695.84795751048,2010.29701675452,3150.09636580085,3689.92283276595,1534.13799068713,524.736068829082,837.54699203574,5779.11911665574,4735.80219446983,7116.17229375645,3208.7885550484,-5659.11425150645,-5812.63372514079,-6375.01130998255,-6725.82024123347,-3864.58172160123,1044.79746093964,355.180315952852,487.297301875601,1.02845126655367,1,3067.64732340164,2715.9373124293,2037.84732906982,51.6443438102731,16.2839004920541,13.5681030864281,-2.90927025719933,5611.16995600919,20.7245826049847,-5778.47471720764,-5602.74763840045,-50.5786140366453,-15.93312928037,-1.4294206575827,-10.5524875498254,5.06851145274957,"Canada.DaringLake.Tower4-LowShrub-1","presence"
