"spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_EVI2b_annualRange","site_code","presence_absence"
656.89665504617,863.002379916826,486.53660853104,1953.46347620679,-2305.92533990303,-2960.99503321453,-2759.79668810442,377.099908511975,"nonveg_957","absence"
422.572794025139,1308.4415623072,170.799549710668,898.635090851671,-1230.60624049295,-1508.49880594757,-426.885650094449,1137.64201259653,"nonveg_897","absence"
3278.60177644475,3568.40819360141,2126.26449388714,6187.86703468851,-6164.52525470789,-6787.07408301145,-6876.15351283522,2283.13807087537,"Sweden.Abisko.NF-BirchShrub","presence"
2787.57072079046,2886.3053188999,1782.51675260871,5441.12449444019,-5496.09892234423,-5828.96936262689,-6157.96376537013,1539.71611601067,"Canada.ChukotkaRiver.TH1","presence"
2982.47381265025,3027.28733132915,2187.63869800081,5347.62151911711,-5478.30962137149,-5665.98976154644,-5722.66067625896,924.949101328987,"Finland.Kevo.10","presence"
291.959736149366,-173.809109284326,-245.651178855644,2187.25258564464,6022.39633855296,-384.426065707853,-2042.7097357155,982.268693900518,"nonveg_851","absence"
213.140069928096,517.882169026048,163.966803756758,724.464841225257,-1429.11067403304,-1952.92036239747,-1863.82877919861,487.875527974422,"nonveg_714","absence"
2764.33152745197,2781.07133637559,1539.3356394313,5979.99454762419,-5257.76421322485,-6009.10795532063,-6381.69932874145,602.784182632149,"Finland.Javrresduottar.EC-Betula","presence"
407.980545433984,18.9205713230185,-769.586046627759,711.19051029251,-1101.10354288709,-256.274743585598,-777.081771039423,1177.56659206174,"nonveg_558","absence"
2375.85288809165,2448.49396916472,1519.38452260917,4992.76774711125,-5486.62024343215,-5777.94296100895,-5957.50122581362,1431.00782324592,"Finland.Kilpisjarvi.18","presence"
134.327156030865,1047.23896993432,-46.9299693898735,144.40549325203,-2396.67252796719,-2957.29306597427,-1346.48767195509,1094.1689393242,"nonveg_825","absence"
659.204315167142,271.907955190459,471.118059959439,1311.99456399897,-207.333102939084,-728.14238207016,-1525.34634549548,561.198076452155,"nonveg_958","absence"
1471.77797988854,1659.46833934536,1037.6555257291,3365.63437549407,-3481.27748409071,-2929.26279465814,-2831.45089017782,869.73276643592,"nonveg_996","absence"
3507.62828461317,3920.08938079131,2170.77314575292,5904.7451531619,-5881.50121448224,-6220.77596466059,-6415.885786335,1569.31760384208,"USA.NorthSlope.HappyValley-C20","presence"
3606.11880299627,4266.67336271581,2041.51378251213,5912.23036515517,-4892.23833051458,-5769.01025684985,-6908.22394093668,1261.51057557713,"USA.BrooksRange.8","presence"
1531.75767507501,1751.83335658045,1246.80320057406,3163.42814148362,-3573.76168572731,-3930.54097308444,-3777.00131904282,666.712363979988,"Canada.BanksIsland.GreenCabin-C00","presence"
353.849500556858,-274.05962858355,270.058243521658,745.627162485971,-1211.06076264689,-701.745487360165,-1957.00158860982,1590.67430035114,"nonveg_931","absence"
3757.71536459899,4283.60584792019,2289.20501017512,6851.11096323373,-6157.44050318462,-6859.8016605701,-6802.83864408917,1921.88180133936,"Canada.BonifaceRiver.AB2","presence"
2070.70376465151,2463.48667266556,1218.2852780198,4265.48593076793,-5345.87192219943,-5268.69712351525,-5226.12549057807,1338.74928986345,"USA.NorthSlope.9","presence"
3245.78232966214,3469.36536729685,1963.56306749222,5251.53420694185,-5795.3267292655,-5963.94033040995,-6169.9702659437,2306.64981093192,"USA.YukonKuskokwimDelta.15B1","presence"
1045.84259654491,1598.93971925708,2009.39567185664,2714.70065788845,-3629.71693091925,-4454.80485956315,-3996.17633748733,963.553075311731,"nonveg_1069","absence"
3389.19075304865,3670.0404457671,2303.72627287826,7310.98769536825,-6444.11749999197,-7073.34456503106,-7009.67671892724,949.72811135485,"Finland.Kevo.6","presence"
626.907608792644,810.801528163459,695.161742051986,1883.78027596345,-1844.09188858141,-1924.12122988485,-1454.70915554702,183.893919370815,"nonveg_760","absence"
1069.60216145464,866.641483519613,-41.6144100073215,1501.53945707691,-2298.74233228433,-1008.2807485611,-1303.91117061399,1111.21657146196,"nonveg_916","absence"
3816.77630614551,4227.02271217881,2783.94555431797,6864.32755158171,-6666.74616933942,-6950.93260697234,-7425.13778594104,1309.53432284611,"USA.InteriorAlaska.21","presence"
3358.89082459493,3597.27253153945,2345.26811172903,6316.51667288551,-6068.01593171111,-6263.05084550643,-6377.66084081739,1432.12118135072,"Sweden.Abisko.NF-DryHeath","presence"
3692.66760566796,4071.25596031756,2526.53296985529,7304.54704916111,-5019.95132988323,-5935.57750836609,-6367.136244866,1799.43466486595,"USA.InteriorAlaska.20","presence"
761.66284650247,271.671739802049,-403.580958012529,1290.912944981,-1504.76586449453,-1426.68079505792,-2121.98510372848,1165.243804515,"nonveg_674","absence"
2817.79040853251,3077.14591418133,1865.10547600092,5488.0984899438,-5173.06907862039,-5640.99684709353,-5699.33071829169,1234.57485824364,"Canada.PayneLake.TDA2","presence"
351.919982250533,620.098672919534,130.056737802946,614.191086252116,-638.069137326704,-1271.35975076139,-803.551545042229,490.041935116588,"nonveg_806","absence"
461.331688144925,978.249333946655,726.013022916577,791.87038224729,-1641.33534659218,-2190.96159608289,-1736.26637960781,516.917645801729,"nonveg_902","absence"
2982.47381265025,3027.28733132915,2187.63869800081,5347.62151911711,-5478.30962137149,-5665.98976154644,-5722.66067625896,924.949101328987,"Finland.Kevo.10","presence"
303.795396438357,397.722013707775,243.847531965633,977.169768840543,-1610.44344561972,-2706.527883882,-2887.44922100955,880.439939047385,"nonveg_725","absence"
3589.89868048724,3817.85649290822,2170.3979380526,5885.35479495556,-5741.72142981801,-5964.95411869548,-5718.90782842117,1694.56025701345,"Russia.Yamal.VaskinyDachi-2","presence"
1326.60079867935,1281.50501790211,459.469471093881,2793.7217029652,-3027.79317274521,-2957.9602759669,-3060.06642236228,499.979097333198,"USA.NorthSlope.HoweIsland-C13","presence"
621.435525328655,377.524829434475,-518.674910950532,1300.77203057367,1311.32631340847,131.676246220752,-309.003142547499,1815.56998361314,"nonveg_1547","absence"
755.798139087188,211.850749711091,-289.37306600295,1100.52234797845,-1225.83918059593,-1383.9093130901,-2016.62451671619,1146.20835630213,"nonveg_568","absence"
458.574957026131,1194.30522086842,534.345201660851,422.512976816936,-1748.65163335112,-2854.16070876063,-1240.86442780561,735.730263842291,"nonveg_861","absence"
1440.08682552854,1388.34050067893,795.735398216078,2802.86150466815,-3421.24158175914,-2835.98954451146,-3268.18613879503,210.67959141672,"Canada.Ivujivik.TP12","presence"
3606.11880299627,4266.67336271581,2041.51378251213,5912.23036515517,-4892.23833051458,-5769.01025684985,-6908.22394093668,1261.51057557713,"USA.BrooksRange.8","presence"
2863.68840211279,2932.29356486443,878.658968467941,4918.15871598464,-4815.54099279331,-4999.91784457695,-5604.38863081934,2348.45026260667,"Russia.Yamal.Kharasavey-2b","presence"
1125.94176702566,1810.07363590798,349.412624242682,2344.60346174085,-4016.61556922292,-4181.67621390409,-3450.61397186946,1460.66101166529,"nonveg_898","absence"
-469.792143598544,663.515293620744,-95.6790616446414,-515.85877457879,-742.920679530482,-1406.9627923234,-96.1020969563968,1133.30743721929,"nonveg_875","absence"
3093.6440133012,3034.97102538185,1498.09797854419,6042.44539020118,-5948.85751336703,-5946.36478972774,-6322.14726555868,1474.10258475088,"Finland.Javrresduottar.A-Sedge","presence"
-124.960677024027,373.33442074367,210.762602541775,-130.065646115349,-98.2507368557866,-518.976183962177,-91.0661067811909,498.295097767698,"nonveg_689","absence"
829.373270778416,1679.59757192958,1060.35263230179,1230.10308809034,-1680.12266767736,-2306.72943188907,-1200.94936342017,850.224301151166,"nonveg_508","absence"
2409.70727804449,2428.96085142384,1734.31802149984,4514.94265397198,-4758.48712143673,-4883.97909407007,-5192.4279511845,707.012935251855,"Canada.BonifaceRiver.LSA2","presence"
3273.42047613082,3386.12451843199,1554.20225306928,6222.42430147556,-5795.75084140363,-5964.79539608432,-6076.60257131601,1972.48853147531,"Norway.Javrresduottar.EC-Betula","presence"
3147.65838147802,4122.32612627463,1574.4184277521,6433.60517625343,-5301.94391955833,-6684.70718474237,-6448.00742567529,1913.80504124222,"USA.InteriorAlaska.2","presence"
4921.34492979607,4911.73551702261,2484.12362237533,8169.5658356357,-6751.6826390206,-6908.11304162433,-7150.68488580312,2423.65103200024,"Finland.Kevo.11","presence"
427.037965295515,633.200073780995,339.075247517503,464.077603818454,-2387.54598522332,-1843.76474995706,-1752.65221355284,1186.69392444218,"nonveg_700","absence"
1046.9316382394,1075.21933214933,11.6339924026151,2580.25091513165,-3095.19882981513,-2399.7098623416,-2445.46905379363,1063.58533974671,"nonveg_600","absence"
85.0835085101714,697.705777108384,358.762895036333,266.405535391032,-1672.34226936732,-2226.05049173727,-1213.82360180796,612.622268598212,"nonveg_955","absence"
3358.89082459493,3597.27253153945,2345.26811172903,6316.51667288551,-6068.01593171111,-6263.05084550643,-6377.66084081739,1432.12118135072,"Sweden.Abisko.NF-DryHeath","presence"
340.220256853376,291.53926550356,444.737284578924,843.345309503609,-797.993830151604,-1319.17891026935,-1401.01164853006,769.233674485488,"nonveg_972","absence"
2967.17894307395,3368.42391904973,1473.39660375237,5282.57260971523,-4713.82401672673,-5214.36402510088,-5438.88991754742,2299.52711305617,"USA.NorthSlope.11","presence"
407.980545433984,18.9205713230185,-769.586046627759,711.19051029251,-1101.10354288709,-256.274743585598,-777.081771039423,1177.56659206174,"nonveg_558","absence"
2070.70376465151,2463.48667266556,1218.2852780198,4265.48593076793,-5345.87192219943,-5268.69712351525,-5226.12549057807,1338.74928986345,"USA.NorthSlope.9","presence"
1032.00942850313,948.982960212973,516.094873513688,1903.55378448345,-2556.25652048512,-2729.96994592309,-2925.45898253022,953.829414216764,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
407.980545433984,18.9205713230185,-769.586046627759,711.19051029251,-1101.10354288709,-256.274743585598,-777.081771039423,1177.56659206174,"nonveg_558","absence"
-363.901134377705,333.264908601316,-65.1416019218239,2596.06342427455,-3605.39520050957,-4232.56558604168,-3347.29435249039,967.952401278763,"nonveg_730","absence"
2375.85288809165,2448.49396916472,1519.38452260917,4992.76774711125,-5486.62024343215,-5777.94296100895,-5957.50122581362,1431.00782324592,"Finland.Kilpisjarvi.18","presence"
1359.34050057403,1476.61325317081,530.43482779872,2534.9850525823,-3022.47347682383,-3359.22864706949,-3423.75552086522,746.158558610459,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
3727.01717479495,4310.71859303847,2700.22084311664,5750.05782796651,-6051.2005657259,-5808.25135118721,-5843.08478599768,2372.8100407305,"USA.BrooksRange.6","presence"
352.829326998256,443.525842403633,42.0856146701764,1159.14147966618,-1858.85741376579,-2162.574499221,-2216.97636484863,1268.91376003426,"Canada.Ivujivik.RTP13","presence"
749.462867935194,469.344071214146,126.075706433303,1790.80916119507,-1433.69780871275,-1075.40603706244,-1966.67088218768,758.393930791971,"nonveg_792","absence"
1023.46843363505,542.12638114816,1403.9745202128,2083.57007845389,-2611.03711718413,-2912.44047122148,-3777.02144682889,861.848139064638,"nonveg_764","absence"
1221.25361989631,698.638946872229,1198.22862046143,1985.36482231253,-2944.43210453072,-1689.89616151775,-2729.01452876045,915.333018573017,"nonveg_863","absence"
-277.216203582801,58.2345360103973,-343.08145661533,-340.091852798871,8750.10175485247,8456.17663681535,5473.24456402456,401.315992625727,"nonveg_1344","absence"
666.098847840736,274.968475625873,234.980344479656,1055.40549366495,-945.846711406029,-614.860878553879,-1263.33760195399,512.398046157919,"nonveg_976","absence"
-205.397602590434,497.845859738524,-702.641438409661,-380.019288072626,-13.400783013014,-571.920175495473,-137.538764622841,1200.48729814818,"nonveg_1642","absence"
598.026601820448,270.860136744808,-135.230633522636,1506.19978163638,-2854.47472558093,-1472.42374717593,-2131.50684181385,830.296639535782,"nonveg_779","absence"
2884.97164922118,2845.19722109165,1480.74848831393,5042.68939384308,-4958.20803263882,-5186.5061778678,-5907.93907296084,1308.59306729453,"USA.NorthSlope.Sagwon-C16","presence"
3673.34600033678,4114.96910958541,2271.06194514864,5931.50819736912,-5750.27295869564,-6258.22624462676,-6527.21425034603,1932.46768811805,"USA.NorthSlope.Ivotuk3","presence"
3673.34600033678,4114.96910958541,2271.06194514864,5931.50819736912,-5750.27295869564,-6258.22624462676,-6527.21425034603,1932.46768811805,"USA.NorthSlope.Ivotuk3","presence"
-155.482743928193,285.304202693756,-32.9112784882467,-0.317760787887266,-154.202272828349,-687.844224731529,-520.611610669231,440.786946621949,"nonveg_1089","absence"
2409.70727804449,2428.96085142384,1734.31802149984,4514.94265397198,-4758.48712143673,-4883.97909407007,-5192.4279511845,707.012935251855,"Canada.BonifaceRiver.LSA2","presence"
1359.34050057403,1476.61325317081,530.43482779872,2534.9850525823,-3022.47347682383,-3359.22864706949,-3423.75552086522,746.158558610459,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
3230.26359951238,3604.75328055336,2282.91011531381,6232.42427692412,-6162.88061956283,-6713.53636527352,-6710.98883939548,1010.28815177245,"Canada.PayneLake.TDA0","presence"
160.953212248604,-724.639063441248,-637.958418254175,-1237.30251394025,6494.71094858047,5435.61107049827,8259.54955272968,885.592275689852,"nonveg_1994","absence"
626.907608792644,810.801528163459,695.161742051986,1883.78027596345,-1844.09188858141,-1924.12122988485,-1454.70915554702,183.893919370815,"nonveg_760","absence"
2095.06367250265,2329.36070321757,1146.81042350417,3985.36783536001,-4432.05065812038,-4628.94981614427,-4640.48849537961,1206.61978011203,"Canada.BanksIsland.GreenCabin-C09","presence"
433.113623580478,208.314085309723,425.294313172648,-803.537465283401,10000,8962.99396696308,7803.94667121536,697.380467663208,"nonveg_1695","absence"
3287.5677663012,4138.15222966546,2116.06977546602,5118.64503524178,-4365.00616784613,-5280.22020813194,-6347.81647699044,2284.2213736149,"Canada.KluaneLake.Outpost-MixedTundra","presence"
1045.00909930177,1499.79801439231,885.595615532328,3752.05731447876,-4152.29049803698,-4488.64585810349,-4539.89145560164,1113.78907324026,"nonveg_856","absence"
3026.79510120389,3373.70572698906,1800.21591179792,5413.94902557064,-5349.91218423075,-5710.09097919499,-5802.00265039682,1353.9009265842,"Russia.Yamal.Nadym-2-IH","presence"
3727.01717479495,4310.71859303847,2700.22084311664,5750.05782796651,-6051.2005657259,-5808.25135118721,-5843.08478599768,2372.8100407305,"USA.BrooksRange.6","presence"
385.518520145875,-504.873047746907,256.749733420459,686.614696990713,-845.165509816238,-647.579824574251,-1605.31485553047,890.391567892782,"nonveg_1316","absence"
-393.147916747434,75.7664841960696,117.214935713157,-558.280394392718,-34.9126967101689,-541.938862023557,76.0082649397208,777.539983498189,"nonveg_536","absence"
3590.32416731646,3759.86379794398,1822.15117786658,6157.80867982344,-6172.1589155142,-6067.81325724419,-6236.47481659087,2503.58541362212,"Russia.Kytalyk.T2","presence"
3046.50540511058,3320.78063088633,1992.98671984873,5122.6643774859,-5727.43871464146,-5918.35526897785,-5753.78713715551,1231.04822823191,"Russia.Yamal.Kharasavey-1","presence"
2471.91433420852,2684.13261402436,1338.59728462778,5100.27183829327,-4958.25440349534,-5489.51685880907,-5734.85062004562,998.419087123993,"Canada.CoutureLake.TDO4","presence"
1043.31059866177,148.296162271864,470.410655033602,1345.91195265585,-2360.85164867359,-1016.59608554536,-1437.85928194241,1391.52244435063,"nonveg_1037","absence"
463.733844438824,413.950343720895,830.53426904741,627.573103327528,-1680.08197485957,-2376.59366207357,-2485.95888404011,542.74958866433,"nonveg_801","absence"
4005.68603560061,4391.64035548042,2271.61916873723,6486.20167512783,-5947.43795712494,-6204.60783167427,-6542.89294467739,2268.04113628388,"Russia.Yamal.Laborovaya-1","presence"
2928.23563068524,3628.13894710312,1809.40779918534,5458.86125618369,-5635.98708930077,-6067.13589565399,-5799.71471523705,2118.1970393323,"USA.NorthSlope.Sagwon-C18","presence"
2181.82960345633,2517.37752514221,1069.45160359732,4416.55536937364,-4446.90941942395,-5098.142840611,-5366.71156603815,2153.2892941049,"USA.NorthSlope.FranklinBluffs-C15","presence"
-155.482743928193,285.304202693756,-32.9112784882467,-0.317760787887266,-154.202272828349,-687.844224731529,-520.611610669231,440.786946621949,"nonveg_1089","absence"
168.587424136551,-384.606328260747,-1100.79130980105,-1559.24790169885,10000,10000,10000,1269.3787339376,"nonveg_1236","absence"
-329.623144888634,-310.652699704171,-543.592335565087,-589.296051822751,-301.276524668098,-208.898450327943,-193.17272541035,359.042740191084,"nonveg_592","absence"
3046.50540511058,3320.78063088633,1992.98671984873,5122.6643774859,-5727.43871464146,-5918.35526897785,-5753.78713715551,1231.04822823191,"Russia.Yamal.Kharasavey-1","presence"
606.56279787607,197.871569746916,535.505527975808,1010.48590095071,-1364.17179712882,-1351.2995580821,-2069.22053857412,556.307687744586,"nonveg_936","absence"
2070.70376465151,2463.48667266556,1218.2852780198,4265.48593076793,-5345.87192219943,-5268.69712351525,-5226.12549057807,1338.74928986345,"USA.NorthSlope.9","presence"
-223.837663011851,530.505989726588,-217.096240309149,-2164.84325064485,4613.1880250281,4060.66990446732,4644.18780422494,1316.43770410762,"nonveg_1810","absence"
903.854381145517,625.846624400973,-216.530923672277,2357.30759824085,-1361.92914017013,-1301.28167576071,-1862.90080684645,1120.38530481779,"nonveg_1654","absence"
295.250003274935,432.048949863681,456.254628620709,539.867185897389,-2420.97660105945,-2544.67005827892,-2275.62115950255,514.416638869886,"nonveg_1309","absence"
721.326218645936,873.497621718818,866.99994408034,2042.0963736421,-3565.40826089327,-3172.90882362909,-3173.93927229475,589.609770184977,"nonveg_758","absence"
4016.88263235972,4260.69325970796,1826.86738527789,6715.49572369322,-5882.43615804138,-6231.71638241419,-6768.81293077541,3552.69769309823,"Canada.ClearwaterLake.LSA2","presence"
2928.23563068524,3628.13894710312,1809.40779918534,5458.86125618369,-5635.98708930077,-6067.13589565399,-5799.71471523705,2118.1970393323,"USA.NorthSlope.Sagwon-C18","presence"
217.11345624803,434.772070637997,-150.539390757688,995.138264809136,511.424606863328,-2658.64955731319,-2716.20464260414,585.311461395685,"nonveg_623","absence"
-221.62024027194,249.973926294623,338.623521496747,79.3693774192591,-1137.88435124183,-1880.70060907509,-1343.0974966679,631.000862769918,"nonveg_900","absence"
3081.31781713666,3674.27197271802,2005.04002100937,5607.18108003874,-5808.20945236647,-6156.71406950969,-6147.34330059302,1837.68393307532,"Russia.Kolyma.T2","presence"
4252.0434504227,4678.19853290758,2648.98617774011,7911.85777963589,-6383.40971868061,-7467.61240739874,-7575.64920110755,1780.03711428487,"Finland.Kevo.14","presence"
3273.42047613082,3386.12451843199,1554.20225306928,6222.42430147556,-5795.75084140363,-5964.79539608432,-6076.60257131601,1972.48853147531,"Norway.Javrresduottar.EC-Betula","presence"
598.026601820448,270.860136744808,-135.230633522636,1506.19978163638,-2854.47472558093,-1472.42374717593,-2131.50684181385,830.296639535782,"nonveg_779","absence"
1646.22397769703,1508.03974744512,841.697142072945,3015.80481340299,-3383.94448177365,-3017.81260501689,-3492.23571504742,895.735572437782,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
1233.63336797213,1327.53189711837,556.170589279014,2388.71566936443,-2784.85702175915,-3629.24763821747,-3817.31972909561,1149.64725566646,"Canada.BanksIsland.GreenCabin-C07","absence"
4217.67620617928,4726.74706021815,2192.83974222296,6884.95185926708,-6290.49029812972,-6984.98342712945,-7062.28131509975,1943.07019287131,"Norway.Javrresduottar.A-Hummock","presence"
676.39441497804,991.126092296229,128.020840397443,1311.27975804818,-1114.58259106113,-1374.60581416715,-1039.13084000744,863.105251898786,"nonveg_535","absence"
496.741672190437,239.759555142311,604.888119352097,1147.20279477911,-1327.90811030958,-1639.07702757627,-1916.38306451775,475.902997208323,"nonveg_984","absence"
3787.398312741,3871.39076320981,2397.47155628197,7629.59920786091,-6525.46585230016,-7032.19683835238,-7311.02406639495,1538.26476860865,"Finland.Kevo.7","presence"
18.4999032093573,351.251105490579,-371.297259783044,-1130.25450100346,887.331086329275,2515.75369752806,1601.60838662613,1111.35975783055,"nonveg_1677","absence"
2732.53285694989,3369.95576197585,2582.40231053623,6276.16812057154,-6468.59552037379,-6702.18221325023,-6611.17433191106,750.575447845124,"USA.InteriorAlaska.22","presence"
2757.24497190462,2874.09405181418,1819.72003113959,4708.71809508908,-4926.56097292492,-5343.56556881643,-5621.96613079341,1362.75920200327,"USA.YukonKuskokwimDelta.5","presence"
839.681951258226,-113.08714175747,896.386645871704,2115.56344685722,-1581.96684267025,-2544.83274337057,-3687.00000052929,1688.40329047172,"nonveg_746","absence"
-521.122607091229,716.448023256534,-166.661831457495,-375.941595905287,1912.734900761,-224.398550290886,-43.7829946120305,1237.57063034776,"nonveg_593","absence"
505.617917558421,-127.354556633216,-158.452661454693,1188.73410994791,-1011.76927648582,-1210.75785297162,-2183.69807910181,693.902516403575,"nonveg_542","absence"
598.026601820448,270.860136744808,-135.230633522636,1506.19978163638,-2854.47472558093,-1472.42374717593,-2131.50684181385,830.296639535782,"nonveg_779","absence"
2628.36419985259,2595.49804506654,1662.25053056449,5281.43528905348,-5118.73708102053,-5319.15448873657,-5584.7100539185,1559.22789400166,"Canada.PayneLake.TD2","presence"
291.959736149366,-173.809109284326,-245.651178855644,2187.25258564464,6022.39633855296,-384.426065707853,-2042.7097357155,982.268693900518,"nonveg_851","absence"
1799.76629255754,2362.66375848004,1593.33848376441,1100.96920152695,-2110.03127475344,-1708.21578324127,-1624.84093105215,1571.60556077677,"nonveg_647","absence"
672.951243540472,397.30800110681,610.557032482934,1138.26110847142,-2078.46201061055,-1987.01937837932,-2442.59229102649,306.7913373822,"nonveg_940","absence"
3093.6440133012,3034.97102538185,1498.09797854419,6042.44539020118,-5948.85751336703,-5946.36478972774,-6322.14726555868,1474.10258475088,"Finland.Javrresduottar.A-Sedge","presence"
760.612773704453,888.211455892905,105.236383955222,979.771284828646,-2214.85406062676,-1553.65847160109,-1412.3635742479,782.975071937684,"nonveg_1261","absence"
647.594828192775,608.09522906716,309.178806630947,1595.271658005,-1749.86843825034,-1418.6126122723,-1627.4136440848,347.297647140883,"nonveg_979","absence"
3752.99386742828,4153.72845304874,1672.5661066019,6109.33814980913,-6405.30128490683,-6728.77930749556,-6736.24932358983,2699.69588906962,"USA.YukonKuskokwimDelta.15B6","presence"
-14.0928006591988,-658.765466359268,198.697828503308,694.812023829532,-1769.09173540087,-1945.61758773868,-2911.92777525098,1170.55281535519,"nonveg_681","absence"
749.327051026507,785.357859155104,98.2258903993231,1219.3395195825,-1047.62796122674,-1143.6499430301,-1233.24132486831,842.10915476674,"nonveg_923","absence"
3673.34600033678,4114.96910958541,2271.06194514864,5931.50819736912,-5750.27295869564,-6258.22624462676,-6527.21425034603,1932.46768811805,"USA.NorthSlope.Ivotuk3","presence"
4838.66332970236,5136.59325162495,2804.42172244599,8103.09858758514,-6389.23837648262,-7139.36710411714,-7300.93723451789,2880.7256395208,"Finland.Kevo.4","presence"
3287.5677663012,4138.15222966546,2116.06977546602,5118.64503524178,-4365.00616784613,-5280.22020813194,-6347.81647699044,2284.2213736149,"Canada.KluaneLake.Outpost-MixedTundra","presence"
3378.86198398765,3867.8246852349,2132.10008732506,5759.38821584294,-6004.57165644872,-6211.48701338955,-6271.26824463195,2420.41103688562,"USA.NorthSlope.HappyValley-C18","presence"
568.501369767777,-328.941493120562,-761.984579721197,818.689030364513,-1474.35318191228,-648.429971751317,-1341.81837955848,1416.2563907542,"nonveg_1888","absence"
2540.53066316328,2483.98773766695,1768.52056735797,5642.80657267115,-6128.39061439408,-6285.58534553502,-6514.99843754448,833.017491987397,"Finland.Javrresduottar.A-Salix","presence"
142.578461924776,568.110009346539,10000,813.762686677693,-325.214637278686,-792.702183123053,-596.35340529813,9857.42153807522,"nonveg_1241","absence"
2375.85288809165,2448.49396916472,1519.38452260917,4992.76774711125,-5486.62024343215,-5777.94296100895,-5957.50122581362,1431.00782324592,"Finland.Kilpisjarvi.18","presence"
3892.70899187704,4262.21755214092,2246.82993260753,6327.55046189286,-5628.1252894886,-6011.21678606833,-6431.05135935005,1860.85138423836,"USA.BrooksRange.7","presence"
352.829326998256,443.525842403633,42.0856146701764,1159.14147966618,-1858.85741376579,-2162.574499221,-2216.97636484863,1268.91376003426,"Canada.Ivujivik.RTP13","presence"
21.9747340444819,311.437553824884,82.6129433053605,740.709739377316,-797.137881120974,-1989.97977679097,-1705.00618262087,430.024176050521,"nonveg_794","absence"
692.295582387951,878.483479698373,442.772180224748,1830.53765126508,-2077.07322570259,-1990.9288600448,-1750.85882492871,435.711299473625,"nonveg_867","absence"
