"spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NBR_changeESPS","spectral_NDWI_annualMedian","site_code","presence_absence"
164.835475417794,-5.11718254537544,346.185566259869,397.797623223006,-1083.21290138887,-1377.04708047993,-28.6936399183071,-1083.21290138887,"nonveg_976","absence"
3630.07127216638,4120.40892315846,1944.70958968218,5848.14925955678,-5416.42513862554,-6059.17696399136,49.9626315768556,-5678.4481788893,"USA.NorthSlope.Oumalik2","presence"
1981.93997863258,2119.90678509829,1327.80990878993,3992.54428994655,-5201.17036338162,-4959.83421742586,17.7914527116749,-4731.03564889602,"Russia.Yamal.OstrovBelyy-2","presence"
3104.52760542838,3246.06221859834,2182.13572549237,5847.8133075518,-5935.0870069404,-6232.69719870999,17.4545994070096,-5866.98637353102,"Canada.CoutureLake.TD7","presence"
1133.68707378384,1148.88349628442,1022.93558879338,1746.7838197329,-1916.92787393195,-1848.55228574308,30.4832869500822,-1910.50779423414,"nonveg_628","absence"
853.117744756627,1435.43731272242,1257.95615317537,1314.80729134025,-1638.33623494809,-1964.10294679642,9.28513214443771,-1638.33623494809,"nonveg_915","absence"
1981.93997863258,2119.90678509829,1327.80990878993,3992.54428994655,-5201.17036338162,-4959.83421742586,17.7914527116749,-4731.03564889602,"Russia.Yamal.OstrovBelyy-2","presence"
3462.37000601239,3974.23895750024,1657.39869204075,5995.88366787064,-5905.8713746213,-6350.62909173345,76.6843803667096,-6226.71864897391,"Russia.Kytalyk.T2","presence"
1957.6841420869,2129.65206135756,1316.99675880873,3905.38078970532,-3674.67389420668,-4260.72582690162,22.9974717099549,-4089.89124425776,"Canada.ClearwaterLake.LS1","presence"
-152.542931016209,-119.198078255625,299.75822029503,-215.320299209256,-486.366324614164,-156.852807980574,-35.8943460666219,-156.852807980574,"nonveg_536","absence"
3073.64773695307,3937.61280641821,836.092574515152,5646.65367946391,-4785.39711148852,-5272.49872710931,87.1801273231156,-5219.49431263256,"Canada.KluaneLake.Quill-ShrubTundra","presence"
-346.351256136619,-540.73323432948,-719.382563950535,-1276.72541463147,4097.29698794957,2877.31824751972,40.1106903013137,3100.89187190577,"nonveg_1854","absence"
2627.62213895899,3062.5600956781,1622.94137741201,5530.66422731051,-5805.49982316495,-6567.15743564584,25.4837154375165,-5488.27534550756,"Norway.Javrresduottar.EC-Sedge","presence"
138.104882122099,-129.669315113823,13.1505134009465,490.30685061509,-1069.37671043907,-1208.34042173498,-13.5472146105832,-1093.29263103543,"nonveg_1499","absence"
513.140746604234,189.807072021781,-238.313640168215,1060.29696413183,-1154.04497217317,-393.611595282457,-32.7902447107902,-827.872261241457,"nonveg_761","absence"
700.911988982139,769.261582458986,335.087851213345,1590.73493723713,-1054.11136035711,-621.070731757665,0.451722470658766,-621.070731757665,"nonveg_751","absence"
587.391240316757,754.869290868591,639.906661923796,2046.96603393534,-2643.73989312147,-3110.17688333207,-12.587733978233,-2643.73989312147,"nonveg_985","absence"
4105.68276877644,4806.16010075539,1309.04654822114,7681.10683020491,-6224.9762851873,-7349.41212143533,72.8764357692494,-6916.29320742727,"Finland.Kilpisjarvi.17","presence"
3316.99177088569,3882.84101809752,2338.87230464749,7370.04725553315,-5648.09884071672,-5685.8359039756,32.8681348766867,-5706.09285515803,"USA.InteriorAlaska.22","presence"
-9.75251706344375,313.055916021125,174.456743628576,367.933358305827,-1025.03348507222,-1012.2285659729,3.50119834879393,-804.110596220133,"nonveg_870","absence"
465.087887660321,615.171542417445,92.9159749040791,1135.70160697595,-1011.86436077089,-1262.52374509321,3.64898558887866,-1235.3265620425,"nonveg_542","absence"
2266.28486510881,2422.5306106224,1455.51657661345,4221.65809439408,-4778.30008963217,-4973.97341486278,22.6599908849927,-4452.27139712043,"Canada.BonifaceRiver.LSA4","presence"
2488.11018566619,2720.29998831708,1764.73136681201,5109.47896431806,-5189.68832092773,-5509.46581186181,42.7057506878238,-4498.95298232691,"Canada.PayneLake.TD2","presence"
222.541406702868,614.029527223697,63.5231938732296,686.990123879965,-561.541634303481,-1651.24476124647,-14.8447782988816,-1255.47190168648,"nonveg_757","absence"
4636.06923705732,4648.81571561634,2565.52223063398,7887.29006315873,-6814.51610847966,-7227.29099028284,-5.14405758714217,-6892.17456672268,"Finland.Kevo.11","presence"
3596.77111528544,2903.17670187294,2369.14234180484,5599.58832202744,-5325.74067928015,-5049.41374483712,14.9524507731058,-5041.63120197626,"USA.YukonKuskokwimDelta.6","presence"
1682.04426129454,852.696798442345,599.238832866608,1895.52281008414,-1032.09333272265,-686.566530775548,-23.8112907714085,-962.622149241583,"nonveg_677","absence"
3482.31984856079,3792.52724420291,1388.75703579889,6584.22611049779,-5578.4362081571,-6086.86351725603,17.027250322871,-6155.75622516561,"Sweden.Abisko.KJ-BirchShrub","presence"
2060.10512716887,2081.37224110472,1233.76686478294,3942.68725644769,-4070.21530068236,-4740.1103812974,32.0121667553182,-4660.56590918751,"Canada.BanksIsland.GreenCabin-C11","presence"
2114.7929538372,2363.03610757611,1283.3605948118,4003.57552001124,-4250.71472231736,-4675.15507290622,57.4207528906714,-4859.56973091473,"Canada.BanksIsland.GreenCabin-C10","presence"
2174.79157773019,2171.25919999143,1283.15154969237,4684.24033516108,-5613.14065908719,-5138.07795151581,47.7801750375841,-6504.05595031071,"Canada.PayneLake.TD0","presence"
3376.76118721763,3671.66732172901,2289.37744651741,5506.13437031712,-5915.99034090293,-6064.19183672908,25.5313340609168,-5937.56235091917,"USA.YukonKuskokwimDelta.15B4","presence"
135.243560488963,776.601561185824,795.165240589842,920.493369378799,-2560.34342986576,-3055.04265532495,-5.82989155686136,-1533.37562615392,"nonveg_760","absence"
1015.23132495862,843.095536298812,461.378656669268,2284.5470466096,-2347.01690657252,-2614.05089935839,-5.91409552652185,-1395.6610483585,"Canada.Ivujivik.TP10","presence"
3085.09424333812,3130.32398128015,1709.63741892057,5359.14440069876,-5507.74925279833,-5777.09470750123,75.5846865625494,-5270.64396430637,"Russia.Tiksi.DryFen","presence"
-359.005007325129,-438.456848904674,-593.506474514447,-1329.5241548782,5288.26503587836,4303.26397558829,46.3321760224719,4303.26397558829,"nonveg_1720","absence"
3209.10417345914,4070.30371602098,2339.55621000275,5553.49023476668,-5936.91078697867,-6541.66041776098,52.6553972133645,-5904.26336983668,"USA.NorthSlope.HappyValley-C19","presence"
1110.03015317499,-232.283138865902,-553.449563568907,1641.16559298704,-1934.27296133617,-1499.01003357761,-26.4895375970468,-1934.27296133617,"nonveg_637","absence"
835.596631240079,65.6404833394378,161.17925714576,1524.77692008206,-1650.03459130478,-1178.64032735128,5.35728290667156,-1650.95942826021,"nonveg_714","absence"
774.208374888404,1468.33180108034,850.609095805099,1335.13118801231,-2074.35795436967,-2490.7778108283,23.2646222708308,-2102.1619850216,"nonveg_863","absence"
361.416359541198,-76.9232526274459,666.913017077663,1150.50582428675,-1646.80818956935,-1467.60715996242,-5.14960992358034,-1646.80818956935,"nonveg_715","absence"
3039.26673530773,3589.62064450801,2032.74362571833,5079.44547502414,-5532.53506467589,-5962.01707119667,21.9816440132768,-5555.10362210859,"USA.YukonKuskokwimDelta.UB3","presence"
1682.04426129454,852.696798442345,599.238832866608,1895.52281008414,-1032.09333272265,-686.566530775548,-23.8112907714085,-962.622149241583,"nonveg_677","absence"
-502.576571443183,1158.15152732654,-35.8389665323266,-510.551277088854,-1753.44462478485,-3012.66170154942,49.3525411596571,-1931.49090748872,"nonveg_643","absence"
369.595394040128,-96.2876923192126,1154.08071657652,637.031785552954,-301.234739439762,-850.658967354158,-48.9576648273022,-850.658967354158,"nonveg_670","absence"
2488.11018566619,2720.29998831708,1764.73136681201,5109.47896431806,-5189.68832092773,-5509.46581186181,42.7057506878238,-4498.95298232691,"Canada.PayneLake.TD2","presence"
2377.06484073134,1523.28368889153,1438.86556285161,4239.39956077089,-2934.1032614342,-2947.86777431084,64.6974702362314,-3352.67001833121,"nonveg_1069","absence"
1425.68640998835,1625.74856301644,516.644491458991,2698.28876874129,-2728.92843940763,-2990.23811076144,12.8131324210041,-3084.52740207714,"Canada.BanksIsland.GreenCabin-C07","absence"
-44.2349406159339,282.485305358735,-469.159914090627,1242.74924140096,-175.373333247874,-2284.53714157206,-9.67487941183676,-1513.23691616906,"nonveg_547","absence"
1305.29922861249,845.891365182658,993.114735286933,1971.75156871618,-1804.43683683653,-1264.76964031618,-39.0495337516161,-1441.84472295215,"nonveg_543","absence"
-215.572236914204,-72.7572691146447,200.177707704689,-328.837540382517,1277.52793727473,-405.696407437233,-21.5662969565583,-405.696407437233,"nonveg_1145","absence"
867.052091488436,1406.65094891398,347.608777693016,1429.54179880018,-1303.05905743808,-1300.75199004652,85.6403719348715,-1303.05905743808,"nonveg_674","absence"
3929.48496988783,4379.39344966816,1792.9279267232,6270.56389378377,-6207.83477898337,-6357.02032470432,39.413601287377,-6561.2823974983,"USA.YukonKuskokwimDelta.15B2","presence"
3073.64773695307,3937.61280641821,836.092574515152,5646.65367946391,-4785.39711148852,-5272.49872710931,87.1801273231156,-5219.49431263256,"Canada.KluaneLake.Quill-ShrubTundra","presence"
4105.68276877644,4806.16010075539,1309.04654822114,7681.10683020491,-6224.9762851873,-7349.41212143533,72.8764357692494,-6916.29320742727,"Finland.Kilpisjarvi.17","presence"
923.387084328988,1395.20869635778,556.973080427684,1382.64426155424,-1758.44299590243,-1694.27042384973,77.3306520140373,-1694.27042384973,"nonveg_861","absence"
2470.99127514953,2906.06851516887,1629.57159957027,4706.74148245123,-4937.84191337097,-5539.78536283053,45.3086765712578,-5126.43415546674,"USA.NorthSlope.15","presence"
846.256238280937,559.352285065153,-1183.16183229563,2442.53952985748,198.04061641232,-586.86239926227,-23.3743221763395,198.04061641232,"nonveg_1794","absence"
3189.10458760144,3089.64082089949,2113.87859123601,5863.47991061049,-5705.27302724259,-5580.67141359526,-19.0891045998553,-5553.51552982828,"Canada.DaringLake.LowBirch","presence"
391.231152391403,815.80567789176,604.367489099446,634.521268809392,-1284.23716893499,-1915.06367037571,11.3715304711097,-1371.86372127454,"nonveg_916","absence"
2316.71527344347,2940.92015917562,1533.61448919383,4600.99398303218,-4733.19764245179,-5524.14484382333,108.367770755452,-4352.807433558,"USA.NorthSlope.16","presence"
1023.88238828572,822.237858898105,748.829690093844,1984.73183729377,-2659.59055963991,-2617.7518763273,40.2620608054412,-2092.18243261495,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
1887.48722362048,1378.0262449369,190.671832189698,2744.40026183968,-1886.39686953182,84.7221301117254,28.9975635630092,-767.43912134474,"nonveg_659","absence"
-505.723353039414,714.86244197278,10000,-632.884925225512,-467.959896256101,-947.535744194411,33.06256847209,-325.362028801709,"nonveg_1477","absence"
3450.13144741027,4773.94382944366,1983.58667922891,5026.69055351302,-3895.93391082686,-5745.84183735334,101.914784171565,-5635.11118565422,"Canada.KluaneLake.Outpost-MixedTundra","presence"
247.722285426047,1682.06190936195,861.325280871529,1008.40463140359,-2387.59170143845,-3729.47310344892,97.0912927725689,-2387.59170143845,"nonveg_680","absence"
-1311.42531264207,396.568052196838,-1854.07218644663,-4268.23937893006,8692.98568188014,6583.9503842231,-12.4996060342886,7882.2433898346,"nonveg_1797","absence"
125.577550150273,670.582355361935,-177.725635966561,212.959817181764,-395.406247879504,-1774.32720554954,22.8571638584395,-1297.8770648449,"nonveg_806","absence"
4175.37140088088,4495.65521145879,2042.42246591709,7014.39415369495,-5496.74689138455,-6387.81878806989,45.4287927949491,-6067.90853875049,"Sweden.Abisko.KJ-SalixShrub","presence"
3436.54269797226,3680.22584209437,2137.17861791913,6350.57194890625,-6221.62612358439,-6253.27584265654,8.50285396273495,-5837.88433075449,"Sweden.Abisko.NT-BirchShrub","presence"
1285.66527150191,1130.90112513742,1560.58369667365,2660.94629323823,-3680.4445797033,-3301.4219622772,-64.1057456772893,-2638.55412561186,"Russia.Tiksi.BareSoil","absence"
1476.46185705286,1744.8531148599,1199.42983463433,3022.72697866684,-3279.17403838322,-4458.51926763287,-10.3823665530515,-3238.66258607174,"Canada.BanksIsland.GreenCabin-C00","presence"
465.087887660321,615.171542417445,92.9159749040791,1135.70160697595,-1011.86436077089,-1262.52374509321,3.64898558887866,-1235.3265620425,"nonveg_542","absence"
135.243560488963,776.601561185824,795.165240589842,920.493369378799,-2560.34342986576,-3055.04265532495,-5.82989155686136,-1533.37562615392,"nonveg_760","absence"
361.416359541198,-76.9232526274459,666.913017077663,1150.50582428675,-1646.80818956935,-1467.60715996242,-5.14960992358034,-1646.80818956935,"nonveg_715","absence"
3135.33168337252,4165.4558235862,2047.74858003913,5185.66415165095,-5160.69648584102,-6336.97707695546,39.3369302670606,-4984.90351168313,"USA.BrooksRange.8","presence"
3410.21708850635,3456.17115363661,1940.13595729775,6557.08331397267,-6037.28020121165,-6378.33275436481,17.0177445771035,-6301.16455763725,"Canada.CoutureLake.TDA7","presence"
678.51395038155,446.877729209459,450.738449590127,1088.8804349044,-352.598466033018,-945.930987002895,-5.6849786777335,-945.930987002895,"nonveg_560","absence"
3718.2386835245,3920.06241180085,2144.63537026119,5958.31556751246,-6250.4447044467,-6167.96994927505,83.9417422165083,-5742.50143128124,"Russia.Tiksi.Bog","presence"
2370.73988598256,2286.04498721877,1260.14140837943,5951.56127442199,-6082.18872206876,-6214.03239912165,32.8641277881125,-5652.37232299296,"Norway.Javrresduottar.EC-Salix","presence"
75.726331551004,1102.01681146807,10.3301612419185,594.872389620996,-2021.17197257578,-2279.24365671474,39.9061772055644,-1499.99160757029,"nonveg_984","absence"
544.705347896566,189.575350156453,-173.640950652793,1426.89941530355,-1748.42106108296,-1569.88594071957,0.694525357886625,-1748.42106108296,"nonveg_779","absence"
2883.35095104842,2900.56195624023,1669.10338662176,5514.29289281477,-5669.72281128702,-5712.91294025592,-44.4995127470558,-5709.59151607727,"Canada.ChukotkaRiver.TH1","presence"
568.415721054674,656.698066486246,16.3281323396064,884.898492142464,-2181.51787289035,-1926.16065874078,22.3305355537484,-2181.51787289035,"nonveg_583","absence"
1005.17353113632,788.496009228273,541.19521634232,1236.04180429671,-2189.71169331298,-1738.66431481921,-5.10142890605122,-2185.83741082514,"nonveg_855","absence"
187.897499801651,4.07699578031041,21.1226854180701,457.511769501599,-448.40451392724,164.631892796253,-4.52897364561463,-14.323210768721,"nonveg_822","absence"
4677.48445648406,4950.68556190074,2688.90080500025,8200.78358568265,-7036.27237531376,-7247.05438052313,40.0451546798353,-6722.81713334781,"Finland.Kevo.2","presence"
442.742244753792,519.48752397569,417.606489967484,882.363316875871,-1883.32413828237,-2579.00078530028,-10.7712343528753,-2293.50489178472,"nonveg_975","absence"
254.888506363142,79.9449310091557,-76.2136224757386,754.557514899705,-1456.53165697917,-1056.64151336117,-3.2224084653435,-1275.15951006888,"nonveg_596","absence"
1933.66326254335,2051.00322326463,1411.38388862391,3926.14012883863,-4264.29241072904,-3858.44198410354,17.8348916377347,-3837.66072178063,"Finland.Kevo.3","presence"
1267.33204265744,1720.62935193426,857.288128044615,1829.45931254079,-2996.59475848404,-2739.8042719568,9.24812631463213,-2377.48923927311,"nonveg_507","absence"
3376.76118721763,3671.66732172901,2289.37744651741,5506.13437031712,-5915.99034090293,-6064.19183672908,25.5313340609168,-5937.56235091917,"USA.YukonKuskokwimDelta.15B4","presence"
3905.3186392555,4150.89832873842,2639.63233341973,6244.6081698517,-5870.40864181693,-6293.33520681399,48.4380010240717,-6184.21891038491,"USA.YukonKuskokwimDelta.72B4","presence"
219.952924080214,308.430916107592,660.167897368415,743.454723520116,-1316.01621747802,-1456.94800199239,-37.3075625184295,-1316.01621747802,"nonveg_958","absence"
902.549023896043,855.616707307529,-65.6123262350503,2185.51049114374,-1790.01453552272,-1989.83185295622,15.3596960935238,-2121.9265597129,"nonveg_913","absence"
1023.88238828572,822.237858898105,748.829690093844,1984.73183729377,-2659.59055963991,-2617.7518763273,40.2620608054412,-2092.18243261495,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
516.917841796842,-122.402500545838,159.047926263854,1004.94525270736,-1632.47274107955,-1385.06264027263,-58.1877582336327,-1632.47274107955,"nonveg_790","absence"
3268.57366846163,3710.72986088343,1429.09304970817,5448.90831135085,-4715.91867230492,-5815.41729748171,60.9047163361373,-5138.87649680385,"Canada.DeceptionBay.TH8","presence"
935.545423275655,958.102548854739,283.864004970867,1842.17503295899,-2133.3681701573,-1672.35448869712,11.2112502682811,-1672.35448869712,"nonveg_1968","absence"
896.577005485227,492.443815465105,47.7858645168976,1591.43336987222,-453.101207100147,-879.494147328484,-2.66706079959526,-879.494147328484,"nonveg_1340","absence"
3472.67108079419,3864.89089953193,2188.85430363359,6636.58933119236,-6205.61246154166,-6502.83039003013,18.4495496061579,-6682.79999334153,"Canada.PayneLake.TDA0","presence"
1554.19217960386,2186.00710186883,292.243194205104,3155.39887265738,-3255.08552353676,-3538.74896197541,10.0494578473929,-3255.08552353676,"nonveg_1177","absence"
1763.46190690053,1420.0995649088,1013.08115973468,3114.23463208332,-2727.17237658228,-2736.61155917077,-0.139395329500824,-2922.47632677329,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
3143.06851962709,3252.05692168508,1984.79196551416,5269.53474706743,-5227.83414599113,-5757.30204465782,21.1510309289223,-5491.76111608828,"Russia.Yamal.Kharasavey-1","presence"
2678.86621054046,2897.45528907674,1718.23717765896,5266.03236659766,-5148.81487060531,-5618.67879813098,11.0271126210317,-5811.8618662723,"Canada.CoutureLake.TDO4","presence"
2688.83201116303,2925.44276732287,1506.27301353755,5886.74985819625,-5891.99775974873,-6381.90662177855,35.2944542788133,-5280.44793188656,"Finland.Javrresduottar.EC-Sphagnum","presence"
2491.21316470987,3160.00082105275,1665.3146610164,4623.56908772879,-4985.58171715171,-5689.47189588532,12.1012735606381,-4394.23008833056,"USA.NorthSlope.Sagwon-C15","presence"
2851.75758809402,3042.21657430202,1974.82788798316,5118.0296587166,-5647.66374264333,-5565.64820213637,26.4946491528931,-5331.87332952288,"Canada.ChukotkaRiver.TPO2","presence"
837.912482136284,552.881373055292,1200.41349411349,1671.44144236091,-1397.74464791544,-2044.78269830245,-48.6653172377729,-1411.41226200514,"nonveg_725","absence"
3226.48000665424,3557.0062556529,2215.76193839834,5790.68831097778,-5381.97388077155,-5756.39093083912,46.2575802272763,-5321.83698602076,"USA.NorthSlope.Sagwon-C18","presence"
225.756853193232,134.613792556823,408.81336530779,106.159284351259,-1058.00247494769,-1015.47683075032,1.17987350338494,-1058.00247494769,"nonveg_848","absence"
3769.21802684299,3742.12776969435,1992.91599239695,6797.97622755911,-6173.89697155331,-5633.6543476437,17.1479106347309,-5883.84179137314,"Sweden.Abisko.VJ-DryHeath","presence"
18.6822656606658,230.346311504644,-323.633889416222,265.442646092878,-749.461648853223,-1290.99344286464,-2.35713260785653,-999.658347494114,"nonveg_842","absence"
3251.21210891264,3460.38951406177,2114.94982351049,6336.2943435608,-6195.18248448998,-6538.64230859458,-0.214717067960354,-6732.9423326549,"Canada.LeRoyLake.TDA6","presence"
2386.18288101173,2517.22632970038,835.17768912067,4777.34817822621,-4834.1153128073,-4973.85234274377,64.2040980112757,-4976.59985209068,"USA.NorthSlope.FranklinBluffs-C17","presence"
4427.15100844595,4835.36044093727,2683.18892263449,6561.55500171911,-6613.10145220393,-7186.13745146019,-7.67775425478227,-6401.55422595644,"Norway.Javrresduottar.A-Sphagnum","presence"
-359.005007325129,-438.456848904674,-593.506474514447,-1329.5241548782,5288.26503587836,4303.26397558829,46.3321760224719,4303.26397558829,"nonveg_1720","absence"
3432.26126668687,3250.50957162085,1957.53187525465,5879.39391910678,-5537.95260514774,-5812.56127519417,-89.6380013193498,-5283.94762678298,"Russia.Yamal.Kharasavey-2b","presence"
137.173591316557,454.104572538685,-258.593896780895,593.745061116658,-1030.69739586354,-1617.75701384154,-23.3965972414416,-1161.96098028662,"nonveg_972","absence"
1375.81006108806,754.004357398695,1121.90428359182,2227.28057402419,-2076.90243850947,-2655.32505555772,-70.3359143029473,-2655.32505555772,"nonveg_701","absence"
449.582345401111,706.41059621273,407.715208796113,602.948626872866,-1423.3817043328,-2392.51332871951,-20.1709849855488,-1490.05843054541,"nonveg_825","absence"
2857.90142950095,3124.63752454151,1497.8435682239,6017.08040075175,-5511.98232672712,-6157.78375690825,46.5615153106569,-5764.05316447739,"Finland.Javrresduottar.EC-Betula","presence"
2496.6667899597,2720.33494781245,1762.70828475518,4720.72680170494,-5150.16042820424,-5589.22324470834,26.9905401573047,-4575.78652266244,"USA.NorthSlope.11","presence"
400.308070761671,700.05017569538,838.966570561539,1572.02492021838,-1855.75433240738,-2956.24703767032,-19.5301343367021,-2125.16032647215,"nonveg_575","absence"
360.013765028892,466.282217845161,229.101330058035,780.493279532134,-595.494989391302,-469.229007987048,-10.395572904013,-507.432435511515,"nonveg_921","absence"
2792.60204616131,2785.91473768657,1950.18594676713,5201.25333522419,-5526.0872128936,-5915.89126815904,27.4919558626594,-5406.44368536777,"USA.NorthSlope.12","presence"
1887.48722362048,1378.0262449369,190.671832189698,2744.40026183968,-1886.39686953182,84.7221301117254,28.9975635630092,-767.43912134474,"nonveg_659","absence"
243.044905955226,159.998365602086,6278.51538560355,3819.51923277945,-3024.57198964058,-3118.09756419701,-95.0628422687999,-2296.3639072551,"nonveg_1353","absence"
