"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_peakSummer","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_blue_endSnowfree","trees_presence","spectral_EVI2b_annualMean","spectral_EVI2b_changeSSES","spectral_NBR_changePSLS","spectral_SWIR2_changeSSES","site_code","presence_absence"
2637.78796100024,3158.19047746921,3490.46227755795,5753.43207848935,6803.43687024255,-5739.74998452032,-6426.09750987673,-6566.87899766808,-4203.61355781533,447.941256725693,1,2825.43621567272,31.4856175701682,43.3873166659409,-3.56352938075398,"Canada.LeRoyLake.TDA3","presence"
1975.09493755897,3009.84504235999,3489.93048813233,4846.20404308318,6137.04324818199,-5191.25762114691,-5606.34125544755,-5874.25330543249,-4102.64147849438,504.143671854803,0,2563.33651644837,24.1704564498165,-17.2654400785204,-3.77300203627941,"USA.NorthSlope.Oumalik1","presence"
2831.7184350137,3588.65833914581,3554.36586541482,5020.91437628123,5516.95325201772,-5199.1542543728,-5934.13407396043,-6457.00031243994,-4873.07099527421,611.158401392372,0,3298.70197502154,31.3626113870343,28.5344330187152,3.70424813680633,"USA.YukonKuskokwimDelta.UB7","presence"
2683.3762112248,3355.48720816566,4139.38576785943,4917.84349306995,6157.00587496521,-5666.08288080255,-6713.7305293648,-6449.05051473641,-4215.12820836975,409.901128220389,0,3033.37580929878,20.9749183055336,-17.6259362382252,-3.89273840843985,"USA.YukonKuskokwimDelta.3","presence"
814.632450793926,-153.982094006022,-144.579319860261,1508.6708860462,560.225295510458,-894.163627571257,-2140.78840186507,-2194.54529068929,-1829.02164164403,884.290790971973,0,233.079786545562,29.8520075492908,-0.756453672750863,2.91040325586682,"nonveg_681","absence"
2897.94685743578,3631.68920824059,4398.76844780728,6697.29340112212,7696.05200909757,-5680.21078215305,-6283.5395311731,-6341.02168203074,-4863.7105469953,553.27263016298,1,3354.30934741989,38.6937161273375,-78.5332960011187,8.49046887082954,"Russia.Tazovsky.Burned44","presence"
3320.28899718276,3580.90019874902,4197.00180070895,6219.6430411487,7451.87771591029,-5919.71822417562,-6367.33882176835,-6025.87713830569,-4928.45647739028,582.841639567539,0,3538.71582994988,57.1895795435493,-71.6712392147963,11.4260327433178,"Sweden.Abisko.NF-DryHeath","presence"
183.080681313892,606.576628708432,55.819389120267,937.994706271813,239.126128081879,-1493.66875019482,-1711.00714930106,-2262.65615355131,-1424.23699226639,1338.49483814919,0,467.652130668177,2.99339238895797,40.7391560073713,-1.78164551026707,"nonveg_1261","absence"
1356.18160584493,1309.26507658126,1556.67428477364,2982.15356447701,3298.17932974802,-3829.36549274754,-4156.61189742669,-4044.02060310529,-3003.37950657565,651.965577526742,0,1488.39386959335,-25.0005863947493,-9.44524412411312,-25.8810440273745,"nonveg_1069","absence"
1257.38409026813,1436.3464009956,1503.10014967531,1890.95450102912,2739.00994493465,-3119.69172556977,-2866.52698341076,-3142.82509523776,-1868.39052562084,1025.958183826,0,1245.13014934469,15.2221969878111,152.960326403874,8.87041611781542,"Canada.BanksIsland.GreenCabin-C07","absence"
908.568448761978,1344.62180631102,587.323590224236,650.574372613155,794.890724590534,-1848.3835738243,-1044.47755686581,-1873.1085559909,-643.860555187776,1784.03539337651,0,925.813833544028,-25.9589503821588,263.988110065126,-5.86264383347439,"nonveg_643","absence"
2999.37229519346,3525.02403854751,4116.79685718234,5868.17911293348,6557.42647423872,-6227.44716908929,-5733.8867080923,-6431.67323820149,-5070.60442087633,595.747412616007,1,2883.8625584752,13.2765188848669,42.2908248225618,-13.2783908250975,"Canada.Yukon.SOUTHSTONEBOY","presence"
2149.9768425055,2068.70137383559,2223.57134547117,3745.9633482317,4452.72208446576,-4309.58507768075,-4961.35499763699,-4943.65462578749,-3561.53240458625,519.79823431561,0,1642.49843109293,39.2003378656204,75.7453494496177,8.42660160448047,"USA.NorthSlope.Atqasuk","absence"
741.965165751907,405.433182017064,120.750536462655,1491.45773658307,805.239893422546,-2896.01749024613,-3561.02244351973,-3948.44760851669,-1899.54621379503,714.129415551336,0,587.642161763951,-4.90744237674966,112.963487370455,21.6259043993547,"nonveg_680","absence"
2637.78796100024,3158.19047746921,3490.46227755795,5753.43207848935,6803.43687024255,-5739.74998452032,-6426.09750987673,-6566.87899766808,-4203.61355781533,447.941256725693,1,2825.43621567272,31.4856175701682,43.3873166659409,-3.56352938075398,"Canada.LeRoyLake.TDA3","presence"
1921.42029516588,2200.42383395682,2602.35554875666,3708.9979733362,5000.50197814802,-4406.62124365377,-5326.27046169902,-5135.94934548827,-3067.84196463352,515.75014506332,0,2252.62123171654,-9.78345298484569,-58.5475286286432,-13.662588973046,"USA.NorthSlope.Deadhorse-C15","presence"
1843.8768658682,1778.82757953886,1659.30571241309,3232.60738310254,3473.42813064675,-4047.47623344657,-4241.41155559877,-4448.86532029278,-3026.68486836173,612.318324050087,0,1742.4134442705,-7.73260017006087,79.0078044847731,-6.25752876706094,"Finland.Kevo.3","presence"
3860.99117127259,4935.36377935156,4997.92229583366,6033.16349489172,6981.59133566758,-6576.33733765064,-6862.65576884519,-7497.82903703079,-5499.93159779848,384.155277558,0,3631.39888135247,33.2295582095638,51.3414880654068,-1.39744851089032,"Norway.Javrresduottar.A-Sphagnum","presence"
-248.560909609782,798.644522159177,119.267277224968,-1045.88042136089,33.1399681349266,3270.79172866279,5485.80864852239,2871.22505633722,10000,170.344654965786,0,-20.831469773467,3.56533694241663,-30.1660598836069,0,"nonveg_1720","absence"
-417.999373630457,-0.0343535008098144,-786.28847864147,151.657938666355,-1069.53879958043,597.938743034751,171.196170048164,-741.69441533559,1342.62274014387,1074.30346542171,0,-99.8277092422294,-2.36749274171454,129.994560340717,3.94729701801922,"nonveg_592","absence"
139.041385797597,115.31291967854,600.217467678149,948.473115473362,2668.1469363057,1226.83655329506,-1235.23784778376,-1232.02705405853,6321.14950249153,319.881517684112,0,228.57683382154,25.0831984061275,-13.1647942904805,3.66579019528383,"nonveg_1794","absence"
3230.82997382701,4329.82741076825,4944.83769181082,6212.99931026831,8102.94914929584,-6580.64069149963,-7054.87623884072,-7380.28302851549,-4789.78403304272,395.21223001869,1,3584.08208840016,28.5681962216707,-1.06058565148147,-7.61177419270153,"Canada.BonifaceRiver.AB8","presence"
13.207905213741,570.686690802129,736.399005633962,2140.45395843294,1827.65586432199,-1691.76572057297,-2637.98907040283,-2396.03034748937,-1091.78525262572,215.29552972183,0,710.933247898237,-9.08522128857101,-17.3758394342173,-0.588635913855645,"nonveg_986","absence"
2345.26121488956,2744.07097533446,2700.15521086727,4407.76761352449,5333.49541537543,-4700.41792301321,-4973.98461740838,-5376.22113448012,-3488.57895203482,594.663083800215,0,2469.25667443156,9.036866996371,23.5995930919943,-1.25275298395048,"Canada.PayneLake.TD2","presence"
578.214257338276,1023.38638819562,451.958815710572,743.893703214236,974.799030588689,-1183.92827582179,-819.013425850441,-1628.16858920769,38.9554548052035,1084.78664381592,0,564.963296300613,0.389034361235982,46.8067866886051,-1.75377554072064,"nonveg_923","absence"
496.124033673115,235.251396834309,879.051776286459,199.261341599682,1563.03488133694,-2332.26596774382,-1883.03950639463,-1168.30064650804,-1492.57636068107,873.537986468765,0,315.719164092766,-30.8692876676285,-138.29648442389,-9.40472380159233,"nonveg_535","absence"
1310.01394746584,2420.05274669692,3070.42122664189,4069.23700173283,5156.24695506315,-4486.40683520137,-4690.87176592625,-5337.75160851628,-3628.85343193877,590.523587566681,0,1460.45128025422,0.195552730343169,-24.267226265082,-1.72154807680848,"Canada.KluaneLake.Ruby-MixedTundra","presence"
1031.67496611415,862.829811651494,1152.39053895029,2492.61306008034,2281.23165054372,-2259.91675018423,-3200.22459587958,-2683.73308133684,-1772.5219919901,816.940724935206,0,1167.2320552347,-6.38645107052043,-94.8285141888489,-3.62490893777114,"nonveg_764","absence"
1917.70672020455,2270.57817837937,2436.69758225074,3809.1729995385,4561.00664425052,-4094.54900304859,-4355.78468531829,-4461.18089923768,-3724.29900753108,649.682856017246,0,2042.91373976073,51.9395909585994,1.40979325308329,30.0692228756484,"Canada.BanksIsland.GreenCabin-C11","presence"
2497.68397493154,2639.76309820139,2539.97608528509,4774.13252898934,5138.85469223513,-5205.8180173476,-5334.17648043432,-5788.7942428184,-3669.1133222312,541.58318716342,0,2172.65217222561,43.1179632047942,37.2172329046902,9.23038403955807,"Finland.Kilpisjarvi.18","presence"
71.5572016168557,138.148244120438,551.308453984287,726.326718398214,2273.05558766144,-1003.01396258517,-2115.21053605069,-1942.13325015827,-629.239941091039,184.523780513006,0,256.830989298085,-2.10426446392187,-28.5462324608271,-1.06671057324591,"nonveg_1654","absence"
812.446054239031,137.661398136778,-18.7647904444089,1111.93349744174,427.43150603717,-637.185048692008,-1331.54091499546,-1647.43825290329,-786.502203836451,908.484594158005,0,357.563048713916,12.7502699340375,22.4945558535619,6.31340724293788,"nonveg_709","absence"
2849.67854561924,3660.83423215945,4185.75323042948,5263.33005785305,7418.05663233008,-5741.14469310117,-6876.43652660532,-7117.7261157069,-3726.72701553815,523.994012531361,0,3259.52111825163,19.2232603925973,-29.1864711385627,-8.89981947135152,"Canada.DeceptionBay.BEGL3","presence"
2298.41532327865,2984.0530070248,3245.83934221075,5073.71257540805,6111.59104426642,-5166.59058566991,-5653.998163825,-5804.3619902692,-5314.82429002559,421.490381960035,1,2331.11178732589,49.641899348618,-41.5473246539187,9.19338856904371,"Russia.Yamal.Nadym-2-H","presence"
2037.47164680496,2230.69386759491,2253.05910914943,3582.77671074543,4273.58981282607,-4345.68807333217,-4940.37494377193,-5144.64560780962,-2922.06499638029,623.361529422652,0,2091.07212065746,20.4601736775709,-11.2009025545832,-0.995413785188568,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
577.026351521282,915.109972133929,1509.12177659056,915.685334912837,2251.07746635983,-2729.89461611773,-2308.33870820997,-1633.96986079763,-939.548816862101,1088.07422725116,0,947.709300494967,-35.7767631272805,-73.5793628153514,-15.3218359422283,"nonveg_540","absence"
1720.88208792856,2508.44687357787,3257.54764353055,4536.80945132255,5602.95919860743,-4775.4909828925,-5913.15392592659,-5695.64527527636,-4250.18495794168,488.745006631345,0,2525.38621093093,7.74392279814527,-105.381280497369,-11.0963113948753,"USA.NorthSlope.12","presence"
2453.38084235258,3593.21994424526,4326.63864075292,5518.99883869358,6876.6558420942,-5658.35123713308,-6175.8418322223,-6361.69680099012,-4182.66413168047,477.200448590683,0,3162.59103133347,38.4807280865065,-32.2987745898605,-6.36102065853641,"USA.InteriorAlaska.LOWERQUARRY","presence"
1453.32118585535,1550.43558726906,1893.30830369019,3000.06503755573,3846.32469168634,-2713.70743099024,-3014.38780902069,-2478.0464621336,-1249.3075251597,781.494059379551,0,1787.12266933278,-0.367834147126037,-25.1971656936677,-14.0229055351362,"Russia.Tiksi.BareSoil","absence"
2583.77023618672,3078.38475987154,3175.67635161631,5205.43221689975,5603.77978228141,-5521.88114874286,-5421.77626154134,-6004.76199084516,-4811.81033926794,565.891807567482,0,2817.72662564958,69.9843375291223,13.9483889657999,30.5533549372112,"Russia.Tazovsky.Burned12","presence"
127.089545046568,-445.871658860736,-142.240977034892,3595.5148880861,4011.06002242444,2294.26790527726,1783.53257295837,1030.45526046797,2354.04487760768,248.461683222959,0,12.2801704661654,3.7996362343537,-43.4434895150122,0.496037902873614,"nonveg_1880","absence"
-52.2725444196119,-109.559054252747,1195.09320128428,660.912238252758,1862.47554066416,-1281.30518334145,-2141.91587705893,-395.509095060756,75.7608056284359,876.204844426705,0,410.782298464229,-22.9864831438668,-254.046905819494,3.94757990831332,"nonveg_578","absence"
1114.41235078322,1133.35149201635,1091.59288674793,942.639861047287,1359.9242893484,-1753.12586716203,-1517.92179774457,-1745.13683520351,-1666.17011011928,2266.13852308921,0,894.229327443312,17.7327648209899,24.855907421052,32.4026762367971,"nonveg_855","absence"
3197.28267537034,4184.62742836447,4392.07227837203,5322.01869785688,6647.99788976419,-5905.80972489703,-6169.76912002649,-6494.27663165611,-5429.13591340348,538.875373060436,0,3718.54439837728,14.304917306818,-18.7223414041812,-1.84518135182773,"USA.YukonKuskokwimDelta.72B2","presence"
46.0203804962925,-594.978066214474,485.522338258432,-2490.04128442802,-1488.49249801891,2800.61888797443,4031.44039507347,4590.50684513387,2936.01916907947,1671.89227301123,0,-342.336102733081,4.18096882899331,-99.8986071329646,0,"nonveg_1367","absence"
662.469793635077,721.991272383551,1002.92696508053,1084.84842230182,1501.75266368386,-1677.19400652401,-2196.83271079508,-1718.42894601136,-1253.5267773485,1508.09097629413,0,699.903881991816,12.9948761266249,-32.7571008609165,13.0375494395112,"nonveg_861","absence"
1250.24528979435,520.692994885969,1397.27142628043,2517.42520124656,3081.56320757645,-2385.80301109555,-3518.43064748639,-2271.91877514458,-1915.67690540635,823.38845478335,0,1032.69482269925,7.45750310316727,-50.0882093416309,7.08765255052032,"nonveg_758","absence"
2726.71261964589,3546.9747795552,3736.04197368583,5524.90661319829,6344.32826571825,-5161.22307078231,-5496.58989776545,-5712.37598081285,-4354.01549194671,315.145418318367,0,2330.95820155762,29.8397971941829,-6.33059417719987,3.87818006969663,"Sweden.Abisko.NT-DryHeath","presence"
-50.8103629868302,239.504292594787,277.372596202835,556.466096167989,412.627975343477,-2178.45586937464,-2548.77496480515,-2468.45892476865,-1325.90684432454,1006.88493742582,0,301.299904188255,-8.97111587108722,-25.6510538067634,-9.5168062811529,"nonveg_583","absence"
693.052957411826,294.75203120918,232.311187300247,672.336656177397,477.374371000305,690.016727554476,-297.722281601507,-299.176767599703,578.060677261906,1120.84971163424,0,292.586600729383,32.005368785631,3.36012613157459,10.6346957700595,"nonveg_1927","absence"
432.124053924224,-366.866615705516,477.301513824305,2877.40869917511,2768.09735229092,-169.918579760257,-1588.64871035523,-852.590132408281,-121.042624727025,497.181565853001,0,219.030182725242,11.6788223121358,-23.4819729650416,1.89105365651178,"nonveg_851","absence"
3028.62856878263,3280.96787215045,3416.3706367117,5010.55248422508,5828.15902325413,-4509.89603400175,-6071.62282400641,-6165.65132658142,-3833.01312635715,520.6679160006,0,3007.4160238146,26.7335964903158,-41.5262760011734,-5.64969151520914,"Russia.Tiksi.FloodMeadow","absence"
1088.80731908805,1052.94613155638,1228.27271730533,1781.40155238856,2252.13231306035,-2423.3833757868,-2897.28834679787,-2687.93753812585,-1456.83015504984,994.55370242585,0,819.726920184252,32.1894922467578,-220.455065010783,12.7501452374692,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
863.664224878483,1021.43391144124,1268.01269413577,1685.46695185425,2747.32086821751,-2730.61162746705,-2337.21284762422,-2109.33446308631,-2584.51165390039,681.71505354669,0,840.246580766805,5.26700961224609,-30.1192240153815,1.25139409433919,"nonveg_746","absence"
403.953187980746,666.406292191813,587.278251112314,701.22454341059,1228.39627183391,-1800.38705536124,-1756.44935524776,-1902.86314192112,-494.203375697159,870.941073439414,0,490.756947200171,-10.4472410348301,20.8321762776142,-2.10792141549882,"nonveg_941","absence"
3051.41695189407,3898.67747432777,4325.14530713168,5239.90630750069,6902.72720183909,-5421.07427512773,-6309.71704431093,-6386.62040626836,-3845.78761755303,418.246765553422,0,3245.68568059946,20.1645411886203,-68.1228401459813,-5.03928573466611,"USA.YukonKuskokwimDelta.15B2","presence"
3038.92368003514,3859.81687072925,4208.17195614022,5028.98283103431,6714.74410105076,-6055.26965465553,-6387.6445603107,-6377.48911472681,-4588.35066612365,438.0590899154,0,2873.05121933952,22.8984575868186,-19.587236788433,1.66145975647793,"USA.YukonKuskokwimDelta.15B6","presence"
-200.233949670132,-369.232957052169,490.942339325128,-520.58055502135,450.230772304932,11.0645190228999,-717.248573374416,-143.662458527002,1734.64007046642,656.091384057167,0,-129.113396573237,15.4169534742354,-13.3615408986196,27.7039449646797,"nonveg_1642","absence"
50.6635209837595,322.130921789446,-76.323469090658,-218.178998535351,-160.356107998716,-1614.14406747319,-870.256732341996,-1868.22622571629,-487.950832200338,762.193378939628,0,14.4116255757504,-0.879323526781087,0,-0.692843768345078,"nonveg_761","absence"
3282.21310153206,3917.78500699837,4257.09133424973,5642.85803602763,6805.87393644582,-5876.26269040184,-6500.89604068459,-6541.6697770248,-4887.8513799648,439.276132556612,0,2882.52785234328,42.6490310886554,5.49110623933217,5.31398016596488,"Norway.Javrresduottar.A-Sedge","absence"
