"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NBR_startSnowfree","spectral_NDMI_earlySummer","spectral_NDMI_lateSummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_SWIR2_lateSummer","spectral_SWIR2_peakSummer","spectral_blue_endSnowfree","spectral_blue_lateSummer","spectral_blue_startSnowfree","spectral_green_endSnowfree","spectral_green_peakSummer","spectral_green_startSnowfree","texture_NDVI_peakSummer","topo_eastness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeLSES","spectral_NBR_annualMean","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_annualMedian","spectral_NDMI_changeLSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeSSES","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeLSES","spectral_NIR_annualMedian","spectral_NIR_annualMean","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeESPS","spectral_SWIR2_changeLSES","spectral_blue_changeSSES","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_changeESPS","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
1647.14574698207,-17.6994825111832,1001.36574992848,1243.72687741926,106.676934150149,1447.09901932329,2243.52895827851,-1133.42351596484,-127.028879024513,938.126508461497,467.685521468922,-1806.58680177516,-560.969517421358,2035.16405876348,-551.930849794835,1724.81868883528,2037.47166409287,385.015097851443,-910.568707831595,419.619986483433,-2066.00758570728,-2104.89553264791,-1733.24354768678,677.854337668425,1484.54594232262,1574.17133958518,1537.81972556448,1558.40940065836,697.403188989648,381.031841511475,868.898728742663,733.596991731617,732.847278173587,1194.35016421274,-340.297770558359,-0.368843197822571,31.3636989593506,0,1001.36574992848,796.243165193755,1664.84522949325,49.6925423494167,-36.3951868728452,673.660418214789,16.4184680923159,120.605445508691,467.685521468922,180.516154176352,1724.81868883528,1126.10773194965,2589.40251388771,53.2306116423238,-81.3124835225043,-1733.24354768678,-1279.01907747802,2524.51551913134,26.5378980598446,88.7724132925254,1574.17133958518,1519.31749738883,-28.8104144519356,1296.43215892363,14.1885135863677,-4.85224611899469,-31.7493591807892,-2.50974240286918,11.298976695649,-14.4171911344115,0.541882843835067,-12.4656263128018,0.777994079790241,-11.0951101697564,"nonveg_623","absence",0,0,0,1,0
123.19701905633,-80.1990353018518,656.894903769966,208.580861188938,135.114295725715,-2801.73227239076,-3238.31256849103,-2228.58323464935,-2946.04762160454,-2039.17388355069,-3308.89438829471,-2841.11362236015,-3449.17395676883,282.947514233749,73.5171091609092,1043.33083113617,454.024153429059,201.664427978519,-1337.80198809455,-1659.32068592242,-628.855755418973,-1364.28198865042,-745.777686031793,1310.94381853404,1850.88432454473,1504.09636116965,3018.36509198217,2775.26431023612,812.08500001597,1154.79666960564,1438.39289222876,1141.08422335075,1203.82127145892,1721.0021355754,484.95847908631,0.024918157607317,3.63399982452393,0,135.114295725715,208.717608887819,737.093939071817,-0.441380617384641,-122.848989845303,-2650.76991613727,-28.242903290373,-168.288222306947,-3308.89438829471,-138.662790137558,282.947514233749,411.09680718768,969.813721975256,3.0104846761196,-161.635620329209,-1337.80198809455,-1147.20762082363,1030.46493050345,-21.9268260023242,-171.744155083908,1590.43888003812,1630.89896511938,-89.9900843351159,582.848387758421,-2.14715753157718,-1.46973436717734,-68.7518743158957,-15.900013899917,-57.118611598279,-4.40725796024669,-45.4975344472526,-4.91307139364976,40.0865946599039,-48.6945871553291,"nonveg_976","absence",1,0,0,0,0
2833.54619060533,1983.87084992374,3038.04864289087,3463.88977517284,1746.48786657623,2971.08400364545,1756.345019739,3406.9123854517,3776.02762102545,783.41254311987,-192.735920238812,148.52262892738,414.635360495598,5226.18464680412,3787.15264678248,5402.49667557214,5994.66721658401,3363.75142972364,-5478.00395758241,-6179.24986858992,-6126.93797967858,-6298.79182823523,-5536.70935684939,2036.29177526229,2446.06306655196,2610.54472862374,1137.74747784459,1130.63172580234,399.941384904013,434.003152339827,460.629717414205,589.666233302529,646.988298824827,619.868327075421,842.3960833825,0.0229436401277781,2.68827390670776,0,1932.33180944425,2465.61914311265,2125.48893029541,-2.00331080762906,-52.7919047055742,2123.19012785293,-42.0628589445289,-88.5712681015625,-1174.99574666772,-65.2788463804526,3768.38571837428,4539.6993821968,3308.05953152319,-5.11268418675149,-79.3310677454705,-6030.81020423176,-6104.226760234,1754.33727038631,-62.6549025137968,-6.32445060592504,2002.69391178537,2202.9891683255,-21.6240904957773,497.051199919047,-13.6534620210555,12.5983642454802,-1.10226580440111,-6.64440914930357,-2.28141031466767,8.2405228698729,-3.13557625246376,7.14742569994504,-1.29841245053654,1.33555900161019,"USA.NorthSlope.10","presence",0,0,1,0,0
-76.1188838019167,299.793255550351,737.818187992862,-633.917697719853,-495.171314986954,-722.043251227124,473.697062573326,365.105846269457,-1455.47713354773,-385.006354394753,-2108.89959622379,-1317.05793315448,-2870.46827306572,-398.576260002663,71.5843832520047,626.545565124715,-777.69739689677,-1081.40268628144,-317.48083390235,670.979951118885,534.927989375274,-956.039272170412,173.61712337515,680.648547647473,4128.8113825693,1911.94631691897,4342.97364990756,3049.89530726802,543.977246542196,1245.07418532854,1564.12151127796,527.947994419313,1146.80476990662,1920.65860633799,61.6620436176134,-0.266936182975769,20.6628475189209,0,-76.1188838019167,-33.5192905931023,1371.73588571272,18.2196709210886,-33.6942255725009,-344.744766065364,-14.6537781231466,8.35317048491303,-1712.45398422435,10.6846786517771,-398.576260002663,-311.90927896083,1707.94825140615,29.6881054903815,-42.6893216825162,173.61712337515,21.2009915593093,1627.0192232893,-21.3520850990217,10.4655355187393,2036.08612374068,2173.53596100501,-265.243294993987,5201.49660294269,15.9883722463174,15.8814628002985,-294.738406944375,-24.2044456498485,-53.9305337527956,-14.6653790440414,-119.084168092566,-9.26758814624016,115.772100263294,-195.927972077282,"nonveg_1161","absence",1,0,0,0,0
1056.07773222823,1349.631783565,1142.75917434942,1639.22619370356,218.875098582393,1886.6261566767,3001.66190138111,2277.81003051121,2901.03745911552,847.556171682313,-286.99138736567,-23.1632167307372,520.161101405779,3371.36456806104,3943.21702867685,3943.57297997422,4859.3265913149,957.855388943832,-4286.55117791633,-1935.77350378404,-4263.80197417264,-4219.17995384098,-3126.76921609132,1391.42822342212,1160.59030520068,1431.54757592413,771.392323876233,917.973875583779,825.54738162297,343.574972439371,527.606889904028,867.040218294993,625.665193076714,551.515713753331,483.924498609909,0.507053136825562,31.2691631317139,1,1142.75917434942,1081.31399648572,1420.35109512116,31.007504949846,10.888032063978,2182.93834387337,38.4840735183108,38.0974668878894,-23.1632167307372,47.512173352219,3943.21702867685,3415.06731139417,3901.47120237106,89.3892288561928,-0.0187342788085755,-4219.17995384098,-3566.41516516106,2350.77767413229,-42.954887475,122.527814230979,1242.22749770272,1232.2192003162,12.1493641169179,617.678413746912,5.26058248021489,4.2371190321618,12.6147978022482,-3.73963510603702,25.3669689044,2.37561402073987,20.621308474118,1.77540575542486,-7.70484515789355,20.4753291002584,"nonveg_856","absence",0,0,0,1,0
568.503334222402,505.134334705172,744.530242450153,942.607829638895,367.696946319083,-1478.97010833367,-1551.26784997113,-1287.43215093316,-984.881518449064,-1564.91696689506,-2425.5545432848,-2245.2571294482,-1921.57259413373,780.560410197704,677.268917429509,1090.9274238546,1435.34376751522,435.284118193594,-2218.60583296144,-2104.54036005332,-1953.68187858624,-1685.00414003241,-2170.07175105252,2442.30232425676,2641.31077599192,2822.41744469782,3447.47311484158,3617.03101615444,1406.02250121525,1472.95188656635,1517.59800493669,1715.30092126934,1927.85332633912,1856.44042731821,407.001602900624,-0.00631324807181954,0.409684360027313,0,568.503334222402,625.694537467141,574.910883319812,8.36693282930496,-13.2997726524989,-1373.49371891642,3.58111910672442,-14.6575388354428,-2425.5545432848,-15.7893086901465,780.560410197704,883.876927438125,1000.05964932162,14.3865121668379,-22.9810281347275,-2104.54036005332,-2026.38079253719,533.601692929029,-2.02225341287163,-8.38102674817128,2619.09806282294,2612.61998034228,-11.0560250963973,486.223476661338,5.06177865104053,6.14093244791233,-9.05683108923444,-1.88735210496209,-3.71829918617206,4.44079969951683,-5.04965721113668,4.53469821376615,-7.52873047955919,-6.08606222440696,"nonveg_767","absence",0,0,1,0,0
-512.97539216416,602.656028690443,430.703588461717,189.033246484484,506.583345253543,-3332.90047059363,-1936.99775174509,-2183.26555883731,-2508.09078550747,-1955.39756779373,-3757.1855509237,-2800.72303833235,-3069.74711738766,-400.272466034494,941.948591570147,740.962753600671,445.205220190049,758.020672848434,-1546.94462026029,-398.397028719517,-599.549086177239,-867.707656238427,-405.294499623706,1621.29176514937,1437.98986111175,1231.52199909496,2220.22565243557,2087.71381020232,1053.81520132561,956.646578724874,1058.49080032197,1253.95577626632,1042.04416972971,1257.90997001241,-367.230438319146,-0.321381032466888,18.9579315185547,0,430.703588461717,243.200163345205,1115.6314208546,-29.987021688756,14.3293700190605,-2383.33042689545,-40.5147912588206,20.5223172576848,-2800.72303833235,17.0190296633672,740.962753600671,497.172954434962,1342.22105760464,-34.0674452612626,16.7488198307897,-599.549086177239,-763.578578203836,1148.54759154077,-33.5779447246054,16.7626714548102,1437.98986111175,1315.29595826038,15.2751586698017,779.259284861619,-11.4591302871382,6.96870442899492,14.5991404250206,-13.9303953289496,8.09738521672815,5.89051391485063,7.82059109077846,6.44505813975234,11.5966826673555,8.91991686584045,"nonveg_1316","absence",0,0,0,1,0
1628.54835513859,1472.71951922941,2060.49510539625,1496.78800958447,1165.74904916183,-2466.17488128997,-1720.33824184911,-1710.56029938864,-3134.56613232595,-2285.65877072119,-2726.62627560376,-2118.82396281924,-3254.02681475137,707.318186433479,1456.51139339643,1443.93148848784,181.76338541362,680.789640176307,-1944.28572653632,-1295.51936081275,-1396.67291340484,-2659.46925922071,-1679.2985107226,2089.98118779912,2364.65374967874,1955.63048909738,2133.21371792665,1835.3975568095,1000.97956154039,917.860437395421,780.541532753791,1175.02980202247,858.801880290637,958.995087927452,1004.39479887141,-0.0487819500267506,31.1720294952393,0,1496.78800958447,1564.86000770211,894.746056234424,14.9290098702179,-18.9605027795756,-2263.45966511497,-5.82310034092831,-0.315417498724738,-2569.99035771773,-0.983079857529711,707.318186433479,894.062818781535,1274.74800798281,0.855759556682972,0.405803384147827,-1679.2985107226,-1795.04915413944,1363.94989840795,-8.54797470366815,3.26301782555121,2089.98118779912,2114.3936481637,-8.86040522192312,516.665398185603,3.92097553036913,-7.48057034353197,5.30324635500055,1.65713224848219,2.68126206919255,-5.53079835233767,2.48036019613555,-6.15446177452014,8.31938460272687,3.95950641265481,"nonveg_647","absence",0,0,0,1,0
10.469948922042,323.924013989863,694.797959063018,253.509721824858,136.499974956873,-2835.10651224785,-2439.20402515697,-1816.06279572632,-2381.82958179648,-1234.32559387258,-3581.96508155099,-2758.24872267746,-3226.30651920575,334.348230625255,805.868277025335,1407.03301618221,965.349542642753,332.797104285282,-2154.51897737888,-1923.55847123269,-1337.92642020331,-1895.47551791413,-1268.45828229331,1407.19518332352,1659.10296934625,1332.80127788101,2457.16585815969,2499.99932051833,812.456366524768,1029.78752914297,1085.46446161068,1013.95122196346,1097.63437305915,1308.40308454961,-81.3358451854214,0.0982642695307732,13.9480972290039,0,253.509721824858,283.840323751331,684.328010140976,-4.66777874203076,-52.9819921533079,-2141.30570176004,-59.2881821620469,-89.0201756329489,-3226.30651920575,-75.8333909488942,805.868277025335,769.079234152167,1074.23591189692,0.0574491237027056,-85.8806770224103,-1895.47551791413,-1715.98753380446,886.060695085569,-32.817062780947,-83.6617215756251,1407.19518332352,1447.35102289287,-35.9868265746754,420.671406299514,-10.3696006715419,10.303905488068,-53.67196808486,-13.8649803394343,-31.0473089454575,4.23443323354081,-28.3842664925873,4.48050928213371,13.9074088572172,-30.2693067142345,"nonveg_984","absence",1,0,0,0,0
2560.84497808803,2157.61168183534,2700.56693520783,2281.42709147933,468.491429879598,2987.5805092946,2168.49354754413,2935.65162728872,1345.27913059826,-2040.14800119904,-5.74999472294038,-255.468499551902,-1264.77049252082,4817.08196662554,4445.17752539125,5178.004139464,4376.48333348807,1135.73728887015,-3624.47350453865,-4458.64506916591,-4999.00790976391,-6175.11634003842,-4822.99175406951,2025.99506404916,2280.74292445091,2067.55162308036,1457.25202846153,1226.70775904991,549.804597658407,546.881738306241,446.02447994172,692.98572915618,610.974018665013,594.34534250016,-1033.70255356558,0.0030463479924947,0.368111550807953,0,1768.64194563569,2047.06556674611,1838.78691907936,49.9970185887716,-79.5056243059674,1524.30156297981,100.779197322898,-182.707243260712,-1764.11999808435,-130.264364667288,3828.57946379194,4052.03401348458,3259.86782385928,81.721896640101,-120.172634413954,-4521.77072878818,-4675.24012339107,3474.02651329648,-0.671861628131893,-39.1678654955508,1790.04228681826,2000.8200662668,-41.6705470451858,743.869785547664,7.91227474339144,-25.4939145723948,-12.290301112816,3.23537189630472,-9.448807043471,-11.1937491972421,-9.50941608662809,-15.4670523157964,21.5288397976366,-8.22870638365635,"USA.NorthSlope.16","presence",0,0,1,0,0
