"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_startSnowfree","spectral_blue_lateSummer","topo_cti","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_changePSLS","spectral_blue_changeSSES","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
626.517168525747,-184.437119233364,417.532330426114,684.325508897369,319.554903342668,-252.067156055324,1073.85626530068,-115.772821180709,818.681688857909,1232.58784412485,525.019847603861,-851.071591667895,-2109.90440496265,-1349.59680559601,-1008.53085401395,-762.696814036024,1916.52746896264,988.612941684028,-2.39874792098999,4.7561845779419,0,417.532330426114,372.698558391707,868.762628130733,13.3461854427426,-24.2539253155686,818.681688857909,706.874564941319,1348.36066530556,-1008.53085401395,-1216.36009405531,-31.0059955983695,-4.75478332837779,-6.0468281021021,-19.5732644058259,-11.1545912205979,"nonveg_775","absence",1,0,0,0,0
59.715888243605,-2.73373415513259,102.11829392488,-70.811414233508,187.022876928782,-2109.28153381056,28.8977606185904,-53.4050305072594,76.8130414763978,-127.662408725967,158.317481609851,-819.492059908017,-883.363065043643,-770.531077646748,-1008.12300729302,-507.79820295031,2445.53836303087,1360.88022464321,-1.61041688919067,4.21474647521973,0,59.715888243605,55.0623821417251,257.83429116229,-4.10667705436053,43.2324270395969,28.8977606185904,16.5921688943226,285.979890335818,-819.492059908017,-797.861482568348,59.3979824115681,-9.6116674343544,-3.06121723007006,-2.06257353705246,21.393561993355,"nonveg_995","absence",1,0,0,0,0
783.234611968572,941.533744587814,142.828528672903,324.351810897354,854.975229005197,-3842.712804503,1752.76995767202,1899.66859698155,1015.95202228308,1294.90717768305,1567.5615766151,-1091.47156787006,-838.327741841163,-2217.91907659172,-2036.0481680966,-381.812410409133,1548.73048619794,537.389403501811,-0.419689178466797,1.21331322193146,0,783.234611968572,609.384785026368,798.705215914911,-3.4162198588869,-12.1015521482967,1567.5615766151,1506.17186624696,883.716574698468,-1091.47156787006,-1313.11579296173,-12.1247272330077,-11.8209974398206,-13.1029870082856,24.8419519903757,-3.44432731844984,"nonveg_684","absence",1,0,0,0,0
216.879686177393,-184.671685065326,-23.0262056103293,232.757718627431,-165.103322729398,2518.80208823203,1808.8822084513,-895.582343852364,1648.3072791453,2604.33319086728,207.832775017565,2416.96964634753,5403.23596761859,4055.07052465933,2954.49039331852,2380.25770067147,57.0449410221009,206.468099813559,2.22171640396118,0.330984532833099,0,-23.0262056103293,15.3672382799541,417.429403692757,15.2793203562716,-9.83784323991385,1648.3072791453,1074.75462192582,3499.91553471965,2954.49039331852,3442.00484652309,42.3300050515696,5.09763133758547,0.131781622746996,-1.41407760350018,-2.9293365155971,"nonveg_1736","absence",0,0,1,0,0
763.318363092503,1102.77828176582,462.967166228337,420.787656056932,-153.543850994286,-1318.27787580404,1425.79266095488,1722.01052545737,1001.00639178743,999.680985191898,188.764665678738,-952.168397494866,203.102077017716,-998.414704416431,-1345.07249295811,-1953.32163308137,1256.62160813815,1024.91842420221,-3.77394843101501,19.6606674194336,0,462.967166228337,519.261523229861,1256.3221327601,50.9367896714882,1.91725046233661,1001.00639178743,1067.45104581406,1533.24585977864,-998.414704416431,-1009.17503018661,15.7571722064398,19.8713370096974,-8.85664369686415,7.83192319966104,-3.16155605118826,"nonveg_682","absence",0,0,0,1,0
3905.31037591836,4288.04822143234,4653.45727576915,4713.82204271323,2581.72612863736,6667.57484593739,7427.6084056007,7974.4640760851,8510.07453834036,8507.19925186162,5815.12902873138,-6750.833029152,-6181.17021891,-7003.95078395181,-7569.38400256984,-5848.80281302015,1882.59642652682,351.753990567903,-1.57442028522491,2.16675653457642,1,4653.32653182866,4423.76305522395,2114.59049387966,38.9205661322717,-13.3984928090628,8405.23814125661,8136.97736151624,2607.45166401596,-6455.75665514669,-6431.97953462124,11.8174546075042,-3.29904325995742,-1.05331778784825,3.81456309967163,-0.306837245597802,"Finland.Kevo.14","presence",0,1,0,0,0
2770.03956917804,3007.68910439694,2885.55044672469,4151.43077468844,2331.93572461805,4609.83327117991,4397.1877227232,4937.39002806281,4721.28495389871,6227.18675669173,3809.82446313826,-5059.01566442849,-4980.58688492849,-5718.79855058453,-4962.03974995147,-4515.09923511727,2625.69481868265,575.686981646723,-1.71133824189504,0.849832236766815,0,2984.63227367119,3408.93778165013,2176.53573201474,5.22540865745325,-77.7334190005265,4682.85177317369,5322.7755741332,2756.18352956261,-4365.15962942956,-4793.06803239189,-59.1026249131071,-3.23885652712927,7.54735337680487,15.9459577536284,-17.635996411054,"USA.YukonKuskokwimDelta.6","presence",0,0,1,0,0
990.02807523171,1137.90780984623,922.933071040882,933.839717699813,556.237886925293,-1637.28740477988,2177.53759439684,2504.43943201702,2137.91517528058,2265.37029283093,1041.07153562991,-1878.95532523111,-2158.90229918163,-2724.58836599552,-2793.1328258043,-1026.44778218304,1694.8789655384,725.404610148543,-1.92131853103638,3.4890849855211,0,790.86167197511,614.262062352904,980.02915031524,22.5850989381269,-41.4286343127662,1856.78949815676,1455.51964429718,2180.76686453597,-2100.15162944429,-2105.61528918161,-70.6205209172366,-9.8547599476846,-4.67613302260216,14.4707614526374,-12.6712356399699,"Canada.Ivujivik.RTP12","presence",0,0,1,0,0
2839.8534517903,2520.64926886323,3241.16587233674,3600.37953617692,2176.76822914358,4339.97587579399,5252.19930914982,4703.36396168453,6238.9122290571,6612.14486521256,4336.6043745087,-6589.36493005342,-5596.56051888624,-5972.23667551349,-6522.54578515547,-4774.80904232424,2174.15328075354,461.967118833382,-2.00043272972107,1.66447007656097,1,2939.02974358517,2847.27246108457,1699.58811858656,34.645664065011,-27.6116675929106,5483.89543319344,5386.21724840122,2806.42967911636,-6333.88182396247,-5928.31985601458,2.66851054741801,-1.71939347802517,1.04498833465604,12.6774313733343,-2.32276053337455,"Russia.Kolyma.T1","presence",0,0,1,0,0
3264.2119592019,2751.24090368417,3852.0894576739,3982.08621322028,2391.75412911523,4569.07949940365,5250.22622600443,4934.05850565162,6172.75631437634,6257.67167272833,4172.45881959584,-6033.87040220981,-6010.33489513265,-6345.66238531395,-6865.14228837665,-5494.9410133674,2401.48084360768,493.650821238095,-1.13845410943031,1.13954854011536,0,3116.73770030857,3190.69360908539,2366.63751690143,21.3231566358824,24.1015383140899,5046.60303709678,5328.97811534557,3175.77077661635,-6147.64217768788,-6065.94647900945,48.3566754304819,-1.73598054056458,-2.68924238029022,-10.3127836022932,10.4380297263464,"USA.YukonKuskokwimDelta.72B4","presence",0,0,1,0,0
432.150429676956,612.196706872396,287.358726131924,285.30543690139,338.802773244424,-3387.79397041991,1089.37670381004,1482.09563907816,836.271580761163,835.989238576653,668.451550776589,-1448.49744097632,-1044.07621028227,-2228.53882601282,-2425.92013892781,-227.976249476524,1410.22622226136,587.929861080943,-1.67447829246521,3.24181699752808,0,338.802773244424,391.162814565418,326.891269971006,2.59299045645924,0.136885948702248,836.271580761163,982.436942600521,813.644088301569,-1448.49744097632,-1475.00177313515,13.1587541943327,-11.7767075257063,-8.45057568752696,18.1464409562094,1.37245685703895,"nonveg_792","absence",0,0,1,0,0
3350.27589223245,2612.05200865526,3663.68001738566,4454.6695453212,1672.91518764362,5164.15835737683,5622.02106437166,4639.6195851212,5982.87303463214,7068.85605632947,3091.21238442185,-5747.71220862808,-6358.78371284759,-6848.83697092041,-6460.99662540325,-5068.49132496265,2199.16646151107,360.559180737072,-1.19159811735153,3.05278563499451,0,3343.45745577597,3321.52621747832,2229.6549358442,27.6509207525721,-28.8142911099805,5825.88154871315,5524.66732822911,3015.11658085635,-5858.04687725561,-5940.47138989983,-15.2529110259723,-1.65496393905267,-2.09383534004963,8.15292396165103,-3.17830053088414,"USA.Kougaork.GraminoidShrub","presence",0,0,1,0,0
798.585644506139,-790.801928998416,742.92133052715,1150.15979620512,907.873659238925,2004.09212884938,1017.64457238739,-110.729153486516,110.189328165661,1171.85197377186,282.561040918097,-677.567665810346,142.411273371977,-1400.19834600797,-768.153014629221,-1113.79053645614,1735.25855997303,672.839142742898,-3.39307475090027,19.3761386871338,0,798.585644506139,561.747700295784,1940.96172520354,-6.83050092079914,-14.5442309170704,282.561040918097,494.3035523513,1282.58112725838,-768.153014629221,-763.45965790634,-22.5730475492411,8.79731289710389,3.92111777881765,-7.76052910801375,-18.1756514458972,"nonveg_571","absence",0,0,0,1,0
626.517168525747,-184.437119233364,417.532330426114,684.325508897369,319.554903342668,-252.067156055324,1073.85626530068,-115.772821180709,818.681688857909,1232.58784412485,525.019847603861,-851.071591667895,-2109.90440496265,-1349.59680559601,-1008.53085401395,-762.696814036024,1916.52746896264,988.612941684028,-2.39874792098999,4.7561845779419,0,417.532330426114,372.698558391707,868.762628130733,13.3461854427426,-24.2539253155686,818.681688857909,706.874564941319,1348.36066530556,-1008.53085401395,-1216.36009405531,-31.0059955983695,-4.75478332837779,-6.0468281021021,-19.5732644058259,-11.1545912205979,"nonveg_775","absence",1,0,0,0,0
681.180170208676,780.389949329307,908.864057405924,647.965667460159,275.893908299876,-602.034656774681,767.16767724082,899.366576826848,1089.39543873218,684.431870438898,194.231359723493,-1951.58844074363,-1790.29769817142,-1904.52430746867,-2509.13236420142,-1768.59554908592,3643.60845179918,2042.58108852676,-1.10877621173859,9.20244216918945,0,681.180170208676,658.858750540788,632.970149106048,15.5879331503384,21.7415324954804,767.16767724082,726.918584592448,895.164079008687,-1904.52430746867,-1984.82767193421,50.3840047277294,-8.82613849214753,-14.4133366030719,4.46289166904611,9.06427757283419,"nonveg_855","absence",1,0,0,0,0
3708.541126258,3595.54036736384,3963.207818256,4653.61034646673,2165.11001987801,5482.40729139732,6488.47233681143,6287.80409900704,6752.01928337325,7698.60147589563,3783.00593732774,-5998.82358788725,-5985.30955240588,-7341.85671152416,-7088.54639029184,-4990.40926819589,2266.19633483089,285.303106403057,-1.63027174472809,0.527337408065796,0,3558.83944489673,3412.61931354982,3283.26959690924,74.6711624143808,-73.7372265476219,6612.77573578872,6333.59286033054,5129.79487808373,-5826.86294623141,-6218.16590701728,-74.6778133399114,9.54962580120087,-7.20532380620196,20.4023222236167,-18.9740930431328,"Finland.Kilpisjarvi.16","presence",0,1,0,0,0
307.58244523402,651.484993639301,395.498279452512,381.142233986155,146.295308476705,-1844.13961342136,631.536733116161,996.108861230824,632.153185516953,605.113854538302,332.57745302272,-1275.29257338644,-571.658021446086,-899.539040285291,-854.259030216377,-896.500875642525,2355.81194232164,1195.48473669604,-2.22114777565002,13.8344068527222,0,381.142233986155,376.400652157739,505.189685162596,4.60820390735186,1.79450568329456,631.536733116161,639.498017484992,663.531408208104,-896.500875642525,-899.449908195344,-5.66000125861419,-23.4930107664599,0.164365524889503,15.8303533694491,13.8003112406409,"nonveg_973","absence",1,0,0,0,0
185.388265783466,1798.8221751552,701.428152088727,647.714805221892,1261.5235703109,-1681.20451923758,425.742028702832,2283.32148605764,1038.57677302633,978.227208716321,1603.42651541134,-1848.48541812087,-140.164353614624,-1446.57273991324,-1514.27502474169,-236.885825479858,3253.74511358952,1540.74558568246,0.941744863986969,1.57385766506195,0,701.428152088727,918.975393712036,1613.43390937173,-38.4334037331225,6.71416835835426,1038.57677302633,1265.85880238289,1857.57945735481,-1446.57273991324,-1037.27667237406,8.46278560355688,-21.0465368953942,-0.48249433219885,42.3321594165007,-1.15953361585963,"nonveg_568","absence",1,0,0,0,0
-36.5333107345717,-15.1604485987813,397.604227380375,-290.874310391343,-120.038380711915,-1539.70794724048,130.309305699594,229.40581216323,734.989674487178,-184.176747091054,-227.653564629914,-990.404101537213,-1303.56106029075,-740.401094910791,-1517.9374799559,-526.184165346722,1404.53368824954,964.738713343561,-1.12865245342255,24.4069366455078,0,-36.5333107345717,-13.0004446112472,688.478537771717,2.45603146992186,31.2944789896235,130.309305699594,136.574896125807,962.643239117091,-990.404101537213,-1015.69758040828,35.342562956596,-10.2308504429288,-6.21958065369389,-6.59108132805434,7.99420738979225,"nonveg_710","absence",0,0,1,0,0
62.3800618568462,49.7236822557691,638.209870916897,545.043801457957,-265.280287397764,-2540.8743749058,671.211163606905,684.716287613011,1484.64225878899,1388.95798928422,-83.2059725512278,-1927.4553832739,-1587.27011098256,-958.351499341805,-1397.63669845841,-1266.3775677865,1613.96756785012,841.513649461894,-4.4699501991272,31.0221977233887,0,62.3800618568462,206.015425817941,903.490158314661,10.9220116418203,6.65471924706713,684.716287613011,829.26434534838,1567.84823134022,-1397.63669845841,-1427.41825196863,31.3775142226148,-17.7559773568842,-3.45217684197184,-3.25629119667635,3.2718427432048,"nonveg_946","absence",0,0,0,1,0
537.106902978248,1964.68131985659,-860.40705760561,412.230208216049,21.4471207264234,-1844.87758772196,761.72770763145,2130.52824368545,-470.013091296085,724.198811106708,137.155093939294,-1289.40688361296,-308.419002185651,-2607.84030260462,-1720.36115862785,-987.316001087517,2704.75319852711,1115.20198547257,-3.19266676902771,2.55992150306702,0,412.230208216049,415.01169883434,2825.0883774622,19.8330685481471,-159.079658227707,724.198811106708,656.719353013363,2600.54133498154,-1289.40688361296,-1382.66866962372,-110.934892997096,-20.1630078719725,-12.7694503691853,76.1035173137529,-25.5878771375694,"nonveg_677","absence",1,0,0,0,0
783.234611968572,941.533744587814,142.828528672903,324.351810897354,854.975229005197,-3842.712804503,1752.76995767202,1899.66859698155,1015.95202228308,1294.90717768305,1567.5615766151,-1091.47156787006,-838.327741841163,-2217.91907659172,-2036.0481680966,-381.812410409133,1548.73048619794,537.389403501811,-0.419689178466797,1.21331322193146,0,783.234611968572,609.384785026368,798.705215914911,-3.4162198588869,-12.1015521482967,1567.5615766151,1506.17186624696,883.716574698468,-1091.47156787006,-1313.11579296173,-12.1247272330077,-11.8209974398206,-13.1029870082856,24.8419519903757,-3.44432731844984,"nonveg_684","absence",1,0,0,0,0
2605.5251927262,1507.42400182095,2860.05889636062,3302.92249143932,1505.84799081575,3382.94003177536,4680.28276367799,3177.20757833428,5298.15730667615,5752.4965813711,2655.17677217012,-4784.66115040396,-4402.65965023268,-4660.43544061285,-5785.26031553136,-4024.11112026712,2117.36800906411,722.27392745083,-2.14262969493866,12.6446168899536,0,3170.87514693613,2844.83759776401,2523.8475552058,41.1454626716471,-34.2941634275581,4960.4165650727,4420.22733464015,3081.21019039883,-4828.46376851712,-4877.41809533726,38.6632818260266,4.23001993210198,-7.77562163345816,-1.16271334339565,3.75172573654155,"Canada.KluaneLake.Gladstone-MixedTundra","presence",0,0,0,1,0
509.046051215169,605.82951672746,520.962854861687,441.86975404539,391.112966118026,-372.866756764193,797.852997979048,974.704147574032,849.405698310001,733.127781231946,644.52219647949,-1379.8012730667,-1347.04471741789,-1503.50550083483,-1637.91581563699,-1341.24215985943,2077.58559517897,1213.3168350435,1.19488859176636,0.59255313873291,0,509.046051215169,493.764228593546,214.716550609434,5.1275254390062,15.8186201632594,797.852997979048,799.922564314903,330.181951094542,-1379.8012730667,-1441.90189336317,26.8820629604312,2.8507939774067,-6.20323919463788,-0.97433615824948,-7.09361851792733,"nonveg_955","absence",1,0,0,0,0
2805.82044251787,2496.12469374869,3031.89366119402,3367.26884544933,2095.23021021746,3542.01196623647,5004.84144975096,4398.18644247018,5307.11846883347,5823.23808354024,3909.96343599591,-5800.56012788325,-4955.19183615181,-5637.20474195716,-5947.89677687888,-4422.40990842706,2206.64791749581,474.258127643495,-0.711593454082807,1.79797788461049,0,2628.43299028577,2708.38012445347,1076.76306212137,31.5157682834406,-26.1019953892166,4767.9536704804,4859.16088218237,1855.6719452116,-4901.88762653166,-5164.37840444202,-14.0480975419198,3.97645699055851,-3.3219867367508,7.04633790790009,-6.26759104956648,"Russia.Tazovsky.Burned12","presence",0,0,0,1,0
679.051757245414,873.132072301247,24.7639854432295,1053.28546683204,124.342405294268,168.790745741865,917.383633400158,1172.8735021909,126.301740695091,1396.46527035227,189.406377190612,-810.835755094882,-625.833617864766,-1726.64133643194,-388.976304939044,-1437.07773891966,2827.09365132079,1495.64310839419,-2.96026229858398,1.80528426170349,0,679.051757245414,550.91513742324,1028.52148138881,24.1177979109194,-514.260740694407,917.383633400158,760.486104765807,1270.16352965718,-810.835755094882,-997.87295065006,-668.83251574645,2.70916079760814,0.658972956458238,82.3186228158309,-144.333637522756,"nonveg_912","absence",1,0,0,0,0
630.020597899215,600.821133353464,324.97559664493,1217.43573657779,714.71420736957,48.072430836088,1029.37231041473,987.473175370856,675.896723560963,1750.86176766217,1098.11455072013,-2097.44901250676,-2072.81176120456,-2554.68162118852,-1561.7744268133,-1721.9053387059,2474.92379226863,1235.9937265052,-1.12958920001984,0.77367901802063,0,630.020597899215,697.593454368994,892.460139932861,-3.38774437881421,-63.7471528523472,1029.37231041473,1108.34370554577,1074.9650441012,-2072.81176120456,-2001.72443208381,-70.9219424553731,-2.3299647082674,6.35107999231891,7.27479870855856,-16.6160499122876,"nonveg_926","absence",0,0,1,0,0
3507.28989752214,2586.88424405359,3838.18879093244,4433.21503204369,2048.14626413156,4955.68158603149,6492.89315642234,5521.83919125634,7008.5882118525,7718.12927966192,4061.66449514548,-5924.49758445061,-6130.50314174196,-6836.67978174145,-7039.58035347975,-4433.15934827397,1900.5240562887,343.582809094121,-1.56245977348752,1.98372750812107,1,3612.56096289423,3234.42436735949,2182.66198015058,38.8156187250188,-8.94863713440384,6711.99976208034,6105.23944102902,3450.486425056,-5755.41030193134,-5940.69478150364,20.4826643489519,-4.78662666575962,-6.04413754165873,1.16424526606315,2.35219621106811,"Canada.ClearwaterLake.AB2","presence",0,1,0,0,0
3425.65458979825,877.363312171842,3779.49595345373,5918.64141549144,1048.40047769648,7491.27122486579,6020.13045838348,2205.55133319212,6241.72027340447,8932.57807470822,2410.31464318709,-6279.98540377504,-3960.32133770556,-5925.34259186871,-6748.97720163464,-3055.77902765123,1529.14934504588,346.292340237559,-1.92488781611125,10.2257591883342,1,3114.889823774,3040.41676069432,5497.06048942061,52.771533611227,-76.0969404911403,5761.81406772921,5227.00938675982,7349.14786021901,-5687.39706040866,-4865.1367381573,22.1143259649752,-19.8235980851112,13.6258868109679,-7.00031510520401,-8.24833717668367,"Canada.KluaneLake.Outpost-ShrubTundra","presence",0,0,0,1,0
922.600232258126,805.481361024635,954.409596379448,154.163561678402,995.845962426351,-1910.31987956249,1989.87016683845,1757.65465535838,2064.74827940697,670.806710459708,1987.15621562832,-2390.24503788374,-2275.76137082549,-2371.88091908001,-4280.64183442375,-1654.24008864746,1816.35891114501,783.889795037855,-2.38980317115784,6.64162302017212,0,922.600232258126,766.500142753392,841.682400747949,-4.30857236283678,66.6871695584205,1987.15621562832,1694.04720553836,1393.94156894726,-2371.88091908001,-2594.55385017209,159.063409611978,-9.87841150916331,-31.2689702974296,-2.43253996741312,39.6924059699752,"nonveg_832","absence",1,0,0,0,0
864.109527038429,814.820034332065,362.455527767275,346.282224725244,-325.461076231591,-2159.18358686563,2124.63303595096,2449.46130614709,1806.63993023594,1720.84804282597,1049.15054359326,-2077.8265081567,-1974.3531774073,-2597.46329293968,-2708.79784062703,-2141.16136906798,1900.35760388793,1043.50505342139,-2.58271455764771,15.4877471923828,0,362.455527767275,412.441247526285,1189.57060327002,47.5828241308008,2.31047186314726,1806.63993023594,1830.14657175065,1400.31076255383,-2141.16136906798,-2299.92043763974,15.9049353839062,-13.0419924543103,-1.36651764473098,20.4248883064853,4.37079683515653,"nonveg_719","absence",1,0,0,0,0
