"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDVI_lateSummer","spectral_NDWI_earlySummer","spectral_NDWI_lateSummer","trees_presence","spectral_NDVI_annualRange","site_code","presence_absence"
827.859707439287,1165.93641394824,609.646375001719,2160.28284990572,-2162.02660781894,-2676.59905916966,0,2195.68158368858,"Canada.Ivujivik.RTP12","presence"
2159.99829493766,2391.89678239663,2123.51064369175,5385.93546037368,-5621.36059326861,-5681.45363608088,0,2157.95409380245,"Canada.DaringLake.LowBirch","presence"
2716.06278963213,2728.07679230611,1776.13488955095,6348.45070566961,-5940.1488084104,-6171.08062267993,0,2459.53999341047,"Finland.Javrresduottar.A-Hummock","presence"
544.493858347084,719.900421431673,162.143980172697,975.779903355839,-2186.98367033555,-2033.02576599334,0,954.750752064845,"nonveg_855","absence"
1860.09392289064,1083.15932083257,-309.215090946467,5131.5875688168,-90.0621663982846,-4348.56559571109,0,7348.54471122948,"nonveg_1813","absence"
2587.02160062301,3360.09251624406,2501.33404170747,5046.92776054116,-5308.55816789805,-5920.35372215482,0,2400.90243759351,"Finland.Kevo.10","presence"
2412.78121229645,1785.05992683017,1065.23255733632,4916.6695388547,-4836.82984850445,-5410.96699781078,0,2093.92141517995,"USA.NorthSlope.11","presence"
388.231765989745,-183.397039795782,318.253817952459,1011.98312624677,-690.169344555501,-971.7151424945,0,963.736660159779,"nonveg_932","absence"
2613.78952351644,2515.05033244035,756.592273537469,4936.63486491716,-4126.70236097602,-5376.35941636168,0,2631.18094213829,"USA.NorthSlope.14","presence"
2522.98951261857,2909.18448842179,1443.21825948962,6168.8873076064,-5536.89009715342,-6168.6640605603,0,3116.48478367569,"Finland.Kilpisjarvi.20","presence"
1122.65951528299,813.480969236577,718.382916724906,882.921301309249,-630.486011533239,-2357.95790541292,0,1307.76463605372,"nonveg_684","absence"
345.747549482302,604.181545215416,209.153774757629,2142.52162629344,-2395.70445757627,-1659.46082077176,0,1993.30467909445,"nonveg_954","absence"
775.555991600198,-96.3115931079191,685.292686309299,1261.61420724635,-861.579171974729,-1773.02572030093,0,1194.39030176325,"nonveg_779","absence"
883.936192312041,525.354044387728,722.785682331045,1576.18870469369,-1763.09582792507,-1414.25095573167,0,718.838090681331,"nonveg_902","absence"
693.79942761987,100.090453260987,1009.49784750247,1507.63275714573,-2235.96994424035,-2822.17752607911,0,981.92409831645,"nonveg_986","absence"
-201.983722228256,633.79699052093,27.0373779146554,803.041890233564,-1711.80457880005,-1245.48710423748,0,1058.2512564381,"nonveg_907","absence"
2070.09555067173,2130.43452517879,2191.71349329272,4625.74093051143,-5232.90604239313,-5413.455322237,0,1186.54113316202,"USA.YukonKuskokwimDelta.5","presence"
350.305466042974,932.576585723416,-417.320039037583,787.084706162124,-1378.05161427873,-1899.79561599458,0,2102.67686499192,"nonveg_645","absence"
3366.55916125156,2800.75110692058,2954.99269013908,5652.16694160193,-6024.94913090677,-6802.0526838575,0,2424.84103992131,"USA.YukonKuskokwimDelta.72B2","presence"
2524.53394146604,2503.25164650546,2029.3475212008,4629.31284852125,-4930.89550940895,-5163.56176579438,0,1965.6532165113,"Russia.Tazovsky.Unburned28","presence"
2067.53156705035,2431.50678825899,1849.89037780639,5294.77479168965,-5656.51362911587,-6740.96037293459,0,1543.25322974157,"Finland.Javrresduottar.A-Salix","presence"
-201.983722228256,633.79699052093,27.0373779146554,803.041890233564,-1711.80457880005,-1245.48710423748,0,1058.2512564381,"nonveg_907","absence"
2731.9978177812,2784.49259215174,1501.75495926485,5762.85414343354,-4972.73957686279,-6268.54023126842,0,3773.65841541215,"Canada.DeceptionBay.BEGL2","presence"
775.555991600198,-96.3115931079191,685.292686309299,1261.61420724635,-861.579171974729,-1773.02572030093,0,1194.39030176325,"nonveg_779","absence"
780.463875652158,1427.71142099926,953.333716399629,3829.91505974635,-2698.6994800569,-2779.3386398488,0,2877.91957071725,"nonveg_671","absence"
104.495752325429,407.837860544611,155.026146667534,1001.07315740831,-1542.7601388717,-1788.19958208201,0,646.737428873538,"nonveg_874","absence"
1515.00644352845,2655.95663101411,613.008658299515,3658.75019308555,-3346.73258812327,-3093.90627391421,0,1908.81218399402,"nonveg_1177","absence"
3022.89716925179,2586.41247283789,2814.11603076238,5600.98144676305,-6059.35310658034,-6534.40920830339,0,1626.07975630291,"Russia.Tazovsky.Burned28","presence"
348.658106078054,80.6690675384276,310.41768274292,1204.95445454257,-1656.84384443387,-1783.15006479868,0,820.799865730069,"nonveg_792","absence"
621.378087329508,903.513094046574,949.894570175703,1532.24862425999,-2855.99343019051,-2247.99163502581,0,895.274238666005,"nonveg_863","absence"
3973.29237218382,3754.5914329584,2612.81973373817,7589.16926000975,-6695.92762076328,-7138.39495544293,0,2590.90735295297,"Canada.ClearwaterLake.AB1","presence"
501.919242130514,832.127767802503,676.867370945607,681.074140589653,-1676.96221574117,-1671.52576887936,0,889.935838231158,"nonveg_700","absence"
2682.65492204225,3018.17644106433,1682.12531469468,5787.2841752408,-5237.50134255884,-5949.4101530045,0,4582.90119121213,"Russia.Tiksi.GraminoidTundra","presence"
3146.74653848104,2367.64917746732,2295.15125771849,5729.57976502064,-5718.41133232627,-6424.72931286717,0,2600.95463217439,"USA.Toolik.S1","presence"
569.887989356301,2.63419426563382,-68.2388325919966,1743.32923114564,-2112.91363549262,-2539.34650683066,0,1447.24832174379,"nonveg_666","absence"
1112.16886448723,817.562843841793,1031.01197678332,3176.15991323134,-3145.47226075213,-3148.86907865373,0,948.377835998456,"nonveg_996","absence"
2422.16674026635,2540.01179037843,1819.89956614755,6536.46446004155,-6087.00307766911,-6368.23309606982,0,2741.41111414032,"Norway.Javrresduottar.EC-Hummock","presence"
-191.533643235714,-335.452123797354,500.961938685399,953.040191164684,-1954.0976096889,-1440.82253575487,0,1278.85556927291,"nonveg_542","absence"
2377.07624827246,2044.68880606023,1303.54823058666,6021.59976573927,-5175.40592638176,-6038.86434343178,0,2968.51977936734,"Finland.Javrresduottar.EC-Salix","presence"
-355.027690108318,477.161440063379,60.2356283863982,523.789471472893,-1610.3085305958,-978.976796200126,0,1516.44486006236,"nonveg_582","absence"
-787.354155276111,258.507750390574,-701.479683362138,-1946.52423834157,10000,10000,0,2571.2315144489,"nonveg_1236","absence"
-313.949448590185,-357.944556277653,-794.296768198177,-573.485874449856,-92.9294823190956,-193.388942722339,0,928.05781141787,"nonveg_592","absence"
1044.10760630805,288.412667187647,578.356676652871,588.783092077255,-147.819513873714,-1002.77741008302,0,1452.12283176454,"nonveg_594","absence"
2571.18516883784,2369.01991071459,1718.17110277167,5224.36499301169,-4485.24854121044,-4860.5006253983,0,2352.74288337921,"Russia.Yamal.VaskinyDachi-3","presence"
2687.19114794903,2149.53106046431,2278.57413344205,7029.28339207045,-6479.40097835407,-5999.27805684526,1,2246.56011300412,"USA.InteriorAlaska.22","presence"
3671.40568786618,2661.12090471097,2285.69317871386,7135.28995497908,-5644.51102970044,-6107.16310083734,1,2535.45230778171,"USA.InteriorAlaska.20","presence"
1220.22146883591,232.312849039041,-610.300464009215,2270.02838934493,-2187.80064269248,-2831.13325972396,0,2411.27239569589,"nonveg_648","absence"
2350.35442120397,2389.22371464818,1353.07507797842,4391.63845030088,-3894.86989224125,-4801.30368744403,0,3111.88782642678,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
1407.23337588322,1610.37981173643,1421.69014997167,3917.61092409418,-3988.77773882625,-3899.40149160045,0,775.171979535261,"nonveg_529","absence"
883.936192312041,525.354044387728,722.785682331045,1576.18870469369,-1763.09582792507,-1414.25095573167,0,718.838090681331,"nonveg_902","absence"
2995.06586095551,2258.32340803932,1906.92106986156,6218.42400270769,-5390.26015375845,-6469.88160470548,0,3065.12905168101,"Canada.DaringLake.Tower4-LowShrub-2","presence"
693.79942761987,100.090453260987,1009.49784750247,1507.63275714573,-2235.96994424035,-2822.17752607911,0,981.92409831645,"nonveg_986","absence"
3632.78999144655,2430.66808802733,1861.246119408,6630.78574893365,-5216.09473270886,-5673.58267438253,0,3628.98695741286,"USA.Kougaork.GraminoidShrub","presence"
3494.94058940114,2924.85255144906,2379.35632163248,6343.89918321256,-6028.61445026515,-6445.12981625886,0,4298.8071402833,"USA.InteriorAlaska.CALF","presence"
399.121907243097,442.119796112849,297.550325170445,832.866174700864,-519.403718960881,-525.97217204348,0,500.749192527431,"nonveg_870","absence"
3582.63548860313,3045.92723147677,2336.45032796768,6580.87564135673,-5954.47621610786,-6653.3738316005,0,4312.42842017675,"USA.InteriorAlaska.BLOWRIVER","presence"
2701.20069031295,2729.15438973574,2086.20234412048,5620.01699155419,-5063.55835803211,-5493.58059382684,0,1586.6924678727,"Russia.Yamal.Nadym-2-IH","presence"
3150.10472161748,2304.36669410397,1938.32303665214,5829.15014886907,-5617.41352495518,-6107.12663217199,0,2793.33085210523,"USA.Toolik.S3","presence"
121.637687409624,82.772770815079,150.56464557103,717.105234067866,-1005.37643535485,-808.205682456555,0,561.768299052655,"nonveg_761","absence"
2268.51417089338,2305.09789185269,1599.02460188985,4698.04548819911,-4484.75998197145,-5371.79913738748,0,3343.87091886571,"Canada.PayneLake.TD4","presence"
2233.04195812817,1759.85153654839,1271.63873853614,4243.81602780247,-3907.08109911972,-5101.46226025469,1,1322.06135960804,"Canada.LeRoyLake.TD4","presence"
176.248565410118,117.269101484708,113.385474652737,-835.923108321453,-93.6209888080067,-667.73593234307,0,1582.47227665098,"nonveg_1161","absence"
1442.14419376266,1803.78010722112,958.162960516086,4049.97962423947,-4850.16010478577,-5505.1660915384,0,1780.7256040003,"USA.NorthSlope.FranklinBluffs-C17","absence"
2443.7927899428,2548.42344526853,1550.24006963546,6047.88145609307,-5499.53724694748,-6590.89956331921,0,2583.09899967466,"Norway.Javrresduottar.EC-Salix","presence"
2330.24850678882,2322.85043420239,1531.92630426958,5357.60835750455,-4637.83964901052,-5350.86286410748,0,5099.19192758799,"Canada.CoutureLake.TDO4","presence"
2747.76032982712,2185.46319926287,1881.34988666444,5506.78615336606,-4072.16594545805,-4826.48832309565,0,1508.34550497726,"USA.NorthSlope.15","presence"
3157.12431386884,3561.64976605507,1351.25115411205,5944.8277053569,-5050.3322317249,-6121.83998306499,0,4103.32962298899,"Sweden.Abisko.KJ-Snowbed","presence"
3012.96314769722,2654.87369536494,1933.7907144567,5734.50565092343,-5209.25718143467,-5301.02367253271,0,2222.99182590949,"Russia.Yamal.Kharasavey-1","presence"
1838.78041319663,988.708951401109,1641.57590633293,1580.46689099224,-1693.08104383967,-1272.64577471439,0,977.346225490862,"nonveg_647","absence"
533.321229679552,72.9295333143769,234.156188934685,-399.867327175676,200.670051738738,-743.661922029369,0,1262.90626244968,"nonveg_689","absence"
863.268526446684,686.680296732745,346.433141465713,1905.56949095678,-2148.25785210031,-2869.93517086834,0,3264.68515126937,"Canada.Ivujivik.TP10","presence"
2871.99359348466,3038.66628724238,1511.28828022256,5870.59833277051,-5046.74465970464,-5997.33049079016,0,3986.91800558334,"Russia.Tiksi.WetFen","absence"
-191.533643235714,-335.452123797354,500.961938685399,953.040191164684,-1954.0976096889,-1440.82253575487,0,1278.85556927291,"nonveg_542","absence"
2033.21440115011,1413.50541934973,1859.18677308868,4552.49749324957,-4995.26246303175,-4726.74928264917,0,3428.62644113679,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
2300.34048204164,2126.43508762152,1350.05907120758,4663.08647040427,-4927.20709845756,-5522.32160865437,0,2598.37212740795,"USA.NorthSlope.Sagwon-C16","presence"
3364.38107422683,2766.29307305405,2630.49838806255,6299.7529830219,-5836.35027325196,-6291.75116631563,0,2160.27383159398,"USA.YukonKuskokwimDelta.72B1","presence"
1160.96905309911,728.682461861185,590.246406575517,1956.56265223777,-1491.9661722615,-1733.90257133064,0,1012.88792769283,"nonveg_998","absence"
2350.35442120397,2389.22371464818,1353.07507797842,4391.63845030088,-3894.86989224125,-4801.30368744403,0,3111.88782642678,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3408.00544310456,2510.9058694496,2704.8687173896,5670.85265694437,-5615.11444096808,-5944.20297245465,0,1799.47499765003,"USA.BrooksRange.6","presence"
863.268526446684,686.680296732745,346.433141465713,1905.56949095678,-2148.25785210031,-2869.93517086834,0,3264.68515126937,"Canada.Ivujivik.TP10","presence"
1860.09392289064,1083.15932083257,-309.215090946467,5131.5875688168,-90.0621663982846,-4348.56559571109,0,7348.54471122948,"nonveg_1813","absence"
2638.78517773705,2054.97145393377,1693.58920735759,5580.79737480179,-5170.40270335003,-5795.04467825947,0,3365.02481839023,"Canada.Yukon.SPRINGRIVER","presence"
1926.04512494353,1740.08201428858,1141.35930974739,4607.69692683468,-4594.73205258267,-4951.18335752782,0,3173.97461917065,"USA.NorthSlope.FranklinBluffs-C16","presence"
717.815310887602,199.787042559912,-119.385066409072,835.026540574546,-534.909942313355,-1571.49036996389,0,1116.17157301122,"nonveg_897","absence"
2993.98412097549,2242.84446118814,1898.24975771327,6212.86995874151,-5942.30054450819,-5498.46684262801,0,2226.49913670217,"Russia.Kolyma.T2","presence"
3695.03592892869,3579.17839558161,2629.65834727663,7228.16905978133,-6292.54867226144,-6330.37285674433,0,1087.76659546272,"Norway.Javrresduottar.A-Betula","presence"
4298.18683846784,4178.13643204631,2363.69973089515,8371.32568171141,-6432.18092208416,-7223.08234367026,1,3094.47651378083,"Finland.Kevo.14","presence"
1100.76703031663,195.219754355966,506.287497781784,1398.13811345322,-1312.29720527694,-1862.21851565084,0,1350.00838465138,"nonveg_849","absence"
1100.76703031663,195.219754355966,506.287497781784,1398.13811345322,-1312.29720527694,-1862.21851565084,0,1350.00838465138,"nonveg_849","absence"
3212.81688050154,2750.37426607995,2102.47846726208,6007.24180517989,-5812.82806261181,-6290.92765027113,0,3259.96398984487,"USA.SewardPeninsula.QuartzCreek3","presence"
399.97354700908,248.040405904344,503.402176822992,186.510201665765,-1173.3306619483,-1663.3022348363,0,470.921446509859,"nonveg_912","absence"
1926.04512494353,1740.08201428858,1141.35930974739,4607.69692683468,-4594.73205258267,-4951.18335752782,0,3173.97461917065,"USA.NorthSlope.FranklinBluffs-C16","presence"
1515.00644352845,2655.95663101411,613.008658299515,3658.75019308555,-3346.73258812327,-3093.90627391421,0,1908.81218399402,"nonveg_1177","absence"
2685.58653406475,2879.50835489775,1654.08206527669,5667.65238396008,-5117.93812232309,-5681.34239568998,0,4007.18751503684,"Russia.Tiksi.DryFen","presence"
2866.88773398558,2306.34323981558,2273.00521887731,5750.2384111823,-5349.17478686487,-5881.93955781839,0,2051.54506297369,"Canada.DaringLake.Tower1-Shrub","presence"
2175.95151329159,2348.52786021629,1798.29008754399,5108.51285141632,-4718.31181141925,-5378.78300597653,0,2016.84663410949,"Canada.PayneLake.TD2","presence"
2987.49907366197,2653.34229507199,1819.68545803365,6357.3910921014,-5366.29523559395,-5528.05529864132,0,5034.08813713719,"USA.Kougaork.LowShrub","presence"
2921.31778946857,2735.91957406546,1931.72158271986,6456.32443365528,-6449.60023874813,-6532.14017035727,0,1166.21220154052,"Sweden.Abisko.NF-BirchShrub","presence"
621.378087329508,903.513094046574,949.894570175703,1532.24862425999,-2855.99343019051,-2247.99163502581,0,895.274238666005,"nonveg_863","absence"
146.692448479724,344.502035131586,111.459632143773,151.433871824132,-312.790164553987,-1076.47320281436,0,775.583496758753,"nonveg_1213","absence"
3008.31446580474,2375.86552757863,2064.82335372376,5556.58626046732,-5364.38319968716,-5658.73335543213,0,2655.70471008087,"Russia.Tazovsky.Burned12","presence"
981.380380961321,1058.24497437567,643.046478409127,1987.34380714591,-2325.04466011443,-2761.06144919848,0,1420.54439145857,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
3547.67857132561,2798.49970618521,2491.24100825941,6156.69991809738,-5800.39710197655,-6427.52826952713,0,3436.62497782174,"USA.SewardPeninsula.QuartzCreek2","presence"
99.9171324477315,515.210343233287,251.727270893632,490.919670221083,173.408628570116,144.298149161419,0,2001.97161920031,"nonveg_1642","absence"
-274.277463585092,347.169996737095,622.099736307095,984.749947729126,-1927.86612777162,-1017.6316194564,0,1061.92709949509,"nonveg_900","absence"
3070.01894815184,2467.3522626508,2052.8487011282,5759.51989693933,-5625.40398026797,-6142.7980625068,0,2949.81559194427,"USA.NorthSlope.Oumalik2","presence"
3219.65875175343,3435.17693337628,2355.14187660618,6407.38980053287,-6308.92061609676,-6711.14236434936,0,3029.60997746478,"Sweden.Abisko.VJ-BirchShrub","presence"
176.248565410118,117.269101484708,113.385474652737,-835.923108321453,-93.6209888080067,-667.73593234307,0,1582.47227665098,"nonveg_1161","absence"
1845.05103909004,1942.7372028784,761.523774329973,4579.07544975909,-4440.36045916854,-5259.50446333479,0,2406.34246841955,"USA.NorthSlope.Deadhorse-C15","presence"
643.478029218312,1.63268904616177,151.627307797454,919.924685599743,-411.035965039557,-888.104351292179,0,1117.23161045535,"nonveg_806","absence"
350.305466042974,932.576585723416,-417.320039037583,787.084706162124,-1378.05161427873,-1899.79561599458,0,2102.67686499192,"nonveg_645","absence"
1429.24353257159,885.58487900032,708.621119339249,801.582852037644,-1444.66676746067,-3134.72042870506,0,1284.82537342855,"nonveg_540","absence"
1833.15570896462,2023.70598476657,1469.99079852174,4572.93323028097,-4624.98552318676,-5140.40530962096,0,1196.12346004752,"Canada.LeRoyLake.TD7","presence"
3300.70679875201,3285.99856567158,2178.47037163837,7223.2134688648,-6375.43476799236,-6656.48245826137,1,3903.14631892746,"Norway.Javrresduottar.A-Salix","presence"
2716.06278963213,2728.07679230611,1776.13488955095,6348.45070566961,-5940.1488084104,-6171.08062267993,0,2459.53999341047,"Finland.Javrresduottar.A-Hummock","presence"
364.888509653496,24.0775447404578,-518.402460781745,836.991310355684,-259.961300174707,13.0121080654926,0,1697.35976078185,"nonveg_1089","absence"
1743.74159528134,1702.11109138875,1149.87938753724,4483.99178842053,-4236.21257178367,-4878.7709852821,0,2415.24556136048,"Canada.LeRoyLake.TD1","presence"
2961.69549292435,2397.01555135746,2075.14586841637,5353.99442534107,-5131.31817929544,-5727.91485087549,0,2408.31244273112,"USA.YukonKuskokwimDelta.UB3","presence"
3494.94058940114,2924.85255144906,2379.35632163248,6343.89918321256,-6028.61445026515,-6445.12981625886,0,4298.8071402833,"USA.InteriorAlaska.CALF","presence"
662.770745286787,340.638248389022,67.5183876816386,913.978620084057,-1637.40628181686,-2004.17486974688,0,1256.99911958807,"nonveg_866","absence"
2462.68227512055,2386.65913490992,1966.57452529327,4763.65806424651,-5377.50765670651,-5982.78611212774,0,2058.83631076163,"Canada.ChukotkaRiver.TPO2","presence"
1968.26423682487,2383.49929266507,1172.61763792826,5508.19572405261,-4629.66100574924,-5959.02555743835,0,3585.98963400959,"Canada.DeceptionBay.TH7","presence"
1069.59672542118,549.815094938133,1002.83373315037,1440.05710607659,-883.929346547133,-2445.06264034006,0,1203.09307495652,"nonveg_760","absence"
2033.21440115011,1413.50541934973,1859.18677308868,4552.49749324957,-4995.26246303175,-4726.74928264917,0,3428.62644113679,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
1495.54779452089,1368.27195338399,615.874631247789,2304.55810551567,-2466.80875385891,-3571.10956410737,0,1375.10282353943,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
2866.88773398558,2306.34323981558,2273.00521887731,5750.2384111823,-5349.17478686487,-5881.93955781839,0,2051.54506297369,"Canada.DaringLake.Tower1-Shrub","presence"
2463.90495481668,2370.99242635801,1540.59947475268,5842.45713992944,-5465.86560665583,-6171.22967640322,0,1571.80445790325,"Finland.Javrresduottar.A-Betula","presence"
2268.51417089338,2305.09789185269,1599.02460188985,4698.04548819911,-4484.75998197145,-5371.79913738748,0,3343.87091886571,"Canada.PayneLake.TD4","presence"
1140.19158114731,-8.98131812487208,-78.4386626377722,2096.87766048449,-774.114059444515,-1146.32494964355,0,1893.37487141603,"nonveg_693","absence"
1994.31602316303,1045.90606978798,1290.38808939706,3812.28116213278,-3238.58283352564,-3370.01050261251,0,1591.2006751287,"nonveg_1069","absence"
158.055139333744,100.038655032321,624.914236830903,1081.38443075003,-2006.82435923898,-2016.17915546098,0,570.662673775573,"nonveg_869","absence"
3204.39123025747,3413.22513563806,2212.68120210063,6082.50244003907,-5688.21299160514,-6498.32510441018,0,1241.34232860601,"Norway.Javrresduottar.A-Sedge","absence"
280.093566528164,1030.21773789949,199.042156776203,-555.141983708989,-1223.43946843849,-2633.90450209885,0,2286.28266378084,"nonveg_673","absence"
3271.47315604812,3117.68705015562,2113.91312447189,7527.82243133068,-6262.55201275855,-6397.21628802272,1,3928.51315814089,"Sweden.Abisko.NF-Wetland","presence"
3271.47315604812,3117.68705015562,2113.91312447189,7527.82243133068,-6262.55201275855,-6397.21628802272,1,3928.51315814089,"Sweden.Abisko.NF-Wetland","presence"
2493.05087898818,2029.98978943944,2053.54861345908,6098.77154651322,-6427.2745565847,-6440.97997704618,1,1289.88948856991,"USA.InteriorAlaska.4","presence"
2739.53893464278,2252.54747585087,1849.42536504694,5957.49825719563,-5629.10952959485,-6108.12691667475,0,2705.11699218701,"Canada.DaringLake.Tower3-DwarfShrub-1","presence"
