"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_NIR_startSnowfree","spectral_green_earlySummer","topo_northness","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NIR_changeESPS","spectral_NIR_changeLSES","spectral_SWIR2_changeLSES","spectral_red_changePSLS","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
2328.26735528278,2219.59252263101,2821.94798833824,2897.73469678498,1581.80806247281,5310.71513995957,5014.99492001022,6076.9968001281,6269.57286799007,3951.2376941346,-5154.09180947197,-5744.82536044499,-5813.03720057579,-6098.40598972059,-4164.81629405438,1781.77674002352,1501.06146128474,552.664211967337,-0.0132174668833613,3.1628834605217,0,1962.09614448969,2019.4659786729,828.65412712362,10.2392206472759,11.4482578124935,63.2399055781121,4825.38682385772,4860.99875122119,1565.54652669495,-6028.88728256177,-5636.88541893509,0.553728093790617,-16.5484349963243,-13.0302689372004,12.6570114985573,"Finland.Javrresduottar.EC-Betula","presence",0,1,0,0,0
352.585284205199,1106.12169157633,289.126508785262,1016.79953738037,-539.384080189388,1539.3931339733,2547.75280841641,1903.84128764205,2885.0793919967,-520.751019603696,-3154.60279270452,-2870.7729960129,-4487.08165539091,-3957.20692758239,-1358.99503657347,1471.83698712302,397.618201298273,539.891395066234,0.0225876960903406,1.34160614013672,0,352.585284205199,445.049788351555,1645.50577176572,34.3065140151764,29.3321958495685,-78.9567231767702,1903.84128764205,1671.06312048495,3405.83041160039,-3154.60279270452,-3165.73188165284,15.4259828777346,46.3205356744503,23.1947100362478,-18.0342644985349,"nonveg_671","absence",0,0,1,0,0
1959.30940435244,1736.38888320217,2693.77451996332,2644.1035551351,1027.91416558308,3831.58354875857,4021.98057690708,5145.22235985259,5089.75567387743,2272.03572712288,-4903.60511819237,-5401.88684152019,-5203.93885724618,-5588.88660923156,-3649.5635409691,1702.52186788661,1562.95508335092,685.738322203087,-0.00350198126398027,0.205136880278587,0,2424.37993020347,2096.03667763247,2084.42469377253,35.4484841437457,46.5433833093083,-36.1971791454296,4874.5825341275,4138.36336664285,3542.09451687698,-5132.37912976925,-4896.91040365101,15.3487995512829,0.915671445867107,9.3244831021412,-6.38152216718933,"USA.NorthSlope.14","presence",0,0,1,0,0
247.081396687982,515.443385717499,100.607334481731,-43.375683019703,206.419083604954,544.865927136493,1049.07564997707,208.154320443521,-92.298072695037,350.441317934361,-692.344715336176,-386.939771295311,-1423.04578775624,-1786.00845486169,281.911962074117,1577.82449273781,1612.89886161758,1210.75907179971,-0.129956901073456,24.4778156280518,0,206.419083604954,205.235103494493,558.819068737202,1.76792665578384,-40.501348863413,0,350.441317934361,412.047828559281,1141.37372267211,-692.344715336176,-801.28535343506,-13.6845263023978,340.107030220909,291.749932680015,0,"nonveg_761","absence",1,0,0,0,0
2265.84460757149,2418.88064461085,2701.05315458867,2955.34728269864,1389.93807773269,5219.78299614184,5283.24179248945,5885.7321097295,6370.00912658321,3544.02802127263,-5242.0626069025,-5565.71616148106,-6170.42273418409,-6188.34676188933,-4358.43789873669,1895.61254667954,1426.93158555399,540.116029466188,-0.0142912147566676,3.35490816831589,0,2360.2347818827,2304.9765488021,1949.27583543854,16.9288484143374,82.644281077089,-95.6381691694423,5421.01062137249,5248.26373140783,3598.16973988074,-5311.23149958341,-5339.1892378212,20.2565855962565,15.3876290836112,20.4744033364486,-25.11023166104,"Finland.Javrresduottar.EC-Salix","presence",0,1,0,0,0
667.845467631895,575.342359996804,1001.56272579476,594.454240054685,377.215668290518,797.02425210992,723.025102635916,1251.62747082138,846.850740381915,453.41960732414,-1621.29975254069,-1738.35855617031,-1307.52691361994,-1712.43801118063,-1753.95704498383,3025.85229439325,3142.08007023542,2174.33887058522,0.0108149163424969,1.52118134498596,0,594.454240054685,643.284092353732,624.34705750424,9.37515481746379,18.768846784324,13.4105484478939,797.02425210992,814.389434654653,798.207863497236,-1712.43801118063,-1626.71605569908,5.10183437602204,-37.8784850824209,-13.766954789098,2.2364172219341,"nonveg_1261","absence",1,0,0,0,0
60.616384623245,686.214248885717,776.162991893705,462.296045855069,885.68915025245,442.807257230482,1236.98290997303,1463.37864327119,1095.08279865143,291.182237007555,-1592.69998269553,-451.055852521531,-534.084622375741,-1209.45455036814,-286.062287931269,1542.32979187449,1525.65259302981,895.985555797694,0.0475364401936531,3.12220048904419,0,686.214248885717,574.195764302037,825.072765629205,-31.7335679088156,-0.339884060635698,65.7553173044164,1095.08279865143,905.88676922674,1172.19640626364,-534.084622375741,-814.671459178443,8.81970839070359,-3.44724670874452,-12.2846713499987,16.3846563484032,"nonveg_958","absence",1,0,0,0,0
3489.17369277983,2972.45923373149,4417.3182679127,4825.98585228134,1850.88275922015,6630.21504032539,5707.2912313548,7995.24231722492,8643.07688229601,4352.20578514457,-6956.52148140802,-6983.03024621763,-6720.34141313765,-6929.91061228251,-6070.84276726188,2118.41165197512,1639.44296093485,404.034864085092,-0.0070360591635108,1.39950931072235,1,3699.13634142201,3896.40705391344,3472.39000980293,53.9411500702996,74.1044401401255,-6.0120666774211,7010.85605695184,7302.92384047118,4787.4627766371,-6196.87791093502,-6179.37568103687,23.8778106499784,-29.7949336452318,-1.7239724730342,1.92426753864117,"Finland.Kilpisjarvi.15","presence",0,1,0,0,0
2676.53002375253,1552.86474810056,3016.71729462119,4012.96164412377,1954.70327397979,4565.59364281963,3184.07191148077,5189.64831426928,6515.00993393299,3582.33350164731,-5267.14946267997,-3585.24126331151,-5571.10162723087,-5949.44550957953,-3772.92732749801,1768.81770779584,2495.21318951417,821.331895196451,0.0820866972208023,18.2758584022522,0,2725.52069963678,2833.24914550259,2323.05405667102,15.0883898366711,43.3439268809806,-45.2678698912683,4299.17717745305,4514.38408390836,3232.39975552802,-4916.79529811188,-5065.73962159594,11.0027430063798,-25.1899146824253,14.3418524796168,5.08587715343618,"Canada.KluaneLake.Quill-MixedTundra","presence",0,0,0,1,0
3174.23811624795,2580.76401692979,3341.35655060666,3938.80564354036,2361.89879489805,5515.33521268597,4808.55742062786,5724.75508438102,6468.42873006382,4300.76282963797,-5725.84973227598,-5850.04454983069,-6366.11476258226,-6352.88384050038,-5034.07491209857,2344.26087561265,2284.84134126628,676.940424628456,-0.0423718713223935,3.24175205230713,0,2809.84539215219,3071.57102652241,1994.33737694573,17.1986831945199,55.8530140297131,-31.1445643683216,4999.12250454295,5311.15406777163,2645.61738957892,-6093.69195907299,-5902.43785252778,29.5190666982342,-24.1059849055753,-0.729396058848727,-4.01186639200365,"USA.NorthSlope.HappyValley-C20","presence",0,0,1,0,0
3010.06236625437,2714.74140190301,3356.80079487441,3925.83240785147,2387.5444760032,5323.77722335746,5013.36306193956,5731.8542690522,6459.35426178454,4347.43828096544,-5985.98907390927,-5744.7792560982,-6257.84962228712,-6220.26361649231,-5125.23489040331,2417.1663146093,2282.64818102666,614.452186793074,-0.0340681297704578,3.07592208385468,0,3372.13080018278,3273.94369593712,1699.33738625179,35.5385115373814,21.3998982605371,-38.8781886772695,5792.72865429954,5709.20452448404,2395.60116399546,-5321.74541120834,-5497.58128378363,7.58149260825652,-4.56109006514362,9.70188719794581,-3.92122448640917,"USA.NorthSlope.HappyValley-C18","presence",0,0,1,0,0
2497.0539248066,1969.02661539794,2974.34004061846,3456.79463910441,1499.77732529484,5589.26148479753,4656.6332770203,6198.78195559978,6862.97018507536,3510.70800555736,-5652.15586696,-5778.82726883903,-6223.2082884497,-6633.59563487498,-3869.055863696,1752.05552297171,1692.21348143425,583.320663234314,-0.0218649216410187,1.4276494052675,0,1906.23277991199,2306.93734198325,2215.23212078824,0.549562470243086,48.6104540072324,8.35189869750057,4846.34324923911,5136.45818393498,3169.39546592405,-6405.53522393428,-5931.95858723354,24.5422413681828,-38.8780230841331,-9.34061850432587,5.92909026071115,"Canada.DaringLake.MediumBirch","presence",0,0,1,0,0
