"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NDWI_annualMedian","spectral_NIR_annualMean","site_code","presence_absence"
635.420866742082,543.71096295326,1043.92155240582,1076.40790957491,-1600.65763084502,-1494.21816348243,-885.714752878192,0,695.5052964477,532.696946621647,-14.6995680944275,1.93820740985863,17.420812797906,-1494.21816348243,1932.4940465271,"nonveg_814","absence"
3629.69000540251,3578.94184012189,4121.12266479361,2069.84136604831,-6760.82376645781,-6054.99026960079,-6956.91312595906,1,4015.83408783403,2856.65115540166,56.1662338496311,27.8529177798294,-30.2426103380905,-6478.57495461543,2531.99442366553,"Finland.Kilpisjarvi.15","presence"
855.815000562007,1142.37041217411,1307.41308636686,306.6178230418,-2700.64031296362,-2707.16387681955,-2557.17574472488,0,927.388640645353,743.321400023658,11.111043441088,0.417271741968346,61.0490846135036,-2582.71679447323,1608.3405421248,"USA.NorthSlope.HoweIsland-C12","absence"
723.345780372401,1085.18929635524,1030.91114002935,365.500605506773,-2424.74463378785,-2395.15096455427,-2523.38241591521,0,716.256280500428,701.962751114443,10.9199789278556,-8.01184927002851,23.5268551343328,-2307.54478876362,1832.07816280946,"Canada.EllefRingnesIsland.Isachsen-C02","absence"
3400.05206188546,3013.43828014503,4000.4312975181,2472.99751759853,-5951.91195658927,-5722.68561974849,-5966.38417113322,0,2682.27976769857,2337.63206901095,6.06422631985229,62.2449041369027,8.76689559525817,-5894.72075160634,2759.26435320037,"Russia.Yamal.Laborovaya-1","presence"
619.180900455315,-60.8089159329168,-321.539259076418,143.800736697527,-809.70110421874,-1931.42237792292,-2388.91124462391,0,143.800736697527,1274.87901315003,14.8556301174309,10.1260258672212,-159.359876643754,-911.573627334143,1725.08493938023,"nonveg_673","absence"
613.851920690791,621.730715815442,-348.268054798481,426.764397283574,-925.536692631769,-859.080102145135,-2331.594129604,0,549.513170870041,969.998770613923,31.1812539012029,-9.19124997439295,-24.9383673796812,-1021.6635847153,1119.87481284844,"nonveg_972","absence"
3204.4015719994,2469.58332831822,3270.18151159438,2212.51876493435,-5551.36527547268,-5754.37036363901,-6456.46214362602,0,3418.07324778844,1197.88714904404,23.572356224859,16.3572154099422,-2.87784176481138,-5913.73276743509,2745.51588758278,"USA.Toolik.S1","presence"
822.798058679923,922.679331665466,584.80288540069,805.970827418793,-1868.33103394192,-1690.2800093954,-2245.8742381334,0,805.970827418793,343.886615580481,0.673089250445228,-9.76021370379752,0.429297808264599,-1868.33103394192,2502.19682435686,"nonveg_926","absence"
3214.86702117491,3300.69062728532,3565.0248441823,2544.90880703025,-6574.13240109197,-5610.70817383909,-6749.84981083627,1,3187.93358650678,683.753494893037,10.3932578312296,1.70672913778465,14.2445899373035,-6488.02854355551,2426.13408329344,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2667.15206244872,2790.0332763758,3033.91909517917,2413.50620051509,-5097.10899773272,-4921.90345416231,-5630.74029004647,0,2719.37236609792,1018.47392567611,-7.85352703360808,27.5263223155705,-9.41924824609201,-5604.74919183252,2262.68353604171,"Russia.Yamal.Nadym-2-IH","presence"
3194.04110015287,3092.74636684825,3605.08929859473,1632.03677867158,-5677.9297394858,-5759.86828450079,-6802.38937361862,0,3554.34738623553,3108.72017547845,44.8309601280578,38.1572276510609,-63.9053820432838,-4778.13366879738,2794.38013675974,"Canada.DeceptionBay.BEGL3","presence"
688.123123140693,1260.42181984786,-384.757395516576,864.501412163728,1164.28684084401,10000,2166.87691241109,0,688.123123140693,1645.17921536444,-9.79879383461304,-28.172934357581,-26.9413190581338,2066.13308419017,767.155447203894,"nonveg_991","absence"
151.349024851873,122.22418709675,-663.479338229674,-2297.58190711851,8963.34428741934,8972.96487244774,7272.70276974262,0,-0.179813082277974,2448.93093197038,116.615758665256,-7.21565894924526,-36.8499736192998,8963.34428741934,402.177452888736,"nonveg_1797","absence"
1945.16397852249,2094.71045754092,2369.70261298835,1431.77440340905,-4665.63556652328,-4205.63412610788,-4858.19928247662,0,2184.89526633307,1156.04810693104,1.17027959017059,5.70058998064662,25.880777909445,-4592.5570165364,2258.55954640372,"USA.NorthSlope.9","absence"
2881.98749873471,1993.45052390851,2947.21160534634,1733.70585257656,-5446.41237430608,-5486.13483560515,-5852.77822577133,0,2898.80799490393,1919.52636055817,40.6773599347885,29.3299157971028,-40.9985179064281,-5437.99777248072,2381.23181825613,"USA.Toolik.S2","presence"
2358.57372775198,1928.69387688202,2925.46142610043,1433.42232069805,-4932.49663555167,-4923.26390247821,-5212.76852893167,0,2825.35532361347,2650.08028120127,60.347050863329,11.6519108880487,22.0059193109768,-4639.15216840135,2409.43669338984,"USA.NorthSlope.Sagwon-C15","presence"
1875.49307314197,2065.24141920348,2925.28373220332,1013.77950697015,-4765.88840667396,-4548.06229270885,-4500.59166743206,0,3259.76694530394,1979.00072280651,-3.04820354442696,58.2059036119561,-12.5603745589026,-6048.65380203288,2679.23129353242,"USA.Kougaork.LowShrub","presence"
3214.86702117491,3300.69062728532,3565.0248441823,2544.90880703025,-6574.13240109197,-5610.70817383909,-6749.84981083627,1,3187.93358650678,683.753494893037,10.3932578312296,1.70672913778465,14.2445899373035,-6488.02854355551,2426.13408329344,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
1812.63524585524,210.472322633617,158.877071578626,-798.749987620084,-439.723904755049,-1889.81316186104,-2293.39350947614,0,210.472322633617,2611.38523347532,108.807718061472,-55.2385573367805,-30.3104712063445,-1889.81316186104,2148.92292618986,"nonveg_637","absence"
3124.26286706937,2447.45417121641,3782.06199571034,1559.03885284378,-5997.02727768702,-5201.90364427464,-5823.05550099276,1,2984.0234889161,2128.67280409336,33.709901190672,15.9000840512852,6.59197391132385,-5306.98096162356,2080.5071819065,"USA.InteriorAlaska.2","presence"
3752.73548230602,3136.7704948423,4263.56504847664,2308.72966166707,-5963.62132731003,-6369.12000550133,-6459.97910997276,0,3162.96100151357,2991.50163784217,24.7469790540014,68.7374471285663,-32.0589123929285,-6074.66148813606,2882.15660882499,"USA.InteriorAlaska.DEW","presence"
94.1321744430114,-58.7686717690643,755.385421668164,-16.4164956999204,-2601.83553843562,-2358.72107126986,-2158.43405741277,0,94.1321744430114,1086.00690536425,3.68495567143106,30.1001954565217,-9.7090289973936,-2324.86583354518,1109.30865567022,"nonveg_666","absence"
912.704272655406,1679.95225591742,608.440175501697,1052.63530444853,-2115.29703439258,-1075.39617689299,-2706.49246637503,0,912.704272655406,1071.51208041572,-5.83045965804665,-1.83256523516118,-20.0217331930647,-2115.29703439258,2439.40003360293,"nonveg_540","absence"
1284.44983034356,1425.95940968881,1764.26573380141,1002.19531206165,-3514.66201532809,-3325.62548549745,-3006.50719509294,0,1836.19177203338,1593.02736770274,24.9078514778366,12.6508894138911,42.8706400059186,-2925.88804876276,1958.21644603833,"Russia.Tiksi.BareSoil","absence"
1011.10075253693,766.617161037965,1057.64998271457,617.667565971964,-2535.98839430397,-2734.0728104457,-2593.70664469898,0,959.19330403574,439.982416742602,14.5715995024062,-1.92249809263674,4.10236161161775,-2593.70664469898,1299.76221758965,"nonveg_758","absence"
2256.44605981722,2024.69111219084,2399.5282438979,1634.08738130815,-3981.06131633587,-4584.30959276951,-4767.62251418744,0,2674.42476387964,2076.73446475295,27.5292412317117,-0.424654790143479,43.7025338542608,-4415.26887279643,2390.21465411755,"Canada.BonifaceRiver.LSA2","presence"
3132.09279652273,3043.66234744572,3653.45847903856,2464.62906464722,-5610.30735301824,-5602.72608496695,-6518.19658956593,0,3420.14504452704,1289.08745479826,-9.9901751618479,27.427392655282,-28.5321904421261,-5471.60436812425,3167.56517033199,"USA.YukonKuskokwimDelta.B","presence"
3557.55828894106,3344.2831598218,4386.30315587157,1910.08996061992,-6022.29374703708,-6209.2639816247,-6665.10002379134,0,3452.74327807113,3423.02591230089,49.4290411127148,57.5405186466882,-82.22624362338,-6297.94068973351,2559.2762787058,"Norway.Javrresduottar.A-Salix","presence"
215.603083948724,234.29772143259,-150.024814212748,13.2960602738307,-241.362037843038,-462.921145332112,-1613.14573818983,0,96.4653293672791,384.322535645337,5.18735958140751,-2.97844386453612,-18.9607802753867,-462.921145332112,1285.79020373126,"nonveg_842","absence"
2286.84669212683,2093.62517767283,2976.86017866884,1098.75237686845,-4191.39024172264,-4807.72932880646,-5392.76946694945,0,2335.47608934742,1704.04934035542,21.1370509334677,13.2418466370766,14.0636346663013,-5156.7585952012,2392.2247761323,"Canada.DeceptionBay.TH6","presence"
2059.2044975165,1740.44239860058,2017.28155764702,1502.80603411275,-3961.91737421907,-4447.71287744793,-4427.37614811334,0,2198.9948473447,659.535535536452,0.619346252204235,11.8842999636995,17.4664585456026,-5184.85276494988,2090.849272989,"Canada.ChukotkaRiver.TPO5","presence"
-191.426001772907,-51.0318668420654,172.050872263093,0.501371350343923,-522.480295716878,-429.042467615317,125.088283129205,0,0.455250828421992,363.476874036,-5.99773041010159,5.81458341216148,0,-303.110730072619,1144.22881266936,"nonveg_822","absence"
713.669030285538,681.389047793937,1159.90271535936,-165.831209167603,-1612.10420227757,-1709.43019018519,-1241.29517559577,0,681.389047793937,1337.75763491357,28.3709754662303,-28.7588370916047,222.959605818929,-1709.43019018519,3215.08341868764,"nonveg_643","absence"
3598.56366675208,3339.01640293891,4652.13733672087,1871.80789169683,-7039.99446875127,-6499.56725068324,-6973.1284551495,0,3884.24555737879,2528.88335287171,70.2142920531106,8.26843284086723,4.35994914356372,-7067.19424959374,2562.01432299539,"USA.Kougaork.TallShrub","presence"
603.260682971291,292.125236767501,94.1066226532263,-187.349162295878,-1047.94874421606,-1193.10961014646,-1843.09833718346,0,292.125236767501,790.609845267169,26.3536615089056,-9.26896645941044,-15.84400714831,-1193.10961014646,1346.71697010122,"nonveg_946","absence"
1873.13909892502,2092.8390820669,2185.78757538967,1358.17418845356,-4298.13566104835,-4841.99061217961,-4813.67442372759,0,1926.94150064596,2575.02652292496,54.4576238441848,-16.070264980609,134.663103929054,-4245.14496936263,2015.61959745668,"USA.NorthSlope.Atqasuk","absence"
3629.69000540251,3578.94184012189,4121.12266479361,2069.84136604831,-6760.82376645781,-6054.99026960079,-6956.91312595906,1,4015.83408783403,2856.65115540166,56.1662338496311,27.8529177798294,-30.2426103380905,-6478.57495461543,2531.99442366553,"Finland.Kilpisjarvi.15","presence"
693.294392169214,363.600117826992,774.400238988522,-265.800085167217,-1135.17609808991,-1608.58418274819,-1109.8720896505,0,405.772883574457,1040.20032415574,38.3637790934572,-11.0585195613368,122.875785138022,-1492.031650246,3287.1207227142,"nonveg_733","absence"
3601.00960141378,2868.94025720009,3447.4246434979,2536.88702240402,-4957.38078959361,-5507.53479691724,-6065.43764525808,0,3523.37681535059,1367.61491812173,19.4305674019551,-1.8817193366779,-8.95896564583462,-5679.53399517926,2936.78347652852,"USA.YukonKuskokwimDelta.UB7","presence"
881.565692176084,842.388542013307,255.828343627147,36.0851182262177,-127.309008999403,-10.6445822516364,-1381.4211588527,0,464.805409463924,845.480573949867,32.5184836134564,-16.0292416427754,-9.49895753803528,-127.309008999403,1099.3639580723,"nonveg_1469","absence"
3001.07414629546,3096.93708583066,3928.24077568959,1695.80884908347,-5468.52385315855,-6179.45780952388,-6229.22142588415,0,3685.53589616924,3080.01569317953,36.2151563395069,34.608272058653,-16.9226041990662,-5943.82466852286,2681.70187151633,"USA.YukonKuskokwimDelta.15B2","presence"
2094.89037276346,1983.41300645851,486.168517777231,1758.84359013495,-2360.11574962692,-2068.16683241169,-4236.61689397878,0,1849.21473363708,1608.72185498623,12.9248762549425,-9.44906304332223,-80.1791891682263,-2360.11574962692,2096.72930433685,"nonveg_632","absence"
69.702127049285,412.365453866043,-469.43766351951,258.106808051563,868.374528992405,1388.19928004193,376.636402943065,0,137.039306604462,881.803117385553,-8.97165147629894,3.20653235977032,-43.3197835802837,868.374528992405,337.888428697434,"nonveg_1509","absence"
2026.85541653628,1508.99553953393,2237.61091852641,1150.61592181546,-4953.62911118954,-4966.91067255782,-5263.82720507473,0,1718.08388476884,2237.77469188803,40.1224257282866,29.8080333932143,-13.5136582114176,-5080.23763493741,1539.61494488483,"Canada.DaringLake.Tower2-SedgeFen","presence"
974.747416013851,1099.83024268943,1031.86470404364,599.716273618216,-2367.22309223448,-2400.13256632975,-2863.80479767992,0,715.817768307033,1018.34757603686,10.0650931892034,-1.71110469876031,-29.5747608611694,-2436.16705825915,2108.2454180052,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
3048.96461901899,2772.27670451857,3752.67570194241,1763.24292058866,-5716.57082803842,-5076.55393011021,-5274.11183006403,0,3232.39149841733,2163.19113802722,50.3021516517713,12.3443319553355,7.30796653222353,-5696.31879227516,2418.69910141177,"Russia.Tazovsky.Burned12","presence"
1821.37857501956,1899.72331795044,2160.48040382575,1056.29099903263,-4241.77959923736,-3993.69641647836,-4559.0529741396,0,1948.77595381066,1157.02407698545,41.0283486436971,-3.25899310502097,19.2738110813251,-4088.68968523876,1949.98264166832,"Canada.BanksIsland.GreenCabin-C09","presence"
3555.46943747018,1226.85936041229,3449.17691447951,1581.3632984932,-6503.86554164757,-3622.60312488369,-6478.14262026005,0,3385.55196039986,4120.54284965872,108.093858312405,42.9288812579924,-57.0415428039605,-6608.78208326289,2197.06451855245,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
2280.70858705564,1614.48191609899,1679.55077600861,841.600352094251,-1247.02703440437,-2644.55540392956,-2845.32370314914,0,1679.55077600861,1439.10823496139,57.5643293984558,-17.3382341067046,-18.795465534089,-2644.55540392956,2091.37864873567,"nonveg_706","absence"
962.35920303938,1067.42518968513,1239.55722290196,984.056840786605,-2885.59714572709,-2820.88291616658,-2525.31736035483,0,984.056840786605,568.533474700547,-0.834524528739455,-11.2052098014603,142.133368675137,-2820.88291616658,1715.02915719656,"nonveg_764","absence"
619.180900455315,-60.8089159329168,-321.539259076418,143.800736697527,-809.70110421874,-1931.42237792292,-2388.91124462391,0,143.800736697527,1274.87901315003,14.8556301174309,10.1260258672212,-159.359876643754,-911.573627334143,1725.08493938023,"nonveg_673","absence"
2286.84669212683,2093.62517767283,2976.86017866884,1098.75237686845,-4191.39024172264,-4807.72932880646,-5392.76946694945,0,2335.47608934742,1704.04934035542,21.1370509334677,13.2418466370766,14.0636346663013,-5156.7585952012,2392.2247761323,"Canada.DeceptionBay.TH6","presence"
1547.26886015928,2115.86020748652,625.368173134457,542.876849391278,-1940.65822135144,-1386.11589149264,-2775.29581436803,0,625.368173134457,1572.98335809524,31.3872503365001,-29.9320655868256,4.70410552431595,-1940.65822135144,1485.51729982037,"nonveg_648","absence"
2724.58097601013,2792.41895437947,3169.31529750092,2058.7678709944,-6384.48463362809,-6606.07134873209,-6805.50336422825,0,3267.14733319318,1746.89764231738,25.1635879789806,24.7477732300875,-28.6835001703841,-6277.65742941364,2228.03939328023,"Finland.Kevo.5","presence"
819.806679681986,347.604166929154,336.52696483481,-608.617276191034,-1754.69598747424,-1181.08903919555,-900.938964764105,0,347.604166929154,1428.42395587302,34.0100941874529,-10.5989470930232,-12.7079789800678,-900.938964764105,1282.77984939896,"nonveg_1888","absence"
308.284807440199,178.310454222396,59.3475016065761,583.127075895716,-1832.21541535866,-1910.00668234549,-1859.13363701225,0,178.310454222396,752.003644989113,-7.23269127514517,-12.234907090605,17.5556977461518,-1832.21541535866,1796.90719261876,"nonveg_1037","absence"
2920.36530491659,2353.81682796066,2923.02460245761,2293.12919406827,-4955.25251018241,-5695.78751356905,-5663.17825578587,0,3086.67729733245,583.474722996474,11.5914729323715,-0.449409621309506,-2.51568301201714,-5013.67984301526,2836.75032677005,"USA.YukonKuskokwimDelta.6","presence"
2515.12292842348,1960.81179879183,2717.40646160516,1657.68346811476,-4908.94322029184,-4841.77219786952,-5114.39795692382,0,2264.40990625365,1666.47954527364,10.9107696836848,31.8194750669214,-17.2888366749544,-4630.3162255444,2106.63679069937,"USA.InteriorAlaska.BROWNSCREEK","presence"
1668.03986378776,960.570767767152,1247.00693899475,544.825484046036,-2878.92113352635,-2830.68831418627,-4024.01216037926,1,1247.00693899475,1123.21437974173,41.6005325830269,-7.21301313328947,-11.5299240558372,-2878.92113352635,1305.77741089949,"nonveg_856","absence"
3521.73681420168,2803.5167673915,3865.09293754513,2359.23535517503,-5932.85589284934,-5993.92332640896,-6502.27112514105,0,3694.44075541985,2464.39905013744,70.9381049080043,11.208530096577,-28.7916946042649,-6182.09543940559,2668.83571159642,"USA.InteriorAlaska.CALF","presence"
