"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changePSLS","spectral_NDWI_annualMedian","spectral_NIR_annualMean","site_code","presence_absence"
283.931052939698,1015.68857612006,375.304983130883,-449.862089207459,386.480646138531,409.886458117835,-212.096257229604,0,283.931052939698,1465.55066532752,26.206897933827,-20.2323413619791,135.622365937716,386.480646138531,1192.63361039946,"nonveg_1927","absence"
3622.81906285348,2957.70872047743,3411.98497753758,2579.82542181625,-6097.08832734408,-5778.66089866923,-5903.29611266345,1,3015.86014585294,1045.29944979425,22.2442616053787,19.5677163863912,-2.96582637787058,-5629.89359982629,2530.78267472285,"Canada.Yukon.SOUTHSTONEBOY","presence"
-259.120872250251,438.491904402721,703.239466007695,-258.860501111728,-1881.05165153626,-1040.01842155806,-615.898722317105,0,322.43456453251,962.360338257947,-0.00839906898462752,18.7598527994439,63.4674835791976,-1040.01842155806,1284.00930405723,"nonveg_751","absence"
3098.41248800365,2417.08150952399,3400.54747562054,1871.58935921871,-5284.49641068877,-5349.83151701613,-6306.73201870444,0,3356.62762621048,1823.46841991513,42.1210007344703,14.8623873878775,-9.07598640801786,-5231.00816879441,2704.33513397066,"Russia.Kolyma.OW1","presence"
1597.83277250299,1410.08410316177,1414.27300864389,940.183072704233,-3077.90973177899,-3198.808620997,-3796.26197563047,0,1414.27300864389,657.649699798754,28.5934652086415,-2.48741967221548,-8.84726369470907,-3198.808620997,1969.23004878488,"nonveg_898","absence"
11.3657799037051,666.354359240943,527.655967024068,-191.860045529152,-1458.2365192441,-889.724775584195,-1085.38300716482,0,91.7241437111639,858.214404770094,7.52688242343913,2.8699415645521,43.5931823312904,-1393.90394969647,2374.17438213773,"nonveg_907","absence"
2608.73577661036,2108.58745338162,2696.64213253801,1943.81692607171,-5381.3464830508,-5950.15888564344,-6384.29932123583,0,2873.00783664389,1713.74425464193,31.272347067418,17.69177449378,-48.7337672722735,-6556.3930753258,2141.42082721653,"Canada.PayneLake.TDA3","presence"
3397.22702049066,2837.67237579178,3582.7179114227,2577.01216919602,-5746.59758614196,-6051.63533903826,-6460.3840866419,0,3092.43777593217,1565.95526145113,7.69771498542215,24.41765188063,-45.7231126770003,-6224.69236200549,2672.71165818955,"USA.YukonKuskokwimDelta.72B1","presence"
1771.25115876901,1769.22414434579,2443.49249402139,1230.92241821229,-4355.10095521514,-4641.18871603346,-4845.94356424568,0,2359.48564254237,2373.50759374039,58.8486493028891,2.20803852752488,27.8323696426409,-4447.41260423111,1946.27738352248,"USA.NorthSlope.FranklinBluffs-C17","absence"
3622.81906285348,2957.70872047743,3411.98497753758,2579.82542181625,-6097.08832734408,-5778.66089866923,-5903.29611266345,1,3015.86014585294,1045.29944979425,22.2442616053787,19.5677163863912,-2.96582637787058,-5629.89359982629,2530.78267472285,"Canada.Yukon.SOUTHSTONEBOY","presence"
2197.25046334084,2376.52534861466,2960.19080950822,1404.78336825023,-5499.04895722998,-5800.85812411232,-5982.75023878052,0,2069.21478606277,2061.69846185363,33.0411878096003,28.5688018863772,-4.56678825415487,-5474.84722179172,1726.60649125023,"Finland.Javrresduottar.EC-Sphagnum","presence"
1284.44983034356,1425.95940968881,1764.26573380141,1002.19531206165,-3514.66201532809,-3325.62548549745,-3006.50719509294,0,1836.19177203338,1593.02736770274,24.9078514778366,12.6508894138911,42.8706400059186,-2925.88804876276,1958.21644603833,"Russia.Tiksi.BareSoil","absence"
713.669030285538,681.389047793937,1159.90271535936,-165.831209167603,-1612.10420227757,-1709.43019018519,-1241.29517559577,0,681.389047793937,1337.75763491357,28.3709754662303,-28.7588370916047,222.959605818929,-1709.43019018519,3215.08341868764,"nonveg_643","absence"
799.617555100534,877.479594259164,399.42021812724,135.420717149264,-2164.19546892182,-1808.74239308639,-2467.27409529026,0,799.617555100534,922.558786252263,26.5678735180508,9.93699801157666,-38.7387814867228,-2164.19546892182,2674.60781575973,"nonveg_915","absence"
1757.64176378362,2417.52985456623,2494.68025089601,1347.80970725652,-4932.06597102915,-4019.65232010695,-5292.44803992388,0,1990.08903991647,2127.35667690089,26.7213775937534,40.5935616092043,-50.7174858335748,-4979.87462820431,1981.46720957835,"USA.NorthSlope.16","presence"
2612.77278760605,2648.80056556007,3209.54960276526,1989.94288424618,-5126.9231113742,-5165.44753914406,-5422.03474375315,0,2833.52478738738,1369.36217465603,-11.5897587626755,36.825822800294,-9.86570543038466,-4939.72987282267,2302.69455718657,"Russia.Yamal.Nadym-2-H","presence"
2627.71282025117,2667.65708251769,3044.93674824694,2074.8223125167,-4185.59360867605,-3886.14260120795,-4781.70441881846,0,3042.36172698899,1251.37823580849,17.1536182900647,17.8163477685851,7.11871143913134,-4068.62625006077,3287.43349806794,"Russia.Tazovsky.Unburned28","presence"
2599.26844980235,2209.94981966686,2695.18928136268,1440.91566001634,-4612.65733910688,-5265.25837451284,-5408.12052517594,0,1909.2408748838,1611.12535434589,35.0244642249106,-8.59325707688737,12.097652657788,-4931.11762706259,1588.01876162831,"USA.YukonKuskokwimDelta.4","absence"
1600.82500303763,2126.45285926275,1966.34766721247,1141.87344213829,-5224.94366221759,-4373.73395522624,-5840.55870714409,0,2129.0572922176,2203.1708475476,20.9361728788775,50.1338544613677,-51.8248396665683,-5548.40968232025,1863.04851904236,"USA.NorthSlope.15","absence"
876.271452009843,54.273230710577,496.309312146802,243.943735862913,-488.779970283738,-1421.61965961768,-678.523917405834,0,401.271565737501,821.998221299266,21.077590538231,-15.3225769765272,5.00198665312115,-681.019531159123,2123.52428020487,"nonveg_572","absence"
331.683978737583,564.696649090302,77.3545567893135,-225.449646323093,-2120.66847900912,-1560.45790705757,-2768.45572341017,0,331.683978737583,928.480469359508,13.5886250014799,9.05724010484955,-20.1831053628097,-2214.3893215269,1294.27698593063,"nonveg_1968","absence"
3278.85213262073,3280.82597948527,3906.93981772468,2356.18712652367,-6698.13378253381,-6292.33253204758,-7291.96836875544,1,3806.6989385846,1582.61876100299,21.2369358161313,27.3647519662663,-24.5363696424605,-7200.51135395871,2922.19531116986,"Norway.Javrresduottar.A-Hummock","presence"
3076.65273982654,3363.97922420796,3907.99088203037,2080.06152812011,-5948.49308566356,-5893.94459691045,-6544.35175597088,0,3796.57363427262,2294.99705985488,9.08159837336637,37.9404150598632,-32.9963175000844,-6141.37964664031,3008.27855167889,"USA.YukonKuskokwimDelta.3","presence"
962.35920303938,1067.42518968513,1239.55722290196,984.056840786605,-2885.59714572709,-2820.88291616658,-2525.31736035483,0,984.056840786605,568.533474700547,-0.834524528739455,-11.2052098014603,142.133368675137,-2820.88291616658,1715.02915719656,"nonveg_764","absence"
2185.25025402506,2082.585127109,2765.26496140873,984.677573890077,-5084.49157558994,-4730.66866775536,-5397.81863607722,0,2291.74156911761,2516.64778684662,43.0505260474593,29.4999854732573,15.5316227875932,-4841.31682933787,2261.77922994268,"USA.NorthSlope.11","presence"
1023.74516566433,299.901300209018,-105.623656525711,625.503843179009,-960.707767392037,-2031.60468593878,-2843.39151988262,0,415.713396714407,1129.36882219004,14.7496786105674,-22.5196951462934,-26.0668526620059,-2031.60468593878,973.512069483016,"nonveg_968","absence"
3326.40178254372,2186.91538054888,3284.19820053211,2071.73911511543,-5331.85826840447,-5668.64459538908,-6167.4489332276,0,3179.39092193035,2578.06936430245,55.9949770576895,11.5451342592371,-47.8720756785499,-4753.88530067641,2757.32535081774,"USA.InteriorAlaska.24","presence"
397.369496831303,292.207907914334,324.717072681721,188.853488559439,-521.746177309181,-564.505608198196,-565.140898906958,0,292.207907914334,660.115717876761,7.19020718178841,-22.0038572625587,53.4057539751981,-565.140898906958,748.494038244477,"nonveg_870","absence"
123.541393093638,589.487303799905,535.090580310331,226.41128693953,-2018.84155342592,-1374.1347463213,-1480.08636583519,0,226.41128693953,590.419559316098,-4.47260408025617,-5.1864020254096,107.204567165305,-1614.26352294937,2051.27271787034,"nonveg_955","absence"
868.350629232854,822.245110141972,1255.87906473276,498.432814756845,-2357.65697578433,-2915.49844703152,-2345.72967126911,0,606.574179440321,1181.27347757588,30.2890635275867,-22.0698358047211,0,-2429.42435548867,1785.04896158729,"Canada.EllefRingnesIsland.Isachsen-C01","absence"
3081.01596029541,3126.46793577004,3327.12087773157,2510.00466077081,-5482.61125561385,-6201.31984031435,-6297.52166539774,0,3151.33249348752,874.859450310433,16.4488863308326,7.19596367755747,-22.6509228249301,-6012.68987139852,2620.08296213865,"Finland.Kevo.1","presence"
2646.0719356606,1891.33942157484,2804.02149151728,1991.24055179366,-6185.38827018098,-5766.46295192021,-6209.2860477565,1,2625.73751121802,1883.21221346854,8.32253436928794,35.6344975313986,-45.0419369000948,-5376.97303481827,1939.70722588884,"USA.InteriorAlaska.4","presence"
2218.34235317363,2392.82994509857,2785.41868877124,1034.32340875623,-5381.69665253016,-5491.88676781066,-5930.66328567765,0,2295.06395804223,2078.42783517074,42.654445962684,20.3282157091567,-19.1194289885548,-5451.11319948089,1720.71793431699,"Finland.Javrresduottar.EC-Betula","presence"
2517.52754478454,2664.27674245975,2845.39165107742,1475.54894664734,-5627.62215826448,-5919.41658610774,-6370.21327182668,0,2438.62839751201,1887.47064460774,28.3772698909738,27.9711981825178,-29.7883491169474,-5397.45243551553,1922.54374484899,"Finland.Javrresduottar.A-Betula","presence"
688.123123140693,1260.42181984786,-384.757395516576,864.501412163728,1164.28684084401,10000,2166.87691241109,0,688.123123140693,1645.17921536444,-9.79879383461304,-28.172934357581,-26.9413190581338,2066.13308419017,767.155447203894,"nonveg_991","absence"
382.620278447379,763.094070419198,353.204260788686,188.538567854606,-2380.84839704116,-1393.73700007251,-2584.07803658732,0,382.620278447379,574.555502564593,8.43833524316405,6.05807778610818,-9.71166025140498,-2380.84839704116,1194.30042889145,"nonveg_816","absence"
3485.49834062041,2313.67302578971,3385.56967074667,2012.05427090305,-5377.21014422427,-5222.05679440942,-5873.65299131105,0,3227.22992733121,2225.33981608824,49.8766431444191,37.6316822106832,-44.6201713674535,-5530.70884505092,2721.83445756528,"USA.BrooksRange.8","presence"
668.992176877965,-607.934850341567,-67.5318219139675,259.550723400305,-578.579983580191,-1805.80297998809,-1432.07449130917,0,259.550723400305,1276.92702721953,16.3776581391064,-9.41573711434282,-19.2742527282062,-1280.29939049352,1272.07179129018,"nonveg_616","absence"
2734.45943392363,3080.22014663881,3391.80731874495,1708.19746917936,-5152.16543735709,-6050.8448427104,-6243.22312396814,0,2448.37833835727,1020.88345741579,22.1950502012599,10.7366742315076,-50.4119025688268,-6103.17929853859,2201.59389687454,"Russia.Tiksi.GraminoidTundra","presence"
