"permafrost_index","spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NBR_earlySummer","spectral_NBR_endSnowfree","spectral_NBR_lateSummer","spectral_NBR_peakSummer","spectral_NDMI_peakSummer","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_earlySummer","spectral_NIR_lateSummer","spectral_NIR_peakSummer","spectral_NIR_startSnowfree","spectral_SWIR2_earlySummer","spectral_SWIR2_lateSummer","spectral_blue_earlySummer","spectral_green_endSnowfree","spectral_green_lateSummer","spectral_green_startSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_eastness","topo_northness","topo_slope","topo_tpi","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeSSES","spectral_EVI2b_changeESPS","spectral_EVI2b_changeLSES","spectral_NBR_changeSSES","spectral_NBR_changeLSES","spectral_NDMI_changeESPS","spectral_NDMI_changePSLS","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_annualRange","spectral_NDVI_changeESPS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_NDWI_annualRange","spectral_NDWI_changeSSES","spectral_NDWI_changeESPS","spectral_NIR_changeSSES","spectral_NIR_changeLSES","spectral_SWIR1_annualRange","spectral_SWIR1_changeLSES","spectral_SWIR2_annualMedian","spectral_SWIR2_annualRange","spectral_SWIR2_changeSSES","spectral_SWIR2_changeLSES","spectral_blue_changeESPS","spectral_blue_changeLSES","spectral_green_changeESPS","spectral_green_changeLSES","spectral_red_changePSLS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
0.999998509883881,108.168385692844,-259.702538620322,113.771045131819,445.948349477789,27.8283070905448,1005.02685602372,163.457936635283,1887.31061741144,1681.75771536383,595.804038378758,2444.99208279862,3807.38969385292,1922.24703093225,2721.46833974141,1556.1939495034,-701.369743300786,5792.59904386128,-710.124720807595,-909.898390314368,-351.056838109054,800.665615827852,722.913841093638,944.170188932492,842.4312207932,516.267920962689,595.054175920513,566.692189491601,111.982343964088,586.430618148025,767.132957608814,786.800643087576,-171.624168998083,-0.287039548158646,0.112993478775024,18.2353954315186,5.78194189071655,0,108.168385692844,87.2027097545349,705.650888098111,3.8257180286809,16.0847601802355,-14.9389433500857,-58.231675946287,-68.9541072310465,25.0174761423651,13.7175854696347,2444.99208279862,2490.45821936572,2251.19574434952,13.165536044895,75.4057065168271,-701.369743300786,624.029870265896,6702.49743417565,-16.681566913892,-9.92993557207532,-1.98883833168323,-24.0131485223834,852.401740780843,-26.7243179379721,558.393657785742,654.672812415178,-2.00598746776442,-23.5237179007218,2.29851787256933,-12.5428793883686,2.59587439776261,-18.9779309673575,-5.7936653823124,-23.0535307383743,"nonveg_851","absence",0,0,0,1,0
0.98212057352066,2066.96382033066,1532.4589740987,2273.92371108809,2742.22354053621,1189.54520326897,3675.80868873644,3455.17184396703,3436.38658133317,3464.05035601847,747.41995651852,4602.83815729494,3986.64647956388,4866.21114240331,5416.77801531797,2765.11337096552,-4936.59805766112,-4967.72563492867,-5293.33079403823,-5643.70954260971,-3088.43140433111,1805.76539168965,1926.60518494592,2175.08488088244,1414.43071616015,870.261585092301,991.030119715445,526.762090330388,568.779813694533,574.837376794484,627.793866983556,672.076837803354,-4.87761734701839,-0.0112959420302003,0.0210434138749002,1.4234993159771,-1.57587947282526,0,2072.91343909938,1753.56070637201,1659.71164548382,44.2584261367497,-1.56057870789444,-56.5192160439246,16.6440947997252,-33.706940746987,-40.5762862195017,6.28890443302934,4634.10516347692,4084.12919752163,2358.41142679301,-1.15596101914607,-71.4989019066324,-5066.11925524161,-4614.75955832188,2367.96752625164,-32.9398809104739,-44.5087451270138,27.0450614617175,-36.2739047126825,1117.24138638491,-40.9001112694595,1083.46242420305,582.662648620897,16.4093281565288,-21.3287055230129,-8.17328485500057,-5.03110807187988,-6.53388385587452,-7.05731389618361,1.07909666733881,-7.51532642116666,"Canada.DaringLake.Tower2-SedgeFen","presence",0,0,1,0,0
0.999990701675415,1644.10063153171,892.446399313133,2141.51569455071,1466.19002659085,1166.14416661744,1214.25321260632,724.715436676029,2029.20196831523,1005.56686766885,-954.504112118604,2914.39659818593,2086.24279684707,3642.59682367772,2743.39747741546,2287.87404529589,-3016.06318492536,-3890.73829261644,-2824.15196682346,-3910.2854198745,-2712.70829845433,2243.38764194198,2525.27316680324,2066.34310847985,1836.28310532281,1843.38264814475,1865.86265299036,860.402294439054,818.031334094501,1168.08225048954,1041.0071988622,1115.29322489573,-262.233731550676,-0.0162668656557798,-0.0208322554826736,1.70845949649811,0.746399104595184,0,1466.19002659085,1462.07938372077,1249.06929523757,20.780715865838,-7.41294187253588,-83.2712863491715,16.7721055258213,-86.9657687759469,-8.44604610182025,60.4584035703266,2743.39747741546,2734.90154828441,1556.35402683065,-7.12496336543607,-103.756935122043,-3016.06318492536,-3270.78943253882,1197.57712142016,-13.1893428900448,-37.2592597895472,17.7001972443117,-69.0490800909075,930.574988280413,-62.0383325520275,1660.13123076096,594.578409573648,10.016406125348,-39.6385606382432,-6.69936611950591,-23.951022731599,-5.87880021631486,-23.336727759669,16.8750449907392,-25.7077402029365,"nonveg_898","absence",1,0,0,0,0
0.00999999977648258,2921.69912349745,2810.80331605546,3548.8157275477,3832.22892983599,2307.90503987477,3608.68917032298,3984.18656975671,4468.69990120272,4472.00189983374,1377.30388870026,4904.6437959857,4925.83911894106,5707.78605934438,6023.22822514404,3974.76138199712,-5605.64563545601,-5970.57815885582,-5960.64149368325,-6142.48867751896,-5039.6296340173,2627.092785538,2905.72900958769,3055.54086258582,2433.46943131372,1182.38786140157,1174.5763734197,552.295273508255,681.14616928005,730.156325284337,774.954538735404,828.555872311125,-14.326186693511,0.00175192838327752,-0.00145750814893593,0.136254611528582,-0.0688454454971684,0,3031.43860600693,3226.20885910184,1745.93467274719,-8.38107315179508,37.1475462286635,-0.848226022669521,-20.3074269153415,16.2103906283922,35.5613054893666,-43.0480909320804,4838.04448769654,5127.30337406147,2154.5728359906,45.8419752338425,6.3003734768339,-6145.08533460566,-6069.12239692715,2367.87802273937,-33.7517644911001,6.75498221671507,-9.3073505269719,2.73281534310131,617.913802518504,4.89316576899068,1012.68185084217,420.222281314165,-6.96913308663766,4.61253098383434,4.15857213853484,7.33734392884529,4.28327559649057,5.69786018259591,-10.2524920427482,8.37636592737855,"USA.YukonKuskokwimDelta.15B4","presence",0,0,1,0,0
0.931496798992157,2953.52491356197,2911.33114285851,3210.66023049187,3399.46878741781,2279.73434451033,2472.71449727466,2844.39059236889,3000.4043565016,3130.27185789455,209.899362086929,5520.38747178623,5479.65703872465,5945.12315197516,6247.52576611299,4459.79790904125,-5473.67673342432,-5810.10376932421,-6249.29998883699,-6304.01867515156,-4832.93383419631,2357.25465035718,2386.77064340317,2438.70386262794,2078.80245464681,1446.52202124051,1292.75567678947,535.226310782734,588.229428398794,570.89306008665,666.664875202402,568.619700769349,-194.038169186031,-0.000674783413867572,-0.00860616016305155,0.570135474205017,0.371562606758541,0,3101.34077913893,3127.73732361252,1212.78024653479,10.1842002797176,20.9127291186104,-28.1570799743656,-7.537663928563,-41.784119506804,28.6907355886972,-57.791998781152,5822.40130764821,5812.13510597975,2008.7206236936,32.8007532231772,-43.6795394399012,-5897.42718626494,-5868.10071631231,2253.27383301264,-25.8939663029883,-9.8611199161672,1.97376324741073,-12.4560707079863,475.46194943104,-5.10216729609867,1409.25468472242,327.359717836831,-0.489264959004534,-2.1347389127659,-0.681432339620992,-0.3847840349816,0.566288228829771,-2.62602902128497,-11.9482173156279,-0.684068596020558,"Canada.CoutureLake.TD7","presence",0,0,1,0,0
0.210681304335594,3171.28994529187,3563.70127297949,3753.96883247948,3468.37125111396,2452.95791583028,2711.62297014474,4064.8499275369,4247.64338963825,2974.51558087077,-223.813365456909,5344.12705576198,5999.14351401679,6204.14854541657,5660.53436320559,4316.9175670526,-5653.34544985506,-5782.63679355888,-5859.50727295694,-6497.19568606625,-4842.88318448162,2633.88716615387,2933.43126997339,2741.38546894796,2400.47391290094,1466.84115192688,1519.86887482795,542.614194628244,768.697806205185,776.556078462416,756.710912295067,680.944578366398,-220.258286906278,0.0487968921661377,-0.108960422873497,6.85893478393555,-0.512569779902696,0,3285.04329642001,3256.86862947815,1929.02232767461,29.3331673978905,1.10054095102536,-37.5118986263979,55.0441252910696,-89.1429871072578,-14.5264190888608,207.673447913892,5434.74524221818,5422.75498540959,2894.53610401556,-3.92707726708214,-54.8353636709923,-5710.15408930006,-5924.73930616986,1613.73077150328,-8.68023769373401,-33.7863615563522,12.5966231872441,-25.9999550259454,1274.47773618087,-41.4971248759882,1344.89310584429,818.04235052713,3.47514833415257,-27.7509698692579,-5.57302951086758,-10.1286825087896,-4.35191419321765,-9.02018692733401,26.3254270424244,-8.62723032921872,"Finland.Kevo.1","presence",0,1,0,0,0
0.316349476575851,1896.06619300568,1333.61350640099,1664.20696205521,1671.09638151717,1655.4009619015,269.962344803289,-39.6498782598163,71.1053227635219,-78.0989577062492,-2013.19893816173,3467.37037695798,2628.41603670289,3422.93662208791,3429.23126050732,2863.69756229811,-3349.801161893,-3388.86405915119,-3754.8194148672,-3914.4953478685,-3107.55300310464,2160.14647935937,1847.48010222973,1862.03145320073,2128.5431216999,2224.78211037564,1884.17940455737,755.55130784295,842.725644286964,844.306526902051,834.529156087947,918.935703926387,-233.723974892097,0.126259550452232,0.196392178535461,14.1233100891113,13.063530921936,0,1664.20696205521,1644.07680097611,562.452686604692,21.8786573731073,-18.7474842907094,-17.3996555607483,17.6738371613068,-5.82922110649148,-31.0466464155752,3.35635184340147,3422.93662208791,3162.33037171084,838.954340255093,-3.17825970422151,-41.8168729150013,-3388.86405915119,-3503.10659737691,806.942344763855,-22.0225598898503,-47.0578488312918,2.87303251449727,-3.5792368259504,504.303302452579,-4.42538822533209,1967.5238636055,463.369711915586,-7.86569008901862,-1.90760079568992,-10.2166328231258,-0.064348234706436,-7.16959626285698,-0.0832043481624276,2.38299549399601,1.50526863615257,"nonveg_1069","absence",0,0,0,1,0
1,458.402209414825,450.633485172012,377.603408860947,597.319613152249,228.359485982981,-1176.78668154299,-824.49624507201,-1038.26493860049,-824.484649267965,-1298.84550163563,706.534990651465,741.766683215458,655.962945155038,968.298745377926,254.580100143493,-887.603777476942,-1056.85328291034,-1239.80756208753,-883.472178083256,-797.931042467056,2335.34062804438,2203.63348099075,2328.50900904128,1988.93581808677,2100.31407953984,1857.50441650184,1619.50611392862,1910.60723564163,1774.16551285558,1626.72066618245,1992.75923063769,-87.2483205762395,-0.176463574171066,-0.327855795621872,21.8847503662109,3.24325847625732,0,450.633485172012,422.463640516603,368.960127169267,9.20170893727373,5.342977066824,10.4328680444378,-15.667229105211,30.538384789783,12.0970070625821,-33.4471162261296,706.534990651465,665.428692908676,713.718645234433,10.0678367202485,12.2576768657743,-887.603777476942,-973.133568605025,441.876519620472,-3.58690940039544,0.1589076689879,13.8561923983043,16.712555622192,362.765790558886,0.0147213485500158,1872.69034935998,391.71650825347,9.10494920719448,-6.97591501238016,0.793597523330697,28.8042181503253,-2.90516213360117,19.4916746837213,-5.29077944545437,18.4810164799629,"nonveg_994","absence",1,0,0,0,0
0.999999403953552,544.334832554279,206.764349123938,663.706395251344,605.110898442465,481.505860401515,-1895.09447114654,-2691.78842639722,-1904.6649802594,-2013.01562703384,-2817.99508065728,964.290144543505,494.756209619433,1165.16019835148,1074.73279693938,793.587246929172,-1141.30613699638,-2153.03371795144,-1587.71602007284,-1650.05503864247,-593.232735325945,2254.51130562682,2208.57540816838,2172.35346621534,2656.58655200176,3322.37616908406,3316.72826031631,1563.66834637941,1323.9370019103,1489.474369576,2247.75138696827,1758.62557567783,69.4713372587605,0.143409952521324,0.00608401279896498,8.26713180541992,-0.28961655497551,0,544.334832554279,500.284467154708,456.942046127407,1.90390824705345,1.78753134965253,-456.942046127407,-34.3395466443584,-787.123446137811,-2.91062569436588,101.973308270531,964.290144543505,898.505319276594,670.403988732046,3.24831330576109,-670.403988732046,-1587.71602007284,-1425.06872979781,1559.8009826255,-16.608284899104,-14.963202989591,-12.1840983749982,-305.752395525538,306.56527380248,-240.351105632511,3316.72826031631,242.456177259047,-1.44115333010448,-189.250208597851,-10.7259287247174,-165.811936510328,-7.41379227338873,-165.537367665697,23.2667228815374,-189.163822118575,"nonveg_645","absence",1,0,0,0,0
0.988174200057983,171.248158820771,424.766097437101,161.971696055553,-96.4091758392826,-83.4097171734003,65.2354140465639,-518.652569534058,-884.446083614789,-1149.19504074359,-1925.07736667223,313.771218377437,395.48792337433,191.658731063732,-7.94018432287601,-294.744424466497,7.39752986577406,-432.123904154685,-706.308020988699,-938.892823428939,-180.405165544701,1741.45925219333,1144.00964093221,1139.54128764496,1720.69786768337,1454.46054321521,1125.49533301051,1328.15648861037,1044.20627665231,1040.73384752364,1748.74958860746,1209.20025580945,236.680122576582,-0.283094644546509,-0.392158150672913,29.133918762207,-3.10513114929199,0,161.971696055553,115.633411860148,521.175273276384,4.39065303438226,-4.53656499423819,20.2149539524268,-17.9122262111421,28.1379626215947,-19.0632863556081,15.7776721815688,191.658731063732,119.646652805225,690.232347840828,-5.45273563898836,15.6791686392768,-432.123904154685,-450.06647685025,946.290353294713,3.23797750707716,-16.038819547368,0.357954905343992,9.87965673085032,417.491740978081,18.5286707759717,1260.13826835682,328.965210204699,3.35038404928251,10.6829364102751,-7.33868963261007,3.93678428903917,-6.23940989444002,0.26710993297486,-11.8444638670895,-0.0794561632188351,"nonveg_875","absence",0,0,0,1,0
