"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_NDVI_earlySummer","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_EVI2b_changeSSES","spectral_NDWI_annualMedian","site_code","presence_absence"
2804.26926441602,3299.55710735053,5844.18324102486,-5449.15808262567,-5466.61910572585,-6512.77319222226,37.1763872681694,-5509.10770015008,"Sweden.Abisko.KJ-BirchShrub","presence"
624.017239068939,555.03281686726,760.642188275283,-2560.89320438752,-2336.63574566089,-1850.59372640338,-12.7400989978092,-2336.63574566089,"nonveg_954","absence"
419.587701692804,501.157438107278,644.064819619074,-1334.70989637701,-893.442444704681,-1231.16713743245,0.828946235082307,-1231.16713743245,"nonveg_958","absence"
612.543634319945,612.042017864466,94.6644880088408,-1318.12478090775,-225.4883820988,-961.227663889422,-38.0559548354664,-648.172537482953,"nonveg_670","absence"
3015.78628426342,3436.69131367878,4326.09963008249,-5377.75106283796,-5429.72073416425,-5751.33504036022,14.6368794569705,-5149.07717736881,"USA.YukonKuskokwimDelta.U","presence"
434.751311113564,73.4581121756611,1757.65691047813,-755.811043120125,-1556.52416023281,-1750.06439567204,77.5926092454114,-1750.06439567204,"nonveg_535","absence"
1570.51520066781,2507.99745368117,5270.84788017146,-4982.1176819543,-4498.37620871079,-6112.04025562593,34.3579510072721,-4924.71526497875,"USA.InteriorAlaska.23","presence"
1920.79709088458,3187.01906709418,5599.40498923875,-5155.349920582,-5877.76005269548,-6022.76529421313,37.3996519780812,-5224.29792287442,"USA.NorthSlope.10","presence"
3233.1699909211,3445.91461320701,6020.64464772716,-5850.06215167027,-5943.29051047748,-6464.01722365986,14.2131608222075,-6227.06719643151,"Finland.Kevo.5","presence"
-62.7739774803917,82.5764671045457,1063.49361978679,-1113.02863918631,1050.84993586347,-1068.73575838168,5.31214789288769,-1113.02863918631,"nonveg_594","absence"
2171.19551601609,2843.59224319989,3956.71192579267,-4490.64489104718,-4632.84940515199,-5830.085630596,32.9516897458915,-4838.934940143,"Canada.DeceptionBay.TH6","presence"
3185.78811754388,3814.5593856816,5062.72440257075,-5857.82249247196,-5535.93166133615,-6338.86910164453,15.8346093647605,-6447.55982207041,"Russia.Yamal.VaskinyDachi-1","presence"
1515.71629256796,2149.027004619,3731.17012807265,-4295.97807791823,-5205.70464704114,-5270.31802185344,37.2652053746519,-4334.63335342392,"USA.NorthSlope.FranklinBluffs-C17","presence"
2886.22467730755,3675.15633600504,5361.56006555903,-5875.07525612111,-6061.86068682249,-6556.08464970992,21.8455542519724,-6098.23714384657,"USA.SewardPeninsula.QuartzCreek3","presence"
444.114443399263,216.962259734867,621.495280742637,-2002.11192689256,-1720.16629628689,-2513.66869582917,-11.246530155401,-2002.11192689256,"nonveg_953","absence"
123.712559995618,-258.218554610628,2873.13306706762,1640.2420922715,5404.60005081637,1372.44158288112,-17.8926980391442,1975.22113943614,"nonveg_1880","absence"
2676.11634462965,4214.02179974491,6845.98607346755,-5964.81287306105,-5927.21974815224,-8031.23488351472,46.5843266562309,-6173.69419431112,"Finland.Kilpisjarvi.17","presence"
1811.95857621017,3702.27707279808,6301.13595511578,-6012.68014360255,-6381.03748040294,-6912.70189460197,48.8381611082408,-5425.29347545761,"USA.InteriorAlaska.5","presence"
559.674796100266,-454.926626086538,6.58973426931766,-1871.38059124777,-765.449619880357,-1226.90150110539,-13.3977161056778,-1226.90150110539,"nonveg_572","absence"
2174.80222345218,3477.64703327494,6145.12177157635,-6172.34758404464,-5662.33940128458,-6620.6426268237,11.3061690593395,-6723.22662489949,"USA.InteriorAlaska.2","presence"
831.685546141834,721.91307055425,1011.63494885482,-2134.65711574781,-1560.4694078952,-2547.71432501835,0.349589742048436,-2108.78852776142,"nonveg_849","absence"
451.398248570072,759.023443893238,1850.95418515866,-933.883717777535,-1718.81711777427,-2435.54905096243,4.12073525781577,-1561.41677073393,"nonveg_693","absence"
3222.95544964618,3923.33227480938,6732.62980273346,-6015.6082329549,-4971.83979633827,-6770.50526950029,48.1503313248928,-6067.82916295397,"Sweden.Abisko.VJ-MesicHeath","presence"
386.914393583971,629.940587920725,684.698887627039,-2044.862302571,-2467.92421045358,-1042.48534260861,8.2368130132014,-2044.862302571,"nonveg_855","absence"
1789.72989116696,2077.1115911844,3695.95909443604,-4622.72820971218,-4620.54174986061,-5051.88338232588,-9.97739407215226,-3182.92263206524,"Canada.ChukotkaRiver.TPO5","presence"
504.93824321925,536.355439730425,1297.0104173308,-1110.04877451197,-1160.57665802428,-604.589829147001,-9.99732491159444,-1110.04877451197,"nonveg_715","absence"
2665.36795456126,3350.56107166478,5044.29119830976,-5176.80298495399,-5682.98960226653,-6062.32285696886,20.6466384387683,-5328.13665553967,"USA.YukonKuskokwimDelta.UB7","presence"
3562.00580758459,3823.13692452601,5879.9932605893,-6323.84729380847,-6133.89244023614,-6900.41941351088,24.8482276928289,-5925.40984779628,"Sweden.Abisko.VJ-BirchShrub","presence"
1941.1295427125,2040.24490592716,3847.34427325248,-4403.98790522567,-4750.79467088223,-4653.77611024491,17.6323902059324,-4342.07179441949,"Russia.Yamal.OstrovBelyy-2","presence"
3114.20491192502,4201.36042862973,6120.50427284671,-6277.81297691925,-6795.57389215613,-7151.85219877462,58.0131545861222,-7002.42612081345,"Norway.Javrresduottar.A-Betula","presence"
949.507496743943,273.796096193595,1124.9673737395,-998.623412315922,-799.576076294699,-1753.06869972254,32.8574360505561,-1200.97910842682,"nonveg_752","absence"
3387.47692001584,3586.36050311971,5193.81359165646,-5701.1580039603,-6227.22747955177,-6489.52218542875,6.5512964520011,-5919.85522070617,"Russia.Tiksi.Bog","presence"
404.421466916098,-141.769317175785,245.117008513517,-1186.99752148546,-1038.84139552933,-1575.34347652861,4.62545564666924,-1186.99752148546,"nonveg_903","absence"
649.692577944195,279.338756453011,949.647085790461,-604.594589151187,-323.588639836465,-1469.49261462932,31.2180062778991,-1251.6752425436,"nonveg_806","absence"
1966.51191056031,2295.69298194752,4737.78560987868,-5214.8775982128,-4529.84745773787,-5391.0499262884,6.14534331214898,-4119.10265561027,"Sweden.Abisko.NF-Wetland","presence"
453.946850595464,362.8376999529,898.753451499199,-1425.62177124276,-1163.53382808557,-1577.18919203967,-12.4920413013556,-1425.62177124276,"nonveg_874","absence"
22.6462713171861,202.546106411085,543.942608059611,-1401.64591392539,-1808.70119386366,-1538.8873270488,-3.94132082240044,-1538.8873270488,"nonveg_578","absence"
758.041629012399,411.731640290073,606.254611550127,-2042.90390347318,-1297.00829013742,-2498.33856907991,-25.078994147802,-1705.89029216148,"nonveg_714","absence"
927.195007327415,765.311429745939,1404.68693547631,-1725.34442964859,-2154.2203307589,-2354.3632351221,40.7384372614922,-2260.4166250609,"nonveg_663","absence"
434.751311113564,73.4581121756611,1757.65691047813,-755.811043120125,-1556.52416023281,-1750.06439567204,77.5926092454114,-1750.06439567204,"nonveg_535","absence"
758.041629012399,411.731640290073,606.254611550127,-2042.90390347318,-1297.00829013742,-2498.33856907991,-25.078994147802,-1705.89029216148,"nonveg_714","absence"
3053.07360186732,3897.22532023431,6226.66325653164,-6101.4858973944,-7294.48049963766,-6881.82674778216,38.4143167143433,-7731.91933728686,"Sweden.Abisko.VJ-Wetland","presence"
2692.2674060774,3309.95980401621,5613.96913296714,-5656.54026837672,-6040.79924878639,-6429.14472187554,11.4615443128896,-5606.60695813939,"Norway.Javrresduottar.EC-Sphagnum","presence"
394.693793821415,631.562038202404,2358.68143702183,-1436.4368636302,-591.112393576858,-1551.09497595415,-21.9988560303239,-1339.77028110712,"nonveg_547","absence"
2641.43506489881,3490.14839059215,5331.2151613809,-5894.63858899462,-5813.24492827603,-6361.12562058663,25.1863692447579,-5803.39144952056,"USA.NorthSlope.HappyValley-C20","presence"
2493.63269808639,3717.26150331349,5528.99737556625,-5049.7173260481,-5565.55526059447,-6664.42766448078,51.6704270253247,-6026.58137902613,"Canada.DeceptionBay.BEGL1","presence"
99.1660814883868,-756.87806518458,536.180901333366,-2128.03364806083,507.932687408427,-2067.86833087117,1.8646148750444,-2067.86833087117,"nonveg_623","absence"
793.72109899968,398.747273209291,1973.03607321093,-658.332810291266,-1402.69578901331,-2221.48644220139,10.0301003167968,-1402.69578901331,"nonveg_637","absence"
604.641253228928,1118.61638891365,2726.56141002287,-2149.2657473397,-3013.02068377538,-3168.9598932267,-2.36580116741864,-2488.71294789663,"nonveg_758","absence"
318.399405159893,574.281256206728,1753.98543901553,-2187.17590789985,-2924.50216744582,-2832.47267780304,15.2836210911874,-2632.02496984172,"nonveg_986","absence"
1305.54121539096,1654.19847999313,3053.59475862954,-3694.00171335285,-3786.37311855772,-3765.85315740947,24.8097138061918,-3767.00364604511,"Canada.BanksIsland.GreenCabin-C00","presence"
-244.830953134852,-9.05860858804374,-490.425013114213,-337.587662361925,-930.018205315863,-217.177907136332,9.1863450609937,-337.587662361925,"nonveg_1927","absence"
1235.17578797333,1613.70204049505,6892.1664281175,-5463.85956500642,-6032.73473253496,-6140.29073870263,22.838104201231,-5892.71307402053,"USA.InteriorAlaska.1","presence"
1111.11455079293,2618.66260896245,4061.968596668,-5547.03525260396,-5047.19253692085,-5829.83284335559,56.1045226824028,-5124.32784525399,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
101.430423055346,803.425662766475,260.660275154276,-2983.27409071363,-2301.89923794156,-2442.14989445486,-59.4590100742695,-2301.89923794156,"nonveg_606","absence"
191.626124430106,111.588047156884,648.118060353566,-1496.87970282335,-1294.50915419789,-2136.17443281079,-8.99690902168921,-1496.87970282335,"nonveg_542","absence"
2146.20011761179,2112.62282707819,3864.29207700288,-4187.21049080411,-4754.25928159768,-4950.04468082753,25.0778181484282,-4848.86071856678,"USA.NorthSlope.Atqasuk","presence"
394.693793821415,631.562038202404,2358.68143702183,-1436.4368636302,-591.112393576858,-1551.09497595415,-21.9988560303239,-1339.77028110712,"nonveg_547","absence"
1975.69343799861,2946.92300832864,4739.03919471031,-5180.48081219731,-4781.54696879849,-5812.29422153173,54.4152600641943,-5035.90309221353,"USA.NorthSlope.Oumalik1","presence"
2319.69969845503,3032.63891674676,5695.23957622204,-5652.95554589805,-5816.59246923721,-6537.49362385971,30.7386040265154,-5742.85562300318,"Russia.Kolyma.T2","presence"
-355.865075714822,650.109034035808,707.832999429501,-1181.30003228886,-2209.67395188716,-1422.93941571051,18.4721014191181,-1422.93941571051,"nonveg_973","absence"
569.396041033243,447.170186437119,519.098104401223,-1118.51506691966,-863.737737124631,-1620.93451222971,13.1665218244831,-1126.68751239886,"nonveg_994","absence"
3028.66885946179,4028.31272748151,5858.03497648481,-5552.90224415806,-6167.91033313343,-6444.22536279298,38.6439689667204,-6312.0382591112,"USA.YukonKuskokwimDelta.72B2","presence"
-454.59370153699,796.24542286206,-392.540089695708,-1546.70878304746,-1764.41381692328,-1853.74024248125,1.5284955907597,-1546.70878304746,"nonveg_1834","absence"
1064.55371965036,1033.28819443369,1980.17592836363,-2891.07680338406,-2826.02715533047,-3183.43895839375,20.6203610791344,-2894.84836771055,"nonveg_764","absence"
1081.2127098188,1154.04246561954,1837.9824896009,-2280.77684063137,-2469.39651762274,-3049.28213032563,-8.01320444498718,-2609.80505474914,"Canada.PrincePatrickIsland.MouldBay-C00","presence"
3184.26026365988,3953.56327939589,6112.92969276691,-5838.81244149147,-6087.85264126349,-7226.8168242957,32.5399281180913,-6045.05416441447,"Canada.BonifaceRiver.AB1","presence"
318.399405159893,574.281256206728,1753.98543901553,-2187.17590789985,-2924.50216744582,-2832.47267780304,15.2836210911874,-2632.02496984172,"nonveg_986","absence"
427.890289727775,1014.6075923194,1378.28430100545,-1849.03351084195,-2520.41141903107,-2994.48643190973,17.6898374928303,-2371.83614872729,"nonveg_1672","absence"
2493.66340319668,3621.25469877299,5417.42842888818,-5651.91483050408,-5700.15288776525,-6410.06475183942,37.3519838317816,-5744.29941162974,"USA.NorthSlope.Ivotuk3","presence"
4004.99278585333,4676.86430936528,7730.54354891756,-6763.7766117762,-6716.75038518863,-7322.26875006562,24.430732997318,-7317.5285568648,"Finland.Kevo.9","presence"
3016.63225368445,3892.61777553108,5809.33348705358,-5990.43299466401,-5674.86310300617,-6569.39858790706,38.1677226514743,-5341.26250051311,"Russia.Yamal.Laborovaya-1","presence"
111.170585221104,287.097131763667,275.725085923246,-2639.66666534973,-1832.60590246791,-1640.27175661739,16.5850469214663,-1640.27175661739,"nonveg_785","absence"
598.309472950358,554.782777727761,744.732668813307,-2041.24136790571,-1654.86747835043,-2359.63098630932,26.3396076573269,-2041.24136790571,"nonveg_866","absence"
2187.21214853893,3123.17678059179,5968.11863546327,-5904.47711077198,-6042.26884204984,-5946.67818656978,43.7464520530583,-6041.57503568375,"Russia.Kolyma.T1","presence"
702.581871174471,781.60178783283,1846.26498303386,-2566.72907339165,-2265.01001423573,-2654.63915960049,-11.5904526960225,-2469.24987842395,"nonveg_575","absence"
318.399405159893,574.281256206728,1753.98543901553,-2187.17590789985,-2924.50216744582,-2832.47267780304,15.2836210911874,-2632.02496984172,"nonveg_986","absence"
38.7566743514961,294.120889633445,1877.7369251483,240.088303520307,-3285.36677620263,-1699.66865096879,-180.121555257906,-1699.66865096879,"nonveg_1353","absence"
2641.43506489881,3490.14839059215,5331.2151613809,-5894.63858899462,-5813.24492827603,-6361.12562058663,25.1863692447579,-5803.39144952056,"USA.NorthSlope.HappyValley-C20","presence"
3047.18828007783,3692.26952252092,4977.66240647195,-5381.73268779808,-5785.77800379373,-6002.98761743941,22.6771798601359,-5289.57800607838,"USA.YukonKuskokwimDelta.3","presence"
1377.72157042109,1123.31942164118,3236.64975254484,-3577.83403094238,-3338.93394588809,-3610.68482872067,21.2243299873954,-3577.83403094238,"nonveg_1069","absence"
2804.26926441602,3299.55710735053,5844.18324102486,-5449.15808262567,-5466.61910572585,-6512.77319222226,37.1763872681694,-5509.10770015008,"Sweden.Abisko.KJ-BirchShrub","presence"
3126.19982371525,4109.36872712642,5782.08411372217,-5533.9836555439,-6454.57854171108,-6310.3642878541,13.7151427171735,-5927.64465590701,"USA.YukonKuskokwimDelta.2","presence"
2733.18293274717,3927.25490596885,6384.95131045596,-5698.00572050515,-6105.51443238693,-6315.74734093478,21.3564597692234,-5459.74276124462,"USA.BrooksRange.7","presence"
134.764367249929,138.960730242653,549.94932372298,-1432.55481296872,-1449.18070994187,-1579.81314644945,-9.88320051089815,-1449.18070994187,"nonveg_900","absence"
933.952081110582,805.684738289761,2375.30810117933,-2183.05663680605,-2314.61336113003,-2876.28080470975,11.8968660350272,-2314.61336113003,"nonveg_746","absence"
572.066275242247,475.791095620416,1217.4003993747,-1079.95105839238,-1611.77876866838,-1122.55741542401,-1.32956901242602,-1122.55741542401,"nonveg_916","absence"
2669.92642690868,4023.28992140545,5163.36731943038,-5815.04020286731,-5668.82890946733,-6356.45143763487,30.8277353036164,-5724.31433202062,"USA.BrooksRange.6","presence"
616.089154344784,1510.42932407401,3388.78909268824,-4266.0943772536,-3623.06196573482,-4305.6757139466,15.2730591474833,-3623.06196573482,"nonveg_856","absence"
553.885041654003,1052.5588689706,-486.075122877389,820.168211179083,-1940.89266749396,-3030.45300147532,-1.14659528198473,-1940.89266749396,"nonveg_1626","absence"
1376.96461545932,2379.65390991437,4113.25881780906,-4582.37814004901,-5108.93611497399,-5370.46573172049,42.23080897615,-4493.1329908093,"USA.NorthSlope.15","presence"
243.115198413484,651.351249070075,-458.27508397973,-1346.73169066065,-446.08385284561,-629.369257494818,6.15948442644335,-446.08385284561,"nonveg_842","absence"
687.971800805311,1012.4593477872,547.118873722689,-2270.62758446327,-1245.7784142141,-2041.38236141684,-25.1214876042128,-1245.7784142141,"nonveg_814","absence"
2377.00583963862,2195.97614950453,4951.31033538437,-5379.02151159373,-5290.45027319318,-5768.82675327987,14.1937299740002,-6131.01799108279,"Canada.ChukotkaRiver.TH4","presence"
2549.38130975353,2544.37110084923,4794.84224434377,-5247.53423688914,-5566.48083594043,-5963.73490435983,28.2704462561677,-5770.81115696297,"Finland.Javrresduottar.A-Salix","presence"
3233.1699909211,3445.91461320701,6020.64464772716,-5850.06215167027,-5943.29051047748,-6464.01722365986,14.2131608222075,-6227.06719643151,"Finland.Kevo.5","presence"
2413.10032589114,3158.74568736833,5370.68652464575,-5099.48883757133,-5444.40043579675,-6126.11648336549,6.95425373617643,-5563.13463818496,"Canada.DaringLake.LowBirch","presence"
-1180.70566543707,-88.4669759448211,-976.500012417042,1198.62508235205,527.186708323969,778.686810326206,-8.72482734210198,1198.62508235205,"nonveg_1677","absence"
2204.35876998887,2923.44852796694,4611.89267588638,-4881.22515103635,-5304.68973550077,-5256.77178052579,14.8828812784217,-5114.84967786759,"USA.YukonKuskokwimDelta.15B5","presence"
-806.118258135089,-113.044167139972,514.942530635496,-1489.84429298049,-2402.2504618548,-2132.85905794704,40.0695770212872,-2043.07483047312,"nonveg_677","absence"
220.312106062503,271.497148206277,548.220696459639,-627.917352702265,-1123.88368079015,-1040.71384853884,33.0639978057334,-1040.71384853884,"nonveg_721","absence"
2724.48620952613,2663.16050346382,5134.40061770265,-5560.55950848179,-5705.98664677443,-6187.85039730867,25.8330932367378,-5371.14781516284,"Finland.Javrresduottar.A-Betula","presence"
123.712559995618,-258.218554610628,2873.13306706762,1640.2420922715,5404.60005081637,1372.44158288112,-17.8926980391442,1975.22113943614,"nonveg_1880","absence"
533.300616010562,107.571778555498,1662.69673100936,-541.061489584487,-1414.58524060522,-1339.51539924244,10.2772432751818,-1339.51539924244,"nonveg_733","absence"
123.415437864581,-622.150387289602,4.28933949714818,-461.711866052368,-491.85587449541,-1262.07219168187,-404.300698092325,-491.85587449541,"nonveg_1241","absence"
261.037117021967,607.436034558917,1351.66666877644,-1305.3457325007,-887.126935449159,-606.24200806625,9.1514109003551,-947.722770417736,"nonveg_757","absence"
2351.99728663047,3732.67854894142,5001.0715107781,-5399.97230972473,-5430.65998962825,-6184.4674194993,32.5204897362409,-5754.47092032748,"Russia.Kolyma.WT1","presence"
3456.57623122064,3786.64164954949,5666.97371093863,-5714.92932040746,-5812.28059868669,-6362.36060563228,20.7360712511268,-5811.74005166421,"Sweden.Abisko.NT-DryHeath","presence"
444.114443399263,216.962259734867,621.495280742637,-2002.11192689256,-1720.16629628689,-2513.66869582917,-11.246530155401,-2002.11192689256,"nonveg_953","absence"
412.637402305935,372.282544890582,-804.027983954537,-222.029018412325,134.21606229187,-185.170030884655,4.23958669117365,-59.4951827598768,"nonveg_1642","absence"
3836.34482856633,4119.40705773501,6736.44829406309,-6363.73587315933,-6204.13413126748,-7122.46458544571,90.6351903414023,-6461.41957653126,"USA.Kougaork.TallShrub","presence"
1475.64463759119,2603.53336543764,4482.93491692327,-4873.43517800755,-4164.92511528006,-5809.45483517988,37.0170128889774,-5453.45830244124,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2614.02324604179,2936.36919654951,4077.0833273738,-5125.02582613801,-4882.11771542519,-5598.97315954329,39.2414849422929,-5555.57683394378,"Russia.Yamal.Kharasavey-2b","presence"
545.953805849145,502.152712984294,1456.94465201574,-1122.29835299709,-1584.6087886612,-1735.29299045151,3.9895400806559,-1584.6087886612,"nonveg_869","absence"
355.792385531328,503.560483367216,-26.7645377882278,-2067.0591651018,-1187.38286399886,-1397.58535386274,5.34478011635677,-1397.58535386274,"nonveg_997","absence"
1235.17578797333,1613.70204049505,6892.1664281175,-5463.85956500642,-6032.73473253496,-6140.29073870263,22.838104201231,-5892.71307402053,"USA.InteriorAlaska.1","presence"
