"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_startSnowfree","spectral_blue_changeLSES","site_code","presence_absence"
389.61627413996,836.582277101364,591.529179544916,91.0232586205292,-1249.18152957434,-1573.23538237684,-1585.9308533947,8.67688118186465,"nonveg_568","absence"
-664.525817291647,-257.5492193172,153.807195990171,-374.822024611615,-1211.59262893492,-703.950250456758,-1231.51445155211,-28.1406414298519,"nonveg_995","absence"
2460.37067085275,2427.49924455533,2711.35698850631,1351.0237150318,-5319.41604379669,-5349.46659423987,-3774.83801960025,7.63146171409913,"Finland.Kilpisjarvi.18","presence"
3019.27261251283,1889.80359420767,3681.79360865007,1317.36703220237,-4628.83868762946,-5767.48368722428,-4370.42076533321,8.54251383618571,"Canada.KluaneLake.Quill-ShrubTundra","presence"
861.454101003482,690.642964253307,900.74309148277,653.258564382417,-1974.82428931503,-1989.04677175957,-1729.79272286825,-2.32377065482856,"nonveg_975","absence"
667.306901047961,797.6308407591,820.189610563606,259.615769627408,-550.703357376376,-1059.70981982837,-102.478610808352,14.8067393927571,"nonveg_923","absence"
2194.74019854588,2112.01983008825,2600.44222152059,1642.51195972113,-4764.95246467705,-5523.62909252937,-3888.37547945213,10.6830036394523,"USA.NorthSlope.Sagwon-C16","presence"
2555.46066940194,2899.83058299769,2800.32916492693,2521.38686100715,-5259.10229072376,-6139.37894490778,-4301.38726304437,-1.72122035008822,"USA.YukonKuskokwimDelta.U","presence"
-1127.99180626749,-95.9383624898981,-160.59386572285,-1986.31146720493,8741.06285840237,7807.25901750123,10000,17.8397956253682,"nonveg_1797","absence"
3589.10795048618,3235.0164933278,4203.32385765586,2541.51483056671,-6603.11085290176,-6918.39240196209,-5020.87998073499,7.14575761693286,"Norway.Javrresduottar.A-Hummock","presence"
957.226764945934,1013.39369372602,652.427722080806,716.551263038073,-1868.03396174404,-2634.23398451611,-1765.47483374218,13.4241583281259,"nonveg_575","absence"
933.804124451546,631.036851346065,1293.06758721499,642.297745734296,-2965.92755025293,-2703.82587845095,-2208.20753373706,-9.74311377273186,"nonveg_507","absence"
2589.84800196076,1846.77311467064,3057.54634858074,1528.86250604846,-5958.50473596525,-6179.30762972379,-3808.30741032857,6.121879938797,"Canada.DaringLake.MediumBirch","presence"
934.442762241824,776.655900879346,1064.96032155632,36.0565135327547,-1954.10224366461,-1585.34787048888,-2718.42550906048,-35.5231069341175,"nonveg_543","absence"
2961.59552054873,2276.65774701877,2805.65327029337,2087.95766963047,-5517.02548931405,-6757.89913193959,-5378.70704897517,2.51402628393162,"USA.InteriorAlaska.17","presence"
3260.65939278337,3319.71571353613,3700.89433672763,2339.36452681621,-6452.07152023834,-7476.63457114635,-4594.92787905819,2.99099440368208,"Finland.Kilpisjarvi.16","presence"
1581.23731282193,495.886801628374,1529.76443160854,1534.48944537869,-2462.72932459914,-2030.83894753751,-1238.69342373099,-1.25385876797909,"nonveg_647","absence"
2883.60308689934,2798.32502160484,3432.97873672595,2292.87308000835,-5985.07211743962,-6067.90221131029,-4987.67256730888,4.0085282706407,"USA.YukonKuskokwimDelta.15B4","presence"
3225.08791176713,2324.91446290568,2914.87527174967,1961.95808320953,-5970.10582086972,-6163.49343374563,-4893.62783215937,1.81824641504588,"USA.YukonKuskokwimDelta.UB6","presence"
3465.69684680216,3430.22432176088,4487.53895275914,2112.74176098436,-6042.3719508112,-6469.64620703657,-4862.23036604555,-2.71304937028599,"Norway.Javrresduottar.A-Salix","presence"
3500.29355894744,2793.7072105756,3574.97219067603,1880.44591681558,-5596.28976238741,-6677.38247801643,-4448.54981854444,1.56014863994674,"USA.Kougaork.GraminoidShrub","presence"
158.77251498709,-372.313399525837,-394.196931297025,-375.626753107475,-155.638458091686,-283.367453742153,424.999615567818,13.425984841899,"nonveg_592","absence"
-84.9614747506413,-124.276583315105,830.99332066708,388.581466857703,-3434.85936416911,-1485.07174047593,-2088.23785692982,-33.186785742643,"nonveg_816","absence"
2947.23277529611,2188.88725036842,2984.6182580157,1841.79581090987,-5759.00167117126,-6688.88607499443,-5126.02839624923,1.69235969221023,"USA.InteriorAlaska.5","presence"
2496.04304593262,2359.95496161794,2892.93493587042,1716.18161903727,-5689.38977999652,-6036.78520949147,-4789.4978220474,10.641903874815,"Russia.Yamal.Nadym-2-H","presence"
2832.82005409932,2951.61622932107,3307.94839476773,1436.17045828187,-5634.69760734335,-6453.47875374762,-3217.73672745611,25.5473728212414,"Canada.CoutureLake.TDA7","presence"
941.371985075527,749.976323189296,1062.58327262353,715.304192786125,-1559.9691061451,-1245.19412571302,-1408.59795880122,-16.2148792445977,"nonveg_1261","absence"
2685.67796426975,2742.82409574855,3049.58891217421,1994.66432438239,-5481.28845047389,-5847.74626258082,-3591.1754010312,-7.9682644801003,"Russia.Yamal.Kharasavey-1","presence"
3465.69684680216,3430.22432176088,4487.53895275914,2112.74176098436,-6042.3719508112,-6469.64620703657,-4862.23036604555,-2.71304937028599,"Norway.Javrresduottar.A-Salix","presence"
1603.48191328652,1229.29532661126,2041.60622051812,1730.44688040469,-4492.85480450706,-3453.27799179695,-2233.18983758067,-19.0420122766021,"nonveg_529","absence"
938.189347535792,1254.29070685579,455.762608655453,338.27205924121,10000,3402.85322453951,1292.31805096012,-2.7378183023512,"nonveg_991","absence"
2940.75079922831,2564.98149867847,3387.50614959652,1770.64141753765,-5182.30640912751,-6155.34363908175,-4295.51061249358,-9.51997158931213,"Russia.Kolyma.OW1","presence"
1603.48191328652,1229.29532661126,2041.60622051812,1730.44688040469,-4492.85480450706,-3453.27799179695,-2233.18983758067,-19.0420122766021,"nonveg_529","absence"
77.8929496228348,452.17375028069,566.517582076941,534.39232379917,-1237.5970196732,-1137.18711861576,-790.3861730716,6.9308888644405,"nonveg_956","absence"
333.042430055873,488.096298456417,232.130954271752,587.857503114588,-2319.72743782383,-2876.12797253697,-2043.11221416077,79.945912160521,"nonveg_801","absence"
3000.8471703905,3217.80929709183,3578.01284441189,2354.23935813852,-6257.07666260063,-6093.76066800034,-5004.35790743126,-14.938081632632,"Finland.Kevo.1","presence"
1130.07462644238,-235.255569691973,495.809342505411,-555.008454458473,-2429.20598013322,-1154.49321244135,-2418.03294916784,-404.678902835765,"nonveg_785","absence"
3225.08791176713,2324.91446290568,2914.87527174967,1961.95808320953,-5970.10582086972,-6163.49343374563,-4893.62783215937,1.81824641504588,"USA.YukonKuskokwimDelta.UB6","presence"
2376.36856811431,2556.37427047347,2751.0701175021,2018.52855368035,-5956.94852506137,-6794.46236793752,-4760.50754719216,4.59225601427818,"Canada.PayneLake.TDA3","presence"
2961.59552054873,2276.65774701877,2805.65327029337,2087.95766963047,-5517.02548931405,-6757.89913193959,-5378.70704897517,2.51402628393162,"USA.InteriorAlaska.17","presence"
546.748392113766,1035.723408952,1059.73375670881,639.044290673909,-2131.42975113168,-2391.51263491628,-857.914932148367,-5.63622921223833,"Canada.Ivujivik.RTP12","presence"
3292.95914791994,3563.90699803684,3777.69139561232,2440.7859876361,-6159.91123158992,-6280.29622327379,-4792.27723686295,-4.5774819768479,"Sweden.Abisko.VJ-BirchShrub","presence"
2642.47588223907,1515.77121910087,2701.55716433343,1646.43536365612,-4089.92992925486,-4923.71742869001,-3682.04750953611,0.665264192270925,"Canada.KluaneLake.Ruby-MixedTundra","presence"
521.516614947276,409.44699806547,196.161629428363,159.995411525471,-1002.33688888513,-1677.15033959596,-574.851959303281,21.1959565850948,"nonveg_946","absence"
262.986019201657,833.462933322744,790.921958801631,1047.84415741179,-1639.28783171712,-1825.43102717987,-1331.412635609,1.36989965612512,"nonveg_902","absence"
-64.2450855376271,545.720103610054,-145.523763584204,-232.290161953011,4539.17591178252,3053.74560739268,3528.80353582387,7.71779171882822,"nonveg_1854","absence"
3254.69650894891,2465.67135929913,3420.32075650741,2350.66397348136,-6003.96054828132,-6295.39846425088,-5137.49259429762,-5.85210104133812,"USA.NorthSlope.HappyValley-C20","presence"
2237.24314402975,2219.55844765929,2133.51937373585,582.863737007161,-4481.37952737904,-5656.65784002257,-4065.36484727418,3.80023534436467,"USA.NorthSlope.16","presence"
-156.766402273092,284.540706774774,240.023733077634,-279.98859027125,408.34396263828,294.707482511703,-424.455750689373,29.6883170905123,"nonveg_822","absence"
2811.11300560621,3043.89703566625,3258.15373188616,1960.52745335852,-6048.76737258583,-6507.0774698472,-4471.73082952156,-4.02282709737011,"Russia.Tiksi.WetFen","presence"
2621.73532652518,2900.12238632378,3344.15267116739,1335.29561184386,-5982.76728193876,-6012.202195179,-3581.08834937488,6.79277064265009,"Russia.Tiksi.FloodMeadow","presence"
1740.94100455619,2404.93622490455,1839.48149795521,1272.7202251269,-1571.01007550673,-2628.1158550744,-1188.66679594375,37.5862358578372,"nonveg_706","absence"
940.879654697443,1483.59028471548,1450.45914774504,-214.963909087144,-3608.09188071114,-4643.85638017918,4052.7807982741,11.0051303404005,"nonveg_1813","absence"
465.899662933011,620.020278356225,476.882579360795,199.370441907286,-1051.73242636468,-1477.15140742624,-2052.27638699917,11.2521017910155,"nonveg_790","absence"
2041.25832055037,2115.82070851986,2285.53445399862,1476.8991695013,-4510.86396356577,-5090.86502891916,-3433.04785409436,19.0972239507353,"Russia.Tiksi.LichenTundra","presence"
-248.642574616008,907.828349928253,1289.10096775169,976.882895056299,-1484.5301746142,-1048.80905329162,-1102.40594524737,-48.0640667410425,"nonveg_624","absence"
136.566457436921,124.152702876551,-78.9799025816432,-158.086794441958,-1571.3654816599,-2033.7173822417,-1352.23790351701,32.3164153577906,"nonveg_997","absence"
2855.84413888006,2766.58484234107,3202.3920001934,1916.25456629315,-6021.55215447814,-6303.26322120103,-4173.73899726712,15.9795476298438,"Canada.PayneLake.TDA0","presence"
3465.69684680216,3430.22432176088,4487.53895275914,2112.74176098436,-6042.3719508112,-6469.64620703657,-4862.23036604555,-2.71304937028599,"Norway.Javrresduottar.A-Salix","presence"
2360.23834027258,1379.10623303493,1581.27127452862,940.426700438409,-2689.1972189293,-3111.20821379985,-2390.71809389887,-0.45412951473526,"nonveg_632","absence"
2354.94631598171,1957.04801073029,2590.07967457499,1464.08705092666,-4882.54677088476,-5543.18070579973,-4063.8401014359,6.40975124169617,"USA.NorthSlope.Sagwon-C15","presence"
2761.60600134217,2897.02152920106,3528.74899826194,2059.10503974854,-5980.92876298677,-6125.24648589604,-4945.52965355386,-5.52860421084911,"Norway.Javrresduottar.EC-Betula","presence"
3491.15805268244,2742.75912801739,3913.44191561421,2565.57597716938,-5982.39337167211,-6430.89308043771,-4619.52172871107,4.55593686057066,"USA.SewardPeninsula.QuartzCreek2","presence"
-345.736651709377,1080.39873084276,331.24701463887,441.070210599168,-329.959054349492,-1525.66724198983,-294.2067431348,46.673542214438,"nonveg_578","absence"
3742.7836372165,2942.4883812728,4040.17295221832,2511.04696282255,-5977.48805893576,-6477.51213617233,-5532.1160092635,-6.57103901288281,"USA.NorthSlope.Ivotuk1","presence"
1019.90268570629,890.864340219616,453.792642085085,678.504012744185,-2264.70564994362,-3268.47038258296,-1089.89056337961,25.9745621405218,"nonveg_957","absence"
2855.84413888006,2766.58484234107,3202.3920001934,1916.25456629315,-6021.55215447814,-6303.26322120103,-4173.73899726712,15.9795476298438,"Canada.PayneLake.TDA0","presence"
297.282849630237,26.4229642598967,542.588666221164,338.735680912908,1193.60881603829,-473.487854386426,-1211.30178142265,-4.55734111367045,"nonveg_594","absence"
1105.04685427866,1222.68335094951,1690.32260163917,1192.45490842004,-3449.30842032651,-3427.26469662284,-2677.53855946472,-5.53805716526003,"nonveg_898","absence"
1130.07462644238,-235.255569691973,495.809342505411,-555.008454458473,-2429.20598013322,-1154.49321244135,-2418.03294916784,-404.678902835765,"nonveg_785","absence"
1130.07462644238,-235.255569691973,495.809342505411,-555.008454458473,-2429.20598013322,-1154.49321244135,-2418.03294916784,-404.678902835765,"nonveg_785","absence"
-92.8987441547842,180.624132457614,64.7525793042846,-245.819979918754,-463.363480467284,-1087.83920074694,882.407190362405,15.3454571254106,"nonveg_1172","absence"
3025.72221377396,2785.86191412632,3622.34458510464,1955.29957315177,-5788.89976258524,-6520.67807625837,-4855.6878629005,-6.65885201847098,"USA.YukonKuskokwimDelta.B","presence"
423.093674364551,189.666783076207,443.811260810924,635.714950332139,-272.450221016484,-835.834218418895,-812.786389153291,-5.54982129420921,"nonveg_988","absence"
149.484284086612,672.969362134384,-201.117437163219,-428.537587533734,845.968392784474,-1515.92400951704,6269.26815446674,17.8680653193983,"nonveg_1794","absence"
357.900874418246,276.413818509371,312.545184676005,43.2926356855621,-1340.27863119634,-1489.89864029628,-1700.97367454444,1.20154199927905,"nonveg_681","absence"
940.879654697443,1483.59028471548,1450.45914774504,-214.963909087144,-3608.09188071114,-4643.85638017918,4052.7807982741,11.0051303404005,"nonveg_1813","absence"
1117.54172473847,1113.47313792837,1614.42920559843,1091.68597072255,-3315.09188608364,-3070.79139876889,-1471.20702868731,13.5507107255586,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
676.996329689049,696.698696922498,477.74541731125,650.59656317813,-1078.80569628898,-1565.0332714051,-237.331756584305,30.3484788781092,"nonveg_936","absence"
2517.08556665255,2621.34182731932,2708.48600980836,1441.85907242112,-5741.08995876256,-6322.85889550692,-4845.97015807963,-1.36062398338234,"Finland.Javrresduottar.A-Sphagnum","presence"
1740.94100455619,2404.93622490455,1839.48149795521,1272.7202251269,-1571.01007550673,-2628.1158550744,-1188.66679594375,37.5862358578372,"nonveg_706","absence"
732.092763536443,332.359287883917,636.098449009483,1620.8424455072,-2081.32031728286,-1799.40699745698,-298.425337930369,-12.4384392431301,"nonveg_643","absence"
2979.94140997065,2967.63404827055,3315.47511887523,2293.16785674842,-5937.26951421401,-6648.8942395734,-5078.86723915768,13.5690681221552,"Canada.LeRoyLake.TDA6","presence"
677.670513784789,-233.85159122212,374.612380177993,546.594130148599,-2210.22639302102,-1857.07101817804,-976.403800527097,-5.36706308156113,"nonveg_922","absence"
-124.427693596712,-804.022312990045,-87.4207436207494,144.403577708349,3697.11012592529,4477.33053327768,3818.0917790204,-41.9137152831469,"nonveg_1367","absence"
338.943741628038,292.343113388451,170.674665111006,67.8940672904194,-1117.6737302445,-1674.11452814912,-880.357354898526,17.3473609644626,"nonveg_806","absence"
2083.97276042796,1370.50740068638,1898.29865667042,898.881003678765,-5229.63273999043,-5379.31762983959,-4878.91602755248,12.0209425769387,"Canada.ChukotkaRiver.TH5","presence"
3920.38793082248,3782.79654209964,4546.42077191068,2653.39310005271,-6533.41039727992,-6935.09984508067,-5697.55484807198,7.17809736792815,"Norway.Javrresduottar.A-Sphagnum","presence"
676.996329689049,696.698696922498,477.74541731125,650.59656317813,-1078.80569628898,-1565.0332714051,-237.331756584305,30.3484788781092,"nonveg_936","absence"
503.001762654526,539.594684207728,451.478931838505,-44.0576738840812,-1225.24700124737,-1818.99393470105,-1183.36464624193,8.59965619305802,"nonveg_792","absence"
106.916771891835,406.276618702128,459.953811242951,602.691210994388,-1768.90545627568,-1699.77414227322,-1515.81124892799,-0.855058951839543,"nonveg_953","absence"
1051.78369465903,1119.09502073819,1364.82637713273,427.062205805777,-2454.99324460897,-2669.67929631841,-2195.2248826076,4.13243540103463,"Canada.BanksIsland.GreenCabin-C07","absence"
282.609881049164,1161.0360898733,776.426595822285,374.418990989427,-1564.91368770959,-2120.96073180649,-905.742175609553,9.42674173176178,"nonveg_725","absence"
1959.14721580452,1890.15000215326,2794.1507031221,1987.90593653681,-4930.50025256529,-5462.16536427082,-3599.42583207857,13.0218523789812,"USA.NorthSlope.11","presence"
2573.24584721656,2645.05647131809,3104.91443329139,1744.17129876245,-5962.4578463884,-6101.66527834082,-4724.79175594813,-7.66961304452863,"Finland.Javrresduottar.A-Hummock","presence"
3357.40943305109,3414.88043531494,3913.98136472359,2520.49451968185,-5819.44512905901,-6580.287417282,-5427.79921644812,6.40601445293222,"USA.YukonKuskokwimDelta.72B3","presence"
1514.26942235976,1625.71575114462,1901.28939729916,1155.42352344124,-4015.9258141791,-3797.81728495676,-3243.0469714948,-5.6142467578758,"Finland.Kevo.3","presence"
2368.66489193025,2215.10790964497,2550.5735453377,1871.33971874311,-5277.87939303466,-5354.98398131036,-4328.49810906355,3.29903016186383,"Russia.Yamal.VaskinyDachi-3","presence"
2716.79389988558,2851.97854743519,3194.35216200515,1876.47451482829,-5803.65077664231,-5799.4728711769,-4096.55917716686,-17.4027978264294,"Russia.Tiksi.DryFen","presence"
861.454101003482,690.642964253307,900.74309148277,653.258564382417,-1974.82428931503,-1989.04677175957,-1729.79272286825,-2.32377065482856,"nonveg_975","absence"
2736.75914190522,2416.10213146958,3333.68224167617,2202.48201076402,-4712.43181761848,-4683.78453749394,-3783.08849272073,-2.12713388931863,"Russia.Tazovsky.Unburned28","presence"
3255.92133587241,2874.90429255446,3831.57948306034,2632.10081416237,-6074.09860108221,-6309.80186603863,-5371.34190994045,-1.85339881326434,"USA.YukonKuskokwimDelta.72B1","presence"
577.247378680686,-38.6182803949062,1108.6318221306,-4.0787301599326,-2102.10017367988,-876.436168952903,-1763.55781458654,-48.8722934263586,"nonveg_535","absence"
3500.29355894744,2793.7072105756,3574.97219067603,1880.44591681558,-5596.28976238741,-6677.38247801643,-4448.54981854444,1.56014863994674,"USA.Kougaork.GraminoidShrub","presence"
2345.37156085626,2494.13751755294,3078.70473710675,1824.91966304145,-5548.78802232382,-5604.38341858558,-3440.61662774383,9.18390024375291,"Canada.PayneLake.TDA2","presence"
149.484284086612,672.969362134384,-201.117437163219,-428.537587533734,845.968392784474,-1515.92400951704,6269.26815446674,17.8680653193983,"nonveg_1794","absence"
3351.75384881484,2952.28925618263,3658.51936730731,2454.7131241529,-6180.63872057591,-6605.98323532467,-4914.51798579824,4.44291512594932,"Sweden.Abisko.NF-SeasonallyFlooded","presence"
2517.08556665255,2621.34182731932,2708.48600980836,1441.85907242112,-5741.08995876256,-6322.85889550692,-4845.97015807963,-1.36062398338234,"Finland.Javrresduottar.A-Sphagnum","presence"
2986.01860784242,2869.2171856583,3590.47081437685,2219.5621908966,-5960.60624290879,-6326.10332187552,-3947.5951837233,-8.87416923944878,"Canada.BonifaceRiver.AB1","presence"
2976.64127763033,2856.0048893816,3370.41118230402,2280.37383887227,-6007.00364098307,-6206.70082885877,-4887.45432012002,1.02049293093548,"Sweden.Abisko.NF-DryHeath","presence"
-1127.99180626749,-95.9383624898981,-160.59386572285,-1986.31146720493,8741.06285840237,7807.25901750123,10000,17.8397956253682,"nonveg_1797","absence"
3231.80477068628,2375.53114019249,3547.73077714047,2097.98593344855,-5470.62424168782,-5876.22093396684,-4591.9234330038,4.60948071617642,"USA.InteriorAlaska.24","presence"
115.000706384025,562.091418884325,1070.51938557622,405.611754529706,-2400.88519397911,-2322.0383144924,892.977589944448,-7.63744525392663,"nonveg_1672","absence"
3007.77800406996,2365.07560660793,3095.78521882562,1694.75460223821,-5757.82583426249,-6542.7703349296,-4221.41998111798,-1.37381542815781,"Canada.LeRoyLake.TDA4","presence"
326.329718323294,456.804842353651,201.972332641596,187.215460060323,29.3798254900858,-1141.51674266161,-1599.50983291706,5.32208093933363,"nonveg_919","absence"
2832.82005409932,2951.61622932107,3307.94839476773,1436.17045828187,-5634.69760734335,-6453.47875374762,-3217.73672745611,25.5473728212414,"Canada.CoutureLake.TDA7","presence"
-218.302281374082,-451.567019809246,-264.110985208207,202.792632986197,9968.75485507428,8173.73911164302,7674.04243622115,-1.12607098470252,"nonveg_1695","absence"
2898.82347501165,3016.67695831873,3749.93397113534,1748.28515927662,-6407.26284574731,-6731.40735509288,-4995.42812096866,-0.719669135065098,"USA.YukonKuskokwimDelta.15B6","presence"
4359.2655072538,4373.65441464708,4864.39362648185,2491.14236134799,-6866.99319697096,-7008.6436129195,-5713.01317508157,-17.7500663257204,"Finland.Kevo.11","presence"
1117.54172473847,1113.47313792837,1614.42920559843,1091.68597072255,-3315.09188608364,-3070.79139876889,-1471.20702868731,13.5507107255586,"Canada.PrincePatrickIsland.MouldBay-C03","presence"
-64.2450855376271,545.720103610054,-145.523763584204,-232.290161953011,4539.17591178252,3053.74560739268,3528.80353582387,7.71779171882822,"nonveg_1854","absence"
2855.84413888006,2766.58484234107,3202.3920001934,1916.25456629315,-6021.55215447814,-6303.26322120103,-4173.73899726712,15.9795476298438,"Canada.PayneLake.TDA0","presence"
172.658459695383,22.0601364456614,611.121637992445,516.876544105779,-1753.74108183246,-860.09191903304,-328.783770047501,-14.4650375603631,"nonveg_994","absence"
474.319891114437,-311.629263688574,-65.8229368256071,642.357368816244,-1483.90618101166,-1389.96871752574,-42.3408591412108,-2.71599388118358,"nonveg_1499","absence"
381.162222260721,-156.704513015238,-75.2577373588665,10000,-737.941819967104,-984.071726385877,-13.5652639822263,11.6729601102614,"nonveg_1241","absence"
2979.94140997065,2967.63404827055,3315.47511887523,2293.16785674842,-5937.26951421401,-6648.8942395734,-5078.86723915768,13.5690681221552,"Canada.LeRoyLake.TDA6","presence"
-10.8303208458563,416.905279437834,593.306407365765,503.295101599053,-324.403124018372,-148.003520998099,-302.41305479341,-3.05428510208837,"nonveg_1268","absence"
331.198269347376,1393.46031380851,361.423231250544,908.631376007221,-1447.35273957811,-3027.19807796153,-1445.02666329399,42.6852916201422,"nonveg_540","absence"
149.484284086612,672.969362134384,-201.117437163219,-428.537587533734,845.968392784474,-1515.92400951704,6269.26815446674,17.8680653193983,"nonveg_1794","absence"
52.2974541869751,8.63007622155288,-170.899519902717,-22.6461448000329,-1668.33093197672,-2145.50812407072,-1214.88846207151,6.66211737471398,"nonveg_874","absence"
471.575822953971,939.159875999466,1675.06060840258,465.999441011502,-5360.72323456913,-5417.1680094381,-445.43099765672,-6.9461754871116,"nonveg_1607","absence"
2269.96638054126,1963.03679825142,2354.24098341265,1558.70172209409,-5181.42737680512,-5410.78620218243,-4171.90334467782,8.71465293069962,"USA.YukonKuskokwimDelta.15B3","presence"
3231.75473242769,3208.18697018379,3518.27668936227,2188.76508527784,-6493.58624859102,-6810.44274868721,-6074.65168580767,7.13583704677384,"Finland.Kevo.6","presence"
2811.11300560621,3043.89703566625,3258.15373188616,1960.52745335852,-6048.76737258583,-6507.0774698472,-4471.73082952156,-4.02282709737011,"Russia.Tiksi.WetFen","presence"
3254.69650894891,2465.67135929913,3420.32075650741,2350.66397348136,-6003.96054828132,-6295.39846425088,-5137.49259429762,-5.85210104133812,"USA.NorthSlope.HappyValley-C20","presence"
326.329718323294,456.804842353651,201.972332641596,187.215460060323,29.3798254900858,-1141.51674266161,-1599.50983291706,5.32208093933363,"nonveg_919","absence"
474.319891114437,-311.629263688574,-65.8229368256071,642.357368816244,-1483.90618101166,-1389.96871752574,-42.3408591412108,-2.71599388118358,"nonveg_1499","absence"
920.803124679946,409.143615988722,452.976545169059,792.682711173401,-3130.60520301735,-3453.40029605862,-2092.43416538344,2.72316535649472,"nonveg_832","absence"
2930.70191110895,3211.14427580229,3874.13052167632,1542.91386150741,-5942.86944170738,-6086.84536609002,-3792.83022269344,-26.0059497191664,"Sweden.Abisko.KJ-SalixShrub","presence"
284.639599013324,795.998579657337,645.723129726461,448.437831415259,-1292.99161381055,-1724.75092051363,-1452.48577407795,4.51033568698439,"nonveg_968","absence"
3091.51810572274,2718.13793023177,4350.77849539663,1340.95841514725,-5872.01787692914,-7113.6206053572,-4881.47598689246,2.26693107785466,"Finland.Kilpisjarvi.17","presence"
3477.31360894248,3186.80089084685,3878.98889285812,1782.40501328712,-5381.18589364715,-6787.41590181617,-4546.40348361502,208.689146465666,"Sweden.Abisko.VJ-SalixShrub","presence"
298.351787576477,194.649558004645,468.165393132008,279.705347001947,580.08742158564,-2468.93520639664,-1602.48983416546,16.4777406171197,"nonveg_623","absence"
451.928574938086,272.227830406733,418.153692613021,552.666493167265,-2189.35364678852,-1914.88727714661,-954.461756726751,-18.3589309631026,"nonveg_809","absence"
2802.9383698067,1946.49744484174,2657.58863941313,1833.28524340988,-5689.54823213485,-5869.49275073082,-4445.76613439239,-2.14660646884701,"Canada.ChukotkaRiver.TPO3","presence"
2736.75914190522,2416.10213146958,3333.68224167617,2202.48201076402,-4712.43181761848,-4683.78453749394,-3783.08849272073,-2.12713388931863,"Russia.Tazovsky.Unburned28","presence"
2322.41677417032,2775.81394903279,2842.909282656,1536.01094038915,-5483.67313285246,-6133.56681233818,-4759.78960592999,9.96122142130576,"Finland.Javrresduottar.A-Betula","presence"
