"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_startSnowfree","spectral_NDWI_peakSummer","trees_presence","spectral_EVI2b_changeSSES","spectral_NDVI_annualRange","spectral_NDWI_annualMedian","site_code","presence_absence"
547.091525256449,-34.0180323155152,628.965653359692,-1808.28031074832,0,-3.03237511493493,704.297053381432,-1808.28031074832,"nonveg_984","absence"
220.649600228872,142.62547934878,422.859836743454,-1247.92655338923,0,-5.32132201354165,492.384446768049,-1247.92655338923,"nonveg_729","absence"
593.950438722013,1239.72399786462,738.09919895296,-2380.58487839491,0,-6.55221637413397,735.377227743545,-1856.74787655805,"nonveg_975","absence"
263.997883844442,544.747121021935,-66.7832411684987,-3524.49623658652,0,17.4095328954179,2208.9953008084,-2416.33289149624,"nonveg_1672","absence"
3404.00629318156,3197.69204122782,2642.97923677359,-6969.81702840013,0,20.335124522236,1672.57914414947,-5830.2890043012,"USA.YukonKuskokwimDelta.72B3","presence"
1555.19184935032,1210.19641855035,703.176365576025,-3498.90801006493,0,19.6538151846301,1423.73645550158,-3545.37359830172,"Canada.BanksIsland.GreenCabin-C08","presence"
308.028653388645,-158.862958953673,117.128568025545,-498.788162077216,0,5.78485107160911,831.319078416292,-347.938966796663,"nonveg_689","absence"
2815.94009741733,1756.36249021994,1075.56830600045,-6235.90137474306,1,41.0758170611687,3078.52664289254,-4615.97979814537,"USA.InteriorAlaska.23","presence"
2354.1667794874,2851.95344539842,1704.38551918602,-6619.24206334209,0,2.66693729790527,2525.8272086567,-6088.24362129951,"Finland.Javrresduottar.A-Sedge","absence"
2790.76409737529,2753.67171591642,1809.37498128647,-6442.68831008246,0,28.6638072246826,3956.45488397877,-5240.65062878495,"Canada.DeceptionBay.BEGL2","presence"
2815.94009741733,1756.36249021994,1075.56830600045,-6235.90137474306,1,41.0758170611687,3078.52664289254,-4615.97979814537,"USA.InteriorAlaska.23","presence"
-202.184776924884,199.443190946661,498.227624844757,-440.603825393995,0,-17.9592923530677,1362.45348425916,-1182.60905805198,"nonveg_1416","absence"
1399.11044467998,2801.28915883143,2071.28821860999,-3536.75031381638,0,-29.2251206056528,1051.62954010894,-3031.8109000084,"nonveg_1177","absence"
1260.33846062044,627.744584959855,418.527473543653,-1929.3222935615,0,42.0905493538393,1124.09702799446,-1572.80502533325,"nonveg_894","absence"
2790.76409737529,2753.67171591642,1809.37498128647,-6442.68831008246,0,28.6638072246826,3956.45488397877,-5240.65062878495,"Canada.DeceptionBay.BEGL2","presence"
2651.18682192092,2389.9079631701,2099.71913597184,-5984.00507260398,0,27.0244417344969,2129.06080054807,-4993.45940615085,"Canada.DaringLake.Tower1-MixedTundra","presence"
243.177337091212,-694.779638491548,-515.60042728752,1970.14420695042,0,37.9388882189366,2610.82436568025,3189.61464001745,"nonveg_1646","absence"
-36.2110896846785,449.50919046189,87.1986281113738,4316.75624914883,0,-5.60953262709328,1101.01891489968,4316.75624914883,"nonveg_1637","absence"
410.580387920288,385.263565468987,-339.318581420839,-1332.4915221959,0,19.7341834037139,2160.92892733279,-1528.69257060819,"nonveg_779","absence"
127.191556377232,864.675053309511,449.668536427852,-1191.01938028589,0,-11.5170350018079,1158.16204523243,-1191.01938028589,"nonveg_809","absence"
108.616099448855,-546.614360151687,-211.579783149029,-1194.84851957011,0,12.8078353039154,1108.7311259776,-1194.84851957011,"nonveg_582","absence"
2283.58825106731,1735.63979692211,1523.44202728042,-5727.03393140611,0,5.59273713496164,2803.38719857223,-5355.26796505546,"USA.InteriorAlaska.AUFEIS","presence"
1517.97407409907,663.552216557805,512.457408190935,-2834.87422783579,0,40.2206666363255,1300.79504927172,-1964.66057883856,"nonveg_628","absence"
1687.02127118083,1416.04903912068,1149.45741375789,-3640.64112865458,0,29.2574247566642,1495.0201572912,-3512.66023642183,"Canada.PrincePatrickIsland.MouldBay-C05","absence"
3174.63801131642,2461.95129944365,1875.80815619612,-6604.8947352065,0,58.8389856737702,2934.7012740584,-5575.56470766461,"USA.BrooksRange.8","presence"
-164.2551116838,13.6158635980814,346.595767344181,-2980.1961747019,0,-15.4803296675146,1414.63302230124,-2908.06948405576,"nonveg_725","absence"
1268.11888580283,1171.63234603611,1154.57848145727,-1224.5580013746,0,4.73085018106516,970.126449288126,-1653.85718773845,"nonveg_540","absence"
2697.05766063086,3091.54028125497,2429.83766724881,-6433.56658073522,0,5.04919247976994,2772.5014141025,-6453.12780707576,"USA.YukonKuskokwimDelta.15B6","presence"
3436.09745750466,3056.39557946085,2081.4378745942,-6919.89514179354,0,37.1680231127199,2233.14300417828,-5528.7663106738,"Norway.Javrresduottar.A-Betula","presence"
771.603297801897,-211.1778462717,451.36891685034,-3302.28034445761,0,10.0073244047362,1486.56141160005,-1893.66506290237,"nonveg_627","absence"
628.076062312341,647.502694060443,693.619497314853,-1731.16652766595,0,-2.04823234382848,515.390299578632,-1731.16652766595,"nonveg_760","absence"
2475.26281841707,2111.55470646902,1634.95534477176,-6186.8548555508,1,63.6627370643333,5005.32009674792,-5625.04051694202,"Canada.DaringLake.Tower1-SedgeHollow","presence"
-143.265663687525,84.4323455818026,42.2776738365545,-711.575581732154,0,-6.39804612151999,896.479953834394,-842.240548188832,"nonveg_870","absence"
3619.0283518609,3127.34672120826,1781.85569658193,-6857.94414426827,0,56.4682705155338,3784.08552280175,-4641.23317584372,"USA.Kougaork.GraminoidShrub","presence"
236.933835991015,254.26361389656,-223.153484505918,-1355.27098603316,0,13.5319800146157,1039.26328954309,-995.55970689803,"nonveg_710","absence"
2939.16978072625,2344.75249020895,1980.5035271542,-6352.27278592538,0,53.0650213903575,3690.66718451212,-5768.05930028907,"USA.Toolik.S3","presence"
315.904829253778,455.194085192752,489.440211735405,-2319.0546001613,0,-4.95815378518933,304.691906054504,-1812.66069420206,"nonveg_979","absence"
866.078676853508,764.973025448537,693.928658962917,-1367.38376149276,0,6.14821492466396,5039.56779562711,-590.265813551645,"nonveg_547","absence"
3307.91982762354,1063.54952779341,1139.84290331771,-7271.04386387109,0,50.9122733008214,4454.89300649319,-5031.23299990319,"Canada.KluaneLake.Outpost-ShrubTundra","presence"
1109.92292270996,1201.86948844446,983.496138394444,-3296.97124587033,0,3.90481753262078,1778.20771125901,-3169.52591550293,"Canada.PrincePatrickIsland.MouldBay-C03","absence"
-279.328486659216,-430.31510157668,243.292723240807,473.339644717738,0,-24.8867242809535,1286.620480865,569.510273268747,"nonveg_1509","absence"
375.034987441595,236.911739111508,509.99790314501,-2403.32712351795,0,-11.2469096419513,422.430326435446,-2367.87914714625,"nonveg_1309","absence"
3489.34428547682,2630.81292362421,2465.11949494263,-6462.71305493415,1,23.0199022086177,1960.96250435253,-6230.2931448596,"USA.InteriorAlaska.20","presence"
1714.93329254224,1741.70737792681,1289.81347965987,-4337.30544362215,0,19.6350318863235,1147.48145196784,-3557.01721258785,"Canada.ChukotkaRiver.TPO5","presence"
2595.31632166626,2509.17240427982,1959.76505566362,-6464.34320827505,0,33.3138518809444,4698.23095239265,-5345.33070076927,"Canada.DeceptionBay.BEGL1","presence"
1573.56532212561,518.744400683528,1566.0895043481,-1963.69161390021,0,0.241155412177851,1133.03490867662,-1963.69161390021,"nonveg_647","absence"
3125.97117675229,3141.37534210887,2186.89510431412,-5929.58808256328,0,15.872099697076,1785.27191115612,-5060.33469402382,"Sweden.Abisko.NT-SparseVeg","presence"
655.142524727312,1018.60135220395,931.605974530545,-941.542872459689,0,-7.89895570866381,492.1004979891,-310.886899146071,"nonveg_1234","absence"
3370.64154034032,3310.65470438229,2200.06029895815,-7213.009866956,0,36.5916621818679,3327.94664221202,-6152.1448716628,"Finland.Kilpisjarvi.16","presence"
3042.92603634218,2865.93236554395,2256.40078635021,-6495.77984630755,1,27.6772470948708,1860.86488064296,-6037.52924926918,"Canada.LeRoyLake.TDA6","presence"
2254.2066076471,2016.95568825139,1451.9776331477,-5595.42276529691,0,31.1484999592486,2371.17158807172,-4922.86818638551,"USA.NorthSlope.Sagwon-C15","presence"
3462.70109112559,3141.40522101485,2597.60839281817,-6906.61409512211,0,33.4216962619157,2383.50424609435,-5784.80000522084,"USA.YukonKuskokwimDelta.72B2","presence"
-298.726271743763,242.816666853942,-57.2053495979483,-2258.79998497403,0,-6.90059777559471,645.570397598513,-2258.79998497403,"nonveg_871","absence"
-301.857281810461,368.817781826598,-177.791013131183,-1196.63970833221,0,-4.13554228930928,1851.28119439512,-1196.63970833221,"nonveg_721","absence"
2161.4110562295,2520.29927583835,1648.19582472991,-6359.07875130122,0,9.7477544334624,2284.82566279586,-5390.12232025172,"Norway.Javrresduottar.EC-Salix","presence"
110.678767583131,-103.669512550095,-572.009192692063,-3440.51769187003,0,22.0221922669418,2261.96653527797,-1900.59662244812,"nonveg_532","absence"
-202.184776924884,199.443190946661,498.227624844757,-440.603825393995,0,-17.9592923530677,1362.45348425916,-1182.60905805198,"nonveg_1416","absence"
3269.25844670414,2802.648748005,2816.99685236636,-5788.7273160059,0,13.3980635907368,2099.17185571301,-5775.79084847904,"USA.BrooksRange.6","presence"
1693.1515186791,1751.25122462362,1305.929026819,-5383.53470483662,0,17.4687263369603,1116.60529133915,-4843.95174156651,"Canada.BanksIsland.GreenCabin-C11","absence"
2874.66790254484,2961.48493061191,1736.0814961773,-5865.86916743033,0,55.2793356481454,4269.05785943818,-6150.71416892561,"USA.Kougaork.LowShrub","presence"
2697.05766063086,3091.54028125497,2429.83766724881,-6433.56658073522,0,5.04919247976994,2772.5014141025,-6453.12780707576,"USA.YukonKuskokwimDelta.15B6","presence"
2076.33980611098,1967.28968355075,1017.71926942709,-5630.78661995897,0,23.6486530165814,3357.50820622816,-5307.23039640262,"Canada.DeceptionBay.TH6","presence"
245.635297001897,106.486547090824,617.575644771838,-924.833084972015,0,-10.9394219932336,1030.44517302411,-1015.21967253881,"nonveg_596","absence"
967.513432150942,-37.807089354858,412.786471379791,-2211.25831855143,0,19.8116771703982,1221.47926516424,-1822.75986069726,"nonveg_688","absence"
3419.76609726558,2867.08321962183,2550.66963260515,-6471.07312609293,0,12.7737323131864,2095.58737816175,-6138.28414231632,"USA.YukonKuskokwimDelta.72B1","presence"
3195.72968170244,2431.76580080996,1736.78793844959,-6639.08085452155,0,39.4232586626146,2992.33856293965,-5680.60338784275,"Russia.Kolyma.OW1","presence"
361.730080634257,365.377231258116,-193.552272622491,-1230.22570646433,0,16.8267379774772,1817.8168855828,-937.949208559809,"nonveg_1340","absence"
2669.55334472664,2429.50360143834,2091.86211011526,-6248.9648773507,0,29.8196188133399,2492.34211448628,-5532.76238515792,"USA.NorthSlope.Sagwon-C19","presence"
2742.09539061502,2083.39968184803,1867.10860349686,-5781.81975177501,0,29.9068165092294,1858.78344807327,-5920.11920936815,"Canada.ChukotkaRiver.TPO3","presence"
56.0417556005414,180.01317461263,-348.842747310659,-684.259172898962,0,15.5724808812,2219.3209121895,-72.1307694378509,"nonveg_1642","absence"
504.509884340436,1450.036985069,-269.976745419585,-4508.87151403888,0,29.7879472984624,7806.67625410813,-3637.97612438321,"nonveg_1813","absence"
15.7521829336067,864.395245692383,-327.958942775037,-2433.51885594874,0,12.7300416929127,1700.1411434106,-2433.51885594874,"nonveg_968","absence"
-36.2110896846785,449.50919046189,87.1986281113738,4316.75624914883,0,-5.60953262709328,1101.01891489968,4316.75624914883,"nonveg_1637","absence"
539.156816600929,1044.79920191,290.655603417769,-2877.62246458259,0,13.1297789358337,2648.68955231232,-2573.9458366223,"Canada.Ivujivik.RTP12","presence"
2435.73897641606,1815.88262777601,1011.0020045037,-5181.21297470742,1,28.5615797021134,3338.16826631935,-3280.98333254892,"Sweden.Abisko.NF-Wetland","presence"
2939.16978072625,2344.75249020895,1980.5035271542,-6352.27278592538,0,53.0650213903575,3690.66718451212,-5768.05930028907,"USA.Toolik.S3","presence"
2527.02657715249,1387.1229736419,1574.40758156244,-5638.35711966283,0,103.142703430874,3980.32303217028,-5561.93804421799,"Canada.KluaneLake.Ruby-MixedTundra","presence"
2865.81121416397,2987.35425423444,1898.35485461044,-6690.38581599016,1,26.3741484869601,2123.83363698014,-5636.25642980154,"Finland.Kilpisjarvi.20","presence"
1399.11044467998,2801.28915883143,2071.28821860999,-3536.75031381638,0,-29.2251206056528,1051.62954010894,-3031.8109000084,"nonveg_1177","absence"
3685.97828429938,3153.42273619202,2063.38346245596,-7616.75391601906,1,50.2632518938564,3559.89379548683,-6564.58874761233,"Canada.BonifaceRiver.AB8","presence"
1278.91743191831,414.518464289611,-151.075673350852,-1916.25711227645,0,79.4440614038426,1695.85193945373,-1750.15127696651,"nonveg_922","absence"
179.456497557349,1094.48866353199,435.811555744777,-2964.65023235018,0,-8.83982959266992,1211.51769686465,-2588.67342335702,"nonveg_957","absence"
436.091279519442,1145.44767571913,152.23446034782,-2468.66018186642,0,8.60172179307944,1529.6643161667,-2038.17045312458,"nonveg_624","absence"
-250.713712391372,222.3037823584,483.677476815363,-1367.70336601552,0,-24.4797063068912,1233.56716081434,-972.17997306579,"nonveg_709","absence"
-229.168263295484,474.882008942257,387.240070651216,-2293.17084314087,0,-18.6790404226272,3062.85353845707,-2293.17084314087,"nonveg_600","absence"
2076.33980611098,1967.28968355075,1017.71926942709,-5630.78661995897,0,23.6486530165814,3357.50820622816,-5307.23039640262,"Canada.DeceptionBay.TH6","presence"
2354.1667794874,2851.95344539842,1704.38551918602,-6619.24206334209,0,2.66693729790527,2525.8272086567,-6088.24362129951,"Finland.Javrresduottar.A-Sedge","absence"
-250.713712391372,222.3037823584,483.677476815363,-1367.70336601552,0,-24.4797063068912,1233.56716081434,-972.17997306579,"nonveg_709","absence"
931.789853264207,879.445304315299,698.293032412301,-1985.24053886691,0,7.07566123793655,384.898756221798,-1816.99566596721,"nonveg_543","absence"
2525.94732543957,1882.13854125444,1522.50950240181,-6531.29789479396,0,35.8378337532568,2610.62145370074,-5476.76216718346,"Canada.DaringLake.MediumBirch","presence"
2789.56390205026,1539.41714777194,1379.68411395345,-5969.68762888337,0,8.18880380255683,2974.05186832289,-5877.87736072631,"Canada.KluaneLake.Outpost-MixedTundra","presence"
1319.72791085978,1068.99117300937,446.184997922977,-3039.94452473863,0,33.2308893210364,2392.45580378224,-2326.18148953935,"USA.NorthSlope.HoweIsland-C12","absence"
1295.07533712697,2064.23075392879,81.1418329631857,-3108.09039545578,0,46.6897501601456,2748.29228675997,-2772.91469445549,"nonveg_680","absence"
491.025505339431,1172.84840824905,653.296589782759,-1432.31766013112,0,-7.37595838378766,1021.49873122246,-1432.31766013112,"nonveg_825","absence"
1714.93329254224,1741.70737792681,1289.81347965987,-4337.30544362215,0,19.6350318863235,1147.48145196784,-3557.01721258785,"Canada.ChukotkaRiver.TPO5","presence"
2828.00015733106,2428.40611546784,1719.35227252853,-6367.40020407311,0,22.8556333264415,2432.8707505439,-5469.15733958248,"USA.SewardPeninsula.18","presence"
1714.93329254224,1741.70737792681,1289.81347965987,-4337.30544362215,0,19.6350318863235,1147.48145196784,-3557.01721258785,"Canada.ChukotkaRiver.TPO5","presence"
308.028653388645,-158.862958953673,117.128568025545,-498.788162077216,0,5.78485107160911,831.319078416292,-347.938966796663,"nonveg_689","absence"
3206.18450355743,2535.48078191382,2179.57611745273,-6430.14476059218,0,37.0075209631503,3076.38276198553,-5997.18648983858,"Sweden.Abisko.NF-BirchShrub","presence"
3677.80939323534,3510.51927695954,2687.63626380516,-6079.4143300589,0,8.16248975014767,2255.66512555967,-6157.14820547637,"USA.YukonKuskokwimDelta.2","presence"
127.191556377232,864.675053309511,449.668536427852,-1191.01938028589,0,-11.5170350018079,1158.16204523243,-1191.01938028589,"nonveg_809","absence"
777.572709441234,1567.32578063829,609.044789860423,-1628.1226558543,0,7.02199664920048,1467.078139506,-1628.1226558543,"nonveg_880","absence"
771.603297801897,-211.1778462717,451.36891685034,-3302.28034445761,0,10.0073244047362,1486.56141160005,-1893.66506290237,"nonveg_627","absence"
3635.34211185975,3245.21523459545,1805.10197077316,-7262.63142001446,0,44.2740712960172,4174.47752165935,-6913.43621862854,"Norway.Javrresduottar.A-Salix","presence"
1214.60761274069,1073.3411199579,1654.64245415106,-1693.62895226101,0,-17.6013936564148,1137.7617451211,-1793.22261216599,"nonveg_863","absence"
1353.56424978796,776.546646534404,724.990261590345,-2391.64351339005,0,18.4874702411063,1242.75157053523,-2391.64351339005,"nonveg_612","absence"
3216.81358447533,3138.89773821277,2269.67080918071,-7003.73893129601,1,42.0705516132258,4063.47842476446,-6393.179682664,"Canada.BonifaceRiver.AB2","presence"
792.772434143989,109.66903659966,292.033002141564,-2559.8718809001,0,20.864143000101,854.822517721297,-1995.76113492878,"nonveg_869","absence"
2719.11760078286,2225.76971580498,1940.63971354456,-5636.7261010899,0,9.89026926074316,1517.36709771315,-5533.80803521677,"Canada.Yukon.TOWYK","presence"
2359.26542916985,2862.15167438437,1710.8101662432,-5589.5759580299,0,4.89880472868855,2951.75283764524,-6093.39977171474,"Russia.Yamal.Nadym-2-IH","presence"
3380.72856048922,2953.59758272081,1738.47925744361,-6943.50283865452,1,69.9758900525156,5140.51576550548,-6668.42378441918,"Finland.Kilpisjarvi.19","presence"
179.456497557349,1094.48866353199,435.811555744777,-2964.65023235018,0,-8.83982959266992,1211.51769686465,-2588.67342335702,"nonveg_957","absence"
3376.42704823691,3003.68785488342,2180.3059742577,-6264.65887194698,0,45.5562586829906,2863.70087439208,-5258.65245407064,"USA.YukonKuskokwimDelta.U","presence"
2603.77314497265,2048.5187610897,1637.41750315447,-6121.87928028347,0,23.4509961937728,3364.21517761592,-5280.02366767617,"Canada.Yukon.SPRINGRIVER","presence"
3268.07586525284,2468.02041426061,1991.05136824397,-6451.17997989686,0,62.5516898269422,2841.3927327904,-6358.28199413466,"USA.NorthSlope.HappyValley-C19","presence"
-453.961544210514,-215.452342012144,-939.842918926515,4425.02344026467,0,16.1960458238667,5142.27999341041,5113.17891824027,"nonveg_1810","absence"
2876.4446981182,2381.06383196981,2026.65651791076,-6303.31164834028,0,18.8259824959208,2453.03776100024,-5505.12449339121,"USA.NorthSlope.12","presence"
2340.8334624079,2215.48645968287,1389.01951132626,-5070.27941477323,0,17.5824449926666,1602.91885321269,-4815.76108165302,"Canada.PrincePatrickIsland.MouldBay-C06","presence"
3528.47054662455,2806.16016057999,2538.02053962843,-6114.71272368015,0,30.5749835125304,2522.99713729756,-6059.78922900167,"USA.BrooksRange.7","presence"
2496.20946013144,1894.06429918595,1375.1429214255,-5441.94292112157,0,21.217669812876,1895.02960212769,-5054.324038966,"USA.NorthSlope.Sagwon-C16","presence"
1425.28533255798,867.869832439011,120.85832610973,-2097.17204541636,0,54.351125268677,1610.75573945224,-1340.76829306896,"nonveg_637","absence"
630.178728760609,28.5965124410007,262.726703293561,-1083.94496659235,0,24.4968016978032,1232.44943671783,-944.663381049595,"nonveg_594","absence"
99.4543263133755,-513.116212001881,-129.586279995346,-2535.64326882438,0,7.15751894714756,2073.16336243456,-2936.50117906501,"nonveg_648","absence"
3174.13704205911,2944.9285997872,2123.04334797677,-5850.08674025074,0,14.5176578503919,2417.82308169204,-5579.41713235608,"USA.YukonKuskokwimDelta.UB7","presence"
681.558406802017,370.776919675151,-103.769442243004,-1793.34914967324,0,31.4131139618008,1370.35762297886,-1398.61886048013,"nonveg_733","absence"
1214.60761274069,1073.3411199579,1654.64245415106,-1693.62895226101,0,-17.6013936564148,1137.7617451211,-1793.22261216599,"nonveg_863","absence"
2992.37791136258,2298.69139681608,2316.58489531987,-6469.01930229471,1,13.3854100348597,2938.48752387015,-6177.54334630532,"USA.InteriorAlaska.22","presence"
2926.76074538646,2459.97381677011,2099.93117843537,-6518.04483941699,0,26.8983460032339,1711.72178469853,-5461.680495704,"Russia.Kytalyk.T2","presence"
2640.20920702946,2552.00668374214,2157.56305677773,-5708.53426186458,0,19.0848351405474,1948.93588515132,-5451.55105585391,"USA.YukonKuskokwimDelta.6","presence"
302.563900374573,1005.14195487208,117.131208668168,-1603.53266429544,0,5.29807690589728,1465.99939032085,-1283.45304974664,"nonveg_973","absence"
3535.10337853447,4165.46128598049,3287.27434149664,-7866.95758415617,1,10.3151856391838,1478.63718147111,-7620.37704712429,"Finland.Kevo.2","presence"
2772.93837438364,3269.32562822793,1349.33374850512,-6038.86554220835,0,64.7475371081473,4761.22153590769,-5010.93526748949,"Russia.Tiksi.FloodMeadow","absence"
933.29800282555,1128.11803861169,166.125315917048,-2322.23670753185,0,29.5066418041731,1369.02716951565,-990.014103460138,"nonveg_677","absence"
-292.295634538594,109.96732933219,-205.726833792777,-1825.69557477473,0,-2.88562669152724,1327.46128174424,-1825.69557477473,"nonveg_659","absence"
2616.10373116596,2648.14061809541,1840.4165522834,-5728.42622141666,0,20.9574132752287,2650.53106175278,-5546.61381941502,"Russia.Tiksi.ShrubTundra","presence"
-717.501795461735,-561.914725382822,-535.954051765914,2935.99953796468,0,-9.55514440504325,3555.48478824173,4741.15054393367,"nonveg_1720","absence"
2503.72747949069,1983.09228318365,1622.53722174521,-5903.5716520177,0,15.6751612923169,2652.98504024922,-5751.16178389894,"USA.NorthSlope.Oumalik1","presence"
2383.7758165421,2825.47190310497,1789.63896778784,-6204.45336392795,0,32.0029645484952,2197.81947183345,-5566.79014565755,"Norway.Javrresduottar.EC-Sedge","presence"
