"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","texture_NDVI_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualRange","spectral_NBR_changeESPS","spectral_NDVI_annualMedian","site_code","presence_absence"
1043.13740326105,3176.42107076796,4780.64508852915,662.244922977831,-4483.0351836887,-4752.85336437789,-5593.51746307545,-6208.03270581182,-2319.23160510328,176.513843071288,12.776554107666,0,4081.47429261715,53.6480036428995,5005.25488345836,"Canada.KluaneLake.Quill-ShrubTundra","presence"
2405.3927563715,2358.5999599401,2816.79735964595,1379.77193943631,-5356.74907798516,-5515.53536002489,-6616.19861218274,-6292.32464175105,-4407.35197891067,386.063766073666,3.25889581441879,0,2245.63884077084,79.2781351597481,5135.81400073918,"Finland.Javrresduottar.EC-Betula","presence"
1154.55478969644,1048.20400003736,1146.27636100403,35.1170759244743,-1742.79715350903,-1227.10899368211,-1375.96727991216,-1290.98051732034,-2292.91701118654,-182.303969875526,13.7921733856201,0,1119.43771377197,30.3595943491378,1442.54755002666,"nonveg_602","absence"
641.872133201318,181.2984806198,446.174404092038,-98.8951462753827,-1473.95606257534,-1751.53534017052,-2283.99495377354,-2023.50257621419,-2130.80041032404,-449.643595853524,2.24559330940247,0,942.22024570314,-24.5788536343523,625.269197699709,"nonveg_643","absence"
949.645016913906,1310.08166516356,1527.91076880369,1215.07134023342,-3456.35112771976,-1900.04661267885,-2670.08684088106,-3195.51965129701,-3514.91907024678,703.633541602299,20.6634216308594,0,578.265751889782,38.0858083170715,2951.26202588222,"nonveg_1132","absence"
679.021623047953,676.192548130913,1218.06112155456,884.150440047685,-1907.67708217278,-2683.82469398665,-2814.59866985012,-2285.61685247498,-1270.42714008633,410.903237411283,0.593476355075836,0,545.705779948921,-4.49376360013661,2061.224243197,"nonveg_600","absence"
2288.27906280693,2831.5297784308,3110.02270169749,1137.74010083296,-4368.18810721145,-5172.65077366735,-6032.62536974358,-6207.93256365849,-2679.41805028056,-194.278158176609,2.80304349793328,0,2126.01721974908,74.6204267890432,5361.80775563926,"Canada.DeceptionBay.TH7","presence"
2689.80840567997,3617.52777170765,3649.71400417558,2263.31976585445,-5795.93411621357,-6113.59157764815,-5993.27364506264,-6586.96041011752,-4304.29940183993,97.7555923829306,1.58523808585273,1,2608.69138030771,103.650558641826,6834.79700998454,"Canada.LeRoyLake.TDA3","presence"
2378.79804710802,3676.39421694212,3862.16712749178,1598.86069980003,-5728.23627552493,-5397.80785107255,-5807.56266016631,-6665.43174198102,-4488.49243741792,-195.141397770229,1.35831093788147,0,1085.28703597352,30.8216003044001,4575.09883577644,"Russia.Kolyma.OW1","presence"
171.719452238544,398.147890449189,651.796179763836,1327.79197753095,-2131.3386434887,-2137.36217700779,-2242.06783746402,-2387.27591162258,18.9613331188555,1199.13373077481,30.8249473571777,0,1156.07252529241,8.71840490924142,1551.9681777547,"nonveg_627","absence"
1765.74062042804,1650.2783408748,1880.07183314382,-120.265904606316,-1908.63221822533,-1897.28589696643,-2231.40608186122,-2069.32042162383,-2988.0378536143,369.690909312183,0.140990272164345,0,2000.33773775014,8.34212856956567,2763.86227353546,"nonveg_680","absence"
566.52934724697,580.100641664145,845.768758837838,1441.5604287278,-1712.4043120249,-2718.60751739344,-2838.52185522772,-2465.43144005612,-1043.47254931351,-245.82490199853,0.411850243806839,0,875.031081480833,-21.854125104075,1411.28443437019,"nonveg_863","absence"
1043.13740326105,3176.42107076796,4780.64508852915,662.244922977831,-4483.0351836887,-4752.85336437789,-5593.51746307545,-6208.03270581182,-2319.23160510328,176.513843071288,12.776554107666,0,4081.47429261715,53.6480036428995,5005.25488345836,"Canada.KluaneLake.Quill-ShrubTundra","presence"
849.35385290725,1062.80708387545,1136.38270046269,396.814780357772,-2152.0813061071,-2786.31872342086,-2654.8347506188,-2507.73150602602,-1041.311197914,-224.574688054988,7.01341931025187,0,571.967130141479,-0.48809467325971,2736.61984884959,"Canada.Ivujivik.TP10","presence"
1685.3991654507,2078.20808767149,1786.10849007273,1794.4438105474,-4069.63913255019,-2990.6444095044,-3286.17216062255,-3784.30220213921,-2950.15717684147,301.148572079731,14.1233100891113,0,818.043902869709,54.0462037957074,3031.32938249863,"nonveg_1069","absence"
1989.40883757519,2542.26578148471,2259.89557951723,1345.42444064109,-4514.52159555758,-5078.53347317943,-4691.23209776484,-5450.06612797802,-3635.65914001642,256.896984003176,0.677221357822418,0,863.382826630619,15.1913307105977,4075.22239185324,"Canada.LeRoyLake.TD7","presence"
3174.69926018034,3434.69104181523,3714.76621616199,2015.76846141174,-5899.20162183182,-5993.79270211018,-6247.59312804666,-6335.50418363872,-5081.74617805433,-64.0685650324176,6.47249727249145,0,2281.00448669088,58.5175318591388,6062.94030667171,"Sweden.Abisko.NT-BirchShrub","presence"
320.038317135529,1205.83864380324,526.901576697831,98.7478969163199,-1959.45929597457,-2616.46976987639,-2201.51622787241,-3296.86801474317,619.669319470632,620.044239652254,0.182796254754066,0,1107.09074688692,-130.232465794093,1241.0789153819,"nonveg_1672","absence"
345.538122893289,309.102941178803,303.36162909532,83.4574372491604,-2533.24642366293,-2354.19560794966,-2685.5195135655,-2778.09730909014,-2790.08153187712,-650.974456083759,2.26294803619385,0,262.080685644129,-2.63262487177331,913.922283860539,"nonveg_816","absence"
99.3598281968607,888.631884673283,288.836184899011,417.015576325864,-2143.90005887178,-1972.42815361077,-995.807528450095,-1943.04967968112,-1634.42014804614,-615.671209479126,29.0866165161133,0,789.272056476423,9.08283154900275,777.552992005933,"nonveg_695","absence"
949.645016913906,1310.08166516356,1527.91076880369,1215.07134023342,-3456.35112771976,-1900.04661267885,-2670.08684088106,-3195.51965129701,-3514.91907024678,703.633541602299,20.6634216308594,0,578.265751889782,38.0858083170715,2951.26202588222,"nonveg_1132","absence"
345.538122893289,309.102941178803,303.36162909532,83.4574372491604,-2533.24642366293,-2354.19560794966,-2685.5195135655,-2778.09730909014,-2790.08153187712,-650.974456083759,2.26294803619385,0,262.080685644129,-2.63262487177331,913.922283860539,"nonveg_816","absence"
2002.35859414166,3425.4538067237,4735.07508570555,1732.95847680864,-5887.86720342247,-5708.87679966603,-5916.09269984626,-5732.25505332693,-4249.41522952864,318.895244599508,0.849750737349192,0,2059.62441852141,1.81612219202347,5976.89466179342,"USA.BrooksRange.8","presence"
2007.24514098199,2290.88836256522,2176.66334579573,1314.06577995525,-4061.50492260775,-4719.666351286,-4953.39164685773,-5087.21746329015,-2688.08680293372,-445.55225180267,2.88085921605428,0,1659.64068950957,35.0814009022723,4257.34366950561,"Canada.Ivujivik.TP13","presence"
1507.99649027466,2163.24397771932,1993.53119303373,1668.4407829117,-4283.43850511807,-5134.68498008533,-4958.87592554177,-5471.23720916344,-3364.5688998003,292.659645069953,1.6457448999087,1,960.963234281367,44.9890603082099,4666.74160458397,"Canada.LeRoyLake.TD4","presence"
348.319624959243,177.758523738802,715.027508550342,506.541690680547,-922.920865477502,-2803.36638235474,-2919.29357967912,-2163.90979582173,-1687.18910616626,727.896116526965,0.584501802921295,0,1337.81585378826,-87.7064280601647,1081.0937287087,"nonveg_663","absence"
1406.12494058983,1767.60375038667,1760.59022371746,1014.96846942146,-3813.75475046398,-3781.45058934457,-4040.70353399234,-4388.24061641718,-3756.31784086915,63.7708646841179,1.87091565132141,0,589.76722456992,16.3135268765189,3358.14260342974,"Canada.BanksIsland.GreenCabin-C00","presence"
1507.99649027466,2163.24397771932,1993.53119303373,1668.4407829117,-4283.43850511807,-5134.68498008533,-4958.87592554177,-5471.23720916344,-3364.5688998003,292.659645069953,1.6457448999087,1,960.963234281367,44.9890603082099,4666.74160458397,"Canada.LeRoyLake.TD4","presence"
2786.18064332445,3549.29326027094,3194.7016555183,2139.47438734945,-5329.95055712837,-5636.6672462804,-5622.86428773571,-6321.19459903069,-4418.48759442046,-536.591077628135,0.289319691558679,0,1926.80408545477,10.7742747891793,4979.1273066917,"USA.YukonKuskokwimDelta.U","presence"
533.370472989206,-204.317645497717,433.630968149639,-456.946179226417,-2058.06629946872,-651.360709290112,-2395.38262175571,-1486.09665547095,-1498.49351772974,-245.61644820314,30.4646530151367,0,990.316652215623,18.1679766593478,411.564271424587,"nonveg_794","absence"
1350.18955134432,652.150789974518,783.491637512914,1236.89962715662,-1649.96777129681,1453.30322910146,-2329.90154438497,-2452.68504143034,-879.15945952468,-1384.37949339281,31.3636989593506,0,698.038761369803,-19.8098471429131,1399.90370661745,"nonveg_623","absence"
437.288586406307,247.27656909843,1085.79448866784,-1104.64425512426,-1789.94829940252,-1218.77005566694,-2978.18577863568,-2639.623457105,-1547.98415482573,770.780338378119,1.45060038566589,0,2190.4387437921,46.4039856339742,1208.01700075114,"nonveg_532","absence"
2071.68346604791,3159.19659603864,3178.97334485554,2190.74560584533,-5533.92615701957,-5949.14935327215,-5868.76299049252,-6241.43236675199,-4720.30422278147,-96.2934168858205,2.3973846912384,0,1180.47806967549,34.1848513620475,4989.15874013478,"USA.NorthSlope.Sagwon-C19","presence"
263.584227900424,-125.223231508507,76.7423058829173,827.167443574528,-1291.76816110963,-1361.00739230002,-2057.43598365841,-1729.96432443315,175.769167271083,-55.6976843181567,21.8847503662109,0,952.390675083035,-0.690833111560043,378.463921522768,"nonveg_994","absence"
559.589721692449,502.430439315899,376.582047747344,981.826316125736,-2099.4680865509,-1583.52888922426,-1479.73524844298,-1242.38504966825,-729.978807506973,-160.382655693415,7.41896295547485,0,985.654322630457,10.7313684455159,699.221505705452,"nonveg_1037","absence"
2682.13870178166,3435.74376781432,3792.74162760605,2313.07146759238,-6200.40933143196,-6490.73578591081,-6561.75946192575,-6469.94671869842,-4194.10655969634,192.236635066664,1.24030292034149,0,1630.57624118571,34.3212810991211,4507.3936535691,"USA.YukonKuskokwimDelta.15B6","presence"
510.463199009589,373.900797521928,-2.52383101392854,155.014957505013,-2363.04112675704,-1099.46867122714,-1527.93960148005,-2018.93494390878,-1013.4974184851,426.13005401651,9.87068748474121,0,1129.5945847751,10.0669525899383,827.756682675638,"nonveg_874","absence"
523.313097092117,1029.85399418676,138.821568949563,906.69491740578,-1602.42309670661,-2180.84169969669,-1826.24879667191,-3042.98674451612,-1061.80218859458,-158.468445432274,1.75999760627747,0,891.032425237195,-48.2102955821484,1733.28792381707,"nonveg_913","absence"
166.290307645629,-139.473929044496,-203.217405457031,-165.921224060987,226.644910259411,113.262399399797,-652.289434277117,-811.354645088994,-139.81251071975,685.018528699498,2.26101779937744,0,369.50771310266,-27.5092803643611,-218.717468294382,"nonveg_822","absence"
3245.45785237587,3802.40258629175,3921.02129375537,1801.29045157213,-5811.47742656612,-5627.37587075561,-6060.80268990427,-6588.28914715139,-3939.16128514074,118.321344361177,9.52333130155291,0,2004.35893282722,42.2789521301949,6554.46173934214,"Sweden.Abisko.KJ-Snowbed","presence"
114.451582796619,51.8516717813754,311.259295101287,-6.16400178572579,-560.000290304727,-1587.44675685353,-1816.84154378057,-1445.03501235364,-1100.39974289643,322.798289718102,17.3351593017578,0,755.252954640588,-24.8009199214804,295.009601971994,"nonveg_997","absence"
957.365693136841,1919.12331020788,2486.38407703517,1265.49078547,-5330.64871648624,-4830.78003562689,-4709.04364514075,-5045.75904938994,-4018.25976718712,182.513635762082,8.35831327438354,0,1272.89934311809,60.6740314325428,3766.83097529418,"Canada.KluaneLake.Gladstone-MixedTundra","presence"
742.624802673355,948.747148935202,1253.26750480826,600.401365274843,-2534.36206031519,-2833.6493034046,-2495.04645567252,-2122.55249026635,-951.835513014057,-4.8435909840848,2.02431650956472,0,1731.45533692154,84.9873948390835,1119.32411287899,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
3145.96386514555,3788.27407813569,4061.92586715214,2300.67545365507,-5853.48640143334,-5536.03564503753,-6140.98607644362,-6457.21661780559,-4480.39526213596,-234.677164217684,0.0527907326817512,0,1634.95804109557,16.2727932879094,5309.64743916859,"Russia.Yamal.VaskinyDachi-1","presence"
2028.62471821493,3244.41632891731,3647.18179884179,2186.92777364597,-5967.50476925524,-6381.24314692549,-5798.74150980306,-6082.07964311229,-5727.45007020454,361.979480980357,0.45304208000501,1,2007.06152542049,55.4658197460156,6462.80878221907,"USA.InteriorAlaska.22","presence"
1278.01169358177,1162.50748965585,1487.47969780814,767.316757363255,-2714.72925085819,-2100.51342026449,-4218.37706874496,-4568.22594171763,-1865.24841818241,-145.163100254259,31.2691631317139,1,972.104940666276,-20.5593797533409,3982.26463055844,"nonveg_856","absence"
433.602618282489,522.085316605865,805.216449009945,156.187881443857,-106.905425459732,-981.912363136261,-1412.82874927766,-1209.7178663605,-224.99393813119,-122.993406769347,21.2400760650635,0,1145.28084897494,-30.794858994436,946.651287625656,"nonveg_923","absence"
621.658515695023,193.962741215331,333.974823553592,750.601371832323,-1744.03862102168,-1545.48849963227,-2178.75363335773,-2015.9301452223,-738.354551487392,340.551196785557,1.49644756317139,0,556.638630616992,-10.2531859695565,582.434762560941,"nonveg_916","absence"
3085.55362972501,3450.45299461499,3696.89958482454,1176.15586587659,-5862.1661780658,-5244.4220114459,-6512.28400587612,-6987.47524681762,-1898.33453921094,-91.477621122124,8.05332565307617,0,2698.86373236619,55.1785639891646,6115.41030030852,"Sweden.Abisko.KJ-MesicHeath","presence"
1112.32621833644,1413.75002997897,1497.22650767766,916.062703487153,-3326.36087830068,-3196.17522497915,-3506.80655597701,-3700.69504764392,-2046.66206710339,33.7708223980481,2.7895691037178,0,852.641939352785,-11.7503598740518,2208.21462373219,"Canada.BanksIsland.GreenCabin-C08","presence"
709.102701529865,717.09067173709,493.331642019881,589.351208774619,-2155.30133201637,-1664.60976417597,-2012.86510823278,-2654.02862166988,-1691.99520771955,336.825306968204,0.409684360027313,0,223.759029717209,-14.9378874042989,832.239249204876,"nonveg_767","absence"
2710.66936843509,2896.87222808594,3315.79054614344,1941.46778999352,-5068.60704964126,-5310.34708731686,-5896.83970996965,-5816.94457140176,-3310.42498175418,167.847500618885,1.86691358354356,0,915.103983673548,-2.95856750898643,4957.89068815103,"Canada.PayneLake.TDA2","presence"
641.872133201318,181.2984806198,446.174404092038,-98.8951462753827,-1473.95606257534,-1751.53534017052,-2283.99495377354,-2023.50257621419,-2130.80041032404,-449.643595853524,2.24559330940247,0,942.22024570314,-24.5788536343523,625.269197699709,"nonveg_643","absence"
770.193258048676,751.94631615047,637.864382600418,347.137929360011,-1811.43979698983,-1807.85799702206,-2174.7612260511,-2526.5283582578,-1645.90219035747,-138.091028783047,9.20244216918945,0,423.055328688665,-27.5326678434316,850.463425541833,"nonveg_855","absence"
2477.49308353549,2698.03359616524,2733.71966520413,1729.07432569678,-4473.18949160005,-4897.37015257697,-4998.83406404903,-5122.32414342819,-3824.55296734877,305.741685626472,4.36175088882446,0,1464.65205348388,13.0364061451648,4675.74107990141,"Finland.Kevo.12","presence"
2689.80840567997,3617.52777170765,3649.71400417558,2263.31976585445,-5795.93411621357,-6113.59157764815,-5993.27364506264,-6586.96041011752,-4304.29940183993,97.7555923829306,1.58523808585273,1,2608.69138030771,103.650558641826,6834.79700998454,"Canada.LeRoyLake.TDA3","presence"
2161.76400329319,2804.61260298258,3199.64893007002,1968.42162682266,-5922.42498922556,-5898.04204865613,-6317.19119101281,-6679.88331726686,-4332.03024320079,0.807963123370965,2.57654272185431,0,958.704107605311,23.7981513552952,6815.5165497231,"Canada.PayneLake.TDA3","presence"
2530.42803187642,3248.97110475365,3400.99563421223,2044.78181134428,-5483.52075595058,-5832.75156341651,-5805.79624026694,-5971.32124189432,-4776.48607898326,-218.657791115209,0.584772408008576,0,1712.38169329364,34.7302992961894,5327.90192224974,"Canada.CoutureLake.TD7","presence"
2491.5009441431,3176.39132336193,3119.81235837846,2263.86104505093,-5574.11776310206,-5440.81782008182,-5826.02040745422,-6362.04738544287,-4417.1748081104,199.645341602068,0.652561724185944,0,1334.52299044526,33.5699716961058,4604.65014687478,"USA.SewardPeninsula.18","presence"
1041.32432263971,745.739668270941,331.675269831194,-78.6398709457472,-1827.07593228112,-10.351861697945,-818.67577459094,-1692.09051551539,-1384.90268533384,302.06819108002,27.3541851043701,0,1119.96419358545,-0.625678192011283,491.338588223978,"nonveg_560","absence"
2458.01054931786,3073.75154181327,3117.08468747792,1783.12904748335,-5312.08424749774,-5501.18047483404,-5481.3393167848,-6367.23846340439,-4564.48747628038,-139.613965852942,0.113810499509176,1,1534.25580024583,20.7939501550039,4955.30192268574,"Russia.Yamal.Nadym-2-H","presence"
960.936629286438,1104.18468302965,1141.70094725573,689.439464786891,-2395.26212256014,-2945.10934452784,-2876.58425590817,-2888.93653427027,-1196.09813932721,-112.431364837686,1.82556170225143,0,472.380422063491,17.1020330828634,2300.31432882552,"USA.NorthSlope.HoweIsland-C12","absence"
692.958176590031,1703.20809177066,1327.38688203451,1178.98622487015,-2219.8785811817,-2642.96177940166,-1497.58242830561,-2422.04702899586,-1448.21105588869,753.207745282256,15.5341835021973,0,1010.24991518063,-6.23159432806671,2032.14664559714,"nonveg_807","absence"
3165.84500296665,4290.24605546216,4818.1480878631,2211.59815123965,-6712.50883193188,-6711.88868442814,-6855.99873832055,-6953.2992426762,-5193.76914445638,294.921315783427,0.632555878162385,0,1806.26077092119,15.6944361364209,6331.48220149615,"Norway.Javrresduottar.A-Hummock","presence"
