"spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_startSnowfree","spectral_NDWI_endSnowfree","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","trees_presence","spectral_EVI2b_annualRange","site_code","presence_absence"
2969.80044823928,3288.99435030242,2502.42349424527,-6067.50929593122,-6844.87435126562,-4848.50504077506,1,1447.15232854223,"Canada.LeRoyLake.TDA6","presence"
143.356327117199,-58.3364505307036,-262.217278900561,-636.577040157386,-1424.63194595293,407.47124729529,0,405.573606017759,"nonveg_842","absence"
1574.98652198919,1525.2264714596,864.02354296511,-3672.18578484793,-3620.64019043142,-3192.88804824384,0,731.200136791208,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
-986.404827109889,588.335873106884,64.3058864353376,-2542.23021909978,-2364.51074622538,-701.760807440429,0,1574.74070021677,"nonveg_608","absence"
673.407428767485,1008.65282251453,958.2104816168,-2035.06768661164,-1484.14447443203,-1872.68407569456,0,803.992052867248,"nonveg_915","absence"
2007.47739554672,3013.80338665477,1671.08125646335,-4778.90173209156,-5849.85199208531,-4056.4416874328,0,1694.28924363651,"USA.NorthSlope.Oumalik1","presence"
3361.93134901089,3894.05689092745,2320.92077157901,-6723.69497246376,-7423.41045962811,-5878.29181239063,1,1871.41573652016,"Finland.Kevo.7","presence"
-986.404827109889,588.335873106884,64.3058864353376,-2542.23021909978,-2364.51074622538,-701.760807440429,0,1574.74070021677,"nonveg_608","absence"
19.9382131404599,-40.998329763737,-444.76693085645,-134.182621170134,-1092.38046088306,1624.11732128761,0,1298.97042156577,"nonveg_1547","absence"
3096.00360853195,4071.61967937093,2243.11821806556,-6198.1923136889,-7079.92148147419,-4798.77901833062,1,2342.61865218718,"Norway.Javrresduottar.A-Salix","presence"
518.313140752904,799.34522428042,330.880717821054,-2197.58728564737,-2092.73409921971,-1603.91423860596,0,468.464506459366,"nonveg_825","absence"
1399.40224934083,2351.33692496984,970.556311153181,-4822.94953525285,-5032.8568341147,-3964.59056393403,0,1266.31812415286,"Canada.BanksIsland.GreenCabin-C11","presence"
-12.2577998123303,-99.6956661432057,-1138.72622552446,5168.28605165466,4464.44750429276,7765.60693052012,0,1500.1409623868,"nonveg_1810","absence"
773.490930795429,360.503185685855,420.171669429263,-1385.52535636503,-1869.56939399685,-1714.66497512596,0,412.987745109574,"nonveg_894","absence"
1849.59643400811,1845.68785722605,1957.30523537295,-4951.57461421299,-6027.2204001067,-4206.3899363501,1,547.567533111864,"USA.InteriorAlaska.1","presence"
-99.4841676613044,809.084409982909,416.149651770195,-2169.85021013471,-1920.43476476632,-448.28872583661,0,908.568577644214,"nonveg_560","absence"
316.21600498349,1335.00300284158,1110.14543767122,-3509.73411913086,-2521.54511914468,-1548.53115923463,0,1018.78699785809,"nonveg_758","absence"
257.814134949642,-529.279614710582,222.468427654046,506.728819700001,-296.187866494894,875.888858235678,0,823.085846274196,"nonveg_536","absence"
2972.99223290855,3610.93419576528,2319.96101263279,-6352.61076635112,-6672.36135626857,-4523.27903157177,1,2193.32875355383,"Canada.BonifaceRiver.AB2","presence"
569.003825442161,389.947320703054,171.538394766414,-2082.53648223728,-1671.07293177183,-2632.80219116343,0,702.656414169571,"nonveg_760","absence"
999.665884313974,926.408047211419,568.292150770486,-2114.7630863943,-2673.82905526242,-2499.92186602951,0,612.893142459203,"nonveg_807","absence"
2345.8297208506,2206.44218172765,1592.13743683971,-4797.11151538089,-5119.9348767318,-3216.99089794161,0,1495.59519232307,"Canada.PayneLake.TD0","presence"
725.155594587479,747.475265338205,658.421859135541,-1181.74209956604,-1458.43124927043,-1320.33959009292,0,210.626371111707,"nonveg_814","absence"
2515.95423711203,3207.74069568922,2558.16909956104,-5950.59014366575,-6243.50680987765,-5373.85663517268,0,1336.22331126535,"Russia.Tazovsky.Burned28","presence"
2935.31572939742,3043.16498648901,1771.68605849912,-5579.06681728001,-5806.19186997638,-4535.97313310509,0,1240.78505917891,"Russia.Tiksi.DryFen","presence"
823.636725990871,100.10951296349,544.576328593572,-1264.10175743315,-1135.22282458972,-1063.19411609386,0,951.008467062671,"nonveg_568","absence"
-133.281530392576,-499.520409721685,-1094.3855947944,1424.06400863009,943.828806743581,1974.41559560209,0,1431.1000937425,"nonveg_1677","absence"
3117.51910239865,3617.22936842617,2169.70520636197,-5753.1969760237,-6754.04038077789,-4315.76439162191,0,2480.68317870497,"Canada.BonifaceRiver.AB1","presence"
1020.56714823126,1373.89283210996,686.020058535735,-3107.00545891268,-3467.84665167509,-2055.06369428956,0,514.164239463062,"Canada.BanksIsland.GreenCabin-C08","presence"
209.299466091913,586.163190416764,-1.48178037236477,-808.652230210818,-742.200886513642,-607.189313875642,0,876.089637765894,"nonveg_616","absence"
189.018067305057,705.551597222721,159.151157676037,-1018.76552317552,-881.42953897113,-2066.82533057533,0,659.515748160561,"nonveg_757","absence"
1331.17311249104,621.437656443884,1178.73917726319,-1087.30465400463,-1941.10346117641,-1186.24411780804,0,709.735456047158,"nonveg_902","absence"
3689.65835508491,4396.8706738986,2543.32326843397,-6497.18814552955,-7119.02677703172,-5602.02148276448,0,2547.88213952205,"Norway.Javrresduottar.A-Sphagnum","presence"
1722.79858396182,2426.04968556398,1524.75421857102,-5433.35615822374,-5449.63385388162,-4177.93329056633,0,1923.78489605756,"USA.YukonKuskokwimDelta.15B3","presence"
3119.72199167831,3468.19051293953,2106.62806751632,-6182.57013538029,-6506.1174080055,-5130.65150744849,0,1725.93942241041,"Finland.Kevo.5","presence"
867.706431571766,406.493291471935,922.523635198394,-1951.30517823588,-2159.41170688502,-1348.79292688262,0,695.997678315646,"nonveg_899","absence"
-551.470879123908,-831.390017227774,10000,-954.376430173292,-413.633131111902,-368.512430931924,0,10831.3900172278,"nonveg_1477","absence"
3001.81453905033,3383.16381392522,2320.82571687301,-5716.89228146255,-6530.66941000591,-5296.6289266906,0,1171.75166329902,"Sweden.Abisko.NF-DryHeath","presence"
-266.71805862304,742.357954249383,735.693476488261,-2680.23587742243,-2266.38685556054,-1861.78141087688,0,1009.07601287242,"nonveg_606","absence"
189.018067305057,705.551597222721,159.151157676037,-1018.76552317552,-881.42953897113,-2066.82533057533,0,659.515748160561,"nonveg_757","absence"
857.465070575567,669.365838724905,684.121258412186,-1658.3912548998,-2039.09318539685,-881.859482440981,0,344.805886906725,"nonveg_882","absence"
1683.53318468903,2345.84910216362,1071.02593563,-4470.3674187227,-5182.75048504855,-3482.15741715329,0,1840.01416356905,"USA.NorthSlope.FranklinBluffs-C15","presence"
2381.12988234782,3425.03609065068,2073.29859185467,-5634.49822843226,-5851.18243035717,-4805.31937809002,0,2136.70955211185,"USA.YukonKuskokwimDelta.UB3","presence"
1022.26149308837,274.458032155464,20.3645052311809,-583.967695469153,-2642.07270691269,-2069.37830250543,0,1001.89698785719,"nonveg_769","absence"
2515.95423711203,3207.74069568922,2558.16909956104,-5950.59014366575,-6243.50680987765,-5373.85663517268,0,1336.22331126535,"Russia.Tazovsky.Burned28","presence"
257.814134949642,-529.279614710582,222.468427654046,506.728819700001,-296.187866494894,875.888858235678,0,823.085846274196,"nonveg_536","absence"
61.9639130490581,89.2150477962972,-745.922804688033,-589.496695907088,-1122.05013592624,350.808836229161,0,982.339938638838,"nonveg_1172","absence"
2228.65258963449,3260.78216098185,2369.10020255536,-5385.82319082856,-6705.62314181055,-3248.77763569603,0,1534.98681071363,"USA.BrooksRange.8","presence"
-99.4841676613044,809.084409982909,416.149651770195,-2169.85021013471,-1920.43476476632,-448.28872583661,0,908.568577644214,"nonveg_560","absence"
2172.87848173112,3148.07158237438,2229.34965533501,-6252.93408527858,-6891.90326243793,-3613.98901099179,0,1774.42902995071,"Canada.LeRoyLake.TDA4","presence"
2853.37184603939,2894.84626290034,2131.12256988369,-5115.96921865228,-5628.28384424233,-4612.15976296827,0,939.890757942341,"USA.YukonKuskokwimDelta.6","presence"
635.731958816572,803.669484442224,558.685904184357,-2726.75173442352,-2837.85775685837,-1057.38277936935,0,2434.43519873366,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
281.17851003057,-78.9508161818042,1270.39880676151,-1949.76221819805,-1503.5877636431,-392.299037989241,0,1349.34962294331,"nonveg_674","absence"
301.595012972704,422.411396021215,358.280768088759,-1630.73567718329,-704.610792325552,-1294.21802985041,0,1046.08521900559,"nonveg_871","absence"
2144.82120800187,3037.73028751876,1152.00814258028,-5010.18723035661,-5965.52143358337,-3348.54112085179,0,1660.61563612284,"USA.NorthSlope.14","presence"
-273.82568606443,-74.8380346959303,-107.964070473638,-355.860652215649,-609.842710204248,-253.591265419718,0,905.397610258527,"nonveg_1089","absence"
2446.48142927297,3007.12392917995,1816.06086196529,-5615.80878812431,-5926.75853657827,-4731.7017292385,0,1510.02660060565,"Russia.Kytalyk.T1","presence"
2172.87848173112,3148.07158237438,2229.34965533501,-6252.93408527858,-6891.90326243793,-3613.98901099179,0,1774.42902995071,"Canada.LeRoyLake.TDA4","presence"
245.176502290007,-525.24939234281,-569.925660705,9182.16530261964,5608.72656060345,4307.4879543451,0,815.102162995006,"nonveg_1344","absence"
136.111882705191,-484.289656879257,115.970598622384,-280.446401650254,-466.833884197984,299.556611825705,0,1170.66772487372,"nonveg_921","absence"
236.944288690192,237.21427309719,240.420910634463,-2201.0999570091,-2759.0466459753,-1889.01936239339,0,1405.21102087407,"nonveg_624","absence"
2853.1279490458,3392.6713246566,2013.15508526507,-5994.33700756357,-6527.66735344644,-3684.08125496341,0,1147.04073769099,"Canada.PayneLake.TDA0","presence"
635.731958816572,803.669484442224,558.685904184357,-2726.75173442352,-2837.85775685837,-1057.38277936935,0,2434.43519873366,"Canada.EllefRingnesIsland.Isachsen-C02","presence"
823.636725990871,100.10951296349,544.576328593572,-1264.10175743315,-1135.22282458972,-1063.19411609386,0,951.008467062671,"nonveg_568","absence"
2397.7162542611,2681.65383211034,1895.79962156027,-5066.53496386048,-5285.11557419016,-3657.67514526724,0,409.499955926509,"Finland.Kevo.12","presence"
-196.738241826904,-271.791245881885,-305.352685915696,-406.324081556991,-537.620085371919,1893.05545809426,0,352.168561459086,"nonveg_1642","absence"
2096.9384978721,2907.11031048458,1941.75384605907,-5471.75493764903,-5999.96477697631,-4106.23946697446,0,1025.57278707876,"Canada.DaringLake.LowBirch","presence"
3655.83922964502,4588.57490069848,2261.67177471914,-6166.51572951219,-6561.09285594154,-5469.30636207458,0,2837.59597651375,"Norway.Javrresduottar.A-Sedge","presence"
789.461028912923,711.824131102979,900.414363519734,-1847.53606643809,-2586.70391220558,-1411.42965277286,0,563.145323462839,"nonveg_975","absence"
2850.14428113732,3623.97829946358,2030.12254478375,-6014.67974528965,-6433.05935287405,-4591.06942501281,1,1688.81176580236,"Canada.LeRoyLake.TDA3","presence"
325.927635036549,618.079840710563,755.93150857566,-2434.47607921389,-3060.7867065564,-1255.52863255002,0,630.962374530937,"nonveg_913","absence"
1574.98652198919,1525.2264714596,864.02354296511,-3672.18578484793,-3620.64019043142,-3192.88804824384,0,731.200136791208,"Canada.PrincePatrickIsland.MouldBay-C05","presence"
346.540583801661,1647.93678879436,997.89207095228,-2641.18198119039,-1634.10054888813,-1879.86953371048,0,2008.37384256565,"nonveg_647","absence"
460.068339181363,370.101519731477,343.772393728326,-2491.75204183436,-2623.11074114426,837.900368145571,0,939.607410698245,"nonveg_1672","absence"
245.176502290007,-525.24939234281,-569.925660705,9182.16530261964,5608.72656060345,4307.4879543451,0,815.102162995006,"nonveg_1344","absence"
2343.50585348418,2694.97218236053,1831.55500958255,-5334.18787786497,-5802.71882509347,-4440.78579293904,0,605.151409152677,"Canada.ChukotkaRiver.TH1","presence"
-602.029753563635,-1156.77982443661,-1015.52871752105,3874.56099941206,3955.13686719164,2799.0889030805,0,919.059692790718,"nonveg_1367","absence"
353.758857735309,655.525742963819,361.159856618054,-2335.4235902538,-2234.74073495759,-1881.72248510291,0,301.76688522851,"nonveg_583","absence"
-83.3834332746519,355.164807962526,-907.382320439959,3986.50717759343,2528.57409768774,2935.73370420355,0,1262.54712840248,"nonveg_1854","absence"
972.852903361233,704.176793750348,-86.7910306176112,-1015.92352088654,-1150.75016963163,43.4432029177675,0,1059.64393397884,"nonveg_897","absence"
554.443758044626,890.399516135713,278.222795851263,-2037.92317391458,-2472.39053813971,-1992.67733559239,0,612.17672028445,"nonveg_849","absence"
1808.21536478914,2075.60261902059,1346.47025755859,-3974.49787750432,-4507.34862401581,-3074.39708106416,1,840.182377808532,"Canada.ClearwaterLake.LS1","presence"
871.964376657439,768.634986665047,-179.493991050044,-1341.38803339227,-2082.96611410073,-1399.75356322517,0,1220.16248656787,"nonveg_645","absence"
2172.87848173112,3148.07158237438,2229.34965533501,-6252.93408527858,-6891.90326243793,-3613.98901099179,0,1774.42902995071,"Canada.LeRoyLake.TDA4","presence"
840.081470571087,-317.397468885737,784.187920788793,-1019.18588609444,-1407.80079970327,-712.901503303666,0,1221.83134484936,"nonveg_922","absence"
2865.75115833276,2482.99938309744,449.0822712301,-2719.78695965677,-2956.54339287022,-3211.02374537263,0,2416.66888710266,"nonveg_1177","absence"
2451.97373712524,2938.11135624041,1173.95603787489,-5267.75052784081,-5623.89347209045,-2518.08795517412,0,1464.77422978487,"Russia.Yamal.Kharasavey-2b","presence"
61.9639130490581,89.2150477962972,-745.922804688033,-589.496695907088,-1122.05013592624,350.808836229161,0,982.339938638838,"nonveg_1172","absence"
139.565304540331,-138.54439647293,256.018809040687,227.99812771154,-755.872460711653,862.608998523448,0,394.563205513617,"nonveg_1889","absence"
349.850961222312,285.205622048042,43.7653607560538,-1351.26773781063,-2087.41023570751,-849.640501199399,0,533.651693110797,"nonveg_578","absence"
482.281830083051,150.131162627803,718.858657917964,-1731.79421807177,-1366.31747056987,-780.785242783199,0,669.823706428163,"nonveg_916","absence"
175.732824793547,78.1105442440377,-157.758245914908,-1721.41961760777,-1570.990119087,-1733.90589378105,0,1107.59447978305,"nonveg_785","absence"
248.455064313745,443.140876535513,645.206394698853,-1385.60838427207,-1462.14327028415,-120.111188372537,0,449.956933920684,"nonveg_994","absence"
1068.05739161579,1953.6859927461,271.732157660923,-3978.18621903214,-4514.45389799324,4486.25661156754,0,1710.90374844104,"nonveg_1813","absence"
2451.97373712524,2938.11135624041,1173.95603787489,-5267.75052784081,-5623.89347209045,-2518.08795517412,0,1464.77422978487,"Russia.Yamal.Kharasavey-2b","presence"
2156.40600903374,2825.69874847846,2319.05480716126,-6171.86255759668,-6964.15521549347,-5599.05815666279,1,1436.28132539779,"USA.InteriorAlaska.22","presence"
2479.80344620776,2896.98573096178,1458.31304447075,-5749.56226894646,-6299.3755746066,-4363.22969966926,0,747.388480297942,"Norway.Javrresduottar.EC-Salix","presence"
1151.98502772974,485.799673938938,979.136598909544,-1208.01163253814,-2000.86184082394,-982.160928018857,0,753.33820761018,"nonveg_643","absence"
-83.3834332746519,355.164807962526,-907.382320439959,3986.50717759343,2528.57409768774,2935.73370420355,0,1262.54712840248,"nonveg_1854","absence"
4302.32813157053,4874.65939258963,2754.46262745623,-6550.48116715516,-7517.45701692221,-5453.33878820993,1,2605.49267117663,"Finland.Kevo.4","presence"
857.465070575567,669.365838724905,684.121258412186,-1658.3912548998,-2039.09318539685,-881.859482440981,0,344.805886906725,"nonveg_882","absence"
3086.5300702777,3947.76314714369,1813.01824788059,-5752.46063570943,-6911.11153402921,-4293.52820148036,1,2993.28263651689,"Sweden.Abisko.VJ-SalixShrub","presence"
478.02665112274,1227.46462185879,672.957139012368,-2635.87328236324,-1491.58244642752,-1751.00587674328,0,1140.76612194193,"nonveg_540","absence"
-421.61304046785,602.206264507244,-788.36747282739,10000,7677.72016700935,6552.05403240965,0,1390.57373733463,"nonveg_1695","absence"
2872.50565207667,3098.92078011389,1928.0678281439,-5602.18310003737,-5641.43485375945,-4378.86178277411,0,1176.17494322726,"Russia.Tiksi.ShrubTundra","presence"
1801.03856907142,2011.58427513767,1698.66013372483,-3410.57096956048,-3748.7757755574,-2293.36069670464,0,353.014231778516,"nonveg_529","absence"
2005.58664230484,3134.86708805196,1394.53902157103,-5779.89628764596,-5802.30762020481,-5687.75437511677,1,2415.52941003501,"USA.InteriorAlaska.2","presence"
1810.01943358196,2106.78203409895,664.760848549134,-3853.30798143689,-4844.07279953518,-2133.05280559876,0,2191.83074734262,"USA.NorthSlope.WestDock-C14","presence"
2998.27380470987,3728.49683422927,1867.47119151406,-7620.80783294971,-8090.87027513461,-3164.95562962477,1,1752.40631067538,"Sweden.Abisko.VJ-Wetland","presence"
1462.50595613433,2911.08585410015,1241.87701482382,-3804.92221542391,-6000.24451337106,-4334.88221427709,0,3371.08112421447,"Canada.KluaneLake.Quill-MixedTundra","presence"
-135.631603666594,141.026118280682,-377.574601709222,-534.436237043721,-458.420186809372,-246.177440117925,0,619.502134313682,"nonveg_689","absence"
2791.48040682057,3963.03483281196,2551.07163687418,-5929.79827498962,-6573.49720190863,-4640.55160576928,0,1855.16435357369,"USA.SewardPeninsula.QuartzCreek2","presence"
1307.5759671723,1464.91002376881,704.585278899758,-2943.75758630939,-2805.77580697061,-1849.12590505382,0,1496.2229636863,"Canada.PrincePatrickIsland.MouldBay-C04","presence"
758.494346564877,337.251302170594,491.01447798535,9852.6569154192,508.812564256267,1516.92425960226,0,634.817537976368,"nonveg_991","absence"
-986.404827109889,588.335873106884,64.3058864353376,-2542.23021909978,-2364.51074622538,-701.760807440429,0,1574.74070021677,"nonveg_608","absence"
1131.15389747321,1499.77785348187,1117.89669242523,-3571.65643365028,-3859.2707119965,-2777.20100971952,0,386.457814360079,"nonveg_898","absence"
3361.93134901089,3894.05689092745,2320.92077157901,-6723.69497246376,-7423.41045962811,-5878.29181239063,1,1871.41573652016,"Finland.Kevo.7","presence"
3053.33753239699,3889.9558000319,2123.20581722891,-6251.97433249353,-6728.88695896958,-5332.79269362575,1,1748.56891570807,"Norway.Javrresduottar.A-Betula","presence"
143.356327117199,-58.3364505307036,-262.217278900561,-636.577040157386,-1424.63194595293,407.47124729529,0,405.573606017759,"nonveg_842","absence"
-421.61304046785,602.206264507244,-788.36747282739,10000,7677.72016700935,6552.05403240965,0,1390.57373733463,"nonveg_1695","absence"
276.754126131998,1255.30616630868,907.263069768808,-1928.2247608732,-2215.6125563222,-769.89733278032,0,978.552040176679,"nonveg_1968","absence"
2007.47739554672,3013.80338665477,1671.08125646335,-4778.90173209156,-5849.85199208531,-4056.4416874328,0,1694.28924363651,"USA.NorthSlope.Oumalik1","presence"
1626.90299571072,2033.29626785987,2211.17175772182,-4838.90082907102,-5108.37682997133,-3022.10596945333,0,1588.46666610478,"USA.NorthSlope.9","presence"
2389.79378139511,2567.33576990097,1538.73325153196,-5166.2785597369,-5248.56935197363,-3370.4116573082,0,1694.46645595967,"USA.NorthSlope.Barrow","presence"
119.250522927044,328.638275131573,16.2618532533553,-726.234311749006,-841.613746855589,-727.756641877067,0,312.376421878218,"nonveg_995","absence"
2228.65258963449,3260.78216098185,2369.10020255536,-5385.82319082856,-6705.62314181055,-3248.77763569603,0,1534.98681071363,"USA.BrooksRange.8","presence"
2806.20907257545,3894.36283000006,2287.97662018761,-5785.41574408737,-7068.08367950306,-4249.38944446257,1,2778.36455542731,"Canada.ClearwaterLake.AB2","presence"
509.148747810095,81.8644125887971,-12.6137145926791,-635.898496511566,-439.631259457038,-1059.25794268776,0,796.48163688575,"nonveg_806","absence"
-83.3834332746519,355.164807962526,-907.382320439959,3986.50717759343,2528.57409768774,2935.73370420355,0,1262.54712840248,"nonveg_1854","absence"
-986.404827109889,588.335873106884,64.3058864353376,-2542.23021909978,-2364.51074622538,-701.760807440429,0,1574.74070021677,"nonveg_608","absence"
510.87043402359,1216.57217566022,493.499826342378,-3865.08516344305,-4760.10765515798,-2495.07977357266,1,910.559982246827,"nonveg_856","absence"
264.862467877338,1250.08293180216,970.650149219039,-1746.49169212657,-1488.47751545122,-878.624128137979,0,985.220463924817,"nonveg_695","absence"
276.754126131998,1255.30616630868,907.263069768808,-1928.2247608732,-2215.6125563222,-769.89733278032,0,978.552040176679,"nonveg_1968","absence"
3361.93134901089,3894.05689092745,2320.92077157901,-6723.69497246376,-7423.41045962811,-5878.29181239063,1,1871.41573652016,"Finland.Kevo.7","presence"
658.23874598905,190.211568939818,779.349707544273,-1920.0177628173,-1536.62686317749,-1998.37236834068,0,937.048591054722,"nonveg_1309","absence"
372.327189898319,435.629942952207,166.847993040563,-2956.17178638514,-2617.48685908174,-2905.32394674894,0,708.501505789157,"nonveg_746","absence"
-512.610666429309,1218.79856843566,950.287343398106,587.653815817225,-1508.90020149726,-1045.90782729013,0,1731.40923486497,"nonveg_571","absence"
-25.5852379063956,-256.0161396004,-195.761529246868,-1466.95485990421,-1092.02356706455,829.972992571415,0,827.930274803581,"nonveg_721","absence"
165.229796601289,498.021051761167,116.836182931455,-885.486059524304,-970.314308174824,-339.255381385956,0,412.410297298307,"nonveg_848","absence"
2879.62287891255,4027.33240598005,2563.13296656847,-6070.38168533392,-6643.72794739552,-5490.81548576548,0,2967.12903441615,"USA.NorthSlope.Ivotuk1","presence"
