"spectral_EVI2b_earlySummer","spectral_EVI2b_endSnowfree","spectral_EVI2b_lateSummer","spectral_EVI2b_peakSummer","spectral_EVI2b_startSnowfree","spectral_NDVI_earlySummer","spectral_NDVI_endSnowfree","spectral_NDVI_lateSummer","spectral_NDVI_peakSummer","spectral_NDVI_startSnowfree","spectral_NDWI_earlySummer","spectral_NDWI_endSnowfree","spectral_NDWI_lateSummer","spectral_NDWI_peakSummer","spectral_NDWI_startSnowfree","spectral_NIR_endSnowfree","spectral_red_peakSummer","texture_NDVI_peakSummer","topo_slope","trees_presence","spectral_EVI2b_annualMedian","spectral_EVI2b_annualMean","spectral_EVI2b_annualRange","spectral_EVI2b_changeLSES","spectral_NBR_annualMedian","spectral_NBR_changeLSES","spectral_NDMI_annualRange","spectral_NDMI_changeSSES","spectral_NDVI_annualMedian","spectral_NDVI_annualMean","spectral_NDVI_changePSLS","spectral_NDVI_changeLSES","spectral_NDWI_annualMedian","spectral_NDWI_annualMean","spectral_red_changeESPS","spectral_red_changeLSES","site_code","presence_absence","zone_3_High.Arctic","zone_3_Sub.Arctic","zone_3_Low.Arctic","zone_3_Oro.Arctic","zone_3_other"
3787.19488299742,3380.58861388892,3758.05840770853,4672.93594764038,2153.38288099621,7139.74766942214,6358.30222444653,7147.41939693593,8286.25734685674,4907.65565664675,-6433.09146320871,-6407.32680996448,-7485.9750592615,-7187.26624633277,-5576.58909071451,2361.79770537408,387.445688256681,137.638677932003,1.4095472574234,1,3222.90479670418,3506.46546733064,3298.0822070373,-3.79445206694739,4970.77155214398,0.234910985343309,5122.71619645223,88.6615863155008,6361.36335919769,6670.79996596233,-132.129548529223,-16.9444561030658,-6462.96668958782,-6737.87020846221,0.0786962320447729,16.2229899935261,"Finland.Kilpisjarvi.15","presence",0,1,0,0,0
-189.736642092251,-294.300124531262,95.4472321137826,646.077533205622,157.225380728734,336.753812225616,134.876445515003,847.576527413218,1785.41672346656,402.480135974368,-2081.52495424648,-2134.1327567063,-1858.35378123504,-1105.4985900349,-398.205040468744,485.71677020299,1020.54252958458,-47.4048283322619,30.4646530151367,0,95.4472321137826,82.9426758849253,940.377657736884,-14.4350872831498,-3008.29596013308,-27.0050255007237,1896.61191983063,-44.069669577107,402.480135974368,701.420728918953,-36.0707767712825,-26.3962993295635,-1858.35378123504,-1515.54302453829,8.31118388942545,-9.64789457853524,"nonveg_794","absence",0,0,0,1,0
926.522098444711,585.080869603426,706.054685483,1098.73490644689,842.116230042969,2255.85331778861,1867.085163951,2018.84305547725,2626.99426512305,1778.43650785023,-2681.6460788772,-3046.70672688914,-3199.20879475385,-2786.04540326627,-2010.11941930035,1040.89470795353,830.992790550941,-608.984946557228,12.3717584609985,0,842.116230042969,831.701758004199,513.654036843462,-4.83895263518297,-2024.02151407978,0.954137726215176,768.217626398188,-10.5092800023815,2018.84305547725,2109.44246203803,-25.3396337352419,-6.07031566105006,-2786.04540326627,-2744.74528461736,-1.84030822168457,-0.0293051255875707,"nonveg_758","absence",0,0,1,0,0
953.726768413998,755.999978850634,1303.43949573271,947.580844135332,656.649605026085,1894.02630977362,1617.38999472719,2503.33456349795,1980.30216750254,1094.21472006084,-2662.10531551337,-3299.4963520421,-2920.36006606737,-3638.15004332426,-1303.59825997973,1608.68441249633,943.1972458243,-98.7031938428461,5.07346829771995,0,1107.46438656641,1104.01191893709,157.304871273077,-7.1883740155246,-964.399623872593,3.69681943521185,876.650322260645,-12.2982620443632,2040.09229054548,1988.57441881387,4.70556310983108,-11.5249764378615,-3297.59580813658,-2812.78517517636,-6.91522435613537,0.87128150719883,"Canada.Ivujivik.TP12","presence",0,0,1,0,0
2770.94992938178,2591.5440824391,3477.95447541641,3210.24816958338,2010.61607819455,4503.08064920843,4448.04780514867,5536.79062170954,5157.56120231191,3460.85258690364,-5311.71443703615,-5383.6290389713,-5530.7858026832,-6254.62745293283,-4863.56113915596,2505.30336734165,782.964944872775,409.291755032079,0.124321468174458,0,2826.8481795207,2761.42630259687,1806.06773598749,-46.9450529936979,3213.85468026812,-44.2523356546987,1478.04544100008,7.81159497745391,4685.17046748168,4661.83428138919,28.9128362612761,-59.4218827710056,-5246.3579529362,-5476.39304927888,-5.18996067743956,-6.24293101432359,"USA.YukonKuskokwimDelta.U","presence",0,0,1,0,0
-249.198287847392,-1143.78969685037,10.0253293503633,142.75216111506,134.52100112072,-1124.51282910447,-3128.9402413961,-902.69344334768,-185.925675791491,-1471.67079726777,2742.78006266343,3054.93812249212,3190.3958012894,2744.14828274559,3851.04788718498,0,190.917597446926,147.651024973394,0.148143708705902,0,10.0253293503633,-221.137898622324,1286.54185796543,-38.4605008733579,5694.54172523511,11.7001683565776,2731.44212686689,62.787509029967,-1124.51282910447,-1362.7485973815,-24.7161299157306,-74.2082266016139,3054.93812249212,3116.6620312751,5.08412040418446,-5.43338500784595,"nonveg_1854","absence",0,0,0,1,0
3239.54566815369,2100.37926645954,3050.71135142057,3944.41736420385,1654.91650818834,6832.7832020068,5529.16755670409,6663.36653305791,7855.38673359998,4345.44338872269,-5480.20009914354,-5849.10130020012,-6678.15498031628,-6328.4165076263,-5360.98325392376,1521.69687613104,424.372209740255,61.2271284357612,0.217862104376157,1,3259.52141097742,2732.51782339557,2042.69884447793,-47.4197887760005,4490.48271373245,-67.4607951139641,2858.05744328006,73.2835241866682,6641.11457770028,6142.81371465322,20.7932267173867,-65.4370643894925,-5917.50653299608,-6035.64922380147,-9.20275136487074,-1.90491955387106,"USA.InteriorAlaska.5","presence",0,1,0,0,0
3410.3133092853,3000.5977972383,4112.41680850101,4411.88833109689,1878.45514468513,5996.73072895745,5576.56692935766,6911.45332137809,7292.61502046331,3203.53569771504,-5983.92096462974,-6048.66227914263,-6714.37580002683,-7200.48641503231,-3471.11422903532,2397.09836257972,405.186473862605,110.269908883912,9.59072791205513,1,3514.35856100225,3301.56033431116,2569.22724882917,-6.88689153207387,3726.26074133123,15.7115606995303,2075.43031595057,25.3588320978593,6235.98246863234,5689.88981269322,-26.0644044765337,-3.08663587600878,-5479.57977545675,-5581.58589535908,-5.22986633992831,10.3597974959957,"Canada.ClearwaterLake.LSA2","presence",0,1,0,0,0
824.151709723159,652.664188345345,507.981183381446,875.547602275093,610.473868339974,1385.5236452398,1319.84705910411,1144.87217909173,1582.75866169314,944.89085468117,-981.811234941511,-1590.87551243671,-1989.41190315151,-1478.96592617216,-373.902799907865,1582.96167073522,1295.88683695603,-63.1216714451077,12.7060670852661,0,652.664188345345,694.163710413003,367.566418893647,14.4683004963899,-703.539839475511,38.1010524581369,1089.94662847802,-16.4086731834658,1319.84705910411,1275.57847996199,-43.7886482601409,17.4974880012375,-1478.96592617216,-1282.99347532195,-12.076590719212,6.26220511184731,"nonveg_941","absence",1,0,0,0,0
6.46243823821725,275.988466917402,82.1493215149886,216.355747937025,-466.839305835668,114.519285061626,609.258685636765,363.767972045222,589.750185076423,-839.900652701527,-640.723695409433,-383.311152901277,-1169.80079501403,-1121.2254684045,16.7380563663743,1263.36785851407,947.068585329089,352.369974263651,13.9842510223389,0,82.1493215149886,22.8233337543929,742.82777275307,14.9107034924933,-2170.3713205119,40.6708363167029,3357.10191680992,-72.789948290059,363.767972045222,167.479095023702,-17.3832471562462,18.8839010455033,-640.723695409433,-659.664611072573,-7.67226622964464,16.1431585000751,"nonveg_842","absence",1,0,0,0,0
617.389422487743,-58.4234416941488,536.201428086856,300.150310721012,-86.2377184897247,796.624420150436,98.1489553547582,799.257728033306,563.52179641371,-415.746821508744,106.436058057961,-924.506103409796,-555.090914324492,-769.442904414717,197.152106619812,308.937932047606,270.99485705942,20.3260799466498,5.54349136352539,0,300.150310721012,261.816000222347,703.627140977468,-59.4624869781005,-2438.8767179468,-37.6542316902385,1796.69635304371,-34.8167349601752,563.52179641371,368.361215688693,26.1928812910662,-70.1108772678548,-555.090914324492,-389.090351494246,-5.38745386866274,-20.3320447060895,"nonveg_1213","absence",1,0,0,0,0
3526.43523543382,2450.15014649194,3589.62481917431,3862.78517593483,1907.22865090537,6084.67193118798,4618.00453530886,6036.27776287823,6350.98483578329,3552.40651156234,-5260.35129809651,-6076.29709659137,-6103.96256152619,-6538.96081291467,-5551.42152697175,2276.9060443883,592.101089284204,-283.970378717586,4.06684494018555,0,3086.53497594017,2848.82029481809,2129.3468211094,-96.7884918686091,3264.79475925783,-112.557412081324,2099.57568432853,32.6375488956411,5393.59076662588,5010.75195142842,6.73656340811695,-130.47633017008,-5851.04819897778,-6198.13723418356,-6.00840572668557,-14.3754303211951,"USA.NorthSlope.HappyValley-C19","presence",0,0,1,0,0
664.224575686946,932.647988132896,865.934236620231,1036.56637335917,518.167217639041,932.467955080067,1519.34400240212,1263.96776143254,1571.23933666676,719.038008031508,-1861.27781500969,-1153.15283102709,-1837.63802547522,-1634.48530392319,-894.115417437083,2958.14955904051,2309.39446718571,52.613737893464,3.20973563194275,0,865.934236620231,803.508078287657,518.39915572013,4.16960946954158,-1025.87261477913,23.6342663533012,1081.04152765703,-38.608625987751,1263.96776143254,1201.2114127226,-19.2044734521383,15.9610150605984,-1634.48530392319,-1476.13387857445,-3.28155509930065,9.86742725018991,"nonveg_861","absence",0,0,1,0,0
2897.83148997418,2802.35224852999,3328.21790942345,3876.01107101368,1008.77399014391,5643.98138661842,5601.32006901108,6267.31448470562,7040.5227100541,1802.80549084784,-4994.63473412296,-5694.12116617484,-6415.62360334095,-6399.32393610639,-2453.25634135358,2161.42322406265,399.490292463817,-617.662967182011,9.03409163157146,1,3410.91463744978,3144.05388756757,2377.57626412031,-57.015056936307,4214.03126431614,-40.109882696217,1512.14128818538,40.5255544127379,6124.32296756966,5807.19357602658,-77.6811518264668,-83.459658280362,-5572.69694909534,-5601.62903503805,-10.4625759149672,-2.3748352660085,"Sweden.Abisko.KJ-BirchShrub","presence",0,0,0,1,0
-178.700762210226,769.422717061635,353.820653486328,602.711080389151,1051.47666020714,196.506078913209,1197.0923239517,640.740079402001,788.545775099536,770.455994260845,-2249.20628694818,-1403.85530322859,-1606.98526976146,-1048.757664609,-670.339344871841,1945.66894361718,4908.96913254649,-235.013719678171,7.41896295547485,0,602.711080389151,519.746069786806,1230.17742241737,34.6335052979422,-476.400081708406,37.0257557498787,2055.45119940929,-54.0908210370866,770.455994260845,718.668050325459,-11.3696688998104,46.3626870458084,-1403.85530322859,-1395.82877388381,93.2590438411548,-26.8087837381236,"nonveg_1037","absence",1,0,0,0,0
2510.95265504522,2621.78845063341,2850.12723567091,2809.21895678426,1788.00705758683,4442.97487912236,4667.2265418516,5014.30613341384,4935.59810817099,3292.37630748975,-4750.13597262864,-5219.78706634181,-5289.8633844448,-5496.7980372903,-4131.57690095599,2372.8861861359,809.281339724129,150.985414631137,1.42461846272151,0,3251.48625148182,3296.60705112649,1822.47264745642,45.29770747151,3980.68713631134,93.3805215869447,2042.86924981648,8.8384240684631,5340.39069001899,5528.42913527663,-142.572686989857,89.2413409430992,-5307.0912530221,-5589.96479661973,8.29818456882278,31.1390032370852,"Russia.Tiksi.ShrubTundra","presence",0,0,1,0,0
-322.709541469103,-145.569772640503,671.312740319484,-93.2253474774724,-28.8842107507671,-109.770663589448,281.875445044379,2253.83472611142,1920.15691742605,-2356.41951730019,356.58774963167,119.892012940373,-742.044156958008,-1847.13808231201,6623.77640542147,329.507239714672,255.170235558298,870.022386930912,0.0862445905804634,0,-93.2253474774724,16.1847735963278,994.022281788587,-38.8991672838089,6349.85197565168,-24.2335750645207,2723.60472045947,48.1867169856715,281.875445044379,397.935381538442,15.8894194612081,-93.9028229079541,119.892012940373,902.214785744699,-1.65302011636388,-7.03936617228803,"nonveg_1794","absence",0,0,0,1,0
332.22151607867,469.432940044089,994.230529954919,1088.29576371511,931.856680040904,391.133396998081,635.666269432112,1561.64903607486,1728.12729917532,1400.37931849442,-2667.29674206146,-2359.9816327033,-1232.38818255113,-1031.49225735873,-1301.15518796865,2446.94164969377,2423.05587083238,3.18368265029461,1.43398082256317,0,931.856680040904,763.20748596674,756.074247636445,-262.398794955415,67.0402897088143,-450.332615852115,1567.45777331075,-52.8091520863502,1400.37931849442,1143.39106403496,-166.478263100461,-462.991383321372,-1301.15518796865,-1718.46280052866,11.2009006809862,-156.465653799597,"nonveg_801","absence",1,0,0,0,0
-107.373275668093,296.920944092824,264.044420860824,299.203039512833,55.8416212372643,-187.307353120104,597.68847589775,545.755365040698,615.343853296527,39.4035374993138,-1576.84945769891,-932.239780024047,-1015.2055496255,-931.138909205945,-93.8384227970179,1394.51567408758,1266.23966793792,-506.68593217915,24.4778156280518,0,264.044420860824,161.727350007131,406.576315180926,32.8765232320002,-1120.83417205614,76.6611462395549,1668.27097962019,-72.5335208530516,545.755365040698,322.176775722837,0,51.9331108570515,-932.239780024047,-909.854423870283,6.08809253677315,9.33736642306621,"nonveg_761","absence",1,0,0,0,0
3510.52526778901,3025.83349576857,3838.61499891684,3882.6251986988,2525.55593445635,5246.49633504874,4974.20587734505,5961.68657654251,5870.24712805896,3997.85213998088,-5042.43431291233,-5363.05285111715,-5715.21058147076,-6164.97059592936,-4769.52091740448,2752.16524643109,835.174219614932,38.3806616691283,0.998570680618287,0,3759.00570949698,3405.1874906801,1411.0391243443,-29.7107840137064,4157.2504704373,-32.3498276680106,1205.94726721133,15.0038159579554,5524.72702350268,5215.00204246725,13.2526063862889,-39.5415750876443,-5630.13367321312,-5593.46078220788,-9.35118998415265,2.94235670362966,"USA.YukonKuskokwimDelta.UB7","presence",0,0,1,0,0
2242.19202712245,2174.08851156708,2621.25931200559,2770.91301461345,1659.13459981525,4694.14084687214,4842.95838089128,5428.74936797192,5667.58147235227,3198.99001391125,-5462.24683450853,-5763.4296942528,-5473.2248027389,-5593.23166690652,-3274.17011296589,1892.30991771867,694.968957008081,-290.941896559659,8.24903478622437,0,2644.97157826088,2459.88514631332,1088.1459682431,1.11067339045082,2098.54958447561,6.3319841982694,683.239807668085,-22.0399937957447,5435.97365272254,4953.74959622478,-14.728658875375,5.33227561592026,-4963.12810102652,-4663.26747343371,-4.67835294724473,5.30527750587569,"Finland.Kilpisjarvi.18","presence",0,0,0,1,0
177.521266186814,-285.725607465448,212.310537948399,693.892058542291,-25.3571057118674,374.621354024592,-451.694479203564,332.916950692157,1102.70777930318,-234.524480184414,-206.074874003513,-706.021342984206,-133.413032290414,275.390346172248,156.472065093421,507.948886784804,756.601206044987,448.996951226142,28.530839920044,0,177.521266186814,154.528229900038,979.617666007739,-23.7160069244689,919.045222217376,-39.0190670184447,1492.578760199,-21.8328671370574,332.916950692157,224.80542492639,-38.489541430551,-37.3624490426534,-133.413032290414,-122.729367602493,3.16172129647767,-2.97270145022825,"nonveg_689","absence",0,0,0,1,0
2530.50203571915,2490.63859154524,3435.32595787051,3505.4381961207,1367.93399677114,4521.9995482482,5225.43005044143,6660.02909838706,6697.09241747261,2364.47500422057,-4924.97909143474,-5924.96982513563,-5901.28309278136,-6160.41361693944,-2652.64674495087,2001.80474641847,591.428363054501,106.962452589348,5.08440642886692,0,2361.64953238275,2488.88441214661,3451.49478990721,-110.765268789453,3618.32147072215,-131.591183101983,4680.04628496394,-98.6258755301667,4927.95560553631,4626.58813880199,15.8044755928294,-166.120133703228,-5719.19649648312,-5039.0215589464,-15.6091452205957,-22.7440563222347,"Canada.CoutureLake.TDA7","presence",0,0,1,0,0
2591.2276595943,2742.09798046343,3423.84684947389,3395.41767051563,1855.23760473148,5205.81805743061,5576.30129470739,6545.78028039446,6390.00028732553,4220.53764996857,-6132.94317531604,-6051.92238916185,-6003.76641085693,-6522.45802611172,-4987.17377009616,2091.85633046863,552.435233599113,-25.148925581049,1.39156539738178,0,3128.84212926996,3084.70923714947,1532.8777738201,-18.1149574383103,5498.65317619586,12.5249141286421,1805.84060566668,34.6066539807983,6089.66007080774,6026.40944175594,-31.6444380420696,-15.8977184694711,-5815.54683391242,-5896.4565266409,-2.19186871834363,6.97202092842632,"Finland.Javrresduottar.A-Sphagnum","absence",0,1,0,0,0
2444.54645213492,-680.824782835836,562.35373101012,436.158446501552,1205.06946389659,3940.99823242351,1022.53969955483,2280.14769305069,2203.31899316269,2079.64316470285,-1262.60555198568,-3499.50838008463,-2822.91442322789,-3110.43551824927,-901.084253149992,199.167400330994,598.457828577591,284.241521523575,4.53114175796509,0,562.35373101012,793.460662141468,3125.37123497075,-82.8785675897304,-2160.70286909938,-144.00785411252,4376.88982595438,20.6148157336678,2203.31899316269,2305.32955657891,5.48776427771405,-83.8405328997242,-2822.91442322789,-2319.30962533949,-17.2480698478659,-8.05548771473214,"nonveg_648","absence",0,0,1,0,0
3441.12026273726,2940.50678755979,3839.44139223204,4381.23020738044,2238.96039622861,5378.06960464723,5052.16490182189,6004.51950304831,6651.30010270729,3875.24364823743,-5864.9040687909,-6116.44589075063,-6491.96278074908,-6497.12606548317,-5724.68763474853,2584.92217573648,784.312222889991,157.14438227856,1.45158195495606,0,2963.70630174833,3085.27265477267,2014.57576515054,-18.0291125490795,3668.84676993535,-19.9870408738788,1326.5348924255,-5.81676471268474,4986.98542332876,5218.98517952805,-35.2005816270122,-27.5531813321819,-5972.42057215228,-6036.63976445708,-0.0371187429491774,4.85388897783042,"USA.YukonKuskokwimDelta.72B2","presence",0,0,1,0,0
